SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
201021011,250,7,0,0,7,0,259,13,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,18,0,28,0,0,0,0,0,0,0,262,21,0,0,21,0,285,322,3,0,0,3,0,334,7,11,0,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,13,0,24,3,0,0,0,0,0,3,336,18,0,0,18,0,357,166,6,0,0,6,3,177,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,170,13,0,0,13,3,181,108,3,0,0,3,0,111,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,116,4,0,0,4,0,118,116,3,0,0
201021012,211,4,0,0,4,0,218,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,216,7,0,0,7,0,223,268,0,0,0,0,0,268,8,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,14,0,0,0,0,0,0,0,281,3,0,0,3,0,280,179,3,0,0,3,0,183,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,188,8,0,0,8,0,188,121,0,0,0,0,0,123,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,122,3,0,0,3,0,124,137,3,0,0
201031013,105,0,0,0,0,0,107,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,106,3,0,0,3,0,115,127,0,0,0,0,6,132,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,126,0,0,0,0,6,133,78,0,0,0,0,0,84,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,81,0,0,0,0,0,87,41,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,45,58,0,0,0
201031014,150,3,0,0,3,0,154,4,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,0,0,0,0,0,0,0,150,3,0,0,3,0,155,160,6,0,0,6,0,167,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,0,167,8,0,0,8,0,173,97,0,0,0,0,0,97,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,94,3,0,0,3,0,103,64,0,0,0,0,0,68,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,67,3,0,0,3,0,71,80,0,0,0
201031015,187,3,0,0,3,0,193,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,0,3,195,3,0,0,3,0,198,251,4,0,0,4,3,259,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,257,5,0,0,5,3,261,131,0,0,0,0,0,134,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,131,4,0,0,3,0,141,77,3,0,0,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,7,0,79,116,5,0,0
201031016,205,3,0,0,3,0,209,6,5,0,0,5,0,11,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,13,0,0,13,0,17,0,0,0,0,0,0,0,211,12,0,0,12,3,226,235,0,0,0,0,0,234,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,0,0,0,0,0,4,4,242,3,0,0,3,0,248,155,0,0,0,0,0,155,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,3,4,158,3,0,0,3,3,164,78,0,0,0,0,0,78,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,84,3,0,0,3,0,83,125,0,0,0
201031017,140,0,0,0,0,0,140,3,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,6,0,0,0,0,0,0,0,145,5,0,0,5,0,146,186,0,0,0,0,0,187,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,187,7,0,0,7,0,196,101,0,0,0,0,0,102,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100,0,0,0,0,0,104,73,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,0,3,0,72,106,0,0,0
202011018,417,4,0,0,4,0,427,9,51,4,3,56,0,60,0,6,14,0,15,0,15,0,0,0,0,0,0,0,9,54,19,3,71,0,82,0,0,0,0,0,0,0,427,62,19,3,80,0,509,367,10,0,0,10,0,376,12,35,3,0,38,0,49,0,3,14,0,12,0,12,0,0,0,0,0,0,0,12,36,11,0,51,0,66,3,0,0,0,0,3,3,378,46,11,0,65,3,444,224,5,0,0,5,0,229,5,23,0,0,24,0,29,0,0,9,0,10,0,10,0,0,0,0,0,0,0,5,19,8,0,31,0,35,0,0,0,0,0,0,0,224,30,8,0,38,0,264,149,0,0,0,0,0,153,5,10,0,0,8,0,10,0,0,4,0,4,0,4,0,0,0,0,0,0,0,5,10,6,0,14,0,22,0,0,0,0,0,0,0,156,11,6,0,14,0,169,165,3,0,0
202011019,493,3,0,0,3,0,498,6,18,3,0,23,0,24,0,4,3,0,13,0,13,0,0,0,0,0,0,0,6,20,13,0,32,0,34,0,0,0,0,0,0,0,503,25,13,0,36,0,542,407,3,0,0,3,3,409,3,8,3,0,12,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,7,4,0,10,0,19,0,0,0,0,0,0,0,410,13,4,0,18,3,424,210,0,0,0,0,0,215,0,3,0,0,0,0,3,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,3,3,0,9,0,10,0,0,0,0,0,0,0,216,3,3,0,9,0,226,160,0,0,0,0,0,160,0,0,0,0,0,0,0,0,4,5,0,8,0,8,0,0,0,0,0,0,0,0,4,3,0,7,0,7,0,0,0,0,0,4,4,160,4,3,0,7,4,170,190,0,0,0
202011020,406,3,0,0,3,3,412,9,45,0,0,41,0,56,0,7,14,0,20,0,20,0,0,0,0,0,0,0,9,48,18,0,64,0,75,4,0,0,0,0,0,4,422,52,18,0,68,3,497,416,3,0,0,3,3,418,9,36,0,0,36,0,46,0,4,9,0,14,0,14,0,0,0,0,0,0,0,9,42,9,0,57,0,60,3,0,0,0,0,0,3,421,44,9,0,60,3,484,244,3,0,0,3,0,245,0,15,0,0,14,0,14,0,5,6,0,14,0,14,0,0,0,0,0,0,0,0,18,11,0,25,0,25,0,0,0,0,0,0,0,244,20,11,0,29,0,269,182,0,0,0,0,0,185,3,7,0,0,7,0,10,0,0,3,0,5,0,5,0,0,0,0,0,0,0,3,5,3,0,11,0,18,0,0,0,0,0,0,0,188,9,3,0,12,0,198,268,3,0,0
202011021,314,11,0,0,11,0,323,14,26,0,0,25,0,42,0,0,5,0,5,0,5,0,0,0,0,0,0,0,14,25,5,0,35,0,46,0,0,0,0,0,0,0,329,33,5,0,42,0,366,378,5,0,0,5,0,379,6,13,0,0,18,0,24,0,0,11,0,11,0,11,0,0,0,0,0,0,0,6,13,9,0,24,0,36,0,0,0,0,0,0,0,382,21,9,0,33,0,412,192,0,0,0,0,0,193,0,8,0,0,8,0,4,0,0,7,0,11,0,11,0,0,0,0,0,0,0,0,6,7,0,15,0,20,0,0,0,0,0,0,0,189,6,7,0,15,0,211,122,0,0,0,0,0,122,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,12,0,0,0,0,0,0,0,122,0,3,0,5,0,129,151,7,0,0
202011022,726,21,4,0,21,3,749,16,61,3,0,66,0,82,0,3,21,0,27,0,32,0,0,0,0,0,0,0,14,69,23,0,96,0,107,7,0,0,0,0,0,6,744,83,30,0,115,4,859,662,11,0,0,11,3,673,13,37,0,0,37,0,50,0,3,20,0,19,0,19,0,0,0,0,0,0,0,13,41,20,0,60,0,71,3,0,0,0,0,0,3,676,53,20,0,72,3,748,333,3,0,0,3,0,335,10,16,0,0,19,0,26,0,4,12,0,11,0,11,0,0,0,0,0,0,0,10,21,8,0,32,0,43,0,0,0,0,0,0,0,342,21,8,0,33,0,375,212,3,0,0,3,0,214,8,7,0,0,7,0,17,0,0,5,0,5,0,3,0,0,0,0,0,0,0,6,7,4,0,11,0,19,0,0,0,0,0,0,0,217,10,4,0,15,0,236,287,0,0,0
202011023,365,0,0,0,0,0,367,5,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,9,0,0,0,0,0,0,0,369,6,0,0,6,0,375,375,0,0,0,0,0,373,7,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,13,0,0,0,0,0,3,3,383,7,0,0,7,3,385,192,0,0,0,0,0,192,5,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,5,0,0,0,0,0,0,3,193,3,0,0,5,0,200,116,0,0,0,0,0,118,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,114,4,0,0,4,0,119,163,0,0,0
202011024,504,0,0,0,0,3,512,0,15,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,20,0,0,0,0,0,0,0,504,20,0,0,24,3,529,593,3,0,0,3,0,596,8,18,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,20,0,36,0,0,0,0,0,0,0,602,25,0,0,24,0,633,336,0,0,0,0,0,338,4,8,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,0,15,0,0,0,0,0,0,0,339,10,0,0,10,0,357,228,0,0,0,0,0,228,7,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,0,14,0,0,0,0,0,0,0,233,6,0,0,6,0,242,306,0,0,0
202011025,689,9,0,0,9,0,704,6,60,0,0,58,0,70,0,7,3,0,9,0,9,0,0,0,0,0,0,0,6,67,7,0,70,0,80,0,0,0,0,0,3,3,698,72,7,0,81,3,781,540,10,0,0,10,0,547,6,38,0,0,35,0,45,0,0,8,0,7,0,7,0,0,0,0,0,0,0,6,39,5,0,45,0,55,0,0,0,0,0,3,3,545,42,5,0,51,3,603,267,0,0,0,0,0,270,3,13,3,0,20,0,23,0,0,7,0,7,0,7,0,0,0,0,0,0,0,3,15,6,0,25,0,27,0,0,0,0,0,0,0,266,22,6,0,27,0,300,179,0,0,0,0,0,182,3,5,0,0,5,0,8,0,3,5,0,7,0,7,0,0,0,0,0,0,0,3,6,5,0,17,0,16,0,0,0,0,0,0,0,183,6,5,0,17,0,202,205,0,0,0
202021026,357,6,0,0,6,0,362,5,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,13,0,0,0,0,0,0,0,359,7,0,0,7,0,368,421,0,0,0,0,0,428,3,3,0,0,3,0,12,3,0,0,0,0,0,3,3,0,0,0,0,0,3,6,3,0,0,3,0,16,5,0,0,0,0,0,5,436,6,0,0,6,3,446,244,4,0,0,4,3,248,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,3,245,5,0,0,5,4,262,181,3,0,0,3,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,179,0,0,0,0,0,189,241,3,0,0
202021027,327,11,0,0,11,0,336,6,14,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,16,0,25,0,0,0,0,0,0,0,333,25,0,0,28,0,365,323,5,0,0,5,0,332,5,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,10,0,21,3,0,0,0,0,0,3,335,18,0,0,18,0,351,204,0,0,0,0,0,200,0,11,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,12,0,0,0,0,0,0,0,203,10,0,0,14,0,219,117,3,0,0,3,0,121,0,6,0,0,6,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,6,0,0,6,0,13,0,0,0,0,0,0,0,120,11,0,0,11,0,132,136,3,0,0
202021028,248,0,0,0,0,0,251,14,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,3,0,19,0,0,0,0,0,0,0,261,4,0,0,4,0,272,294,3,0,0,3,0,296,13,9,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,9,0,26,3,0,0,0,0,0,3,312,10,0,0,10,0,325,190,0,0,0,0,0,192,5,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,8,0,0,0,0,0,0,0,201,8,0,0,8,0,203,115,0,0,0,0,0,121,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,121,3,0,0,3,0,126,168,3,0,0
202021029,124,0,0,0,0,0,125,5,0,0,0,0,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,5,0,11,0,0,0,0,0,0,0,128,8,0,0,8,0,137,147,0,0,0,0,0,146,5,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,4,0,8,0,0,0,0,0,0,0,149,9,0,0,11,0,159,78,0,0,0,0,0,78,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,77,3,0,0,3,0,81,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,47,72,3,0,0
202021030,399,8,0,0,8,0,407,13,23,0,0,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,23,0,35,0,0,0,0,0,0,0,412,31,0,0,31,0,439,383,7,0,0,7,0,386,11,17,0,0,17,0,28,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,18,0,0,18,0,29,0,0,0,0,0,0,0,394,25,0,0,25,0,418,216,0,0,0,0,0,216,10,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,11,0,0,0,0,0,0,0,226,3,0,0,3,0,227,138,3,0,0,3,0,145,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,0,0,0,0,0,0,0,147,3,0,0,3,0,151,176,0,0,0
202021031,292,5,0,0,7,0,299,10,3,0,0,3,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,3,0,0,6,0,21,0,0,0,0,0,0,0,306,13,3,0,17,5,322,367,6,0,0,6,0,379,12,11,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,19,3,0,0,0,0,0,5,381,15,0,0,15,4,403,231,0,0,0,0,4,236,8,7,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,18,0,0,0,0,0,0,0,234,14,0,0,14,4,249,124,0,0,0,0,3,126,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,11,0,0,0,0,0,0,0,128,7,0,0,4,3,132,157,0,0,0
202031032,168,4,0,0,4,0,173,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,179,4,0,0,4,0,185,210,0,0,0,0,0,211,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,217,0,0,0,0,0,220,114,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,118,89,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,88,116,0,0,0
202031033,229,3,0,0,3,0,229,0,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,0,0,0,225,13,0,0,13,0,241,260,5,0,0,5,0,272,0,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,13,0,0,0,0,0,0,0,270,16,0,0,17,0,286,171,3,0,0,3,0,174,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,174,12,0,0,12,0,177,98,0,0,0,0,0,98,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,104,0,0,0,0,0,105,139,0,0,0
203011034,433,7,0,0,7,0,442,9,7,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,9,0,15,0,0,0,0,0,0,0,437,19,3,0,21,0,460,427,5,0,0,5,3,437,14,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,7,0,22,0,0,0,0,0,0,0,440,19,0,0,19,3,457,267,4,0,0,4,0,274,3,8,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,12,0,16,0,0,0,0,0,0,0,276,14,0,0,17,0,290,152,0,0,0,0,0,157,5,8,0,0,8,0,13,0,0,4,0,4,0,4,0,0,0,0,0,0,0,5,8,4,0,11,0,12,0,0,0,0,0,0,0,157,11,4,0,9,0,168,164,7,0,0
203011035,330,4,0,0,4,3,334,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,4,0,16,4,0,0,0,0,0,4,344,9,0,0,9,3,352,376,17,0,0,14,0,391,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,8,0,0,0,0,0,0,0,383,17,0,0,20,0,399,251,6,0,0,5,0,262,8,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,13,0,0,0,0,0,0,0,265,6,0,0,9,0,273,149,0,0,0,0,0,149,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,154,3,0,0,3,0,155,182,5,0,0
