SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
207031167,479,1099,155,20,1760,363,54,2178,199,190,58,5,455,263,33,756,60,85,37,0,182,47,11,240,257,273,94,8,632,318,45,997,76,44,28,7,148,122,28,297,9,12,7,0,21,7,0,34,13,12,9,0,30,15,3,42,0,0,0,0,0,0,0,0,90,61,40,5,203,146,29,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,5,0,3,0,0,11,0,0,10,835,1440,294,34,2607,827,131,3561
208011168,968,1767,282,29,3042,620,31,3689,90,50,25,3,168,177,5,357,177,148,31,3,358,78,3,439,267,195,54,11,528,262,6,795,45,18,10,4,79,86,4,165,10,4,6,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,15,4,89,89,4,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,20,11,3,31,11,3,4,0,20,11,3,31,10,5,3,0,17,3,0,21,1304,1996,357,37,3693,976,46,4721
208011169,1223,2281,394,38,3936,771,69,4776,246,157,76,11,477,355,32,865,318,262,84,13,673,274,22,969,559,419,158,17,1151,627,57,1835,158,82,51,3,299,239,30,569,160,61,32,3,254,228,21,504,177,50,51,8,280,225,14,522,0,0,0,0,0,0,0,0,489,195,133,11,834,700,65,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,0,30,10,4,46,12,6,10,0,30,10,4,50,9,20,4,0,31,9,0,41,2299,2918,698,68,5987,2108,200,8290
208011170,866,1844,340,34,3094,613,50,3758,177,153,78,0,416,223,20,663,197,303,74,5,575,181,15,773,369,455,156,7,989,407,38,1439,25,7,4,0,38,103,4,147,30,0,3,0,38,41,0,72,6,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,56,10,9,0,81,144,4,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,3,0,7,3,0,7,3,5,3,0,16,9,0,24,1304,2321,514,43,4181,1179,94,5455
208011171,559,1170,258,22,2004,488,50,2538,171,120,59,8,358,304,25,685,85,146,68,3,301,77,8,389,257,267,126,10,662,378,34,1079,56,35,23,3,118,141,24,278,4,0,0,3,12,11,7,28,24,14,22,3,66,38,4,104,0,0,0,0,0,0,0,0,88,46,44,8,190,188,33,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,20,16,3,36,8,3,3,0,20,16,3,36,3,7,0,0,14,4,4,22,923,1491,434,39,2887,1081,123,4088
208011172,807,2071,376,38,3294,625,66,3982,205,145,85,8,437,426,31,891,149,195,60,0,415,107,13,526,352,344,149,15,854,525,37,1419,153,54,79,0,291,299,39,621,44,7,19,0,67,52,5,126,45,12,3,0,61,92,3,163,3,0,0,0,3,0,0,4,240,73,103,3,423,442,48,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,15,15,0,29,8,4,0,0,15,15,0,29,7,8,0,0,23,3,3,27,1414,2496,635,51,4601,1617,157,6376
208011173,844,1664,230,26,2769,491,43,3297,297,192,91,10,588,463,30,1085,251,256,59,5,571,110,7,693,546,446,151,13,1156,579,43,1775,73,46,34,0,156,157,14,330,73,21,27,0,125,158,6,294,92,13,24,3,138,189,15,343,0,0,0,0,0,0,0,0,240,80,84,6,412,507,39,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,3,23,13,0,38,16,7,3,3,29,13,0,40,4,9,0,0,14,9,0,24,1657,2206,470,52,4385,1594,123,6100
208021174,1038,2485,496,53,4069,873,137,5072,214,217,105,17,544,359,36,943,161,412,87,5,672,179,25,874,376,628,193,19,1214,539,60,1814,133,93,71,13,312,239,40,593,57,18,7,7,82,69,13,169,50,10,9,3,72,196,9,267,0,0,0,0,0,0,0,0,238,115,93,23,467,505,65,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,16,19,0,29,3,4,5,0,16,18,0,35,0,6,4,0,14,8,3,22,1655,3237,785,90,5773,1939,264,7979
208021176,586,1108,220,27,1947,392,127,2470,395,379,105,28,912,648,128,1687,161,173,45,11,383,87,67,533,558,550,155,38,1296,732,195,2222,462,245,68,32,809,903,171,1881,72,26,7,13,115,83,48,251,132,39,28,13,202,117,81,399,0,0,0,0,0,0,0,0,662,308,100,49,1128,1107,299,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,13,4,0,0,0,4,3,6,11,0,4,0,0,5,10,0,12,1811,1976,476,117,4387,2246,622,7255
208021177,798,1447,205,23,2474,458,125,3054,270,303,82,9,660,310,92,1062,284,301,69,9,662,234,84,984,556,603,152,16,1321,543,176,2044,425,219,78,25,747,697,212,1666,218,63,28,13,319,284,71,672,29,7,0,0,32,24,40,97,0,0,0,0,0,0,0,0,668,289,105,45,1101,1003,328,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,0,0,0,0,4,3,3,11,11,4,3,0,23,29,3,55,2033,2343,466,86,4920,2041,629,7590
208021178,771,1497,260,35,2567,477,118,3167,349,322,120,16,809,464,57,1328,231,313,76,12,626,133,42,797,576,639,192,26,1428,590,104,2124,192,86,43,15,333,377,53,765,77,16,7,3,104,73,22,204,12,0,3,0,19,20,0,35,0,0,0,0,0,3,0,10,278,110,51,18,463,470,79,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,12,9,0,22,12,6,0,0,12,9,0,22,7,5,0,0,15,4,0,18,1648,2260,505,75,4484,1556,302,6344
208021179,411,938,162,22,1525,278,45,1851,159,121,44,7,327,210,28,565,97,105,29,3,231,84,26,341,258,224,71,10,563,298,56,907,302,123,60,14,506,576,130,1215,108,20,10,3,143,154,26,327,50,4,3,3,52,53,8,113,4,0,0,0,3,7,0,11,460,153,71,21,706,789,161,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,17,21,3,46,6,7,3,0,17,23,3,49,3,3,0,0,5,6,0,11,1141,1317,306,58,2820,1393,267,4473
208021180,297,712,168,33,1208,239,87,1528,153,145,57,11,366,275,36,678,60,61,22,12,154,41,14,215,215,207,79,20,521,318,57,892,59,34,9,5,108,44,18,169,32,10,0,6,47,31,9,89,25,7,3,3,42,26,19,85,0,0,0,0,0,0,0,0,123,49,7,17,194,103,41,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,3,632,967,264,66,1928,656,185,2767
208021181,406,867,149,20,1447,302,69,1819,133,134,32,12,303,233,39,570,85,105,37,3,227,58,24,314,213,235,66,12,531,289,63,876,214,76,25,12,327,379,41,749,42,12,5,9,72,47,19,138,0,0,0,0,0,3,10,8,0,0,0,0,0,0,0,0,262,88,24,19,396,426,73,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,4,885,1194,242,54,2375,1024,206,3602
208021182,387,935,175,26,1532,374,95,2004,217,225,69,8,521,313,50,887,91,150,50,8,295,59,27,384,307,372,119,17,813,375,80,1273,359,258,75,26,710,601,136,1446,113,72,19,3,216,129,67,407,19,4,5,3,28,18,10,59,0,0,0,0,0,0,0,0,485,336,98,34,955,746,206,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,26,10,9,43,17,0,3,0,26,10,9,43,0,6,0,0,9,3,0,9,1198,1655,397,85,3332,1512,393,5237
208021426,794,1621,409,51,2877,629,79,3588,102,126,57,3,292,122,8,425,53,222,43,5,323,25,13,363,160,346,107,8,617,153,24,787,136,234,87,7,461,184,20,671,15,0,3,0,19,13,4,36,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,147,237,92,11,479,202,24,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,7,3,0,5,0,6,0,0,15,4,0,16,1102,2212,605,69,3987,994,124,5108
208021427,783,1509,411,39,2733,626,78,3444,90,96,53,9,250,115,10,373,58,116,25,3,200,27,6,238,144,215,79,10,450,140,13,605,142,148,66,9,368,201,14,583,14,3,5,0,19,13,0,33,4,0,0,0,7,16,3,26,0,0,0,0,0,0,0,0,168,146,69,5,393,234,20,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,0,0,4,0,0,4,0,8,0,0,14,8,0,16,1095,1880,560,59,3596,1009,111,4716
208031183,476,1355,194,17,2040,162,31,2236,22,35,13,3,72,11,0,87,24,134,14,0,174,13,3,188,47,171,29,3,244,23,3,272,72,22,18,0,115,103,0,217,11,0,0,0,11,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,22,18,0,125,142,3,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,1553,236,17,2409,328,37,2777
208031184,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,7,4,0,13
208031185,660,1018,272,28,1976,375,54,2408,150,95,96,7,356,425,26,805,273,218,99,9,599,224,32,856,427,314,192,18,946,653,62,1658,53,23,26,4,109,111,8,224,26,9,13,0,53,43,0,97,17,4,10,0,36,28,3,62,0,0,0,0,0,0,0,0,99,42,55,3,192,184,12,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,12,0,3,3,0,6,3,0,12,3,0,0,0,4,4,4,16,1189,1378,517,46,3133,1220,128,4481
208031186,510,861,256,22,1643,453,63,2164,282,211,123,6,624,580,59,1259,283,201,75,12,569,153,29,747,556,409,207,17,1188,730,82,2007,340,211,169,22,739,710,61,1513,6,0,0,0,6,17,5,28,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,349,211,176,22,749,725,66,1543,3,0,0,0,3,0,0,4,19,0,3,6,29,112,3,140,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,9,22,7,6,6,37,114,3,152,3,8,0,0,15,0,0,19,1443,1493,638,62,3640,2030,215,5885
208031187,376,678,197,13,1258,303,36,1597,29,35,19,3,84,42,0,130,12,15,3,0,27,8,0,39,44,47,23,3,113,51,3,170,31,25,27,0,87,56,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,27,0,87,56,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,458,752,246,15,1466,411,43,1920
208031188,1147,2124,586,57,3913,1012,105,5027,359,275,168,24,823,584,53,1463,204,213,84,12,517,153,34,707,564,484,255,36,1341,738,87,2170,226,125,106,18,476,489,53,1020,41,9,12,0,65,61,7,138,63,21,14,4,103,110,8,227,0,0,0,0,0,0,0,0,336,157,131,23,647,663,72,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,21,18,0,35,9,4,8,0,21,19,0,40,8,6,4,0,19,49,4,66,2060,2776,982,113,5940,2475,272,8682
208031189,658,1315,269,41,2281,481,63,2825,64,63,28,0,161,102,3,262,92,94,23,3,213,51,7,269,158,159,47,3,374,151,9,534,288,198,107,9,604,415,33,1055,39,12,16,0,67,46,3,119,7,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,333,217,128,6,678,467,38,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,7,0,14,0,3,0,0,10,7,0,12,7,3,3,0,13,3,0,19,1152,1705,448,52,3352,1113,113,4575
208031190,586,1054,218,26,1879,369,43,2292,330,153,127,12,630,619,33,1280,191,219,80,3,501,126,14,644,527,376,209,14,1124,752,52,1927,127,44,57,6,241,407,25,668,38,11,13,3,63,55,11,127,57,18,22,3,97,88,15,197,0,0,0,0,0,0,0,0,217,71,86,19,397,551,53,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,14,8,0,25,12,3,5,0,14,8,0,25,4,5,0,0,14,3,0,21,1344,1516,515,63,3437,1682,150,5266
208031191,585,1063,285,31,1956,445,66,2470,34,27,24,4,89,97,11,193,41,45,17,0,100,11,5,121,71,75,40,4,190,111,17,317,19,11,12,3,44,58,11,110,0,0,0,0,0,0,0,0,55,11,30,8,112,94,16,216,0,0,0,0,0,0,0,0,75,28,37,14,153,152,22,329,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,8,732,1163,366,44,2307,714,105,3125
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,748,1796,388,32,2964,579,61,3593,508,387,198,26,1121,809,61,1987,276,365,92,3,733,197,19,955,782,748,297,32,1860,1007,83,2941,145,61,50,6,264,473,34,766,47,8,7,0,63,43,10,112,0,0,0,0,3,0,0,5,0,0,0,0,3,8,0,11,191,69,54,11,330,524,44,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,14,6,0,29,9,5,0,3,17,13,0,26,9,12,4,0,30,10,0,36,1741,2633,749,75,5194,2120,187,7504
208041194,709,1669,244,23,2652,447,69,3160,183,177,78,5,442,262,32,739,220,192,74,6,504,196,28,727,406,368,155,14,947,460,59,1464,481,205,104,42,828,811,200,1839,304,74,32,29,445,408,81,929,90,18,8,9,115,153,11,277,0,0,0,0,0,0,0,0,872,297,145,77,1385,1374,286,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,4,27,28,9,59,16,8,0,4,26,26,9,56,7,5,7,0,20,13,3,32,2000,2353,543,121,5025,2319,427,7761
208041195,909,2203,355,58,3527,582,176,4283,296,282,97,14,699,417,86,1197,178,177,51,12,427,131,48,608,474,468,151,33,1120,545,134,1798,190,68,42,16,306,284,127,716,101,32,10,19,157,134,73,370,68,3,3,7,83,183,50,317,0,0,0,0,0,0,0,0,352,94,56,41,545,602,253,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,3,3,41,73,13,130,33,4,3,3,41,73,13,131,4,6,0,0,12,13,4,26,1778,2773,570,128,5248,1813,585,7646
209011196,869,1213,367,45,2497,533,162,3197,9,13,6,3,30,41,0,70,16,18,13,0,47,22,5,78,27,25,22,3,78,63,8,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,23,3,35,0,0,0,0,0,0,0,0,11,0,0,0,11,20,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,909,1240,389,50,2590,623,180,3383
209011197,1681,2714,650,62,5104,1014,95,6212,116,60,64,9,245,334,7,590,97,72,59,6,241,139,22,402,210,133,129,11,490,473,29,993,23,21,17,0,58,28,3,81,4,0,0,0,3,4,3,13,3,0,3,0,5,16,0,25,0,0,0,0,0,0,0,0,24,24,16,3,70,48,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,4,0,0,4,6,3,0,0,9,4,0,15,1926,2881,790,74,5674,1537,131,7338
209011198,907,1590,292,48,2834,776,89,3696,126,99,70,15,306,232,21,560,107,113,50,10,278,94,19,393,238,214,118,22,587,332,43,954,114,84,39,10,245,237,32,512,46,8,6,4,63,66,11,140,54,23,21,4,97,88,13,194,0,0,0,0,0,0,0,0,219,114,65,14,407,382,59,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,0,13,3,0,3,0,6,5,0,13,6,4,0,0,11,12,3,21,1367,1914,472,80,3841,1509,189,5535
209011199,649,906,495,75,2120,819,207,3145,222,212,144,30,601,493,72,1174,146,156,72,13,388,119,42,547,364,373,214,43,988,614,117,1721,32,55,70,12,159,123,16,297,3,0,3,0,4,0,0,3,5,0,0,0,4,9,0,20,0,0,0,0,0,0,0,3,36,55,75,12,170,135,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,16,15,0,31,1060,1333,776,129,3300,1584,336,5227
209011200,573,1199,242,39,2042,440,68,2553,85,100,24,9,216,196,26,444,123,145,48,3,322,111,20,450,207,246,72,16,542,305,49,894,188,80,49,14,329,329,54,711,14,3,0,0,16,12,3,27,32,3,10,0,45,49,3,95,0,0,0,0,0,0,0,0,228,87,55,15,391,390,65,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,12,0,3,3,0,7,3,0,12,10,5,0,0,9,12,0,23,1022,1533,372,66,2994,1146,185,4321
209011201,555,1063,153,29,1797,309,23,2121,8,6,3,0,19,7,0,30,20,20,10,3,45,13,0,64,23,31,11,3,64,22,3,87,116,67,32,4,220,180,14,415,4,3,3,0,14,7,3,30,3,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,127,70,38,9,239,189,19,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,5,0,0,0,8,4,0,8,706,1164,199,34,2107,524,43,2672
209011202,1421,1916,540,49,3920,930,101,4954,116,78,82,7,283,362,20,660,58,58,45,4,169,60,10,234,172,136,128,13,446,418,30,902,16,10,9,6,33,51,0,94,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,6,37,58,0,100,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,3,3,0,6,3,5,0,0,6,3,0,13,1609,2069,672,65,4419,1423,136,5978
209011203,1440,2342,594,50,4434,1018,123,5581,147,81,69,3,297,339,22,653,74,107,44,0,229,73,12,312,223,188,113,3,531,410,28,967,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,5,4,0,7,0,3,3,0,6,0,3,8,1671,2536,710,60,4977,1445,154,6575
209011204,808,1152,382,42,2387,627,73,3089,40,23,17,3,85,138,7,234,18,11,17,0,46,19,0,56,53,35,32,3,129,153,7,291,0,0,0,0,6,8,0,14,5,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,868,1191,416,46,2527,790,83,3405
209021205,483,984,197,30,1688,279,153,2120,43,9,3,3,62,71,7,146,138,129,42,12,324,83,98,509,182,143,48,13,384,155,111,651,51,43,14,5,117,53,32,210,54,13,7,5,80,128,53,267,17,0,5,0,30,23,11,59,0,0,0,0,0,0,0,0,126,57,25,17,227,208,101,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,7,3,9,787,1190,266,59,2300,656,367,3326
209021207,1458,2020,884,145,4511,1719,364,6593,428,311,175,31,946,947,99,1993,310,276,95,26,711,284,110,1104,742,584,277,64,1660,1232,211,3099,87,75,51,13,233,238,38,511,11,0,16,3,37,50,0,83,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,102,78,68,15,270,288,45,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,22,15,5,41,7,6,5,0,22,15,5,41,9,9,5,0,26,9,0,40,2314,2701,1243,221,6481,3262,628,10370
209021208,1526,2203,761,101,4592,1297,229,6122,364,358,175,34,937,691,115,1741,160,204,66,13,441,156,34,639,527,560,238,51,1378,848,149,2379,55,32,17,6,112,79,15,211,3,6,0,0,3,8,3,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,34,17,6,115,88,25,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,16,7,3,32,8,11,0,0,16,7,3,32,3,0,3,0,6,9,0,22,2123,2812,1029,159,6116,2249,411,8777
209021428,981,1512,520,90,3104,904,388,4393,188,156,154,15,509,401,80,997,191,123,63,5,378,139,75,585,374,272,215,23,888,538,157,1584,55,23,15,4,97,138,24,256,56,18,6,8,92,136,29,254,269,94,46,22,426,334,105,870,0,0,0,0,0,0,0,0,377,129,75,35,616,605,151,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,3,7,41,30,15,87,21,10,3,7,41,30,15,87,7,6,0,0,17,18,0,38,1764,1937,808,157,4667,2097,709,7469
