SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
205021081,1578,1284,623,46,3528,1410,118,5058,32,18,15,4,74,208,9,289,0,7,6,0,8,15,3,28,35,24,25,4,80,225,10,319,18,3,26,0,46,62,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,26,0,46,62,0,107,0,0,0,0,0,0,0,0,4,0,0,0,3,15,0,17,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,9,9,3,0,0,8,12,3,24,4,8,4,0,12,57,0,77,1637,1322,675,53,3686,1768,137,5587
205021082,1009,777,228,19,2037,642,57,2735,3,3,0,0,7,12,0,25,0,0,0,0,0,0,0,0,3,3,0,0,7,12,0,25,4,0,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,8,3,0,0,0,4,6,0,11,30,3,3,0,32,37,3,69,0,0,0,0,3,0,0,5,3,3,0,0,7,5,0,12,36,6,4,0,43,47,4,93,9,5,3,0,19,19,3,33,1062,797,236,19,2112,723,63,2894
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,1350,771,335,15,2469,997,86,3551,14,4,9,0,23,73,3,99,5,3,0,0,10,10,0,23,19,7,8,0,33,81,8,122,12,3,6,0,26,46,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,3,6,0,26,48,4,74,8,0,0,0,8,37,0,46,10,0,0,0,11,21,0,39,3,0,0,0,3,0,0,3,3,3,0,0,4,8,0,13,18,7,3,0,28,72,3,103,14,11,6,0,32,21,0,61,1420,796,358,18,2589,1214,95,3908
205021085,822,484,227,24,1563,871,63,2490,3,0,0,0,7,21,0,32,0,0,0,0,0,4,0,4,3,0,0,0,7,28,0,35,5,0,3,0,12,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,12,50,0,60,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,3,0,5,0,0,4,3,0,11,4,3,0,0,4,8,0,7,5,11,0,0,9,19,0,32,13,10,3,0,21,6,0,35,845,506,241,20,1610,972,67,2648
205021086,1051,427,170,12,1670,583,58,2306,28,5,3,0,43,92,6,140,7,0,0,0,5,3,0,10,32,5,5,0,48,103,7,150,19,0,4,0,19,37,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,19,37,8,64,7,0,0,0,8,25,0,31,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,32,0,41,0,7,0,0,6,6,0,13,1112,441,181,12,1751,753,74,2577
205031087,1184,745,237,23,2191,1021,84,3290,3,0,5,0,9,38,0,45,0,0,0,0,0,0,0,0,3,0,5,0,9,38,0,45,4,0,3,0,4,46,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,46,0,55,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,12,12,0,21,12,9,0,0,17,36,0,48,9,0,3,0,13,6,0,19,1210,756,247,23,2235,1147,87,3463
205031088,18,9,0,0,26,17,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,18,9,4,0,25,28,0,55
205031089,1042,957,319,17,2342,779,51,3169,17,3,3,0,22,82,0,107,0,0,0,0,0,0,0,0,17,3,3,0,22,88,0,111,3,0,0,0,9,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,11,0,15,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,9,0,11,6,3,0,0,16,14,0,24,0,4,0,0,9,8,0,18,1079,971,324,23,2392,895,50,3338
205031090,1218,1154,369,20,2768,922,76,3767,20,3,7,0,30,51,3,86,0,0,0,0,3,3,0,4,21,4,7,0,31,51,3,92,42,6,6,3,61,119,5,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,6,3,61,119,5,184,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,4,0,11,7,3,0,0,12,6,0,17,1287,1175,391,22,2874,1109,83,4066
205031091,1214,862,411,19,2505,1052,86,3646,68,8,14,0,86,173,3,259,13,8,13,0,33,16,3,55,82,13,19,0,118,188,7,316,19,4,9,0,31,52,3,84,0,0,0,0,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,0,29,61,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,4,9,0,16,7,7,0,0,20,4,0,22,1326,884,441,26,2676,1322,99,4099
205031092,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
205031093,2704,1852,895,66,5516,2557,242,8312,45,14,18,0,78,227,5,307,23,12,9,0,42,39,8,93,71,23,28,0,124,265,17,404,14,0,4,0,19,65,3,89,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,19,3,4,0,24,71,3,97,12,0,3,0,15,52,0,68,19,0,5,0,25,52,0,80,0,0,0,0,0,3,0,3,0,3,0,0,5,3,0,7,32,11,8,0,52,111,0,160,9,7,3,0,24,18,0,41,2834,1896,935,70,5736,3011,263,9013
205041094,1281,1258,465,32,3035,810,104,3956,0,0,0,0,3,12,0,12,0,3,0,0,3,0,0,9,6,0,0,0,11,15,0,23,7,6,6,0,15,37,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,15,37,0,59,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,4,0,0,0,7,4,0,12,5,3,0,0,11,17,0,30,1297,1271,470,32,3075,893,111,4070
205041095,1540,1453,876,49,3918,1601,152,5665,111,15,72,9,211,569,21,797,0,0,3,0,0,4,0,7,112,15,73,9,212,570,21,806,27,3,16,0,44,215,8,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,16,0,44,215,8,267,0,0,0,0,0,21,0,17,4,0,0,0,4,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,23,0,29,3,3,0,0,7,5,0,13,1686,1474,970,53,4184,2410,180,6781
205041096,1248,1030,769,47,3103,1533,155,4786,29,9,20,0,62,238,4,304,7,3,8,0,16,27,0,46,32,9,29,0,76,263,7,346,52,15,47,6,112,324,10,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,15,47,6,112,329,10,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,9,3,0,3,0,4,3,0,6,6,0,0,0,8,6,0,16,1342,1055,854,55,3305,2136,176,5613
205041097,2464,2738,1103,68,6380,2123,237,8743,98,28,32,0,160,313,16,490,3,9,11,0,23,15,0,46,109,38,38,0,186,331,17,536,88,35,55,9,190,463,25,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,35,55,9,190,463,25,677,0,0,0,0,0,3,0,3,15,0,0,0,17,35,3,55,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,7,18,3,3,0,20,41,3,61,11,5,3,0,12,32,0,41,2689,2816,1205,81,6793,2985,284,10058
205041098,491,569,158,15,1225,354,38,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,7,490,573,158,15,1236,357,38,1632
205051099,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
205051100,567,389,105,10,1066,485,46,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,4,0,11,3,0,0,0,5,3,0,9,568,391,100,10,1073,497,46,1621
205051101,1605,1451,486,42,3577,1340,105,5020,5,0,0,0,6,19,0,27,0,0,0,0,0,0,0,0,5,0,0,0,6,19,0,27,3,4,3,0,11,47,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,47,0,56,3,0,4,0,10,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,10,3,3,17,9,6,9,0,16,15,3,37,9,13,3,0,21,11,0,33,1631,1469,498,42,3642,1425,102,5174
205051102,463,467,116,18,1063,307,34,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,3,0,0,0,6,7,0,8,3,4,0,0,9,7,0,14,472,469,114,18,1074,318,34,1426
205051103,1362,1444,591,39,3440,1207,138,4784,48,20,23,8,95,280,16,391,10,3,7,0,21,59,0,83,53,20,33,8,115,336,14,471,47,16,19,6,86,187,12,291,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,20,6,102,197,19,320,5,0,0,0,11,6,0,20,6,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,15,0,0,0,16,23,3,43,0,0,0,0,4,6,0,10,1491,1488,642,54,3677,1772,178,5624
205051104,716,447,172,17,1357,649,54,2050,0,3,0,0,4,37,4,45,0,0,0,0,0,0,0,0,0,3,0,0,4,37,4,45,3,0,0,0,3,15,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,3,15,5,0,0,0,5,12,0,18,3,3,0,0,3,18,0,23,0,0,0,0,0,0,0,4,3,0,3,0,8,3,0,11,13,3,6,0,14,36,0,56,3,0,0,0,6,6,0,6,733,457,182,17,1385,729,59,2174
206011105,879,1176,329,83,2465,758,538,3767,463,265,105,37,874,521,309,1706,413,224,86,37,753,300,352,1407,876,490,185,73,1628,819,661,3105,275,69,38,25,402,426,152,979,237,30,24,12,309,356,147,805,591,86,32,22,737,737,282,1750,0,0,0,0,0,0,0,3,1106,191,87,66,1446,1517,581,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,0,36,30,29,92,20,8,5,0,36,30,29,94,7,9,4,0,21,16,7,54,2891,1874,616,218,5598,3142,1819,10560
206011106,315,412,145,22,892,291,174,1348,157,109,39,18,319,219,108,643,274,216,49,23,564,177,193,925,428,320,89,42,884,388,296,1566,75,22,12,6,107,183,49,338,30,9,0,0,39,49,8,94,456,77,48,26,611,591,174,1366,0,0,0,0,0,0,0,0,556,109,61,35,750,819,228,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,17,7,10,37,5,7,0,0,17,7,10,37,11,3,4,0,16,3,0,18,1314,845,297,92,2553,1510,708,4776
206011107,542,842,218,35,1638,440,223,2302,148,106,47,12,314,158,65,545,179,115,36,13,351,154,104,605,325,227,85,26,661,316,172,1150,403,152,102,35,691,960,213,1865,73,11,14,3,104,107,37,243,25,15,11,4,54,45,23,123,0,0,0,0,0,0,0,0,502,176,133,40,853,1120,266,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,25,12,6,38,13,5,0,3,25,15,6,40,9,6,0,0,10,3,3,17,1382,1260,438,105,3190,1891,665,5745
206011108,1445,2408,627,100,4580,1125,515,6226,267,205,100,9,582,376,93,1058,376,306,86,37,812,347,224,1378,643,513,191,48,1391,729,314,2438,69,35,11,12,126,95,32,253,31,17,4,3,53,46,20,117,115,59,13,13,194,255,65,516,0,0,0,0,3,0,0,3,213,113,32,28,376,397,114,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,4,16,3,3,0,3,11,5,4,17,14,6,3,3,23,19,7,48,2313,3041,855,181,6385,2275,954,9610
206011109,629,1333,258,46,2269,501,82,2854,17,27,14,8,72,58,7,130,46,57,24,3,128,40,8,175,63,87,37,8,196,97,13,306,37,17,28,5,83,89,11,182,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,27,5,83,99,11,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,3,0,0,0,3,3,0,6,4,3,0,0,10,11,0,19,734,1437,327,65,2557,702,109,3371
206021110,423,801,164,29,1421,279,98,1800,73,84,24,0,188,122,38,342,111,112,37,7,257,135,41,437,184,189,61,9,443,249,81,775,182,39,29,3,258,430,72,760,20,8,3,0,35,22,3,60,12,5,0,0,9,12,3,29,0,0,0,0,0,0,0,0,214,44,34,6,299,469,77,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,3,0,0,0,5,3,0,11,6,0,0,0,7,7,0,20,826,1044,261,43,2178,1012,266,3450
206021111,947,1900,417,73,3340,799,385,4525,430,407,120,27,982,411,202,1592,322,246,113,25,707,382,150,1244,753,658,233,53,1692,793,352,2843,208,54,42,8,314,477,108,896,126,36,22,7,193,173,61,423,189,30,22,10,248,343,65,656,0,0,0,0,0,0,0,0,522,116,83,30,756,982,235,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,33,24,14,74,19,4,3,0,33,24,17,72,11,4,4,0,13,10,3,29,2257,2683,743,155,5833,2610,996,9446
206021112,838,1522,379,56,2796,751,323,3872,159,135,58,14,368,266,91,726,255,147,49,19,470,264,110,846,411,281,110,33,836,531,199,1565,390,126,70,31,614,907,167,1691,24,11,3,0,42,82,8,136,17,0,0,0,19,12,8,46,0,0,0,0,0,3,0,3,432,133,76,30,675,1008,192,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,20,14,9,35,10,9,0,0,20,15,9,42,7,4,5,0,17,10,0,35,1700,1954,575,121,4345,2315,727,7385
206031113,595,1065,216,31,1903,455,146,2499,156,168,53,20,397,185,62,643,216,219,49,17,508,137,61,705,374,391,105,40,904,326,125,1352,104,53,38,18,209,235,42,487,225,122,198,33,584,559,119,1265,21,0,3,0,22,20,7,50,0,0,0,0,0,0,0,0,351,177,241,47,815,819,166,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,12,0,3,23,11,3,3,0,16,0,3,21,6,8,0,0,14,13,0,27,1336,1637,559,115,3649,1610,440,5702
206031114,1074,2669,413,68,4217,799,115,5131,131,135,52,5,322,211,39,573,333,351,113,21,823,419,82,1330,465,485,170,29,1148,630,118,1897,456,263,160,41,922,891,123,1933,133,47,26,3,212,274,31,518,207,65,47,15,339,386,56,776,0,0,4,0,4,0,0,4,798,377,231,66,1471,1550,209,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,10,9,4,22,5,3,3,0,13,9,4,20,8,8,5,0,19,10,0,34,2351,3543,819,166,6871,2996,447,10316
206031115,180,302,76,18,577,145,93,814,167,115,30,4,310,187,67,570,54,46,38,4,149,65,24,236,221,158,66,10,458,249,96,803,72,22,17,5,110,149,28,286,130,37,19,22,200,359,55,618,260,223,276,75,835,490,197,1515,0,0,0,0,0,0,0,0,460,275,309,98,1142,998,285,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,9,14,4,31,10,3,0,0,9,14,4,31,4,0,0,0,11,0,0,9,869,748,460,123,2201,1409,474,4083
206031116,683,1333,239,53,2309,514,140,2955,145,110,34,11,296,148,40,490,147,141,43,12,340,95,45,482,298,250,75,24,642,247,84,974,132,61,39,17,255,310,56,615,113,35,12,11,174,328,50,547,102,22,21,5,154,142,31,330,0,0,0,0,0,0,0,0,348,126,76,29,579,780,132,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,17,5,3,24,6,7,0,0,17,5,3,24,3,5,0,0,9,25,5,32,1339,1715,387,99,3553,1569,367,5482
206041117,28,14,9,3,50,18,19,87,132,44,25,9,202,138,104,446,156,116,45,29,350,137,247,731,286,162,73,33,552,271,356,1179,54,21,7,3,86,98,63,250,141,45,13,17,224,305,160,698,754,253,323,241,1571,2939,1460,5974,0,0,0,0,0,0,0,3,953,330,340,272,1885,3348,1685,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,14,7,30,8,0,0,0,12,14,7,30,10,3,0,3,18,20,17,49,1283,509,422,308,2522,3668,2081,8273
206041118,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,18,35,10,5,69,17,18,108,18,35,11,5,72,17,18,105,0,0,0,0,0,0,0,0,26,11,4,0,43,20,22,82,1503,592,190,120,2408,1378,666,4454,0,0,0,0,0,0,0,3,1532,602,193,122,2447,1402,685,4538,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,11,5,0,18,1556,647,207,124,2533,1434,707,4673
206041119,58,38,4,3,106,44,3,155,35,17,4,0,58,24,24,104,105,81,21,3,216,42,30,285,136,103,27,3,269,67,51,394,61,9,3,0,72,78,19,165,194,51,15,9,264,321,61,651,295,65,11,18,389,339,74,802,0,0,0,0,0,0,0,0,547,116,32,25,724,738,147,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,6,741,265,67,34,1097,859,211,2173
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,7,3,4,0,0,7,3,0,16,0,0,0,0,0,0,0,0,5,4,0,0,11,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,12,4,22
206041121,152,242,39,18,453,125,51,624,212,176,50,12,449,246,81,777,425,420,105,39,993,340,252,1586,634,598,157,52,1447,586,332,2363,38,7,6,3,48,59,10,121,98,34,24,5,154,149,35,340,291,83,68,16,460,461,103,1022,0,0,0,0,0,0,0,0,424,117,101,23,661,670,148,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,5,9,5,0,0,0,7,3,5,10,3,3,0,0,6,5,0,11,1222,957,298,98,2566,1385,539,4491
206041122,6,5,0,0,15,10,0,28,0,0,0,0,0,0,0,4,9,3,0,0,12,11,3,26,9,4,0,0,13,11,5,23,31,8,6,3,54,56,31,140,38,11,3,5,62,92,39,191,3442,807,382,854,5485,5652,4474,15614,0,3,0,0,4,3,4,7,3517,829,394,867,5605,5802,4551,15951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,52,0,0,0,0,3,0,3,10,3,0,0,0,3,54,3,62,42,8,7,9,70,90,57,218,3580,851,400,879,5704,5964,4613,16284
206041123,98,121,37,5,266,102,86,456,205,145,53,17,417,211,163,789,359,280,107,36,779,232,284,1304,566,421,159,55,1193,446,450,2092,133,56,24,19,235,154,78,459,358,124,74,25,581,451,255,1288,848,306,206,113,1471,1521,747,3741,0,0,0,0,3,0,0,3,1341,485,310,156,2290,2129,1079,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,10,11,26,5,3,0,0,8,10,15,24,11,6,9,0,22,22,7,49,2015,1034,514,216,3778,2703,1632,8118
206041124,33,31,5,0,68,17,22,102,40,23,9,3,70,38,19,134,128,141,32,10,306,92,111,507,160,164,40,11,377,131,132,639,54,19,0,5,90,66,78,238,72,29,16,11,127,112,59,299,188,48,30,12,280,279,128,689,0,0,0,0,0,0,0,0,315,101,50,34,492,461,265,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,4,3,3,0,0,9,0,0,4,4,9,0,0,12,8,0,22,519,307,92,45,962,617,422,1997
