SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
209011202,32,25,21,8,8,0,83,11,5,10,0,3,0,23,13,16,8,0,7,0,43,13,8,9,0,7,0,34,14,15,13,10,12,0,61,20,25,22,8,14,0,84,33,39,26,13,17,0,122,23,60,41,9,11,0,139,34,57,16,3,12,0,126,39,74,20,9,8,0,151,38,69,16,8,6,0,129,49,131,32,6,18,0,235,32,70,10,3,3,0,117,26,64,11,0,0,0,96,58,93,23,11,4,0,183,55,165,17,5,7,0,260,19,47,16,3,0,0,81,17,38,12,0,0,0,75,23,41,21,3,10,0,100,536,1021,345,97,145,11,2150
209011203,26,27,35,3,6,0,95,5,0,4,0,3,0,15,12,11,11,0,11,0,45,13,18,7,3,7,0,39,18,20,18,0,10,0,54,15,37,16,3,8,0,84,21,44,25,10,10,0,110,12,56,25,5,10,0,110,28,69,20,14,10,0,138,38,79,26,7,11,0,161,29,80,19,3,7,0,139,51,143,31,6,13,0,252,29,78,8,6,3,0,133,25,54,14,4,3,0,98,33,124,17,8,5,0,186,55,187,36,7,3,0,288,22,34,12,0,0,0,72,11,29,6,0,0,0,42,19,31,15,3,7,0,77,470,1100,344,87,131,14,2147
209011204,18,15,7,3,4,0,49,4,3,3,0,3,0,8,0,9,0,0,7,0,13,6,3,5,0,3,0,14,10,15,10,3,3,0,35,10,24,7,0,9,0,54,8,20,16,3,13,0,57,12,42,10,11,7,0,81,14,50,18,10,10,0,92,25,42,10,6,7,0,81,31,44,9,4,0,0,85,34,67,21,10,3,0,136,16,40,8,3,3,0,60,11,34,4,0,0,0,55,34,57,3,0,0,3,100,30,49,13,5,3,0,97,0,9,5,0,0,0,18,4,10,0,0,0,0,14,10,20,5,0,0,0,38,266,541,139,56,71,10,1087
209021205,13,17,14,0,8,0,51,3,5,3,0,0,0,12,3,10,3,0,0,0,16,6,7,0,0,5,0,15,6,11,5,0,4,0,28,6,17,17,4,0,0,43,7,27,17,3,3,0,57,11,29,14,3,9,0,64,6,21,16,6,3,0,52,10,13,9,0,5,3,38,5,18,15,3,3,0,43,14,57,19,8,9,0,102,3,12,8,0,3,0,26,6,19,3,3,3,0,36,17,34,12,0,0,0,67,23,51,25,3,4,0,116,12,28,6,0,0,0,45,9,8,10,3,3,0,34,6,20,13,0,0,0,41,172,400,207,39,63,8,887
209021207,24,32,9,0,9,6,74,7,9,4,3,0,0,26,14,13,4,3,10,3,51,7,16,11,9,3,0,41,16,19,13,3,3,0,62,26,31,17,11,16,3,98,23,39,17,5,11,3,99,43,75,18,6,18,3,168,57,81,15,11,13,0,183,60,71,15,9,8,0,171,53,77,15,13,12,0,165,86,117,28,8,20,4,254,28,45,6,3,0,3,89,19,36,5,0,0,3,66,41,63,11,5,4,0,127,50,75,11,0,3,5,148,10,24,8,0,5,0,48,7,19,3,0,3,0,32,28,24,15,6,8,5,87,606,866,233,106,147,38,1985
209021208,20,31,8,0,17,3,71,4,0,4,0,3,0,15,8,14,12,0,3,0,34,6,8,10,4,6,0,34,7,11,12,3,9,0,50,16,30,9,3,5,3,73,27,44,25,9,13,0,124,31,50,29,12,10,7,132,27,63,22,12,12,0,137,38,77,19,6,11,3,160,26,68,13,10,7,3,116,55,135,39,10,8,3,241,30,56,3,3,0,0,88,26,56,10,0,4,0,98,59,74,12,5,4,0,151,44,117,28,11,3,0,204,17,24,3,0,0,0,53,9,11,0,0,0,0,23,15,39,15,5,8,4,94,458,916,277,100,132,26,1904
209021428,14,14,12,3,12,0,53,6,3,0,3,3,0,14,5,7,3,3,3,0,28,5,9,3,3,4,0,25,13,16,4,3,8,0,48,13,14,15,7,7,0,59,18,38,14,4,8,3,87,29,46,11,11,11,0,104,36,49,12,6,6,4,109,39,43,12,6,11,0,116,32,38,11,7,4,0,91,53,103,27,7,9,3,195,29,39,6,3,6,0,80,15,32,3,0,0,0,59,63,79,12,3,4,0,166,63,112,20,8,5,3,209,19,31,3,0,0,0,54,14,17,5,3,0,0,41,8,29,16,3,7,3,72,485,728,181,83,109,25,1612
209021429,13,22,10,5,4,0,44,3,10,3,3,3,0,15,3,9,6,0,3,0,19,7,4,0,0,3,0,16,8,13,10,3,3,0,33,3,14,8,6,10,0,46,15,34,10,4,3,0,65,7,34,9,3,7,3,62,14,33,12,6,6,0,70,21,36,10,3,4,0,67,15,26,9,8,4,0,55,29,64,17,4,3,0,108,17,21,4,3,3,0,44,16,24,0,0,0,0,40,34,53,3,3,0,0,95,40,98,20,3,3,6,164,16,31,9,3,0,0,62,6,14,0,3,0,0,29,20,25,8,0,5,0,62,266,558,153,57,62,15,1112
209031209,24,32,47,3,3,0,112,12,14,17,3,0,0,49,23,25,15,3,5,3,74,17,21,22,3,8,0,67,20,35,27,7,9,0,95,23,45,37,5,12,0,130,32,57,52,6,12,0,161,33,78,43,14,31,0,194,49,100,37,15,21,4,221,27,85,48,14,10,0,187,27,74,38,8,6,0,155,57,192,91,19,19,0,370,23,89,24,0,4,0,146,26,104,27,3,6,0,169,59,193,47,11,10,0,321,81,297,88,8,5,0,488,25,90,24,3,3,0,152,21,45,17,0,0,0,95,26,69,38,5,11,0,144,618,1646,738,130,173,13,3318
209031210,3,3,0,0,5,0,16,3,7,0,0,0,0,7,3,3,3,0,3,0,9,0,0,3,0,0,0,4,3,0,3,0,5,0,15,6,7,12,4,3,0,31,3,7,13,3,7,0,30,0,17,9,0,0,0,30,10,24,8,10,3,0,50,9,30,12,3,6,0,55,10,31,12,3,0,0,53,16,40,8,0,3,0,70,11,18,8,0,0,0,36,7,14,3,0,0,0,26,11,23,6,3,0,0,41,13,18,7,0,0,0,43,3,9,3,0,0,0,18,7,3,4,0,0,0,12,3,5,8,0,0,0,19,110,263,115,36,37,5,567
209031211,3,0,5,0,0,0,10,3,0,3,0,0,0,10,3,3,5,3,0,0,14,4,4,0,0,0,0,12,6,10,7,0,3,0,25,12,16,13,0,3,0,41,7,12,13,5,3,0,45,13,18,13,4,6,0,57,18,26,11,0,0,0,60,23,26,8,0,6,0,62,16,27,9,3,0,0,52,13,31,6,0,0,0,53,7,13,5,3,3,0,33,5,7,0,0,0,0,13,12,18,3,0,0,0,39,14,20,3,0,0,0,37,3,4,0,0,0,0,13,5,4,0,0,0,0,5,3,20,3,4,3,0,33,183,253,109,28,33,4,607
209031212,5,7,13,6,3,0,31,7,3,0,0,0,0,12,5,4,4,0,0,0,11,3,6,3,0,0,0,15,3,6,3,3,0,0,14,8,7,8,3,5,0,27,7,8,9,0,3,0,32,13,12,14,0,9,0,43,8,20,5,3,0,0,42,5,22,14,5,4,0,54,4,8,7,3,3,0,30,13,44,16,3,3,0,81,4,8,8,0,0,0,27,5,15,7,3,0,0,25,14,26,5,4,3,0,45,19,47,17,7,4,0,98,15,18,16,0,0,0,50,7,8,8,0,0,0,24,12,15,12,3,4,0,41,170,291,171,38,41,0,706
209031213,23,9,17,0,0,0,52,3,4,4,0,0,0,18,0,9,20,0,0,0,26,0,4,12,0,0,0,20,9,11,17,0,0,0,31,9,11,19,3,3,0,48,21,33,14,3,3,0,73,21,28,27,5,3,0,82,8,44,16,6,0,0,73,8,42,32,0,3,0,83,11,20,19,0,0,0,52,30,109,35,3,9,0,185,17,33,5,0,4,0,59,13,37,9,3,0,0,69,26,69,10,3,0,0,106,33,107,47,5,0,0,195,17,27,21,3,0,0,66,4,32,15,0,0,0,53,17,36,21,0,3,0,75,264,675,339,50,35,6,1368
209031214,10,10,14,3,4,0,38,5,3,3,0,0,0,10,4,3,12,0,3,0,18,3,6,4,3,0,0,15,10,7,8,0,0,0,28,9,20,6,3,3,0,35,15,21,13,0,6,0,51,17,18,13,3,4,0,56,10,24,12,0,3,0,43,12,28,7,4,3,0,48,6,27,3,0,0,0,40,21,62,32,6,7,0,120,5,17,5,0,0,0,33,12,26,8,3,3,0,51,22,66,3,4,0,3,103,29,90,25,3,3,0,153,9,32,10,3,0,0,58,14,39,10,0,0,0,65,3,17,14,0,3,0,39,211,513,203,33,43,4,1015
209031215,15,31,23,8,7,3,78,4,4,4,0,4,0,22,3,19,21,3,4,0,49,3,13,9,0,7,0,29,15,14,21,0,7,0,64,18,26,28,9,10,0,79,12,39,34,9,17,4,125,15,48,39,3,13,0,112,29,63,27,10,15,4,148,26,69,49,13,11,0,170,25,76,16,4,10,0,131,57,139,61,17,14,0,288,31,78,15,7,7,0,138,15,64,16,3,0,0,104,53,103,31,3,6,0,195,55,134,43,9,5,0,240,14,24,14,0,0,0,57,9,25,6,0,0,0,44,20,39,18,8,3,0,86,404,1022,466,100,144,17,2147
209041216,10,11,13,0,0,0,37,5,0,4,0,0,0,11,3,5,3,0,0,0,7,4,6,0,0,0,0,16,4,11,11,0,0,0,25,3,4,14,0,0,0,23,11,26,9,7,5,3,62,6,15,11,4,3,0,43,11,30,17,0,0,0,62,10,29,13,4,7,0,60,13,19,12,3,0,0,40,19,36,29,3,3,0,91,9,12,3,3,0,0,29,8,17,3,0,0,0,26,10,34,9,0,0,3,57,24,75,22,0,3,0,126,9,27,10,0,0,0,48,5,11,10,0,0,0,27,3,14,9,0,0,0,27,166,382,188,34,41,6,816
209041217,3,4,3,0,0,0,17,0,0,0,0,0,0,3,3,0,8,0,0,0,12,0,0,3,0,0,0,4,4,3,5,0,0,0,9,8,12,3,3,4,0,28,4,19,7,0,6,0,36,13,14,10,3,4,0,43,7,21,7,5,3,0,44,10,19,3,3,4,0,35,15,17,4,0,0,0,33,16,40,11,6,5,0,79,6,14,0,0,0,0,25,8,7,4,0,0,0,21,13,15,3,3,0,0,31,4,10,4,0,0,0,18,4,4,0,0,0,0,11,3,3,3,0,0,0,9,8,5,6,0,3,0,29,136,202,85,22,36,3,481
209041219,22,21,13,7,3,0,70,7,10,13,0,6,0,36,11,9,10,0,9,0,39,11,14,16,3,11,0,46,9,18,12,3,15,0,65,18,29,27,7,18,0,91,24,51,25,9,19,3,132,39,66,32,18,19,0,163,34,111,36,13,21,4,214,42,107,33,14,22,0,217,48,90,20,8,9,0,169,72,134,36,12,13,6,272,30,39,5,3,3,4,89,12,35,12,0,3,0,65,26,51,14,9,3,0,102,28,69,19,0,3,0,121,16,18,3,3,7,0,44,3,13,0,0,0,0,20,26,29,24,8,13,3,103,477,915,342,125,187,28,2072
209041220,33,34,19,0,14,0,100,4,6,13,0,3,0,30,16,13,20,3,8,0,59,6,17,13,0,10,0,50,10,17,35,3,11,0,82,18,31,32,11,15,3,105,32,60,50,10,17,3,166,35,59,50,10,16,0,173,30,80,49,7,20,0,187,38,73,47,9,15,6,190,34,65,30,6,3,0,134,62,128,76,9,14,0,290,25,29,12,4,3,0,84,23,33,7,0,0,3,72,23,41,32,3,3,0,102,19,64,26,5,0,0,110,9,25,9,0,0,0,48,5,12,8,0,0,3,32,15,37,37,9,10,4,115,432,836,566,101,167,23,2125
209041221,10,14,11,6,4,0,44,3,3,7,0,9,0,21,10,10,13,4,8,0,37,7,13,10,4,3,0,38,10,10,29,4,14,0,66,19,19,18,0,3,3,62,20,27,24,8,11,0,98,30,28,33,8,10,0,114,14,61,32,6,6,3,128,27,50,26,9,9,3,123,25,47,23,0,4,4,107,29,58,38,9,11,3,148,16,26,13,0,3,0,56,19,17,10,0,0,0,42,30,35,14,3,10,0,85,14,29,8,3,0,0,55,0,9,4,0,0,0,16,5,11,3,0,3,0,25,9,22,18,3,12,0,61,282,511,324,69,127,21,1333
209041223,20,16,13,3,10,0,62,4,7,3,0,5,0,15,14,4,12,0,3,0,36,10,15,16,3,3,0,45,4,12,26,3,10,0,62,18,25,30,8,9,0,93,23,42,37,13,15,0,132,23,53,13,18,21,3,129,32,70,25,18,15,0,161,36,82,40,13,9,0,182,33,71,20,10,9,0,136,39,81,35,11,14,3,183,6,19,12,0,3,0,44,3,18,3,0,0,0,32,8,25,5,4,0,0,51,12,23,10,0,3,0,48,0,7,3,0,0,0,10,0,6,10,0,0,0,15,17,32,27,10,9,0,88,306,599,328,126,137,19,1521
209041224,17,13,13,0,3,0,49,9,3,0,0,3,0,16,8,13,7,3,7,0,35,7,3,10,0,0,0,25,21,22,18,4,11,0,70,32,41,21,10,13,0,115,41,51,41,17,13,0,166,55,89,32,25,22,0,213,68,130,37,23,17,3,281,88,180,44,13,9,3,340,65,150,34,9,6,0,266,89,212,43,8,5,3,354,27,80,14,5,6,0,133,19,55,6,6,0,0,83,54,85,26,7,7,0,183,38,64,30,0,10,0,144,9,21,16,0,0,0,47,10,14,4,0,0,0,30,34,54,44,4,8,3,143,681,1278,427,141,142,18,2683
209041225,12,7,8,0,3,0,31,3,0,0,0,3,0,13,13,3,9,3,0,0,24,3,3,3,3,0,0,14,7,9,11,4,3,0,33,12,10,5,8,4,0,36,17,29,15,5,7,3,71,16,31,22,7,5,0,86,18,44,18,10,10,0,99,19,63,18,5,3,0,102,21,53,10,4,3,0,89,36,89,19,8,9,0,152,14,29,0,0,0,0,43,3,10,3,3,0,0,21,31,31,17,0,4,0,83,25,52,18,3,0,0,98,7,14,7,0,0,0,26,0,13,3,0,0,0,13,16,16,21,4,0,0,60,266,506,209,58,55,11,1102
209041430,14,15,7,9,5,0,55,8,0,3,0,3,0,12,10,10,0,12,6,0,47,6,13,8,0,3,0,29,19,20,15,6,4,0,64,25,36,18,13,12,3,101,32,58,21,7,15,0,135,38,88,30,13,17,3,188,46,142,40,19,14,0,268,84,255,30,32,16,6,433,90,243,32,21,12,0,396,135,359,75,18,13,7,600,66,162,23,12,10,0,275,38,128,21,3,3,0,195,64,219,41,14,4,0,346,50,154,39,3,8,0,251,19,38,10,0,0,0,65,12,26,3,3,0,0,46,28,78,28,8,15,3,154,786,2047,430,193,167,25,3651
209041431,17,19,8,4,3,0,52,7,4,5,0,0,0,24,0,5,6,0,5,0,24,6,11,16,4,0,0,40,20,15,20,3,3,0,63,13,25,14,4,5,0,66,20,39,31,11,15,0,111,28,73,24,11,17,0,158,30,94,39,7,17,3,184,36,109,48,7,13,0,213,30,61,20,5,7,7,132,34,104,44,6,11,4,207,14,26,9,0,3,0,48,6,25,9,4,3,0,54,8,37,9,0,3,0,68,19,41,18,0,3,3,88,6,9,0,0,0,0,19,3,11,3,0,0,0,23,20,37,27,4,10,3,96,321,749,364,82,123,22,1657
209041432,12,9,9,0,3,0,40,0,0,3,0,0,0,8,0,3,8,0,0,0,13,3,4,10,0,0,0,18,10,15,6,0,13,0,41,12,12,8,3,11,4,49,13,20,11,7,7,0,61,19,41,13,12,8,0,91,15,43,20,3,15,0,99,22,52,21,10,8,0,98,16,31,11,4,6,0,62,11,24,24,3,3,0,65,0,13,6,0,0,0,19,0,8,3,0,0,0,14,7,7,7,3,4,0,29,7,10,8,4,4,0,36,0,8,3,0,0,0,17,0,3,0,0,0,0,9,3,13,0,3,4,3,26,166,302,169,51,83,7,789
209041433,13,28,10,0,0,0,45,0,5,0,0,0,0,10,0,12,3,0,3,0,23,0,10,4,0,0,0,11,10,7,9,0,0,0,24,5,23,6,3,0,0,45,12,36,15,3,4,0,77,18,70,9,7,16,0,127,28,92,13,14,3,0,145,43,119,17,12,6,3,204,35,114,25,10,0,3,183,46,166,29,5,10,3,254,14,79,11,0,4,0,113,15,57,7,0,0,0,87,21,72,22,3,3,0,115,15,66,19,3,3,0,109,6,19,6,0,0,0,35,8,23,11,4,0,0,39,9,35,10,3,0,0,62,296,1024,227,79,67,17,1703
209041434,20,16,5,0,7,3,46,5,0,0,0,3,0,9,12,9,3,3,3,0,25,5,0,0,3,4,0,24,7,12,7,4,7,0,37,21,34,13,11,4,0,81,31,38,8,11,9,0,100,33,79,13,12,9,0,152,57,129,24,12,19,0,239,86,185,24,20,26,4,345,80,198,29,14,11,3,335,129,268,40,22,13,8,471,47,149,15,3,13,0,225,35,83,10,3,6,0,139,44,129,20,9,8,0,201,41,80,16,3,9,0,149,5,13,6,0,0,0,31,9,19,0,0,0,0,32,20,35,7,3,4,0,73,687,1482,251,131,153,26,2717
209041435,10,27,7,3,3,0,52,3,3,3,0,0,0,12,3,6,6,0,3,0,17,11,6,4,3,3,0,28,8,15,15,3,0,0,35,9,23,20,4,6,0,67,10,45,14,6,6,4,87,28,52,26,12,13,0,128,35,99,17,15,10,3,171,37,117,30,13,17,0,215,32,124,30,6,12,0,197,57,198,43,18,7,0,325,31,110,18,4,0,0,164,25,61,8,3,0,0,101,35,105,36,3,3,0,182,36,108,28,3,0,3,184,16,29,9,0,0,0,56,4,20,3,0,0,0,36,15,41,24,4,6,0,90,401,1187,353,97,89,11,2149
209041436,11,16,14,0,3,0,48,3,9,7,0,0,0,12,8,9,9,0,3,0,21,3,13,7,0,0,0,21,4,11,15,3,4,0,38,10,22,18,0,9,0,62,15,39,28,10,13,0,98,25,56,32,11,10,0,127,24,69,34,7,12,3,157,34,116,39,14,11,0,223,35,79,31,8,3,0,158,40,143,47,8,12,4,253,16,52,12,3,3,0,90,15,32,15,0,0,0,61,29,63,18,4,0,0,118,15,59,17,3,3,0,100,7,15,4,0,3,0,33,0,10,10,0,0,0,19,11,34,17,6,9,0,78,317,839,374,88,101,14,1730
209041437,5,10,7,3,4,0,30,3,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,7,5,8,4,0,3,0,13,7,15,3,0,3,0,35,14,16,4,3,6,0,40,23,43,3,7,3,0,79,46,69,9,11,3,0,132,40,114,10,16,6,0,188,54,127,14,6,5,3,210,79,190,25,3,8,3,313,47,103,7,0,3,0,167,34,57,5,3,6,3,105,27,87,14,0,3,0,136,25,56,8,0,0,4,99,7,21,0,0,0,0,35,9,12,3,0,3,0,27,21,33,11,0,0,0,60,438,972,128,61,63,20,1679
210011226,3,5,4,5,0,0,20,3,3,0,0,4,0,16,5,4,3,0,3,0,8,3,3,0,7,3,0,12,8,9,8,0,4,0,27,7,11,4,3,3,0,32,15,12,8,3,4,0,31,6,18,13,3,10,0,53,18,20,3,3,3,0,50,10,33,6,4,3,0,53,16,26,15,5,3,0,57,22,52,10,0,5,4,91,18,21,3,0,0,0,41,15,19,0,3,0,0,38,26,36,5,0,3,0,75,21,37,13,0,0,0,73,4,9,3,0,0,0,20,0,3,4,0,0,0,4,12,15,5,0,3,0,37,195,332,114,32,58,8,737
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,12,8,10,0,0,0,37,5,4,0,0,0,0,8,8,3,10,0,0,0,20,0,4,9,3,0,0,15,3,7,8,5,0,0,25,9,7,11,0,8,0,33,7,21,12,3,6,0,47,10,13,24,4,0,0,51,14,31,11,5,8,0,73,17,44,12,11,5,0,86,9,23,7,0,3,0,49,24,61,18,10,5,3,114,8,19,5,4,0,0,42,8,26,4,0,3,0,38,12,42,15,5,4,0,80,26,61,26,10,3,0,124,8,17,12,0,0,0,41,3,12,13,0,0,0,26,11,14,18,7,8,0,56,191,421,218,55,60,12,960
210011229,16,50,26,6,8,0,109,9,7,11,0,3,0,28,16,14,11,4,9,0,51,9,19,12,7,3,0,46,11,19,20,0,4,0,53,30,24,27,3,12,3,102,19,40,30,3,13,0,113,22,78,49,10,5,0,169,17,65,21,9,8,0,125,34,76,27,15,12,0,158,27,51,13,8,7,0,101,62,143,42,8,17,3,274,30,48,9,7,3,0,101,34,55,14,6,4,0,119,44,128,24,8,6,3,219,66,183,46,9,8,0,316,18,64,15,4,3,0,103,12,34,9,0,4,0,52,37,63,28,6,20,0,154,512,1170,433,111,151,25,2396
210011230,10,18,9,0,0,0,30,0,0,6,0,0,0,10,8,6,5,0,0,0,17,0,3,3,3,3,0,7,3,14,7,0,0,0,24,5,10,6,5,0,0,26,4,15,5,3,0,0,28,10,16,17,0,3,0,44,5,11,5,4,3,0,37,10,25,7,4,3,3,48,8,21,9,0,3,0,39,13,49,21,4,0,0,86,4,18,8,0,0,0,34,16,28,0,3,3,0,46,15,33,5,0,4,0,60,25,78,16,3,0,3,121,9,27,6,0,0,0,43,0,15,7,0,3,0,27,6,20,17,0,6,0,54,151,410,147,37,39,8,790
210011231,11,16,22,0,7,0,54,0,4,0,0,0,0,5,10,6,9,0,0,0,24,3,13,10,0,3,0,33,11,10,6,0,3,0,34,4,11,13,0,6,4,40,8,31,19,5,3,0,69,8,24,14,3,4,0,60,10,24,12,4,3,0,50,13,31,12,0,3,0,52,5,17,9,5,3,0,42,12,62,14,3,12,6,105,3,28,0,4,0,0,43,11,32,4,0,0,0,46,10,58,16,4,0,0,89,19,115,40,4,6,4,188,4,56,15,0,0,0,76,10,56,7,3,0,0,73,3,23,21,3,3,0,54,154,612,242,38,60,20,1121
210021232,15,6,8,3,8,0,47,7,0,5,0,0,0,10,7,9,3,3,3,0,26,4,13,15,0,3,0,33,12,21,12,3,6,0,48,23,24,19,5,10,0,77,17,39,22,11,4,0,87,14,46,25,15,12,0,107,38,71,24,4,9,0,153,30,71,27,11,12,0,151,19,79,18,3,5,0,127,46,139,36,6,5,0,234,24,68,14,4,0,0,105,20,60,6,0,0,0,87,44,94,20,0,4,0,165,53,124,22,0,3,0,202,20,34,8,3,3,0,66,9,28,3,0,0,0,39,18,45,14,3,8,0,89,417,965,304,76,95,7,1865
210021233,9,4,0,0,0,0,19,4,0,3,0,0,0,8,0,3,0,0,3,0,5,0,3,0,0,0,0,3,10,3,4,0,0,0,13,4,3,0,0,0,0,6,13,7,4,0,0,0,26,3,9,9,3,0,0,26,3,9,8,0,3,0,20,8,19,9,0,0,0,30,5,14,0,0,0,0,25,6,28,3,0,4,0,44,3,10,0,0,0,0,14,3,0,3,0,0,0,13,9,37,7,0,0,0,47,17,40,3,0,0,0,64,12,21,4,0,0,0,40,10,12,6,0,0,0,26,3,14,3,4,0,0,23,131,241,67,11,15,0,467
210021234,8,9,6,0,0,0,21,5,3,3,0,0,0,12,0,0,0,0,0,0,9,3,0,7,0,3,0,15,4,9,3,0,0,0,17,7,4,11,4,0,0,24,13,18,7,0,4,0,40,11,10,14,3,3,0,47,14,22,12,0,3,0,53,13,15,10,4,3,0,53,5,30,7,0,3,0,38,16,46,6,0,3,0,71,6,23,0,0,0,0,32,3,9,8,3,0,0,24,10,36,5,0,0,0,49,11,41,10,0,0,0,58,11,11,3,0,0,0,22,0,6,0,0,0,0,5,13,10,6,0,8,0,28,148,298,122,27,26,0,619
210021235,8,10,3,3,0,0,23,7,9,0,0,0,0,13,21,11,10,0,5,0,45,13,6,7,0,0,0,24,26,20,13,4,3,0,59,20,22,14,5,3,0,58,28,31,16,3,8,0,90,47,60,19,12,9,0,150,32,42,23,8,8,0,110,34,87,25,9,5,0,157,35,52,12,4,7,0,117,41,77,17,6,3,0,145,12,34,9,3,0,0,62,9,26,3,0,0,0,49,26,40,12,3,0,0,79,31,38,27,0,3,0,103,14,21,4,0,0,0,41,5,4,4,0,3,0,22,27,23,18,5,8,0,80,434,614,229,67,74,3,1420
210031236,8,7,3,0,3,0,23,0,0,0,0,0,0,0,3,7,4,0,6,0,19,3,6,5,3,0,0,19,5,4,3,3,3,0,15,4,9,0,0,0,0,24,19,14,7,3,0,0,43,14,26,5,3,3,3,51,13,25,6,0,4,0,45,14,34,4,3,3,0,63,8,30,3,0,0,0,50,20,68,7,7,4,0,104,16,21,0,0,0,0,41,16,28,4,0,0,0,48,27,37,8,0,0,0,74,39,62,10,4,3,3,121,12,19,0,0,0,0,27,7,8,0,0,0,0,16,12,9,3,3,3,0,31,230,427,70,35,37,7,802
