SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
213011334,2641,..,..,..,..,2641,..,3,0,3,0,3,..,181,31,217,3,219,..,0,0,0,0,0,..,88,52,138,3,144,..,68,31,96,0,97,..,27,11,31,0,31,..,183,87,265,4,271,..,170,33,202,4,209,..,0,0,0,0,0,..,12,0,12,0,12,..,44,0,44,0,44,..,170,59,227,5,236,..,18,3,23,0,23,..,144,3,143,0,142,..,640,57,702,10,707,..,36,3,42,0,42,..,159,11,166,0,167,..,67,6,75,0,75,..,1072,81,1145,12,1161,..,111,22,131,4,137,..,0,0,0,0,0,..,4,0,4,0,4,..,126,40,172,3,169,..,306,49,351,5,358,..,26,19,42,0,49,..,47,9,58,0,57,..,11,0,11,0,11,..,145,20,164,0,165,..,108,30,145,5,145,..,52,0,55,0,55,..,13,0,13,0,13,..,126,9,135,0,135,..,7
213011335,1700,..,..,..,..,1700,..,0,0,0,0,0,..,125,15,143,0,143,..,3,0,3,0,3,..,199,98,294,7,300,..,88,66,162,0,162,..,27,16,40,0,40,..,309,181,489,7,500,..,132,36,173,3,173,..,3,0,3,0,3,..,9,0,9,0,9,..,29,0,28,0,28,..,111,62,165,0,165,..,10,0,10,0,10,..,137,0,138,0,138,..,519,42,564,11,574,..,10,0,10,0,10,..,108,7,121,0,121,..,73,8,76,0,81,..,856,59,919,13,931,..,64,14,77,0,77,..,0,0,0,0,0,..,3,0,3,0,3,..,125,33,159,0,163,..,216,29,247,3,255,..,26,7,34,0,34,..,33,5,41,0,41,..,5,3,7,0,7,..,108,10,118,3,125,..,60,24,91,0,91,..,97,4,94,0,100,..,3,0,3,0,3,..,122,3,130,0,130,..,16
213011336,1806,..,..,..,..,1806,..,0,0,0,0,0,..,62,15,73,0,73,..,0,0,0,0,0,..,78,35,119,0,120,..,65,33,98,0,98,..,15,8,22,0,22,..,163,78,243,0,243,..,28,13,41,0,41,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,4,0,4,..,88,16,108,0,108,..,63,5,65,0,65,..,70,3,73,0,73,..,161,25,184,3,183,..,13,0,16,0,17,..,67,3,74,0,74,..,118,4,124,0,121,..,489,44,529,7,538,..,57,16,69,0,69,..,6,0,6,0,7,..,3,4,7,0,7,..,23,6,31,0,31,..,26,0,28,0,28,..,23,9,32,0,32,..,25,6,28,0,28,..,7,0,7,0,7,..,6,0,6,0,6,..,6,0,6,0,9,..,39,4,43,0,43,..,5,0,5,0,5,..,18,3,20,0,20,..,3
213011337,1372,..,..,..,..,1372,..,0,0,0,0,0,..,72,16,88,0,88,..,0,0,0,0,0,..,162,89,255,0,251,..,29,19,55,3,56,..,27,17,42,0,42,..,219,129,349,0,349,..,45,7,54,0,54,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,61,13,72,0,72,..,17,3,16,0,16,..,50,3,51,3,52,..,68,3,71,0,74,..,13,0,13,0,13,..,40,6,41,0,41,..,12,3,17,0,17,..,197,17,213,4,215,..,109,33,141,0,138,..,3,0,3,0,3,..,0,0,0,0,0,..,3,5,9,0,9,..,214,43,254,5,264,..,13,10,23,0,23,..,17,12,30,0,25,..,0,0,0,0,0,..,13,0,13,0,15,..,26,3,25,3,26,..,23,0,23,0,23,..,6,0,6,0,6,..,33,3,38,0,38,..,9
213011338,2766,..,..,..,..,2766,..,0,0,0,0,0,..,162,27,186,3,193,..,0,0,0,0,0,..,135,58,196,0,196,..,115,55,173,3,176,..,17,9,19,0,21,..,269,115,390,8,389,..,77,25,108,0,108,..,0,0,0,0,0,..,10,0,10,0,12,..,8,4,11,0,11,..,392,104,492,4,495,..,29,0,33,5,32,..,94,3,94,0,94,..,130,10,143,0,142,..,33,3,35,0,35,..,70,4,73,0,73,..,43,0,47,0,47,..,403,27,422,8,427,..,163,33,195,3,198,..,3,0,3,0,3,..,3,0,3,0,3,..,172,64,238,4,242,..,258,36,298,0,296,..,37,19,58,3,58,..,56,9,69,0,64,..,4,0,4,0,4,..,61,8,72,3,73,..,32,10,41,0,41,..,73,6,76,0,76,..,15,0,14,0,14,..,95,0,100,0,100,..,12
213011339,2844,..,..,..,..,2844,..,4,0,4,0,4,..,119,15,133,0,133,..,0,0,0,0,0,..,27,10,40,0,40,..,56,25,81,0,81,..,24,3,30,0,30,..,106,37,147,0,145,..,130,22,144,3,150,..,0,0,0,0,0,..,9,0,11,0,11,..,8,0,7,0,7,..,93,14,106,0,108,..,13,0,13,0,13,..,133,7,141,3,141,..,392,29,423,7,427,..,69,3,72,0,72,..,44,0,45,0,46,..,36,0,36,0,36,..,683,38,724,11,738,..,138,13,151,0,151,..,3,0,5,0,5,..,7,0,13,0,13,..,127,19,142,0,147,..,107,5,111,0,113,..,8,0,12,0,12,..,20,3,22,0,22,..,4,0,6,0,6,..,16,3,20,0,20,..,38,6,40,0,40,..,79,3,75,3,80,..,13,0,13,0,13,..,120,5,128,3,125,..,15
213011340,4935,..,..,..,..,4935,..,3,0,3,0,3,..,267,14,285,0,287,..,0,0,0,0,0,..,96,11,107,0,107,..,70,22,90,0,90,..,32,10,43,0,43,..,202,37,244,0,244,..,241,23,263,3,266,..,4,0,4,0,4,..,11,0,13,0,13,..,8,0,8,0,8,..,337,36,365,4,369,..,7,0,7,0,7,..,108,0,107,0,107,..,117,5,124,0,124,..,64,0,68,0,68,..,21,0,22,0,22,..,13,0,13,0,13,..,328,11,342,0,342,..,428,38,467,8,469,..,3,0,4,0,4,..,4,0,4,0,4,..,298,36,329,9,338,..,170,15,184,0,181,..,3,0,3,0,3,..,48,5,52,0,52,..,3,0,3,0,3,..,13,0,17,0,17,..,51,12,62,0,62,..,33,0,33,0,33,..,7,0,7,0,7,..,50,3,52,0,52,..,10
213021341,4557,..,..,..,..,4557,..,3,0,3,0,3,..,33,8,35,0,35,..,0,0,0,0,0,..,28,10,40,0,37,..,67,22,83,0,83,..,0,3,6,0,6,..,102,28,130,0,132,..,47,7,52,0,52,..,14,0,15,0,15,..,14,3,18,0,18,..,42,0,42,0,42,..,79,3,79,3,83,..,9,0,12,0,12,..,29,0,32,0,36,..,28,0,29,0,29,..,5,0,5,0,5,..,23,0,23,0,24,..,11,0,11,0,11,..,99,3,105,4,108,..,123,10,135,0,136,..,15,0,15,0,15,..,4,6,6,0,6,..,31,3,30,0,30,..,124,9,135,0,138,..,5,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,23,0,23,0,23,..,13,0,9,0,9,..,13,0,13,0,13,..,11,0,13,0,13,..,0
213021342,5670,..,..,..,..,5670,..,9,0,6,0,6,..,254,32,286,0,291,..,0,0,0,0,0,..,96,42,141,0,139,..,95,38,127,0,133,..,10,7,17,0,17,..,199,86,288,3,289,..,69,5,77,0,77,..,8,3,13,0,13,..,13,0,13,0,17,..,15,0,15,0,14,..,195,39,239,0,236,..,16,0,16,0,16,..,130,8,135,0,136,..,157,13,172,0,172,..,18,0,18,0,18,..,41,3,47,0,47,..,49,3,50,0,50,..,412,18,439,3,437,..,184,22,203,3,212,..,5,0,5,0,3,..,5,0,5,0,5,..,149,24,182,0,178,..,207,22,232,0,232,..,28,6,37,0,37,..,24,4,33,0,32,..,12,7,15,0,15,..,10,0,13,0,13,..,103,17,120,3,123,..,60,3,65,0,65,..,26,0,27,0,24,..,63,0,64,0,64,..,10
213021343,3246,..,..,..,..,3246,..,3,0,3,0,3,..,717,108,830,14,840,..,0,0,0,0,0,..,112,33,143,3,143,..,56,24,83,0,83,..,7,0,5,0,5,..,173,58,233,3,231,..,71,17,89,0,89,..,7,0,7,0,7,..,11,0,11,0,11,..,15,3,20,0,20,..,279,80,359,3,361,..,7,0,10,0,10,..,41,3,39,0,46,..,26,0,29,0,29,..,13,0,11,0,11,..,31,0,31,0,31,..,17,0,17,0,17,..,133,6,145,0,146,..,274,65,336,5,342,..,6,0,12,0,12,..,3,3,3,0,3,..,80,31,110,0,114,..,92,10,109,0,109,..,8,3,15,0,15,..,29,6,30,0,30,..,4,0,4,0,4,..,8,0,8,0,8,..,41,11,46,0,46,..,9,0,9,0,9,..,35,7,37,3,38,..,13,0,13,0,13,..,0
213021344,6621,..,..,..,..,6621,..,16,0,16,0,16,..,189,31,226,3,226,..,0,0,0,0,0,..,33,5,43,0,43,..,51,11,56,0,59,..,5,3,11,0,11,..,94,16,109,0,108,..,42,12,51,0,51,..,5,3,12,0,12,..,31,0,35,0,35,..,34,3,34,0,34,..,197,29,226,0,227,..,8,0,8,0,8,..,47,0,53,0,51,..,31,5,30,0,30,..,5,0,5,0,9,..,13,0,12,4,19,..,32,0,28,0,28,..,134,3,140,4,141,..,148,11,158,6,164,..,15,0,16,0,16,..,3,0,5,0,9,..,83,21,102,0,101,..,16,3,19,0,22,..,7,3,11,0,11,..,19,3,24,0,24,..,3,0,5,0,5,..,0,0,0,0,0,..,43,9,54,0,54,..,9,0,9,0,9,..,14,3,17,0,17,..,10,0,12,0,12,..,7
213021345,1482,..,..,..,..,1482,..,3,0,3,0,3,..,46,6,56,3,55,..,0,0,0,0,0,..,20,3,20,0,20,..,84,36,122,0,122,..,5,0,3,0,3,..,107,39,148,0,148,..,30,3,34,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,36,3,37,0,37,..,10,0,10,0,10,..,47,3,49,0,49,..,28,3,27,0,28,..,17,0,17,0,17,..,10,0,11,0,11,..,31,3,31,0,31,..,134,9,145,0,143,..,33,0,34,0,41,..,5,0,5,0,5,..,0,0,3,0,3,..,24,0,26,0,26,..,30,0,29,0,29,..,7,0,7,0,7,..,11,0,11,0,11,..,10,0,7,0,7,..,4,0,4,0,4,..,7,3,14,0,11,..,14,3,19,0,19,..,12,0,12,0,12,..,13,0,15,0,15,..,14
213021346,6180,..,..,..,..,6180,..,11,0,11,0,11,..,46,3,50,0,50,..,0,0,0,0,0,..,14,5,22,0,18,..,30,7,41,0,41,..,3,0,3,0,3,..,54,15,69,0,65,..,43,5,44,0,44,..,5,3,6,0,6,..,13,0,15,0,15,..,40,3,43,0,44,..,168,8,179,0,179,..,7,0,7,0,7,..,16,0,16,0,16,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,19,0,18,0,18,..,57,0,56,0,56,..,145,15,159,0,156,..,8,0,8,0,8,..,0,0,0,0,0,..,48,3,50,0,52,..,28,0,28,0,28,..,11,0,13,0,13,..,13,0,10,0,10,..,10,0,8,0,8,..,0,0,0,0,0,..,15,3,19,0,19,..,3,0,3,0,3,..,12,0,12,0,16,..,3,0,3,0,3,..,0
213031347,2960,..,..,..,..,2960,..,3,0,3,0,3,..,121,15,143,0,143,..,0,0,0,0,0,..,297,152,446,0,451,..,226,91,317,0,316,..,52,18,66,0,66,..,573,255,833,3,833,..,25,9,33,0,33,..,3,0,3,0,3,..,21,0,21,0,21,..,6,0,6,0,6,..,76,9,86,0,86,..,46,8,57,0,57,..,118,4,126,0,126,..,67,0,64,3,71,..,45,3,47,0,47,..,140,12,147,0,147,..,82,0,89,4,86,..,502,33,531,6,540,..,88,17,102,3,108,..,12,0,14,0,14,..,27,4,32,0,32,..,31,4,39,0,38,..,27,11,37,0,37,..,33,10,46,0,46,..,15,0,17,0,17,..,9,0,9,0,9,..,10,0,10,0,10,..,35,8,41,0,41,..,41,0,38,0,38,..,30,0,30,0,30,..,67,5,69,0,69,..,3
213031348,3778,..,..,..,..,3778,..,4,0,4,0,4,..,71,12,82,0,82,..,0,0,0,0,0,..,148,52,204,0,204,..,261,78,338,0,337,..,39,9,49,0,46,..,443,142,585,3,586,..,25,3,31,0,32,..,5,0,5,0,5,..,30,4,38,0,38,..,23,0,23,0,30,..,87,25,116,0,116,..,144,12,155,0,155,..,147,8,153,3,151,..,40,4,43,0,43,..,26,0,30,0,30,..,131,12,143,7,146,..,237,18,254,0,253,..,728,46,779,11,788,..,87,16,105,0,111,..,19,3,29,0,29,..,25,3,26,0,26,..,37,12,48,0,48,..,7,0,7,0,7,..,27,12,37,0,37,..,19,3,19,0,19,..,13,0,10,0,10,..,7,0,9,0,9,..,10,7,22,0,22,..,28,0,28,0,32,..,63,7,68,0,68,..,40,0,46,0,46,..,21
213031349,2801,..,..,..,..,2801,..,0,0,0,0,0,..,81,4,88,0,89,..,0,0,0,0,0,..,243,88,335,0,332,..,272,96,373,3,370,..,53,10,56,0,56,..,570,192,762,4,762,..,50,15,61,0,61,..,7,0,7,0,7,..,18,0,18,0,15,..,12,0,12,0,8,..,92,12,98,4,105,..,13,0,13,0,13,..,77,3,80,0,80,..,21,0,21,0,21,..,19,3,22,0,22,..,24,0,32,0,27,..,62,8,67,0,67,..,218,9,224,0,226,..,132,15,151,0,149,..,13,3,17,0,17,..,18,11,28,0,28,..,27,6,33,0,36,..,8,0,8,0,8,..,31,3,38,0,38,..,20,3,23,0,23,..,7,0,11,0,11,..,4,0,4,0,4,..,41,0,40,0,40,..,17,0,21,0,21,..,22,0,25,0,25,..,32,0,32,0,32,..,6
213031350,3138,..,..,..,..,3138,..,3,0,3,0,3,..,17,6,22,0,22,..,0,0,0,0,0,..,40,18,53,0,53,..,31,13,42,0,42,..,18,0,18,0,18,..,87,33,116,0,116,..,16,3,16,0,16,..,15,0,15,0,15,..,14,0,19,0,14,..,11,0,11,0,11,..,83,32,112,3,113,..,38,3,42,0,41,..,27,0,31,0,31,..,14,3,17,0,17,..,5,0,5,0,5,..,22,0,25,0,25,..,37,0,39,0,39,..,147,9,161,0,161,..,49,5,56,0,56,..,14,0,11,0,11,..,6,0,7,0,7,..,45,24,69,0,69,..,14,0,14,0,14,..,3,0,3,0,3,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,24,0,24,..,15,0,15,0,15,..,11,0,10,0,10,..,12,0,15,0,15,..,3
213031351,3224,..,..,..,..,3224,..,0,0,0,0,0,..,53,0,58,0,58,..,0,0,0,0,0,..,65,21,80,0,80,..,58,27,82,0,83,..,8,5,10,0,10,..,123,45,172,0,176,..,45,8,54,0,54,..,0,0,0,0,0,..,18,0,20,0,20,..,13,0,13,0,9,..,69,21,93,0,93,..,101,3,102,0,102,..,64,0,67,0,69,..,57,4,60,0,60,..,3,0,3,0,3,..,72,8,78,0,81,..,134,10,140,0,140,..,435,18,455,3,456,..,103,15,116,0,116,..,15,4,14,0,14,..,9,0,8,0,8,..,36,5,39,0,43,..,6,0,9,0,9,..,11,8,20,0,20,..,5,0,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,20,4,25,0,24,..,9,0,9,0,9,..,7,0,12,0,12,..,25,0,25,0,25,..,3
213031352,5258,..,..,..,..,5258,..,10,0,10,0,10,..,50,9,60,3,65,..,0,0,0,0,0,..,46,16,64,0,64,..,50,12,64,0,64,..,6,3,8,0,8,..,103,35,133,0,133,..,21,4,23,0,25,..,9,0,9,0,9,..,33,0,30,0,30,..,29,0,29,0,29,..,226,72,302,0,302,..,6,3,8,0,8,..,28,3,32,0,32,..,9,0,15,0,15,..,12,0,12,0,12,..,4,0,4,0,4,..,37,0,37,0,37,..,102,8,105,0,105,..,120,15,136,0,138,..,10,0,13,0,13,..,5,4,5,0,5,..,83,27,109,0,111,..,7,0,8,0,8,..,8,0,8,0,8,..,21,6,26,0,26,..,4,0,4,0,4,..,3,0,3,0,3,..,27,4,33,0,33,..,4,0,4,0,4,..,7,0,6,0,6,..,13,0,13,0,13,..,4
213041353,8747,..,..,..,..,8747,..,11,0,11,0,11,..,18,0,23,3,23,..,0,0,0,0,0,..,3,0,3,0,3,..,11,3,12,0,16,..,0,0,0,0,0,..,19,3,19,0,17,..,26,0,24,0,24,..,27,0,27,0,27,..,10,0,10,0,10,..,21,0,21,0,21,..,42,0,39,0,39,..,0,0,0,0,0,..,25,0,25,0,25,..,50,4,58,0,58,..,7,3,5,0,5,..,6,0,6,0,6,..,10,0,11,0,11,..,98,7,106,0,110,..,51,3,54,0,54,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,9,0,9,..,38,4,42,0,42,..,0,0,0,0,0,..,9,0,12,0,17,..,3,0,3,0,3,..,5,0,5,0,5,..,26,0,26,0,24,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,7,0,7,..,4
213041355,5872,..,..,..,..,5872,..,4,0,4,0,4,..,293,14,307,0,307,..,0,0,0,0,0,..,46,12,57,0,57,..,53,20,73,0,73,..,24,14,35,0,35,..,120,37,156,0,156,..,164,10,176,0,176,..,8,0,8,0,8,..,18,3,20,0,20,..,14,0,14,0,14,..,202,19,225,0,225,..,20,0,20,0,20,..,143,7,150,0,150,..,308,40,348,3,357,..,94,4,101,0,101,..,72,4,79,0,79,..,39,3,48,3,45,..,672,64,735,8,741,..,266,15,286,3,290,..,4,0,6,0,6,..,0,0,0,0,0,..,229,31,253,0,253,..,203,10,218,0,218,..,6,3,7,0,7,..,37,3,39,0,39,..,3,0,3,0,3,..,38,3,40,0,41,..,28,5,37,0,38,..,86,3,87,0,91,..,7,0,7,0,8,..,143,3,150,0,150,..,17
213041356,7043,..,..,..,..,7043,..,3,0,3,0,3,..,41,4,49,3,51,..,0,0,0,0,0,..,13,3,13,0,13,..,28,17,37,0,37,..,11,0,10,0,10,..,49,17,70,0,70,..,55,5,60,0,60,..,10,0,10,0,10,..,8,0,8,0,8,..,18,0,18,0,18,..,60,8,64,0,64,..,5,0,5,0,5,..,36,7,42,0,42,..,46,6,48,0,48,..,15,0,15,0,15,..,19,0,19,0,19,..,6,0,11,0,11,..,127,11,139,0,139,..,69,4,74,3,78,..,0,0,0,0,0,..,4,0,4,0,4,..,32,3,37,0,37,..,153,8,165,3,168,..,3,8,11,0,11,..,27,4,35,0,36,..,10,0,11,0,11,..,113,10,119,0,125,..,62,13,79,0,79,..,20,0,18,0,18,..,5,0,7,0,7,..,36,0,34,0,37,..,9
213041357,8264,..,..,..,..,8264,..,14,0,14,0,14,..,75,10,86,0,86,..,0,0,0,0,0,..,18,6,29,0,29,..,31,10,45,0,45,..,6,0,7,0,7,..,56,21,73,0,73,..,35,7,44,0,44,..,9,0,9,0,9,..,14,0,19,0,19,..,16,0,15,0,15,..,44,3,53,0,53,..,37,3,40,0,40,..,119,11,133,0,130,..,198,34,230,3,239,..,61,0,60,0,60,..,53,4,60,5,67,..,29,9,39,0,39,..,505,63,561,13,579,..,65,3,65,0,71,..,5,0,5,0,5,..,17,4,19,0,19,..,42,10,43,0,43,..,102,5,108,3,113,..,4,0,8,0,8,..,26,3,33,0,33,..,10,3,17,0,17,..,98,3,103,0,107,..,51,9,62,0,60,..,96,0,96,0,94,..,9,3,11,0,14,..,85,0,85,0,85,..,19
213041358,6341,..,..,..,..,6341,..,8,0,8,0,8,..,86,9,94,0,91,..,4,0,4,0,4,..,11,4,13,0,13,..,26,11,31,0,35,..,9,0,7,0,7,..,37,16,54,0,56,..,15,7,20,0,20,..,4,0,4,0,4,..,20,0,20,0,20,..,15,0,15,0,15,..,42,3,49,0,48,..,26,0,27,0,27,..,70,0,70,0,70,..,93,5,98,0,98,..,44,0,50,0,50,..,22,0,22,0,22,..,29,9,36,0,38,..,281,20,302,0,302,..,76,0,75,3,77,..,3,0,6,0,6,..,6,0,3,0,3,..,30,4,35,0,35,..,109,9,122,0,122,..,0,0,0,0,0,..,14,0,12,0,12,..,7,3,6,0,6,..,71,14,79,0,82,..,31,9,39,0,39,..,22,0,22,0,22,..,13,0,13,0,10,..,51,5,52,0,52,..,9
213041359,622,..,..,..,..,622,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,7,7,13,0,13,..,3,3,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,21,8,30,0,30,..,16,0,16,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,77,0,77,3,82,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
