SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
213041360,4749,..,..,..,..,4749,..,4,0,4,0,4,..,267,27,292,0,296,..,0,0,0,0,0,..,56,14,73,0,73,..,86,28,111,0,111,..,101,44,148,0,148,..,246,87,336,0,336,..,156,12,166,0,171,..,0,0,0,0,0,..,3,0,5,0,5,..,6,0,8,0,8,..,136,9,141,0,139,..,13,0,13,0,13,..,226,5,237,3,234,..,285,21,308,3,308,..,75,0,73,0,74,..,113,6,116,0,116,..,59,7,63,0,63,..,769,37,803,5,810,..,173,9,181,4,186,..,10,0,10,0,10,..,13,0,11,0,11,..,349,31,374,4,381,..,198,12,211,3,213,..,21,3,25,0,25,..,37,5,43,3,48,..,10,0,9,0,9,..,23,7,36,0,36,..,73,9,79,0,79,..,114,4,116,0,116,..,17,3,18,0,18,..,145,3,149,0,149,..,12
213041461,1060,..,..,..,..,1060,..,0,0,0,0,0,..,32,5,38,0,38,..,0,0,0,0,0,..,15,8,19,0,19,..,6,0,8,0,8,..,25,20,41,0,41,..,46,26,80,0,80,..,14,5,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,8,0,8,..,30,3,33,0,33,..,8,0,8,0,8,..,32,0,39,0,35,..,36,8,41,0,41,..,39,3,42,0,42,..,11,0,12,0,12,..,6,0,6,0,6,..,135,12,145,0,144,..,29,3,28,0,28,..,0,0,0,0,0,..,3,0,4,0,4,..,34,4,40,0,37,..,62,8,65,0,65,..,5,0,5,0,5,..,17,0,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,23,3,26,0,26,..,69,3,70,0,70,..,0,0,0,0,0,..,87,3,84,0,84,..,3
213041462,1148,..,..,..,..,1148,..,3,0,3,0,3,..,77,7,89,0,89,..,0,0,0,0,0,..,26,14,43,0,40,..,41,15,52,0,52,..,34,11,42,0,42,..,98,38,142,0,143,..,22,3,25,0,25,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,28,0,31,0,31,..,3,0,3,0,3,..,80,0,87,0,83,..,112,9,125,0,125,..,32,3,33,0,37,..,70,7,74,0,74,..,22,0,22,0,22,..,322,21,344,3,344,..,44,3,42,0,42,..,0,0,0,0,0,..,7,0,7,0,7,..,94,6,102,0,102,..,50,6,58,0,58,..,9,5,9,0,9,..,13,0,13,0,13,..,3,0,3,0,3,..,16,0,17,0,17,..,23,3,28,0,29,..,51,0,51,0,51,..,13,0,13,0,13,..,92,3,95,0,95,..,14
213041463,5120,..,..,..,..,5120,..,12,0,12,0,12,..,194,33,230,0,232,..,0,0,0,0,0,..,99,18,117,0,117,..,87,48,141,0,138,..,52,7,56,0,60,..,234,76,310,0,315,..,91,9,101,0,100,..,12,0,12,0,12,..,15,0,15,0,15,..,8,0,8,0,8,..,141,6,148,0,148,..,30,0,30,0,30,..,192,0,190,0,190,..,157,20,178,0,177,..,80,10,93,3,92,..,110,7,117,3,118,..,34,4,43,0,43,..,612,39,650,8,654,..,142,6,150,3,155,..,20,0,20,0,20,..,24,3,29,0,29,..,214,18,232,3,235,..,186,3,191,3,198,..,12,3,23,0,23,..,58,9,67,0,67,..,6,0,6,0,6,..,36,3,36,0,40,..,100,12,108,0,108,..,189,0,187,0,188,..,40,0,38,0,38,..,261,0,263,0,264,..,16
213051361,5999,..,..,..,..,5999,..,0,0,0,0,0,..,270,35,306,3,310,..,0,0,0,0,0,..,33,16,51,0,55,..,85,38,122,0,121,..,16,3,17,0,17,..,131,56,189,3,191,..,47,4,49,0,46,..,8,0,8,0,8,..,16,0,14,0,14,..,20,0,20,0,20,..,106,6,116,0,119,..,55,4,67,3,66,..,139,9,144,0,147,..,180,23,199,0,203,..,57,3,56,0,56,..,104,10,110,0,112,..,97,4,96,3,97,..,629,42,674,6,682,..,174,21,198,3,204,..,6,0,7,0,7,..,7,0,12,0,12,..,68,15,84,0,84,..,139,3,150,0,151,..,13,8,15,0,15,..,23,3,33,0,33,..,9,0,16,0,16,..,43,4,42,0,47,..,33,7,47,0,45,..,74,3,73,0,78,..,32,4,32,0,32,..,95,5,96,0,97,..,8
213051362,5750,..,..,..,..,5750,..,5,0,5,0,5,..,189,34,220,4,224,..,0,0,0,0,0,..,58,17,71,0,75,..,118,67,182,0,186,..,13,3,16,0,16,..,190,82,273,4,274,..,22,0,24,0,25,..,6,0,6,0,6,..,17,3,17,0,15,..,15,0,15,0,15,..,66,9,75,0,75,..,91,4,93,0,93,..,159,8,168,0,168,..,218,13,224,7,234,..,54,0,58,0,58,..,121,6,132,0,132,..,139,14,146,0,146,..,782,44,828,7,829,..,129,16,144,0,147,..,4,0,4,0,4,..,9,7,13,0,13,..,48,7,54,0,54,..,61,0,58,0,58,..,23,8,31,0,31,..,30,8,40,0,40,..,37,3,38,0,38,..,33,4,34,0,34,..,39,4,46,0,46,..,63,3,62,0,62,..,29,0,28,3,31,..,120,3,124,0,130,..,32
213051363,1911,..,..,..,..,1911,..,3,0,3,0,3,..,66,18,82,0,82,..,0,0,0,0,0,..,81,17,96,0,96,..,195,80,272,5,277,..,11,0,12,0,12,..,284,96,380,5,384,..,5,3,7,0,7,..,4,3,3,0,3,..,12,0,13,0,13,..,5,0,5,0,5,..,25,5,26,0,26,..,34,3,36,0,36,..,235,16,247,0,249,..,251,29,279,6,283,..,20,0,20,0,22,..,105,0,107,0,107,..,114,9,127,0,127,..,758,59,813,6,821,..,18,4,28,0,28,..,4,0,4,0,4,..,16,0,17,0,17,..,17,0,20,0,20,..,4,0,4,0,4,..,10,7,16,0,16,..,8,0,13,0,13,..,7,0,7,0,7,..,31,8,32,0,39,..,14,0,16,0,16,..,49,0,49,0,49,..,75,4,78,0,80,..,77,3,83,0,83,..,19
213051365,7147,..,..,..,..,7147,..,21,0,23,0,23,..,376,50,422,4,426,..,0,0,0,0,0,..,92,18,109,0,109,..,178,65,240,4,249,..,15,8,20,0,20,..,279,94,371,4,379,..,26,4,31,0,31,..,3,0,3,0,3,..,41,3,47,0,47,..,7,0,7,0,7,..,53,7,59,0,59,..,237,21,254,0,257,..,954,32,987,12,1003,..,1404,143,1549,18,1567,..,228,12,233,0,234,..,490,32,527,4,524,..,690,72,763,7,766,..,4004,310,4312,40,4350,..,99,6,101,3,102,..,13,0,13,0,13,..,6,0,6,0,6,..,83,10,93,0,96,..,101,3,102,0,105,..,32,3,36,0,34,..,34,4,38,0,38,..,12,0,10,0,10,..,181,17,198,0,196,..,54,12,63,0,66,..,236,3,245,0,243,..,89,4,89,4,90,..,308,3,314,3,317,..,99
213051366,3399,..,..,..,..,3399,..,3,0,3,0,3,..,385,58,439,4,447,..,0,0,0,0,0,..,100,23,121,0,126,..,273,112,385,6,391,..,26,5,30,0,30,..,396,143,538,3,545,..,8,0,12,0,12,..,0,0,0,0,0,..,27,0,27,0,32,..,9,0,9,0,9,..,39,0,38,0,38,..,279,16,292,0,295,..,691,37,734,6,733,..,924,94,1019,10,1025,..,97,4,104,3,104,..,629,62,689,3,697,..,477,40,522,8,536,..,3096,263,3354,32,3391,..,36,3,35,0,35,..,8,0,15,0,16,..,36,8,45,0,45,..,49,0,49,0,50,..,35,0,30,0,30,..,20,3,24,0,24,..,15,0,13,0,13,..,3,0,3,0,3,..,102,13,122,0,122,..,37,3,35,0,35,..,176,4,179,3,181,..,66,0,66,0,71,..,202,6,208,4,217,..,43
213051368,3910,..,..,..,..,3910,..,4,0,4,0,4,..,30,5,33,0,33,..,0,0,0,0,0,..,29,3,30,0,30,..,25,10,34,0,34,..,0,0,0,0,0,..,52,17,68,0,68,..,10,0,10,0,10,..,3,0,3,0,3,..,6,0,12,0,12,..,12,0,12,0,12,..,39,3,46,0,46,..,17,0,17,0,17,..,45,3,43,0,43,..,58,5,68,0,64,..,14,0,14,0,14,..,10,0,11,0,11,..,42,0,40,0,43,..,182,14,197,3,201,..,336,37,368,9,374,..,0,0,0,0,0,..,3,0,7,0,7,..,52,0,52,0,52,..,20,0,23,0,23,..,10,3,10,0,10,..,11,5,11,0,15,..,10,3,11,0,11,..,6,0,6,0,6,..,16,3,20,0,20,..,20,0,20,0,20,..,4,0,4,0,4,..,13,0,18,0,18,..,9
213051369,7463,..,..,..,..,7463,..,12,0,12,0,12,..,83,3,88,0,90,..,0,0,0,0,0,..,25,6,35,0,35,..,85,12,97,0,96,..,6,0,6,0,6,..,117,14,133,0,134,..,18,0,18,0,14,..,4,0,4,0,4,..,18,0,18,3,25,..,20,0,22,0,22,..,42,0,42,0,42,..,109,4,114,4,113,..,286,14,306,4,310,..,350,39,390,0,391,..,91,10,99,0,99,..,99,12,107,0,107,..,126,9,132,0,132,..,1059,86,1144,4,1150,..,47,6,51,0,51,..,3,0,4,0,4,..,6,3,10,0,8,..,23,0,20,0,20,..,41,3,40,0,40,..,8,0,12,0,12,..,20,3,25,0,25,..,18,0,18,0,18,..,46,7,53,3,57,..,45,3,47,0,50,..,76,0,78,0,78,..,26,3,27,0,27,..,126,0,126,0,126,..,35
213051464,3502,..,..,..,..,3502,..,52,0,52,0,52,..,71,0,71,0,69,..,0,0,0,0,0,..,89,26,117,0,117,..,343,153,496,4,506,..,22,13,38,0,38,..,462,191,655,4,663,..,25,0,25,0,25,..,3,0,3,0,3,..,33,0,33,0,33,..,10,0,12,0,12,..,51,6,49,0,49,..,33,3,41,0,41,..,162,3,166,0,166,..,104,3,111,3,113,..,24,0,28,0,28,..,53,6,56,0,56,..,28,4,32,0,35,..,401,23,427,5,425,..,72,3,77,0,77,..,6,3,11,0,11,..,48,12,59,0,59,..,41,4,43,0,41,..,25,0,25,0,25,..,20,3,18,0,18,..,17,0,21,0,21,..,28,4,35,0,35,..,26,0,25,0,30,..,22,4,26,0,26,..,28,0,28,0,28,..,40,6,43,0,43,..,34,0,34,0,34,..,15
213051465,6236,..,..,..,..,6236,..,42,0,40,0,39,..,185,18,200,3,202,..,0,0,0,0,0,..,176,54,230,0,230,..,538,234,769,7,777,..,30,7,35,0,35,..,743,294,1035,7,1043,..,41,9,50,0,56,..,24,0,26,0,26,..,19,5,26,0,26,..,30,0,30,0,30,..,120,8,129,3,132,..,59,0,61,0,62,..,470,18,487,5,491,..,160,10,168,0,167,..,68,3,73,5,75,..,112,6,120,0,121,..,137,3,142,0,143,..,1012,35,1046,15,1055,..,85,3,88,0,94,..,22,5,22,0,22,..,61,21,79,0,79,..,107,4,111,3,112,..,51,3,57,0,57,..,32,3,40,0,40,..,32,0,32,0,32,..,52,3,51,0,51,..,39,5,40,0,42,..,74,10,87,0,87,..,63,3,64,0,63,..,177,15,192,0,188,..,130,0,135,0,135,..,40
213051466,3299,..,..,..,..,3299,..,44,0,42,0,42,..,37,3,35,0,35,..,0,0,0,0,0,..,172,28,196,3,199,..,501,183,684,3,686,..,25,10,32,0,32,..,700,218,914,3,919,..,17,0,19,0,19,..,11,0,11,0,11,..,47,3,46,0,46,..,7,0,13,0,13,..,46,3,47,0,47,..,57,0,59,0,59,..,429,18,444,0,448,..,150,7,161,0,161,..,58,0,60,0,60,..,81,8,91,0,91,..,218,8,224,0,221,..,996,44,1037,0,1039,..,44,4,46,0,46,..,20,3,24,0,24,..,94,41,138,0,138,..,38,0,40,0,40,..,22,0,20,0,20,..,19,3,16,0,16,..,25,0,24,0,24,..,24,7,27,0,27,..,61,3,68,0,68,..,24,3,20,0,20,..,81,0,79,0,81,..,140,9,148,0,148,..,70,0,66,0,69,..,28
213051467,5812,..,..,..,..,5812,..,3,0,3,0,3,..,148,33,181,4,189,..,0,0,0,0,0,..,31,5,35,0,35,..,78,24,107,0,102,..,3,0,3,0,3,..,114,36,148,0,151,..,34,8,35,0,35,..,5,0,5,0,5,..,19,0,23,0,23,..,11,0,17,0,17,..,62,6,64,0,70,..,96,3,102,0,102,..,175,4,180,0,182,..,229,33,254,0,257,..,49,3,50,0,46,..,73,0,74,0,74,..,60,5,59,0,59,..,664,47,718,8,721,..,125,27,153,3,157,..,13,0,13,0,13,..,11,3,15,0,15,..,20,0,21,0,20,..,42,6,47,0,47,..,25,19,47,0,47,..,35,6,46,0,46,..,10,3,15,0,15,..,32,3,37,0,37,..,31,12,36,0,36,..,44,0,42,0,42,..,22,0,22,0,22,..,73,3,77,0,77,..,12
213051468,4513,..,..,..,..,4513,..,3,0,3,0,3,..,39,5,41,3,43,..,0,0,0,0,0,..,4,0,8,0,8,..,32,3,41,0,41,..,4,3,4,0,4,..,44,5,44,0,44,..,11,0,15,0,15,..,5,0,5,0,5,..,14,0,14,0,14,..,8,0,8,0,8,..,27,0,27,0,25,..,39,3,47,0,47,..,54,0,61,0,63,..,79,5,90,0,93,..,10,0,10,0,10,..,11,0,11,0,11,..,23,0,23,3,26,..,230,18,243,5,250,..,92,9,96,0,101,..,5,0,6,0,6,..,3,3,5,0,5,..,13,3,16,0,16,..,26,0,30,0,28,..,8,0,8,0,8,..,19,3,19,0,19,..,3,4,3,0,3,..,5,0,6,0,6,..,12,4,14,0,14,..,12,0,12,0,8,..,7,0,8,0,8,..,33,0,33,0,33,..,4
214011370,7884,..,..,..,..,7884,..,10,0,12,0,12,..,65,4,75,0,75,..,0,0,0,0,0,..,13,3,16,0,16,..,47,13,59,5,67,..,5,0,8,0,8,..,59,23,80,5,82,..,20,0,20,0,20,..,34,3,37,0,35,..,29,0,35,0,35,..,33,0,32,0,32,..,73,8,80,0,81,..,12,0,17,0,17,..,109,6,117,3,118,..,60,5,64,0,64,..,48,8,52,0,52,..,15,0,15,0,15,..,44,0,44,0,44,..,280,17,295,3,301,..,72,5,77,0,77,..,3,0,3,0,3,..,3,0,0,0,0,..,9,0,14,0,14,..,6,0,6,0,6,..,3,0,6,0,6,..,17,0,22,0,25,..,36,4,37,0,37,..,32,3,41,0,41,..,28,3,25,0,25,..,49,0,49,0,49,..,9,0,11,0,11,..,63,0,63,0,69,..,7
214011371,8663,..,..,..,..,8663,..,10,0,10,0,10,..,38,5,39,0,46,..,0,0,0,0,0,..,36,5,40,0,40,..,100,31,131,0,134,..,5,3,9,0,9,..,140,42,178,0,182,..,25,3,30,0,31,..,30,0,30,0,30,..,29,0,29,0,29,..,50,3,50,3,58,..,101,13,114,0,115,..,0,0,0,0,0,..,30,3,32,0,32,..,31,0,31,0,31,..,25,0,23,0,23,..,8,0,8,0,8,..,13,0,13,0,13,..,108,9,111,0,113,..,55,3,52,0,52,..,9,0,16,0,16,..,3,3,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,18,0,18,0,18,..,22,4,26,0,26,..,40,19,58,0,58,..,11,3,15,0,11,..,24,8,29,0,29,..,13,0,13,0,13,..,17,0,17,0,17,..,23,0,23,0,23,..,10
214011372,7642,..,..,..,..,7642,..,6,0,6,0,6,..,43,10,47,0,47,..,0,0,0,0,0,..,24,11,35,0,31,..,53,13,70,0,70,..,3,0,8,0,8,..,78,29,110,0,108,..,13,0,19,0,19,..,7,0,7,0,7,..,19,0,19,0,22,..,34,0,37,0,37,..,77,9,82,0,83,..,0,0,0,0,0,..,28,3,25,0,25,..,24,0,24,0,24,..,9,0,9,0,9,..,10,0,10,0,10,..,3,0,8,0,9,..,72,0,74,0,80,..,49,3,50,0,51,..,13,0,13,0,13,..,0,3,7,0,7,..,7,0,5,0,5,..,6,0,9,0,9,..,7,0,7,0,7,..,22,4,26,0,26,..,24,5,32,0,32,..,16,0,13,0,13,..,27,3,34,0,34,..,13,0,13,0,13,..,10,3,15,0,17,..,16,0,16,0,16,..,7
214011373,7601,..,..,..,..,7601,..,16,0,16,0,16,..,25,0,25,4,26,..,0,0,0,0,0,..,18,7,23,0,24,..,36,17,55,0,55,..,0,0,0,0,0,..,57,18,75,0,78,..,11,0,11,0,11,..,21,0,27,0,27,..,14,0,14,0,14,..,55,0,57,0,57,..,95,5,104,0,104,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,83,5,90,0,89,..,12,0,15,0,15,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,17,0,17,..,22,0,25,0,25,..,0,0,0,0,0,..,21,3,20,0,20,..,0,0,0,0,0,..,3,0,3,0,5,..,4,0,4,0,4,..,3
214011374,10484,..,..,..,..,10484,..,10,0,10,0,10,..,25,3,30,0,30,..,0,0,0,0,0,..,9,0,8,0,8,..,31,6,37,0,33,..,0,0,0,0,0,..,38,12,49,0,49,..,19,3,24,0,24,..,33,0,35,0,34,..,13,0,13,0,13,..,36,0,34,0,34,..,53,7,62,0,63,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,13,0,16,0,16,..,55,6,63,3,63,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,24,0,24,0,24,..,8,0,10,0,10,..,9,0,9,0,9,..,3,4,4,0,4,..,8,0,8,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,0
214011375,6745,..,..,..,..,6745,..,11,0,11,0,11,..,22,3,28,0,26,..,6,0,6,0,6,..,17,0,19,0,19,..,33,13,43,0,47,..,0,0,3,0,3,..,50,15,65,0,69,..,7,0,7,0,7,..,17,0,19,0,19,..,29,0,29,0,29,..,48,0,48,0,48,..,72,8,80,0,80,..,4,0,4,0,4,..,11,0,13,0,13,..,8,3,7,0,7,..,10,0,6,0,6,..,3,0,3,0,3,..,6,0,9,0,9,..,35,4,42,0,42,..,47,3,51,0,51,..,6,0,6,0,6,..,3,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,5,0,5,..,24,0,24,0,24,..,50,8,52,0,52,..,9,0,9,0,9,..,12,0,19,0,19,..,9,0,9,0,9,..,14,0,14,0,14,..,3,0,3,0,3,..,0
214011376,5190,..,..,..,..,5190,..,52,0,57,0,59,..,18,0,23,0,23,..,0,0,0,0,0,..,16,3,18,0,18,..,49,23,69,0,69,..,4,3,10,0,10,..,72,24,95,0,95,..,21,0,18,0,22,..,12,0,12,0,12,..,11,0,12,0,12,..,17,0,17,0,17,..,63,0,63,3,62,..,0,0,0,0,0,..,37,0,38,0,38,..,29,3,27,0,32,..,35,0,36,0,36,..,3,0,3,0,3,..,12,0,12,0,12,..,119,9,126,0,128,..,32,5,42,4,41,..,7,0,7,0,7,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,13,3,16,0,16,..,15,3,17,0,17,..,10,0,12,0,12,..,18,4,23,0,23,..,32,0,32,0,32,..,0,0,0,0,0,..,35,0,35,0,35,..,7
214021377,4554,..,..,..,..,4554,..,5,0,5,0,5,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,3,0,3,..,7,3,6,0,6,..,12,0,14,0,16,..,17,0,17,0,17,..,14,0,13,0,13,..,22,0,22,0,22,..,125,22,143,3,148,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,111,11,119,0,119,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
214021378,2418,..,..,..,..,2418,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,9,0,9,0,9,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,3,3,..,11,0,11,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
