SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED23702,93,11,21,14,21,17,12,6,278,0,0,0,0,0,0,0,0,0,0,3,250,99,182,29,36,30,34,29,15,17,712,551,109,107,27,14,14,5,7,0,24,851,105,72,90,12,14,7,9,5,3,3,318,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,106,71,89,12,14,9,12,7,8,3,333,3,0,0,0,0,0,0,0,0,0,3,662,178,192,39,33,24,15,12,8,28,1188,1333,132,115,9,11,10,3,3,3,43,1657,174,36,34,6,3,0,17,0,0,4,284,6,5,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,184,39,44,6,3,4,17,0,0,7,315,0,0,0,0,0,0,0,0,0,0,0,1521,170,156,16,22,8,20,3,4,59,1975,1621,62,26,5,0,0,4,4,5,41,1761,256,10,7,4
SED23806,1029,179,265,367,400,408,227,99,3617,0,0,0,0,0,0,0,0,0,0,0,667,490,1321,272,408,476,493,516,272,137,5050,592,218,195,47,34,32,31,21,20,32,1224,505,312,401,69,88,118,86,104,57,40,1774,10,16,39,14,11,17,25,28,14,12,179,5,0,0,0,0,0,0,0,0,0,4,518,327,444,84,98,132,105,131,65,51,1956,0,0,0,0,0,0,0,0,0,3,5,1112,541,637,133,139,164,131,153,83,87,3185,934,134,69,12,15,14,9,15,0,23,1227,612,121,101,17,20,24,14,13,14,18,952,46,18,67,9,18,17,9,21,15,11,223,3,0,0,0,0,0,0,0,0,0,0,655,137,160,25,35,39,27,38,27,33,1180,0,0,0,0,0,0,0,0,0,0,0,1592,269,232,40,50,50,38,48,27,60,2404,918,48,24,7,4,8,9,0,5,18,1039,612,32,14,0
SED23901,680,157,168,198,171,213,93,47,2262,0,0,0,0,0,0,0,0,0,4,11,553,320,849,213,214,252,215,250,112,70,3043,506,203,191,36,21,11,8,12,4,28,1023,516,430,424,84,82,62,52,54,25,21,1754,29,30,46,12,13,22,11,17,4,3,181,0,7,3,0,0,0,0,0,0,0,11,542,462,476,97,95,87,59,76,32,30,1954,0,0,0,0,0,0,0,0,0,3,4,1053,662,665,124,115,96,70,89,38,61,2982,782,88,49,20,9,8,7,12,4,13,989,796,175,116,23,19,7,13,8,14,27,1200,82,33,42,12,8,10,11,8,9,9,219,3,0,0,0,0,0,0,0,0,0,3,889,210,156,33,22,16,22,16,20,37,1426,0,0,0,0,0,0,0,0,0,0,0,1670,296,205,55,36,17,30,24,23,53,2412,826,28,19,3,8,6,0,0,0,22,911,936,37,30,3
SED24006,579,100,114,142,137,148,79,59,2131,0,0,0,0,0,0,0,0,0,0,0,575,476,698,147,144,184,165,181,88,84,2741,476,131,114,22,30,10,15,23,7,21,863,751,387,395,55,65,56,74,69,43,32,1922,16,39,81,24,37,36,74,58,30,24,404,4,7,0,0,0,0,0,0,0,0,15,777,430,476,77,96,95,144,122,66,50,2339,0,0,0,0,0,0,0,0,0,0,3,1257,557,594,98,130,106,167,145,76,76,3205,896,140,68,18,10,3,6,13,0,23,1183,1451,240,185,38,31,36,40,30,13,29,2078,153,57,148,29,34,42,48,44,18,30,596,12,3,0,0,0,0,0,0,0,0,9,1605,301,333,70,68,72,81,68,28,57,2685,0,0,0,0,0,0,0,0,0,3,3,2503,440,402,83,76,84,90,83,32,79,3870,926,54,24,6,7,0,3,3,0,27,1048,1356,62,38,7
SED24105,2088,257,387,418,373,352,181,135,6149,0,0,3,0,0,0,0,0,0,8,11,1537,860,2210,279,426,444,386,375,189,169,6870,510,130,123,22,18,15,12,12,6,17,876,1927,828,926,80,93,97,81,59,22,65,4175,450,271,279,47,64,71,60,35,20,32,1348,15,6,4,0,0,4,0,0,0,3,39,2400,1105,1208,132,164,172,141,95,45,102,5557,0,0,0,0,0,0,0,0,0,4,10,2910,1241,1333,152,174,185,158,113,53,124,6439,712,130,101,5,9,6,3,5,9,19,996,2444,347,265,31,34,41,29,26,10,52,3279,1126,212,181,51,53,61,50,44,28,79,1897,20,6,0,0,0,0,0,0,0,3,33,3598,566,449,84,90,97,77,73,46,138,5207,4,0,0,0,0,0,0,0,0,3,6,4304,699,547,90,98,111,75,77,48,156,6210,888,71,25,3,3,0,3,0,3,24,1016,1932,100,42,6
SED24207,1860,295,316,308,255,267,149,145,5858,0,3,0,0,0,0,0,0,0,103,108,1777,1053,2017,330,351,343,282,291,168,277,6889,615,149,132,21,18,19,14,12,0,25,1009,2608,1253,1243,135,151,111,117,77,51,83,5825,350,212,250,45,38,49,44,41,23,34,1080,20,15,9,0,0,0,0,0,0,4,49,2976,1475,1503,176,186,158,159,122,73,125,6959,3,0,0,0,0,0,0,0,0,78,81,3594,1624,1637,200,211,174,174,128,73,225,8053,635,89,102,19,15,3,9,4,4,35,904,2782,551,488,46,59,53,31,34,8,74,4133,905,147,143,28,30,32,23,28,23,65,1423,26,4,5,0,0,0,0,0,0,4,40,3716,703,635,77,94,86,53,61,33,139,5595,5,0,0,0,0,0,0,0,0,57,61,4357,792,729,94,105,88,63,64,43,230,6571,714,44,19,9,3,0,5,3,5,27,822,2499,208,100,17
SED24308,387,76,79,107,62,79,61,23,1125,0,0,0,0,0,0,0,0,0,78,83,296,148,464,96,102,118,76,87,66,128,1573,253,63,63,14,19,7,5,6,3,20,455,208,124,207,30,25,29,15,19,9,16,674,17,26,43,13,16,31,17,24,15,11,207,7,0,8,0,0,0,0,0,0,0,12,234,146,256,36,46,59,35,44,22,23,895,0,0,0,0,0,0,0,0,0,70,70,484,214,317,54,58,65,38,52,22,110,1421,650,60,68,8,5,4,3,0,0,17,814,463,96,83,14,10,5,7,8,8,16,696,70,12,47,4,16,20,12,17,8,13,218,10,0,3,0,0,0,0,0,0,3,10,541,109,134,20,27,29,14,16,17,24,928,3,0,0,0,0,0,0,0,0,43,44,1195,167,197,26,31,32,16,18,20,84,1792,1020,25,15,0,3,4,0,0,0,28,1091,680,35,17,0
SED24408,152,26,31,29,23,19,7,12,340,0,0,0,0,0,0,0,0,0,0,3,56,37,203,35,44,43,34,24,16,17,506,111,41,36,3,6,3,3,4,0,8,223,18,42,99,15,19,17,5,11,6,3,223,3,3,19,0,0,3,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,4,21,44,116,11,15,17,5,11,7,5,265,0,0,0,0,0,0,0,0,0,0,0,130,90,157,17,24,23,9,12,7,18,481,277,42,28,5,7,3,0,0,0,19,386,36,21,30,0,4,5,0,0,0,5,111,3,0,19,0,3,0,5,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,35,21,53,4,6,12,5,0,0,9,148,3,0,0,0,0,0,0,0,0,0,3,317,63,83,9,14,10,3,5,0,25,531,457,18,25,4,6,4,0,0,0,16,527,69,11,8,0
SED24504,66,14,8,22,32,26,13,11,230,0,0,0,0,0,0,0,0,0,0,0,100,43,137,23,23,24,47,36,16,20,473,346,175,118,31,11,7,4,4,3,23,725,73,50,49,3,13,15,3,6,0,3,223,6,4,3,0,0,3,3,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,78,53,58,3,12,15,6,6,0,3,244,0,0,0,0,0,0,0,0,0,0,4,429,228,175,34,27,24,12,10,3,32,971,909,131,81,4,4,5,13,0,0,38,1184,151,20,36,5,0,3,0,0,0,4,221,3,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,153,25,36,5,0,3,3,0,0,8,241,0,0,0,0,0,0,0,0,0,0,0,1064,156,115,14,4,9,13,0,3,47,1427,1137,49,22,6,4,0,3,0,0,36,1259,240,3,6,0
SED24606,843,149,236,264,348,309,162,53,2854,0,0,0,0,0,0,0,0,0,0,3,515,351,1070,229,336,342,420,389,206,80,3935,514,189,148,35,31,37,23,26,12,33,1047,381,263,305,34,46,55,68,61,33,15,1267,4,6,20,3,6,0,24,14,7,0,84,0,3,3,0,0,0,0,0,0,0,8,384,275,328,36,56,55,89,74,42,11,1354,0,0,0,0,0,0,0,0,0,0,0,898,461,479,68,89,89,116,104,54,46,2404,809,111,53,7,6,8,13,10,4,16,1039,514,105,57,14,11,7,20,16,4,22,767,26,6,31,13,4,8,16,11,4,20,136,3,0,0,0,0,0,0,0,0,0,4,549,120,91,26,14,10,29,27,8,38,912,0,0,0,0,0,0,0,0,0,0,3,1356,230,150,33,23,26,45,29,13,51,1948,926,33,12,4,0,4,3,3,4,15,1015,594,35,18,0
SED24703,3288,917,1257,1656,2331,2925,1907,856,17445,0,0,0,0,0,3,0,0,0,36,46,1782,1873,4131,1185,1585,1990,2750,3446,2268,1059,22074,752,336,386,81,88,67,65,81,40,50,1956,873,585,786,188,216,167,252,290,172,117,3649,39,75,92,23,35,43,64,84,58,62,571,8,5,3,0,0,0,0,0,3,3,32,921,661,884,215,251,210,314,373,232,182,4256,0,0,0,0,0,0,0,0,0,27,28,1681,1002,1268,298,338,282,381,454,271,258,6240,757,126,91,26,26,19,28,22,24,40,1157,788,194,157,36,37,30,36,43,30,66,1414,120,65,119,25,34,45,34,53,54,69,624,13,0,0,0,0,0,0,0,0,0,13,924,258,276,60,67,77,72,97,82,135,2052,0,0,0,0,0,0,0,0,0,16,15,1680,385,367,88,92,95,100,117,106,191,3224,777,32,31,18,11,7,11,10,3,23,926,673,65,43,14
SED24808,795,115,91,111,120,87,48,38,1938,0,0,0,0,0,0,0,0,0,3,3,466,388,939,140,129,133,146,112,50,59,2567,437,147,175,25,29,24,8,4,8,31,895,420,393,573,59,55,47,50,43,15,32,1689,23,35,53,11,10,7,15,9,4,3,157,6,6,6,0,3,0,0,0,0,0,24,452,431,629,71,64,60,60,57,20,37,1872,0,0,0,0,0,0,0,0,0,0,7,887,582,805,95,98,80,70,55,26,68,2776,921,108,125,18,8,12,3,3,0,51,1249,535,186,213,15,18,11,12,25,5,24,1045,54,33,36,6,8,13,6,7,9,5,189,4,3,3,0,3,0,0,0,0,0,8,591,221,252,29,26,26,24,37,19,30,1249,0,0,0,0,0,0,0,0,0,3,5,1512,331,371,44,42,42,22,41,17,83,2502,1255,38,33,6,5,4,3,7,0,34,1385,702,57,49,6
SED24904,251,51,101,95,83,114,94,106,1041,0,0,0,0,0,0,0,0,3,4,10,139,91,310,73,120,111,95,135,116,126,1319,130,50,38,7,9,10,4,3,0,17,260,130,93,146,31,22,28,16,18,8,11,506,32,16,38,17,11,9,5,15,6,17,165,0,0,0,0,0,0,0,0,0,3,10,163,110,184,42,37,38,27,32,19,34,682,0,0,0,0,0,0,0,0,0,0,3,286,159,220,56,43,44,29,37,22,46,939,325,39,19,3,8,12,6,7,4,12,426,200,56,50,10,9,5,6,4,7,18,368,62,17,36,15,20,15,3,10,5,9,188,0,0,0,0,0,0,0,0,0,0,0,265,75,88,24,20,17,7,9,16,31,559,3,0,0,0,0,0,0,0,0,0,3,594,108,107,26,27,28,14,18,20,45,989,404,10,9,0,0,0,0,0,0,24,450,218,27,15,4
SED25003,1429,189,218,314,229,157,120,58,3668,0,0,0,0,0,0,0,0,0,7,5,720,534,1545,201,254,333,252,177,133,73,4226,301,95,77,24,19,17,10,17,4,18,585,776,721,962,107,124,107,58,63,27,41,2977,39,44,104,21,22,35,17,10,9,11,302,11,4,5,0,0,0,0,0,0,0,29,821,769,1068,123,144,136,71,77,35,51,3310,0,0,0,0,0,0,0,0,0,0,3,1127,871,1143,147,163,157,88,96,32,70,3891,731,70,47,11,13,9,3,0,0,26,903,1625,307,296,23,39,31,15,21,13,47,2427,191,47,50,14,15,25,10,14,12,39,411,8,0,5,0,0,0,0,0,0,4,15,1827,360,353,38,55,56,25,32,23,85,2858,3,0,0,0,0,0,0,0,0,0,3,2560,426,395,49,65,65,31,32,27,119,3763,884,35,20,4,0,3,0,3,0,26,977,1856,108,58,7
SED25102,105,14,38,20,29,14,9,11,304,0,0,0,0,0,0,0,0,0,0,0,195,82,162,26,48,35,34,21,15,20,654,508,191,151,29,22,17,20,9,0,20,955,129,110,128,20,17,20,16,12,5,0,448,3,3,11,0,0,3,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,130,111,141,20,25,19,13,12,6,3,477,0,0,0,0,0,0,0,0,0,0,4,640,306,286,45,40,43,31,19,10,26,1442,1154,123,107,13,7,4,0,4,0,28,1436,225,62,44,3,5,3,0,0,0,0,351,5,0,9,0,3,0,4,0,0,0,17,4,0,0,0,0,0,0,0,0,0,3,233,68,51,3,5,3,4,0,0,5,367,0,0,0,0,0,0,0,0,0,0,0,1388,186,157,17,14,12,3,8,0,30,1807,1486,47,30,4,3,10,0,3,0,41,1617,271,12,6,3
SED25205,326,55,64,72,52,65,35,26,1020,0,0,0,0,0,0,0,0,0,3,6,432,250,491,111,141,120,96,83,51,43,1824,581,284,274,73,62,40,40,22,18,28,1418,369,303,315,36,66,52,47,38,17,14,1257,8,8,22,0,6,7,13,9,0,3,79,0,4,4,0,0,0,0,0,0,0,8,381,320,339,36,76,63,54,49,18,18,1350,0,0,0,0,0,0,0,0,0,0,0,961,603,616,115,136,102,90,68,32,40,2768,1088,214,170,14,36,28,14,12,3,26,1606,759,141,87,16,9,16,8,6,9,19,1073,51,13,16,7,3,3,7,6,3,0,119,7,0,3,0,0,0,0,0,0,0,12,814,155,109,20,20,15,12,15,12,22,1197,3,0,0,0,0,0,0,0,0,0,3,1905,373,278,38,54,45,33,31,17,48,2808,1092,58,45,3,3,6,0,3,0,17,1225,836,24,20,3
SED25302,59,11,19,15,15,5,12,3,183,0,0,0,0,0,0,0,0,0,0,0,158,81,170,49,31,38,37,18,23,24,630,490,268,303,72,66,54,38,27,11,33,1354,112,70,90,14,12,9,10,5,6,10,346,5,0,9,0,0,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,118,77,98,20,12,9,18,9,6,10,369,0,0,0,0,0,0,0,0,0,0,3,601,340,398,93,81,64,51,31,15,48,1727,1262,329,341,45,32,34,22,13,4,32,2118,203,43,40,8,3,3,7,5,0,3,325,3,0,3,0,0,0,4,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,207,43,47,8,3,4,14,10,0,7,342,0,0,0,0,0,0,0,0,0,0,0,1474,372,390,53,38,37,31,21,4,41,2462,1388,110,64,14,6,10,8,0,3,32,1632,256,19,10,4
SED25402,178,23,31,46,34,38,17,16,451,0,0,0,0,0,0,0,0,0,0,0,116,77,215,31,41,54,39,46,27,25,675,220,38,48,13,12,8,11,6,3,9,364,50,67,144,14,30,8,23,11,10,10,364,3,4,8,4,0,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,58,77,160,12,28,10,26,12,11,12,401,0,0,0,0,0,0,0,0,0,0,0,273,113,210,28,37,16,37,14,11,24,772,488,36,48,8,4,3,3,0,3,33,628,129,56,65,5,7,8,4,9,3,6,283,7,9,14,3,0,0,3,5,0,3,42,0,0,0,0,0,0,0,0,0,0,7,140,68,77,6,3,6,6,9,3,14,337,0,0,0,0,0,0,0,0,0,0,0,626,101,125,17,8,10,9,9,7,42,961,876,24,27,10,3,7,0,3,0,33,991,267,21,13,4
SED25501,1220,207,203,232,273,278,159,88,3913,0,0,0,0,0,0,0,0,0,3,3,776,783,1327,228,225,259,300,305,178,119,4493,361,109,91,21,28,13,18,19,17,17,695,1001,1046,969,166,191,168,192,194,127,57,4109,37,90,132,49,47,80,85,75,41,32,664,3,5,4,0,0,0,0,0,0,0,16,1043,1142,1110,219,237,251,275,265,165,89,4788,0,3,0,0,0,0,0,0,0,0,4,1403,1251,1195,242,262,263,296,289,184,101,5483,648,132,101,17,11,18,7,8,7,12,959,1945,596,540,113,88,82,58,65,27,44,3546,215,104,234,51,59,76,66,58,31,57,943,6,6,3,0,0,0,0,0,0,0,18,2162,706,775,161,146,156,122,124,59,95,4508,0,0,0,0,0,0,0,0,0,0,4,2815,833,875,177,159,167,133,126,63,111,5467,797,61,15,0,3,3,0,3,0,17,902,1911,141,91,12
SED25605,1826,217,290,351,368,293,172,117,4942,0,0,0,0,0,0,0,0,0,0,4,913,773,1949,236,320,376,395,309,187,141,5597,435,113,100,17,12,13,16,12,3,24,750,1120,723,892,101,106,117,107,78,22,45,3330,100,87,140,26,35,41,35,24,26,24,538,4,3,7,0,0,6,0,0,0,0,17,1225,814,1039,133,148,159,142,105,48,70,3886,0,0,0,0,0,0,0,0,0,0,4,1659,931,1136,154,161,173,159,118,53,97,4643,687,107,86,11,13,6,6,3,0,28,939,1838,377,364,40,43,31,25,23,0,42,2793,393,107,130,33,31,43,37,30,14,37,849,11,0,0,0,0,3,0,0,0,3,19,2246,482,500,74,73,79,58,50,16,81,3662,0,0,0,0,0,0,0,0,0,5,10,2933,588,584,86,83,87,68,53,19,111,4609,929,51,23,3,0,0,0,0,0,17,1030,2024,125,60,10
SED25704,170,38,48,52,52,46,17,21,472,0,0,0,0,0,0,0,0,0,0,0,47,46,212,49,58,60,60,53,24,28,646,106,37,28,7,4,9,8,4,4,11,213,29,41,144,19,25,25,15,12,5,8,319,3,11,23,3,15,9,0,7,0,5,66,0,0,0,0,0,0,0,0,0,0,0,33,46,161,27,33,29,15,14,8,12,390,0,0,0,0,0,0,0,0,0,0,0,145,87,190,27,42,40,22,23,10,27,609,280,26,11,7,10,9,4,3,0,28,371,66,33,33,10,3,10,0,4,0,7,163,5,9,8,12,9,3,3,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,69,38,44,15,14,13,5,5,0,11,221,4,0,0,0,0,0,0,0,0,0,3,348,68,56,26,20,16,8,9,3,37,597,414,16,15,3,3,4,3,3,0,17,477,99,8,10,0
SED25802,126,13,19,14,31,29,9,14,299,0,0,0,0,0,0,0,0,0,0,0,126,56,187,27,35,27,39,33,10,29,571,272,73,50,7,17,9,4,4,3,13,457,82,48,77,9,4,4,8,4,0,11,256,3,4,5,0,3,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,89,56,80,14,9,4,8,5,0,17,282,0,0,0,0,0,0,0,0,0,0,3,361,132,134,23,23,12,14,11,8,29,742,655,69,55,10,10,6,6,0,0,32,849,131,19,35,4,6,3,0,5,0,11,207,4,5,10,5,0,0,7,3,0,5,33,0,0,0,0,0,0,0,0,0,0,0,134,27,42,4,5,3,5,4,0,12,241,0,0,0,0,0,0,0,0,0,0,0,790,93,102,16,18,7,8,8,0,50,1092,1015,38,25,4,7,3,0,0,0,36,1123,193,10,3,3
SED25905,991,145,172,241,196,139,103,73,3353,0,0,0,0,0,0,0,0,0,0,3,1167,636,1098,169,208,254,210,146,103,89,4088,524,128,111,17,24,13,7,5,0,23,854,1121,692,805,93,89,87,53,52,30,31,3050,59,79,110,17,36,34,14,16,11,11,387,16,3,9,0,0,3,0,0,0,0,27,1198,772,925,104,121,125,71,66,44,43,3466,0,0,0,0,0,0,0,0,0,0,4,1723,899,1035,125,149,139,80,71,48,69,4324,1137,101,95,9,10,7,9,9,0,34,1411,2024,405,307,42,33,34,31,11,7,49,2945,247,88,74,7,19,31,23,8,14,25,529,12,5,3,0,0,0,0,0,0,3,17,2282,495,388,50,53,60,51,19,20,74,3493,0,0,0,0,0,0,0,0,0,0,0,3419,597,479,57,64,70,58,27,23,116,4907,1380,51,28,3,0,6,0,0,3,36,1510,2163,126,56,13
SED26005,1624,267,272,261,203,205,113,73,4471,0,0,3,0,0,0,0,0,0,8,14,1161,931,1805,298,315,290,218,221,124,110,5484,897,263,224,40,44,28,28,24,4,36,1596,1327,1248,1478,181,162,134,95,98,42,59,4821,88,151,220,44,41,63,29,28,30,11,698,10,9,15,0,3,4,0,0,0,0,44,1422,1416,1711,221,204,198,122,128,68,65,5564,0,0,0,0,0,0,0,0,0,3,4,2326,1672,1937,266,247,225,153,158,75,102,7162,1449,358,231,31,15,12,18,6,3,37,2155,1969,665,529,58,45,32,39,19,12,50,3414,251,143,163,30,23,33,16,16,15,19,704,17,10,0,0,0,0,0,0,0,3,31,2239,814,691,90,68,67,51,36,23,73,4145,0,0,0,0,0,0,0,0,0,0,3,3686,1164,918,119,84,75,68,42,26,115,6305,1347,137,59,5,11,6,0,3,3,16,1595,1639,198,91,8
SED26102,52,13,10,6,12,11,3,9,161,0,0,0,0,0,0,0,0,0,0,0,106,54,120,30,25,20,21,23,10,24,438,303,89,85,17,3,12,7,3,5,21,553,45,40,57,14,13,12,8,7,7,3,193,0,0,0,3,0,6,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,47,42,59,14,10,12,8,7,3,8,212,0,0,0,0,0,0,0,0,0,0,4,353,133,137,27,18,25,17,13,9,28,760,693,101,84,11,4,3,0,3,3,38,940,135,24,28,4,6,0,3,0,0,9,222,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,136,32,34,4,6,0,3,0,0,9,233,3,0,0,0,0,0,0,0,0,0,3,835,128,115,15,8,7,9,3,5,47,1172,1185,36,29,6,0,0,0,0,0,60,1329,288,13,4,0
SED26207,336,55,74,122,84,62,46,37,1163,0,0,0,0,0,0,0,0,0,0,0,330,185,435,89,99,141,105,77,50,56,1573,324,114,103,30,8,11,10,7,4,22,624,521,211,256,36,49,42,39,37,15,29,1228,20,8,21,3,8,19,9,3,4,3,103,3,3,0,0,0,3,0,0,0,0,11,548,219,284,39,55,61,43,37,17,33,1339,0,0,0,0,0,0,0,0,0,0,0,870,335,384,70,63,70,49,48,21,57,1969,610,63,25,7,9,4,3,0,3,20,757,1002,119,79,18,13,16,7,3,7,38,1294,116,20,11,8,5,15,0,7,7,13,195,5,0,0,0,0,0,0,0,0,0,3,1123,136,87,24,24,30,10,11,13,51,1501,0,0,0,0,0,0,0,0,0,3,3,1730,198,117,28,32,37,13,16,14,73,2258,760,22,13,0,5,3,0,0,0,25,832,1354,27,13,0
