SED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SED23602,0,9,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,21,0,25,0,25,..,8,3,15,0,15,..,0,0,0,0,0,..,12,0,12,0,12,..,43,3,45,0,42,..,5,0,5,0,5,..,44,0,52,0,53,..,23,0,28,0,28,..,122,4,125,3,133,..,22,6,28,0,28,..,12,3,18,0,18,..,17,3,18,0,18,..,0,0,0,0,0,..,27,16,44,0,44,..,172,30,202,6,210,..,1018,163,1181,11,1198,..,71,4,75,2140,2220,25068,1098,165,1258,2152,28478,49490,..,..,..,..,49490,..,43,0,43,0,43,..,26,0,29,3,36,..,8,0,8,0,10,..,23,7,32,0,32,..,83,46,130,4,136,..,0,3,4,0,4,..,109,53,165,4,168,..,32,0,32,0,32,..,136,4,143,0,143,..,51,3,56,0,56,..,136,6,137,0,137
SED23702,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,3,0,3,0,3,..,31,6,35,0,35,..,21,3,24,3,29,..,15,0,15,0,15,..,23,3,25,0,26,..,53,3,58,0,58,..,21,0,22,0,22,..,54,0,53,0,53,..,10,0,10,0,10,..,138,7,142,0,142,..,49,3,48,0,52,..,4,0,9,0,9,..,57,6,59,0,59,..,5,0,7,0,7,..,11,3,17,0,18,..,263,36,303,9,311,..,1422,142,1570,23,1587,..,85,0,85,1771,1860,31127,1511,142,1651,1797,34573,61577,..,..,..,..,61577,..,51,0,53,0,53,..,97,13,108,0,108,..,11,0,11,0,11,..,42,12,49,0,48,..,141,31,168,0,169,..,8,5,10,0,10,..,189,45,231,3,235,..,72,3,74,0,77,..,171,5,180,3,184,..,96,0,102,0,102,..,208,3,212,4,216
SED23806,0,159,..,30,3,30,0,30,..,10,0,10,0,10,..,95,9,104,0,101,..,61,3,66,0,66,..,86,10,96,3,95,..,0,0,0,0,0,..,30,3,36,0,36,..,45,0,51,0,51,..,162,9,174,0,174,..,54,0,50,0,53,..,29,0,29,0,29,..,291,14,304,0,301,..,231,25,255,0,255,..,111,4,112,0,112,..,130,13,141,0,144,..,23,3,24,0,24,..,333,46,374,4,376,..,515,61,580,21,594,..,6921,1132,8048,73,8119,..,57,7,71,1632,1698,24176,6980,1138,8119,1700,33996,46673,..,..,..,..,46673,..,31,0,38,0,38,..,412,127,541,3,544,..,0,0,0,0,0,..,920,133,1057,11,1065,..,3063,797,3862,23,3892,..,221,51,274,0,274,..,4211,985,5195,37,5231,..,63,10,75,0,79,..,58,3,61,0,61,..,523,11,529,3,536,..,250,7,257,0,256
SED23901,4,88,..,172,20,188,0,195,..,24,0,21,0,21,..,155,20,173,0,177,..,96,7,98,0,104,..,92,9,104,0,105,..,23,0,23,0,23,..,68,11,78,0,78,..,52,3,56,0,56,..,58,7,63,0,63,..,79,3,83,0,81,..,45,3,47,0,45,..,236,12,248,4,253,..,171,16,190,3,194,..,140,0,141,3,144,..,72,10,84,3,87,..,23,9,32,0,32,..,240,61,300,6,308,..,1096,231,1324,34,1365,..,7294,1311,8605,97,8699,..,88,21,110,1690,1797,22558,7382,1325,8713,1789,33061,44239,..,..,..,..,44239,..,37,3,36,0,36,..,668,131,799,8,805,..,6,0,5,0,5,..,667,183,852,3,858,..,1881,569,2447,4,2456,..,135,44,174,0,174,..,2680,794,3477,9,3483,..,255,33,286,3,296,..,94,3,98,0,98,..,226,8,240,0,238,..,243,13,252,0,252
SED24006,0,171,..,62,12,74,0,74,..,15,0,19,0,19,..,136,14,146,0,147,..,62,4,66,0,65,..,50,3,52,0,52,..,9,0,9,0,9,..,36,3,44,0,46,..,32,0,32,0,32,..,135,15,150,0,150,..,44,0,44,0,44,..,21,0,24,0,24,..,227,16,243,0,243,..,140,21,162,3,165,..,102,0,104,3,107,..,74,10,77,0,80,..,50,7,63,0,63,..,454,69,527,3,527,..,430,48,475,14,491,..,9212,2059,11268,68,11332,..,62,14,73,1419,1493,19962,9269,2064,11336,1491,32794,39148,..,..,..,..,39148,..,44,0,44,0,44,..,227,19,246,10,251,..,0,0,0,0,0,..,2453,482,2936,25,2963,..,4908,1833,6737,27,6763,..,337,102,441,0,441,..,7698,2420,10117,51,10167,..,92,9,99,4,105,..,58,0,55,0,55,..,280,11,291,5,291,..,248,0,246,0,246
SED24105,0,65,..,37,3,42,0,42,..,51,0,52,0,52,..,29,9,36,0,36,..,122,26,152,3,151,..,83,17,92,0,92,..,91,4,99,0,97,..,175,54,226,0,227,..,142,7,146,3,152,..,101,23,125,0,127,..,215,10,223,0,224,..,79,15,92,0,92,..,536,55,586,5,599,..,255,50,310,4,311,..,277,24,297,0,297,..,120,50,168,0,168,..,368,105,479,0,475,..,2976,2073,5042,27,5070,..,3269,1927,5201,65,5261,..,14229,6113,20345,171,20509,..,82,45,132,1288,1417,13375,14311,6159,20473,1460,35300,27269,..,..,..,..,27269,..,51,0,51,0,51,..,566,80,650,7,655,..,0,0,0,0,0,..,1652,803,2454,10,2466,..,1858,935,2793,13,2807,..,675,303,980,9,985,..,4183,2044,6226,32,6256,..,205,49,257,0,257,..,59,3,58,3,66,..,428,14,440,4,447,..,154,4,159,0,160
SED24207,0,76,..,815,207,1026,14,1033,..,889,62,950,16,971,..,59,21,79,0,79,..,214,38,252,0,250,..,30,5,33,0,33,..,321,24,344,5,351,..,305,66,369,7,376,..,870,24,891,3,895,..,127,16,138,0,143,..,1203,44,1248,12,1260,..,92,12,103,0,103,..,2284,93,2378,13,2397,..,717,138,861,3,862,..,201,23,220,3,226,..,101,24,131,3,137,..,423,113,536,7,541,..,3377,2061,5437,44,5482,..,2656,743,3402,54,3458,..,18318,4934,23244,237,23482,..,160,39,195,2578,2771,15712,18472,4971,23441,2813,41965,31835,..,..,..,..,31835,..,24,0,23,0,23,..,1470,265,1736,20,1758,..,0,0,0,0,0,..,1082,500,1580,12,1586,..,924,459,1387,12,1399,..,549,254,805,9,814,..,2554,1216,3772,31,3801,..,702,123,826,9,836,..,44,4,42,0,42,..,114,5,118,0,118,..,108,7,111,0,111
SED24308,0,14,..,307,104,415,7,416,..,30,4,31,0,31,..,42,28,70,0,70,..,147,37,187,3,187,..,62,29,90,0,90,..,7,0,7,0,7,..,220,79,306,4,306,..,137,7,139,0,139,..,39,0,34,0,34,..,160,5,164,3,167,..,28,0,33,0,30,..,361,10,368,5,372,..,82,37,122,0,121,..,26,3,29,0,29,..,59,20,82,0,81,..,86,21,107,0,107,..,116,84,201,0,203,..,936,506,1445,29,1475,..,4501,1377,5873,70,5944,..,84,15,96,2121,2219,24928,4580,1387,5971,2191,33090,48600,..,..,..,..,48600,..,33,0,33,0,33,..,188,72,263,3,262,..,6,0,6,0,6,..,74,10,85,0,86,..,256,65,323,0,324,..,23,3,22,0,22,..,354,79,430,4,435,..,1370,299,1668,16,1685,..,159,0,160,0,162,..,76,4,76,0,76,..,235,12,245,3,245
SED24408,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,49,6,57,0,57,..,13,0,8,0,8,..,38,0,38,0,38,..,17,0,17,0,17,..,117,8,117,0,117,..,22,4,23,0,23,..,4,0,4,0,4,..,14,3,19,0,19,..,8,3,15,0,15,..,10,3,11,0,15,..,199,82,279,6,285,..,804,148,948,17,963,..,83,4,93,1770,1862,25805,887,150,1041,1784,28622,51052,..,..,..,..,51052,..,53,0,53,3,54,..,26,0,29,0,29,..,12,0,12,0,9,..,28,10,35,0,35,..,93,26,117,5,119,..,9,3,11,0,11,..,125,37,166,5,165,..,12,0,14,0,14,..,60,0,60,0,57,..,28,0,29,0,29,..,99,4,105,0,106
SED24504,0,5,..,20,4,20,0,20,..,76,3,77,0,82,..,3,0,3,0,3,..,46,5,47,0,47,..,5,3,7,0,7,..,3,0,3,0,3,..,27,3,32,0,36,..,10,0,10,0,10,..,8,0,8,0,8,..,30,0,30,0,30,..,15,0,12,0,12,..,62,0,65,0,65,..,58,5,64,0,64,..,0,0,0,0,0,..,18,3,27,0,27,..,15,0,14,0,14,..,16,4,19,0,18,..,149,26,178,8,186,..,1251,147,1398,20,1420,..,63,4,67,1983,2043,25906,1309,155,1462,2002,29367,50979,..,..,..,..,50979,..,48,0,52,0,52,..,36,4,38,0,44,..,8,0,8,0,8,..,22,10,32,0,32,..,112,74,191,3,198,..,8,3,13,0,13,..,140,88,233,3,241,..,91,9,95,0,95,..,91,0,91,0,91,..,119,5,124,0,124,..,247,4,250,0,255
SED24606,0,84,..,16,0,13,0,13,..,7,0,9,0,9,..,69,3,77,0,76,..,114,12,125,0,125,..,128,24,149,4,156,..,0,0,0,0,0,..,42,3,46,0,46,..,42,4,43,0,43,..,109,11,120,0,116,..,62,3,63,0,65,..,32,0,32,0,32,..,245,11,258,3,262,..,176,17,193,3,191,..,56,7,63,0,63,..,88,34,116,0,115,..,27,4,30,0,30,..,157,21,180,0,180,..,502,57,563,12,576,..,6148,933,7080,65,7145,..,62,11,79,1562,1638,22185,6213,943,7154,1627,30966,42544,..,..,..,..,42544,..,45,0,45,0,45,..,122,3,131,3,133,..,0,0,0,0,0,..,756,98,857,4,864,..,2458,522,2983,27,3007,..,170,45,214,0,210,..,3384,665,4054,32,4085,..,62,3,61,0,61,..,72,0,72,0,72,..,336,8,348,3,352,..,187,0,189,5,193
SED24703,8,1218,..,53,3,56,0,54,..,33,3,31,0,31,..,160,16,172,3,176,..,73,3,81,0,79,..,147,8,157,0,159,..,9,0,9,0,9,..,74,10,80,0,85,..,156,0,156,0,156,..,1250,40,1293,9,1300,..,162,0,167,0,167,..,332,0,330,0,334,..,1897,47,1943,10,1956,..,733,93,825,0,827,..,279,16,293,3,295,..,692,208,901,8,908,..,109,26,137,3,141,..,809,243,1055,10,1057,..,2107,391,2495,39,2535,..,25404,4514,29921,221,30143,..,101,33,132,5703,5836,23392,25504,4551,30049,5926,59374,47274,..,..,..,..,47274,..,69,0,69,0,69,..,1215,245,1456,14,1466,..,9,0,9,0,9,..,3619,822,4441,33,4475,..,18464,3340,21806,108,21915,..,1129,458,1590,8,1599,..,23217,4615,27835,149,27981,..,149,19,165,0,168,..,152,8,160,0,158,..,742,30,766,6,778,..,454,9,462,0,462
SED24808,0,31,..,97,16,114,4,118,..,414,26,444,3,448,..,13,7,15,0,15,..,102,13,114,0,114,..,32,8,37,0,43,..,291,15,309,8,315,..,159,25,180,0,181,..,203,3,210,0,212,..,43,5,47,0,51,..,276,3,283,4,290,..,53,0,55,0,55,..,578,20,596,4,599,..,284,35,321,6,322,..,31,4,37,0,37,..,65,10,78,0,77,..,106,19,121,0,121,..,138,73,209,3,215,..,1237,311,1548,45,1588,..,5681,960,6642,114,6755,..,148,17,158,2409,2572,30798,5828,972,6804,2527,40129,60497,..,..,..,..,60497,..,78,0,78,0,78,..,442,72,512,14,528,..,7,0,7,0,7,..,89,33,124,3,125,..,217,85,304,4,313,..,43,6,47,0,47,..,348,127,478,4,483,..,265,51,311,0,310,..,83,0,83,0,84,..,101,7,112,0,110,..,175,3,176,0,177
SED24904,0,29,..,5,0,5,0,5,..,3,0,3,0,3,..,9,5,11,0,11,..,7,0,8,0,8,..,3,0,3,0,3,..,31,5,38,0,38,..,8,0,8,0,11,..,55,0,59,3,58,..,3,0,3,0,3,..,52,3,55,0,55,..,39,13,51,0,55,..,152,22,170,3,173,..,18,3,14,0,14,..,22,3,24,0,27,..,42,9,51,0,54,..,145,72,217,0,224,..,69,116,185,0,187,..,611,181,789,13,799,..,2429,727,3154,35,3194,..,81,11,95,2629,2720,26071,2515,732,3247,2667,31987,51386,..,..,..,..,51386,..,62,0,62,0,62,..,97,20,116,0,116,..,12,0,10,0,9,..,109,66,177,0,174,..,234,194,433,3,435,..,6,8,13,0,16,..,356,268,618,8,624,..,68,8,76,0,76,..,50,0,50,0,50,..,49,4,60,0,60,..,71,0,71,0,71
SED25003,0,54,..,1553,264,1821,13,1833,..,171,14,185,3,187,..,183,77,257,0,261,..,60,4,62,0,61,..,27,12,36,0,40,..,146,4,150,3,152,..,129,25,156,0,156,..,199,3,205,4,211,..,73,9,76,0,76,..,233,5,242,3,243,..,48,9,55,0,55,..,560,25,582,3,583,..,173,28,200,4,204,..,378,49,423,3,429,..,46,12,57,0,57,..,140,24,164,3,173,..,261,143,405,3,406,..,1305,291,1598,40,1638,..,12130,2199,14329,162,14486,..,89,26,116,1339,1446,18849,12215,2222,14436,1496,34782,37273,..,..,..,..,37273,..,39,0,41,0,41,..,2376,386,2760,31,2788,..,0,0,0,0,0,..,322,114,438,0,438,..,844,405,1250,11,1259,..,156,65,218,0,216,..,1318,583,1906,12,1916,..,247,38,285,3,292,..,20,0,20,0,20,..,111,3,114,0,114,..,74,0,77,0,77
SED25102,0,21,..,5,0,5,0,5,..,7,0,7,0,7,..,16,3,18,0,19,..,57,6,66,3,74,..,45,4,46,0,46,..,0,0,0,0,4,..,6,0,6,0,8,..,31,0,27,0,27,..,17,0,14,0,14,..,43,0,44,0,48,..,8,3,15,0,15,..,97,5,103,0,104,..,83,3,89,0,89,..,5,0,5,0,5,..,41,6,42,0,42,..,3,0,4,0,4,..,14,3,20,3,24,..,308,64,370,14,384,..,1807,193,1999,32,2036,..,71,4,76,1247,1329,25290,1875,202,2079,1286,28652,50612,..,..,..,..,50612,..,84,0,84,0,84,..,79,3,80,4,82,..,0,0,0,0,0,..,64,14,83,0,79,..,212,65,276,3,278,..,15,3,27,0,27,..,293,85,382,5,384,..,30,3,33,0,35,..,389,14,409,0,411,..,154,3,155,0,155,..,408,5,419,0,418
SED25205,0,30,..,13,0,13,0,13,..,19,0,19,0,19,..,31,3,36,0,38,..,136,12,145,0,145,..,273,57,328,0,332,..,6,0,6,0,6,..,79,10,88,0,89,..,76,4,78,0,78,..,33,0,32,0,32,..,99,0,99,0,99,..,29,0,31,0,31,..,240,8,245,0,245,..,162,17,179,7,189,..,94,14,106,0,107,..,71,16,88,0,84,..,78,16,93,0,93,..,128,22,156,0,153,..,612,105,714,13,730,..,4709,737,5448,68,5516,..,87,10,94,1496,1595,25479,4799,746,5547,1566,32592,49468,..,..,..,..,49468,..,86,0,86,0,86,..,219,13,231,4,231,..,3,0,5,0,5,..,215,76,287,3,290,..,824,299,1123,14,1130,..,121,41,163,0,163,..,1158,414,1569,15,1584,..,115,11,131,0,131,..,93,4,94,3,102,..,299,17,313,3,321,..,322,17,336,3,335
SED25302,0,10,..,12,0,12,0,12,..,22,0,22,0,22,..,12,0,9,0,9,..,50,0,48,0,48,..,28,4,34,0,34,..,0,0,0,0,0,..,19,4,22,0,22,..,21,0,21,0,21,..,21,0,21,0,21,..,38,0,38,0,38,..,0,0,0,0,0,..,82,0,82,0,82,..,98,3,100,0,100,..,7,0,7,0,7,..,39,7,51,0,51,..,5,0,5,0,5,..,20,3,22,0,22,..,258,31,290,0,288,..,1729,169,1893,25,1914,..,77,3,77,1393,1478,28760,1806,167,1975,1419,32155,55248,..,..,..,..,55248,..,72,0,74,0,74,..,57,6,63,0,63,..,0,0,0,0,0,..,86,27,113,0,113,..,186,70,259,4,261,..,21,5,25,0,25,..,300,97,396,4,402,..,84,11,89,0,95,..,144,3,144,0,144,..,173,3,177,0,182,..,315,11,326,9,331
SED25402,0,14,..,0,0,0,0,0,..,81,5,88,0,89,..,9,0,9,0,9,..,53,9,64,0,60,..,12,0,12,0,12,..,3,0,3,0,3,..,6,6,11,0,11,..,69,8,74,0,73,..,19,3,19,0,19,..,90,0,87,0,87,..,26,0,28,0,28,..,197,11,208,0,213,..,44,4,48,0,48,..,12,0,13,0,15,..,31,13,49,0,49,..,0,0,0,0,0,..,28,11,40,0,39,..,277,66,342,6,350,..,1847,331,2181,33,2211,..,90,4,92,2454,2555,28169,1942,331,2277,2485,32928,55200,..,..,..,..,55200,..,56,0,56,0,56,..,124,28,155,9,163,..,4,0,4,0,4,..,70,32,96,0,98,..,208,63,276,0,275,..,29,4,27,0,27,..,305,97,402,4,403,..,39,6,50,0,50,..,173,3,175,0,175,..,42,0,49,0,49,..,167,3,170,0,167
SED25501,0,547,..,26,3,29,0,29,..,19,0,19,0,19,..,123,17,138,0,138,..,128,12,139,0,139,..,90,21,110,3,111,..,3,0,3,0,3,..,47,3,50,0,50,..,44,0,41,0,43,..,232,8,239,0,239,..,82,0,86,0,86,..,73,4,75,0,75,..,427,18,441,0,441,..,104,9,117,0,117,..,622,42,663,7,668,..,74,8,86,0,86,..,24,6,32,0,32,..,373,97,470,3,467,..,838,143,984,20,1002,..,13278,3072,16355,98,16449,..,59,11,71,1087,1162,14137,13336,3090,16426,1187,31752,28195,..,..,..,..,28195,..,76,0,76,0,76,..,231,12,246,3,248,..,0,0,0,0,0,..,3262,845,4105,14,4121,..,7909,2748,10657,56,10709,..,541,196,740,3,742,..,11714,3795,15503,69,15571,..,100,3,107,4,108,..,77,0,77,0,77,..,155,5,161,3,164,..,244,6,245,0,246
SED25605,3,197,..,91,13,104,0,101,..,31,4,36,0,36,..,97,16,111,0,111,..,162,27,192,0,195,..,87,22,107,3,110,..,35,3,37,0,38,..,171,52,229,0,226,..,134,4,136,4,138,..,179,6,191,0,188,..,150,5,152,0,158,..,71,4,76,0,76,..,528,24,551,3,553,..,230,43,275,0,278,..,366,24,394,0,391,..,76,15,95,3,92,..,113,41,157,0,160,..,1051,614,1668,6,1675,..,1726,583,2311,34,2344,..,12968,3534,16495,140,16641,..,83,30,113,1299,1414,13324,13053,3562,16611,1437,31379,26898,..,..,..,..,26898,..,53,0,54,0,54,..,704,111,813,9,820,..,0,0,0,0,0,..,1693,570,2268,10,2272,..,3428,1387,4812,18,4831,..,345,108,456,0,456,..,5468,2075,7539,28,7566,..,362,69,424,7,437,..,36,4,42,0,37,..,341,9,352,3,356,..,230,0,232,7,236
SED25704,0,22,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,94,3,99,0,99,..,18,4,29,0,30,..,72,0,74,0,74,..,21,0,24,0,26,..,210,16,224,3,226,..,18,0,21,0,21,..,0,0,0,0,0,..,23,3,20,0,20,..,3,0,3,0,3,..,10,14,24,4,26,..,207,49,257,5,263,..,1078,193,1273,24,1293,..,94,10,107,2578,2688,27623,1177,202,1377,2598,31600,54561,..,..,..,..,54561,..,26,0,26,0,26,..,38,8,40,0,42,..,14,0,18,0,18,..,25,5,27,0,27,..,101,34,131,0,130,..,8,0,7,0,7,..,128,40,172,0,169,..,16,0,16,0,16,..,34,0,34,0,34,..,39,7,44,0,44,..,69,0,73,0,73
SED25802,0,6,..,3,3,9,0,9,..,36,0,38,0,37,..,3,0,3,0,3,..,29,8,33,0,35,..,18,3,24,0,24,..,3,0,3,0,3,..,25,8,34,0,34,..,56,4,61,3,61,..,16,0,14,0,14,..,37,3,41,0,41,..,11,0,8,0,8,..,116,5,128,3,128,..,44,3,50,0,50,..,9,0,12,0,12,..,26,4,26,0,26,..,3,0,3,0,3,..,19,5,26,0,26,..,199,43,234,12,242,..,1290,186,1474,27,1502,..,67,8,77,2284,2353,30270,1361,190,1547,2303,34126,59147,..,..,..,..,59147,..,38,0,38,0,38,..,69,8,73,0,77,..,6,0,6,0,6,..,42,12,54,0,54,..,112,67,179,0,179,..,20,5,23,0,23,..,172,83,258,0,258,..,80,10,91,0,91,..,201,9,208,0,213,..,56,0,60,0,60,..,155,12,163,9,171
SED25905,0,58,..,74,3,82,0,83,..,49,0,51,0,51,..,142,50,188,0,188,..,245,54,294,4,298,..,110,26,133,0,132,..,202,13,210,0,211,..,411,77,484,6,489,..,186,6,187,0,189,..,135,12,152,0,150,..,176,6,177,0,177,..,64,7,70,0,70,..,553,29,589,3,594,..,363,73,435,3,438,..,318,35,355,6,357,..,62,15,71,3,77,..,194,41,239,3,237,..,201,85,289,3,291,..,2892,792,3682,47,3727,..,11017,2295,13314,143,13453,..,74,39,109,1240,1355,18479,11093,2334,13424,1386,33291,36899,..,..,..,..,36899,..,86,0,90,3,90,..,1288,190,1476,14,1489,..,0,0,0,0,0,..,491,159,653,0,656,..,1092,609,1697,3,1701,..,415,129,541,3,539,..,1993,897,2889,10,2902,..,475,62,539,10,546,..,109,4,114,0,116,..,454,19,475,7,474,..,189,8,196,0,196
SED26005,0,139,..,43,9,51,0,55,..,38,0,36,3,40,..,128,50,172,0,177,..,149,34,182,0,181,..,91,14,107,0,111,..,428,44,471,16,483,..,226,46,271,3,278,..,264,8,272,6,277,..,147,23,169,0,169,..,379,10,389,4,391,..,107,5,116,0,118,..,901,43,939,12,955,..,524,72,591,9,600,..,463,49,510,8,520,..,61,13,76,0,75,..,154,34,193,6,195,..,226,135,360,0,360,..,3585,1262,4845,73,4921,..,12944,2783,15726,195,15924,..,94,38,136,1763,1893,23420,13042,2822,15862,1954,41235,47186,..,..,..,..,47186,..,138,0,143,0,143,..,1065,143,1211,20,1232,..,0,0,0,0,0,..,320,146,467,0,465,..,1297,524,1825,4,1834,..,296,94,391,0,396,..,1916,769,2685,11,2692,..,269,36,304,3,309,..,88,4,92,0,99,..,673,23,688,0,696,..,145,3,147,3,147
