SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,3,3,6,0,0,0,14,14,34
SSC22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22643,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,40,26,65,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,53,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,5,9,14,0,0,0,59,46,105
SSC22644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,23,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,3,0,0,0,32,19,57
SSC22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC22647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,10
SSC22648,87,123,214,4,3,7,0,0,0,0,0,0,0,0,3,2104,1568,3672,111,102,216,60,5,60,8,0,8,0,0,7,11,13,21,21,18,38,2408,1832,4239,13,8,16,0,0,0,0,4,7,31,29,55,7,12,21,3,0,3,51,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,29,74,57,129,28,13,38,0,0,0,0,0,0,28,13,38,68,114,182,198,340,542,25,28,54,2804,2384,5187
SSC22649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,7,0,0,0,15,8,19
SSC22650,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,212,171,385,8,11,24,12,0,12,0,0,0,3,0,3,0,0,0,11,6,12,259,187,451,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,11,4,16,0,0,0,0,0,0,0,0,0,0,0,0,27,36,64,29,45,74,7,0,5,331,278,605
SSC22651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,17,6,21
SSC22652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,69,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,3,8,12,0,0,4,63,51,112
SSC22653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,47,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,44,22,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,0,9,12,0,0,0,56,38,90
SSC22654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,24,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,3,3,0,0,0,28,31,54
SSC22655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,27,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,3,3,10,0,3,3,42,44,81
SSC22656,9,7,20,3,0,4,0,0,0,0,0,0,3,0,3,376,357,726,27,29,52,4,0,4,0,0,0,8,0,8,3,3,4,4,0,8,438,395,835,0,0,0,0,0,0,0,0,0,11,9,13,0,0,0,0,0,0,12,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,17,8,26,5,3,13,0,0,0,0,0,0,10,3,14,42,30,72,35,99,133,3,0,3,541,539,1080
SSC22657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,25,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,30,16,45
SSC22658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,137,12,11,20,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,83,82,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,11,15,24,3,0,3,109,99,210
SSC22659,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,67,61,132,3,0,10,14,0,14,3,0,4,0,0,0,0,0,0,7,3,6,97,70,164,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,21,23,38,13,12,23,0,0,0,128,110,236
SSC22660,16,7,22,3,0,5,0,0,0,0,0,0,0,0,0,616,500,1117,36,29,62,30,0,30,3,0,3,0,0,0,7,0,5,12,6,23,716,551,1272,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,11,11,20,4,0,5,0,0,0,0,0,0,4,0,5,32,51,81,51,107,160,6,3,6,817,730,1540
SSC22661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,13,10,23
SSC22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,19,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,0,0,0,35,28,55
SSC22663,13,18,29,0,0,0,0,0,0,0,0,0,0,0,0,286,189,471,20,14,37,15,0,15,0,0,0,0,0,0,4,0,4,5,0,9,344,220,565,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,10,13,0,0,3,0,0,0,0,0,0,0,0,3,5,21,25,24,46,64,3,0,4,383,300,685
SSC22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,36,76,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,5,10,0,0,0,58,52,108
SSC22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22667,3,0,3,14,12,29,3,0,3,0,0,0,9,6,12,2772,2502,5272,181,201,381,33,0,33,14,6,19,87,35,126,21,8,27,163,204,365,3307,2982,6284,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,22,55,45,19,67,0,0,0,0,0,0,0,0,0,0,0,0,66,155,218,290,579,866,54,47,100,3756,3777,7541
SSC22668,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,98,80,175,4,6,9,4,0,4,0,0,0,0,0,3,0,0,0,5,4,12,118,89,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,23,6,13,22,3,3,3,139,123,259
SSC22669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4
SSC22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,57,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,44,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,3,3,6,3,4,6,57,48,106
SSC22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,3,7,0,0,3,23,21,47
SSC22672,145,90,235,38,37,77,0,0,0,5,3,10,3,7,8,2490,2141,4625,85,181,262,46,0,46,16,0,21,20,0,19,18,6,23,50,48,98,2916,2506,5426,40,27,72,0,0,0,5,0,7,108,55,160,11,23,31,0,0,0,166,104,269,0,0,0,5,0,5,0,0,0,6,9,16,3,0,3,9,12,20,21,14,32,199,127,324,41,22,62,0,3,3,0,0,3,37,28,68,84,139,216,221,372,589,24,18,42,3477,3190,6668
SSC22673,169,134,301,66,69,130,0,0,0,0,0,0,6,0,6,3440,3017,6461,141,257,398,41,0,41,20,0,20,22,7,25,28,16,37,56,48,98,3978,3540,7514,74,44,123,0,0,0,3,0,3,162,75,230,14,28,43,0,0,0,253,151,403,0,0,0,3,0,4,7,9,8,0,7,7,0,0,0,9,13,25,38,19,54,300,174,472,55,33,86,0,0,0,3,3,7,58,36,90,196,238,434,285,516,808,32,27,52,4842,4526,9372
SSC22674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,86,3,4,7,3,0,3,3,0,3,0,0,0,0,0,0,5,3,5,68,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,8,14,0,0,0,79,55,133
SSC22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,4,21
SSC22676,3,3,3,4,0,3,0,0,0,0,0,0,0,0,0,278,250,528,15,15,29,5,0,5,3,0,3,5,0,7,3,3,3,13,6,20,322,279,606,0,3,5,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,3,4,14,11,19,0,0,0,0,0,0,0,0,0,0,0,0,21,23,45,33,57,86,7,7,18,399,381,775
SSC22677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,17,11,30
SSC22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,0,3,3,3,0,3,20,22,39
SSC22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,5,4,13
SSC22680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,37,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,5,7,34,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,3,3,6,0,0,0,50,28,77
SSC22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,85,196,11,0,14,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,132,89,215,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,4,3,0,4,9,9,12,22,3,0,4,149,109,254
SSC22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,4,0,0,0,8,6,9
SSC22684,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,333,273,603,15,27,45,10,0,8,0,0,0,10,6,9,6,3,8,39,38,81,411,348,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,17,25,36,33,67,103,8,3,14,470,444,918
SSC22685,74,45,118,15,6,23,0,0,0,3,0,3,11,3,17,2613,2259,4873,191,197,387,48,3,51,13,3,16,19,4,24,20,9,32,99,79,181,3103,2624,5724,6,0,4,0,0,0,3,4,10,15,12,23,3,3,3,9,5,5,36,17,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,26,10,42,64,35,96,16,3,23,0,0,0,0,0,0,15,3,21,105,179,283,256,465,720,26,32,57,3572,3328,6901
SSC22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,76,5,3,8,0,0,0,0,0,0,0,0,0,3,0,3,5,4,14,59,42,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,21,7,13,16,0,3,5,76,68,143
SSC22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,7
SSC22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,15,31
SSC22689,11,17,24,57,48,108,0,0,0,0,0,0,3,3,3,1070,847,1914,25,44,68,23,0,23,8,0,8,10,3,6,9,6,8,24,34,57,1241,997,2232,0,8,9,0,0,0,0,0,0,19,11,31,0,0,0,0,0,0,20,14,38,0,0,0,3,0,3,19,11,25,0,6,8,0,0,3,23,20,38,13,5,25,56,41,98,5,3,7,0,0,3,0,0,0,11,5,13,85,135,227,92,160,251,6,0,12,1501,1340,2837
SSC22690,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,135,105,243,11,10,22,3,0,3,0,0,0,0,0,0,0,0,0,7,3,15,163,129,297,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,0,0,0,0,0,0,0,0,4,0,10,19,35,8,9,19,0,0,4,195,166,366
SSC22691,40,34,78,5,10,20,0,0,0,0,0,0,0,0,3,959,872,1830,57,54,110,22,0,22,10,0,10,4,0,4,7,7,13,10,9,22,1119,982,2102,15,11,25,0,0,0,0,0,3,50,18,67,3,9,9,3,0,3,73,36,112,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,7,9,8,3,9,85,50,130,10,15,27,0,0,0,0,0,0,15,15,24,56,68,122,99,177,275,13,8,23,1385,1291,2676
SSC22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,7,3,8
SSC22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,42,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,29,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,5,5,11,0,0,0,39,30,73
