SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC21494,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC21495,4208,767,51,30,19,5069,428,281,3,29,3,747,92,39,5,0,3,128,4719,1084,58,58,19,5951
SSC21496,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,33,0,0,0,0,33
SSC21497,45,0,0,0,0,52,6,0,0,0,0,6,3,0,0,0,0,3,56,0,0,0,0,61
SSC21498,21,0,0,0,0,29,3,0,0,0,0,3,3,0,0,0,0,3,31,0,0,0,0,35
SSC21499,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,41
SSC21500,126,0,0,0,3,133,35,0,0,0,0,35,3,0,0,0,0,3,170,0,0,0,3,168
SSC21501,112,0,0,0,0,115,29,0,0,0,0,29,0,0,0,0,0,0,144,0,0,0,0,141
SSC21502,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC21503,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC21504,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8
SSC21505,189,0,0,0,0,188,51,0,0,0,0,51,4,0,0,0,0,4,250,0,0,0,0,248
SSC21506,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC21507,115,0,3,0,0,123,44,0,3,0,0,52,7,0,3,0,0,14,169,0,10,0,0,185
SSC21508,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21510,29,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,29
SSC21511,345,0,0,0,0,351,50,0,0,0,0,50,9,0,0,0,0,9,409,0,0,0,0,412
SSC21512,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,19
SSC21513,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC21514,205,0,0,6,0,215,34,0,0,0,0,36,0,0,0,0,0,0,245,0,0,3,0,255
SSC21515,273,0,0,3,0,278,102,0,0,0,0,102,20,0,0,0,0,20,392,0,4,3,0,402
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,231,0,0,0,0,230,50,4,0,0,0,57,10,0,0,0,0,10,288,4,0,0,0,301
SSC21518,28,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34
SSC21519,215,0,0,0,0,221,32,0,0,0,0,32,4,0,0,0,0,4,252,0,0,0,0,256
SSC21520,284,3,0,0,5,290,18,0,0,0,0,18,3,0,0,0,0,6,305,3,0,0,5,317
SSC21521,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC21522,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20
SSC21523,43,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,50
SSC21524,95,0,0,0,0,95,14,0,0,0,0,14,0,0,0,0,0,0,112,0,0,0,0,112
SSC21525,878,45,8,3,4,934,290,37,17,0,3,341,46,5,3,0,3,54,1211,84,30,3,4,1333
SSC21526,408,0,0,0,0,408,38,0,0,0,0,38,0,0,0,0,0,0,451,0,0,0,0,447
SSC21527,143,0,0,0,0,150,11,0,0,0,0,11,10,0,0,0,0,10,167,0,0,0,0,170
SSC21528,533,15,4,3,0,556,120,3,3,0,3,127,13,0,0,0,0,12,662,18,8,3,3,698
SSC21529,47,0,0,3,0,56,14,0,0,9,0,24,3,0,0,0,0,3,64,0,0,11,0,78
SSC21530,84,0,0,0,0,85,9,0,0,0,0,9,4,0,0,0,0,3,90,0,0,0,0,93
SSC21531,33,0,0,0,0,30,3,0,0,0,0,3,3,0,0,0,0,3,35,0,0,0,0,36
SSC21532,272,9,28,7,9,321,54,4,4,0,0,58,11,0,0,0,0,11,333,17,30,7,11,395
SSC21533,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC21534,576,22,27,3,4,622,84,10,13,0,0,104,18,0,0,0,0,15,669,32,36,3,3,745
SSC21535,3,0,0,3,0,5,3,0,0,3,0,4,0,0,0,0,0,0,7,0,0,8,0,16
SSC21536,58,0,0,0,0,61,9,0,0,0,0,9,0,0,0,0,0,0,66,0,0,0,0,67
SSC21537,933,251,54,0,0,1241,68,36,9,0,0,124,22,5,3,0,0,34,1027,294,72,0,6,1391
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC21540,305,17,0,0,0,324,11,4,0,0,0,17,5,0,0,0,0,5,321,25,0,0,0,341
SSC21541,327,4,3,8,3,343,77,5,5,9,0,96,19,3,0,0,8,32,423,16,3,15,14,467
SSC21542,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC21543,54,0,0,0,0,54,15,0,0,0,0,15,0,0,0,0,0,0,64,0,0,0,0,64
SSC21544,1902,104,19,0,3,2027,99,13,6,0,0,123,56,0,0,0,0,59,2057,113,28,0,4,2199
SSC21545,1658,88,0,0,3,1752,65,12,0,0,0,77,32,0,0,0,0,36,1757,102,0,0,4,1865
SSC21546,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC21547,49,0,0,0,4,53,15,0,0,0,0,18,0,0,0,0,0,0,59,0,0,0,5,64
SSC21548,1828,0,0,0,0,1833,83,0,0,0,0,87,32,0,0,0,0,32,1942,0,0,0,0,1952
SSC21549,244,3,0,0,0,251,3,0,0,0,0,3,3,0,0,0,0,3,252,3,0,0,0,260
SSC21550,152,0,0,3,3,150,55,0,0,0,0,55,3,0,0,0,0,3,209,0,0,3,3,215
SSC21551,244,0,0,0,0,249,24,0,0,0,0,24,6,0,0,0,0,6,278,0,0,0,0,280
SSC21552,581,0,0,10,0,596,56,0,0,7,0,66,11,0,0,3,0,18,648,0,0,22,0,679
SSC21553,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
SSC21554,2427,588,93,8,3,3118,295,136,9,5,0,449,54,23,3,0,0,79,2771,754,109,12,6,3649
SSC21555,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SSC21556,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC21557,25,0,0,0,0,25,17,0,0,0,0,17,0,0,0,0,0,0,38,0,0,0,0,38
SSC21558,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC21559,972,78,4,3,0,1062,100,34,0,0,0,139,17,5,0,0,0,25,1094,117,3,3,0,1220
SSC21560,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21561,1458,6,22,11,16,1510,391,11,28,4,3,430,44,0,3,0,0,51,1893,14,52,17,13,1988
SSC21562,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC21563,103,0,0,0,0,99,11,0,0,0,0,11,3,0,0,0,0,3,110,0,0,0,0,117
SSC21564,1352,0,3,5,9,1370,101,0,0,3,0,99,25,0,0,0,0,25,1477,0,4,7,4,1495
SSC21565,1243,906,444,6,11,2610,244,170,62,0,0,475,51,39,16,0,0,99,1536,1117,523,6,16,3191
SSC21566,115,0,0,0,0,116,20,0,0,0,0,20,5,0,0,0,0,6,143,0,3,0,3,144
SSC21567,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC21568,132,0,0,0,0,134,13,0,0,0,0,13,5,0,0,0,0,5,151,0,0,0,0,151
SSC21569,64,0,0,0,0,64,12,0,0,0,0,12,3,0,0,0,0,3,75,0,0,0,0,75
SSC21570,16,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,23
SSC21571,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC21572,54,0,0,0,0,52,21,0,0,0,0,21,3,0,0,0,0,3,75,0,0,0,0,82
SSC21573,541,5,9,4,0,563,131,3,16,0,0,155,12,0,0,0,0,13,690,7,22,7,0,728
SSC21574,336,11,0,4,0,359,93,14,0,3,0,104,9,0,0,0,0,10,435,25,0,7,0,470
SSC21575,264,0,0,5,0,273,35,0,0,0,0,35,8,0,0,0,0,8,306,0,0,5,0,316
SSC21576,1638,710,1045,44,19,3465,114,61,136,3,4,312,18,9,28,3,4,63,1778,780,1211,53,28,3845
SSC21577,3940,1633,1286,116,24,6998,341,155,133,10,4,645,73,39,31,3,3,152,4355,1824,1455,133,33,7790
SSC21578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21579,81,0,0,3,0,85,29,5,0,0,0,32,4,0,0,0,0,4,112,3,0,3,0,120
SSC21580,206,0,0,0,0,206,13,0,0,0,0,13,0,0,0,0,0,0,215,0,0,0,0,215
SSC21581,73,0,0,0,0,73,9,0,0,0,0,9,3,0,0,0,0,3,81,0,0,0,0,81
SSC21582,49,0,0,0,0,49,5,0,0,0,0,9,0,0,0,0,0,0,56,0,0,0,0,57
SSC21583,664,88,85,0,0,827,87,41,45,0,0,172,11,6,3,0,0,19,764,129,132,0,0,1021
SSC21584,23,0,0,0,0,23,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,28
SSC21585,15,0,0,0,0,22,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,24
SSC21586,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10
SSC21587,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21588,1388,22,4,11,6,1434,270,20,12,10,0,300,67,0,4,4,3,78,1724,41,19,25,8,1817
SSC21589,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,6
SSC21590,37,0,0,0,3,39,3,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,3,40
SSC21591,58,0,0,0,0,58,6,0,0,0,0,7,3,0,0,0,0,3,71,0,0,0,0,72
SSC21592,66,5,0,3,3,75,14,3,0,0,0,12,3,0,0,0,0,4,85,6,0,3,3,97
SSC21593,1276,1531,1101,0,6,3917,181,84,130,0,3,399,32,29,28,0,0,86,1495,1639,1257,0,7,4403
SSC21594,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SSC21595,77,0,0,0,0,77,28,0,0,0,0,30,3,0,0,0,0,3,111,0,0,0,0,108
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,161,3,0,3,3,170,38,0,0,0,3,45,5,0,0,0,0,6,203,3,0,4,9,219
SSC21598,33,0,0,3,0,35,15,0,0,0,0,15,0,0,0,0,0,0,46,0,0,3,0,51
SSC21599,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC21600,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SSC21601,394,0,0,12,0,403,48,0,0,0,0,48,5,0,0,0,0,10,443,0,0,15,3,463
SSC21602,20,0,0,0,0,20,6,0,0,0,0,6,3,0,0,0,0,3,31,0,0,0,0,31
SSC21603,14,0,0,0,0,21,4,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,22
SSC21604,482,85,3,0,3,570,143,13,0,0,0,161,25,3,0,0,0,31,652,100,3,0,3,758
SSC21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,24,0,0,0,0,24,14,0,0,0,0,14,0,0,0,0,0,0,44,0,0,0,0,44
SSC21607,2031,143,21,23,9,2229,828,131,21,18,3,1007,115,18,7,3,0,139,2977,292,45,47,13,3374
SSC21608,148,0,0,3,0,152,19,0,0,0,0,19,0,0,0,0,0,0,169,0,0,3,0,168
SSC21609,131,3,0,4,0,138,22,0,0,0,0,22,3,0,0,3,0,6,154,3,3,8,0,170
SSC21610,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21611,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC21612,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21613,59,0,0,0,0,62,10,0,0,0,0,10,0,0,0,0,0,0,68,0,0,0,0,68
SSC21614,870,52,0,0,0,925,147,6,0,0,0,153,33,3,0,0,0,40,1048,65,3,3,3,1124
SSC21615,11,0,0,0,0,11,5,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,18
SSC21616,43,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,48,0,0,0,0,48
SSC21617,157,9,0,0,0,164,28,0,0,0,0,30,0,0,0,0,0,0,185,4,0,0,4,195
SSC21618,1161,455,134,11,8,1770,97,39,21,3,0,159,23,15,3,0,0,39,1286,510,158,13,8,1974
SSC21619,37,0,0,0,0,37,19,0,0,0,0,19,0,0,0,0,0,4,56,0,0,0,0,55
SSC21620,39,0,0,0,0,39,11,0,0,0,0,11,0,0,0,0,0,0,52,0,0,0,0,51
SSC21621,32,0,0,0,0,32,11,0,0,0,0,11,0,0,0,0,0,0,40,0,0,0,0,40
SSC21622,24,0,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,3,34,0,0,0,0,34
SSC21623,28,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC21624,2781,502,40,0,13,3332,495,112,3,0,0,611,140,36,0,0,4,180,3411,648,44,0,15,4119
SSC21625,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21626,215,0,5,0,0,221,51,0,8,0,0,52,9,0,0,0,0,10,276,0,14,0,0,292
SSC21627,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21628,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,25
SSC21629,39,33,18605,6,199,18882,3,3,1386,15,9,1415,5,0,637,42,19,708,42,36,20633,60,227,21007
SSC21630,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21631,1968,285,0,3,3,2263,474,175,0,0,0,644,74,26,0,0,0,97,2512,485,0,4,3,3007
SSC21632,2851,331,25,8,24,3236,481,137,14,0,0,640,119,20,0,0,0,138,3449,489,44,7,19,4014
SSC21633,3989,831,12,4,4,4839,439,147,3,0,0,590,145,17,0,0,0,166,4579,999,15,4,4,5600
SSC21634,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC21635,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC21636,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC21637,2039,1632,791,25,15,4500,220,260,174,3,0,659,31,40,25,0,4,101,2292,1927,1001,25,21,5266
SSC21638,279,0,0,0,0,279,19,0,0,0,0,19,6,0,0,0,0,6,305,0,0,0,0,305
SSC21639,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC21640,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC21641,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,24
SSC21642,664,14,11,4,5,700,233,4,13,7,0,270,45,0,3,0,0,48,947,21,32,11,6,1019
SSC21643,104,0,0,0,0,104,18,0,0,0,0,18,3,0,0,0,0,3,126,0,0,0,0,126
SSC21644,53,0,0,0,0,59,9,0,0,0,0,9,3,0,0,0,0,3,70,0,0,0,0,68
SSC21645,210,0,10,0,0,221,42,0,0,0,0,51,3,0,0,0,0,4,263,0,6,3,0,274
SSC21646,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC21647,74,0,0,0,0,81,23,0,0,0,3,27,8,0,0,0,0,8,109,0,0,0,4,112
SSC21648,4176,471,82,3,7,4735,321,79,21,0,0,427,71,8,0,0,0,82,4575,559,98,3,11,5246
SSC21649,51,0,0,0,0,51,4,0,0,0,0,10,3,0,0,0,0,3,56,3,0,0,0,63
SSC21650,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18
SSC21651,57,0,0,0,0,60,9,0,0,0,0,9,0,0,0,0,0,0,70,0,0,0,0,72
SSC21652,52,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,0,58
SSC21653,134,0,0,0,0,134,4,0,0,0,0,4,3,0,0,0,0,3,141,0,0,0,0,141
SSC21654,195,0,0,0,0,190,49,0,0,0,3,53,10,0,0,0,0,14,248,0,0,3,4,256
SSC21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21656,122,0,0,0,0,123,18,0,0,0,0,18,3,0,0,0,0,3,143,0,0,0,0,139
SSC21657,97,0,0,0,0,97,8,0,0,0,0,8,10,0,0,0,0,10,114,0,0,0,0,114
SSC21658,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC21659,50,0,0,3,0,54,17,0,0,0,0,17,3,0,0,0,0,3,69,0,0,3,0,68
SSC21660,57,0,0,0,0,57,14,0,0,0,0,14,0,0,0,0,0,0,69,0,0,0,0,69
SSC21661,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC21662,495,5,0,3,4,507,55,0,0,0,0,55,12,0,0,0,3,15,563,7,3,8,10,585
SSC21663,45,0,0,0,0,45,18,0,0,0,0,18,0,0,0,0,0,0,64,0,0,0,0,64
SSC21664,820,55,0,0,0,873,61,3,0,0,0,63,16,0,0,0,0,18,896,56,0,0,0,957
SSC21665,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC21666,247,813,400,6,8,1473,30,67,57,0,0,145,3,12,14,0,0,33,283,896,465,6,8,1651
SSC21667,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SSC21668,49,0,0,0,0,49,22,0,0,0,0,22,3,0,0,0,0,3,74,0,0,0,0,74
SSC21669,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC21670,172,0,0,3,0,181,19,0,3,0,0,24,3,0,0,0,0,7,200,0,3,5,0,206
SSC21671,7534,1002,455,60,40,9088,1734,592,409,47,7,2787,310,83,66,10,8,469,9576,1670,927,113,52,12346
SSC21672,7056,1229,109,4,4,8400,807,186,13,0,0,1011,209,32,0,0,0,245,8075,1448,120,4,3,9651
SSC21673,36,0,0,0,0,36,10,0,0,0,0,10,4,0,0,0,0,4,51,0,0,0,0,51
SSC21674,482,0,0,0,0,482,149,0,0,0,0,151,25,0,0,0,0,25,655,0,0,0,0,660
SSC21675,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC21676,15,0,0,0,0,15,9,0,0,0,0,11,3,0,0,0,0,3,20,0,0,0,0,21
SSC21677,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21678,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC21679,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC21680,907,3,3,0,0,916,73,0,0,0,0,73,21,0,0,0,0,21,997,3,3,0,0,1005
SSC21681,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC21682,29,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,35,0,0,0,0,38
SSC21683,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31
SSC21684,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SSC21685,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15
SSC21686,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC21687,138,0,0,7,0,148,53,6,0,0,0,60,12,3,0,0,0,16,207,10,0,10,0,222
SSC21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21690,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC21691,84,0,0,0,0,88,20,0,0,0,0,20,5,0,0,0,0,5,113,0,0,0,0,117
SSC21692,624,0,7,3,3,642,104,0,21,0,0,127,20,0,0,0,0,17,747,4,29,5,6,785
SSC21693,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC21694,3444,1602,286,3,13,5348,381,220,20,0,0,626,76,39,10,0,0,122,3903,1858,311,3,19,6088
SSC21695,235,11,12,0,0,259,35,3,4,0,0,44,5,0,0,0,0,11,278,12,19,0,3,310
SSC21696,12,0,0,0,3,18,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,3,18
SSC21697,31,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,43,0,0,0,0,41
SSC21698,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC21699,47,0,0,0,0,47,16,0,0,0,0,16,3,0,0,0,0,3,63,0,0,0,0,63
SSC21700,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21701,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21702,37,0,0,0,0,40,8,0,0,0,0,8,0,0,0,0,0,0,44,0,0,0,0,48
SSC21703,74,0,0,0,0,72,7,0,0,0,0,7,3,0,0,0,0,3,81,0,0,0,0,86
SSC21704,2219,252,110,9,4,2594,743,202,109,14,3,1067,108,36,15,0,0,151,3066,492,232,24,5,3816
SSC21705,146,0,0,0,0,144,17,0,0,0,0,17,3,0,0,0,0,3,167,0,0,0,0,166
SSC21706,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
SSC21707,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8
SSC21708,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21709,18,0,0,0,3,22,7,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,3,33
SSC21710,22,0,0,0,0,24,18,0,0,3,0,21,0,0,0,0,0,0,40,0,0,4,0,41
SSC21711,9,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,16
SSC21712,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC21713,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21714,36,0,0,0,0,36,13,0,0,0,0,13,0,0,0,0,0,0,52,0,0,0,0,52
SSC21715,1069,26,3,4,4,1107,112,3,3,0,0,117,30,0,0,0,0,30,1212,29,5,4,4,1255
SSC21716,53,0,0,0,0,53,5,0,0,0,0,7,3,0,0,0,0,3,66,0,0,0,0,64
SSC21717,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,18
SSC21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21719,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC21720,906,535,125,0,3,1575,65,72,10,0,0,148,11,14,3,0,0,26,979,623,143,0,5,1749
SSC21721,1123,609,15,0,4,1750,115,50,3,0,0,171,25,8,0,0,0,31,1264,662,18,4,0,1949
SSC21722,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC21723,2590,367,23,7,6,2997,220,66,3,0,0,295,43,6,3,0,0,51,2855,442,25,7,11,3344
SSC21724,1848,84,26,0,0,1958,157,48,3,0,0,214,24,4,0,0,0,30,2031,135,34,0,3,2202
SSC21725,360,24,0,15,8,401,61,9,0,15,0,85,12,5,0,3,0,18,431,37,0,39,7,511
SSC21726,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC21727,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21728,43,0,0,0,4,51,23,0,0,7,0,28,0,0,0,0,0,0,69,0,0,7,3,72
SSC21729,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC21730,2529,862,1148,22,22,4584,361,82,290,3,3,742,62,27,59,0,4,157,2955,974,1494,24,32,5482
SSC21731,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC21732,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC21733,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6
SSC21734,1457,170,194,4,3,1828,234,35,36,0,0,306,39,12,13,0,0,64,1731,212,244,4,3,2200
SSC21735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21736,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,31
SSC21737,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC21738,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC21739,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC21740,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21741,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
SSC21742,281,0,0,0,0,287,26,0,0,0,0,26,3,0,0,0,0,5,314,0,0,0,3,317
