SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC20249,54,0,0,7,0,56,8,0,0,7,0,14,3,0,0,0,0,3,55,0,0,14,0,73
SSC20250,1190,726,149,24,13,2106,91,86,20,0,0,193,21,23,3,0,0,45,1300,832,170,24,8,2338
SSC20251,3170,981,285,0,10,4441,307,137,19,0,0,471,57,21,4,0,0,84,3538,1144,310,0,10,5000
SSC20252,1874,342,34,0,3,2255,266,42,10,0,0,317,39,0,3,0,0,40,2174,383,44,0,3,2614
SSC20253,2569,523,81,9,8,3185,292,101,132,0,0,523,63,8,21,0,0,93,2919,634,230,9,8,3803
SSC20254,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20255,100,0,0,0,0,97,17,0,0,0,0,17,3,0,0,0,0,3,111,0,0,0,0,114
SSC20256,768,3,3,0,0,771,123,3,0,0,0,128,22,0,0,0,0,26,915,9,3,0,0,922
SSC20257,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10
SSC20258,62,0,0,0,0,62,7,0,0,0,0,7,0,0,0,0,0,0,79,0,0,0,0,79
SSC20259,388,0,0,0,0,389,42,0,0,0,0,42,16,0,0,0,0,16,444,0,0,0,0,442
SSC20260,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SSC20261,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20262,30,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,36,0,0,0,0,36
SSC20263,16,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,24
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20265,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
SSC20266,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27
SSC20267,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20268,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20269,76,0,0,0,0,80,27,0,0,0,0,27,5,0,0,0,0,5,111,0,0,0,0,113
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20271,58,0,0,0,0,58,8,0,0,0,0,8,0,0,0,0,0,0,63,0,0,0,0,63
SSC20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20273,171,0,0,3,0,175,34,0,0,8,0,43,4,0,0,0,0,4,210,0,0,17,0,221
SSC20274,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16
SSC20275,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,36
SSC20276,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,28
SSC20277,850,1069,182,89,3,2185,110,157,37,60,0,358,21,27,4,3,3,61,977,1259,220,150,8,2608
SSC20278,41,0,0,0,46,92,5,0,0,0,3,5,0,0,0,0,0,0,48,0,0,3,45,102
SSC20279,88,0,0,0,0,88,13,0,0,0,0,13,3,0,0,0,0,3,105,0,0,0,0,105
SSC20280,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20281,161,0,0,3,0,171,38,0,0,0,0,37,5,0,0,0,0,5,209,0,0,3,0,215
SSC20282,54,0,0,0,0,54,10,0,0,0,0,10,0,0,0,0,0,0,62,0,0,0,0,62
SSC20283,40,0,0,0,0,42,9,0,0,0,0,13,0,0,0,0,0,0,54,0,0,0,0,53
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC20286,322,8,0,0,0,334,44,4,0,0,0,51,5,0,0,0,0,6,374,12,0,0,0,389
SSC20287,39,0,0,0,0,39,17,0,0,0,0,17,0,0,0,0,0,0,56,0,0,0,0,56
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20290,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20291,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20292,45,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,54,0,0,0,0,54
SSC20293,32,0,0,0,0,36,5,0,0,0,0,11,0,0,0,0,0,0,42,0,0,0,0,40
SSC20294,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20295,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC20296,48,0,0,3,0,50,3,0,0,0,0,3,0,0,0,0,0,0,53,0,0,3,0,52
SSC20297,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC20298,230,0,3,3,0,235,88,0,10,0,0,100,12,0,0,0,0,14,326,0,17,4,0,351
SSC20299,25,0,0,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,35,0,0,0,0,35
SSC20300,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22
SSC20301,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20302,5563,1566,159,6,18,7300,742,269,47,0,3,1055,152,61,6,0,7,218,6446,1889,209,3,27,8572
SSC20303,15,0,0,0,0,15,6,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,28
SSC20304,28,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,32
SSC20305,1088,41,0,0,0,1130,28,0,0,0,0,29,19,0,0,0,0,19,1134,39,0,0,0,1170
SSC20306,30,0,0,0,0,34,8,0,0,5,0,14,0,0,0,0,0,0,41,0,0,6,0,47
SSC20307,51,0,0,0,0,50,15,0,0,0,0,12,3,0,0,0,0,3,66,0,0,0,0,65
SSC20308,8,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,18
SSC20309,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC20310,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,37,0,0,0,0,37
SSC20311,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,12
SSC20312,1212,1097,1474,4,8,3802,130,126,238,0,3,487,45,38,63,0,6,156,1383,1260,1777,4,18,4448
SSC20313,2286,1072,326,4,15,3704,330,120,41,0,0,486,56,29,14,0,0,95,2671,1216,381,4,13,4283
SSC20314,1664,634,257,0,6,2566,197,118,35,0,0,357,54,20,15,0,0,91,1914,770,306,0,6,3010
SSC20315,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20316,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC20317,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC20318,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10
SSC20319,30,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31
SSC20320,97,0,0,0,0,100,21,0,0,0,0,21,0,0,0,0,0,0,121,0,0,0,0,124
SSC20321,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20322,1104,1006,88,19,13,2221,325,281,12,12,3,629,78,59,0,0,0,142,1502,1344,99,24,12,2991
SSC20323,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC20324,240,26,40,0,0,311,96,13,12,0,0,126,10,3,3,0,0,19,354,46,56,0,3,457
SSC20325,56,0,0,0,0,56,7,0,0,0,0,7,3,0,0,3,0,3,59,0,0,3,0,63
SSC20326,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
SSC20327,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC20328,351,0,0,0,0,355,58,0,0,0,0,55,8,0,0,0,0,8,419,0,0,3,0,423
SSC20329,934,137,0,4,3,1067,90,30,0,0,0,125,22,0,0,0,0,19,1041,162,0,4,3,1209
SSC20330,28,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,38
SSC20331,42,0,0,0,0,40,4,0,0,0,0,5,0,0,0,0,0,0,48,0,0,0,3,47
SSC20332,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC20333,82,0,0,3,3,89,38,0,0,3,3,45,6,0,0,0,0,6,133,0,0,7,3,141
SSC20334,665,36,38,4,3,746,127,16,18,0,3,158,27,3,3,0,0,31,819,53,63,4,4,940
SSC20335,4526,1656,1353,41,43,7621,262,205,212,0,4,679,89,41,46,0,0,167,4876,1903,1608,50,40,8475
SSC20336,3427,1294,266,6,12,5010,264,149,142,0,3,563,54,39,27,0,0,120,3750,1481,433,7,21,5690
SSC20337,45,0,0,0,0,49,12,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,59
SSC20338,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20339,12,0,0,3,0,10,8,0,0,0,0,9,0,0,0,0,0,0,16,0,0,3,0,17
SSC20340,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27
SSC20341,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20342,9,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13
SSC20343,1183,20,26,3,0,1236,267,13,29,0,3,308,28,0,5,0,0,30,1471,36,62,6,5,1580
SSC20344,1733,374,364,80,17,2572,520,138,105,32,5,799,135,21,22,11,23,216,2390,533,493,122,44,3583
SSC20345,17,0,0,0,0,17,11,0,0,0,0,11,0,0,0,0,0,0,28,0,0,0,0,28
SSC20346,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13
SSC20347,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20348,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19
SSC20349,2372,58,0,0,5,2435,301,55,0,0,3,363,73,10,0,0,3,91,2747,121,3,0,5,2879
SSC20350,336,238,39,0,3,616,97,29,3,0,0,129,9,5,0,0,0,16,444,271,49,0,5,768
SSC20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20352,63,0,0,0,0,66,6,0,0,0,0,6,0,0,0,0,0,0,69,0,0,0,0,72
SSC20353,39,0,0,3,0,45,16,0,0,0,0,17,0,0,0,0,0,0,54,0,0,3,0,61
SSC20354,1010,99,5,3,5,1126,155,45,0,0,0,206,17,5,0,0,3,28,1189,154,4,8,9,1364
SSC20355,31,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,32
SSC20356,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC20357,33,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,3,34,0,0,0,0,37
SSC20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20359,3061,2695,2872,82,35,8749,534,262,292,9,4,1093,105,75,89,3,5,272,3698,3034,3253,86,46,10121
SSC20360,1081,1439,1872,31,15,4449,238,104,127,0,0,476,32,37,37,5,4,106,1359,1580,2037,43,20,5033
SSC20361,1926,1081,1918,36,16,4977,371,112,304,7,3,797,60,29,68,0,3,152,2360,1215,2292,38,18,5923
SSC20362,237,10,0,5,3,250,60,3,0,0,0,59,9,0,0,0,0,9,309,11,0,5,3,325
SSC20363,24,0,0,0,0,24,9,0,0,0,0,12,0,0,0,0,0,0,38,0,0,0,0,40
SSC20364,62,0,0,0,0,67,26,0,0,0,0,26,3,0,0,0,0,3,93,0,0,0,0,95
SSC20365,21,0,0,0,0,21,16,0,0,0,0,16,0,0,0,0,0,0,41,0,0,0,0,41
SSC20366,43,0,0,0,0,46,9,0,0,0,0,9,0,0,0,0,0,0,53,0,0,0,0,60
SSC20367,55,0,0,0,0,55,6,0,0,0,0,6,0,0,0,0,0,0,63,0,0,0,0,63
SSC20368,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20369,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,40,0,0,0,0,40,7,0,0,0,0,7,0,0,0,0,0,0,55,0,0,0,0,55
SSC20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20373,76,0,0,0,0,76,14,0,0,0,0,14,3,0,0,0,0,3,95,0,0,0,0,95
SSC20374,75,0,0,0,0,76,25,0,0,0,0,25,3,0,0,0,0,3,100,0,0,0,0,106
SSC20375,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20378,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11
SSC20379,163,0,0,0,3,165,20,0,0,0,0,20,3,0,0,0,0,3,186,0,0,0,3,190
SSC20380,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20381,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,32,0,0,0,0,32
SSC20382,25,0,0,0,0,25,8,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,32
SSC20383,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,15
SSC20384,2500,435,225,3,3,3166,597,44,41,0,0,679,75,8,3,0,0,85,3177,483,269,3,3,3935
SSC20385,188,0,0,0,0,186,22,0,0,0,0,22,4,0,0,0,0,4,213,0,0,0,0,216
SSC20386,26,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,35
SSC20387,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC20388,149,0,0,0,0,153,10,0,0,0,0,10,0,0,0,0,0,0,168,0,0,0,0,165
SSC20389,54,0,0,0,0,54,9,0,0,0,0,8,3,0,0,0,0,3,63,0,0,0,0,66
SSC20390,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
SSC20391,75,0,0,0,0,79,13,0,0,0,0,13,3,0,0,0,0,3,91,0,0,0,0,92
SSC20392,46,0,0,0,0,46,9,0,0,0,0,9,0,0,0,0,0,0,61,0,0,0,0,61
SSC20393,130,0,0,3,0,134,24,0,0,0,0,22,3,0,0,0,0,3,152,0,0,3,4,160
SSC20394,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,24
SSC20397,6024,1184,716,3,11,7933,892,153,150,0,0,1198,176,36,33,0,11,255,7094,1374,890,4,22,9386
SSC20398,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,23
SSC20399,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC20400,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC20401,25,0,0,0,0,27,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,31
SSC20402,79,0,0,0,0,79,11,0,0,0,0,13,0,0,0,0,0,0,90,0,0,0,0,95
SSC20403,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20404,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20406,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20407,1071,13,9,0,0,1096,116,4,5,0,0,130,22,0,0,0,0,21,1211,22,16,0,6,1252
SSC20408,78,0,0,0,0,78,10,0,0,0,0,10,0,0,0,0,0,0,88,0,0,0,0,88
SSC20409,599,41,12,0,3,653,83,22,14,0,0,123,12,0,3,0,0,18,699,62,28,0,3,798
SSC20410,28,0,0,0,0,28,6,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,36
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20413,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10
SSC20414,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
SSC20415,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,18
SSC20416,43,158,86,0,0,285,9,10,22,0,0,41,3,4,4,0,0,13,47,171,111,0,0,334
SSC20417,1061,109,7,4,0,1182,127,100,18,0,0,244,33,17,4,0,0,51,1217,225,31,4,0,1478
SSC20418,1324,161,0,0,0,1491,81,9,0,0,0,87,42,3,0,0,0,43,1447,175,0,0,0,1625
SSC20419,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20420,53,0,0,0,0,53,7,0,0,0,0,7,0,0,0,0,0,0,62,0,0,0,0,62
SSC20421,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20422,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC20423,43,0,0,23,0,66,14,0,0,24,0,35,0,0,0,0,0,0,59,0,0,42,0,101
SSC20424,2794,1012,564,7,19,4393,340,234,105,0,0,684,84,38,22,0,3,137,3215,1286,691,7,20,5215
SSC20425,2400,535,65,0,10,3000,447,88,20,0,0,558,59,8,5,0,0,75,2904,632,86,0,11,3632
SSC20426,154,0,0,0,0,154,15,0,0,0,0,15,0,0,0,0,0,0,167,0,0,0,0,168
SSC20427,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20429,155,0,0,3,0,159,15,0,0,0,0,14,0,0,0,0,0,0,174,0,0,4,0,184
SSC20430,38,0,0,0,0,38,11,0,0,0,0,11,0,0,0,0,0,0,48,0,0,0,0,48
SSC20431,28,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,35
SSC20432,48,0,0,0,3,49,9,0,0,0,0,7,0,0,0,0,0,0,55,0,0,0,3,60
SSC20433,30,0,0,0,0,37,6,0,0,0,0,6,3,0,0,0,0,3,44,0,0,0,0,45
SSC20434,44,0,0,4,0,46,7,0,0,0,0,7,0,0,0,0,0,0,53,0,0,4,0,57
SSC20435,129,0,0,0,0,129,10,0,0,3,0,14,0,0,0,0,0,0,143,0,0,4,0,145
SSC20436,0,0,0,5,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,8
SSC20437,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC20438,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20439,2115,222,0,0,0,2341,139,14,0,0,0,153,62,6,0,0,0,68,2315,246,0,0,3,2564
SSC20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,48,0,0,0,0,48,11,0,0,0,0,11,3,0,0,0,0,3,62,0,0,0,0,60
SSC20442,1174,26,10,5,0,1213,366,40,12,0,0,416,54,3,0,0,0,55,1590,68,22,5,3,1683
SSC20443,42,0,0,0,0,39,11,0,0,0,0,11,0,0,0,0,0,0,55,0,0,0,0,56
SSC20444,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18
SSC20445,100,0,0,0,0,100,17,0,0,0,0,17,3,0,0,0,0,3,115,0,0,0,0,116
SSC20446,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC20447,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC20448,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC20449,36,0,0,0,0,35,18,0,0,0,0,18,0,0,0,0,0,0,55,0,0,0,0,56
SSC20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20451,4281,1516,1098,30,29,6952,271,123,119,0,3,516,75,29,30,0,0,133,4628,1663,1252,30,30,7606
SSC20452,62,0,0,0,0,62,10,0,0,0,0,10,0,0,0,0,0,0,72,0,0,0,0,72
SSC20453,942,64,36,41,10,1081,312,10,7,58,3,397,58,7,3,10,0,73,1309,83,44,103,8,1552
SSC20454,3,0,0,0,0,3,7,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,9
SSC20455,529,6,0,0,3,536,84,5,0,0,0,89,15,0,0,0,0,20,632,14,0,0,3,649
SSC20456,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SSC20457,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC20458,892,38,14,4,3,952,296,38,12,0,3,351,42,4,5,0,0,56,1236,79,30,7,10,1348
SSC20459,989,112,4,6,3,1114,127,23,0,0,0,156,23,4,0,0,0,33,1139,146,8,6,8,1303
SSC20460,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20461,16,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,25
SSC20462,51,3,0,0,0,53,24,0,0,0,0,32,0,0,0,0,0,3,82,8,0,0,0,90
SSC20463,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20464,190,0,0,0,0,190,26,0,0,0,0,26,6,0,0,0,0,6,220,0,0,0,0,221
SSC20465,14,0,0,0,3,13,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,3,14
SSC20466,1651,564,227,11,9,2462,84,64,28,4,0,182,24,9,9,0,3,48,1763,636,262,16,10,2690
SSC20467,46,0,0,0,0,46,6,0,0,0,0,6,0,0,0,0,0,0,50,0,0,0,0,52
SSC20468,44,0,0,0,0,44,9,0,0,0,0,9,3,0,0,0,0,3,49,0,0,0,0,49
SSC20469,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20470,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
SSC20471,281,9,0,0,0,290,54,0,0,3,0,66,11,0,0,0,0,11,345,12,0,8,0,366
SSC20472,149,3,0,0,0,154,10,0,0,0,0,10,6,0,0,0,0,6,166,3,0,0,0,167
SSC20473,532,8,4,0,3,549,82,0,0,0,0,84,14,0,0,0,0,14,630,8,7,0,4,646
SSC20474,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,19
SSC20475,18,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,26
SSC20476,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20477,62,0,0,0,0,62,23,0,0,0,0,23,3,0,0,0,0,3,86,0,0,0,0,86
SSC20478,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC20479,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
SSC20480,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC20481,25,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,37,0,0,0,0,37
SSC20482,197,0,0,0,0,204,17,0,0,0,0,17,0,0,0,0,0,0,214,0,0,0,0,220
SSC20483,186,0,0,0,0,186,20,0,0,0,0,20,3,0,0,0,0,3,206,0,0,0,0,212
SSC20484,94,0,0,0,0,94,13,0,0,0,0,13,3,0,0,0,0,3,113,0,0,0,0,113
SSC20485,195,0,0,0,3,198,46,0,0,0,0,50,10,0,0,0,0,10,254,0,0,0,3,257
SSC20486,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15
SSC20487,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20488,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20489,305,3,0,10,0,319,78,5,3,0,0,89,10,0,0,0,0,10,396,14,6,7,0,421
SSC20490,37,0,0,0,3,41,14,0,0,0,0,19,3,0,0,0,0,3,58,0,0,3,3,65
SSC20491,101,0,0,0,0,98,8,0,0,0,0,8,0,0,0,0,0,0,112,0,0,0,0,114
SSC20492,81,1071,5719,31,40,6935,8,64,691,0,3,764,7,47,252,3,10,310,87,1181,6658,31,49,8006
SSC20493,100,1725,492,30,4,2351,15,123,36,0,3,182,3,45,20,3,0,72,118,1893,549,35,14,2605
SSC20494,22,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,33,0,0,0,0,33
SSC20495,2124,1862,2013,8,8,6022,245,236,260,3,3,747,54,55,57,0,3,171,2423,2152,2336,11,15,6944
SSC20496,40,0,0,0,0,40,4,0,0,0,0,4,0,0,0,0,0,3,46,0,0,0,0,44
