SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC20202,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,11,8,3,5,0,0,0,0,3,0,21,8,0,6,0,0,3,0,0,0,22,9,0,5,3,0,3,4,3,0,34,13,5,3,5,3,0,3,7,0,44,12,0,0,0,0,0,0,4,3,17,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,16,27,10,10,6,12,25,8,149
SSC20203,7,0,42,29,5,79,0,72,0,232,25,32,90,50,22,47,25,55,10,352,60,128,120,80,60,66,41,77,11,639,78,126,110,67,74,58,68,84,9,672,128,153,139,129,131,71,84,103,13,946,119,151,104,121,102,46,78,125,10,869,38,33,28,24,34,13,14,27,8,231,22,3,0,8,0,3,0,3,3,41,6,0,3,0,0,0,0,0,0,12,479,626,633,514,433,386,306,546,65,3993
SSC20204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,3,0,0,0,9,7,0,0,0,0,0,0,0,0,9,11,4,3,0,0,0,3,5,0,24,14,0,0,0,0,0,0,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,5,7,3,5,4,3,13,3,75
SSC20205,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,4,0,3,6,0,45
SSC20206,0,0,3,3,0,0,0,3,0,10,0,0,3,3,0,0,0,3,0,9,0,3,3,0,0,0,0,0,0,8,3,18,6,3,7,0,0,0,0,39,4,21,3,6,0,0,0,0,0,42,4,7,3,0,3,0,0,0,3,25,0,6,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,55,23,14,13,0,0,5,3,142
SSC20207,3,0,7,24,3,60,3,30,7,135,18,42,40,55,25,45,16,41,4,282,52,202,102,63,58,48,13,43,10,588,57,153,56,33,54,26,12,36,3,440,74,188,67,48,68,35,22,47,8,549,68,138,37,50,56,25,14,34,7,435,17,31,7,9,21,15,3,7,0,113,8,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,297,761,316,287,286,254,90,237,40,2557
SSC20208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,4,0,3,3,0,3,0,0,10,6,0,0,4,0,0,3,0,0,14,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,6,3,0,11,3,0,48
SSC20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,5,3,0,0,3,3,8,3,36
SSC20210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,20
SSC20211,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,3,0,0,8,0,0,0,0,0,17,0,4,0,3,0,0,0,0,0,13,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,13,8,4,3,8,0,51
SSC20212,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,0,3,3,0,29
SSC20213,4,14,20,67,14,141,4,73,4,341,24,115,87,125,63,146,13,53,11,637,208,542,163,128,194,134,32,52,21,1475,437,753,136,107,239,97,30,44,23,1868,472,678,173,135,338,120,42,54,15,2022,194,399,133,114,230,73,49,58,17,1259,34,82,21,18,50,31,12,14,5,270,3,3,3,0,5,0,0,0,0,11,4,0,0,0,0,0,0,0,0,7,1373,2580,743,697,1132,746,184,351,88,7895
SSC20214,9,15,31,136,17,234,7,99,4,550,36,140,133,189,119,241,24,86,12,983,316,810,303,208,320,205,48,96,43,2354,762,1259,329,232,510,196,61,93,54,3499,597,945,379,291,595,247,113,170,56,3394,262,493,263,175,338,130,105,126,28,1926,56,95,42,47,83,45,21,50,3,446,3,9,8,3,8,8,3,10,3,42,0,0,0,0,0,0,0,0,4,9,2047,3772,1484,1279,1993,1306,395,731,210,13208
SSC20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20216,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,4,3,0,13,0,3,0,0,0,3,3,3,0,12,3,3,0,3,4,0,8,3,0,32,5,0,0,0,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,10,6,11,4,15,11,8,86
SSC20217,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,4,0,0,0,19
SSC20218,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,3,5,0,0,0,0,3,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,10,3,7,8,4,0,50
SSC20219,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,3,0,12
SSC20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,0,4,0,0,11,10,3,0,0,4,0,0,0,0,28,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,6,4,4,3,5,8,0,71
SSC20221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,16
SSC20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,14,5,5,0,3,0,4,0,7,0,24,8,6,4,0,0,0,0,7,0,17,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,10,3,3,3,0,17,0,77
SSC20223,15,27,170,222,84,565,30,268,16,1404,108,224,433,333,284,461,94,210,33,2176,497,1044,726,357,561,327,200,267,65,4046,957,1583,791,496,968,424,294,328,71,5918,969,1142,784,572,1028,440,372,354,75,5732,508,622,386,285,623,244,213,241,42,3154,103,97,70,44,112,52,44,73,6,600,15,14,5,0,13,3,3,11,5,58,4,3,0,0,0,0,0,4,0,10,3171,4759,3367,2308,3678,2524,1247,1747,313,23101
SSC20224,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,9,7,0,0,0,0,0,0,5,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,7,4,0,3,5,5,0,48
SSC20225,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,3,3,3,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,3,3,12,0,40
SSC20226,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,3,3,0,3,3,0,0,0,0,9,3,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,9,8,3,4,0,3,3,0,49
SSC20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SSC20228,0,0,0,0,0,3,0,4,0,13,0,3,0,3,3,4,0,0,0,13,0,3,5,3,0,3,0,3,0,17,7,7,7,0,3,3,4,4,0,41,11,20,20,7,11,3,3,4,3,83,9,13,9,0,8,6,3,4,3,55,15,0,0,0,0,0,3,0,0,15,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,51,46,17,24,23,20,23,6,250
SSC20229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,4,0,0,0,0,3,4,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,3,3,3,0,29
SSC20230,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,11,3,6,3,4,0,0,3,0,29,12,0,0,0,0,0,0,0,0,11,18,5,0,3,0,0,0,0,0,31,25,0,4,4,0,3,6,6,0,46,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,68,10,15,11,5,8,13,8,3,135
SSC20231,0,0,0,0,0,4,0,0,0,10,0,3,3,0,0,3,0,0,0,8,6,3,3,3,0,0,0,5,0,23,3,3,6,4,4,3,4,4,0,32,3,4,3,0,9,7,0,4,0,31,8,3,4,3,6,5,3,6,0,35,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,30,13,21,24,8,21,3,152
SSC20232,3,0,3,3,3,14,0,12,0,38,0,0,24,19,10,6,8,10,5,85,27,50,69,44,54,29,19,17,7,325,51,39,36,31,59,22,19,19,6,278,33,29,35,18,39,10,31,21,4,223,19,26,27,11,24,6,13,10,6,130,6,0,0,0,10,0,0,0,0,23,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,138,155,192,125,193,96,93,87,29,1110
SSC20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20234,0,0,0,0,0,5,0,0,0,3,0,3,3,4,0,0,0,0,0,10,3,4,7,3,4,3,4,4,0,42,0,4,3,4,3,3,0,0,0,21,0,6,3,3,3,0,3,0,0,23,3,7,0,3,4,0,0,6,0,20,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,16,10,21,17,10,16,0,121
SSC20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,5
SSC20236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,3,3,0,20
SSC20237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,26
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,10
SSC20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,5,0,3,0,22
SSC20241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,3,0,0,22,3,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,4,3,0,12,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,3,3,9,9,0,62
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,0,0,3,0,0,3,0,6,0,13,0,5,7,0,0,3,0,0,0,13,11,18,15,0,3,3,3,3,0,62,5,8,6,3,3,3,3,4,0,43,18,10,8,5,9,3,5,9,0,64,8,12,9,3,4,3,3,3,0,46,18,3,3,0,3,0,4,5,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,58,46,15,22,22,21,32,6,284
SSC20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC20245,0,0,3,7,0,4,0,7,0,24,0,0,14,4,0,3,0,4,0,24,7,10,6,0,4,0,0,5,0,47,11,13,11,3,4,3,3,4,3,61,9,5,7,9,12,11,10,9,3,73,16,5,5,5,11,0,10,8,0,59,7,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,50,26,42,28,24,38,7,305
SSC20246,0,0,3,0,0,3,0,3,0,10,3,3,3,5,3,3,0,3,0,24,4,15,20,7,8,5,0,6,0,59,22,7,13,8,11,3,10,10,0,87,20,20,8,9,7,6,4,3,0,88,23,12,3,5,12,6,3,9,0,75,16,5,3,3,6,3,0,6,0,41,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,93,63,55,40,42,26,22,44,0,398
SSC20247,5,0,13,12,0,50,3,32,0,119,4,7,43,24,7,19,4,21,0,134,17,50,76,39,37,22,19,20,4,285,53,55,74,44,52,27,26,45,6,384,75,60,99,48,68,33,39,51,7,475,44,52,59,33,43,28,25,34,0,321,9,9,14,5,18,6,4,17,3,81,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,210,240,374,207,226,184,115,221,23,1803
SSC20248,0,0,10,10,0,21,0,10,0,53,6,20,19,20,8,20,3,19,0,110,16,77,32,28,30,28,11,14,0,243,27,54,34,25,22,4,6,7,0,181,26,55,21,24,23,9,6,15,9,195,24,21,12,21,23,22,15,24,0,166,3,14,3,4,3,6,6,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,244,130,132,113,109,54,95,13,979
SSC20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,8,0,3,0,0,0,3,0,18,3,3,3,4,3,4,0,0,0,25,3,7,3,3,0,0,0,3,0,22,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,3,10,10,8,0,8,0,76
SSC20250,0,3,4,42,7,37,0,13,0,109,10,41,23,40,35,43,0,11,4,198,44,139,48,30,29,33,0,8,4,335,163,190,33,31,66,43,5,12,15,551,264,291,61,42,114,62,11,8,7,863,134,198,48,35,106,45,10,21,11,602,44,82,11,20,30,18,3,7,4,215,3,13,0,3,4,0,0,0,0,24,3,0,0,0,0,0,0,0,0,5,661,948,219,242,394,277,29,77,50,2903
SSC20251,5,8,20,77,13,136,3,54,3,320,28,132,88,111,85,113,17,54,11,623,152,518,157,119,165,104,35,62,16,1325,306,649,118,80,197,69,21,38,21,1499,375,572,125,107,229,83,40,46,25,1603,164,374,72,82,146,46,36,50,15,984,51,102,15,21,44,21,4,16,3,287,0,11,0,4,5,0,0,3,8,32,0,0,0,0,0,0,0,0,4,9,1074,2372,594,588,887,569,154,333,106,6682
SSC20252,0,4,7,26,6,76,5,41,0,163,9,46,30,38,41,56,6,32,3,260,77,246,92,78,92,58,17,37,11,724,165,310,107,47,124,66,24,26,8,881,140,232,102,66,143,55,34,43,8,834,69,121,50,44,64,25,36,33,5,446,6,32,6,4,20,14,6,14,3,99,0,0,3,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,3,466,1006,399,305,497,349,123,229,45,3419
SSC20253,3,14,10,45,11,78,6,52,0,224,13,61,59,69,42,93,7,31,3,377,101,368,88,71,118,81,20,44,13,896,220,438,114,59,141,55,23,35,10,1105,210,383,131,94,207,69,29,44,9,1177,121,204,76,66,105,41,34,67,5,717,20,59,19,28,32,8,6,10,6,185,0,7,6,0,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,690,1531,500,434,651,428,124,285,53,4705
SSC20254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11
SSC20255,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,3,0,3,0,0,0,0,15,13,6,8,3,8,0,0,3,0,42,7,6,3,3,7,0,0,3,0,31,3,12,0,4,0,0,3,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,16,20,15,7,9,14,3,131
SSC20256,0,0,9,3,0,16,0,8,0,38,4,3,6,13,3,7,0,8,3,43,11,22,27,10,3,9,4,4,0,87,31,36,22,15,24,17,3,11,3,158,31,44,40,15,20,27,3,24,3,211,38,41,17,25,30,32,3,12,3,193,12,33,14,5,22,17,3,0,0,108,3,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,135,180,141,83,102,121,22,62,17,854
SSC20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,15
SSC20258,0,0,3,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,7,3,3,0,0,3,0,0,3,0,12,3,8,3,0,4,3,0,3,0,23,3,3,0,0,3,0,0,4,0,22,10,9,9,3,10,0,3,3,0,44,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,17,10,17,13,3,17,0,125
SSC20259,0,0,10,3,0,6,0,12,0,32,3,3,21,8,9,6,3,6,0,54,12,15,31,14,14,8,8,16,6,126,12,18,29,13,30,8,14,11,3,137,21,16,34,17,27,11,25,20,3,175,21,9,18,15,17,3,20,10,0,118,0,0,6,0,0,0,3,3,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,60,143,68,102,51,75,80,12,662
SSC20260,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,9,3,3,3,3,6,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,3,8,3,0,3,0,49
SSC20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,3,0,16
SSC20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,4,3,6,4,0,0,5,6,0,18,4,3,0,0,0,0,0,0,0,12,11,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,6,4,4,3,5,3,0,54
