SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC21845,..,0,6,14,28,37,22,0,0,98,..,0,0,0,8,3,0,0,0,13,..,0,0,3,3,0,0,0,0,4,45,..,..,..,..,..,..,..,..,45,..,7,..,..,..,..,..,..,..,7,..,13,4,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,0,4,3,10,10,3,0,29,0,0,0,0,0,0,0,0,0,6,45,27,12,28,33,52,30,4,0,231,..,0,3,14,26,36,13,0,0,98,..,0,0,3,10,3,0,0,0,12,..,0,3,3,3,0,0,0,0,9,24,..,..,..,..,..,..,..,..,24,..,14,..,..,..,..,..,..,..,14,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC21846,..,0,0,0,0,3,3,3,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,16,..,0,0,0,0,0,9,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21847,..,0,7,17,22,18,14,0,0,84,..,0,0,3,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,36,..,..,..,..,..,..,..,..,36,..,17,..,..,..,..,..,..,..,17,..,16,8,0,0,0,0,0,0,20,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,12,4,0,3,0,0,0,0,0,0,9,39,35,18,24,34,32,16,3,0,195,..,0,12,22,24,14,7,0,0,82,..,0,0,9,7,0,0,0,0,12,..,0,0,4,4,0,3,0,0,7,34,..,..,..,..,..,..,..,..,34,..,16,..,..,..,..,..,..,..,16,..,11,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,5,0,5,..,0,0,0,0,0,0,0,0,3
SSC21848,..,0,0,4,3,13,3,4,4,29,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,4,0,0,13,0,0,0,0,0,0,0,3,0,4,7,3,3,9,11,11,8,11,4,71,..,0,3,6,7,7,10,4,0,35,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21849,..,0,0,0,7,3,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,4,0,3,9,5,3,3,0,38,..,0,3,3,7,7,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21850,..,0,0,3,10,4,0,0,0,19,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,15,4,0,8,9,12,3,3,0,56,..,0,0,4,4,8,3,0,0,23,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21851,..,0,44,70,114,123,106,91,19,561,..,6,25,23,23,13,7,0,0,96,..,0,0,10,7,3,0,0,0,23,267,..,..,..,..,..,..,..,..,267,..,64,..,..,..,..,..,..,..,64,..,48,16,5,11,7,0,0,0,91,..,3,7,8,0,7,0,3,0,31,..,3,8,0,0,3,0,0,0,12,..,9,8,6,3,12,3,0,0,37,..,6,23,24,34,47,28,22,7,193,0,5,3,0,3,6,9,4,3,36,267,149,132,138,200,219,150,128,35,1408,..,3,60,83,125,119,101,66,11,565,..,11,35,23,22,5,13,3,0,105,..,9,21,26,30,11,4,8,4,119,216,..,..,..,..,..,..,..,..,216,..,70,..,..,..,..,..,..,..,70,..,29,6,8,0,5,0,0,0,43,..,3,0,0,6,9,3,3,3,24,..,0,5,0,0,0,0,0,0,5
SSC21852,..,0,0,3,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,3,0,0,0,19,..,0,0,4,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21853,..,0,0,0,6,13,5,8,0,43,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,13,14,7,7,15,10,10,0,82,..,0,0,3,9,7,11,6,0,40,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21854,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21855,..,0,17,45,50,77,79,51,5,323,..,4,27,11,12,11,5,3,0,79,..,0,0,3,5,0,3,0,0,14,126,..,..,..,..,..,..,..,..,126,..,30,..,..,..,..,..,..,..,30,..,39,7,8,0,0,0,0,0,57,..,0,0,3,3,3,0,0,3,10,..,0,3,0,0,0,0,0,0,8,..,0,3,3,5,0,3,0,0,21,..,3,12,11,15,37,41,17,8,136,6,0,6,7,3,11,7,0,0,33,129,80,82,82,100,134,132,74,18,837,..,0,30,45,63,73,84,28,3,325,..,11,22,12,18,15,3,0,0,79,..,4,8,20,19,8,3,3,0,60,125,..,..,..,..,..,..,..,..,125,..,39,..,..,..,..,..,..,..,39,..,7,6,0,8,3,0,0,0,26,..,3,0,0,4,8,0,0,4,19,..,3,3,0,0,0,0,0,0,3
SSC21856,..,0,0,3,3,3,3,3,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,0,7,3,10,3,3,0,32,..,0,0,6,6,6,3,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21857,..,0,0,0,4,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,12,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21858,..,0,7,9,11,20,10,0,0,59,..,0,3,3,0,3,4,0,0,17,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,5,..,..,..,..,..,..,..,5,..,3,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,32,13,23,20,13,25,9,4,0,139,..,0,13,7,23,11,3,0,0,66,..,3,3,5,3,0,0,0,0,14,..,0,3,0,3,0,0,0,0,5,26,..,..,..,..,..,..,..,..,26,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21859,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,19,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21860,..,0,0,0,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,3,3,3,3,0,0,24,..,0,4,0,4,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21861,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21862,..,0,0,3,8,7,8,0,0,23,..,0,0,0,0,7,3,0,0,5,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,14,4,8,3,6,13,18,0,0,69,..,0,0,4,3,7,0,0,0,24,..,0,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21863,..,3,9,17,24,22,8,5,0,80,..,0,5,0,8,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,8,..,..,..,..,..,..,..,8,..,17,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,5,4,3,0,0,8,0,0,0,0,0,0,0,0,0,4,33,28,15,18,34,21,11,5,0,171,..,3,13,14,26,10,6,3,0,82,..,0,3,0,6,0,0,0,0,15,..,0,0,0,3,0,0,0,0,4,50,..,..,..,..,..,..,..,..,50,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21864,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21865,..,0,8,17,27,29,26,11,4,109,..,0,3,5,6,3,4,0,0,22,..,0,0,0,3,0,0,0,0,8,54,..,..,..,..,..,..,..,..,54,..,26,..,..,..,..,..,..,..,26,..,12,3,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,3,0,3,0,0,0,0,0,5,..,0,0,0,0,6,5,0,0,16,0,0,0,0,0,0,0,0,0,3,49,44,16,31,39,36,32,9,3,268,..,0,6,25,31,31,21,0,4,112,..,0,3,8,11,0,0,0,0,24,..,0,0,3,0,4,3,0,0,7,46,..,..,..,..,..,..,..,..,46,..,25,..,..,..,..,..,..,..,25,..,16,7,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC21866,..,0,10,28,45,55,28,10,0,191,..,3,11,14,8,6,0,0,0,39,..,0,0,0,3,4,0,0,0,8,85,..,..,..,..,..,..,..,..,85,..,21,..,..,..,..,..,..,..,21,..,31,17,3,3,0,0,0,0,56,..,0,0,3,3,0,3,4,0,13,..,4,0,0,3,3,0,0,0,8,..,0,0,0,5,3,0,0,0,13,..,0,7,4,6,10,6,0,7,36,0,0,3,0,5,0,0,0,0,10,90,64,50,49,75,86,38,23,8,482,..,3,13,35,52,50,33,5,0,188,..,9,14,12,7,6,0,0,0,44,..,3,4,6,12,4,0,0,0,34,85,..,..,..,..,..,..,..,..,85,..,40,..,..,..,..,..,..,..,40,..,27,10,3,3,0,0,0,0,46,..,3,0,0,0,0,5,0,0,12,..,0,0,0,0,0,0,0,0,0
SSC21867,..,0,8,26,36,43,20,12,5,149,..,0,3,0,5,10,3,0,0,23,..,0,0,0,0,0,0,0,0,4,48,..,..,..,..,..,..,..,..,48,..,22,..,..,..,..,..,..,..,22,..,22,4,4,0,0,0,0,0,32,..,0,0,0,0,6,0,0,0,10,..,0,0,0,3,0,0,0,0,8,..,0,0,0,3,0,3,0,0,4,..,0,0,4,3,3,4,0,0,15,3,0,0,0,0,0,0,0,0,4,54,44,18,33,54,57,30,20,5,321,..,0,12,30,40,37,21,6,3,145,..,0,6,3,10,3,4,0,0,24,..,0,0,3,8,3,0,0,0,14,59,..,..,..,..,..,..,..,..,59,..,30,..,..,..,..,..,..,..,30,..,13,3,0,0,0,0,0,0,19,..,3,3,0,0,3,3,0,0,13,..,3,0,0,0,0,0,0,0,3
SSC21868,..,0,0,6,10,9,5,4,0,37,..,0,0,0,3,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,4,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,4,12,8,3,12,12,23,10,3,0,94,..,0,3,6,10,12,9,4,0,38,..,3,0,7,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3
SSC21869,..,0,0,3,3,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,3,0,15,..,0,0,4,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21870,..,0,0,6,7,5,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,13,3,6,6,5,8,6,0,0,44,..,0,0,7,3,4,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21871,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC21872,..,0,0,3,5,4,9,3,0,19,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,9,0,3,9,8,4,3,0,45,..,0,0,4,10,5,3,0,0,25,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
