SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,3,4,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,11,6,3,9,12,14,7,3,3,54
SSC22663,3,7,4,3,0,0,19,0,0,7,6,8,0,0,0,22,5,11,17,14,12,6,3,0,74,3,20,19,23,20,5,4,0,102,17,39,63,80,40,13,5,0,266,3,0,3,0,0,0,0,0,11,3,0,3,0,3,7,0,0,17,18,39,68,82,46,22,4,0,292,0,3,0,0,0,0,0,0,4,25,18,13,19,22,14,0,0,111,57,88,138,142,112,64,13,0,617
SSC22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22665,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,5,8,3,3,0,27,0,3,4,5,5,4,6,0,26,8,3,5,7,7,5,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,7,9,8,3,0,48,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,8,0,22,11,11,21,25,31,27,12,0,133
SSC22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC22667,68,51,39,21,0,3,261,0,42,54,81,72,34,17,0,300,89,342,304,206,223,123,63,23,1372,70,194,214,255,239,152,93,23,1242,336,580,529,498,432,285,117,48,2833,46,25,38,29,29,11,3,0,186,22,36,67,47,47,34,22,9,277,408,652,633,576,508,329,143,56,3295,0,10,16,19,11,10,17,8,89,209,124,167,172,231,267,291,312,1776,785,1429,1451,1354,1326,939,630,426,8343
SSC22668,3,0,7,0,0,0,16,0,3,0,0,3,4,0,0,12,0,12,9,6,7,8,0,0,40,4,3,12,10,13,6,3,0,50,5,14,11,17,20,10,8,0,84,0,3,3,0,0,0,0,0,9,0,3,0,0,3,0,0,0,10,5,19,12,21,21,11,8,0,97,0,0,0,0,0,0,0,0,0,3,0,3,10,4,9,3,0,36,11,37,42,52,57,42,15,5,260
SSC22669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,4,0,0,14,0,3,0,3,0,0,0,0,7,3,5,15,6,8,0,3,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,3,5,16,6,9,3,3,0,44,0,0,0,0,4,0,0,0,3,12,4,3,4,0,3,0,0,31,17,15,29,27,11,13,3,0,102
SSC22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,3,5,3,3,0,0,18,3,0,6,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,6,10,12,12,12,3,0,49
SSC22672,180,101,83,40,6,7,644,12,41,69,42,80,31,7,0,278,150,527,531,320,324,156,46,13,2066,68,202,233,260,248,168,55,19,1252,135,254,280,297,299,197,95,28,1581,16,17,15,18,13,15,0,0,97,10,19,28,36,64,35,20,9,229,163,293,323,355,377,242,113,39,1897,5,6,9,15,20,13,17,3,93,62,71,89,86,132,105,101,97,752,473,1342,1433,1183,1263,762,342,186,6984
SSC22673,291,235,166,48,8,6,1077,10,63,85,91,104,35,6,0,394,333,862,715,622,482,214,72,33,3337,105,260,255,322,330,168,71,39,1552,182,308,260,374,394,214,129,55,1906,37,24,11,14,14,18,7,3,129,19,19,34,47,81,47,23,13,273,237,348,305,431,484,278,154,66,2313,3,18,22,21,24,30,20,15,157,82,76,85,111,126,133,166,239,1008,778,1936,1760,1839,1722,910,507,397,9850
SSC22674,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,8,4,0,3,0,0,17,0,0,4,7,10,9,0,0,24,3,7,7,18,19,10,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,3,5,10,19,25,11,5,0,77,0,0,0,0,0,0,0,0,4,0,0,3,10,11,17,6,0,52,7,8,19,44,51,37,12,0,185
SSC22675,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,15,0,0,0,9,5,4,0,3,29
SSC22676,13,19,15,11,0,0,55,0,5,7,12,22,12,0,0,62,6,19,51,48,26,33,9,0,190,11,13,19,47,40,30,9,0,168,28,36,47,53,58,41,25,7,300,3,6,7,0,3,3,0,0,19,0,0,5,6,10,9,0,0,28,32,39,58,63,69,55,26,6,348,0,4,0,4,0,3,0,3,12,27,24,32,28,64,37,19,3,232,76,112,186,224,230,179,63,19,1078
SSC22677,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,5,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,7,4,9,18,3,0,41
SSC22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,9,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,9,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,3,8,0,0,0,28
SSC22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10
SSC22680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,13,0,0,5,3,3,3,0,0,12,3,4,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,4,7,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,17,8,9,16,13,11,11,0,0,62
SSC22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22682,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,6,0,4,8,7,9,3,0,0,30,0,7,8,5,11,3,0,0,43,7,25,23,31,22,12,4,0,114,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,8,10,25,26,31,23,9,4,0,128,0,0,0,0,0,0,0,0,9,3,4,10,14,18,6,0,0,61,13,45,55,57,60,29,7,0,272
SSC22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,4,4,3,6,0,0,22
SSC22684,3,0,7,0,0,0,10,0,5,3,6,6,3,0,0,18,4,29,31,22,17,21,3,0,132,4,14,25,38,30,20,8,4,144,38,72,57,66,85,44,20,7,381,4,3,0,8,0,4,0,0,27,3,8,5,7,9,3,3,0,36,47,83,62,80,96,54,19,7,444,0,0,3,0,0,0,0,0,6,24,32,21,26,46,41,54,61,306,83,167,138,167,203,145,87,75,1070
SSC22685,78,77,78,44,9,0,351,3,39,65,72,100,63,7,4,343,63,341,322,255,261,152,51,13,1456,57,185,211,269,212,161,83,23,1198,274,557,425,501,348,300,123,36,2554,30,29,25,35,20,14,3,0,152,28,34,32,41,47,41,14,4,227,331,616,479,566,410,347,143,37,2939,5,19,5,7,8,27,14,4,91,138,106,118,162,178,227,181,90,1196,605,1354,1279,1411,1238,1023,485,170,7575
SSC22686,0,3,3,0,0,0,10,0,0,0,3,3,0,0,0,7,0,3,6,7,0,3,3,0,24,0,0,0,5,0,0,3,0,11,3,3,3,16,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,21,3,0,0,0,31,0,0,0,0,0,0,0,0,3,4,0,4,4,3,4,0,3,17,6,6,17,44,16,13,4,3,105
SSC22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13
SSC22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,4,8,5,3,0,23
SSC22689,70,88,78,28,13,0,309,0,12,41,49,46,25,9,0,174,62,136,191,236,205,94,18,7,948,31,37,77,129,115,67,25,6,498,53,74,91,183,113,76,38,4,634,3,3,4,6,3,4,3,0,30,4,3,5,19,17,16,3,0,72,63,88,98,210,129,98,47,4,733,0,0,3,12,3,12,3,0,35,41,18,30,67,52,37,23,0,270,202,324,508,795,633,356,140,18,2972
SSC22690,3,11,10,0,0,0,25,0,0,3,8,0,3,0,0,16,7,12,28,30,23,14,0,0,112,3,9,12,21,12,3,0,0,56,13,5,6,29,15,8,4,3,84,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,19,8,13,33,15,10,4,3,96,0,0,0,0,0,0,0,0,3,0,3,4,8,7,6,3,0,33,30,31,56,103,60,37,10,3,341
SSC22691,46,57,39,7,0,0,184,0,12,30,47,35,5,0,0,133,56,131,169,195,112,61,16,3,738,28,54,93,128,79,43,5,5,437,60,96,110,169,104,47,17,3,608,7,7,6,6,9,8,0,0,37,5,4,6,26,20,13,3,0,75,72,109,126,204,127,58,22,3,721,4,3,3,9,9,3,3,0,33,40,18,26,31,20,36,9,3,183,206,349,499,669,418,220,55,11,2424
SSC22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,12
SSC22693,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,0,0,0,3,3,0,0,0,7,0,3,4,9,7,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,5,10,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,4,12,21,19,8,0,78
SSC22694,3,3,4,0,0,0,13,0,0,0,3,0,0,0,0,9,0,10,7,18,4,3,0,0,43,0,8,15,14,6,9,3,0,48,14,15,22,28,20,10,0,0,112,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,6,14,21,27,27,20,10,3,0,124,0,0,0,0,0,3,0,0,8,0,9,3,3,16,18,3,0,57,23,41,62,68,49,38,9,0,294
SSC22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC22696,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,4,7,0,0,21,0,0,0,0,3,5,0,0,8,3,8,11,4,3,3,0,5,37,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,11,4,5,3,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,12,3,10,18,12,17,15,3,3,88
SSC22697,134,111,101,69,12,0,525,0,105,125,139,116,52,9,7,543,182,728,633,509,433,219,85,29,2817,117,361,353,425,377,254,106,31,2022,541,903,839,782,641,390,176,59,4332,54,80,58,45,48,24,3,0,310,44,66,74,62,77,41,15,13,388,642,1052,969,886,769,456,189,70,5025,9,23,17,21,25,28,14,10,142,355,268,252,372,415,438,423,242,2768,1325,2619,2479,2457,2228,1506,834,386,13838
SSC22698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,5,0,0,19
SSC22699,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,5,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,7,9,12,3,3,3,0,40
SSC22700,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,8,0,0,0,3,0,0,0,0,6,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,8,8,7,6,4,3,42
SSC22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,4,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,5,3,10,4,0,18,5,5,5,10,3,16,5,0,46
SSC22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8
SSC22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13
SSC22704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,3,0,8,6,17,6,9,4,0,0,0,43,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,10,18,6,6,11,0,0,0,52,0,0,0,0,0,0,0,0,0,4,9,0,4,6,0,3,0,21,13,34,5,11,18,3,3,0,90
SSC22705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,11
SSC22706,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,3,6,0,0,0,13,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,13,8,10,7,0,0,39
SSC22707,56,43,26,5,0,0,161,3,9,14,14,7,3,0,0,46,25,82,134,112,54,25,6,0,436,9,27,61,55,25,18,0,0,190,14,30,39,46,20,11,4,0,165,3,0,3,4,0,0,0,0,14,0,8,3,7,3,4,0,0,31,19,38,48,61,22,14,4,0,211,0,4,7,8,0,0,0,0,27,13,19,30,18,16,13,3,0,105,73,196,349,313,145,80,12,0,1174
SSC22708,67,31,26,9,6,0,212,3,25,46,20,22,7,0,0,126,38,215,210,105,66,32,7,0,674,26,115,118,80,62,27,20,3,444,60,156,152,134,91,64,56,16,722,7,5,8,3,3,3,0,0,33,3,13,15,10,12,3,5,3,71,74,168,176,150,110,69,62,16,831,0,0,10,0,3,3,3,0,25,23,33,45,45,46,36,62,23,315,168,616,676,432,337,185,164,52,2620
SSC22709,49,29,11,11,4,0,138,0,16,18,14,17,7,0,0,73,40,164,157,69,62,28,6,0,526,17,57,72,57,58,35,16,3,313,43,91,102,84,60,72,37,3,507,0,8,5,4,0,0,0,0,21,3,8,12,8,16,7,3,0,49,46,107,113,98,77,83,39,3,578,0,3,9,6,3,4,4,0,24,22,17,19,21,21,28,24,5,147,133,390,444,288,253,185,95,17,1798
SSC22710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,9,3,3,7,3,0,0,28
SSC22711,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,3,7,0,0,0,14,0,0,0,3,3,0,0,0,11,0,3,20,10,7,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,20,6,7,6,0,0,44,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,0,16,3,6,25,17,19,12,3,0,91
SSC22712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22713,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,7,3,0,3,0,11,0,0,0,6,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,4,12,15,7,0,0,51
SSC22714,13,16,13,4,0,0,51,0,12,8,10,8,4,0,0,51,17,33,51,48,40,28,9,9,233,13,39,22,40,29,21,6,0,175,33,52,52,74,51,32,15,7,316,0,3,4,3,0,0,0,0,16,0,3,0,8,10,5,4,0,31,36,60,62,82,62,36,23,6,364,0,3,0,0,0,0,0,0,8,22,10,11,18,14,14,8,5,98,84,157,168,217,172,117,44,17,971
SSC22715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,3,0,0,13,0,0,3,3,5,5,3,0,22,3,4,6,8,17,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,11,3,3,15,11,19,4,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,19,8,12,16,25,35,18,3,0,120
SSC22717,31,27,10,3,0,0,138,0,21,29,21,4,8,4,0,86,138,184,180,91,33,23,12,0,667,42,60,108,78,49,29,10,3,386,143,94,126,155,86,41,20,3,678,27,3,7,10,3,3,0,0,49,12,3,9,12,4,6,3,0,50,183,105,141,176,95,46,28,3,775,4,0,3,3,3,6,0,0,18,105,46,41,57,38,34,22,3,345,485,461,535,460,244,146,72,18,2421
SSC22718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,13
SSC22719,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,3,3,0,28
SSC22720,0,0,0,3,0,0,7,0,0,0,3,3,3,0,0,9,0,3,0,3,5,14,0,0,29,3,3,0,16,16,12,4,3,51,3,14,11,29,32,25,10,0,131,3,3,0,3,0,0,0,0,10,0,0,0,0,5,4,0,0,7,4,17,17,34,39,30,11,0,150,0,0,0,0,0,0,0,0,5,22,6,15,15,30,32,20,6,153,29,34,33,76,103,90,28,13,409
SSC22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,3,0,3,3,0,13
SSC22723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
