SA3_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
20904,530,2557,11292,10843,8418,5036,679,48,10,39409,1371,1859,2254,1557,1339,1175,491,57,5,10104,52,105,239,229,211,206,65,3,4,1121,69,155,400,275,229,143,43,4,6,1315,2019,4671,14188,12904,10194,6557,1276,116,23,51945,200,427,693,540,400,268,13,0,0,2540,418,337,176,111,81,96,23,0,0,1248,620,759,876,651,485,363,33,0,0,3786,2638,5434,15059,13555,10682,6918,1310,116,20,55737,3607,1511,1652,1476,1742,2667,5292,3167,883,21994,250,381,949,760,570,521,451,276,83,4240,6503,7318,17659,15791,12994,10108,7046,3564,980,81967,181,1867,6340,4820,4648,2396,218,6,4,20496,1919,2383,4409,4997,4058,2609,435,32,8,20852,78,141,899,420,260,191,46,9,0,2047,59,112,260,190,169,93,17,8,0,914,2243,4513,11915,10423,9140,5292,713,59,12,44313,106,268,501,305,276,109,5,3,0,1579,530,286,391,376,231,133,10,0,3,1953,635,550,890,680,506,238,13,4,0,3535
21001,98,634,2312,2896,2827,1663,328,25,0,10780,416,551,391,311,321,422,276,55,3,2747,18,29,74,57,64,72,23,4,0,340,16,38,74,50,63,51,15,9,0,311,542,1252,2850,3316,3279,2207,645,91,4,14181,30,83,119,118,109,61,6,0,0,531,104,56,20,21,15,22,8,0,0,248,140,136,144,139,126,85,11,0,0,781,681,1389,2991,3447,3409,2288,656,88,4,14960,1012,284,272,245,378,646,1961,1719,619,7136,49,70,181,167,171,133,210,166,87,1228,1741,1743,3446,3869,3958,3069,2824,1977,706,23324,29,454,1639,1357,1625,883,136,7,0,6127,548,643,748,1497,1411,959,267,21,0,6096,21,40,190,136,69,86,18,0,0,562,10,27,35,45,46,35,11,9,0,228,611,1160,2617,3040,3152,1958,437,42,3,13013,17,40,70,58,53,29,0,0,0,265,99,66,53,86,78,41,4,0,0,430,114,104,127,141,131,68,4,0,0,687
21002,96,380,928,1449,1674,1018,235,20,5,5803,246,157,103,141,202,271,197,30,4,1355,9,15,19,39,53,91,15,0,0,246,12,10,17,33,26,21,6,4,0,127,367,564,1077,1657,1947,1404,456,50,6,7534,17,33,34,30,40,49,5,0,0,220,54,16,13,3,7,15,11,0,0,119,69,47,44,38,56,68,17,0,0,334,443,608,1121,1688,1999,1472,475,50,6,7866,534,94,68,94,140,380,958,477,141,2872,45,40,63,117,126,129,101,57,17,695,1020,741,1246,1905,2264,1985,1532,585,166,11437,24,199,494,613,853,477,78,5,0,2749,324,287,408,856,924,606,150,6,4,3567,9,11,92,92,39,63,22,0,0,337,17,7,20,21,14,20,6,0,0,110,373,515,1016,1589,1834,1166,257,8,5,6760,10,22,23,18,33,22,0,0,0,121,54,18,17,35,31,36,10,0,0,194,57,39,34,53,63,59,10,0,0,314
21003,112,727,4227,3650,2626,1405,190,13,3,12948,382,855,1159,697,504,321,147,27,3,4093,16,39,120,92,66,59,12,3,0,403,15,63,174,112,72,46,13,13,5,513,530,1679,5679,4542,3265,1830,363,51,12,17951,54,151,311,217,143,95,3,0,0,979,150,160,120,57,43,39,12,0,0,569,201,307,431,272,187,134,13,0,0,1550,732,1981,6112,4819,3452,1963,373,49,16,19499,1152,527,711,530,659,903,1573,1713,876,8635,104,150,486,361,253,193,168,170,97,1982,1992,2662,7303,5706,4366,3060,2113,1932,987,30119,37,561,2652,1747,1534,776,78,7,0,7393,447,778,1396,1629,1259,716,136,22,3,6383,14,28,246,181,84,63,15,0,0,634,18,49,97,50,35,33,11,5,3,294,511,1418,4390,3606,2914,1589,234,38,3,14710,39,82,204,98,87,33,0,0,0,541,149,113,136,107,87,52,5,0,0,646,191,189,334,208,175,89,5,3,0,1187
21004,161,659,1787,1870,1972,1288,180,9,8,7933,339,307,236,215,213,270,156,17,0,1761,10,22,48,40,50,53,11,0,0,239,10,29,38,30,39,18,4,0,0,170,522,1021,2112,2155,2269,1631,358,24,14,10101,49,78,76,83,68,52,3,0,0,417,111,34,21,11,15,23,5,4,0,222,158,117,101,97,88,77,7,4,0,646,681,1139,2211,2250,2358,1708,368,28,14,10749,648,152,167,178,213,514,1018,600,193,3677,55,66,129,133,118,130,106,50,18,806,1382,1350,2507,2559,2682,2355,1491,678,224,15233,50,432,1036,850,1151,642,74,3,0,4235,518,475,699,1013,1037,742,144,11,3,4642,20,32,147,81,59,55,7,0,0,404,12,22,27,20,29,20,7,0,0,157,604,964,1918,1959,2279,1466,237,13,3,9435,39,59,55,38,53,31,0,0,0,271,111,44,47,58,39,42,3,0,0,353,149,107,105,102,95,72,3,0,0,621
21005,365,1977,7237,6487,5738,3195,453,22,0,25486,978,1535,1899,1307,1152,803,304,22,8,8002,39,87,174,154,118,121,35,4,0,741,58,181,342,256,207,109,25,5,0,1181,1435,3778,9662,8207,7222,4224,815,57,10,35409,171,432,697,482,376,222,14,0,0,2390,441,264,151,93,107,82,12,3,0,1158,610,701,849,577,482,301,31,3,0,3547,2046,4476,10506,8787,7705,4523,844,58,10,38957,3414,1396,1809,1711,2011,2521,3477,1868,439,18642,287,395,816,652,622,470,316,178,63,3787,5751,6262,13132,11145,10340,7512,4639,2101,503,61389,123,1267,3981,2989,3088,1464,120,6,0,13038,1302,1724,2561,2723,2437,1439,297,11,3,12503,55,99,424,204,143,112,27,3,0,1065,52,123,195,131,138,44,18,4,0,714,1535,3218,7151,6046,5802,3068,467,30,3,27317,110,269,405,288,218,93,0,0,0,1387,442,254,295,288,193,109,10,0,0,1606,556,525,701,581,407,207,13,0,0,2989
21101,420,2118,7032,7435,7611,5359,826,35,7,30840,1349,1451,1142,937,1010,1245,770,83,8,7997,70,81,155,158,157,205,69,9,3,911,43,78,146,141,132,102,24,12,4,672,1881,3727,8472,8667,8910,6902,1692,141,15,40417,87,269,357,256,302,253,21,0,0,1544,384,174,93,58,61,93,27,0,0,880,471,442,444,320,361,346,51,0,0,2431,2354,4168,8920,8991,9270,7245,1736,141,15,42839,2596,879,696,719,895,1936,4450,2871,963,16002,135,180,399,399,373,387,301,206,118,2506,5083,5228,10022,10105,10541,9573,6490,3217,1102,61356,167,1596,4460,3359,4435,2746,275,11,4,17057,1782,1932,2498,3924,3961,3038,673,43,11,17855,67,103,517,316,176,229,69,7,0,1485,53,62,127,87,110,69,30,15,4,557,2067,3693,7602,7690,8687,6081,1041,75,15,36949,52,159,184,164,167,89,3,0,0,812,391,173,186,243,211,131,10,4,0,1338,444,329,367,402,375,217,11,3,0,2158
21102,59,317,713,1029,1600,1023,235,18,3,5002,308,323,137,113,197,266,173,55,0,1571,7,19,18,8,24,31,21,0,0,134,8,18,13,23,24,18,5,4,0,109,384,672,883,1163,1847,1332,441,79,10,6813,3,24,22,18,39,40,5,0,0,151,81,35,11,3,7,15,6,0,0,163,91,57,26,22,46,51,13,0,0,314,472,730,909,1185,1896,1388,457,79,10,7123,570,155,77,91,131,299,745,526,212,2798,35,25,42,53,86,72,52,46,21,433,1076,911,1031,1332,2110,1758,1253,653,241,10358,26,198,440,470,723,441,59,8,0,2365,366,369,261,651,901,594,186,26,0,3359,13,18,55,51,40,37,12,0,0,234,9,6,23,15,28,15,6,0,3,99,421,586,780,1192,1691,1087,263,37,0,6056,12,12,11,16,21,9,0,0,0,76,100,30,17,25,29,10,0,0,0,210,113,40,29,38,51,20,0,0,0,286
21103,297,1428,5206,5749,5176,3272,544,29,4,21708,967,983,794,657,667,819,518,92,9,5507,44,45,94,127,116,145,48,8,0,633,21,60,127,95,99,67,27,3,0,492,1323,2516,6227,6622,6051,4302,1139,138,14,28336,65,161,234,192,207,151,13,3,0,1018,257,105,56,37,33,50,18,7,0,553,328,258,283,224,239,202,32,10,0,1578,1648,2777,6508,6849,6287,4500,1175,144,14,29915,1684,479,509,488,621,1277,2967,2049,783,10853,116,111,289,285,311,248,185,145,92,1781,3447,3368,7308,7623,7220,6025,4332,2342,895,42550,89,1024,3340,2418,2909,1802,230,3,3,11818,1308,1298,1976,2969,2926,2001,548,39,4,13068,46,77,413,254,134,161,48,4,0,1139,24,53,76,64,80,30,12,10,0,349,1478,2450,5806,5695,6055,3996,835,54,6,26376,37,81,175,127,105,34,6,0,0,561,259,101,123,178,123,74,7,0,0,879,294,182,298,307,226,113,11,3,0,1442
21104,83,552,2593,3231,2712,1584,310,21,0,11083,480,614,582,407,429,456,349,59,0,3365,24,30,48,52,65,58,32,11,0,316,6,41,71,44,41,29,5,4,0,244,596,1233,3292,3733,3242,2127,701,93,3,15017,26,67,128,101,126,83,6,0,0,547,173,98,41,32,30,31,19,4,0,423,201,167,171,136,158,112,22,4,0,974,803,1401,3460,3864,3401,2239,722,95,3,15987,997,357,312,298,350,733,1845,1461,538,6890,35,79,158,136,120,93,103,83,76,883,1826,1836,3929,4299,3866,3068,2669,1640,623,23762,32,378,1776,1511,1516,896,127,0,0,6238,630,704,945,1639,1489,1002,334,36,0,6778,28,24,179,140,71,60,24,3,0,532,11,24,31,41,27,25,18,8,0,183,708,1129,2927,3332,3106,1986,500,44,7,13737,13,34,94,66,67,32,3,0,0,314,137,81,75,104,83,50,3,0,0,528,143,117,169,168,151,83,8,0,0,839
21105,684,2293,6320,6972,7355,5001,923,66,15,29628,1256,1063,790,881,1040,1404,864,131,15,7429,47,64,174,216,212,290,114,19,0,1138,65,85,152,144,184,98,27,6,3,761,2051,3505,7434,8206,8782,6792,1924,223,29,38948,106,224,230,200,198,202,21,3,0,1187,277,118,57,41,46,65,26,0,0,632,379,348,290,244,242,270,44,4,0,1816,2436,3851,7726,8449,9022,7063,1972,229,29,40764,2327,534,622,661,953,2013,4667,2517,855,15149,187,217,417,457,487,449,426,216,99,2950,4948,4601,8755,9566,10468,9526,7066,2956,981,58862,204,1401,3301,2830,3828,2359,324,23,3,14267,1770,1644,2665,4099,4188,3328,809,66,5,18580,84,103,500,295,279,279,87,10,0,1651,52,54,104,115,121,98,23,10,0,581,2106,3209,6570,7345,8424,6062,1249,109,13,35081,77,124,119,114,126,64,3,0,0,625,374,122,143,189,169,99,26,0,0,1120,447,247,260,307,291,162,31,0,0,1740
21201,480,1536,4703,4806,4397,2505,459,42,8,18939,729,564,589,542,510,649,364,70,5,4018,36,40,118,103,123,101,42,8,0,573,41,60,130,108,89,61,19,10,6,524,1280,2208,5542,5549,5121,3320,882,125,24,24049,104,133,192,117,129,110,10,0,0,790,197,77,54,22,25,47,10,0,0,428,301,210,246,140,154,153,19,0,0,1221,1580,2419,5788,5688,5273,3476,898,126,24,25267,1491,321,349,421,477,970,2196,1266,372,7876,160,169,336,360,368,311,240,134,57,2126,3237,2905,6475,6473,6111,4755,3338,1531,451,35266,127,971,2433,1985,2314,1142,146,17,8,9142,1025,1040,2065,2477,2192,1370,318,26,4,10529,41,62,362,173,138,121,28,7,0,933,42,53,86,71,76,44,8,5,0,391,1240,2127,4939,4706,4723,2685,500,58,15,20987,72,118,114,123,99,67,3,0,0,582,235,83,162,151,100,62,8,0,0,799,308,194,275,278,191,126,7,0,0,1378
21202,408,1897,5612,6262,6319,3981,586,32,7,25108,1070,1257,975,892,901,871,429,61,3,6448,52,55,128,129,153,134,61,3,0,713,40,104,192,157,123,90,38,7,3,752,1573,3319,6914,7438,7488,5072,1109,103,15,33020,104,301,384,277,287,187,22,0,0,1563,398,198,87,51,54,82,19,3,0,898,501,499,466,332,340,274,37,3,0,2459,2077,3814,7379,7768,7830,5347,1145,109,15,35483,2690,806,750,776,934,1705,3164,2024,668,13526,180,240,435,353,386,312,239,175,85,2403,4949,4863,8562,8901,9146,7362,4550,2304,763,51408,118,1168,2987,2826,3381,1860,181,8,3,12526,1446,1569,2068,3000,2892,1960,345,22,3,13298,66,79,322,219,149,166,28,0,0,1022,34,80,116,91,102,64,10,8,3,511,1663,2893,5488,6130,6522,4047,564,40,6,27358,79,169,219,206,160,102,0,0,0,947,378,211,191,229,179,99,14,0,0,1301,457,376,413,440,337,200,16,3,3,2244
21203,560,2482,8762,9591,7225,3871,488,20,13,33010,1218,1341,1403,1404,1067,868,366,54,3,7727,44,59,187,196,161,144,43,4,0,839,48,156,278,221,177,98,21,7,0,1004,1882,4035,10625,11422,8634,4982,918,81,17,42578,178,369,470,367,282,175,16,0,0,1868,491,208,79,78,65,71,29,3,0,1022,671,575,548,443,350,248,46,3,0,2891,2553,4610,11172,11862,8979,5232,958,84,17,45471,3120,921,971,927,1042,1768,3053,1532,424,13758,258,313,717,721,561,450,291,183,69,3566,5932,5842,12856,13512,10577,7446,4305,1806,506,62791,178,1599,4817,4311,4003,1919,170,6,3,17009,1660,1663,3542,3960,2929,1686,319,40,7,15799,64,117,610,290,176,158,29,0,0,1454,41,103,216,138,108,71,15,4,3,689,1941,3490,9186,8693,7218,3834,531,53,14,34954,110,248,377,324,203,107,3,0,0,1367,494,271,321,306,183,118,7,0,0,1698,606,510,704,631,382,224,11,0,0,3069
21204,262,2128,9335,7771,6279,4128,744,32,3,30692,1020,2339,2713,1637,1401,1209,524,73,8,10931,36,70,188,150,113,158,50,6,0,777,52,188,429,273,225,131,40,11,0,1349,1365,4733,12669,9829,8022,5626,1363,128,11,43746,139,500,825,604,498,350,24,0,0,2935,423,395,232,125,107,127,47,3,0,1464,562,892,1053,724,604,476,72,10,0,4398,1923,5631,13725,10556,8633,6102,1435,135,15,48143,3554,2072,2232,1774,1987,3117,5469,3640,1259,25113,266,426,1032,733,650,549,502,379,136,4675,5749,8132,16986,13066,11267,9764,7409,4151,1408,77934,75,1257,5190,3724,3615,2139,283,3,3,16289,1200,2061,3171,2965,2482,1817,477,33,4,14214,44,86,363,238,151,138,39,3,0,1070,48,115,242,153,168,85,30,10,3,849,1367,3522,8967,7085,6413,4190,826,45,10,32424,53,269,556,352,302,151,3,0,0,1694,446,357,411,295,270,161,16,6,0,1969,502,630,963,653,571,319,22,6,0,3663
21205,129,1495,7483,7675,7207,4225,795,67,19,29096,1109,2392,2116,1093,1197,1209,745,173,25,10055,64,109,180,128,133,139,59,16,0,839,48,106,232,147,128,84,28,20,4,797,1359,4112,10007,9044,8662,5654,1626,273,48,40785,48,229,500,320,343,237,27,0,0,1699,489,591,289,87,91,84,31,5,0,1677,540,822,786,406,435,321,58,9,0,3372,1894,4932,10794,9452,9100,5981,1683,283,46,44157,3995,3684,1808,853,1126,2024,4775,4311,1679,24239,224,399,688,526,449,356,306,310,191,3452,6113,9014,13285,10827,10665,8355,6765,4903,1922,71853,64,1110,4975,3871,4375,2340,340,14,3,17090,1505,2352,2752,3616,3412,2324,743,87,8,16803,53,113,435,278,172,148,65,6,5,1278,49,106,141,96,115,66,26,14,5,617,1676,3683,8302,7866,8073,4880,1173,121,15,35785,38,156,401,236,193,102,3,0,0,1130,512,623,332,321,255,112,16,0,0,2167,546,780,734,561,447,219,17,0,0,3302
21301,301,2105,8401,7534,6641,4300,595,18,3,29906,1092,2366,2421,1500,1344,1214,407,35,3,10380,46,88,195,179,163,162,39,6,0,884,49,186,461,271,268,171,38,9,3,1464,1488,4745,11482,9488,8423,5842,1082,70,9,42639,162,494,869,636,555,398,20,0,0,3130,507,393,238,123,115,174,24,3,0,1582,663,896,1108,759,669,563,46,3,0,4712,2154,5643,12591,10248,9093,6404,1132,77,9,47345,3512,1744,2025,1549,1916,3158,5494,2941,808,23147,316,497,1107,742,694,624,521,338,147,4982,5982,7881,15714,12548,11701,10191,7151,3349,961,75476,102,1491,4956,3732,3662,2010,163,11,4,16133,1355,2153,3072,3153,3037,2032,350,19,0,15171,54,111,428,281,153,146,26,0,0,1203,64,139,232,203,186,102,20,7,3,953,1569,3889,8694,7367,7046,4291,555,40,9,33458,120,306,517,441,439,207,10,0,0,2037,466,382,413,419,363,243,16,0,0,2300,584,686,932,853,806,454,24,0,0,4330
21302,135,822,3882,4465,3979,2426,320,22,6,16060,550,698,711,614,570,577,271,38,6,4025,26,32,102,122,89,101,33,4,0,522,18,50,100,75,79,43,14,3,0,377,727,1605,4798,5280,4716,3142,633,66,8,20978,57,160,232,178,219,140,7,0,0,991,146,95,55,35,41,49,9,0,0,425,204,259,284,215,254,189,15,0,0,1414,932,1862,5076,5491,4975,3331,652,69,11,22392,1275,457,433,431,607,1186,2270,1572,638,8878,80,124,329,333,302,265,200,175,74,1882,2292,2446,5841,6260,5881,4775,3125,1815,720,33153,43,642,2702,2346,2510,1312,138,6,4,9703,675,822,1225,2003,1900,1206,259,16,0,8108,25,34,258,262,124,94,26,0,3,823,13,42,81,36,62,27,16,0,0,280,755,1541,4267,4651,4591,2641,431,27,7,18913,26,70,156,121,112,81,0,0,0,566,147,103,130,124,98,83,6,0,0,700,177,172,288,243,213,162,11,0,0,1274
21303,65,813,5474,4738,2942,1531,205,12,3,15789,384,1276,1764,792,594,491,140,17,3,5461,21,47,136,128,65,56,18,3,0,475,7,55,176,74,66,28,8,0,0,407,475,2194,7545,5729,3670,2113,370,35,10,22133,24,164,387,268,242,144,5,0,0,1228,173,271,177,57,46,45,12,0,0,792,199,435,566,324,292,185,22,0,0,2022,671,2626,8107,6051,3962,2294,392,35,10,24153,1052,953,935,599,614,1076,1392,946,436,8001,123,283,659,502,335,246,156,129,84,2506,1847,3860,9704,7154,4908,3613,1939,1109,522,34661,41,728,4196,2646,1976,906,84,8,6,10585,467,1135,2077,1964,1290,735,142,10,3,7821,22,52,317,265,81,57,22,3,0,817,19,42,88,55,46,30,9,0,0,296,551,1959,6673,4927,3388,1729,255,18,6,19511,21,120,252,151,133,85,0,0,0,767,158,249,205,141,110,94,9,3,0,971,186,365,465,290,249,182,9,0,0,1740
21304,530,1935,7120,8761,6321,3475,467,18,3,28629,1110,1070,1096,1052,839,754,341,28,0,6291,54,56,191,185,167,169,34,4,0,865,52,113,215,208,177,84,21,3,0,871,1739,3175,8615,10204,7507,4486,862,56,8,36666,169,335,484,399,302,212,13,0,0,1913,350,183,90,50,56,71,20,0,0,815,511,523,574,451,355,281,33,0,0,2733,2255,3697,9191,10660,7861,4770,900,59,8,39401,2711,882,1162,1154,1143,1777,3461,1451,380,14122,232,273,650,665,546,440,316,141,30,3293,5199,4855,11009,12480,9551,6988,4672,1652,421,56815,186,1381,4158,4046,3470,1615,141,7,0,15004,1629,1415,2726,3907,2788,1714,293,9,4,14480,60,87,517,329,185,161,23,0,0,1363,52,94,130,131,106,50,17,7,3,585,1921,2974,7536,8412,6548,3537,470,23,9,31427,113,271,316,257,207,102,7,0,3,1283,389,171,252,344,176,128,6,0,0,1470,509,437,568,606,383,237,17,0,3,2748
21305,453,2394,12897,13598,8695,4494,606,15,7,43161,1361,1901,2537,1736,1263,981,447,36,6,10252,49,89,251,273,219,191,43,3,0,1117,79,178,429,351,190,110,34,10,3,1376,1946,4561,16108,15959,10361,5780,1119,63,12,55907,213,479,836,655,466,293,15,0,0,2963,488,348,185,106,83,99,32,3,0,1349,705,824,1021,758,550,394,44,3,0,4303,2647,5384,17133,16716,10909,6181,1168,64,16,60219,3689,1371,1944,1571,1439,2302,3709,1797,431,18257,309,410,1115,963,670,495,368,204,82,4620,6648,7165,20191,19253,13021,8977,5248,2060,529,83092,160,1658,7321,6155,4875,2258,174,8,6,22616,1807,2161,4649,4842,3453,1952,382,22,3,19271,52,119,812,414,203,174,30,5,3,1809,57,111,304,215,132,51,18,5,0,890,2075,4050,13080,11629,8663,4436,604,34,16,44579,124,365,801,483,300,158,6,0,0,2244,552,349,671,504,278,157,17,0,0,2529,676,712,1472,996,578,314,19,0,0,4774
21401,468,1904,6067,6377,6013,3994,590,33,7,25453,1037,913,910,821,884,1005,552,66,10,6197,43,48,154,134,157,197,59,6,0,796,48,82,152,145,119,82,22,0,0,651,1599,2940,7282,7476,7176,5278,1228,109,23,33101,113,252,338,279,272,252,20,0,0,1527,254,110,60,59,64,86,31,0,0,666,368,363,401,339,336,339,49,0,0,2191,1968,3300,7681,7814,7515,5611,1271,109,23,35291,1826,629,692,790,1052,1689,3824,2372,877,13749,222,270,580,553,568,497,383,249,120,3440,4018,4200,8950,9157,9126,7799,5484,2728,1019,52474,157,1328,3475,2878,3530,2083,235,17,3,13715,1487,1481,2514,3241,3094,2256,600,38,0,14710,49,109,493,296,184,207,55,0,0,1390,50,71,100,90,99,50,19,5,6,493,1740,2983,6579,6506,6916,4594,914,58,10,30305,95,182,188,187,186,120,0,0,0,947,340,154,198,214,164,125,24,0,0,1226,437,334,387,402,347,240,29,0,0,2175
21402,649,1994,4381,6004,6777,4626,989,85,13,25515,1338,934,721,778,1106,1566,1170,218,22,7851,64,58,123,147,209,275,136,18,0,1040,55,84,111,121,133,112,52,11,8,691,2114,3076,5340,7050,8221,6570,2346,331,45,35097,104,167,200,226,247,231,21,0,0,1189,253,70,48,31,41,94,60,5,0,599,359,239,243,256,281,323,80,7,0,1790,2469,3306,5589,7315,8504,6898,2426,339,45,36885,1998,452,509,692,1088,2379,6684,4901,1772,20484,210,204,365,447,574,571,613,513,219,3717,4680,3969,6465,8452,10160,9847,9726,5753,2036,61091,206,1079,2330,2458,3711,2296,341,19,7,12436,1658,1326,2184,3941,4199,3388,1134,95,11,17937,81,67,359,271,230,315,109,15,0,1453,59,66,88,105,100,95,44,8,5,571,2011,2540,4956,6778,8239,6103,1628,141,17,32401,70,101,101,118,136,106,4,0,0,635,293,79,127,191,179,161,29,0,0,1059,358,179,226,307,315,267,37,4,0,1699
