SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
20903,5178,9873,1821,131,17004,2542,226,19768,51,36,44,3,136,192,15,335,74,98,70,5,248,81,12,345,130,132,116,7,380,276,27,684,111,61,58,4,237,248,7,494,0,0,3,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,115,62,65,4,244,260,7,516,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,3,3,0,0,7,7,0,14,3,0,4,0,8,0,0,11,7,8,3,0,16,12,0,34,14,21,4,0,38,16,7,59,5439,10098,2002,141,17686,3101,266,21059
20904,13306,27281,7414,706,48704,8282,1231,58212,1127,1578,662,60,3426,1356,193,4979,698,1114,557,69,2441,638,188,3271,1824,2694,1221,128,5868,1997,386,8248,325,309,171,30,836,516,71,1422,99,37,32,7,168,233,34,437,43,11,3,5,63,121,59,238,0,0,0,0,0,0,0,0,473,352,203,44,1067,872,162,2106,0,0,0,0,0,6,0,7,3,3,0,0,6,4,0,12,0,0,0,0,0,3,0,4,0,9,3,0,12,3,3,24,0,15,3,0,25,18,3,43,26,38,15,0,82,40,3,123,15631,30377,8857,875,55740,11196,1788,68732
21001,4299,6580,1792,213,12890,2966,301,16156,476,390,271,46,1177,906,68,2154,561,804,277,37,1672,454,81,2209,1037,1193,544,76,2852,1358,152,4364,34,19,19,3,79,82,6,165,3,3,0,4,9,3,0,19,8,0,0,0,13,33,0,45,4,0,0,0,4,3,0,3,53,25,24,5,107,117,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,24,4,84,32,6,121,27,31,24,4,85,32,6,128,7,14,4,3,31,17,3,49,5426,7844,2394,305,15968,4496,469,20932
21002,2825,4053,776,42,7696,1375,133,9212,97,45,53,3,194,253,15,460,0,0,4,0,3,7,0,12,94,48,51,3,198,256,15,465,4,10,11,0,23,46,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,11,0,28,48,3,73,3,0,0,0,3,4,0,9,3,3,0,0,3,17,0,21,3,0,0,0,3,0,0,3,0,4,0,0,8,0,0,6,12,7,0,0,19,20,0,39,12,10,0,0,25,13,0,36,2949,4133,842,42,7966,1706,155,9827
21003,4027,6748,2083,312,13173,3992,630,17790,689,679,329,56,1760,1334,185,3278,1217,1250,442,82,2987,912,295,4188,1905,1932,765,138,4745,2242,477,7468,280,202,64,24,567,527,68,1162,41,18,29,4,85,86,9,182,13,3,6,0,25,49,7,78,0,10,0,0,14,4,0,22,335,234,103,31,695,657,80,1440,4,3,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,8,3,49,26,3,78,15,26,8,3,55,26,0,84,12,31,15,0,60,19,0,81,6297,8966,2976,487,18729,6934,1200,26861
21004,3062,5085,1594,133,9867,2060,258,12190,87,21,48,10,165,252,6,426,20,21,22,0,52,35,4,98,105,37,73,10,219,288,11,519,194,80,119,6,402,483,25,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,80,119,6,402,483,25,907,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,3,0,0,5,4,9,3,0,14,4,0,20,3363,5213,1780,151,10510,2840,296,13641
21005,7666,20317,5799,525,34305,5341,797,40440,594,1044,534,50,2221,1087,129,3443,392,636,315,33,1373,339,93,1809,988,1676,849,89,3596,1423,226,5246,191,382,156,21,752,286,61,1100,0,0,3,0,3,0,0,3,9,18,20,0,51,49,0,102,0,0,3,0,4,3,0,4,198,403,185,24,808,337,64,1215,0,0,3,0,5,13,0,13,17,3,6,0,28,144,4,174,0,0,0,0,0,0,0,0,7,44,46,0,100,31,10,137,30,47,55,0,129,183,12,325,14,37,15,3,71,52,8,131,8894,22485,6901,644,38918,7338,1104,47358
21101,11397,20027,5249,482,37159,7290,1007,45462,1119,679,485,42,2326,2154,130,4612,478,562,241,33,1319,505,82,1904,1593,1238,731,77,3638,2657,215,6516,238,74,49,7,366,529,24,920,45,21,35,0,103,139,11,254,34,14,19,0,66,74,3,149,0,0,0,0,0,3,0,6,321,100,106,15,542,744,41,1322,4,0,0,0,10,14,0,26,16,0,8,0,25,80,0,102,0,0,0,0,0,0,0,0,30,56,26,3,108,26,5,139,53,55,28,3,141,120,4,269,24,24,9,0,57,44,0,104,13392,21441,6126,576,41538,10856,1272,53669
21102,2056,3875,651,59,6640,996,100,7736,52,41,22,3,121,136,3,259,25,42,15,0,76,26,3,112,74,82,38,3,195,162,6,369,15,5,3,0,24,92,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,9,5,0,30,90,0,124,5,0,0,0,5,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,8,9,0,18,6,3,0,0,8,4,0,14,2161,3970,697,66,6886,1263,108,8262
21103,8904,13506,3968,384,26765,7704,916,35380,454,397,260,29,1150,1198,102,2445,233,202,158,15,609,257,57,922,689,606,424,47,1757,1452,156,3371,74,78,70,9,238,165,25,425,90,45,40,5,180,161,19,365,30,6,19,0,59,88,8,151,0,0,0,0,0,0,0,0,200,132,126,16,471,411,58,942,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,14,5,0,19,6,12,0,0,20,7,0,29,17,28,6,0,51,33,13,101,9815,14274,4524,448,29064,9614,1139,39820
21104,4158,7093,1608,198,13058,2838,414,16309,905,659,365,30,1959,1631,153,3746,324,452,125,18,917,232,57,1203,1223,1110,493,50,2876,1858,208,4947,44,45,18,0,108,120,13,242,29,12,3,0,49,26,4,80,86,19,5,3,111,128,14,255,3,0,0,0,3,3,0,10,164,77,28,6,269,272,39,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,4,3,18,3,3,3,0,13,3,3,14,12,7,3,0,21,18,3,50,5560,8297,2126,254,16240,5000,668,21908
21105,13350,18909,5617,417,38292,8968,1025,48290,474,152,226,18,865,1231,40,2139,127,86,95,4,302,189,22,512,599,237,317,17,1173,1418,59,2647,22,24,24,3,77,95,3,179,37,0,0,0,37,14,0,49,0,0,0,0,4,0,0,8,3,0,3,0,3,3,0,8,62,29,30,3,122,110,3,243,15,3,6,0,27,84,0,115,24,0,3,0,24,69,0,95,3,10,4,0,11,3,0,18,5,11,9,0,28,13,0,39,48,24,20,0,91,171,7,264,44,51,25,4,121,68,8,198,14100,19251,6010,447,39807,10733,1105,51646
21201,7234,12170,3435,251,23088,4658,629,28378,416,265,249,22,948,774,51,1771,130,106,147,5,390,142,20,556,546,379,393,22,1339,913,78,2330,25,4,11,0,43,94,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,11,0,40,94,3,137,5,0,0,0,12,20,0,31,13,3,5,0,20,62,0,78,0,0,0,0,0,6,0,11,3,8,3,0,9,5,0,12,28,11,7,0,41,87,0,128,16,26,11,0,52,26,4,81,7846,12591,3858,273,24566,5777,712,31055
21202,8442,17453,4546,432,30877,5279,883,37037,712,696,285,33,1720,1107,72,2905,255,440,188,15,897,203,38,1133,961,1134,476,42,2615,1315,107,4043,94,46,40,4,185,289,12,485,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,99,43,40,4,191,293,12,490,3,0,3,0,7,26,0,35,9,5,6,0,20,59,0,80,0,0,0,0,0,0,0,0,8,32,17,6,57,34,3,99,20,37,25,4,87,113,10,205,11,20,5,0,41,15,0,61,9540,18688,5090,493,33811,7014,1015,41836
21203,9479,23285,5671,520,38963,5516,947,45421,801,1060,465,40,2357,1125,85,3571,150,283,102,15,547,131,25,703,946,1338,565,52,2904,1248,112,4270,72,72,60,9,217,189,13,419,3,3,3,0,15,24,0,38,0,6,0,0,5,3,0,11,0,0,3,0,3,3,0,4,75,84,67,12,235,222,13,470,0,0,0,0,4,6,0,11,4,0,0,0,6,14,0,17,0,0,0,0,3,3,0,3,0,6,3,0,13,5,0,20,3,13,7,3,24,29,0,55,15,21,4,0,41,22,3,72,10525,24736,6312,591,42166,7045,1074,50285
21204,9683,18448,6022,849,35011,7025,1614,43648,1512,2080,926,144,4666,2569,382,7618,670,1073,347,75,2167,448,265,2882,2181,3152,1276,217,6830,3022,642,10497,980,1073,500,101,2655,1722,316,4691,155,108,48,17,326,210,48,588,94,52,31,9,185,130,30,341,3,3,3,0,13,8,0,17,1230,1241,574,128,3172,2067,396,5635,5,3,3,0,10,121,3,141,13,5,3,0,22,87,4,108,0,0,0,0,3,8,0,10,35,56,32,10,129,46,9,183,54,69,35,10,171,258,11,445,21,31,17,7,71,66,13,154,13183,22941,7928,1203,45260,12433,2684,60375
21205,10866,18074,4500,684,34121,6993,1959,43073,1112,1331,399,72,2911,1416,372,4697,930,1272,375,111,2690,572,752,4013,2039,2604,776,182,5599,1985,1120,8712,1211,1505,562,98,3382,1653,385,5418,267,77,43,22,407,376,127,914,233,72,66,43,409,536,147,1095,0,3,0,0,4,3,0,8,1713,1661,670,163,4204,2567,661,7431,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,15,11,3,0,26,4,0,38,13,9,3,0,32,10,4,41,36,48,10,4,97,83,25,206,14666,22386,5962,1031,44047,11638,3776,59458
21301,10212,20194,7504,893,38808,7656,1457,47925,902,1403,763,109,3175,1405,220,4803,613,1036,486,79,2209,512,161,2888,1513,2437,1254,183,5386,1921,385,7691,430,505,333,76,1343,971,133,2441,33,23,10,3,73,65,7,149,20,22,12,3,53,43,10,108,5,6,3,0,16,13,3,34,493,553,352,82,1481,1089,149,2728,0,0,0,0,3,0,0,5,0,3,0,0,3,16,0,23,0,0,0,0,0,3,0,3,11,32,9,3,53,21,9,78,11,31,9,3,61,43,9,109,26,27,20,0,68,39,12,112,12257,23243,9138,1164,45807,10746,2011,58564
21302,4901,7976,2304,327,15508,4045,561,20110,1062,1028,481,53,2627,1635,161,4423,1096,1457,424,43,3019,703,159,3881,2163,2487,901,96,5643,2334,318,8305,344,174,172,25,708,933,85,1721,41,18,13,3,74,115,5,200,43,20,55,8,116,170,14,301,0,0,0,0,0,0,0,0,430,212,236,29,905,1216,104,2224,0,4,0,0,5,22,3,23,3,0,0,0,4,14,0,20,0,3,0,0,3,3,0,5,23,13,9,3,45,24,5,75,25,22,4,3,57,61,4,122,19,29,5,3,51,41,3,103,7533,10717,3455,455,22165,7704,995,30862
21303,3539,5768,1781,333,11417,2953,1202,15576,517,450,303,49,1317,1053,168,2543,1360,1497,477,129,3466,861,555,4878,1878,1947,775,178,4789,1911,724,7422,736,474,211,71,1492,1362,347,3203,415,166,84,38,703,664,200,1567,678,181,80,60,1003,1082,294,2380,9,6,3,0,15,16,6,36,1838,829,380,170,3219,3121,843,7182,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,41,29,20,0,84,51,31,162,40,26,20,0,84,56,32,174,27,12,7,0,47,69,16,131,7327,8583,2958,683,19553,8121,2812,30481
21304,9114,19854,5625,428,35018,6015,866,41900,763,912,551,54,2284,1477,101,3858,297,518,314,26,1155,285,57,1498,1057,1431,871,79,3440,1760,159,5356,28,37,45,0,110,152,9,267,15,3,15,0,34,15,4,47,26,17,9,4,60,32,7,93,3,0,0,0,3,4,0,4,67,64,69,3,202,193,13,411,9,0,0,0,11,39,0,47,7,0,0,0,15,70,5,82,3,0,0,0,4,0,0,4,4,12,3,0,14,7,0,24,27,10,4,0,48,108,3,156,25,33,13,0,66,37,3,106,10288,21388,6580,505,38766,8113,1044,47926
21305,12035,28567,7070,628,48300,7550,1463,57312,1623,2659,799,84,5159,1814,188,7155,572,906,290,38,1813,447,111,2374,2193,3561,1091,125,6969,2263,299,9532,273,320,190,28,812,520,67,1402,15,0,5,0,20,17,0,42,21,7,4,0,40,44,0,81,0,0,0,0,0,0,0,4,309,332,200,28,869,589,64,1527,23,3,7,0,33,71,8,107,0,0,0,0,8,4,0,6,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,18,23,14,7,0,49,77,4,130,13,25,3,0,50,36,3,87,14579,32509,8376,776,56237,10515,1840,68588
21401,9666,14323,5737,475,30198,7855,1240,39300,1310,699,775,80,2861,3674,212,6744,422,336,335,27,1121,589,88,1799,1732,1039,1108,107,3983,4267,298,8550,145,72,124,19,358,702,67,1121,21,7,8,0,41,89,5,136,16,0,3,0,19,48,9,71,0,0,0,0,0,9,0,9,181,81,138,21,420,844,72,1343,10,0,0,0,16,17,0,26,42,9,24,3,76,281,6,363,0,0,0,0,0,0,0,0,13,19,6,0,31,5,5,46,60,29,24,3,119,307,12,436,12,11,5,0,23,36,0,67,11646,15480,7027,605,34757,13310,1626,49687
21402,15097,16163,5256,326,36843,10878,953,48672,1109,340,485,38,1976,2342,91,4403,490,252,189,9,942,392,40,1374,1604,592,675,44,2915,2730,130,5776,647,155,221,19,1045,1505,73,2622,11,3,4,0,16,32,3,52,12,5,0,0,15,4,0,23,0,0,0,0,3,5,0,8,667,168,228,19,1082,1546,81,2706,26,0,4,0,32,93,4,133,56,4,11,0,79,223,3,299,0,4,0,0,8,7,0,14,8,9,3,0,19,9,0,22,88,20,28,0,132,331,13,472,48,33,12,0,86,78,3,167,17500,16967,6191,392,41053,15561,1180,57791
21501,6789,5428,2000,198,14408,6277,551,21241,135,38,45,5,225,552,8,788,8,0,3,0,8,14,0,21,141,38,47,5,235,562,8,807,95,33,48,5,181,592,33,812,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,33,49,5,182,599,33,820,9,3,3,0,18,39,0,57,7,0,4,0,8,19,0,27,3,3,0,0,8,8,0,12,34,13,5,0,46,29,0,80,52,12,11,0,81,105,0,181,55,28,7,0,98,63,9,165,7130,5544,2115,214,15003,7606,607,23215
21502,4950,5209,2086,149,12396,3758,483,16631,364,108,155,25,648,935,64,1650,19,7,10,0,35,24,4,61,381,112,168,25,679,959,69,1709,135,54,102,8,305,782,54,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,54,102,8,305,785,54,1146,27,3,4,0,35,71,3,109,23,0,4,3,29,47,7,87,0,0,3,0,3,3,0,7,3,5,0,0,7,12,0,23,58,7,13,3,75,133,14,224,27,21,13,0,64,44,0,106,5552,5407,2376,190,13527,5675,613,19817
21503,4020,3469,1145,125,8760,3561,348,12662,60,22,21,0,100,189,16,312,3,0,0,0,3,9,0,8,57,20,21,0,104,199,23,322,76,38,32,6,156,388,34,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,76,38,32,6,153,386,34,579,28,4,0,0,30,54,8,86,3,5,0,0,10,25,8,35,3,0,0,0,3,3,3,10,14,14,6,0,31,20,0,50,44,21,6,0,74,100,13,189,46,31,9,0,89,28,3,122,4250,3578,1219,138,9175,4274,418,13869
21601,4120,3669,1302,91,9188,3006,292,12486,135,30,72,10,245,496,25,768,3,3,4,0,6,8,0,17,138,31,72,10,255,499,25,786,62,20,31,3,118,311,18,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,64,19,31,3,120,311,18,446,4,4,0,0,11,54,0,63,10,5,0,0,13,24,0,39,0,0,0,0,0,0,0,4,4,3,4,0,16,8,0,27,18,15,6,0,45,77,3,124,17,18,0,3,38,14,3,52,4363,3757,1421,108,9639,3912,339,13899
21602,3333,2661,1054,72,7113,2504,238,9853,50,20,22,0,100,197,8,310,4,5,0,0,12,7,0,25,57,26,24,3,109,208,17,329,83,21,39,4,145,335,13,497,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,83,21,39,4,145,344,13,496,7,0,0,0,14,29,0,38,10,5,6,0,13,20,0,35,4,0,0,0,3,0,0,4,5,10,3,0,14,7,0,24,21,12,10,0,44,57,8,105,29,15,6,0,54,52,3,108,3518,2742,1132,79,7471,3160,274,10899
21603,5530,6482,2495,180,14677,4594,569,19842,377,226,171,18,792,1177,101,2066,24,17,5,0,46,36,11,97,402,241,176,20,834,1208,113,2156,9,12,18,0,44,95,5,144,3,0,0,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,0,45,119,5,166,24,5,0,0,27,79,3,113,31,0,9,0,42,93,3,141,3,3,0,0,3,7,0,12,13,13,7,0,31,10,4,41,63,24,17,0,102,191,13,303,22,9,6,0,34,16,4,53,6020,6764,2708,201,15698,6130,696,22527
21701,4141,3420,1272,96,8935,3797,301,13029,51,17,28,0,96,254,6,354,3,6,3,0,9,12,3,24,56,21,30,0,103,265,3,380,29,13,20,0,64,275,12,360,0,0,0,0,0,4,0,6,0,0,0,0,0,8,0,8,0,0,3,0,3,0,0,4,34,13,19,0,73,283,12,371,0,0,3,0,5,16,0,27,3,0,0,0,4,17,0,20,0,0,0,0,0,3,0,3,15,10,4,0,33,20,4,49,19,17,9,0,47,55,3,100,39,20,3,0,67,46,0,116,4287,3491,1340,95,9214,4451,328,13991
21703,3973,3590,1311,132,9008,3616,340,12961,55,19,34,12,117,474,34,625,11,5,3,0,18,14,3,39,65,27,40,12,139,488,38,667,29,13,8,0,50,131,6,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,8,0,50,130,6,188,0,3,0,0,8,20,0,26,7,9,0,0,12,14,0,26,0,3,0,0,3,0,0,4,12,11,0,0,25,17,4,39,21,16,3,0,44,54,4,103,37,25,8,0,71,41,3,111,4126,3665,1372,143,9311,4334,391,14030
21704,4837,5108,1692,158,11785,3705,501,15995,225,65,130,11,425,810,56,1294,89,32,28,0,156,156,20,334,315,96,158,13,582,970,75,1627,74,27,46,7,147,402,40,588,17,0,0,0,15,56,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,22,50,7,165,463,40,666,8,5,0,0,8,16,0,21,19,8,3,0,33,32,4,72,0,0,0,0,0,3,0,3,10,4,0,0,17,8,4,35,35,17,9,0,62,59,5,129,33,26,11,0,67,33,6,104,5307,5268,1910,174,12658,5226,634,18519
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
