SA3_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
20702,0,0,0,17,17,3568,61,78,10,16,13,9,4,3,150,3907,284,0,0,3,0,0,0,0,0,19,308,491,4,4,0,0,0,0,0,0,27,530,426,13,4,3,0,3,0,3,3,41,493,7,0,0,0,0,0,0,0,0,4,15,927,18,9,4,0,3,3,3,3,69,1042,0,0,0,0,0,0,0,0,0,47,47,1209,23,9,11,0,3,3,3,3,140,1404,5248,880,836,129,191,119,99,134,59,198,7899,13218,3175,3740,723,840,875,853,801,408,548,25184,3200,513,803,215,246,280,390,408,271,444,6767,115,18,17,4,3,4,5,5,3,12,193,16534,3711,4558,944,1094,1163,1250,1210,679,1007,32141,11,0,7,0,0,0,0,0,0,88,110,21795,4590,5400,1076,1280,1279,1349,1350,745,1283,40154
20703,0,0,0,6,11,2246,75,71,15,16,12,6,13,9,84,2545,371,6,0,0,0,0,0,0,0,29,405,285,3,4,0,3,0,0,0,0,37,333,279,14,4,0,0,0,0,0,0,20,323,9,0,0,0,0,0,0,0,0,3,10,575,16,10,0,3,0,3,0,0,67,674,0,0,0,0,0,0,0,0,0,3,4,948,17,12,0,7,0,3,0,0,96,1084,5780,924,881,203,199,199,162,236,211,223,9025,7622,3079,4695,913,1171,1404,1751,1866,1131,670,24302,2130,556,925,246,347,464,634,827,526,613,7264,58,6,17,0,7,9,10,12,12,12,141,9810,3645,5643,1161,1527,1873,2397,2704,1664,1292,31708,12,0,0,0,0,0,3,3,5,23,47,15602,4567,6523,1364,1732,2067,2561,2939,1883,1534,40777
20801,0,0,0,3,14,1686,44,26,3,5,0,3,0,4,65,1844,441,11,5,0,4,0,0,0,0,36,502,225,0,0,0,0,0,0,0,0,20,249,126,9,3,0,0,0,0,0,0,12,145,5,0,0,0,0,0,0,0,0,0,4,353,9,4,0,0,0,0,0,0,34,396,3,0,0,0,0,0,0,0,0,3,5,796,19,15,3,4,0,0,0,0,72,906,8561,1824,1955,475,461,403,386,453,291,351,15162,4286,895,1118,252,288,302,375,346,202,185,8257,612,72,135,36,53,69,87,110,76,96,1339,30,3,3,0,0,0,0,4,0,5,46,4934,969,1258,287,340,369,469,461,271,287,9643,16,0,0,0,0,0,0,0,0,9,33,13509,2794,3212,764,801,776,857,916,562,652,24830
20802,0,0,0,7,19,3495,98,59,8,10,7,10,4,0,118,3816,780,24,12,0,3,3,0,0,0,43,858,811,11,9,0,0,0,0,0,0,27,857,397,7,3,0,3,0,0,0,0,27,434,11,0,0,0,0,0,0,0,0,3,13,1216,17,7,3,3,0,0,0,0,56,1305,12,0,0,0,0,0,0,0,0,9,20,2012,42,19,3,5,3,0,0,0,108,2186,11995,2124,2170,503,510,432,458,438,249,444,19318,11413,2959,5548,1209,1383,1541,2055,2133,1136,682,30064,2351,251,496,138,165,243,383,434,354,327,5143,92,16,25,5,3,11,8,11,12,17,199,13851,3227,6070,1351,1556,1800,2445,2576,1496,1026,35408,43,0,5,0,0,0,0,3,10,39,100,25892,5356,8241,1859,2071,2229,2904,3014,1752,1516,54827
20803,0,0,0,15,32,2290,62,45,6,8,9,3,5,5,89,2526,444,8,0,0,0,0,0,0,0,27,477,207,0,0,0,0,0,0,0,0,10,223,163,10,3,0,0,0,0,0,0,22,199,3,0,0,0,0,0,0,0,0,0,7,382,10,6,0,0,0,0,0,0,31,423,13,0,0,0,0,0,0,0,0,28,37,833,16,11,0,0,0,0,0,0,82,942,9285,1693,1819,419,444,344,291,250,166,344,15061,6637,1665,2139,419,452,463,455,494,261,285,13267,1214,139,242,70,76,106,103,161,130,160,2396,84,10,15,0,4,0,3,4,0,3,124,7931,1824,2393,493,530,569,557,654,390,445,15784,55,0,3,0,3,0,0,0,0,84,148,17266,3517,4211,914,983,918,851,902,553,877,30998
20804,0,0,0,0,0,755,12,4,0,0,0,0,0,0,16,791,138,0,3,0,0,0,0,0,0,3,150,112,0,0,0,0,0,0,0,0,4,119,78,0,0,0,0,0,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,191,0,3,0,0,0,3,0,0,4,207,0,3,0,0,0,0,0,0,0,0,3,333,3,5,0,0,0,3,0,0,10,356,2725,434,452,124,131,123,123,141,87,132,4466,1957,536,1057,191,322,376,610,651,421,164,6278,482,37,71,27,34,32,77,119,73,53,1006,11,0,3,0,4,4,0,4,0,4,33,2445,578,1136,214,359,409,688,773,491,222,7324,6,6,0,0,0,0,0,0,0,4,15,5172,1017,1586,339,493,532,816,919,576,355,11803
20901,0,0,0,3,5,2183,26,30,9,8,5,4,3,0,81,2348,325,3,0,0,0,0,3,0,0,24,359,357,0,0,0,0,0,0,0,0,15,377,237,3,4,0,0,0,0,0,0,30,277,5,0,0,0,0,0,0,0,0,0,7,600,3,10,0,0,0,0,0,0,44,661,4,0,0,0,0,0,0,0,0,4,3,936,9,5,0,3,0,3,0,0,72,1032,7386,990,1043,275,238,195,171,175,88,293,10856,7002,1734,2530,530,565,598,632,616,354,335,14899,1252,186,327,105,87,130,153,179,132,168,2718,48,3,10,6,5,5,4,4,0,10,95,8300,1924,2863,642,654,735,790,801,485,512,17708,11,3,0,0,4,0,0,0,0,22,40,15696,2917,3913,910,892,935,958,981,576,824,28609
20902,0,0,0,8,13,3242,24,16,0,3,0,0,4,5,186,3490,124,0,0,0,0,0,3,0,0,23,151,396,0,0,0,0,0,0,0,0,44,443,535,0,4,0,0,0,0,0,0,67,609,5,0,0,0,0,0,0,0,0,3,6,944,0,3,0,0,0,0,0,0,113,1063,0,0,0,0,0,0,0,0,0,12,12,1060,3,3,0,0,0,3,0,0,143,1221,3590,613,810,167,187,177,213,188,143,266,6364,9022,1672,3693,677,967,1255,1570,1504,967,547,21878,3780,317,594,134,159,318,419,447,340,424,6929,99,6,31,3,9,12,13,16,5,31,231,12903,1999,4325,817,1131,1589,1998,1961,1308,1003,29040,17,0,3,0,0,3,3,0,3,45,80,16510,2619,5141,983,1323,1764,2218,2157,1455,1318,35480
20903,0,0,0,0,3,607,15,9,0,0,0,0,0,0,23,657,98,4,3,0,0,0,0,0,0,3,113,63,0,0,0,0,0,0,0,0,0,62,13,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,4,3,76,0,0,0,0,0,0,0,0,10,89,0,0,0,0,0,0,0,0,0,0,0,180,5,3,0,0,0,0,0,0,16,201,4472,731,739,116,111,96,89,63,30,149,6588,1753,346,438,85,87,62,89,62,36,56,3013,132,23,35,4,11,7,13,27,16,26,294,22,5,0,0,0,0,0,0,0,3,31,1911,376,470,86,97,70,103,84,46,89,3336,0,0,0,0,0,0,0,0,0,9,12,6382,1110,1208,207,208,166,186,150,75,243,9934
20904,0,0,0,10,17,4316,72,75,11,7,4,13,4,4,288,4809,172,0,0,0,0,0,0,0,0,13,190,378,7,3,0,0,0,0,0,0,29,419,614,5,9,5,6,3,0,0,0,97,731,18,0,0,0,0,0,0,0,0,3,18,1008,7,13,5,4,4,0,0,0,125,1167,3,0,0,0,0,0,0,0,0,12,15,1182,12,11,5,4,4,0,0,0,146,1371,8291,1266,1640,362,417,315,253,280,161,509,13500,19704,5422,10573,1597,1768,2150,1745,1597,853,1178,46587,6243,710,1173,301,393,623,418,518,420,780,11579,248,39,91,9,10,16,9,18,20,57,512,26196,6171,11833,1907,2168,2789,2174,2133,1290,2021,58676,45,4,7,0,0,0,0,3,9,67,134,34531,7437,13487,2267,2587,3104,2429,2417,1453,2594,72304
21001,0,0,0,6,14,2360,5,10,0,0,0,0,0,3,109,2488,124,0,0,0,0,0,0,0,0,7,135,361,0,0,0,0,0,0,0,0,12,370,345,3,0,0,0,0,0,0,0,17,370,5,0,0,0,0,0,0,0,0,3,8,712,3,0,0,0,0,0,0,0,34,748,5,0,0,0,0,0,0,0,0,13,17,841,3,3,0,0,0,0,0,0,51,899,3165,326,304,79,69,74,47,56,20,139,4284,6491,559,797,124,191,237,187,160,84,326,9166,1826,63,81,25,44,90,33,44,46,102,2355,75,5,3,0,4,5,0,0,0,19,109,8400,622,880,152,241,328,216,213,134,449,11634,17,0,0,0,0,0,0,0,0,29,46,11583,950,1184,230,316,406,265,267,156,614,15967
21002,0,0,0,0,0,294,5,3,0,0,0,0,0,0,13,306,63,3,0,0,0,0,0,0,0,0,71,20,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,96,3,0,0,0,0,0,0,0,3,101,2116,260,231,45,22,27,18,16,4,71,2815,447,48,88,8,8,16,17,8,10,21,661,33,9,3,4,3,3,5,0,5,6,63,11,0,0,0,0,0,0,0,0,0,12,482,56,87,13,14,18,19,8,14,25,741,4,0,0,0,0,0,0,0,0,0,10,2607,321,323,63,30,47,40,27,18,100,3561
21003,0,0,0,7,9,2684,16,23,3,0,8,0,0,4,191,2931,187,0,0,0,0,0,0,0,0,10,193,474,0,0,0,0,0,0,0,0,29,499,468,6,0,0,0,0,0,0,0,140,625,8,0,0,0,0,0,0,0,0,7,14,953,13,0,0,0,0,0,0,0,171,1138,0,0,0,0,0,0,0,0,0,3,3,1136,13,0,0,0,0,0,0,0,189,1337,2976,451,634,178,163,140,152,131,84,170,5086,7558,1645,3525,683,857,1046,1125,1024,609,520,18595,2456,237,318,86,139,207,168,219,196,410,4448,106,16,28,4,4,10,15,9,5,26,232,10118,1898,3873,774,1000,1265,1315,1254,808,961,23273,8,0,6,0,0,0,0,0,3,26,49,13104,2353,4516,951,1160,1409,1471,1387,895,1155,28402
21004,0,0,0,0,0,518,8,3,0,0,0,4,0,0,18,552,106,7,0,0,0,0,0,0,0,11,124,43,0,0,0,0,0,0,0,0,4,43,22,0,3,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,63,0,5,0,0,0,0,0,0,9,69,0,0,0,0,0,0,0,0,0,0,0,170,7,3,0,0,0,0,0,0,13,196,2853,409,309,90,67,55,34,45,27,119,4005,979,181,348,70,58,76,69,52,30,51,1913,108,9,24,9,13,16,17,17,8,15,233,9,0,7,0,0,0,0,0,0,4,17,1102,196,380,79,67,86,84,66,37,75,2169,4,0,0,0,0,0,0,0,0,6,14,3960,599,684,165,139,144,118,112,60,195,6182
21005,0,0,0,3,13,2466,76,70,19,8,26,14,14,12,122,2831,177,0,0,0,0,0,0,0,0,14,193,195,4,3,0,0,0,0,0,0,12,210,297,10,24,3,0,3,4,3,4,23,372,7,0,0,0,0,0,0,0,0,0,7,491,18,21,3,0,3,4,3,4,33,586,3,0,0,0,0,0,0,0,0,4,7,673,19,22,3,0,3,4,3,4,52,781,6050,950,987,217,228,214,178,187,78,384,9485,17025,5653,9472,1497,1576,2013,1791,1482,828,1007,42345,4765,1210,1652,504,402,889,645,666,832,572,12135,191,43,77,14,25,19,21,25,10,32,459,21982,6902,11202,2013,2000,2925,2453,2171,1671,1613,54942,33,8,11,0,0,0,3,3,0,242,312,28075,7867,12207,2235,2231,3139,2633,2360,1755,2249,64736
21101,0,0,0,9,18,3042,70,74,19,5,9,12,6,3,114,3358,555,8,0,0,3,0,0,0,0,58,628,425,0,3,0,0,0,0,0,0,43,483,195,11,0,0,0,0,0,0,0,21,231,3,0,0,0,0,0,0,0,0,20,20,629,14,6,0,0,0,0,0,0,86,732,9,0,0,0,0,0,0,0,0,7,20,1191,22,3,0,4,0,3,0,0,151,1374,12808,1443,1336,226,253,173,183,140,86,462,17108,11115,3957,5331,832,800,640,636,531,253,460,24560,1873,417,781,184,187,241,260,238,148,253,4597,67,21,20,0,5,5,4,3,8,36,163,13050,4389,6134,1022,997,888,907,769,408,758,29318,40,4,0,0,0,0,0,3,0,30,84,25896,5841,7473,1250,1250,1060,1095,910,496,1247,46510
21102,0,0,0,0,6,492,8,10,3,3,0,3,0,0,14,537,91,0,0,0,0,0,0,0,0,4,98,68,0,0,0,0,0,0,0,0,3,69,92,3,0,0,0,0,0,0,0,4,102,0,0,0,0,0,0,0,0,0,0,0,157,3,0,0,0,0,0,0,0,10,180,0,0,0,0,0,0,0,0,0,0,0,252,4,0,0,0,0,0,0,0,12,274,2072,277,247,41,29,24,25,44,12,63,2830,1600,308,373,59,79,77,65,60,31,50,2705,317,49,70,20,31,23,45,24,19,37,643,7,3,3,0,0,0,0,0,0,0,14,1923,355,445,77,107,101,115,89,50,87,3355,10,0,0,0,0,0,0,0,0,0,13,4004,635,693,120,138,130,143,130,63,154,6201
21103,0,0,0,0,17,1711,36,34,8,4,6,5,8,0,66,1878,475,10,4,0,0,0,0,0,0,39,519,149,0,0,0,0,0,0,0,0,16,164,66,4,0,0,0,0,0,3,0,17,92,3,0,0,0,0,0,0,0,0,3,5,222,3,0,0,0,0,0,3,0,26,259,5,0,0,0,0,0,0,0,0,5,10,693,15,5,0,0,0,0,3,0,71,789,8451,912,856,184,154,128,111,130,54,290,11268,3554,1636,2973,431,504,505,503,433,190,200,10942,573,196,600,162,250,296,270,328,233,169,3088,24,6,21,0,4,4,8,4,5,8,81,4157,1839,3595,598,759,810,774,770,426,375,14109,27,4,3,0,0,0,0,0,0,23,53,12633,2754,4455,785,915,937,885,903,479,687,25432
21104,0,0,0,0,3,1351,55,42,7,0,3,3,5,3,29,1491,240,3,3,0,0,0,0,0,0,13,257,149,3,0,0,0,0,0,0,0,3,157,97,11,0,0,0,0,0,0,0,6,113,3,0,0,0,0,0,0,0,0,0,3,244,11,3,0,0,0,0,0,0,12,275,0,0,0,0,0,0,0,0,0,0,0,488,12,3,0,0,0,0,0,0,22,531,4009,629,553,122,152,88,69,83,45,117,5862,4803,2014,2859,485,532,581,560,544,216,206,12798,1161,269,481,105,139,173,179,251,105,208,3075,28,14,9,0,0,0,6,6,3,6,78,5985,2291,3349,593,677,759,745,805,319,428,15953,8,0,3,0,3,0,0,0,3,6,24,10003,2924,3903,715,827,846,818,884,373,553,21838
21105,0,0,0,3,5,2274,35,19,0,0,3,7,6,0,86,2434,518,6,3,0,0,0,0,0,0,43,567,219,0,3,0,3,0,0,0,0,26,248,74,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,296,0,3,0,3,0,0,0,0,28,329,0,0,0,0,0,0,0,0,0,6,10,813,6,3,0,3,0,0,0,0,75,904,13217,1198,1160,170,176,149,140,108,47,531,16897,3208,673,1200,180,242,193,180,144,79,148,6252,284,55,207,48,73,81,68,82,56,94,1042,25,0,10,0,0,0,0,0,0,3,47,3519,732,1418,226,317,279,248,224,136,250,7350,25,0,3,0,0,0,0,0,0,17,50,16757,1931,2582,394,490,424,389,335,182,797,24289
21201,0,0,0,0,10,1007,19,22,3,0,0,3,0,0,44,1105,221,5,6,0,0,0,0,0,0,15,248,62,0,0,0,0,0,0,0,0,10,72,29,0,3,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,86,0,3,0,0,0,0,0,0,12,109,8,0,0,0,0,0,0,0,0,4,10,312,3,7,0,0,0,0,0,0,32,361,6837,931,1199,258,214,138,124,113,48,290,10157,2114,1038,2176,262,280,265,217,238,102,160,6859,204,76,132,28,32,46,29,73,49,66,731,30,11,18,0,4,0,0,0,3,3,65,2340,1123,2327,291,320,308,248,311,155,237,7663,25,11,0,0,0,0,0,5,0,21,57,9208,2066,3529,551,530,446,377,428,204,542,17872
21202,0,0,0,8,9,2497,61,83,11,8,11,16,3,0,133,2832,367,11,6,0,0,0,0,0,0,52,439,222,0,0,0,0,0,0,0,3,37,270,212,6,0,0,0,0,0,3,0,44,276,5,0,0,0,0,0,0,0,0,3,12,448,10,0,0,0,0,3,3,3,88,552,3,0,0,0,0,0,0,0,0,3,10,812,18,12,3,0,0,3,3,3,138,1000,10486,1472,1561,291,303,269,173,168,91,472,15278,12789,4331,6006,920,1051,1164,860,767,482,572,28933,2414,595,803,198,333,400,257,275,234,312,5818,135,26,44,0,14,14,6,5,3,31,289,15333,4957,6852,1119,1403,1583,1125,1046,719,913,35042,33,3,6,0,0,5,0,3,3,29,75,25845,6426,8420,1415,1703,1847,1301,1215,813,1413,50401
21203,0,0,0,0,3,1637,73,99,14,10,12,7,6,7,69,1946,259,8,3,0,3,0,3,0,0,26,305,111,3,0,0,0,0,0,0,0,14,125,78,5,13,0,0,0,0,0,0,13,120,0,0,0,0,0,0,0,0,0,3,3,192,11,13,0,0,3,0,0,0,25,250,0,0,0,0,0,0,0,0,0,0,5,457,16,15,0,3,4,3,0,5,58,561,10981,2520,2788,434,536,360,273,235,141,523,18792,10628,6837,12461,1678,1670,1557,1294,1124,584,721,38550,1656,839,1307,254,297,401,325,399,385,316,6167,122,75,105,12,15,9,17,18,11,24,408,12400,7744,13876,1942,1981,1968,1633,1541,981,1060,45129,25,7,6,4,3,3,0,3,9,41,95,23408,10271,16674,2380,2516,2330,1909,1774,1129,1625,64023
21204,0,0,0,13,31,5636,117,137,18,23,19,14,6,8,254,6234,511,11,3,0,0,0,0,0,0,48,565,578,11,9,0,0,0,0,0,0,38,633,950,26,15,0,0,4,4,4,0,77,1086,16,0,0,0,0,0,0,0,0,0,20,1545,41,21,0,0,7,4,4,0,116,1739,14,0,0,0,0,0,0,0,0,10,30,2075,44,26,0,0,7,4,4,0,177,2333,10805,1473,1537,264,336,302,292,255,176,530,15973,24706,6885,13438,2079,3164,3374,3172,2904,1521,1516,62758,11576,1986,2886,685,1320,1530,1086,1216,914,1196,24395,270,58,79,14,29,55,37,29,12,54,637,36546,8930,16401,2783,4510,4965,4296,4148,2447,2767,87794,82,22,20,4,3,7,5,3,3,97,251,47434,10426,17955,3048,4855,5277,4601,4407,2623,3388,104015
21205,0,0,0,7,14,5036,141,121,40,12,20,13,21,7,174,5580,574,4,4,0,0,0,0,0,0,43,630,596,6,3,0,4,0,0,0,0,41,653,598,19,13,4,0,3,0,0,0,48,695,12,0,0,0,0,0,0,0,0,22,31,1207,23,20,4,4,5,0,0,0,107,1373,13,0,0,0,0,0,0,0,0,3,19,1792,31,19,4,4,5,6,3,3,157,2021,10364,1759,1726,381,425,404,391,443,377,449,16717,19771,7245,10517,2084,2478,2930,3766,4184,2647,1360,56985,4776,856,1452,439,478,696,843,1144,846,825,12337,135,36,54,12,11,8,17,25,22,52,363,24678,8135,12021,2532,2968,3631,4622,5351,3508,2239,69688,45,5,3,0,0,5,0,3,0,48,113,35086,9903,13754,2914,3394,4040,5013,5795,3885,2732,86515
21301,0,0,0,7,17,5225,83,59,19,9,13,5,5,3,223,5644,215,3,0,0,0,0,0,0,0,24,238,662,6,5,0,0,0,0,0,0,62,738,784,11,4,0,0,0,0,0,0,77,882,14,0,0,0,0,0,0,0,0,5,20,1463,13,10,0,4,0,0,0,0,150,1644,3,0,0,0,0,0,0,0,0,9,9,1674,22,10,0,4,0,0,0,0,176,1890,7743,1154,1363,297,319,308,288,252,138,485,12346,28080,5315,9568,1473,2159,2550,2317,1952,1067,1595,56086,12085,1535,2422,550,824,1086,699,827,589,960,21584,367,45,95,14,36,30,20,21,12,70,711,40528,6897,12089,2046,3019,3671,3038,2805,1665,2627,78381,37,9,18,3,0,0,12,15,3,114,202,48306,8062,13465,2343,3340,3983,3333,3069,1811,3228,90936
21302,0,0,0,4,10,2188,29,12,6,11,0,6,0,3,99,2350,217,0,4,0,0,0,0,0,0,23,248,286,3,4,0,0,0,0,0,0,25,318,283,3,0,0,0,0,0,0,0,37,322,7,0,0,0,0,0,0,0,0,7,9,573,6,4,0,0,0,0,0,0,67,650,0,0,0,0,0,0,0,0,0,6,6,785,4,7,0,0,5,0,0,0,99,904,5676,958,1135,336,302,251,216,201,100,259,9421,6479,1098,1802,347,408,442,479,426,225,297,12001,2031,166,186,58,75,84,73,113,108,171,3066,68,7,11,3,3,0,3,3,3,26,136,8573,1272,1998,413,488,525,557,541,331,495,15202,23,0,6,0,0,0,0,0,0,17,50,14274,2229,3138,745,787,777,774,738,434,770,24672
21303,0,0,0,3,9,1529,37,14,3,0,0,3,4,0,72,1666,94,4,0,0,0,0,0,0,0,5,104,180,3,0,0,0,0,0,0,0,9,197,337,0,3,0,0,0,0,0,0,20,361,6,0,0,0,0,0,0,0,0,0,6,519,4,3,0,0,0,0,0,0,34,560,0,0,0,0,0,0,0,0,0,0,0,616,10,5,0,0,0,0,0,0,33,668,3624,930,1056,265,308,266,285,241,137,221,7332,7259,1634,3481,644,927,1182,1322,1233,727,496,18901,3697,363,520,122,226,311,278,354,248,298,6419,65,14,19,3,9,8,4,16,8,14,162,11018,2014,4024,767,1162,1500,1608,1596,983,808,25485,16,4,3,4,7,3,0,3,5,134,169,14654,2946,5081,1033,1469,1772,1895,1842,1125,1163,32989
21304,0,0,0,3,7,1446,48,49,7,10,9,3,3,3,72,1660,203,5,4,0,0,0,0,0,0,25,241,109,3,3,0,0,0,0,0,0,8,122,87,4,3,0,0,0,0,0,0,8,107,3,0,0,0,0,0,0,0,0,0,3,203,10,7,0,0,0,0,0,0,17,236,0,0,0,0,0,0,0,0,0,3,7,412,14,10,0,0,0,0,0,0,48,482,8158,1340,1699,308,324,279,232,177,73,466,13057,10972,4170,5640,779,741,776,736,620,382,543,25366,1797,358,531,116,103,160,169,191,185,200,3804,91,36,55,9,13,3,3,9,5,18,231,12854,4556,6224,896,860,946,914,824,571,755,29406,32,10,6,0,4,0,0,4,4,304,359,21042,5904,7929,1207,1189,1220,1146,1005,646,1528,42820
21305,0,0,0,8,19,1929,81,117,18,14,20,8,9,13,83,2303,216,6,4,0,0,0,0,0,0,12,245,169,4,8,0,0,0,0,0,0,3,187,169,7,16,5,0,3,0,3,0,8,216,6,0,0,0,0,0,0,0,0,0,7,339,12,22,9,0,3,0,3,0,17,409,4,0,0,0,0,0,0,0,0,0,5,563,17,26,9,0,3,0,5,0,36,653,10591,2896,4280,988,1154,864,671,644,350,637,23061,12696,10566,19703,2771,2953,2978,2874,2695,1450,1184,59866,1883,696,1941,429,472,633,653,807,713,631,8856,116,74,125,14,17,22,26,23,25,35,474,14695,11334,21778,3213,3442,3631,3555,3526,2186,1850,69195,35,16,10,3,3,3,4,7,5,326,412,25324,14237,26068,4203,4599,4493,4220,4176,2539,2808,92667
21401,0,0,0,6,16,2311,37,30,3,5,4,11,0,0,107,2508,599,9,3,0,0,0,0,0,0,69,674,173,0,0,0,0,0,0,0,0,33,207,45,7,0,0,0,0,0,0,0,23,79,4,0,0,0,0,0,0,0,0,3,9,222,7,0,0,0,0,0,0,0,59,294,6,0,0,0,0,0,0,0,0,3,10,825,16,6,0,0,0,0,0,0,127,979,12704,1484,1545,382,330,297,185,180,82,558,17762,4247,1370,2047,319,323,333,351,248,141,246,9631,491,129,186,44,35,57,69,77,69,112,1255,51,20,18,3,0,0,0,3,4,14,116,4792,1514,2249,364,360,393,419,332,214,372,11010,34,4,7,5,0,0,0,0,4,27,82,17528,3004,3799,755,689,693,604,508,301,960,28846
