SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
21101,41,259,2758,22293,15731,3133,532,721,45462,8,293,2435,1355,297,56,4,160,4612,0,31,586,1030,170,33,8,33,1904,11,330,3029,2392,467,88,15,189,6516,14,172,470,190,3,3,0,55,920,3,71,164,12,0,0,0,10,254,0,59,74,4,0,0,0,3,149,0,4,0,0,0,0,0,0,6,19,306,712,210,3,0,4,69,1322,8,57,62,68,48,8,0,15,269,4,17,25,29,17,0,4,14,104,76,968,6580,24989,16261,3231,555,1004,53669
21102,5,43,406,2535,3378,1013,240,116,7736,0,46,129,66,9,7,0,0,259,0,3,27,53,32,0,0,3,112,0,50,148,116,38,7,0,9,369,0,38,62,7,3,0,0,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,62,13,8,0,0,4,124,3,9,3,0,0,0,0,0,18,0,0,3,0,3,0,3,0,14,11,140,623,2673,3425,1020,243,128,8262
21103,38,354,5926,16713,9731,1728,270,628,35380,15,268,1379,543,110,18,6,98,2445,0,27,325,509,50,7,0,12,922,16,297,1705,1053,162,28,6,111,3371,0,30,225,131,24,4,0,14,425,0,48,296,11,0,0,0,3,365,0,16,111,23,0,0,0,3,151,0,0,0,0,0,0,0,0,0,3,91,633,163,29,4,0,25,942,0,3,9,10,3,0,0,0,29,0,3,25,38,10,3,0,19,101,61,744,8294,17972,9927,1756,274,785,39820
21104,18,104,1260,7834,5675,974,183,260,16309,0,344,1874,1309,96,11,10,99,3746,0,32,197,784,152,15,4,18,1203,3,373,2078,2095,244,23,14,115,4947,0,61,130,28,3,3,0,20,242,0,14,52,18,0,0,0,0,80,3,131,114,3,0,0,0,3,255,0,0,8,3,0,0,0,0,10,3,209,299,48,3,3,0,26,587,0,0,10,9,0,0,0,0,14,0,3,8,11,9,0,0,10,50,22,693,3657,10000,5931,997,197,415,21908
21105,61,698,4469,24103,14326,3092,689,859,48290,13,399,1130,452,39,5,0,96,2139,3,54,221,205,20,0,0,9,512,17,453,1355,656,57,5,0,101,2647,3,39,76,46,4,3,3,3,179,0,0,24,25,0,0,0,5,49,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,8,3,38,96,79,9,3,3,7,243,20,120,64,25,19,0,0,13,264,3,22,36,67,37,6,8,16,198,100,1334,6021,24935,14440,3112,696,1002,51646
21201,31,192,2069,12707,11091,1487,293,511,28378,0,60,816,663,155,10,0,73,1771,0,7,80,384,73,4,0,9,556,3,69,892,1044,227,20,3,82,2330,8,12,70,28,4,0,0,14,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,70,29,3,0,0,14,137,6,64,26,10,9,0,0,6,128,0,0,16,28,21,5,0,14,81,51,335,3068,13822,11347,1515,295,629,31055
21202,44,134,1763,17692,13871,2321,428,781,37037,8,205,1176,1067,323,34,4,89,2905,0,5,135,637,258,71,8,24,1133,8,209,1310,1708,575,106,12,113,4043,16,73,271,85,7,0,0,18,485,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,77,273,89,8,0,0,18,490,4,60,68,37,8,5,0,16,205,3,3,10,24,11,0,0,13,61,77,485,3423,19550,14480,2434,445,947,41836
21203,80,165,1560,20134,19735,2415,329,1006,45421,0,47,1243,1430,676,54,7,107,3571,0,16,152,366,132,17,0,13,703,4,65,1394,1796,809,77,9,122,4270,0,29,271,83,5,3,0,21,419,0,26,11,0,0,0,0,5,38,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,4,0,54,283,93,8,3,0,30,470,5,12,14,16,9,0,0,4,55,0,4,12,23,13,0,0,18,72,88,299,3263,22055,20580,2495,332,1177,50285
21204,116,369,3634,24322,11180,2308,485,1235,43648,30,745,4420,1906,177,21,9,305,7618,14,19,866,1503,349,29,3,94,2882,41,762,5284,3412,534,43,20,403,10497,26,779,2889,699,79,9,14,211,4691,13,130,401,32,0,0,0,19,588,0,121,193,12,0,0,0,13,341,0,3,5,0,4,0,0,0,17,33,1028,3491,749,81,8,14,237,5635,53,157,42,102,40,5,3,35,445,0,27,42,37,10,4,5,30,154,243,2350,12492,28620,11848,2366,521,1938,60375
21205,42,215,3065,19713,14970,3543,725,797,43073,4,207,1938,1843,448,75,20,155,4697,7,43,501,2278,935,121,48,75,4013,15,252,2443,4125,1385,198,65,226,8712,28,357,2141,2268,474,43,14,108,5418,14,228,538,82,7,4,0,32,914,23,584,456,4,8,0,4,14,1095,0,0,3,3,0,0,0,0,8,61,1164,3137,2357,489,47,23,156,7431,0,0,15,11,3,0,0,3,41,3,23,45,55,38,11,3,34,206,126,1658,8706,26254,16878,3800,816,1218,59458
21301,131,290,2588,28181,12924,2016,347,1445,47925,16,185,1584,2420,401,31,0,168,4803,3,36,547,1623,491,83,7,86,2888,22,219,2127,4047,894,117,13,255,7691,25,564,1153,553,35,5,0,106,2441,0,48,91,3,0,0,0,8,149,3,29,59,12,0,0,0,3,108,0,11,13,7,0,0,0,0,34,29,655,1313,580,38,5,3,116,2728,0,3,12,32,21,3,3,29,109,0,6,31,47,10,0,3,20,112,178,1178,6066,32885,13889,2141,368,1859,58564
21302,19,132,2445,12299,4089,640,97,401,20110,14,258,1994,1635,369,33,4,113,4423,7,65,779,2182,716,78,7,54,3881,18,323,2774,3818,1085,107,16,164,8305,6,396,976,250,8,5,3,72,1721,0,86,92,8,0,0,0,6,200,7,82,162,29,0,0,0,15,301,0,0,0,0,0,0,0,0,0,17,565,1236,288,11,5,3,97,2224,8,28,48,32,8,4,0,6,122,5,10,18,42,12,0,3,4,103,70,1059,6512,16476,5204,761,119,674,30862
21303,25,161,3697,8037,2693,516,92,360,15576,15,476,1249,608,81,8,3,97,2543,13,78,1266,2590,704,108,28,94,4878,24,556,2517,3203,785,125,27,191,7422,30,986,1844,209,22,3,8,96,3203,28,399,955,144,3,0,0,39,1567,88,862,1228,106,4,0,23,63,2380,0,5,21,7,0,0,0,3,36,143,2253,4054,461,32,3,33,199,7182,3,31,62,55,15,0,4,4,174,7,19,49,28,3,6,3,25,131,208,3023,10375,11771,3523,643,155,779,30481
21304,53,164,1520,18839,17874,2148,375,934,41900,7,194,1292,1554,628,37,11,137,3858,8,14,159,1014,217,41,6,42,1498,17,206,1449,2563,847,77,18,177,5356,0,82,62,98,12,0,0,11,267,0,3,34,8,0,0,0,0,47,0,0,80,5,0,0,0,3,93,0,4,0,0,0,0,0,0,4,0,90,180,112,11,0,0,17,411,20,98,14,20,0,0,0,7,156,0,8,13,38,29,6,0,14,106,86,561,3181,21573,18762,2230,391,1144,47926
21305,86,175,1874,25776,25398,2523,307,1180,57312,14,160,1917,3087,1708,96,13,154,7155,4,10,340,1333,539,86,16,55,2374,21,169,2250,4420,2252,174,32,214,9532,0,62,692,545,44,14,0,42,1402,0,6,32,0,0,0,0,3,42,0,11,55,13,3,0,0,5,81,0,0,0,0,0,0,0,0,4,0,79,779,556,44,14,4,52,1527,16,56,34,12,7,0,0,4,130,0,4,16,28,18,3,0,18,87,124,487,4944,30793,27716,2716,340,1468,68588
21401,55,231,2696,21891,11488,1800,314,817,39300,29,703,3544,1918,247,17,12,278,6744,7,44,568,983,143,15,0,31,1799,33,750,4119,2905,386,32,12,308,8550,55,276,586,126,8,0,4,68,1121,0,13,107,19,0,0,0,3,136,5,18,35,3,0,0,0,7,71,0,3,3,0,0,0,0,0,9,59,309,732,147,8,3,4,76,1343,38,180,141,40,17,0,0,29,436,6,11,21,19,8,0,0,6,67,190,1483,7707,25002,11903,1837,332,1235,49687
21402,55,387,5248,24119,14441,2806,522,1101,48672,3,237,2246,1617,127,10,3,163,4403,0,19,301,834,175,16,0,26,1374,3,257,2548,2448,298,28,4,192,5776,6,236,1440,771,40,3,3,122,2622,0,20,33,9,0,0,0,0,52,0,0,3,12,0,3,0,0,23,0,0,0,0,0,0,0,0,8,6,257,1476,789,43,5,5,121,2706,23,172,196,34,9,0,0,41,472,4,14,43,55,23,4,0,12,167,92,1087,9502,27446,14812,2842,537,1467,57791
21501,50,312,2940,11587,4980,671,174,533,21241,5,201,359,149,26,3,3,43,788,0,0,5,12,4,0,0,0,21,5,203,362,164,27,3,4,43,807,9,188,480,86,7,0,3,37,812,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,187,488,86,7,0,3,34,820,20,55,27,45,17,5,4,15,181,4,4,29,70,27,10,6,21,165,82,759,3833,11957,5063,686,188,643,23215
21502,32,194,1790,9481,4090,498,90,450,16631,7,123,882,542,20,0,0,82,1650,0,0,22,33,3,0,0,0,61,7,124,904,576,26,0,0,81,1709,12,253,700,90,3,0,3,81,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,252,700,90,3,0,3,81,1146,24,98,57,26,4,0,0,15,224,0,6,20,36,23,0,3,14,106,74,677,3465,10210,4145,499,98,643,19817
21503,23,197,1537,6897,3171,376,101,363,12662,7,55,187,43,3,0,0,21,312,0,3,5,0,0,0,0,0,8,7,60,189,43,3,0,0,21,322,3,168,298,49,0,0,0,47,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,173,298,49,0,0,3,49,579,24,67,28,41,6,0,0,15,189,0,6,16,51,28,0,0,14,122,63,498,2073,7078,3202,383,106,461,13869
21601,29,131,1424,6727,3328,478,61,315,12486,7,149,443,114,14,0,0,47,768,0,0,0,9,0,0,0,0,17,7,150,440,121,12,0,3,49,786,0,83,294,35,0,0,3,22,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,84,302,35,0,0,3,22,446,19,49,20,17,6,0,0,17,124,0,0,6,21,18,0,0,6,52,54,414,2197,6922,3365,478,67,410,13899
21602,19,109,1108,5404,2522,349,60,286,9853,0,24,198,54,5,0,0,22,310,0,0,10,14,0,0,0,0,25,0,24,209,64,9,3,0,22,329,3,116,293,39,3,0,0,38,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,115,299,39,4,0,0,38,496,13,34,25,16,8,3,0,5,105,8,16,32,31,13,0,0,10,108,40,302,1672,5548,2554,357,63,357,10899
21603,29,192,2173,10810,5376,637,97,521,19842,10,338,1266,280,51,6,0,118,2066,0,6,42,28,9,3,0,7,97,10,349,1307,306,63,5,3,116,2156,0,51,63,10,0,0,0,20,144,0,10,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,74,10,0,0,0,23,166,32,138,68,22,5,0,0,28,303,0,10,9,19,13,3,0,9,53,74,742,3632,11163,5464,649,103,701,22527
21701,27,196,1692,7286,2958,448,112,320,13029,4,97,181,36,9,0,0,22,354,0,0,23,4,0,0,0,0,24,4,97,203,42,9,3,0,21,380,3,99,205,31,5,3,0,21,360,0,0,0,6,0,0,0,0,6,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,98,213,32,5,3,0,21,371,13,24,19,20,7,3,3,5,100,0,10,36,39,15,0,7,8,116,46,418,2157,7421,2997,463,118,378,13991
21703,23,203,1638,7146,3105,421,101,330,12961,4,153,339,91,4,0,0,41,625,0,4,14,18,4,0,0,0,39,4,160,351,107,4,4,0,41,667,0,44,82,33,4,0,0,17,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,82,33,9,0,0,17,188,9,31,15,20,10,0,0,9,103,0,10,21,41,17,3,4,17,111,31,450,2104,7354,3147,423,109,409,14030
21704,18,150,1865,8455,4313,683,161,345,15995,6,162,869,171,22,5,0,59,1294,0,16,134,150,19,4,0,3,334,6,176,1006,330,41,7,4,59,1627,3,90,355,52,3,0,3,64,588,0,51,10,6,3,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,146,366,65,11,0,3,76,666,6,25,51,33,7,0,4,0,129,0,3,28,34,12,4,0,9,104,42,505,3312,8914,4383,697,172,495,18519
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
