SA3_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
20604,670,2389,1995,11101,203,16355,8,9,3,79,4,93,37278,202,326,190,205,38198,345,53,34,62,6,499,575,200,124,367,16,1280,7042,2254,1771,12236,288,23595,1199,9,115,11,4,1339,747,65,49,164,0,1025,1274,269,228,1468,36,3282,779,197,111,315,19,1414,198,36,26,74,3,328,6917,47,44,31,41,7085,2039,734,513,6663,110,10071,2720,569,296,1343,35,4961,3124,10,17,15,21,3190,242,45,25,63,4,383,197,18,26,53,3,300,264,82,43,134,3,525,267,8,12,10,9,305,702,102,81,34,7,924,588,88,75,204,3,946,486,39,25,59,3,621,1784,637,532,4606,77,7636,297,10,17,32,7,364,232,19,27,10,0,293,863,29,26,44,12,969,739,26,29,25,6,821,364,20,18,9,3,412,2207,21,60,19,35,2344,201,51,29,203,3,492,18498,703,777,863,223,21061,579,27,26,190,15073,15909,83442,5209,4316,26814,16187,135969
20605,622,3484,2520,15568,251,22445,3,7,0,63,0,71,4042,118,172,213,33,4581,394,87,35,104,10,637,754,269,172,349,13,1554,8703,3287,2341,17380,321,32033,533,12,72,13,3,622,889,102,63,297,9,1360,1578,419,266,2015,38,4321,2642,377,159,785,32,3997,395,85,36,101,8,633,2406,76,36,34,7,2565,3361,1034,752,9019,132,14301,2444,655,300,1617,41,5057,304,7,5,18,0,331,176,33,10,71,0,290,192,37,15,51,0,288,303,95,73,153,3,623,298,39,24,19,9,387,777,156,131,49,4,1111,1202,240,163,388,22,2011,1081,61,79,112,18,1346,2508,896,658,6089,99,10247,278,35,10,31,0,361,402,50,23,24,3,497,547,37,26,63,0,679,317,48,28,29,0,423,329,21,16,20,3,384,492,7,26,11,7,540,312,72,47,305,6,743,9419,1117,890,1339,105,12875,325,59,36,258,9809,10495,39346,7562,5302,37965,10692,100872
20606,364,2016,1523,9490,140,13528,0,8,4,27,0,37,4656,99,155,134,31,5075,172,33,8,46,3,268,434,135,88,214,6,877,4691,1938,1423,11077,225,19351,368,9,48,3,3,427,527,65,52,168,11,825,812,204,155,1097,13,2279,1766,233,115,456,21,2589,224,43,22,78,0,370,1588,50,28,20,7,1694,1621,581,398,5191,64,7857,1156,388,199,991,25,2766,224,3,7,3,4,247,113,33,11,52,7,213,81,23,10,22,3,135,105,48,20,72,3,248,162,9,10,3,0,190,537,86,66,16,11,712,978,185,105,340,17,1626,580,54,32,92,11,769,1384,499,396,4035,54,6361,170,14,10,19,3,207,286,21,21,13,3,339,293,11,17,34,0,353,329,26,12,19,4,394,241,14,3,8,0,268,434,3,12,8,9,469,157,26,24,160,3,372,5798,683,488,804,74,7843,187,16,20,185,5401,5804,25370,4402,3198,23521,5976,62467
20607,624,2983,2293,14155,242,20293,5,3,3,71,0,76,4835,132,183,226,66,5444,354,70,39,98,5,558,518,266,159,383,9,1333,6274,2980,2212,15929,308,27706,381,17,87,18,6,509,547,83,67,263,12,966,987,380,257,1820,40,3482,2285,282,143,644,27,3383,173,67,47,84,4,369,1001,81,47,37,0,1168,2215,1118,723,9018,135,13212,2364,675,326,1838,48,5247,205,0,11,16,5,231,161,27,20,88,0,301,219,36,21,56,3,334,203,72,64,133,4,472,218,18,15,16,3,273,753,120,106,48,8,1031,468,118,112,280,7,975,223,38,26,80,3,364,1908,808,655,5963,79,9418,208,19,16,24,3,272,231,27,21,15,3,296,429,33,29,53,7,552,274,59,38,33,3,414,273,32,7,22,5,331,3173,16,62,21,62,3345,230,76,48,338,4,698,7430,848,722,1126,153,10271,350,32,30,241,7478,8138,32613,6615,4897,34899,8439,87453
20701,986,5343,4336,30184,371,41216,0,9,3,49,3,61,23045,462,818,583,144,25051,431,93,69,178,3,766,912,364,206,593,6,2088,8777,4916,3770,31607,430,49494,571,19,121,13,5,730,623,135,114,393,11,1273,1564,521,396,2990,40,5516,4388,698,390,2129,41,7634,451,80,57,151,8,747,5320,189,134,98,37,5778,2459,1482,1189,15835,176,21150,4499,1105,574,3880,64,10119,824,13,34,16,12,903,298,68,47,170,4,584,346,42,52,137,3,578,342,101,59,200,3,709,139,28,17,7,0,198,800,264,178,64,6,1315,979,194,125,400,12,1709,505,53,74,106,4,748,2449,1398,1103,11523,145,16619,249,38,18,30,3,337,556,99,78,24,9,759,412,27,51,111,4,596,1301,104,94,69,13,1581,269,21,13,14,0,319,2275,50,112,20,17,2483,296,113,68,517,3,1004,11024,1325,1338,1991,83,15759,378,60,39,441,7332,8241,67629,11290,9041,70688,8585,167231
20702,764,1622,1316,9694,206,13597,0,8,0,18,0,31,22916,215,409,234,143,23920,469,41,40,110,5,670,431,100,49,136,6,723,3637,1440,1048,9450,213,15793,443,18,71,6,7,540,174,28,18,99,3,319,725,154,119,836,17,1852,5656,647,373,1805,73,8556,207,19,12,38,0,277,2310,66,62,24,19,2479,679,368,262,3728,54,5094,5787,924,412,2679,120,9918,883,0,13,3,3,899,690,83,84,104,4,965,557,55,43,127,7,784,310,54,33,119,7,531,44,11,7,0,0,65,206,40,48,22,0,318,378,52,39,71,3,548,190,10,24,29,0,256,746,378,289,2907,44,4366,185,22,3,29,0,239,487,21,12,8,0,527,219,21,18,45,0,304,591,26,26,13,6,661,253,14,14,15,0,298,811,12,29,6,0,864,124,14,19,112,3,277,8934,482,482,658,91,10644,356,19,19,192,3224,3808,55026,4388,3324,23511,4115,90369
20703,602,2908,2213,16509,282,22516,0,4,3,31,0,43,23466,198,386,280,178,24506,245,36,29,64,9,381,613,208,122,359,12,1315,4823,2687,1726,16831,311,26383,695,12,69,14,3,787,269,55,43,181,8,553,822,280,174,1506,48,2831,2659,328,156,943,42,4127,263,37,24,71,8,401,3714,72,52,33,26,3891,1123,795,484,7350,92,9852,2148,458,234,1629,41,4509,923,4,21,6,5,954,126,44,6,42,3,224,166,23,12,43,0,243,193,68,21,132,8,426,60,17,13,12,3,107,323,149,108,51,3,646,474,62,51,143,5,737,244,21,24,30,0,318,1208,702,508,5323,93,7837,145,21,3,11,0,179,278,53,33,17,3,393,248,24,19,35,0,327,1317,68,43,48,11,1484,102,15,3,11,0,128,1401,33,47,19,16,1518,158,55,45,230,4,488,7113,708,661,860,70,9415,341,37,21,256,3915,4565,50618,5884,4259,36363,4925,102040
20801,637,4095,3211,20769,313,29027,0,4,3,21,0,30,3028,100,202,205,16,3556,387,56,25,110,3,571,837,241,129,332,8,1552,9368,3579,2779,20791,407,36932,230,12,69,13,3,323,484,73,69,236,10,870,1507,416,286,1827,41,4081,2066,348,196,1074,31,3717,383,54,25,87,6,562,1101,70,47,40,9,1272,2480,978,742,8899,122,13222,2213,647,299,1837,44,5032,115,3,5,6,0,132,204,56,31,84,0,377,85,19,18,38,0,160,192,60,40,92,3,383,115,21,4,5,5,151,629,153,151,43,8,993,1139,179,130,270,13,1735,977,62,76,78,9,1209,2456,953,679,6913,82,11090,234,27,13,51,0,325,753,54,55,21,6,896,276,38,24,55,4,396,284,61,51,37,3,433,205,28,14,9,0,259,226,8,13,4,3,253,375,62,35,286,3,761,6271,990,885,1155,54,9357,212,48,36,335,4704,5339,31954,7822,5976,45723,5623,97087
20802,1531,5691,4137,22927,342,34626,0,4,0,40,0,48,12348,178,282,246,82,13140,447,74,68,101,0,692,833,254,171,417,16,1685,8658,4014,2803,19326,384,35184,821,15,130,9,18,1000,900,116,85,263,14,1376,2038,559,399,2122,42,5149,5646,700,388,1947,91,8772,1069,195,110,253,12,1642,7388,113,86,59,40,7687,2419,1204,729,9455,136,13936,3095,759,395,2271,53,6577,925,13,5,4,0,947,282,60,17,74,3,436,131,20,4,30,0,183,276,73,76,147,3,571,192,28,16,13,3,248,668,232,161,72,6,1136,4136,710,496,1015,34,6394,3807,230,201,289,26,4552,1979,965,695,6178,114,9940,440,41,29,42,0,556,2223,253,165,45,15,2701,478,43,36,78,9,645,1017,85,93,56,9,1270,218,20,24,24,5,292,960,24,42,18,7,1059,217,76,49,250,4,588,18273,2167,1926,2204,147,24714,768,126,98,466,6395,7854,72341,11357,8237,48835,7667,148437
20803,889,4530,3604,25392,442,34857,3,5,6,67,0,84,4805,98,175,227,63,5369,509,72,42,127,8,756,963,300,188,441,16,1904,9468,4008,2981,23124,488,40066,958,15,148,19,9,1158,508,66,53,292,13,933,1413,381,282,2028,49,4148,3279,441,242,1149,58,5171,393,77,40,98,5,618,2660,91,69,58,26,2919,2550,1137,760,9943,178,14567,2800,739,364,2297,52,6250,174,0,12,0,0,190,276,64,20,93,8,461,107,31,17,32,0,189,371,94,70,226,3,766,293,44,40,21,8,399,635,189,183,56,8,1070,964,136,115,206,12,1439,1339,50,46,65,6,1512,2557,975,728,6846,127,11229,402,26,19,59,6,514,648,74,54,39,4,819,434,53,36,71,3,591,863,84,84,60,6,1090,552,63,21,33,3,673,655,18,47,7,4,722,337,79,60,312,6,792,8121,1097,909,1220,102,11446,354,69,33,465,5712,6629,41823,8801,6628,52529,7028,116817
20804,271,1499,1082,8161,70,11084,0,0,0,8,0,12,3692,78,108,121,27,4023,107,25,10,54,0,197,231,93,48,154,5,526,2144,1361,909,8635,97,13153,179,0,17,3,0,195,170,42,32,134,0,377,397,132,84,818,8,1442,1604,139,110,681,17,2548,125,37,30,56,3,252,1612,37,37,25,11,1728,626,372,243,4082,48,5380,837,220,138,851,26,2081,141,0,3,3,0,152,57,16,11,21,0,105,40,12,6,23,0,85,50,28,17,37,0,134,23,6,0,3,0,29,183,55,48,17,3,317,360,73,74,209,5,713,202,31,32,44,0,314,601,297,256,2944,34,4131,73,15,7,6,5,103,217,50,31,6,0,300,112,3,12,30,0,168,301,32,23,27,5,393,74,10,8,6,0,91,284,7,9,4,3,300,62,36,14,127,0,241,2659,385,299,550,23,3917,120,18,12,123,1841,2111,15020,2962,2177,19058,2143,41367
20901,785,4276,2918,26913,419,35306,0,9,3,105,0,120,6590,151,250,280,36,7312,753,105,51,222,9,1146,676,247,176,427,10,1538,5933,3592,2541,25979,457,38503,676,44,101,14,11,846,300,52,46,259,7,666,1147,377,288,2385,37,4240,2634,470,248,1245,38,4644,273,48,38,98,3,461,2677,90,68,40,20,2893,1786,1207,715,12153,167,16027,5800,1390,602,4359,116,12266,255,3,22,0,0,290,717,115,77,155,11,1077,980,170,73,297,13,1532,524,150,100,370,11,1161,119,24,26,17,0,185,434,180,139,75,3,825,632,110,88,232,12,1080,328,30,27,65,7,458,1659,941,701,7978,119,11406,341,43,17,39,3,442,265,55,41,20,8,384,352,52,29,93,5,531,769,49,39,48,6,908,152,31,9,14,0,202,904,16,57,17,4,1006,218,83,65,290,0,655,8433,997,824,1284,127,11670,332,50,47,581,5089,6096,41087,8931,6043,59403,6399,121865
20902,912,2263,1512,11903,305,16892,7,12,9,191,5,218,7119,94,105,133,63,7504,541,42,33,115,7,733,315,137,71,243,8,776,3405,1775,1136,10966,350,17625,883,23,108,8,15,1031,243,42,32,124,8,448,551,210,144,1115,32,2049,4776,590,321,1412,109,7210,117,34,20,35,3,204,4216,51,34,29,25,4353,988,675,399,5449,107,7614,9067,1300,592,3429,232,14623,154,3,8,0,0,167,1669,232,133,206,33,2277,1865,172,89,305,41,2479,596,123,64,269,11,1056,159,16,22,23,6,229,344,112,67,31,9,564,292,60,39,103,3,497,127,15,22,36,3,203,929,497,301,3290,52,5070,268,20,12,25,0,327,87,21,23,0,3,141,410,35,27,77,4,561,592,28,13,20,6,660,341,52,14,25,13,441,2793,33,55,15,24,2913,108,48,25,148,0,335,10734,689,526,750,158,12859,557,46,23,289,6104,7013,49766,5805,3601,28028,7448,94653
20903,324,2612,1908,18631,242,23723,0,0,0,36,3,39,932,51,72,161,4,1217,273,49,35,116,0,473,570,211,98,339,15,1236,4479,2433,1705,16807,264,25686,127,12,30,5,3,187,175,26,20,180,3,404,764,240,168,1691,19,2883,739,201,94,506,7,1551,127,35,16,46,0,229,380,26,23,12,4,450,1098,664,458,6841,81,9136,2174,604,296,2132,48,5260,26,5,5,0,0,34,102,18,14,30,3,163,370,64,47,141,0,624,339,104,78,307,6,836,53,3,14,5,0,81,201,103,80,42,3,422,292,51,48,106,5,502,105,15,19,43,0,184,1082,649,437,5080,71,7314,116,12,7,25,0,169,235,29,41,13,0,319,105,13,9,38,0,167,157,23,22,38,0,237,104,19,5,20,0,156,99,11,6,3,0,121,143,54,23,239,8,468,2319,505,437,838,31,4127,98,34,20,304,2613,3070,14862,5186,3591,38260,3223,65123
20904,3194,4936,3130,34085,657,46007,9,11,11,338,6,372,8243,89,181,222,80,8812,1250,179,91,298,19,1840,681,177,124,497,14,1486,7900,3574,2667,27542,720,42402,2904,52,199,47,49,3253,359,39,42,246,3,693,1087,383,212,2438,46,4176,7451,1104,644,2607,187,12000,251,55,36,83,8,430,13077,147,111,71,78,13477,1540,920,628,9561,197,12849,14200,2937,1391,8206,397,27137,262,9,8,3,3,284,3401,677,215,480,67,4846,9666,1054,633,1671,143,13173,2245,547,285,1284,58,4427,494,74,39,41,10,655,499,192,125,91,15,923,623,130,78,251,6,1091,232,23,34,45,3,341,1514,797,685,6782,132,9918,859,91,52,76,14,1084,283,61,24,25,3,401,779,80,53,166,12,1087,2785,80,38,51,20,2973,1772,218,105,158,27,2279,4479,62,94,32,70,4732,179,61,39,251,3,535,28079,1515,1075,1593,375,32637,1586,118,98,784,9477,12060,109196,12916,8235,71089,12267,213708
21001,483,1590,1026,10033,168,13294,0,3,0,41,0,42,2037,42,77,60,20,2239,916,107,63,240,6,1333,203,75,50,134,9,467,1973,1172,857,8467,159,12620,457,14,50,10,5,538,123,25,15,83,5,241,455,131,75,743,24,1432,2174,325,128,830,38,3492,104,21,14,33,0,170,1191,42,27,32,6,1295,657,435,283,4153,65,5593,7412,1121,581,3390,172,12680,68,0,7,0,0,73,467,80,32,114,9,706,485,68,27,123,7,714,1126,179,137,517,17,1976,69,21,12,8,0,101,132,59,48,18,0,257,478,57,57,160,8,763,86,6,5,19,0,114,513,319,224,2526,32,3615,242,36,27,29,3,341,57,26,12,4,0,100,259,31,16,47,0,363,300,18,16,15,3,343,382,39,19,70,4,518,1470,17,54,7,18,1567,61,19,13,104,4,198,4120,473,384,592,52,5619,205,31,16,195,2483,2927,25726,4078,2622,22962,3172,58565
21002,146,1190,828,9748,177,12092,0,0,7,10,0,22,110,11,15,70,5,218,94,27,7,37,0,160,216,86,53,177,4,535,2001,1046,785,8100,160,12085,40,0,6,3,0,54,58,15,6,76,0,160,346,134,68,824,26,1401,112,33,18,88,3,251,53,11,8,16,0,90,65,11,9,12,0,98,466,304,207,3286,72,4339,519,181,74,634,21,1432,3,0,0,0,0,10,24,9,5,12,0,49,44,3,3,32,0,77,330,83,48,232,9,700,29,14,12,18,0,71,90,55,45,17,0,210,152,31,21,98,3,309,34,6,7,16,0,61,541,277,192,2477,46,3532,26,3,0,11,0,41,73,6,9,9,0,95,56,4,0,30,0,89,33,14,9,8,0,63,23,4,0,0,0,28,20,4,9,0,0,35,100,27,15,102,5,246,646,192,148,310,13,1319,27,13,8,227,1552,1827,5160,2177,1514,18764,1958,29574
21003,1123,1683,1151,9176,258,13391,0,3,0,80,4,89,2301,34,78,70,24,2508,434,50,33,91,9,626,223,67,51,159,6,508,2700,1305,897,7860,235,13003,855,20,89,6,13,991,128,19,23,76,5,251,483,130,87,696,25,1416,2177,286,138,671,150,3425,97,16,14,28,3,152,3694,64,36,16,27,3835,679,457,273,3810,77,5292,7674,1173,559,2881,266,12562,139,0,8,0,0,147,3013,666,280,403,70,4423,178,37,15,50,4,285,1125,127,116,349,24,1737,131,14,18,8,3,176,216,48,45,23,5,335,501,56,35,98,11,711,135,16,21,21,7,196,616,298,240,2256,55,3463,152,18,17,16,14,214,65,21,3,4,0,98,277,19,25,42,3,366,745,31,28,28,0,838,1875,176,64,96,17,2237,779,14,24,12,11,830,72,38,13,111,3,235,12584,622,445,588,121,14351,553,57,38,249,4235,5134,41129,4895,3010,21019,5460,75506
21004,223,1597,1074,11833,163,14896,0,3,0,50,3,57,282,23,34,77,3,425,252,60,17,84,5,411,289,114,53,193,3,657,2623,1324,1024,10040,183,15204,328,15,56,7,7,406,81,12,11,76,0,174,458,135,115,979,18,1709,208,75,30,175,5,491,87,14,6,45,0,156,478,36,16,14,3,540,695,391,231,4059,60,5431,917,307,149,1050,24,2452,12,0,3,3,0,21,95,22,9,35,0,150,74,17,7,24,0,128,586,169,116,431,6,1312,142,24,10,12,0,188,188,74,78,34,3,372,237,45,39,132,3,450,54,3,10,16,0,77,749,342,272,2693,45,4106,66,12,4,7,0,94,115,28,9,4,0,149,71,10,8,33,0,123,107,7,5,13,0,131,70,6,3,18,3,94,86,3,10,0,0,100,89,17,18,88,0,205,1460,282,197,387,30,2361,93,9,20,222,1773,2123,9085,2974,2113,22975,2209,39369
21005,3799,3287,2020,16984,502,26584,8,16,9,137,0,167,2225,35,66,118,12,2455,1042,110,52,162,14,1376,379,90,55,180,4,707,6129,2136,1413,13572,464,23708,2860,26,180,34,27,3129,229,31,24,93,7,372,892,193,121,1057,18,2277,2630,460,232,964,62,4343,188,35,20,57,3,307,9634,86,63,36,61,9879,878,540,302,5069,96,6881,7583,1596,818,4339,186,14528,87,0,5,0,0,94,6325,1339,539,652,141,8992,679,130,47,196,13,1068,2224,367,252,930,33,3806,513,51,60,21,19,670,426,113,77,25,25,666,557,85,54,183,8,890,175,15,19,26,0,239,1018,435,347,3393,93,5290,530,47,23,47,3,650,116,17,17,9,0,164,736,51,34,93,17,930,3040,56,30,21,19,3166,11407,1260,641,737,131,14174,1851,17,39,17,24,1945,78,23,19,110,7,227,40250,1465,906,1032,400,44050,1750,143,94,467,8284,10734,98956,9485,5624,36046,10242,160353
21101,1202,5497,3910,33810,540,44957,0,14,12,74,0,92,16229,132,337,329,116,17149,482,76,40,115,7,725,1949,474,310,936,28,3695,10299,4881,3626,29100,632,48537,1571,34,143,16,6,1773,449,58,35,237,6,779,2319,591,341,2883,61,6201,1844,410,177,1014,28,3476,687,111,61,152,13,1018,5426,105,81,80,23,5711,2185,1144,814,9912,152,14218,3235,894,459,2822,70,7478,732,0,14,9,0,757,330,57,36,71,4,491,167,22,14,72,4,284,436,137,85,293,5,961,258,42,31,32,4,367,486,198,172,108,5,976,1003,102,99,239,6,1456,338,22,28,48,0,430,2383,1114,842,8075,121,12532,370,31,36,34,3,473,690,86,70,37,4,895,506,33,24,99,7,666,3071,153,87,75,13,3384,181,25,11,35,0,248,1255,15,61,12,12,1364,377,79,62,331,8,854,12152,1106,873,1356,137,15629,526,73,41,679,5428,6750,63429,10302,7518,65790,7116,154154
21102,147,1012,728,5992,80,7959,0,0,0,8,0,8,2194,53,62,63,14,2392,104,26,4,38,7,178,276,93,48,154,3,572,1604,910,664,5540,95,8819,43,0,9,6,0,58,76,5,11,46,3,133,305,103,74,510,5,997,536,113,65,319,9,1041,69,7,3,20,0,102,398,19,30,17,0,461,341,239,131,2038,36,2782,1054,223,108,820,18,2235,90,0,3,0,0,91,89,12,4,7,4,120,59,9,5,30,0,99,109,24,23,56,0,209,13,4,0,0,0,16,81,45,29,10,0,170,126,18,28,39,3,211,29,9,3,7,0,54,370,202,157,1723,20,2474,27,7,5,11,3,52,157,18,10,5,0,199,36,8,3,19,0,62,102,17,13,10,3,145,29,3,8,4,0,38,77,4,6,4,3,93,58,16,5,90,0,169,1436,200,177,318,12,2140,39,14,10,114,970,1144,8724,2004,1420,12627,1212,25986
21103,695,4538,3190,28485,492,37391,0,6,9,77,8,100,5865,98,176,210,43,6397,282,74,17,87,0,466,1417,448,263,908,24,3062,7612,4097,3008,26022,472,41211,631,19,95,17,9,771,260,63,53,225,5,605,1391,498,333,2642,54,4921,710,203,96,476,18,1499,327,48,26,89,3,484,2424,80,56,36,13,2608,1582,995,609,9267,121,12579,1734,693,277,2065,54,4822,300,6,6,6,0,320,148,34,13,56,0,254,105,14,14,80,0,215,276,122,56,170,11,637,152,25,21,19,3,212,404,192,160,66,6,823,546,84,79,203,3,913,187,26,28,72,0,312,1920,1018,724,7542,113,11317,157,22,3,30,3,210,488,60,63,29,4,644,251,23,18,89,7,396,627,62,55,66,3,822,80,17,3,15,0,117,460,3,32,6,10,514,270,100,51,328,6,749,7929,854,589,1242,76,10691,298,39,45,482,4183,5053,33786,8384,5899,56476,5388,109933
21104,434,1915,1404,11163,161,15078,3,0,3,21,0,31,11053,115,219,167,76,11627,199,29,20,57,4,309,444,156,83,237,3,920,3167,1699,1179,10566,213,16829,444,9,48,8,0,516,123,28,11,89,0,253,624,185,109,1070,13,1996,1159,158,101,501,16,1930,216,23,11,47,0,294,2453,54,37,30,15,2587,779,443,256,4423,48,5953,1403,315,135,1016,25,2884,380,10,13,5,4,411,79,13,15,10,0,111,68,4,7,20,0,101,136,41,21,90,0,294,46,25,9,4,3,86,198,117,49,23,4,391,329,42,34,113,3,516,166,23,18,23,0,230,806,439,345,3397,42,5033,155,12,13,25,3,198,210,30,29,8,0,282,150,26,5,29,0,211,699,46,19,24,3,790,67,4,0,4,0,79,893,14,33,4,3,949,108,48,24,175,0,352,4882,441,363,526,52,6259,204,24,14,178,1931,2348,28492,3772,2686,23318,2497,60769
21105,771,6832,4894,44844,810,58147,0,12,3,155,6,177,1421,66,115,281,28,1909,260,72,32,107,4,477,3206,882,569,1857,81,6593,12943,6745,4955,38688,840,64176,529,16,114,21,13,693,385,80,61,414,9,948,2311,756,511,3771,110,7451,516,171,72,441,9,1210,388,104,54,152,7,693,877,114,53,46,4,1102,2418,1436,916,12515,233,17516,2426,903,385,2768,84,6561,66,0,12,5,0,81,150,27,18,41,0,240,90,13,5,60,3,168,319,140,70,301,7,834,209,37,39,34,5,334,569,272,203,95,6,1147,735,141,116,281,9,1286,236,30,29,82,0,377,2713,1598,1178,10824,193,16502,97,26,9,29,0,167,494,118,64,34,0,707,222,31,22,134,4,414,302,71,55,59,0,489,52,21,9,10,0,90,146,4,10,11,3,175,427,127,95,365,5,1024,5627,1077,813,1643,98,9261,295,80,67,906,6494,7838,33590,12653,8929,85151,8428,148760
