SA3_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
21102,3,0,22,0,3,30,60,0,0,0,0,0,0,0,6,11,7,0,0,0,28,0,6,17,0,4,0,24,5,3,12,0,0,0,20,6,4,8,0,0,0,20,57,3,32,3,0,0,98,246,3,46,0,0,0,297,112,0,15,0,0,0,134,60,0,10,0,0,0,65,16,0,4,0,0,0,24,9,0,0,0,0,0,9,3,0,0,0,0,0,3,16,0,7,0,0,0,17,26,7,15,3,3,5,59,563,41,194,7,13,36,861
21103,15,34,112,11,3,75,253,6,27,8,6,3,3,57,17,319,67,25,4,3,437,38,118,106,103,8,5,374,47,66,87,25,4,6,228,273,55,193,26,12,3,561,2448,73,473,12,29,11,3038,2720,43,389,7,14,4,3177,697,10,78,0,4,3,794,144,0,20,0,0,0,162,32,3,10,0,0,0,47,15,0,10,0,0,0,23,6,0,0,0,0,0,6,43,0,3,0,0,0,42,130,60,87,16,11,7,318,6627,808,1636,228,104,117,9519
21104,7,24,83,8,8,65,184,6,28,0,20,0,3,60,11,220,43,12,8,0,294,33,53,48,25,6,0,170,14,29,38,3,3,0,92,155,20,86,10,0,3,271,754,18,165,9,9,6,958,1656,16,223,7,14,3,1923,585,3,60,3,5,5,665,138,0,17,3,0,0,158,40,0,7,0,0,0,46,16,0,3,0,0,0,22,10,0,0,0,0,0,10,21,0,4,0,0,0,25,63,23,51,12,8,16,174,3499,441,839,111,67,95,5042
21105,13,30,165,15,30,136,387,8,10,17,22,7,0,65,29,164,101,31,11,0,348,77,66,142,27,38,0,342,119,30,201,6,19,0,381,395,23,223,16,23,9,688,1381,46,491,11,51,9,1990,1894,20,408,10,14,12,2344,377,0,88,3,6,3,473,86,0,13,0,0,0,100,23,0,5,0,0,0,28,15,0,6,0,0,0,27,5,0,0,0,0,0,5,14,0,11,0,0,0,26,102,31,116,16,26,17,311,4528,422,1988,150,225,189,7504
21201,10,12,108,10,31,83,250,3,11,3,4,4,0,28,16,103,60,11,13,0,205,34,56,74,6,11,0,181,50,21,102,8,40,0,225,527,21,189,4,22,7,766,2619,17,388,0,25,17,3070,1627,6,167,0,5,7,1811,162,3,30,0,3,0,202,42,3,13,0,3,0,57,17,0,4,0,0,0,19,10,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,10,0,0,0,26,109,14,80,4,17,8,236,5246,260,1242,45,173,120,7089
21202,15,29,115,8,10,63,248,7,20,9,11,5,0,47,20,301,53,19,4,4,406,30,133,93,10,14,3,281,48,65,78,6,36,0,240,306,72,224,11,52,10,674,2596,109,528,12,70,11,3328,2591,44,306,3,42,12,2992,404,4,54,0,6,0,477,94,0,14,0,3,4,116,29,0,4,0,0,0,38,16,0,5,0,0,0,22,5,0,0,0,0,0,9,52,0,7,0,7,0,67,131,46,104,18,27,14,334,6348,835,1591,94,278,122,9268
21203,19,16,116,3,19,87,261,7,8,15,0,7,0,36,19,162,76,3,3,6,263,53,115,106,19,7,4,302,40,51,98,7,14,0,203,309,86,246,12,26,6,680,2633,57,673,17,76,19,3472,3599,20,410,3,51,14,4103,344,8,69,0,4,0,425,58,0,18,0,4,0,75,23,3,7,0,0,0,37,9,0,9,0,3,3,24,8,3,3,0,0,0,11,43,0,3,0,3,3,54,175,35,108,9,32,15,363,7333,558,1951,69,248,159,10320
21204,58,95,322,7,19,136,645,25,89,19,10,5,0,150,86,675,144,38,44,17,1002,270,318,233,59,126,14,1017,487,165,162,29,53,8,917,2008,146,430,42,102,20,2750,5418,167,1085,17,228,43,6963,3496,72,514,12,142,24,4265,674,8,125,3,18,3,832,166,3,39,3,6,0,210,48,0,12,0,3,0,68,37,0,6,0,0,0,47,13,0,3,0,0,0,13,131,0,24,0,3,0,160,321,120,227,32,51,36,787,13235,1861,3366,252,800,306,19820
21205,44,56,309,13,13,153,586,9,36,13,10,3,0,75,68,403,158,23,29,3,688,124,178,260,66,25,3,659,60,91,129,26,23,3,325,343,90,190,41,27,10,701,1838,65,468,22,52,12,2448,4975,71,680,11,65,9,5814,2747,12,410,11,38,3,3221,1174,0,182,4,14,4,1382,359,0,92,0,11,0,456,109,0,47,0,10,0,162,37,0,16,0,3,0,51,141,0,40,0,3,0,183,255,62,202,19,24,23,583,12265,1063,3188,244,342,224,17328
21301,56,48,319,24,21,151,616,18,39,25,5,5,0,87,60,364,143,17,29,0,617,207,287,233,62,41,6,834,388,123,238,37,48,4,837,1090,91,566,38,125,14,1922,4751,152,1300,31,308,47,6587,2369,34,411,11,90,13,2926,233,3,62,3,8,3,311,38,0,26,0,3,0,71,28,3,8,0,6,0,40,22,3,6,0,3,0,38,10,0,0,0,0,0,13,82,0,23,0,3,3,111,216,107,232,21,31,37,648,9560,1253,3592,250,721,291,15664
21302,11,40,109,5,4,86,247,3,52,12,3,0,0,77,23,324,36,20,7,8,409,89,145,95,42,7,6,383,117,68,84,9,13,3,288,511,40,179,32,20,5,792,1996,36,353,15,53,4,2462,1750,27,255,6,21,0,2058,912,4,106,0,8,4,1027,396,0,32,0,0,0,425,156,5,19,0,0,0,173,63,3,7,0,0,0,75,34,0,7,0,0,0,50,59,0,3,0,5,0,68,121,54,82,15,16,15,296,6230,791,1384,141,166,133,8837
21303,26,98,118,17,11,77,338,7,68,17,6,3,4,103,70,606,88,29,16,4,810,252,228,126,52,17,5,685,426,130,111,31,20,13,721,959,102,218,39,39,8,1361,2481,97,465,34,79,18,3173,3081,54,400,11,34,5,3584,1242,12,204,0,14,0,1472,423,5,58,0,0,0,491,141,3,27,0,0,0,170,46,0,9,0,0,0,59,17,0,3,0,4,0,23,72,0,14,0,0,0,96,170,92,151,7,24,12,458,9395,1495,2014,228,257,143,13542
21304,26,34,147,3,20,84,310,3,27,12,11,6,0,61,20,195,60,14,13,3,307,74,96,130,50,50,3,402,180,51,175,47,33,3,485,1440,80,415,28,43,10,2010,3036,23,563,9,51,16,3698,1918,14,276,8,27,13,2257,284,0,52,0,4,0,344,43,0,10,0,3,0,57,12,0,6,0,0,0,22,14,0,4,0,3,0,17,3,0,3,0,0,0,4,23,0,11,0,0,0,33,151,41,110,12,20,11,352,7229,563,1963,178,277,158,10365
21305,49,30,212,7,9,101,414,15,27,11,4,3,0,53,29,206,90,13,15,10,364,87,118,172,23,35,4,441,181,62,208,19,31,3,499,1581,73,481,39,104,5,2289,7660,69,1051,12,130,23,8941,4634,19,413,6,44,10,5123,639,5,105,0,11,0,750,166,0,19,0,3,0,183,56,0,8,0,0,0,69,34,0,8,0,0,0,44,10,0,3,0,0,0,14,95,0,20,0,3,0,115,322,51,148,12,25,28,576,15551,656,2939,129,411,189,19880
21401,29,50,148,15,12,80,335,10,53,11,10,3,4,89,42,463,124,42,32,13,714,205,188,201,45,44,3,685,335,70,202,18,83,8,715,1307,88,435,32,131,15,2012,4188,114,760,23,53,25,5162,2722,15,386,12,27,10,3173,487,0,63,4,0,6,559,148,0,21,0,0,0,173,53,0,9,0,0,0,70,20,0,0,0,0,0,26,4,0,3,0,0,0,9,54,0,6,0,9,0,70,189,88,133,20,23,24,472,9787,1142,2502,220,419,187,14256
21402,8,42,288,4,36,241,630,5,24,20,5,11,0,64,31,397,111,13,51,11,609,132,157,192,25,53,13,570,209,59,210,14,42,7,535,953,63,346,16,138,5,1523,2736,66,552,12,64,12,3446,2297,13,372,7,26,7,2712,778,3,110,3,14,0,909,255,0,31,0,0,0,292,140,0,10,0,0,0,150,58,0,13,0,0,0,73,33,0,3,0,0,0,35,64,0,19,0,4,0,86,133,60,152,21,32,9,400,7835,879,2435,115,471,306,12039
21501,8,55,266,13,117,193,653,20,90,58,8,15,0,192,249,219,280,53,91,9,903,766,98,342,24,58,17,1309,326,49,169,7,22,5,579,466,29,136,3,17,0,642,312,10,68,8,8,4,408,123,5,26,3,13,3,172,14,0,3,0,0,0,24,0,0,0,0,0,0,4,3,0,3,0,0,0,9,0,0,3,0,0,0,3,0,0,3,0,0,0,3,9,0,7,0,3,0,12,43,44,79,14,55,22,255,2348,607,1449,132,385,251,5168
21502,12,48,127,17,63,92,363,18,50,24,19,15,3,127,120,307,155,28,64,16,690,652,194,307,45,45,12,1250,383,64,242,11,43,3,750,844,41,229,5,26,4,1152,870,14,145,14,23,3,1065,242,8,37,3,9,0,301,22,0,17,0,3,0,42,7,0,3,0,4,0,16,4,0,3,0,0,0,12,4,0,0,0,0,0,4,0,3,0,0,0,0,4,4,0,7,0,0,0,9,51,48,62,8,33,6,220,3241,777,1353,147,332,149,6001
21503,0,55,200,14,97,118,486,13,48,38,5,22,3,121,162,166,199,26,64,8,627,362,121,260,22,53,11,838,209,32,156,3,17,8,423,289,22,102,0,15,3,433,116,6,46,0,16,3,193,46,0,31,0,6,0,81,3,0,3,0,0,0,6,3,0,0,0,0,0,5,0,0,3,0,0,0,3,3,0,6,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,6,29,32,49,5,33,6,155,1244,477,1102,83,311,168,3390
21601,8,29,111,3,55,77,289,7,22,16,13,11,0,69,75,226,120,25,40,8,492,236,95,192,16,34,9,579,210,39,147,3,21,6,433,413,37,118,3,18,3,587,338,3,94,0,9,3,441,142,3,35,0,0,0,188,21,0,11,0,0,0,30,5,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,8,33,19,39,5,27,7,134,1487,489,898,69,212,116,3269
21602,6,16,89,3,64,88,263,0,8,17,0,7,0,32,74,139,95,5,41,10,360,237,68,182,10,23,10,528,181,17,123,0,20,3,347,311,3,110,0,3,3,439,251,3,60,0,5,5,328,95,3,25,0,3,0,126,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,20,48,0,29,3,115,1189,276,750,22,202,124,2561
21603,8,47,102,11,50,86,309,10,33,23,10,26,7,109,121,320,142,42,66,13,711,521,211,265,44,75,22,1134,548,140,221,21,59,9,1008,890,41,289,15,36,4,1278,924,21,198,9,40,3,1193,320,11,87,3,12,0,424,40,0,10,0,0,3,55,7,0,4,0,0,0,13,4,0,0,0,0,0,4,0,0,3,0,0,0,3,4,0,0,0,0,0,3,0,0,3,0,0,0,11,59,51,57,8,33,16,224,3453,874,1415,180,396,164,6482
21701,8,29,131,6,82,107,360,11,31,37,4,5,0,87,136,178,162,33,26,4,544,314,90,254,6,26,0,693,243,25,133,0,18,0,415,361,34,124,7,10,3,540,207,9,67,5,8,3,288,44,3,13,0,0,0,54,5,0,3,0,0,4,16,3,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,19,15,42,8,26,7,115,1350,410,972,65,201,131,3133
21703,8,16,147,3,109,141,425,3,21,24,5,6,0,59,54,169,125,16,46,11,414,194,75,220,23,37,8,549,230,30,171,8,24,3,461,379,7,159,3,11,3,568,274,3,77,0,11,0,361,67,3,30,0,3,0,105,10,0,6,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,12,35,19,55,8,49,8,174,1252,346,1013,69,292,168,3143
21704,4,38,140,8,102,99,388,8,32,21,4,3,0,68,83,286,114,21,24,4,536,268,105,184,44,36,3,647,307,65,166,9,17,4,555,620,64,196,12,22,4,915,852,13,209,4,17,7,1101,463,6,92,3,13,0,573,59,0,11,0,0,0,73,6,0,3,0,0,0,11,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,5,0,0,0,12,40,40,41,13,30,7,166,2712,648,1188,123,268,130,5066
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
