SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC20608,0,3,0,4,3,15,0,15
SSC20609,13,134,307,148,92,697,17,709
SSC20610,32,155,143,51,37,419,33,453
SSC20611,9,36,41,12,15,112,8,120
SSC20612,1114,1787,531,85,22,3545,189,3729
SSC20613,0,3,0,0,0,3,0,3
SSC20614,0,6,9,14,9,47,3,46
SSC20615,0,3,10,9,10,39,3,43
SSC20616,8,32,80,50,27,190,0,194
SSC20617,0,43,120,38,27,228,15,240
SSC20618,0,3,4,3,3,14,0,14
SSC20619,0,3,3,3,8,14,0,14
SSC20620,92,340,335,124,48,937,55,993
SSC20621,0,3,13,7,7,34,0,36
SSC20622,0,12,17,9,11,42,0,42
SSC20623,3,19,39,16,13,86,3,91
SSC20624,0,23,34,13,4,69,9,78
SSC20625,0,4,6,0,0,14,0,14
SSC20626,0,0,3,0,0,3,0,4
SSC20627,0,25,38,23,27,108,7,118
SSC20628,0,0,10,4,3,15,0,16
SSC20629,0,10,27,17,17,75,0,75
SSC20630,0,0,4,0,7,9,0,9
SSC20631,0,0,0,3,3,9,0,10
SSC20632,0,15,32,7,5,64,7,63
SSC20633,6,7,10,5,8,33,0,29
SSC20634,0,8,16,9,7,42,3,45
SSC20635,9,113,124,49,17,311,14,324
SSC20636,540,2170,1672,549,202,5132,297,5429
SSC20637,0,0,0,3,3,11,0,11
SSC20638,0,0,3,4,4,8,0,14
SSC20639,0,10,19,4,5,40,6,41
SSC20640,19,168,119,43,8,361,20,374
SSC20641,0,16,15,13,3,53,0,56
SSC20642,3,29,39,25,13,108,3,108
SSC20643,0,5,4,0,0,5,0,5
SSC20644,33,218,174,50,20,494,27,523
SSC20645,3,3,15,13,11,36,0,42
SSC20646,0,0,8,7,5,18,0,18
SSC20647,0,5,7,6,3,23,0,23
SSC20648,0,12,13,7,3,32,3,29
SSC20649,0,0,0,0,0,8,0,8
SSC20650,4,33,65,37,50,191,4,195
SSC20651,0,0,0,0,0,0,0,0
SSC20652,0,3,3,0,6,15,0,16
SSC20653,140,878,627,134,69,1852,102,1959
SSC20654,0,0,4,0,5,11,0,10
SSC20655,4,21,40,38,29,136,4,140
SSC20656,0,0,15,0,0,21,0,21
SSC20657,440,4430,6315,1972,990,14143,390,14536
SSC20658,384,2274,2501,834,459,6451,287,6735
SSC20659,123,1476,2356,587,218,4765,147,4913
SSC20660,111,1497,2836,924,416,5773,182,5956
SSC20661,3,71,165,112,151,500,12,516
SSC20662,80,1277,2241,655,227,4484,146,4629
SSC20663,0,0,0,3,0,10,0,6
SSC20664,0,5,34,10,4,54,0,60
SSC20665,117,410,248,32,4,810,14,826
SSC20666,3,24,25,8,12,76,3,76
SSC20667,60,373,411,175,99,1123,76,1198
SSC20668,0,3,6,0,0,10,0,10
SSC20669,24,397,470,178,84,1150,32,1182
SSC20670,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,3,0,3
SSC20672,0,6,0,0,3,11,0,11
SSC20673,0,15,39,15,7,77,3,78
SSC20674,0,9,10,16,11,53,0,57
SSC20675,0,5,10,12,3,29,3,32
SSC20676,0,3,7,4,9,22,0,22
SSC20677,628,4051,3892,1045,495,10115,324,10442
SSC20678,11,292,758,302,203,1569,24,1590
SSC20679,51,697,1204,403,241,2596,70,2668
SSC20680,50,480,751,247,86,1616,41,1653
SSC20681,0,0,0,3,0,3,0,3
SSC20682,0,12,36,14,8,64,0,64
SSC20683,0,17,41,17,12,88,7,94
SSC20684,0,17,17,4,7,46,4,49
SSC20685,0,3,0,5,3,12,0,12
SSC20686,0,0,4,4,3,16,0,16
SSC20687,0,9,16,5,3,34,0,34
SSC20688,0,0,0,0,3,3,0,3
SSC20689,0,0,0,0,0,3,0,3
SSC20690,0,3,3,0,0,8,0,8
SSC20691,0,3,10,8,14,40,0,43
SSC20692,4,128,273,66,21,496,15,505
SSC20693,0,3,0,0,7,7,0,7
SSC20694,0,5,14,5,9,27,0,36
SSC20695,3,46,65,24,14,154,5,155
SSC20696,0,22,41,31,23,120,6,134
SSC20697,201,677,624,203,105,1812,133,1946
SSC20698,0,3,12,4,18,40,6,46
SSC20699,0,3,7,0,3,9,0,9
SSC20700,0,0,0,0,0,0,0,0
SSC20701,3,81,96,38,8,224,8,241
SSC20702,1214,3871,2444,768,458,8759,566,9324
SSC20703,474,2374,2749,967,512,7077,319,7391
SSC20704,43,29,8,3,0,77,0,80
SSC20705,0,0,0,0,0,0,0,0
SSC20706,3,12,19,3,7,46,3,46
SSC20707,72,679,1132,471,303,2662,77,2732
SSC20708,0,0,9,3,0,13,0,13
SSC20709,0,12,14,8,7,40,4,40
SSC20710,3,39,85,57,44,224,7,233
SSC20711,3,13,43,35,22,119,10,129
SSC20712,0,0,3,0,3,10,0,10
SSC20713,3,34,45,14,14,112,13,127
SSC20714,0,12,16,10,3,40,3,43
SSC20715,0,4,3,0,3,14,0,14
SSC20716,83,484,347,95,41,1046,72,1117
SSC20717,0,6,12,8,6,39,4,41
SSC20718,0,27,30,22,11,95,4,97
SSC20719,0,0,3,0,0,3,0,5
SSC20720,0,10,24,12,14,57,3,59
SSC20721,0,17,34,18,13,73,7,78
SSC20722,54,252,287,85,41,720,17,736
SSC20723,290,1909,2239,698,306,5444,254,5702
SSC20724,84,667,903,322,158,2134,80,2222
SSC20725,148,766,1008,419,214,2554,80,2639
SSC20726,0,0,0,4,0,6,0,6
SSC20727,0,3,0,0,6,12,0,12
SSC20728,0,0,0,4,0,10,0,10
SSC20729,0,0,0,3,0,6,0,8
SSC20730,0,29,58,29,28,144,8,152
SSC20731,7,192,294,90,44,624,21,648
SSC20732,0,7,22,15,3,57,0,52
SSC20733,0,0,0,0,0,0,0,0
SSC20734,0,0,0,3,0,4,0,4
SSC20735,5,40,98,36,28,203,6,214
SSC20736,0,3,11,3,3,15,0,15
SSC20737,36,518,1106,344,133,2140,70,2209
SSC20738,0,5,10,6,7,19,3,27
SSC20739,4,58,54,26,19,158,13,167
SSC20740,0,23,30,19,6,79,3,84
SSC20741,0,0,3,0,0,7,0,7
SSC20742,16,68,163,106,131,476,16,490
SSC20743,3,28,66,22,22,136,5,140
SSC20744,0,5,20,15,14,51,3,52
SSC20745,0,9,25,12,19,64,3,66
SSC20746,77,769,1706,664,487,3709,78,3787
SSC20747,0,12,13,9,5,44,3,49
SSC20748,22,284,402,149,114,968,37,1003
SSC20749,0,5,9,7,5,34,3,34
SSC20750,39,249,241,82,61,671,35,703
SSC20751,0,18,23,11,9,62,9,72
SSC20752,109,987,1598,560,294,3541,93,3631
SSC20753,0,3,6,10,10,29,0,29
SSC20754,0,20,18,6,0,43,5,43
SSC20755,0,6,16,16,3,39,0,39
SSC20756,0,9,52,24,37,120,0,120
SSC20757,0,0,3,0,7,14,0,14
SSC20758,0,7,18,4,7,42,0,42
SSC20759,0,3,12,0,4,22,3,19
SSC20760,1755,2088,589,72,32,4540,135,4673
SSC20761,0,0,5,0,0,5,0,5
SSC20762,0,9,7,5,0,21,0,21
SSC20763,0,37,62,47,30,175,10,190
SSC20764,36,217,198,67,38,554,36,589
SSC20765,504,3032,2879,884,398,7696,214,7908
SSC20766,390,3086,4160,1265,586,9481,285,9768
SSC20767,0,7,28,7,13,54,6,58
SSC20768,147,1090,1748,678,367,4039,93,4130
SSC20769,0,0,0,0,3,5,0,5
SSC20770,0,11,40,15,17,84,0,85
SSC20771,4,20,51,21,17,113,8,124
SSC20772,0,0,0,0,0,0,0,0
SSC20773,72,1639,3512,937,435,6586,119,6702
SSC20774,0,0,3,3,0,13,0,13
SSC20775,0,0,0,0,0,0,0,0
SSC20776,0,3,7,4,8,24,0,19
SSC20777,322,1116,925,300,185,2849,183,3029
SSC20778,0,3,3,9,0,17,3,24
SSC20779,0,4,4,3,6,13,0,13
SSC20780,0,3,9,7,3,25,4,32
SSC20781,0,6,0,3,4,18,0,18
SSC20782,99,902,950,242,123,2316,102,2417
SSC20783,0,0,0,0,0,0,0,0
SSC20784,166,1504,1752,558,289,4278,164,4442
SSC20785,0,21,27,7,6,63,0,67
SSC20786,0,29,53,32,21,131,0,136
SSC20787,0,23,43,24,30,119,3,126
SSC20788,0,0,6,0,6,11,0,14
SSC20789,0,8,21,16,7,54,0,54
SSC20790,10,48,98,36,14,200,3,204
SSC20791,0,3,0,0,3,10,0,10
SSC20792,0,15,45,19,9,99,3,98
SSC20793,0,21,23,17,6,68,0,68
SSC20794,0,14,24,10,15,60,0,63
SSC20795,0,0,9,0,0,11,0,11
SSC20796,88,495,587,217,148,1533,48,1588
SSC20797,0,3,10,0,5,19,0,19
SSC20798,0,44,58,32,15,157,5,157
SSC20799,0,8,11,6,6,32,0,34
SSC20800,0,0,0,0,4,9,0,9
SSC20801,0,0,5,6,4,19,0,19
SSC20802,0,0,4,3,5,9,3,14
SSC20803,16,67,99,42,23,241,12,248
SSC20804,0,0,3,5,3,13,0,15
SSC20805,0,3,0,0,4,4,0,4
SSC20806,3,18,40,16,6,88,4,91
SSC20807,18,172,129,47,28,394,30,418
SSC20808,0,3,10,11,4,24,4,26
SSC20809,0,0,0,0,3,4,0,4
SSC20810,0,15,54,28,26,123,3,129
SSC20811,0,6,10,8,7,28,0,27
SSC20812,0,3,4,0,3,11,0,11
SSC20813,0,0,3,0,0,3,0,3
SSC20814,3,9,15,7,3,35,0,35
SSC20815,0,3,10,0,0,12,0,12
SSC20816,11,116,184,69,32,406,9,420
SSC20817,188,777,765,252,111,2099,120,2217
SSC20818,0,0,0,0,0,3,0,3
SSC20819,48,400,568,189,124,1329,43,1372
SSC20820,0,4,9,3,9,27,0,29
SSC20821,43,199,153,48,20,464,29,493
SSC20822,61,389,274,85,36,845,34,878
SSC20823,105,622,591,135,74,1523,42,1564
SSC20824,404,1107,485,94,25,2118,54,2173
SSC20825,0,8,3,3,0,9,0,9
SSC20826,0,0,12,5,3,20,0,19
SSC20827,7,102,117,63,31,318,13,330
SSC20828,0,3,4,3,0,12,0,12
SSC20829,0,3,3,5,3,12,0,12
SSC20830,19,290,384,110,47,849,83,928
SSC20831,0,3,14,10,12,38,3,38
SSC20832,325,1725,2016,648,275,4997,265,5258
SSC20833,4,28,72,38,31,172,7,181
SSC20834,0,15,54,33,31,130,4,136
SSC20835,0,8,25,14,16,64,0,61
SSC20836,0,6,19,12,7,39,0,40
SSC20837,0,44,125,82,84,344,17,363
SSC20838,26,140,130,60,34,383,19,404
SSC20839,0,3,17,11,9,36,0,35
SSC20840,0,8,9,4,8,27,3,29
SSC20841,0,5,15,6,7,35,0,30
SSC20842,130,789,902,208,84,2117,50,2164
SSC20843,0,18,32,15,9,75,0,74
SSC20844,22,148,126,32,21,345,48,394
SSC20845,0,15,30,17,13,84,6,84
SSC20846,3,35,54,32,20,145,0,146
SSC20847,0,0,5,3,0,13,0,13
SSC20848,0,4,9,3,3,23,0,22
SSC20849,0,0,10,6,5,28,0,25
SSC20850,0,0,0,0,0,0,0,0
SSC20851,0,4,29,16,9,56,3,56
SSC20852,0,15,19,12,11,51,3,53
SSC20853,16,218,431,177,107,947,28,973
SSC20854,0,9,32,17,11,72,3,74
SSC20855,0,38,26,10,8,86,0,88
SSC20856,23,120,103,43,30,316,25,344
SSC20857,4,52,94,38,34,220,6,229
SSC20858,419,1791,1376,257,102,3944,98,4041
SSC20859,174,1565,2802,980,590,6103,111,6220
SSC20860,17,341,1016,427,285,2086,29,2115
SSC20861,770,3684,2018,265,106,6849,206,7054
SSC20862,28,433,803,349,269,1881,48,1923
SSC20863,0,6,4,4,4,17,3,17
SSC20864,0,10,47,29,19,114,3,111
SSC20865,218,1968,3303,1293,723,7501,224,7726
SSC20866,3,36,86,47,13,180,7,186
SSC20867,0,0,0,0,0,5,0,5
SSC20868,0,0,0,0,0,0,0,0
SSC20869,0,14,17,14,10,54,3,54
SSC20870,0,4,8,3,0,12,0,12
SSC20871,0,42,94,42,34,212,8,220
SSC20872,482,3196,4110,1301,705,9798,321,10117
SSC20873,30,407,708,198,78,1419,49,1472
SSC20874,0,3,11,3,5,25,0,25
SSC20875,6,15,30,19,9,76,3,78
SSC20876,0,0,0,0,0,0,0,0
SSC20877,3,28,36,15,6,92,8,100
SSC20878,0,0,3,0,0,0,0,0
SSC20879,705,3156,2584,730,385,7560,236,7795
SSC20880,0,0,0,0,0,0,0,0
SSC20881,140,592,343,78,33,1179,35,1219
SSC20882,30,180,223,53,21,510,19,532
SSC20883,76,288,214,68,34,678,56,736
SSC20884,0,3,6,0,7,21,0,22
SSC20885,29,105,78,21,9,238,11,256
SSC20886,79,549,468,157,83,1340,60,1406
SSC20887,0,21,30,13,11,77,8,86
SSC20888,3,9,23,4,10,47,3,51
SSC20889,0,3,0,0,0,4,0,4
SSC20890,3,16,27,21,5,77,0,76
SSC20891,0,6,25,11,12,46,0,48
SSC20892,0,3,8,14,13,34,0,34
SSC20893,0,146,507,115,32,809,18,824
SSC20894,0,3,4,3,0,16,0,16
SSC20895,317,1199,758,130,63,2469,83,2550
SSC20896,0,30,50,15,9,105,3,103
SSC20897,0,0,3,0,4,3,0,3
SSC20898,0,8,12,8,3,33,0,33
SSC20899,0,0,0,0,0,0,0,0
SSC20900,22,15,13,0,0,50,6,51
SSC20901,3,9,28,10,13,64,7,71
SSC20902,0,3,6,9,4,24,0,24
SSC20903,499,1812,1335,436,224,4302,208,4511
SSC20904,0,3,0,0,6,11,0,11
SSC20905,0,3,0,4,4,8,0,8
SSC20906,0,6,16,5,10,34,4,38
SSC20907,0,8,27,12,8,52,3,56
SSC20908,0,0,6,4,3,12,3,12
SSC20909,0,3,0,5,3,8,0,8
SSC20910,0,0,0,0,0,0,0,0
SSC20911,389,3002,3966,1300,714,9369,249,9621
SSC20912,3,115,239,78,51,497,20,516
SSC20913,0,0,3,4,0,7,0,7
SSC20914,4,27,95,43,12,177,4,183
SSC20915,4,83,122,52,30,294,10,308
SSC20916,0,0,6,3,0,7,0,6
SSC20917,0,0,3,0,0,11,0,11
SSC20918,1149,1957,693,109,29,3931,196,4129
SSC20919,984,2481,1132,231,61,4893,191,5085
SSC20920,0,3,15,5,3,31,0,32
SSC20921,3,6,17,6,3,39,0,39
SSC20922,0,0,0,0,0,0,0,0
SSC20923,755,1436,550,82,29,2858,167,3027
SSC20924,4,105,160,42,27,336,5,345
SSC20925,130,625,486,153,51,1447,58,1505
SSC20926,0,86,82,44,26,243,17,254
SSC20927,0,0,27,11,15,59,0,59
SSC20928,0,0,0,0,0,0,0,0
SSC20929,1565,3025,1225,221,93,6134,306,6441
SSC20930,0,3,17,18,12,43,0,43
SSC20931,303,1456,1569,358,142,3826,115,3939
SSC20932,0,7,44,22,13,87,0,93
SSC20933,3,33,37,14,0,87,0,91
SSC20934,55,288,269,85,48,751,32,776
SSC20935,0,16,23,21,5,65,0,67
SSC20936,0,8,17,4,3,25,0,25
SSC20937,0,0,0,0,6,8,0,8
SSC20938,0,5,19,3,7,40,0,38
SSC20939,0,3,0,5,0,8,0,8
SSC20940,0,0,15,4,5,22,0,22
SSC20941,1338,5988,4827,1211,495,13851,619,14476
SSC20942,252,900,638,148,61,2002,155,2151
SSC20943,266,1857,2812,855,522,6307,213,6522
SSC20944,0,13,13,6,4,45,0,46
SSC20945,13,22,15,0,3,46,6,55
SSC20946,0,0,4,0,0,5,0,5
SSC20947,6,20,63,21,34,146,6,155
SSC20948,0,17,43,11,8,77,0,77
SSC20949,0,4,22,13,12,60,3,58
SSC20950,0,0,0,0,0,0,0,0
SSC20951,0,7,8,3,0,25,0,20
SSC20952,0,3,6,6,0,17,0,17
SSC20953,3,41,28,9,11,92,3,93
SSC20954,0,0,0,0,0,8,0,8
SSC20955,0,3,4,5,3,19,0,19
SSC20956,0,9,9,7,3,30,3,36
SSC20957,3,12,22,13,12,58,3,66
SSC20958,44,200,131,20,12,408,21,432
SSC20959,10,144,211,100,84,553,20,577
SSC20960,0,11,29,18,18,77,0,77
SSC20961,0,8,18,5,3,39,0,43
SSC20962,0,13,37,15,14,80,3,84
SSC20963,0,0,0,0,0,4,0,4
SSC20964,0,0,4,0,5,10,0,10
SSC20965,0,3,4,3,9,14,0,14
SSC20966,214,901,640,175,67,2006,79,2078
SSC20967,333,1191,1002,208,72,2794,102,2902
SSC20968,0,0,5,0,5,13,0,13
SSC20969,0,29,25,8,8,76,3,78
SSC20970,0,0,0,0,0,6,0,6
SSC20971,0,3,8,0,3,11,0,11
SSC20972,18,112,330,140,115,717,25,741
SSC20973,0,4,9,5,0,27,0,27
SSC20974,0,0,0,0,0,0,0,0
SSC20975,0,3,14,8,3,25,0,27
SSC20976,0,0,0,0,7,5,0,5
SSC20977,0,6,9,10,7,27,0,26
SSC20978,0,3,13,4,12,35,0,35
SSC20979,0,0,0,0,0,6,0,5
SSC20980,0,0,0,0,0,0,0,0
SSC20981,0,4,3,3,0,12,0,14
SSC20982,0,20,52,35,14,124,4,135
SSC20983,0,0,17,14,9,41,0,45
SSC20984,0,3,10,5,3,14,0,14
SSC20985,0,4,8,7,0,19,0,19
SSC20986,0,3,4,3,4,20,0,21
SSC20987,0,0,0,0,0,9,0,9
SSC20988,0,8,12,4,3,20,0,21
SSC20989,0,0,3,4,6,13,0,18
SSC20990,0,0,0,0,0,0,0,0
SSC20991,0,5,3,0,0,9,0,9
SSC20992,3,70,78,31,32,212,7,221
SSC20993,0,6,10,11,13,43,5,48
SSC20994,61,697,1343,468,304,2884,78,2959
SSC20995,0,16,96,66,62,249,9,253
SSC20996,0,0,3,3,0,11,0,11
SSC20997,155,900,1180,402,181,2810,113,2920
SSC20998,0,20,57,32,32,141,3,146
SSC20999,0,3,22,11,13,57,0,57
SSC21000,0,5,11,4,0,19,0,19
SSC21001,0,6,18,10,5,41,0,47
SSC21002,383,1064,477,94,28,2046,50,2097
SSC21003,546,3345,3709,950,429,8979,186,9166
SSC21004,0,6,15,9,9,35,3,41
SSC21005,0,3,3,0,0,7,0,7
SSC21006,693,4408,5670,1723,712,13207,284,13486
SSC21007,0,0,0,0,0,0,0,0
SSC21008,0,3,0,3,0,12,0,8
SSC21009,0,7,8,3,4,20,0,21
SSC21010,0,0,0,0,3,5,0,4
SSC21011,0,8,20,6,13,55,0,56
SSC21012,0,3,0,3,0,9,0,8
SSC21013,0,33,70,19,28,147,7,152
SSC21014,0,0,6,3,0,15,0,18
SSC21015,0,0,3,0,0,3,0,3
SSC21016,0,0,0,0,0,0,0,0
SSC21017,0,5,14,15,9,44,0,44
SSC21018,6,65,155,78,60,357,11,368
SSC21019,0,8,19,16,16,59,3,65
SSC21020,0,9,18,11,6,43,0,39
SSC21021,0,0,0,0,0,6,0,6
SSC21022,0,4,7,4,4,20,3,24
SSC21023,0,0,3,0,0,7,0,7
SSC21024,0,4,0,0,3,11,0,11
SSC21025,0,0,7,8,9,25,0,25
SSC21026,0,0,3,0,0,6,0,6
SSC21027,0,0,3,0,0,9,0,9
SSC21028,0,0,0,0,0,4,0,3
SSC21029,0,0,0,3,0,4,0,4
SSC21030,0,3,3,0,0,10,0,10
SSC21031,3,53,74,13,17,159,4,162
SSC21032,0,25,39,21,15,103,9,106
SSC21033,0,3,10,3,3,17,3,17
SSC21034,0,11,16,10,14,44,4,48
SSC21035,0,3,6,6,5,21,0,21
SSC21036,0,8,22,5,3,45,3,46
SSC21037,0,3,3,3,3,13,0,13
SSC21038,4,70,150,67,44,331,14,350
SSC21039,0,5,9,10,4,26,0,26
SSC21040,856,3222,2426,647,323,7477,360,7835
SSC21041,5,29,30,15,13,90,0,93
SSC21042,0,0,3,0,0,5,0,5
SSC21043,0,8,32,17,21,78,3,78
SSC21044,0,8,16,8,5,39,0,39
SSC21045,0,0,3,0,7,6,0,9
SSC21046,0,6,15,4,3,37,0,36
SSC21047,3,65,50,11,0,134,12,145
SSC21048,3,14,22,20,10,67,8,72
SSC21049,98,401,284,79,23,885,38,926
SSC21050,0,12,18,4,10,42,0,42
SSC21051,220,1249,1323,383,160,3331,132,3461
SSC21052,3,15,30,12,9,72,3,76
SSC21053,0,3,4,3,0,16,0,16
SSC21054,0,0,0,0,0,3,0,3
SSC21055,0,3,18,3,6,24,0,24
SSC21056,0,7,10,10,9,30,0,30
SSC21057,0,7,15,8,7,40,9,45
SSC21058,0,4,12,0,0,18,0,18
SSC21059,0,10,20,8,18,57,0,53
SSC21060,0,3,7,8,5,27,0,27
SSC21061,0,16,35,27,18,100,5,111
SSC21062,4,37,91,59,34,215,4,220
SSC21063,0,0,3,0,3,7,0,7
SSC21064,0,3,27,20,14,61,3,68
SSC21065,0,9,36,18,16,77,3,81
SSC21066,3,75,170,82,52,382,19,398
SSC21067,3,17,48,25,26,114,3,117
SSC21068,8,35,51,16,17,122,6,130
SSC21069,0,0,8,5,0,10,0,15
SSC21070,0,40,46,9,11,107,5,111
SSC21071,0,5,15,8,0,27,0,27
SSC21072,25,280,469,131,44,951,14,968
SSC21073,0,0,3,0,0,3,0,3
SSC21074,0,0,0,0,3,8,0,8
SSC21075,0,3,3,3,4,12,0,12
SSC21076,0,4,5,3,0,14,0,14
SSC21077,3,36,86,43,44,215,10,223
SSC21078,0,0,0,0,0,0,0,0
SSC21079,0,0,3,0,0,3,0,3
SSC21080,0,7,43,14,14,83,5,89
SSC21081,12,139,124,39,32,340,20,363
SSC21082,0,6,14,8,7,30,3,37
SSC21083,0,0,3,3,0,12,0,10
SSC21084,6,16,43,29,20,115,7,123
SSC21085,0,0,0,0,0,0,0,0
SSC21086,0,4,8,4,7,22,3,30
SSC21087,0,3,0,0,5,5,0,5
SSC21088,0,0,0,0,0,9,0,9
SSC21089,0,0,0,0,0,3,0,3
SSC21090,9,40,60,26,22,156,3,164
SSC21091,0,0,0,0,0,6,0,6
SSC21092,0,3,7,3,0,17,0,17
SSC21093,4,34,83,45,28,198,8,210
SSC21094,0,3,15,3,4,25,0,25
SSC21095,0,3,11,3,3,21,0,21
SSC21096,285,2303,3197,964,517,7268,166,7431
SSC21097,47,662,1979,902,769,4364,87,4458
SSC21098,0,3,10,0,3,19,0,18
SSC21099,0,8,10,8,14,27,0,30
SSC21100,0,9,10,3,10,34,6,35
SSC21101,0,6,17,10,8,43,3,50
SSC21102,0,12,25,15,8,59,0,59
SSC21103,0,0,0,0,0,0,0,0
SSC21104,0,0,4,3,0,7,0,7
SSC21105,0,0,3,7,3,16,0,20
SSC21106,298,1889,2130,608,294,5229,174,5400
SSC21107,0,29,105,71,68,277,16,289
SSC21108,3,35,57,23,10,131,3,135
SSC21109,11,50,75,36,26,190,16,206
SSC21110,0,19,28,23,13,76,3,77
SSC21111,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,3,0,3
SSC21113,0,11,38,28,31,117,0,113
SSC21114,0,5,3,3,3,15,0,17
SSC21115,8,57,174,96,49,387,9,394
SSC21116,201,787,723,205,105,2015,89,2112
SSC21117,154,1031,1332,446,262,3228,133,3360
SSC21118,0,4,20,7,8,39,0,40
SSC21119,11,44,55,16,5,136,17,152
SSC21120,0,13,19,16,11,56,0,58
SSC21121,271,1494,1362,494,246,3866,170,4035
SSC21122,165,891,909,265,136,2371,83,2452
SSC21123,301,1569,1996,502,202,4567,115,4684
SSC21124,194,764,675,107,61,1806,71,1880
SSC21125,288,2305,2981,1084,527,7185,290,7481
SSC21126,0,7,22,13,7,51,0,51
SSC21127,0,4,12,10,0,26,4,34
SSC21128,0,4,10,10,4,21,0,22
SSC21129,4,86,137,68,31,323,5,331
SSC21130,0,20,38,20,18,98,5,96
SSC21131,3,34,103,65,51,253,3,261
SSC21132,3,6,3,0,0,15,0,15
SSC21133,0,28,56,21,17,121,10,125
SSC21134,0,28,30,14,9,85,0,83
SSC21135,0,15,18,25,9,65,0,64
SSC21136,296,1540,1181,361,204,3579,198,3776
SSC21137,0,3,3,0,3,8,3,9
SSC21138,0,4,9,7,3,28,0,25
SSC21139,0,51,164,116,70,396,13,412
SSC21140,0,4,0,3,3,8,0,13
SSC21141,0,17,42,24,28,107,0,115
SSC21142,0,0,0,0,0,0,0,0
SSC21143,1659,4420,2569,558,233,9431,275,9706
SSC21144,642,2394,1878,398,177,5488,216,5702
SSC21145,0,0,6,8,4,17,0,17
SSC21146,3,6,30,14,11,70,0,73
SSC21147,0,53,179,130,99,468,19,486
SSC21148,0,14,28,23,20,94,0,97
SSC21149,109,898,1002,385,236,2625,128,2760
SSC21150,0,10,21,13,7,52,3,55
SSC21151,64,381,437,145,71,1089,99,1187
SSC21152,0,45,107,52,52,254,8,265
SSC21153,0,3,3,0,0,4,0,5
SSC21154,32,259,447,125,44,906,20,930
SSC21155,0,18,30,19,12,81,0,80
SSC21156,105,1061,1515,429,201,3302,77,3377
SSC21157,0,11,27,5,5,46,3,53
SSC21158,217,1060,857,179,66,2376,68,2445
SSC21159,248,930,851,184,73,2286,82,2370
SSC21160,355,808,526,126,27,1837,137,1970
SSC21161,0,0,9,3,6,17,0,21
SSC21162,0,5,10,5,4,30,0,30
SSC21163,4,82,94,21,10,220,15,231
SSC21164,6,64,52,14,0,142,8,151
SSC21165,139,664,482,136,43,1466,74,1541
SSC21166,0,16,44,33,14,109,3,113
SSC21167,0,6,16,19,7,54,7,59
SSC21168,0,4,3,0,0,4,0,4
SSC21169,3,8,18,13,10,46,0,44
SSC21170,35,277,276,83,65,733,29,759
SSC21171,0,5,8,3,3,18,0,18
SSC21172,31,231,241,116,52,676,32,714
SSC21173,0,3,7,0,0,13,0,14
SSC21174,0,3,6,0,0,13,0,13
SSC21175,0,3,13,5,11,36,0,35
SSC21176,285,1725,1558,297,113,3978,95,4075
SSC21177,0,9,16,7,9,46,6,45
SSC21178,234,2000,3068,852,426,6575,165,6738
SSC21179,0,0,0,0,3,7,0,7
SSC21180,0,7,23,16,14,58,3,61
SSC21181,0,0,14,10,6,35,0,39
SSC21182,0,9,45,22,21,97,4,103
SSC21183,0,12,21,11,22,69,0,69
SSC21184,79,1068,2253,912,596,4911,127,5038
SSC21185,0,0,7,0,4,7,0,6
SSC21186,0,17,54,3,0,81,3,85
SSC21187,3,33,75,51,41,205,5,213
SSC21188,0,3,0,0,0,6,0,6
SSC21189,0,5,0,0,7,11,0,11
SSC21190,0,0,0,4,3,8,0,8
SSC21191,0,3,13,3,6,21,3,22
SSC21192,18,90,105,52,28,285,8,300
SSC21193,0,21,98,44,57,224,3,225
SSC21194,539,3891,4767,1841,1081,12124,337,12461
SSC21195,0,3,7,3,0,12,0,15
SSC21196,0,6,9,15,3,33,0,31
SSC21197,450,2249,2120,620,252,5690,240,5932
SSC21198,15,12,0,0,0,22,3,27
SSC21199,0,4,10,4,3,20,0,20
SSC21200,0,3,7,4,6,19,0,19
SSC21201,0,0,0,0,0,0,0,0
SSC21202,0,9,6,3,3,20,0,23
SSC21203,0,0,0,0,0,0,0,3
SSC21204,0,12,13,0,0,29,0,28
SSC21205,305,1089,969,242,69,2681,90,2767
SSC21206,0,11,47,17,14,95,4,95
SSC21207,0,0,0,7,4,15,0,14
SSC21208,0,7,3,0,3,13,0,13
SSC21209,58,264,245,51,27,636,21,658
SSC21210,7,159,354,145,94,767,29,794
SSC21211,0,0,6,3,3,13,0,13
SSC21212,0,9,26,19,11,71,3,73
SSC21213,0,0,24,13,11,47,4,51
SSC21214,28,270,453,231,150,1139,17,1155
SSC21215,0,3,0,3,0,11,0,11
SSC21216,0,0,3,3,4,11,0,13
SSC21217,0,6,3,0,0,10,0,12
SSC21218,0,4,13,3,4,31,0,31
SSC21219,0,10,44,14,17,94,0,95
SSC21220,14,176,186,49,21,446,21,468
SSC21221,3,13,46,32,23,117,0,119
