SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC20386,0,0,0,7,15,18,0,0,0,0,0,0,0,0,0,6,8,20,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,29,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,8,3,13,0,3,6,32,39,75
SSC20387,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18,0,0,0,0,0,0,8,4,18,0,0,0,18,12,33
SSC20388,0,0,0,39,42,88,0,0,0,8,12,15,0,0,0,35,41,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,11,5,17,0,0,3,12,12,17,0,0,0,0,3,3,13,13,27,5,3,13,0,0,0,123,143,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,111,118,232,0,0,0,0,0,0,111,118,232,18,22,40,264,284,548
SSC20389,0,0,0,16,20,37,0,0,0,3,3,3,0,0,0,6,13,18,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,3,0,0,0,0,3,7,8,0,0,0,0,0,0,39,53,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,58,0,0,0,0,0,0,35,24,58,9,8,16,76,91,164
SSC20390,3,3,7,0,0,3,0,0,0,0,0,3,0,0,0,8,5,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,42,0,0,0,0,0,0,19,24,42,7,5,8,39,38,80
SSC20391,0,0,0,18,16,32,0,0,0,0,0,0,0,0,0,22,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,13,0,0,0,0,0,0,9,17,20,3,4,4,3,0,3,61,81,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,68,49,119,0,0,0,0,0,0,67,49,122,6,5,18,144,139,276
SSC20392,0,0,0,17,16,33,0,0,0,0,0,0,0,0,0,27,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,5,9,16,3,3,7,0,0,0,57,59,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,47,0,0,0,0,0,0,26,20,47,11,13,20,96,94,188
SSC20393,0,0,0,39,41,73,0,0,0,0,0,0,0,0,0,52,48,100,0,0,7,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,6,16,18,0,0,0,0,0,0,24,10,30,3,0,3,0,0,0,123,119,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,58,133,0,0,0,0,0,0,70,58,133,28,18,49,226,204,428
SSC20394,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,11,5,10,6,6,9,24,28,51
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,0,3,3,4,6,12,0,0,0,0,0,0,0,0,0,11,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,25,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,3,9,13,0,3,0,32,28,55
SSC20397,528,628,1156,646,885,1530,3,4,4,110,140,254,0,0,0,3693,4055,7750,7,15,26,1298,1359,2657,14,18,38,9,11,17,21,33,54,61,40,99,57,50,107,148,161,303,197,214,411,25,32,62,4,12,15,233,285,516,390,489,880,4,5,13,6934,7809,14741,533,406,939,765,580,1343,10,5,11,0,0,0,115,72,188,42,60,108,164,142,297,4034,3699,7737,34,23,57,9,14,21,4077,3744,7820,1191,1158,2346,14197,14460,28653
SSC20398,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,11,12,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,21,0,0,0,0,0,0,12,3,19,0,3,5,27,25,51
SSC20399,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,10,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,19,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,12,12,20,3,0,0,35,27,62
SSC20400,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,15,0,0,0,0,0,0,12,8,15,5,0,7,22,23,43
SSC20401,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,15,12,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,8,25,0,0,3,0,0,0,33,36,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,6,9,17,3,4,6,50,44,95
SSC20402,0,0,0,21,20,42,0,0,0,0,0,0,0,0,0,58,56,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,3,3,3,12,11,0,0,3,0,0,0,94,94,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,65,0,0,0,0,0,0,36,25,65,12,9,24,137,131,269
SSC20403,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,10,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,15,14,31
SSC20404,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,9,9,17,4,4,4,22,22,45
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,3,0,3,9,3,11
SSC20406,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,15,4,21
SSC20407,6,3,4,194,229,422,0,0,0,17,14,30,0,0,0,395,413,811,16,35,53,7,3,7,3,3,7,0,0,0,16,20,27,0,0,0,5,3,6,7,9,15,32,45,77,0,0,3,3,3,5,121,164,285,48,42,84,0,0,3,863,990,1847,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,769,696,1465,3,4,10,5,9,13,781,703,1482,195,165,359,1848,1865,3714
SSC20408,0,0,0,12,24,36,0,0,0,3,0,3,0,0,0,35,24,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,10,12,21,3,0,3,0,0,0,71,70,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,99,0,0,0,0,0,0,57,46,101,14,9,22,141,119,261
SSC20409,6,7,6,178,239,418,0,0,0,12,13,21,0,0,0,333,352,684,8,4,8,3,5,8,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,12,11,25,44,38,82,0,0,0,0,0,0,40,81,125,14,25,40,0,0,0,657,765,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,422,390,817,3,0,7,3,8,10,433,397,828,102,98,201,1194,1276,2468
SSC20410,0,0,0,11,17,29,0,0,0,0,0,0,0,0,0,19,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,37,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,32,0,0,0,0,0,0,19,17,30,6,7,17,61,49,112
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14
SSC20413,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,7,14
SSC20414,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22,0,0,0,0,0,0,8,8,22,6,4,16,30,26,59
SSC20415,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,4,11,3,3,6,18,18,36
SSC20416,3,4,9,22,40,59,0,0,0,7,3,9,0,0,0,66,77,137,0,0,0,14,20,30,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,8,10,12,21,0,0,0,121,157,281,4,9,10,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,192,195,383,4,3,6,0,0,0,191,199,393,41,32,78,368,404,769
SSC20417,113,148,257,92,138,222,3,3,3,27,31,57,0,0,0,867,935,1797,3,3,6,116,152,266,7,9,20,3,4,10,9,11,14,32,39,66,17,22,33,38,34,73,32,25,54,0,3,3,0,3,5,24,59,81,105,123,233,0,0,0,1378,1590,2972,65,69,129,119,142,265,3,0,3,0,0,0,46,30,76,3,4,7,53,31,85,346,325,674,3,4,8,0,4,3,357,334,690,187,175,360,2268,2487,4751
SSC20418,207,199,404,50,49,101,0,0,0,25,28,47,0,0,0,909,957,1867,0,0,0,175,189,363,6,7,7,3,0,3,4,3,3,64,67,128,10,14,23,49,72,116,19,17,36,0,3,0,21,27,45,21,18,40,151,145,301,3,0,3,1499,1601,3101,184,198,385,262,263,523,0,3,3,0,0,0,116,96,211,13,14,21,130,106,240,499,432,938,5,0,5,5,6,9,507,443,949,235,230,463,3020,3045,6072
SSC20419,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,22,14,32
SSC20420,3,0,6,16,10,26,0,0,0,0,0,0,0,0,0,44,32,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,13,17,0,0,0,0,0,0,66,65,130,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,42,0,0,0,0,0,0,23,14,42,5,9,15,105,92,197
SSC20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,11,15,24
SSC20422,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,0,0,0,0,11,4,15,6,4,9,27,13,43
SSC20423,0,0,0,16,13,25,0,0,0,0,0,0,0,0,0,32,42,76,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,4,0,5,16,6,24,4,0,3,0,0,0,84,66,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,59,0,0,0,0,0,0,42,24,59,10,5,19,132,100,232
SSC20424,463,532,993,391,567,959,0,0,0,108,158,268,3,0,3,1208,1475,2687,3,10,17,318,359,681,6,11,19,10,13,21,13,27,41,7,7,9,34,40,76,47,74,121,91,165,257,8,8,18,6,18,22,182,288,470,146,170,314,6,10,13,2592,3409,6000,320,226,547,192,135,327,28,31,58,3,0,3,31,28,54,32,25,54,61,51,114,2802,2887,5696,20,13,35,8,11,15,2825,2916,5745,611,636,1245,7096,7929,15019
SSC20425,356,401,753,255,328,581,0,0,0,114,137,255,0,0,0,885,956,1836,11,14,24,535,537,1066,6,11,19,5,4,17,9,23,30,7,12,15,8,25,40,39,55,95,98,114,214,8,11,15,0,4,11,138,199,340,94,127,223,4,6,3,2205,2561,4766,214,178,387,73,75,147,5,9,15,0,0,0,32,31,67,20,25,47,55,54,110,1751,1574,3323,8,10,16,4,6,14,1761,1589,3355,386,354,739,5057,5210,10273
SSC20426,0,0,0,19,12,37,0,0,0,12,5,18,0,0,0,70,85,154,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,23,29,57,0,0,0,0,0,0,17,19,37,0,0,0,0,0,0,151,160,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,85,181,3,0,3,0,0,0,104,85,184,44,33,77,296,274,571
SSC20427,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,7,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,11,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,11,0,0,0,0,0,0,10,7,11,4,3,4,21,31,50
SSC20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7
SSC20429,3,7,6,42,40,84,0,0,0,0,3,3,0,0,0,25,45,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,11,3,0,3,0,5,8,13,15,30,3,3,4,0,0,0,99,119,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,83,194,0,0,0,3,0,3,114,83,195,39,35,68,247,242,492
SSC20430,0,0,0,3,10,16,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,11,21,0,0,0,0,0,0,35,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,33,0,0,0,0,0,0,20,15,32,10,11,16,61,63,123
SSC20431,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,13,24,37,0,0,0,0,0,0,0,3,4,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,38,43,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,32,0,0,0,0,0,0,13,17,32,6,3,8,54,63,119
SSC20432,0,0,0,13,12,24,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,6,3,14,7,4,7,0,0,0,47,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,64,0,0,0,0,0,0,33,30,63,3,0,0,79,77,155
SSC20433,0,0,0,5,7,10,0,0,0,4,4,8,0,0,0,28,24,50,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37,41,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,0,0,0,0,0,0,14,8,26,12,17,28,69,65,131
SSC20434,0,0,0,11,25,37,0,0,0,0,0,0,0,0,0,20,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,0,0,0,0,4,4,5,3,4,0,0,0,41,66,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,38,0,0,0,0,0,0,27,10,38,7,6,17,76,87,158
SSC20435,0,0,0,29,35,66,0,0,0,0,3,3,0,0,0,64,63,129,4,5,10,3,3,5,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,3,4,12,0,3,5,0,0,0,0,0,0,9,13,23,7,8,14,0,0,0,123,144,268,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,87,174,0,0,0,0,0,0,90,87,174,22,15,41,238,244,488
SSC20436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,0,5,11,8,18
SSC20437,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,0,0,0,0,11,5,13,0,0,0,22,17,43
SSC20438,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,7,9,13
SSC20439,912,1103,2010,64,52,112,0,0,0,16,17,38,0,0,0,1378,1441,2827,3,5,9,204,219,429,10,14,24,20,40,58,3,5,9,9,22,30,40,40,79,69,63,130,30,27,57,0,0,0,12,11,22,32,40,72,148,149,302,0,0,0,2055,2139,4200,122,120,236,395,363,754,0,0,4,0,0,0,66,62,136,16,14,27,82,78,165,882,745,1635,6,3,8,3,0,9,897,752,1649,327,312,645,4783,4879,9657
SSC20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,0,0,0,18,16,32,0,0,0,4,0,3,0,0,0,27,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,0,0,0,0,0,0,4,8,17,3,3,3,0,0,0,60,61,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,43,0,0,0,0,0,0,34,15,43,14,11,25,104,85,183
SSC20442,15,26,40,277,385,665,0,0,0,44,46,91,0,0,0,362,414,781,3,4,12,5,7,12,6,20,25,12,17,26,7,10,13,0,0,0,3,5,9,10,21,32,34,46,82,6,14,20,3,3,11,105,133,240,42,34,73,0,0,0,929,1157,2089,5,3,4,3,8,9,0,3,3,0,0,0,3,3,4,10,14,24,6,16,31,909,825,1728,8,3,14,0,3,6,914,835,1744,219,222,439,2101,2259,4363
SSC20443,0,0,0,20,12,25,0,0,0,0,0,3,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,13,24,0,0,0,0,0,0,44,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,53,0,0,0,0,0,0,24,22,53,22,32,51,90,82,178
