SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC20519,3,0,12,357,343,102,62,457,83,1407
SSC20520,356,127,665,3655,3413,1280,742,2681,988,12760
SSC20521,189,41,361,2665,2756,1040,575,2025,620,9689
SSC20522,0,0,0,6,5,8,3,11,3,41
SSC20523,0,0,3,43,64,51,41,39,23,275
SSC20524,0,0,0,49,48,39,35,32,6,197
SSC20525,51,14,128,1895,1784,653,481,1926,566,7300
SSC20526,0,0,0,0,0,0,0,0,0,0
SSC20527,0,0,0,0,0,0,0,0,0,0
SSC20528,0,0,5,6,7,3,0,4,7,32
SSC20529,0,0,0,5,5,12,3,3,0,28
SSC20530,0,35,35,51,60,36,27,40,112,316
SSC20531,0,0,0,14,18,11,3,4,0,56
SSC20532,21,26,65,149,237,140,109,177,91,908
SSC20533,0,0,0,10,8,5,5,5,0,33
SSC20534,119,113,318,1494,1782,704,495,1334,621,6430
SSC20535,26,9,57,997,1210,504,365,957,261,4294
SSC20536,392,215,908,4591,5122,2033,1413,3880,1242,18280
SSC20537,0,0,0,12,13,5,7,15,0,55
SSC20538,0,0,0,9,12,3,14,7,7,51
SSC20539,0,0,0,0,0,0,0,0,0,3
SSC20540,0,0,0,33,58,27,24,19,35,188
SSC20541,0,0,0,0,0,0,0,0,0,0
SSC20542,0,0,0,23,40,13,16,12,29,131
SSC20543,0,4,3,10,9,10,10,9,14,64
SSC20544,5,0,13,101,177,67,53,71,767,1229
SSC20545,0,0,0,6,14,3,3,0,15,42
SSC20546,0,0,3,23,31,14,9,20,8,95
SSC20547,0,0,0,3,0,0,0,4,0,5
SSC20548,9,11,25,244,352,183,156,238,143,1326
SSC20549,0,0,0,11,19,11,3,4,8,51
SSC20550,0,0,0,0,0,0,0,0,0,5
SSC20551,0,0,3,3,3,9,3,0,6,27
SSC20552,0,0,0,8,32,18,12,11,8,81
SSC20553,63,27,159,2049,2177,968,814,1646,474,8127
SSC20554,0,0,0,0,0,0,0,0,6,8
SSC20555,0,0,0,9,16,7,6,15,0,59
SSC20556,0,0,4,51,96,37,24,43,39,294
SSC20557,3,0,6,164,219,134,102,116,75,814
SSC20558,22,4,48,729,951,503,422,877,453,3946
SSC20559,0,0,0,0,0,0,0,0,0,0
SSC20560,0,0,0,3,0,0,4,0,3,14
SSC20561,0,0,0,22,27,18,14,19,12,109
SSC20562,0,0,0,5,7,0,5,6,0,24
SSC20563,134,38,216,1383,1433,607,535,2078,408,6445
SSC20564,0,0,0,55,73,35,30,35,36,260
SSC20565,0,0,0,10,12,4,7,4,3,45
SSC20566,286,92,488,4184,3306,1057,755,7158,1143,17607
SSC20567,87,23,199,2266,2290,923,792,3608,751,10626
SSC20568,0,0,0,4,15,12,8,9,4,51
SSC20569,0,0,3,64,85,41,26,42,33,285
SSC20570,0,3,3,35,53,22,39,20,20,189
SSC20571,20,13,55,1727,1656,530,277,656,461,5300
SSC20572,39,23,138,1329,1661,908,742,1155,459,6248
SSC20573,0,0,0,62,85,38,44,46,12,287
SSC20574,0,0,0,3,3,3,4,0,0,11
SSC20575,0,0,3,33,38,31,12,30,11,152
SSC20576,0,0,0,0,6,0,15,12,0,32
SSC20577,15,12,39,222,369,235,199,274,174,1470
SSC20578,5,0,6,379,464,173,154,328,130,1626
SSC20579,13,3,20,1399,1633,643,523,1343,360,5907
SSC20580,0,0,0,21,21,17,8,9,8,84
SSC20581,0,0,0,10,5,12,10,11,7,51
SSC20582,0,0,0,4,15,6,10,9,6,44
SSC20583,0,0,0,37,51,30,24,29,12,191
SSC20584,0,0,0,14,13,17,3,5,3,53
SSC20585,0,0,0,0,0,0,0,0,0,6
SSC20586,0,0,0,0,0,0,0,0,0,0
SSC20587,48,11,79,295,343,184,171,378,161,1531
SSC20588,100,38,204,940,1086,534,494,1311,625,4990
SSC20589,0,0,3,33,42,26,30,36,17,180
SSC20590,0,0,0,23,16,9,6,12,9,68
SSC20591,0,0,0,7,7,3,6,5,12,44
SSC20592,248,58,567,5873,6138,2231,1486,4804,1406,21945
SSC20593,180,17,286,1369,1653,615,463,1587,566,6251
SSC20594,0,0,0,0,0,0,0,0,0,0
SSC20595,0,0,0,0,0,0,3,0,0,9
SSC20596,12,6,29,711,999,433,327,515,306,3288
SSC20597,0,0,0,0,0,0,0,0,0,0
SSC20598,0,0,0,11,9,8,6,9,3,39
SSC20599,0,0,0,11,13,9,7,20,4,58
SSC20600,68,14,125,397,482,276,253,463,218,2086
SSC20601,3,0,6,85,97,36,37,56,30,338
SSC20602,0,0,0,0,0,0,0,0,0,7
SSC20603,206,73,404,1432,1824,836,733,1818,853,7497
SSC20604,0,5,8,6,17,3,3,6,7,38
SSC20605,0,0,3,18,31,15,10,113,15,204
SSC20606,0,0,0,15,20,6,8,18,9,69
SSC20607,0,0,5,53,56,39,37,35,22,245
SSC20608,0,0,0,3,9,3,3,0,0,23
SSC20609,9,9,21,411,455,222,184,348,104,1717
SSC20610,38,20,73,122,208,109,114,256,99,905
SSC20611,0,3,4,63,55,28,28,83,35,285
SSC20612,26,30,68,2510,1942,429,220,1361,1067,7535
SSC20613,0,0,0,0,0,0,0,5,13,21
SSC20614,0,0,0,22,28,20,13,21,6,111
SSC20615,0,3,3,19,23,16,7,21,11,99
SSC20616,0,0,4,95,127,57,57,83,44,466
SSC20617,0,5,11,144,176,93,73,62,102,647
SSC20618,0,0,0,6,3,3,3,4,3,18
SSC20619,0,0,0,8,9,3,4,0,0,34
SSC20620,49,4,67,400,396,201,193,1083,269,2541
SSC20621,0,0,0,12,24,10,15,12,6,81
SSC20622,4,0,4,27,39,9,8,29,3,108
SSC20623,0,0,3,45,67,30,25,25,11,194
SSC20624,3,0,3,25,42,19,24,29,23,164
SSC20625,0,0,0,5,0,4,5,6,3,25
SSC20626,0,0,0,3,3,0,3,0,0,11
SSC20627,0,0,0,59,61,30,39,75,37,304
SSC20628,0,0,0,3,6,10,9,11,6,47
SSC20629,0,0,3,43,37,32,24,39,14,185
SSC20630,0,0,0,3,8,0,3,3,0,20
SSC20631,0,0,0,6,4,3,0,3,0,17
SSC20632,0,0,0,25,40,18,14,21,18,134
SSC20633,0,0,0,9,21,7,14,16,12,78
SSC20634,0,0,0,22,27,20,14,16,15,113
SSC20635,7,5,17,112,177,112,87,123,71,682
SSC20636,77,41,188,2209,2450,1196,1184,3851,1285,12174
SSC20637,0,0,0,0,5,3,3,5,3,22
SSC20638,0,0,0,8,7,3,5,7,3,33
SSC20639,0,0,0,18,25,11,17,12,6,92
SSC20640,7,10,22,114,167,102,71,159,79,698
SSC20641,0,0,0,21,19,16,17,24,13,110
SSC20642,0,0,0,46,65,25,31,48,17,233
SSC20643,0,0,0,3,3,3,3,4,0,12
SSC20644,39,19,82,198,277,133,142,242,150,1140
SSC20645,0,0,3,26,18,14,14,9,7,87
SSC20646,0,0,0,9,10,0,14,16,5,45
SSC20647,0,0,3,9,8,9,3,11,3,44
SSC20648,0,0,0,10,15,3,14,11,15,66
SSC20649,0,0,0,3,4,3,0,0,0,10
SSC20650,5,0,11,119,171,72,59,78,27,526
SSC20651,0,0,0,0,0,0,0,0,0,0
SSC20652,0,0,0,10,6,4,3,0,3,30
SSC20653,147,54,289,683,1127,548,406,946,432,4144
SSC20654,0,0,0,7,14,3,3,5,3,29
SSC20655,0,0,4,59,77,50,44,59,21,308
SSC20656,0,0,0,11,15,8,3,8,5,48
SSC20657,125,40,202,7444,8245,3565,3584,11915,2435,37187
SSC20658,90,65,239,3360,3533,1544,1393,4368,1589,15787
SSC20659,149,38,279,2620,2941,1241,1104,2976,820,11706
SSC20660,37,15,88,3273,3724,1551,1356,3928,1094,14922
SSC20661,12,5,21,299,341,168,175,351,112,1443
SSC20662,55,5,76,2574,2717,1087,946,3078,743,11142
SSC20663,0,0,0,5,3,0,4,0,0,13
SSC20664,0,0,0,19,34,31,17,12,13,119
SSC20665,4,0,6,730,514,108,53,191,223,1819
SSC20666,0,0,3,35,33,18,13,33,14,150
SSC20667,86,38,151,439,617,349,296,584,356,2638
SSC20668,0,0,0,8,8,5,0,8,20,50
SSC20669,5,6,18,520,704,304,290,496,215,2536
SSC20670,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,4,3,0,0,0,0,4
SSC20672,0,0,0,10,3,6,3,3,0,17
SSC20673,3,0,3,34,50,20,22,24,11,169
SSC20674,0,0,3,30,37,13,27,13,14,133
SSC20675,0,0,0,12,15,10,16,12,10,68
SSC20676,0,0,0,9,16,5,8,4,0,55
SSC20677,382,135,825,5399,6221,2539,1921,4485,1569,22129
SSC20678,14,5,44,1124,1172,565,330,693,140,4028
SSC20679,108,39,184,1622,1854,772,543,1221,365,6382
SSC20680,17,5,47,920,1040,483,349,699,180,3670
SSC20681,0,0,0,0,3,0,3,0,0,5
SSC20682,0,0,3,31,36,22,26,28,22,167
SSC20683,0,0,3,34,41,28,27,43,24,206
SSC20684,0,0,4,16,25,14,10,11,14,90
SSC20685,0,0,0,3,9,3,4,6,8,32
SSC20686,0,0,0,14,9,3,5,6,3,36
SSC20687,0,0,0,13,10,10,4,15,10,66
SSC20688,0,0,0,4,3,0,0,0,0,7
SSC20689,0,0,0,3,6,0,0,0,0,10
SSC20690,0,0,3,6,0,5,0,4,5,21
SSC20691,0,0,0,25,17,8,13,25,8,96
SSC20692,3,0,7,281,310,154,128,163,113,1158
SSC20693,0,0,0,3,8,3,3,0,3,23
SSC20694,0,0,0,11,18,5,13,16,3,68
SSC20695,0,0,3,36,96,61,42,63,24,324
SSC20696,0,0,0,65,92,40,31,63,21,307
SSC20697,33,15,68,781,778,389,416,2087,713,5165
SSC20698,0,0,0,30,36,8,13,28,32,145
SSC20699,0,0,0,4,8,3,0,5,3,31
SSC20700,0,0,0,0,0,0,0,0,0,0
SSC20701,0,3,7,102,121,52,48,94,37,456
SSC20702,295,119,601,4298,4139,1738,1660,9483,2805,24126
SSC20703,278,53,457,3602,3841,1760,1644,6149,1424,18417
SSC20704,0,0,0,18,22,4,6,58,51,156
SSC20705,0,0,0,0,0,0,0,0,0,3
SSC20706,0,0,3,8,28,9,11,27,16,92
SSC20707,26,6,52,1517,1722,813,658,1367,452,6530
SSC20708,0,0,0,3,12,0,4,4,0,31
SSC20709,0,0,0,15,24,13,5,24,7,86
SSC20710,3,0,7,131,130,84,79,99,54,570
SSC20711,0,0,3,62,100,42,42,57,39,339
SSC20712,0,0,0,0,4,3,0,3,0,12
SSC20713,0,0,3,46,63,41,29,36,50,274
SSC20714,0,0,0,13,18,18,9,26,12,90
SSC20715,0,0,0,8,5,9,6,3,3,36
SSC20716,76,26,134,448,585,304,223,444,229,2229
SSC20717,0,0,0,34,24,11,7,17,8,95
SSC20718,0,0,3,38,67,36,30,29,16,212
SSC20719,0,0,0,0,6,4,0,0,8,8
SSC20720,0,0,0,26,38,24,14,25,12,145
SSC20721,0,0,0,29,53,29,21,29,14,170
SSC20722,68,6,124,479,437,214,156,387,65,1735
SSC20723,79,30,162,2697,2784,1251,1238,4941,1461,14371
SSC20724,81,13,141,1104,1330,583,497,1132,358,4994
SSC20725,94,4,105,1375,1441,571,510,2489,502,6884
SSC20726,0,0,0,0,0,3,0,3,0,6
SSC20727,0,0,0,3,7,0,3,4,7,25
SSC20728,0,0,0,4,6,0,0,3,0,21
SSC20729,0,0,0,5,3,3,0,7,0,17
SSC20730,0,0,7,72,83,63,43,55,34,353
SSC20731,6,3,22,330,379,189,143,292,94,1423
SSC20732,0,0,0,17,32,20,17,14,16,122
SSC20733,0,0,0,0,0,0,0,0,0,0
SSC20734,0,0,3,3,6,0,0,0,3,21
SSC20735,0,0,0,65,119,49,71,103,27,437
SSC20736,0,0,0,7,8,4,3,6,0,32
SSC20737,15,4,20,1320,1325,560,525,1664,356,5745
SSC20738,0,0,0,6,10,3,3,9,4,45
SSC20739,3,4,20,68,83,32,46,64,42,330
SSC20740,4,0,10,20,36,37,28,31,16,170
SSC20741,0,0,0,4,4,0,0,0,0,14
SSC20742,9,4,24,275,304,168,142,298,128,1309
SSC20743,0,0,4,52,83,49,52,40,21,296
SSC20744,0,0,0,31,32,32,6,25,16,145
SSC20745,0,0,0,34,38,19,16,36,265,404
SSC20746,29,17,101,2541,2774,1221,848,1592,417,9390
SSC20747,3,0,3,11,32,6,14,21,8,97
SSC20748,10,0,14,488,599,236,204,492,267,2294
SSC20749,0,0,0,20,22,10,10,10,12,78
SSC20750,37,29,92,253,342,209,172,303,211,1489
SSC20751,0,0,0,33,34,17,21,29,32,169
SSC20752,77,62,257,2044,2298,1060,754,1792,530,8480
SSC20753,0,0,0,13,23,13,11,7,4,69
SSC20754,0,0,0,30,28,12,6,19,77,173
SSC20755,0,0,0,24,21,21,6,17,10,99
SSC20756,3,0,4,58,73,52,37,48,22,289
SSC20757,0,0,0,5,8,3,7,3,5,26
SSC20758,0,0,0,19,30,11,8,21,16,103
SSC20759,0,0,0,8,16,4,7,6,6,46
SSC20760,4,4,18,2690,2244,560,342,2955,1389,10175
SSC20761,0,0,0,4,3,0,0,3,0,13
SSC20762,0,0,0,11,8,13,4,3,6,46
SSC20763,3,0,6,95,145,69,52,61,33,454
SSC20764,51,29,110,194,273,143,144,313,205,1271
SSC20765,244,167,707,4266,4233,2124,1567,4783,1185,18157
SSC20766,370,138,829,5704,5861,2827,2190,5872,1176,23637
SSC20767,0,0,3,21,33,13,15,44,26,151
SSC20768,344,82,558,2421,2564,1274,968,2396,603,10235
SSC20769,0,0,0,8,0,0,3,0,3,9
SSC20770,0,0,4,37,51,36,23,39,12,206
SSC20771,0,0,4,45,68,51,29,45,14,249
SSC20772,0,0,0,11,5,5,0,8,5,40
SSC20773,39,11,62,3786,4375,1801,1583,2823,753,15127
SSC20774,0,0,0,8,3,4,7,7,4,28
SSC20775,0,0,0,0,0,0,0,0,0,0
SSC20776,0,0,0,8,14,11,5,4,3,50
SSC20777,75,37,155,1360,1299,548,576,2864,876,7520
SSC20778,0,0,0,9,8,10,7,11,6,48
SSC20779,0,0,0,5,11,6,0,9,3,28
SSC20780,0,0,0,9,10,10,8,14,5,66
SSC20781,0,0,0,3,17,6,9,0,4,38
SSC20782,55,32,168,1085,1355,634,438,1006,406,4920
SSC20783,0,0,0,3,3,0,0,0,0,8
SSC20784,201,52,337,1987,2520,1206,1122,2004,988,9828
SSC20785,0,0,0,25,47,16,13,18,19,146
SSC20786,0,3,6,59,87,33,36,35,22,274
SSC20787,0,0,4,54,75,39,37,52,32,292
SSC20788,0,0,0,3,10,6,6,3,3,27
SSC20789,0,0,0,17,31,25,17,27,10,121
SSC20790,3,0,6,105,142,74,41,68,43,475
SSC20791,0,0,0,14,6,4,4,3,0,35
SSC20792,0,0,3,47,59,34,21,32,21,216
SSC20793,0,3,5,28,49,22,15,23,24,157
SSC20794,0,0,0,19,26,32,10,27,12,125
SSC20795,0,0,0,3,7,6,3,3,0,27
SSC20796,110,34,216,677,903,517,415,745,288,3547
SSC20797,0,0,4,7,9,8,10,3,3,31
SSC20798,0,0,9,53,91,55,43,75,35,356
SSC20799,0,0,3,16,23,9,14,9,12,77
SSC20800,0,0,0,4,8,3,0,0,0,17
SSC20801,0,0,0,5,7,7,8,6,9,42
SSC20802,0,0,0,8,14,4,9,5,3,41
SSC20803,8,3,21,97,157,61,67,85,76,544
SSC20804,0,0,0,11,7,3,3,6,3,28
SSC20805,0,0,0,9,9,0,0,0,3,19
SSC20806,0,0,3,46,46,21,20,32,14,188
SSC20807,11,6,25,115,174,107,106,195,91,784
SSC20808,0,0,0,13,18,12,9,3,11,62
SSC20809,0,0,0,3,3,0,0,3,3,7
SSC20810,0,0,3,67,94,47,37,42,20,311
SSC20811,0,0,0,16,21,9,5,3,6,57
SSC20812,0,0,0,3,6,0,7,0,3,19
SSC20813,0,0,0,3,0,0,0,0,0,3
SSC20814,0,0,0,16,31,14,14,15,12,100
SSC20815,0,0,0,4,9,3,3,3,0,26
SSC20816,6,8,28,198,265,158,104,147,90,961
SSC20817,38,34,119,940,1126,516,472,947,615,4613
SSC20818,0,0,0,3,0,0,0,0,0,5
SSC20819,29,11,91,845,975,408,329,519,155,3231
SSC20820,0,0,0,12,21,11,12,9,9,69
SSC20821,9,0,26,181,254,121,135,231,140,1065
SSC20822,53,13,93,383,513,176,173,405,153,1802
SSC20823,25,12,70,841,963,430,269,501,220,3226
SSC20824,82,27,146,1563,1307,326,176,694,593,4667
SSC20825,0,0,0,30,22,4,0,28,3,83
SSC20826,0,0,0,14,16,11,8,12,12,67
SSC20827,0,4,7,149,171,87,111,133,66,714
SSC20828,0,0,0,5,12,7,0,5,8,29
SSC20829,0,0,0,5,3,0,9,3,0,15
SSC20830,39,70,143,385,532,284,232,426,333,2196
SSC20831,0,0,0,22,19,25,5,13,21,107
SSC20832,238,103,451,2317,3010,1337,1079,2515,1248,11508
SSC20833,3,0,9,79,117,57,46,80,49,435
SSC20834,0,0,0,59,90,53,32,61,43,344
SSC20835,0,0,3,39,36,17,14,29,20,152
SSC20836,0,0,0,13,30,11,9,14,3,84
SSC20837,0,0,9,206,278,140,95,149,93,958
SSC20838,21,24,57,149,187,127,81,152,115,818
SSC20839,0,0,0,16,23,11,12,9,4,74
SSC20840,0,0,3,10,17,8,9,8,4,62
SSC20841,0,0,4,13,22,11,10,14,11,77
SSC20842,112,26,185,1225,1361,523,380,879,353,4720
SSC20843,0,0,0,21,56,24,26,24,17,164
SSC20844,27,9,54,136,177,97,86,242,143,886
SSC20845,3,3,12,36,44,21,25,43,34,195
SSC20846,3,3,8,56,95,61,36,53,36,338
SSC20847,0,0,0,6,12,3,6,4,0,31
SSC20848,0,0,0,4,12,9,10,12,0,45
SSC20849,0,0,0,13,15,9,11,11,8,62
SSC20850,0,0,0,0,0,0,0,0,0,0
SSC20851,0,0,0,22,29,27,26,14,18,140
SSC20852,0,0,0,27,32,17,13,29,9,121
SSC20853,16,10,49,451,600,346,264,435,163,2265
SSC20854,0,0,0,37,59,23,19,29,12,181
SSC20855,0,0,3,24,35,31,23,42,16,163
SSC20856,5,5,23,123,155,88,81,129,84,658
SSC20857,4,3,13,85,161,74,59,67,28,475
SSC20858,142,34,283,2524,2444,895,533,1457,548,8412
SSC20859,95,68,257,3765,4315,2173,1322,2429,742,14743
SSC20860,10,11,33,1402,1564,777,525,952,204,5420
SSC20861,61,14,132,4658,3840,1082,549,1900,1372,13399
SSC20862,37,13,97,1051,1385,671,525,723,310,4663
SSC20863,0,0,0,3,4,3,7,8,5,32
SSC20864,0,3,4,70,82,53,25,39,19,292
SSC20865,167,34,303,4392,4664,2079,1761,5709,1254,19854
SSC20866,0,4,9,79,123,68,53,62,39,428
SSC20867,0,0,0,0,0,5,4,6,3,16
SSC20868,0,0,0,0,0,0,0,0,0,0
SSC20869,0,0,3,13,25,16,22,22,3,98
SSC20870,0,0,0,4,5,3,3,0,3,18
SSC20871,3,3,13,88,150,76,84,86,60,541
SSC20872,265,56,393,5198,5382,2385,2293,8109,1846,25212
SSC20873,8,4,22,722,960,393,313,559,293,3237
SSC20874,0,0,3,12,10,3,9,14,3,53
SSC20875,4,0,7,20,46,19,22,38,21,171
SSC20876,0,0,0,0,0,0,0,0,0,0
SSC20877,0,0,7,26,61,24,36,41,18,207
SSC20878,0,0,0,0,0,0,3,0,0,8
SSC20879,249,66,551,4834,4591,1876,1231,3530,1244,17304
SSC20880,0,0,0,0,0,0,0,0,0,0
SSC20881,24,42,92,682,663,270,159,487,299,2569
SSC20882,12,5,47,293,324,133,103,255,75,1184
SSC20883,12,14,45,281,304,146,114,569,185,1592
SSC20884,0,0,0,18,14,3,5,3,3,57
SSC20885,4,9,18,87,127,72,44,105,77,512
SSC20886,61,66,181,492,675,355,315,614,339,2786
SSC20887,0,0,0,37,50,32,9,18,17,172
SSC20888,0,0,0,19,17,21,12,20,24,111
SSC20889,0,0,0,3,0,3,0,0,0,10
SSC20890,0,0,0,37,43,24,22,27,17,165
SSC20891,0,0,0,27,34,20,20,15,15,129
SSC20892,0,0,0,20,20,12,18,10,5,93
SSC20893,0,0,3,495,606,228,177,231,65,1796
SSC20894,0,0,0,3,10,3,10,0,3,31
SSC20895,31,16,105,1651,1664,535,305,985,445,5581
SSC20896,5,0,3,57,75,49,28,31,20,258
SSC20897,0,0,0,3,3,0,3,0,0,13
SSC20898,0,0,3,16,18,6,11,8,4,66
SSC20899,0,0,0,0,0,0,0,0,0,0
SSC20900,0,0,0,65,33,14,18,55,65,246
SSC20901,0,0,4,23,27,30,17,28,11,133
SSC20902,0,0,0,10,10,10,9,6,4,46
SSC20903,275,62,527,2015,2117,1042,1060,3817,969,11018
SSC20904,0,0,0,4,8,0,6,3,0,22
SSC20905,0,0,0,0,6,0,3,5,0,21
SSC20906,0,0,0,15,25,12,9,18,11,84
SSC20907,0,0,3,31,32,21,18,16,11,127
SSC20908,0,0,0,11,5,4,6,3,3,33
SSC20909,0,0,0,0,10,3,0,0,3,15
SSC20910,0,0,0,0,0,0,0,0,0,0
SSC20911,215,107,490,5330,5887,2646,1907,4714,1215,21696
SSC20912,3,3,18,273,367,206,118,176,106,1250
SSC20913,0,0,0,3,3,3,3,5,0,20
SSC20914,0,0,3,114,121,67,42,71,39,448
SSC20915,3,3,16,123,181,103,87,88,66,649
SSC20916,0,0,0,0,0,6,6,0,3,16
SSC20917,0,0,0,0,3,4,0,4,0,11
SSC20918,76,24,144,3115,2258,574,345,1563,1386,9250
SSC20919,68,28,176,3679,3207,956,440,1462,1007,10750
SSC20920,0,0,0,14,21,14,12,5,14,80
SSC20921,0,0,5,7,20,11,13,17,13,83
SSC20922,0,0,0,0,0,0,0,0,0,0
SSC20923,78,16,123,1606,1583,454,341,1523,853,6364
SSC20924,5,5,26,143,213,158,93,111,70,790
SSC20925,56,15,120,937,918,341,221,660,225,3306
SSC20926,0,0,3,88,123,86,77,109,86,557
SSC20927,0,0,0,30,41,19,24,19,11,147
SSC20928,0,0,0,0,3,0,0,0,5,9
SSC20929,212,66,341,3818,3385,999,718,4055,1539,14513
SSC20930,0,0,0,10,29,17,18,29,8,106
SSC20931,205,32,381,2069,2248,1066,773,2180,470,8814
SSC20932,0,0,0,54,65,38,20,18,30,217
SSC20933,3,0,3,28,65,28,17,40,27,205
SSC20934,74,17,131,261,439,215,207,318,169,1613
SSC20935,0,3,8,25,44,22,22,27,12,152
SSC20936,0,0,0,13,9,12,11,6,5,52
SSC20937,0,0,0,3,11,0,0,3,0,19
SSC20938,0,0,3,11,22,13,15,22,24,109
SSC20939,0,0,0,5,6,3,0,3,0,16
SSC20940,0,0,0,14,21,9,3,5,13,53
SSC20941,312,155,756,6856,7886,3186,2522,6537,3073,30066
SSC20942,135,36,201,904,964,395,382,1383,669,4697
SSC20943,406,101,719,3499,4131,1964,1359,2961,945,14863
SSC20944,0,0,0,5,31,23,19,14,11,94
SSC20945,0,0,0,8,24,20,22,14,10,96
SSC20946,0,0,0,3,3,3,0,0,0,8
SSC20947,0,0,0,71,108,54,44,50,16,344
SSC20948,0,0,3,27,61,34,20,9,27,183
SSC20949,0,0,0,23,48,22,17,17,796,926
SSC20950,0,0,0,0,0,0,0,3,5,8
SSC20951,0,0,0,7,10,7,11,7,13,54
SSC20952,0,0,0,0,10,11,3,3,5,30
SSC20953,3,0,6,36,41,20,13,30,26,177
SSC20954,0,0,0,0,4,3,0,0,0,10
SSC20955,0,0,0,8,17,0,5,12,0,40
SSC20956,0,0,0,17,23,16,11,3,12,77
SSC20957,0,0,4,33,33,20,17,21,21,146
SSC20958,18,4,28,256,249,72,48,178,46,855
SSC20959,6,3,22,303,355,182,161,248,140,1391
SSC20960,0,0,0,31,57,27,21,24,8,166
SSC20961,0,0,0,16,24,15,18,14,8,92
SSC20962,3,0,0,38,31,27,31,31,14,181
SSC20963,0,0,0,0,3,0,3,0,0,3
SSC20964,0,0,0,10,3,3,0,0,0,14
SSC20965,0,0,0,3,11,4,4,8,3,36
SSC20966,110,28,184,1176,1209,449,300,1043,441,4614
SSC20967,43,17,113,1490,1686,614,409,1046,459,5702
SSC20968,0,0,0,3,6,3,6,0,0,20
SSC20969,0,0,4,30,48,29,23,34,22,179
SSC20970,0,0,0,3,4,3,0,0,0,13
SSC20971,0,0,0,5,9,3,4,12,4,28
SSC20972,12,3,24,417,527,280,197,286,154,1852
SSC20973,0,0,0,7,16,5,13,6,4,56
SSC20974,0,0,0,0,0,0,0,0,0,0
SSC20975,0,0,0,9,11,6,9,7,13,55
SSC20976,0,0,4,4,3,3,0,0,3,18
SSC20977,0,0,0,11,21,13,5,9,0,55
SSC20978,0,0,0,5,14,7,13,20,15,76
SSC20979,0,0,0,0,3,0,3,3,0,11
SSC20980,0,0,0,0,0,0,0,0,0,0
SSC20981,0,0,0,3,7,8,4,7,0,26
SSC20982,0,0,3,53,84,62,37,32,25,293
SSC20983,0,0,0,31,25,14,14,28,9,124
SSC20984,0,0,0,6,8,5,8,5,4,36
SSC20985,0,0,0,6,16,3,3,6,10,40
SSC20986,0,0,0,12,19,3,5,11,17,66
SSC20987,0,0,0,4,0,0,3,0,3,10
SSC20988,0,0,0,8,9,3,8,11,15,61
SSC20989,0,0,0,15,12,7,4,0,6,41
SSC20990,0,0,0,0,0,0,0,0,0,0
SSC20991,0,0,0,3,7,3,0,0,0,19
SSC20992,3,5,13,78,126,51,55,109,36,454
SSC20993,0,0,0,19,27,20,19,11,11,103
SSC20994,60,53,162,1598,1987,940,800,1104,534,6953
SSC20995,3,0,3,139,177,106,78,100,56,659
SSC20996,0,0,0,3,0,7,3,8,0,17
SSC20997,83,14,155,1436,1557,690,694,2070,556,7001
SSC20998,0,0,0,66,104,57,41,56,35,366
SSC20999,0,0,0,20,39,23,9,14,10,121
SSC21000,0,0,0,10,4,4,10,11,3,44
SSC21001,0,0,0,14,23,14,11,16,13,97
SSC21002,31,12,87,1170,1141,397,259,1138,262,4363
SSC21003,210,62,525,5889,6003,2525,1582,3404,1096,20492
SSC21004,0,0,0,18,15,17,15,17,3,92
SSC21005,0,0,0,7,4,3,5,0,3,18
SSC21006,459,194,1087,7903,8210,4144,3193,8508,1625,33584
SSC21007,0,0,0,0,0,0,0,0,0,0
SSC21008,0,0,0,0,5,10,5,0,0,19
SSC21009,0,0,0,10,12,8,5,7,5,50
SSC21010,0,0,0,3,6,3,3,0,8,21
SSC21011,0,0,0,25,38,12,20,22,17,136
SSC21012,0,3,3,5,5,0,0,6,8,27
SSC21013,3,4,12,43,95,49,37,56,38,323
SSC21014,0,0,0,9,12,4,7,0,3,27
SSC21015,0,0,0,4,0,0,0,0,0,8
SSC21016,0,0,0,0,0,0,0,0,0,0
SSC21017,0,0,4,17,26,15,18,24,6,105
SSC21018,3,0,9,178,246,141,102,139,43,846
SSC21019,0,0,3,25,40,29,27,20,13,150
SSC21020,0,0,0,22,20,10,18,22,6,87
SSC21021,0,0,0,3,3,0,3,5,3,13
SSC21022,0,0,0,9,10,7,10,0,20,61
SSC21023,3,0,3,0,6,3,0,3,6,24
SSC21024,0,0,0,3,3,6,0,0,0,16
SSC21025,0,0,3,20,13,8,12,10,6,66
SSC21026,0,0,0,0,4,3,3,0,0,11
SSC21027,0,0,0,3,11,4,0,0,7,27
SSC21028,0,0,0,0,4,3,0,0,0,6
SSC21029,0,0,0,3,3,0,0,0,0,7
SSC21030,0,0,0,3,3,3,0,0,4,17
SSC21031,0,4,3,61,99,62,40,37,29,333
SSC21032,0,0,4,29,69,42,29,52,23,246
SSC21033,0,0,0,8,13,6,7,4,5,47
SSC21034,0,0,0,23,31,11,11,20,4,103
