SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC20030,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,23,11,11,11,15,14,15,4,0,100,..,0,6,14,14,20,17,3,3,85,..,0,0,4,4,3,0,0,0,14,..,0,0,3,0,0,0,0,0,8,48,..,..,..,..,..,..,..,..,48,..,15,..,..,..,..,..,..,..,15,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,48,19,14,23,33,32,24,9,3,192
SSC20031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,3,0,6,..,0,3,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,3,0,16
SSC20032,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,3,3,0,23,..,3,4,0,7,9,3,3,0,26,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,5,0,10,7,3,3,0,40
SSC20033,..,50,73,16,6,0,3,0,0,151,..,15,50,49,49,41,44,39,18,314,3,11,9,4,5,0,0,7,0,41,393,350,371,318,449,277,155,100,32,2452,..,3,163,333,500,347,181,68,9,1609,..,22,146,113,106,76,24,0,0,487,..,0,8,19,52,40,12,13,12,152,776,..,..,..,..,..,..,..,..,776,..,355,..,..,..,..,..,..,..,355,..,106,72,19,19,7,0,0,0,229,..,20,25,5,5,8,5,12,6,84,..,32,28,0,3,3,0,0,0,68,..,85,146,29,23,8,10,3,0,308,..,26,88,87,90,72,78,52,28,519,10,17,21,15,9,9,4,12,0,84,781,677,693,614,806,567,318,160,53,4661
SSC20034,..,12,38,19,29,15,6,6,3,131,..,13,69,78,98,125,160,163,111,811,9,8,24,13,3,12,11,12,6,99,866,438,725,808,716,621,509,382,183,5250,..,17,500,924,722,672,561,336,83,3804,..,57,295,213,172,91,41,8,0,872,..,8,33,102,122,73,31,41,27,441,1673,..,..,..,..,..,..,..,..,1673,..,424,..,..,..,..,..,..,..,424,..,237,191,80,63,39,11,3,0,629,..,56,49,21,17,40,36,22,11,252,..,23,30,8,6,5,3,0,0,82,..,30,107,51,66,45,18,3,9,329,..,22,119,169,206,253,253,229,157,1400,20,20,43,25,12,15,19,19,12,186,1686,891,1369,1592,1389,1238,964,659,296,10085
SSC20035,..,23,54,23,22,29,13,6,3,178,..,9,84,77,163,169,204,156,28,897,20,15,30,18,16,18,20,10,3,164,1509,1033,1480,1245,1389,1223,784,390,105,9152,..,63,1159,1417,1488,1462,917,337,59,6902,..,88,468,286,247,127,49,9,0,1267,..,9,115,198,291,195,91,51,31,979,3027,..,..,..,..,..,..,..,..,3027,..,989,..,..,..,..,..,..,..,989,..,720,639,183,92,37,9,0,0,1676,..,127,109,44,58,77,61,39,24,539,..,56,67,23,32,18,8,3,0,207,..,79,156,45,54,55,36,20,3,449,..,30,173,198,318,314,287,197,43,1566,37,38,65,53,42,38,39,14,4,331,3067,2192,2947,2442,2613,2329,1490,682,169,17934
SSC20036,..,16,45,11,14,19,8,0,3,127,..,4,48,60,59,68,123,198,83,639,9,16,8,9,7,12,9,17,3,93,1038,593,851,798,613,510,544,542,166,5661,..,53,753,937,619,495,588,545,104,4095,..,48,307,207,94,49,11,0,3,715,..,10,40,114,153,110,61,71,33,596,2103,..,..,..,..,..,..,..,..,2103,..,573,..,..,..,..,..,..,..,573,..,338,263,133,121,53,7,0,0,919,..,72,86,44,34,36,36,38,29,391,..,23,37,8,11,11,0,0,0,99,..,47,110,36,41,49,28,9,3,326,..,25,108,124,137,157,182,261,112,1099,19,40,34,24,18,24,16,24,6,199,2122,1238,1740,1619,1230,981,939,953,297,11118
SSC20037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,6,11,0,0,0,0,0,0,0,0,0,3,13,3,3,13,7,9,8,7,6,65,..,0,0,10,13,7,6,3,0,39,..,0,3,0,3,0,0,0,0,5,..,0,0,3,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,3,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,6,..,0,0,0,3,8,3,0,6,15,0,0,0,0,0,6,0,0,0,8,19,6,5,20,22,16,8,10,3,116
SSC20038,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,9,7,0,0,28,..,0,0,0,9,13,4,0,0,21,..,0,0,0,3,0,0,0,0,9,..,0,3,0,3,0,0,0,0,7,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,0,0,3,0,0,3,0,0,0,0,0,0,4,6,7,3,0,13,23,11,0,0,60
SSC20039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,10,6,5,0,25,0,0,4,0,0,0,0,0,0,3,11,9,9,4,20,21,15,6,3,119,..,6,6,6,20,19,24,8,0,95,..,0,6,0,7,3,0,0,0,18,..,0,0,3,3,0,0,0,3,7,30,..,..,..,..,..,..,..,..,30,..,12,..,..,..,..,..,..,..,12,..,8,4,0,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,0,0,0,3,10,8,5,0,31,0,0,4,0,0,0,0,0,0,9,31,29,16,14,41,38,39,13,9,220
SSC20041,..,0,0,0,0,0,0,0,0,5,..,0,0,0,9,4,3,9,0,16,0,0,0,0,0,0,0,0,0,6,59,29,18,37,53,52,37,20,0,307,..,3,16,55,56,86,47,22,0,278,..,4,9,9,21,8,3,3,0,55,..,3,0,3,8,0,3,3,0,19,105,..,..,..,..,..,..,..,..,105,..,21,..,..,..,..,..,..,..,21,..,19,13,3,3,0,0,0,0,41,..,3,0,0,0,0,4,0,0,11,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,7,0,0,0,9,..,0,0,0,11,18,10,10,0,45,0,3,0,0,4,3,0,0,0,9,105,61,43,77,99,120,66,41,3,612
SSC20042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,4,7,0,0,38,..,0,0,8,5,15,6,0,0,33,..,3,0,0,3,0,4,0,0,11,..,0,0,0,4,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,5,14,7,0,7,8,14,15,3,0,72
SSC20043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,4,0,0,16,..,0,0,0,3,0,10,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,10,0,0,26
SSC20044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,15
SSC20045,..,6,3,4,3,3,7,0,0,24,..,4,3,4,13,36,44,31,21,162,0,3,3,0,9,5,11,4,3,42,157,88,97,125,172,176,184,83,38,1105,..,3,44,131,189,205,232,92,21,910,..,6,75,50,45,33,10,0,0,225,..,0,7,10,29,19,3,7,3,75,354,..,..,..,..,..,..,..,..,354,..,92,..,..,..,..,..,..,..,92,..,46,28,6,0,3,0,0,0,89,..,4,0,0,3,3,3,0,3,17,..,0,0,0,0,0,0,0,0,7,..,10,9,3,9,7,3,0,0,43,..,3,16,21,42,75,68,51,38,311,3,12,8,3,13,14,18,6,3,78,359,173,185,236,327,358,340,152,63,2201
SSC20046,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,..,0,0,3,0,8,3,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,19
SSC20047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,0,21,..,0,3,0,7,5,4,0,0,18,..,0,0,0,0,3,0,0,0,8,..,0,0,4,0,0,0,0,0,5,7,..,..,..,..,..,..,..,..,7,..,4,..,..,..,..,..,..,..,4,..,0,3,3,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,7,5,8,7,7,8,11,3,0,51
SSC20048,..,4,10,0,3,3,0,0,0,18,..,4,11,6,20,22,24,24,10,110,0,8,3,4,0,7,4,5,0,38,102,36,87,61,100,132,85,57,14,665,..,0,31,64,87,123,108,45,7,467,..,15,49,17,22,39,11,0,3,154,..,0,7,10,16,8,3,6,0,58,189,..,..,..,..,..,..,..,..,189,..,37,..,..,..,..,..,..,..,37,..,29,14,5,3,3,0,0,0,53,..,0,3,0,0,0,0,3,3,11,..,4,4,0,0,0,0,0,0,10,..,9,9,3,4,6,0,0,0,40,..,4,15,18,30,49,45,35,5,217,3,13,8,12,7,16,13,6,0,79,196,106,146,134,174,246,190,100,26,1318
SSC20049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11
SSC20050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,..,0,0,0,0,4,7,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,10,0,0,29
SSC20051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,3,3,4,23,0,0,0,0,0,0,0,0,0,3,16,3,12,16,19,36,14,9,4,125,..,0,0,11,17,47,20,12,4,110,..,0,5,10,5,11,4,0,0,37,..,0,0,3,3,0,0,0,0,6,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,4,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,0,3,10,10,12,5,5,51,0,3,0,0,0,0,0,0,0,6,32,17,18,35,35,68,34,23,10,260
SSC20052,..,33,23,3,17,14,8,3,3,112,..,10,36,26,71,90,114,137,73,559,9,12,7,4,13,12,15,8,4,82,552,386,361,367,519,473,426,281,105,3480,..,8,213,356,517,567,509,261,59,2486,..,99,189,113,110,59,29,4,0,608,..,11,57,80,115,38,25,18,11,352,1142,..,..,..,..,..,..,..,..,1142,..,258,..,..,..,..,..,..,..,258,..,236,66,40,26,12,0,0,0,387,..,46,14,6,10,17,16,17,3,136,..,27,26,0,5,0,0,0,0,56,..,64,63,28,36,45,25,10,3,277,..,32,84,84,156,178,199,173,107,1022,18,35,34,15,23,19,19,17,7,190,1159,822,735,724,997,947,828,502,190,6903
SSC20053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,13,8,0,0,37,..,0,0,3,6,9,4,0,0,28,..,0,0,3,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,13,4,3,6,16,25,12,3,0,80
SSC20054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,8,13,21,8,11,4,0,93,..,0,3,12,27,13,15,5,0,85,..,0,5,4,11,0,0,0,0,20,..,0,0,0,0,0,0,3,0,5,43,..,..,..,..,..,..,..,..,43,..,18,..,..,..,..,..,..,..,18,..,8,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,5,3,3,0,18,3,0,0,0,0,0,0,0,0,3,43,26,15,20,45,26,22,8,0,203
SSC20056,..,0,0,0,3,3,0,0,0,4,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,4,0,3,0,35,..,0,3,3,5,3,0,8,0,24,..,0,0,4,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,0,0,0,8,..,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,7,8,4,17,9,0,13,0,67
SSC20057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,13,..,0,5,3,0,3,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,6,0,0,25
SSC20058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC20059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9
SSC20060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,..,0,0,0,0,3,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,9,3,0,0,16
SSC20061,..,11,12,5,3,0,3,0,0,39,..,3,22,13,17,19,28,28,28,161,5,6,8,9,3,5,3,4,6,42,264,144,275,209,140,132,115,66,48,1390,..,15,220,213,126,115,128,51,18,879,..,13,76,55,22,11,4,0,0,186,..,3,22,41,40,32,13,16,3,166,510,..,..,..,..,..,..,..,..,510,..,119,..,..,..,..,..,..,..,119,..,68,89,25,16,6,0,0,0,211,..,35,26,4,6,24,12,3,5,122,..,25,24,5,6,9,0,0,0,65,..,39,67,30,14,11,4,0,0,176,..,5,39,40,50,60,47,41,34,319,10,5,20,11,8,7,8,4,6,81,520,334,581,423,297,273,221,117,67,2829
SSC20062,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,0,3,0,0,9,0,0,0,0,0,3,0,0,0,6,30,23,16,22,28,28,17,4,3,169,..,0,14,28,45,38,31,4,0,162,..,0,9,0,9,3,0,0,0,23,..,0,0,0,4,0,0,0,0,12,73,..,..,..,..,..,..,..,..,73,..,20,..,..,..,..,..,..,..,20,..,18,10,0,0,0,0,0,0,26,..,0,0,0,0,0,0,3,0,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,3,6,8,9,4,6,0,36,0,0,0,0,4,4,0,0,0,16,73,46,34,35,71,61,42,12,4,376
SSC20063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,..,0,0,3,5,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,3,0,3,0,17
SSC20064,..,0,0,0,0,3,3,0,0,4,..,0,0,0,7,0,4,3,3,12,0,0,0,0,0,0,0,0,0,0,10,7,3,9,15,25,15,9,5,94,..,0,3,6,11,19,22,6,3,78,..,5,0,0,7,3,0,0,0,20,..,0,0,0,0,0,0,3,0,3,20,..,..,..,..,..,..,..,..,20,..,7,..,..,..,..,..,..,..,7,..,5,3,0,3,0,0,0,0,15,..,0,0,0,0,4,4,0,0,12,..,3,0,0,0,0,0,0,0,0,..,0,0,0,3,4,5,0,0,15,..,0,0,0,6,7,6,7,3,39,0,0,0,0,0,0,0,0,0,3,20,22,15,11,28,38,40,22,5,203
SSC20065,..,121,206,34,14,3,5,0,0,388,..,30,147,126,101,136,158,117,81,900,12,14,21,13,3,12,11,7,4,89,588,555,943,649,534,443,416,231,114,4466,..,13,500,631,563,437,416,199,39,2802,..,70,397,162,110,47,33,6,0,825,..,0,11,60,73,54,18,14,9,253,1142,..,..,..,..,..,..,..,..,1142,..,429,..,..,..,..,..,..,..,429,..,94,75,26,13,14,3,0,0,227,..,60,60,15,8,15,7,12,10,191,..,29,36,10,3,0,3,0,0,77,..,197,368,73,24,12,22,9,3,698,..,45,236,210,172,210,237,156,101,1362,19,24,47,24,13,14,22,10,8,178,1155,975,1735,1204,988,798,760,409,168,8187
