SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC22291,1054,1207,2261,485,291,776,163,331,493,30,52,80,61,55,124,736,729,1464,254,407,664,8.3,7.5,8.5,69.8,60.4,64.8,64.3,55.8,59.7,73,84,159,35,69,109,190,265,462,82,112,190,229,134,362,6,9,16,10,26,35,247,166,411,969,1043,2013,234,311,546,596,677,1274,540,618,1156
SSC22292,678,720,1395,236,124,357,103,200,305,29,22,48,20,23,43,384,376,762,236,288,525,5.2,6.1,5.6,56.6,52.2,54.6,54.3,48.1,50.9,33,41,79,30,33,61,121,176,301,80,99,183,149,48,199,3,7,14,9,20,37,161,83,242,630,658,1295,102,120,228,465,460,922,260,304,563
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,4369,4908,9274,2269,1198,3460,538,1441,1977,145,179,322,127,139,275,3076,2960,6037,1054,1675,2725,4.1,4.7,4.6,70.4,60.3,65.1,67.6,57.4,62.1,50,84,134,56,110,164,265,511,773,344,615,961,1478,672,2156,29,68,104,68,127,197,1580,871,2452,4410,4725,9135,585,682,1271,3134,3320,6456,1672,1933,3607
SSC22295,723,761,1481,158,76,233,113,148,263,20,20,43,18,11,26,314,250,565,336,441,785,5.7,4.4,4.6,43.4,32.9,38.1,40.2,32.1,36.4,41,18,54,14,21,38,146,139,286,80,98,181,123,44,169,3,12,10,20,26,43,143,81,218,574,626,1203,113,101,214,423,441,866,269,285,556
SSC22296,178,199,370,43,30,74,22,62,82,3,3,7,12,7,21,81,95,183,75,85,160,14.8,7.4,11.5,45.5,47.7,49.5,38.2,47.7,44.1,0,3,3,0,0,0,13,10,22,9,15,27,45,31,79,3,6,11,3,6,9,53,43,90,174,186,364,26,27,54,101,113,210,93,89,184
SSC22297,398,439,841,206,145,352,58,129,184,7,11,17,19,8,32,290,298,591,83,113,203,6.6,2.7,5.4,72.9,67.9,70.3,68.1,64.9,65.8,24,25,40,11,21,30,54,100,152,38,65,105,106,49,150,3,3,7,3,7,9,116,61,172,356,352,705,77,103,186,240,248,482,177,203,385
SSC22298,779,810,1589,428,294,717,108,193,300,28,37,64,32,27,63,591,551,1141,157,217,377,5.4,4.9,5.5,75.9,68,71.8,72.4,64.7,68,38,58,94,15,41,63,172,201,375,70,96,172,160,50,209,8,8,16,14,12,24,177,67,241,726,735,1460,160,162,323,413,416,827,412,445,862
SSC22299,4665,4985,9654,2356,1819,4178,489,889,1375,82,133,219,200,172,373,3129,3014,6140,1050,1502,2554,6.4,5.7,6.1,67.1,60.5,63.6,62.7,57,59.8,575,580,1156,144,227,369,1378,1473,2846,371,480,849,411,215,625,12,32,48,56,79,139,478,328,805,3563,3793,7358,1050,1093,2139,1805,2062,3862,2685,2722,5406
SSC22300,8813,9501,18311,4854,2620,7471,1097,2674,3769,249,320,573,381,408,787,6575,6031,12603,1909,3116,5032,5.8,6.8,6.2,74.6,63.5,68.8,70.4,59.1,64.5,424,349,772,100,218,318,1063,1467,2530,752,1049,1799,2015,1033,3049,56,133,188,131,204,337,2211,1372,3580,9636,9969,19605,1358,1434,2791,6234,6441,12670,4094,4398,8494
SSC22301,53,42,90,28,9,40,4,8,15,3,0,3,0,0,0,33,21,58,19,20,32,0,0,0,62.3,50,64.4,66,40.5,64.4,0,0,0,0,0,3,0,5,5,6,6,7,10,0,15,0,0,0,0,3,3,10,10,16,50,46,97,3,6,10,47,34,80,8,9,19
SSC22302,47,49,102,16,17,28,0,3,5,0,0,0,0,0,0,19,18,36,0,3,5,0,0,0,40.4,36.7,35.3,34,40.8,32.4,3,0,4,0,0,0,10,9,18,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,7,7,14,6,3,11,10,20,30
SSC22303,11033,12328,23359,5921,5138,11059,1361,2096,3457,255,325,579,396,460,853,7934,8015,15949,1948,3083,5032,5,5.7,5.3,71.9,65,68.3,68.3,61.3,64.6,1484,1529,3011,287,501,786,3665,4226,7891,826,1123,1956,829,456,1285,34,54,90,96,148,242,968,659,1626,7009,7597,14605,3325,3915,7241,3051,3419,6466,7212,8087,15297
SSC22304,8976,8833,17806,4451,3358,7806,1126,1417,2538,206,213,423,442,469,908,6225,5452,11680,1583,2304,3881,7.1,8.6,7.8,69.4,61.7,65.6,64.4,56.5,60.5,1198,1274,2466,203,291,498,2773,2798,5571,732,715,1440,589,310,895,31,32,57,77,97,171,692,434,1128,4721,4637,9359,3215,3274,6491,1484,1424,2902,6425,6424,12848
SSC22305,47,42,91,20,7,32,5,11,19,3,0,3,0,0,0,28,25,55,13,16,25,0,0,0,59.6,59.5,60.4,59.6,42.9,59.3,0,0,0,0,0,0,3,12,15,0,4,5,11,3,12,0,0,0,0,3,3,6,7,16,54,48,95,9,6,9,38,33,71,16,15,26
SSC22306,15,16,26,3,4,5,0,3,5,0,0,0,0,0,0,4,6,14,3,10,14,0,0,0,26.7,37.5,53.8,20,43.8,38.5,0,0,0,0,0,0,3,4,3,0,0,3,7,0,5,0,0,0,0,0,0,7,3,7,19,15,31,0,0,0,12,14,26,3,0,3
SSC22307,32,31,65,17,3,20,0,8,10,0,0,0,0,0,3,19,16,38,8,13,28,0,0,7.9,59.4,51.6,58.5,53.1,35.5,46.2,0,0,0,0,0,0,0,0,0,0,4,4,9,0,16,0,0,0,0,0,5,11,6,16,23,30,54,13,7,20,23,28,52,10,9,20
SSC22308,1079,1034,2113,566,393,961,134,257,386,36,27,64,46,33,78,782,705,1489,232,265,499,5.9,4.7,5.2,72.5,68.2,70.5,68.2,65.5,66.8,61,83,142,38,43,81,221,273,490,105,113,216,184,87,273,3,7,13,10,12,23,201,102,304,1012,976,1985,189,184,375,610,633,1245,516,479,994
SSC22309,1129,1335,2468,474,294,766,166,356,522,30,40,73,43,46,84,709,738,1449,347,517,869,6.1,6.2,5.8,62.8,55.3,58.7,59.3,51.7,55.1,41,51,94,23,63,86,171,241,413,117,139,259,276,148,424,5,14,23,12,23,32,294,192,482,1113,1236,2345,170,194,364,760,877,1633,474,540,1010
SSC22310,80,90,166,35,18,52,10,16,33,0,9,7,0,3,3,50,48,95,18,34,50,0,6.3,3.2,62.5,53.3,57.2,56.3,47.8,55.4,3,12,11,0,4,4,15,14,27,9,5,19,16,13,31,0,0,3,3,7,5,21,15,36,72,87,160,9,9,16,58,62,121,17,28,48
SSC22311,58,41,98,30,12,37,4,12,13,0,0,3,0,0,0,33,22,59,9,13,26,0,0,0,56.9,53.7,60.2,58.6,58.5,54.1,0,0,0,0,0,0,0,7,7,3,3,3,16,3,15,0,0,0,0,0,0,16,5,14,44,37,83,7,3,13,45,35,77,9,4,19
SSC22312,7,11,22,5,3,5,0,0,0,0,0,0,0,0,0,5,6,9,7,5,13,0,0,0,71.4,54.5,40.9,71.4,27.3,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,12,27,0,0,0,10,5,13,3,6,8
SSC22313,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0
SSC22314,81,75,154,37,16,53,11,29,40,3,6,10,0,0,0,50,49,102,14,22,33,0,0,0,61.7,65.3,66.2,63,68,66.9,6,0,3,3,0,3,6,12,16,7,4,11,20,9,24,0,3,3,0,0,0,20,8,26,71,76,144,7,9,16,51,53,100,23,31,54
SSC22315,137,132,270,64,28,90,14,38,48,6,5,11,3,8,7,86,81,160,40,44,86,3.5,9.9,4.4,62.8,61.4,59.3,61.3,53.8,55.2,3,0,4,0,0,3,13,6,20,9,16,24,38,15,55,0,3,3,6,5,10,40,21,66,153,141,290,13,20,29,115,98,216,37,54,89
SSC22316,66,61,130,31,15,48,7,16,23,6,4,10,0,3,4,41,39,77,20,17,42,0,7.7,5.2,62.1,63.9,59.2,66.7,57.4,62.3,3,3,8,4,7,8,10,17,20,9,6,13,17,3,20,0,3,0,0,0,0,18,9,21,71,79,149,8,7,17,48,66,114,24,12,33
SSC22317,9367,8863,18235,2982,1624,4605,1497,1525,3015,240,203,450,607,464,1073,5332,3821,9146,3440,4475,7915,11.4,12.1,11.7,56.9,43.1,50.2,50.4,37.8,44.3,341,317,660,62,76,143,1191,1123,2314,755,711,1468,992,507,1497,73,79,151,104,112,217,1168,699,1865,8257,8025,16280,1895,1648,3539,5355,5389,10747,4353,3807,8158
SSC22318,5127,5316,10449,2002,1204,3198,722,983,1709,141,127,263,277,270,550,3139,2586,5726,1720,2464,4181,8.8,10.4,9.6,61.2,48.6,54.8,55.9,43.5,49.5,142,110,260,40,57,94,515,549,1072,368,390,762,694,353,1050,37,57,94,53,86,138,784,495,1280,5036,5258,10292,835,757,1589,3699,3879,7574,1932,1868,3799
SSC22319,15549,15427,30977,4870,2524,7389,2243,2565,4806,482,367,850,1078,971,2051,8668,6430,15101,5581,7758,13339,12.4,15.1,13.6,55.7,41.7,48.7,48.8,35.4,42.1,384,379,762,85,120,210,1456,1503,2964,1088,1148,2236,2185,1193,3381,113,171,277,206,240,443,2499,1606,4102,14109,14232,28344,2605,2361,4969,9663,10167,19828,6252,5627,11881
SSC22320,1898,2162,4060,884,423,1306,214,586,805,58,61,122,73,58,129,1231,1139,2362,570,912,1478,5.9,5.1,5.5,64.9,52.7,58.2,60.9,49.5,55,11,15,25,6,36,47,82,149,225,101,205,303,619,343,959,14,42,52,23,43,59,644,423,1070,1932,2094,4028,227,251,477,1453,1553,3004,625,730,1352
SSC22321,511,483,994,247,105,349,71,152,224,19,26,42,13,7,21,346,293,635,124,148,273,3.8,2.4,3.3,67.7,60.7,63.9,65.9,58.6,61.9,30,25,60,7,14,17,63,92,159,45,67,109,145,54,200,0,6,10,5,11,20,158,69,234,532,473,1006,46,49,90,422,375,794,130,133,263
SSC22322,348,355,697,159,66,229,57,132,194,16,16,32,8,12,22,251,219,471,81,115,190,3.2,5.5,4.7,72.1,61.7,67.6,66.7,60.3,65.3,7,11,20,6,12,24,41,72,106,28,53,82,116,32,147,0,8,10,10,8,14,122,53,180,358,367,732,39,40,80,246,248,493,139,145,286
SSC22323,900,992,1887,314,148,459,114,227,338,33,40,72,34,23,58,498,433,931,368,512,872,6.8,5.3,6.2,55.3,43.6,49.3,51.2,41.8,46.1,3,7,12,4,14,17,32,81,115,38,66,101,216,107,320,6,22,28,17,30,41,238,157,389,870,928,1791,106,128,240,663,718,1376,288,310,596
SSC22324,31,38,71,12,7,27,7,7,13,3,0,3,0,0,0,24,22,46,11,12,25,0,0,0,77.4,57.9,64.8,71,36.8,60.6,0,0,0,0,0,0,3,6,9,0,5,5,5,3,12,3,0,0,0,0,0,8,7,19,42,38,81,0,0,3,28,30,64,12,11,17
SSC22325,25,17,41,4,0,8,3,7,14,0,0,0,0,0,0,12,13,23,11,3,12,0,0,0,48,76.5,56.1,28,41.2,53.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,4,5,13,18,19,37,3,0,5,13,18,31,6,3,8
SSC22326,18,16,33,12,3,15,3,6,7,0,0,0,0,0,0,12,9,29,0,3,4,0,0,0,66.7,56.3,87.9,83.3,56.3,66.7,0,0,0,0,0,0,0,3,3,0,0,0,8,3,12,0,0,0,0,0,0,8,3,12,20,23,43,0,0,0,22,19,33,3,6,6
SSC22327,33,24,57,14,6,22,0,5,6,0,0,0,3,0,3,17,11,30,14,12,24,17.6,0,10,51.5,45.8,52.6,42.4,45.8,49.1,0,0,0,0,0,0,3,6,10,0,3,8,3,0,3,0,0,0,0,0,3,9,0,11,40,21,67,0,0,3,27,12,41,16,10,24
SSC22328,1137,1290,2430,623,299,920,141,413,550,39,53,92,29,34,62,824,801,1625,287,459,746,3.5,4.2,3.8,72.5,62.1,66.9,70.6,59.3,64.3,46,43,91,33,43,74,194,231,420,94,148,247,270,97,368,3,14,14,17,36,54,292,149,445,1229,1350,2578,82,103,188,930,1016,1947,346,379,725
SSC22329,18,18,41,9,9,15,0,9,9,0,0,4,0,0,0,9,16,29,4,0,8,0,0,0,50,88.9,70.7,50,100,68.3,0,0,0,0,0,0,0,3,3,0,0,0,6,6,12,0,0,0,0,0,0,6,4,14,18,26,38,0,0,3,17,22,36,0,3,6
SSC22330,19,20,39,7,7,13,4,3,10,5,3,4,0,0,0,16,15,28,3,5,8,0,0,0,84.2,75,71.8,84.2,65,69.2,0,0,0,0,0,0,0,0,0,3,3,7,4,3,6,0,0,0,0,0,0,4,3,6,16,19,37,0,0,0,14,20,34,3,0,3
SSC22331,75,53,125,19,9,31,0,9,16,4,4,8,3,0,5,38,21,56,30,24,55,7.9,0,8.9,50.7,39.6,44.8,30.7,41.5,44,0,0,0,0,0,0,0,0,3,0,4,5,18,6,26,0,0,0,3,0,3,22,10,31,66,49,112,4,3,7,48,40,88,12,6,25
SSC22332,9598,9234,18828,4815,3867,8682,1141,1783,2920,220,295,512,413,332,750,6589,6277,12867,1568,1649,3217,6.3,5.3,5.8,68.6,68,68.3,64.3,64.4,64.3,858,1015,1876,244,414,656,2387,2627,5013,860,936,1797,1150,597,1748,48,65,111,121,152,272,1319,812,2129,5831,5566,11397,2618,2660,5274,2890,2680,5572,5555,5547,11099
SSC22333,5318,5601,10922,2837,2143,4978,787,1369,2153,136,167,301,201,162,363,3956,3837,7800,946,1308,2250,5.1,4.2,4.7,74.4,68.5,71.4,70.7,65.7,68,497,581,1076,158,283,442,1501,1696,3196,491,617,1109,571,349,922,23,31,58,47,89,142,649,468,1113,4426,4588,9011,1266,1301,2561,2480,2613,5095,3013,3098,6108
SSC22334,1377,1410,2793,694,577,1275,183,277,462,40,36,76,56,35,96,972,936,1912,243,308,550,5.8,3.7,5,70.6,66.4,68.5,66.6,63.1,64.9,170,197,367,27,79,114,378,391,768,100,142,243,136,65,203,3,14,22,20,20,42,160,106,270,998,996,1988,339,353,691,563,539,1095,763,792,1556
SSC22335,1076,1116,2194,273,152,427,118,233,348,29,44,69,39,35,78,457,464,920,556,582,1134,8.5,7.5,8.5,42.5,41.6,41.9,39,38.4,38.5,17,27,44,12,29,41,89,111,197,72,121,190,330,112,440,10,13,20,16,34,50,348,163,515,935,941,1875,188,194,384,628,613,1240,474,508,987
SSC22336,18,14,34,9,3,14,3,7,10,0,3,3,0,0,0,13,8,27,4,6,11,0,0,0,72.2,57.1,79.4,66.7,92.9,79.4,0,0,0,0,4,4,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,3,3,5,15,11,31,0,3,4,10,5,22,6,10,12
SSC22337,21,19,41,7,0,4,0,6,5,0,0,0,0,0,0,7,6,11,12,11,23,0,0,0,33.3,31.6,26.8,33.3,31.6,22,0,3,3,0,0,0,3,0,7,3,3,7,9,3,13,0,0,0,0,0,0,9,3,13,22,19,34,4,0,3,14,11,23,14,3,16
SSC22338,114,118,236,70,19,90,21,55,69,5,7,15,0,0,0,97,82,174,18,31,54,0,0,0,85.1,69.5,73.7,84.2,68.6,73.7,3,3,4,3,5,15,13,21,34,8,14,17,40,13,55,0,0,3,4,3,6,46,17,63,116,118,231,14,15,32,99,99,199,31,32,60
SSC22339,362,324,693,150,69,216,38,63,99,5,6,14,8,7,17,208,150,351,118,144,261,3.8,4.7,4.8,57.5,46.3,50.6,53.3,42.6,47.5,0,0,0,3,12,16,14,19,32,16,28,45,105,34,141,3,3,4,4,3,8,112,46,156,338,302,641,36,43,75,270,235,509,91,98,189
SSC22340,149,145,297,58,26,82,25,45,71,13,6,19,0,3,3,92,78,168,39,52,94,0,3.8,1.8,61.7,53.8,56.6,64.4,53.1,57.9,3,5,8,4,10,15,25,27,54,16,16,31,36,18,49,3,0,3,0,0,0,34,20,55,136,129,269,15,22,36,99,85,187,56,62,116
SSC22341,40,37,82,26,10,39,0,8,8,0,3,7,0,0,0,24,24,53,12,12,32,0,0,0,60,64.9,64.6,65,56.8,65.9,3,3,7,0,3,7,0,15,13,0,3,7,11,3,16,0,0,0,3,0,3,11,3,16,44,36,80,5,8,13,41,33,67,8,14,21
SSC22342,13,9,24,9,5,13,0,3,5,0,0,0,0,0,0,9,5,16,3,5,9,0,0,0,69.2,55.6,66.7,69.2,88.9,75,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,11,26,4,0,4,16,11,23,3,0,4
SSC22343,2457,2684,5137,898,519,1420,286,551,841,84,92,177,99,51,154,1371,1218,2586,906,1244,2153,7.2,4.2,6,55.8,45.4,50.3,51.6,43.3,47.5,22,27,48,23,35,54,110,230,334,131,229,358,615,292,909,29,45,77,25,60,87,673,396,1069,2331,2372,4707,319,412,732,1734,1764,3499,802,947,1744
SSC22344,101,102,206,43,10,53,24,28,54,5,10,12,0,3,9,70,56,126,20,40,64,0,5.4,7.1,69.3,54.9,61.2,71.3,47.1,57.8,3,0,7,0,4,4,22,23,42,6,3,7,32,17,41,0,3,3,0,0,0,27,17,44,92,97,193,7,11,18,76,79,154,26,30,52
SSC22345,24,17,46,12,6,14,0,6,9,0,0,0,0,0,0,10,12,23,8,8,18,0,0,0,41.7,70.6,50,50,70.6,50,0,0,0,0,7,6,0,4,6,3,0,6,7,0,7,0,0,0,0,0,0,11,0,11,25,17,47,0,0,0,19,18,31,9,3,10
SSC22346,46,51,92,20,9,34,6,16,22,3,0,5,0,3,0,33,33,61,7,17,21,0,9.1,0,71.7,64.7,66.3,63,49,66.3,3,3,8,0,3,4,0,9,10,8,3,10,15,5,17,0,0,0,0,0,0,15,10,21,42,49,94,4,7,6,30,32,61,12,16,27
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,24,24,44,11,8,15,0,7,7,0,0,3,0,0,3,18,15,29,3,3,8,0,0,10.3,75,62.5,65.9,45.8,62.5,56.8,0,0,0,0,0,0,0,0,3,3,4,12,4,0,6,0,0,0,0,0,0,6,3,7,16,19,39,0,0,0,12,13,27,6,5,15
SSC22349,18,19,33,17,3,18,0,11,11,3,0,3,0,0,0,15,12,33,3,3,7,0,0,0,83.3,63.2,100,111.1,73.7,97,0,0,0,0,3,3,4,6,10,0,0,0,5,0,5,0,0,0,0,0,0,4,0,4,19,29,50,0,0,0,17,23,36,7,4,8
SSC22350,34,29,64,19,4,22,7,5,8,3,0,3,0,0,0,26,10,32,11,9,22,0,0,0,76.5,34.5,50,85.3,31,51.6,0,3,3,0,0,0,9,3,11,0,4,4,10,0,13,0,0,0,0,0,0,11,0,14,36,31,66,3,4,6,22,22,43,12,13,25
SSC22351,21,13,37,8,3,16,3,4,11,3,0,3,0,0,0,17,15,29,4,5,7,0,0,0,81,115.4,78.4,66.7,53.8,81.1,0,0,0,0,0,0,0,3,3,3,3,8,11,0,13,0,0,0,0,0,0,8,0,10,23,19,37,0,0,0,14,12,30,3,3,4
SSC22352,3,0,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,100,0,100,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3
SSC22353,114,107,219,55,17,73,17,34,56,4,3,4,3,3,3,77,62,138,28,37,65,3.9,4.8,2.2,67.5,57.9,63,66.7,50.5,60.7,3,0,4,3,3,6,3,13,16,9,13,24,38,21,61,0,0,0,0,3,3,43,23,63,115,116,233,16,15,29,87,91,181,29,30,61
SSC22354,28,16,44,10,4,23,3,4,7,0,0,0,0,0,0,22,12,31,8,4,11,0,0,0,78.6,75,70.5,46.4,50,68.2,0,0,0,0,0,0,3,0,3,0,0,3,8,4,10,0,0,0,0,0,3,7,3,11,25,15,44,0,0,0,24,9,34,4,7,9
SSC22355,82,76,156,32,17,44,8,23,27,3,3,3,3,6,10,48,42,90,22,26,51,6.3,14.3,11.1,58.5,55.3,57.7,52.4,56.6,47.4,0,0,0,0,0,0,5,8,10,4,8,12,22,7,36,0,0,0,0,0,0,22,13,32,77,72,151,4,6,9,62,55,122,18,17,30
SSC22356,39,25,65,12,4,18,4,4,11,0,4,5,4,0,4,26,11,37,8,7,16,15.4,0,10.8,66.7,44,56.9,41,48,52.3,0,5,9,0,0,0,3,4,5,3,0,3,10,0,10,0,0,0,0,0,0,10,0,10,41,30,65,3,0,3,36,24,54,5,7,12
SSC22357,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SSC22358,1023,1073,2092,453,222,673,114,291,402,54,52,103,42,30,70,658,587,1246,299,410,707,6.4,5.1,5.6,64.3,54.7,59.6,60.7,52.7,56.3,5,14,19,7,38,46,53,119,172,66,126,184,341,164,498,12,29,41,16,31,53,370,222,589,1045,1083,2133,120,135,258,755,751,1513,360,402,753
SSC22359,71,71,141,30,16,44,11,25,28,0,0,3,3,0,4,45,38,79,23,24,44,6.7,0,5.1,63.4,53.5,56,57.7,57.7,53.2,0,3,3,0,0,0,10,9,19,3,9,7,25,5,26,0,0,4,3,0,4,25,10,34,71,63,132,5,7,14,44,42,88,24,23,49
SSC22360,55,56,113,26,10,35,5,23,26,0,3,3,0,3,4,32,35,67,17,18,34,0,8.6,6,58.2,62.5,59.3,56.4,64.3,56.6,0,0,3,0,0,0,0,4,5,3,4,6,17,9,19,0,0,0,0,3,3,16,11,23,50,63,112,4,8,18,40,53,92,18,20,31
SSC22361,132,132,265,36,28,60,24,35,54,12,3,12,3,3,7,67,72,143,52,58,112,4.5,4.2,4.9,50.8,54.5,54,54.5,50,47.5,3,0,3,3,3,5,18,22,41,17,18,32,37,18,52,0,0,3,3,3,8,39,27,62,128,125,256,12,13,29,93,92,186,52,48,95
SSC22362,2249,2458,4708,890,459,1343,322,690,1019,60,82,140,76,68,147,1354,1293,2644,784,1054,1837,5.6,5.3,5.6,60.2,52.6,56.2,56.6,50.1,53.1,78,78,154,56,89,151,307,400,709,210,267,478,476,222,693,13,31,40,27,59,84,510,314,826,2153,2238,4392,408,410,818,1535,1627,3166,913,960,1876
SSC22363,72,74,148,43,20,60,7,14,24,0,0,0,0,0,0,49,38,84,15,24,39,0,0,0,68.1,51.4,56.8,69.4,45.9,56.8,0,0,0,0,0,0,7,6,11,0,5,9,16,7,20,0,3,3,0,5,3,13,11,28,75,74,155,0,0,4,57,65,122,14,14,32
SSC22364,67,63,129,36,9,45,17,24,33,6,3,8,3,3,3,53,43,92,10,20,28,5.7,7,3.3,79.1,68.3,71.3,88.1,57.1,66.7,0,0,0,0,0,0,9,17,27,7,8,22,23,9,28,6,0,6,0,0,0,20,12,35,76,73,146,7,3,9,52,54,102,30,19,49
SSC22365,1911,2077,3987,1038,473,1511,271,760,1028,69,107,178,51,58,109,1431,1394,2828,403,606,1004,3.6,4.2,3.9,74.9,67.1,70.9,72.1,64.5,68.1,68,58,132,61,108,171,259,413,669,203,217,424,508,266,777,20,26,39,17,46,66,546,338,878,2153,2232,4382,352,345,703,1403,1470,2877,948,964,1910
SSC22366,34,37,73,20,7,33,3,10,15,0,0,3,3,0,4,31,26,57,9,6,16,9.7,0,7,91.2,70.3,78.1,67.6,45.9,69.9,3,3,7,0,0,0,4,10,10,4,9,11,7,3,13,0,0,0,0,0,0,11,3,13,48,45,88,0,0,0,38,35,72,3,10,11
SSC22367,12,15,24,0,0,7,4,3,10,0,0,0,0,3,3,8,10,11,4,7,7,0,30,27.3,66.7,66.7,45.8,33.3,20,70.8,0,0,0,0,0,0,0,3,3,0,0,4,0,3,5,0,0,0,0,0,0,0,3,5,5,4,9,0,4,4,7,4,14,0,4,5
SSC22368,422,388,810,210,101,316,30,105,137,16,17,34,14,11,31,280,237,511,110,123,233,5,4.6,6.1,66.4,61.1,63.1,60.7,57.5,60.1,0,0,0,7,6,10,14,33,41,12,37,52,123,57,175,3,3,4,3,6,8,123,67,193,428,404,830,63,72,132,293,274,567,169,164,332
SSC22369,3287,3465,6749,1749,860,2612,434,1078,1512,74,113,188,102,103,203,2356,2161,4517,785,1153,1933,4.3,4.8,4.5,71.7,62.4,66.9,68.7,59.2,63.9,207,160,366,94,171,264,708,814,1516,278,366,646,615,207,819,23,27,44,51,61,112,691,293,985,3401,3462,6857,484,472,954,2563,2616,5180,1224,1234,2459
SSC22370,398,418,816,189,99,290,47,111,153,12,13,20,18,9,25,261,234,491,112,161,273,6.9,3.8,5.1,65.6,56,60.2,62.3,53.3,56.7,20,20,35,11,15,25,48,65,113,43,53,93,106,35,144,0,3,4,6,15,18,115,53,167,404,420,828,52,61,106,318,335,656,121,126,242
