SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC21307,17,133,447,370,394,347,51,0,0,1754,71,122,80,41,59,94,37,6,0,515,0,3,9,16,10,10,3,0,0,52,3,6,17,8,22,12,0,0,0,65,93,268,551,428,483,468,93,6,0,2395,8,25,36,22,18,26,3,0,0,138,28,11,5,9,4,12,5,0,0,70,36,38,40,30,21,40,7,0,0,211,130,308,598,464,501,503,99,6,0,2601,167,85,72,69,70,186,400,227,51,1332,14,16,59,16,31,20,38,11,0,202,306,407,722,544,604,718,531,253,50,4140,3,87,246,191,220,142,11,0,0,898,83,128,141,176,203,202,30,3,0,964,0,3,20,12,13,15,3,0,0,68,8,3,8,13,8,10,0,0,0,48,95,228,413,386,443,369,41,5,0,1982,3,9,23,12,15,3,0,0,0,76,22,10,16,20,22,18,0,0,0,105,30,18,41,35,39,21,0,0,0,178
SSC21308,18,144,577,704,676,364,77,7,0,2573,92,119,76,84,81,95,69,18,0,635,4,7,16,18,10,19,9,0,0,80,3,12,19,13,14,17,5,0,0,84,121,285,685,819,776,493,160,24,0,3369,15,19,35,26,33,13,0,0,0,133,30,19,3,6,11,11,4,0,0,68,39,35,32,30,40,24,3,0,0,201,163,319,723,851,815,517,167,24,0,3571,252,72,58,63,100,127,546,515,137,1869,10,15,45,29,47,30,59,46,30,310,415,408,833,941,961,676,766,589,166,5758,9,109,388,328,373,189,30,3,0,1440,134,147,175,383,363,219,80,5,0,1509,3,6,48,29,14,16,7,0,0,128,0,4,10,11,11,8,4,0,0,54,147,270,614,753,769,435,122,12,0,3128,0,5,19,16,14,13,0,0,0,68,27,21,12,25,20,4,0,0,0,107,32,26,27,41,31,15,0,0,0,173
SSC21309,6,31,73,70,107,82,15,0,0,387,22,26,11,12,10,13,17,0,0,104,0,0,0,0,0,3,0,0,0,6,3,0,3,0,3,0,0,0,0,6,31,58,83,78,117,94,29,0,0,502,0,4,0,3,5,3,0,0,0,13,9,3,0,0,0,4,0,0,0,14,9,9,0,3,5,6,0,0,0,30,41,64,83,80,126,97,29,0,0,533,41,11,11,4,8,20,55,22,3,173,3,4,4,9,7,8,8,0,0,43,86,75,97,94,140,127,100,22,3,750,0,22,43,21,49,42,0,0,0,184,24,27,25,40,60,48,3,0,0,226,0,0,3,0,5,5,0,0,0,12,0,0,4,0,9,0,0,0,0,10,26,46,78,57,119,92,6,0,0,431,3,0,0,0,0,0,0,0,0,6,9,0,3,0,0,0,0,0,0,13,12,0,3,0,4,0,0,0,0,16
SSC21310,0,0,3,0,3,7,0,0,0,12,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,21,3,0,0,0,0,0,5,0,0,11,0,0,0,0,0,3,0,0,0,4,3,0,4,0,6,6,4,0,0,31,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21311,6,31,105,148,85,65,12,0,0,451,7,22,20,20,18,21,14,3,0,128,0,0,0,7,3,5,4,0,0,20,0,0,3,0,0,3,0,0,0,5,12,57,125,174,108,88,26,3,0,602,0,8,5,9,8,4,0,0,0,34,5,0,0,5,4,0,0,0,0,16,9,11,6,10,15,4,0,0,0,47,23,64,136,183,117,89,26,3,0,652,36,4,14,16,26,22,161,106,24,393,3,0,16,12,6,3,15,3,0,59,57,71,159,210,152,118,199,109,24,1103,0,15,64,67,51,44,4,0,0,253,12,21,34,66,37,38,11,0,0,223,0,0,8,11,0,5,0,0,0,23,0,3,5,0,0,3,0,0,0,10,17,42,107,144,86,92,18,0,0,509,3,4,3,6,0,0,0,0,0,17,4,3,0,12,3,0,0,0,0,25,9,4,3,16,3,0,0,0,0,33
SSC21312,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21313,0,0,0,7,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,16,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,0,0,24,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC21314,0,4,3,5,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,10,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21316,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,0,3,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21317,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,0,19,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21318,13,72,185,191,183,147,23,3,0,826,53,76,51,35,34,41,25,8,0,314,12,3,4,3,6,9,3,0,0,45,3,0,3,3,4,3,0,0,0,21,74,154,244,231,228,199,56,13,0,1206,8,18,15,12,9,0,0,0,0,59,14,15,0,5,0,6,4,0,0,39,18,29,15,15,9,6,4,0,0,103,93,180,261,250,239,201,63,13,0,1303,78,39,40,28,45,86,178,138,87,723,11,12,10,11,17,15,20,17,12,121,182,233,315,284,297,307,265,163,98,2143,9,46,141,90,118,75,13,0,0,491,69,108,91,92,132,117,35,0,0,651,3,16,23,9,7,7,3,0,0,69,3,6,5,0,5,6,0,0,0,22,92,174,253,192,268,202,46,4,0,1233,4,3,6,3,3,3,0,0,0,34,21,9,8,11,3,4,0,0,0,62,25,10,17,18,8,9,0,0,0,90
SSC21319,3,112,986,686,385,191,20,0,0,2377,30,141,201,110,54,60,21,0,0,622,0,4,17,13,8,8,5,0,0,58,0,4,16,5,4,0,0,0,0,27,31,258,1220,821,454,258,49,0,0,3091,3,15,28,19,8,19,0,0,0,92,16,22,12,3,0,5,0,0,0,61,13,41,40,25,13,25,0,0,0,158,47,294,1264,845,470,280,48,0,0,3249,114,92,99,70,58,131,169,100,34,870,5,20,103,63,35,35,16,17,4,297,161,415,1467,969,565,439,241,120,34,4416,3,132,976,425,282,131,10,0,0,1965,61,159,311,270,144,91,29,0,0,1067,5,11,59,53,13,6,3,0,0,147,0,4,9,5,3,3,0,0,0,25,70,298,1361,746,444,231,51,0,0,3204,4,4,23,4,22,12,0,0,0,70,14,23,24,14,8,6,6,0,0,88,15,29,48,22,28,20,6,0,0,163
SSC21320,8,56,109,111,141,125,27,3,0,587,20,15,11,13,24,50,20,3,0,155,5,0,7,3,6,6,3,3,0,31,0,3,0,3,5,3,3,0,0,16,36,79,137,125,172,177,51,14,3,789,0,6,7,11,9,4,0,0,0,47,6,0,5,4,3,3,0,0,0,18,3,6,14,8,12,8,0,0,0,63,39,84,147,136,188,190,51,14,3,851,60,5,13,22,28,73,158,148,58,566,4,10,10,22,9,15,28,24,11,133,107,96,175,176,232,271,233,181,74,1548,6,28,41,39,77,56,9,3,0,265,42,21,64,70,107,91,26,3,0,415,0,3,8,9,5,6,0,0,0,32,3,0,0,0,0,3,0,3,0,14,47,53,118,114,194,158,40,7,0,728,0,3,3,3,9,4,0,0,0,22,6,0,7,0,3,0,0,0,0,21,11,3,11,6,10,6,0,0,0,41
SSC21321,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21322,3,6,8,11,13,15,3,3,0,57,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,11,18,18,6,4,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,9,18,18,6,4,0,78,8,0,0,0,0,5,8,0,0,24,0,0,0,0,0,0,0,0,0,3,16,7,12,9,20,21,15,4,0,105,0,3,3,3,8,4,3,0,0,25,3,0,4,3,3,8,0,3,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,9,9,19,9,5,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21323,0,3,0,3,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,16,3,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,3,0,0,30,0,0,0,0,7,0,0,0,0,9,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21324,0,0,3,5,7,7,0,0,0,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,3,0,0,31,0,0,0,0,0,0,5,0,0,7,0,0,0,3,0,0,0,0,0,3,3,0,6,7,9,7,7,0,0,40,0,3,3,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21325,0,3,3,3,4,3,4,0,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,5,0,0,29,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,6,3,6,8,5,4,0,35,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21326,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,10,3,0,0,20,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,3,0,0,9,3,0,0,4,5,11,14,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21327,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,13,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21328,18,226,1039,990,1192,765,210,33,3,4471,155,398,265,131,136,180,198,57,4,1533,6,23,25,17,24,22,7,4,0,135,3,11,28,19,15,3,3,0,0,94,192,655,1358,1153,1372,970,420,90,8,6226,0,25,48,34,42,22,3,0,0,184,59,47,21,7,3,14,8,0,0,165,61,73,66,42,52,44,9,0,0,345,249,728,1427,1201,1422,1011,432,89,13,6571,545,188,142,91,149,243,526,398,235,2519,22,38,119,92,109,127,78,42,22,650,817,959,1683,1384,1679,1388,1044,533,270,9748,8,212,915,584,677,490,98,4,0,2987,231,391,354,493,594,400,173,22,8,2662,10,17,57,53,33,30,13,0,0,205,12,11,25,18,16,6,8,8,0,101,263,627,1348,1142,1319,929,293,31,7,5961,0,14,33,21,28,16,4,0,0,112,46,46,23,35,28,19,3,0,0,200,49,56,59,51,57,32,4,0,0,313
SSC21329,3,51,212,298,387,189,39,12,0,1179,76,98,50,35,40,58,54,6,0,419,3,0,4,3,8,3,0,0,0,27,3,0,8,4,0,0,8,0,0,24,88,149,263,339,436,252,96,17,0,1648,0,4,9,6,22,7,0,0,0,58,18,9,3,0,0,0,4,0,0,39,18,16,11,10,21,13,5,0,0,95,102,164,282,350,462,263,104,17,0,1741,153,37,33,21,31,80,140,122,64,675,9,7,23,21,36,14,9,8,7,139,267,208,334,387,529,354,253,152,70,2550,0,44,158,153,198,107,27,0,0,691,79,99,74,172,221,117,44,3,0,810,0,0,13,14,8,7,4,0,0,57,0,3,6,3,3,0,4,0,0,17,77,148,253,342,429,231,88,4,0,1573,0,7,7,14,4,4,0,0,0,36,12,0,9,7,4,0,0,0,0,38,14,9,12,20,13,6,0,0,0,67
SSC21330,0,0,4,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,8,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21331,43,277,1268,1280,1102,716,119,4,0,4803,148,234,235,184,213,176,73,7,0,1273,4,12,24,20,23,21,5,0,0,113,6,26,26,27,27,16,5,3,0,145,203,550,1552,1521,1364,931,204,14,0,6331,25,49,76,77,53,44,0,0,0,324,71,52,18,14,18,13,14,0,0,197,101,100,94,86,74,59,13,0,0,521,299,655,1645,1605,1434,990,211,10,0,6858,587,210,188,140,198,332,753,381,116,2914,28,26,70,53,46,46,53,26,3,357,917,896,1904,1808,1676,1370,1018,420,122,10122,15,223,902,764,652,350,47,0,0,2958,188,319,391,509,400,275,65,0,0,2156,4,16,75,46,16,28,6,0,0,198,6,18,24,22,22,12,3,0,0,111,216,579,1388,1346,1093,670,121,3,3,5428,8,36,55,45,36,20,0,0,0,206,77,60,32,42,38,20,0,0,0,272,86,100,90,88,76,46,0,0,0,479
SSC21332,37,91,299,325,365,223,45,3,0,1383,61,16,23,31,44,53,38,8,0,270,4,7,5,5,9,6,8,0,0,51,4,3,3,5,7,3,0,0,3,29,115,112,333,362,420,281,92,12,3,1734,4,4,4,7,0,3,0,0,0,37,18,3,0,0,3,3,6,0,0,32,28,8,6,7,9,3,6,0,0,68,140,123,342,373,431,292,91,12,3,1801,80,16,16,21,27,64,197,110,55,586,17,4,25,27,28,18,19,6,3,146,234,144,382,423,475,369,312,136,68,2541,22,59,155,150,204,109,14,0,0,700,129,45,122,193,173,132,33,0,0,823,5,5,20,15,9,14,3,0,0,72,8,5,0,6,5,3,0,0,0,26,161,113,294,359,394,253,43,3,0,1629,3,3,3,7,11,0,0,0,0,22,18,0,0,6,3,7,0,0,0,34,21,4,8,13,10,3,0,0,0,63
