SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC22217,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,6,..,28,43
SSC22218,413,887,22,38,36,62,56,101,18,29,0,0,9,9,0,0,25,35,0,3,0,0,0,0,0,0,0,3,3,3,501,1033,385,..,877,1033
SSC22219,63,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,128,13,..,82,128
SSC22220,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,..,6,10
SSC22221,1344,4085,123,330,120,332,246,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,4745,128,..,1717,4745
SSC22222,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,76,18,..,52,76
SSC22223,1988,5831,575,1118,375,997,946,2117,161,265,246,384,331,514,0,0,739,1158,0,0,0,0,0,0,19,30,19,30,11,26,3704,9165,487,..,4185,9165
SSC22224,62,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,164,15,..,78,164
SSC22225,97,199,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,203,581,..,676,203
SSC22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22227,213,535,9,12,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,11,233,557,26,..,253,557
SSC22228,345,943,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,352,958,34,..,385,958
SSC22229,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,87,120,..,154,87
SSC22230,259,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,6,9,0,0,266,688,31,..,300,688
SSC22231,1952,5705,22,60,22,58,46,120,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,7,1995,5842,99,..,2099,5842
SSC22232,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,77,0,..,35,77
SSC22233,83,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,216,9,..,87,216
SSC22234,77,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,81,220,19,..,102,220
SSC22235,245,515,4,7,0,0,4,7,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,5,3,5,0,0,255,539,57,..,315,539
SSC22236,1133,3427,385,1131,104,320,494,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1631,4885,78,..,1703,4885
SSC22237,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,17,15,..,21,17
SSC22238,4920,12172,1104,1739,396,763,1496,2506,193,282,79,114,8,4,0,0,276,401,0,0,40,45,0,3,11,16,53,64,6,3,6751,15149,747,..,7497,15149
SSC22239,593,1517,8,7,95,236,103,245,14,25,0,0,0,0,0,0,14,25,0,0,0,0,0,0,3,4,3,4,0,0,713,1795,84,..,800,1795
SSC22240,115,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,121,272,193,..,309,272
SSC22241,57,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,146,20,..,71,146
SSC22242,47,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,13,..,58,113
SSC22243,67,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,200,14,..,79,200
SSC22244,2777,6462,1347,2558,14,22,1365,2578,45,79,0,0,0,0,0,0,45,79,0,0,0,0,0,0,0,7,0,7,18,30,4202,9161,377,..,4582,9161
SSC22245,1299,3415,121,247,204,470,321,718,188,355,116,213,61,87,3,4,365,658,0,0,0,0,0,0,13,25,12,29,10,10,2011,4829,226,..,2236,4829
SSC22246,168,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,173,489,16,..,187,489
SSC22247,518,1480,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,525,1496,34,..,563,1496
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22249,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,63,..,73,16
SSC22250,73,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,70,165,12,..,82,165
SSC22251,43,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,105,27,..,72,105
SSC22252,784,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,788,2280,66,..,856,2280
SSC22253,262,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,265,769,17,..,284,769
SSC22254,2164,5132,27,39,3,3,34,42,215,297,0,0,0,0,0,0,215,297,16,17,6,8,0,0,4,4,28,32,10,30,2441,5533,283,..,2725,5533
SSC22255,62,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,167,9,..,67,167
SSC22256,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SSC22257,42,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,104,14,..,56,104
SSC22258,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,28,13,..,23,28
SSC22259,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,5,..,14,23
SSC22260,129,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,148,408,9,..,156,408
SSC22261,85,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,86,246,16,..,107,246
SSC22262,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,..,11,3
SSC22263,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68,13,..,49,68
SSC22264,9534,24852,1400,2552,85,189,1486,2742,112,171,0,3,0,0,0,0,114,172,28,40,0,0,0,0,22,51,52,91,26,56,11209,27918,1206,..,12419,27918
SSC22265,346,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,350,1030,65,..,417,1030
SSC22266,268,911,12,16,3,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,933,16,..,296,933
SSC22267,102,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,105,248,19,..,122,248
SSC22268,204,440,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,212,451,305,..,514,451
SSC22269,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,5,13
SSC22270,365,1107,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,10,370,1132,45,..,414,1132
SSC22271,84,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,176,415,..,495,176
SSC22272,191,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,193,512,38,..,228,512
SSC22273,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,4,..,19,38
SSC22274,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,0,..,26,62
SSC22275,61,116,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,65,123,237,..,303,123
SSC22276,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,..,20,6
SSC22277,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,8,..,32,59
SSC22278,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,..,15,20
SSC22279,228,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,228,503,59,..,285,503
SSC22280,2256,7032,241,562,61,161,304,724,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2562,7760,149,..,2712,7760
SSC22281,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,..,13,35
SSC22282,92,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,205,20,..,116,205
SSC22283,79,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,181,453,..,534,181
SSC22284,123,335,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,336,4,..,124,336
SSC22285,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,3,..,13,29
SSC22286,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,14,..,34,41
SSC22287,451,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,456,1370,48,..,500,1370
SSC22288,354,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,974,37,..,392,974
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22290,270,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,273,653,47,..,319,653
SSC22291,968,2293,89,136,34,73,119,211,53,88,0,0,0,0,0,0,53,88,0,0,0,0,0,0,4,16,4,16,4,11,1154,2615,208,..,1358,2615
SSC22292,615,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,612,1451,523,..,1141,1451
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22294,3217,9268,636,1074,44,107,679,1182,3,3,0,0,0,3,0,0,3,6,19,27,23,30,0,3,0,0,37,56,8,17,3952,10524,248,..,4200,10524
SSC22295,646,1221,6,14,3,9,14,18,3,6,0,3,3,5,0,0,9,12,0,0,5,3,0,0,0,5,3,4,0,0,668,1262,2269,..,2935,1262
SSC22296,175,402,10,19,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,189,429,13,..,207,429
SSC22297,278,682,89,150,33,79,126,230,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,3,9,0,4,402,922,53,..,454,922
SSC22298,330,844,250,440,173,467,424,906,59,91,0,0,0,0,0,0,59,91,0,0,0,0,0,0,6,9,4,9,6,21,822,1872,72,..,894,1872
SSC22299,266,626,870,1910,986,2329,1862,4241,229,336,116,171,2313,4126,0,3,2658,4633,0,0,0,0,0,0,43,92,43,92,24,38,4856,9632,778,..,5629,9632
SSC22300,6166,19871,526,1399,626,1655,1154,3056,29,40,29,34,0,3,0,0,59,75,0,0,0,0,0,0,0,0,0,0,6,29,7381,23030,449,..,7839,23030
SSC22301,46,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,108,15,..,58,108
SSC22302,0,5,0,0,0,0,0,0,0,0,3,9,4,10,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,..,15,29
SSC22303,851,2167,739,1617,988,2324,1730,3941,861,1576,3314,5470,5235,8984,7,11,9414,16041,0,4,0,0,0,0,15,20,13,26,35,63,12043,22236,2320,..,14362,22236
SSC22304,14,22,13,36,142,313,158,344,32,76,264,520,7831,15351,0,0,8128,15950,0,0,0,3,0,0,11,16,11,22,8,3,8315,16340,1784,..,10097,16340
SSC22305,42,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,121,3,..,44,121
SSC22306,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,3,..,14,23
SSC22307,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,76,15,..,45,76
SSC22308,651,1685,119,235,187,491,307,726,9,8,0,0,0,0,0,0,7,15,0,0,0,0,0,0,13,32,15,31,8,9,987,2466,115,..,1102,2466
SSC22309,1025,2541,147,195,6,13,160,214,9,6,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,4,3,1192,2761,152,..,1346,2761
SSC22310,66,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,69,167,19,..,88,167
SSC22311,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,94,10,..,38,94
SSC22312,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,12,28
SSC22313,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC22314,53,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,158,18,..,76,158
SSC22315,117,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,324,11,..,131,324
SSC22316,57,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,53,162,9,..,60,162
SSC22317,4657,15703,909,2481,350,1079,1261,3563,537,1077,53,105,3,13,6,16,599,1209,29,37,55,73,3,0,5,10,92,121,26,54,6630,20657,436,..,7070,20657
SSC22318,3278,11020,309,805,49,175,363,980,87,237,13,33,0,0,0,4,108,272,26,28,0,0,0,5,0,0,31,33,3,4,3776,12317,193,..,3968,12317
SSC22319,9036,27668,1165,2838,525,1481,1689,4323,1121,2739,15,30,9,12,11,20,1152,2805,0,0,3,6,0,0,37,114,41,125,35,98,11950,35015,952,..,12902,35015
SSC22320,1691,4135,167,284,22,41,190,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,12,0,4,1882,4471,182,..,2063,4471
SSC22321,384,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,17,392,1097,30,..,419,1097
SSC22322,298,792,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,303,800,329,..,636,800
SSC22323,938,1924,28,35,0,4,32,36,16,16,0,0,0,0,0,0,16,16,8,13,0,3,0,0,4,8,12,20,0,6,1000,2008,172,..,1174,2008
SSC22324,32,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,84,11,..,38,84
SSC22325,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,10,..,29,41
SSC22326,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,3,..,21,46
SSC22327,25,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76,0,..,28,76
SSC22328,812,2500,75,103,76,138,146,239,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,5,0,0,966,2746,55,..,1020,2746
SSC22329,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,0,..,17,40
SSC22330,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,5,..,22,34
SSC22331,55,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,117,12,..,69,117
SSC22332,553,1510,606,1345,457,1044,1064,2387,1759,2873,3321,5273,2412,3899,14,22,7503,12070,0,11,0,0,0,0,359,605,359,611,51,83,9528,16663,1681,..,11213,16663
SSC22333,1022,3294,451,1140,291,902,742,2039,1316,2478,2151,3682,199,297,15,18,3673,6478,0,0,0,0,0,0,31,53,31,53,17,33,5486,11896,726,..,6219,11896
SSC22334,113,353,104,274,177,453,273,731,234,374,479,753,308,517,3,3,1032,1649,0,0,0,0,0,0,3,5,3,5,7,4,1432,2741,233,..,1660,2741
SSC22335,956,1991,36,52,16,47,49,95,65,103,0,0,0,0,0,0,65,103,0,0,0,0,0,0,0,0,0,0,7,17,1080,2212,1188,..,2274,2212
SSC22336,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,8,..,25,32
SSC22337,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,16,..,40,41
SSC22338,92,260,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,263,7,..,103,263
SSC22339,318,718,3,4,0,0,3,4,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,323,728,39,..,357,728
SSC22340,112,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,119,293,30,..,151,293
SSC22341,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,0,..,37,94
SSC22342,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,33,0,..,10,33
SSC22343,2215,5038,51,76,0,0,51,76,150,202,0,0,0,0,0,0,147,201,7,7,0,5,0,0,4,5,15,21,18,49,2457,5385,301,..,2758,5385
SSC22344,87,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,89,220,3,..,96,220
SSC22345,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,5,..,29,48
SSC22346,33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,11,..,37,89
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22348,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,0,..,20,43
SSC22349,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,14,44,7,..,23,44
SSC22350,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,3,..,32,66
SSC22351,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,4,..,21,38
SSC22352,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,3,6
SSC22353,95,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,260,35,..,130,260
SSC22354,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,7,..,32,44
SSC22355,69,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,155,8,..,81,155
SSC22356,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,64,5,..,37,64
SSC22357,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC22358,936,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,5,19,953,2382,77,..,1028,2382
SSC22359,58,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,58,139,30,..,93,139
SSC22360,49,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,129,11,..,55,129
SSC22361,125,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,9,0,0,133,262,53,..,189,262
SSC22362,1903,4782,274,435,13,39,290,476,8,13,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,5,3,2208,5275,225,..,2426,5275
SSC22363,60,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,154,20,..,79,154
SSC22364,53,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,158,12,..,62,158
SSC22365,1696,5134,3,6,0,0,3,6,4,10,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,4,9,1709,5157,109,..,1812,5157
SSC22366,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,88,7,..,38,88
SSC22367,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,0,..,11,16
SSC22368,342,945,7,7,0,0,7,7,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,3,6,8,13,357,972,31,..,389,972
SSC22369,2218,6579,243,531,310,825,556,1357,18,20,4,6,0,4,0,0,21,29,0,0,0,0,0,0,12,23,12,23,6,30,2811,8011,213,..,3023,8011
SSC22370,298,838,31,83,13,41,43,119,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,347,966,28,..,381,966
SSC22371,53,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,140,11,..,68,140
SSC22372,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,83,23,..,61,83
SSC22373,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,76,19,..,57,76
SSC22374,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,..,17,7
SSC22375,72,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,212,12,..,82,212
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22377,58,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,18,52,0,0,74,221,8,..,83,221
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC22379,11053,31537,421,641,95,193,513,835,901,1533,0,0,0,0,0,0,901,1533,3,6,0,0,0,0,3,6,5,13,20,41,12491,33962,875,..,13364,33962
SSC22380,105,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,3,4,0,0,108,289,11,..,122,289
