SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC20810,127,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,369,11,..,138,369
SSC20811,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,3,..,33,63
SSC20812,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,6,..,14,22
SSC20813,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,4,6
SSC20814,33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,35,89,20,..,53,89
SSC20815,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,4,..,13,30
SSC20816,410,939,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,420,952,102,..,524,952
SSC20817,1989,4739,184,243,0,0,184,243,22,37,0,0,0,0,0,0,22,37,0,0,0,0,0,0,6,9,4,14,21,38,2217,5065,211,..,2429,5065
SSC20818,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC20819,1083,3172,25,55,46,99,66,152,207,376,8,19,0,0,0,0,221,395,0,0,0,0,0,0,0,3,0,3,4,7,1372,3729,140,..,1510,3729
SSC20820,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,65,12,..,35,65
SSC20821,459,1078,0,3,0,0,0,3,29,50,0,0,0,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0,0,4,493,1131,80,..,572,1131
SSC20822,683,1483,146,232,25,57,169,287,16,31,0,0,0,0,0,0,16,31,0,0,0,0,0,0,3,3,3,9,3,0,878,1810,138,..,1023,1810
SSC20823,1316,3148,202,306,29,64,237,373,6,15,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,3,4,6,3,8,1564,3545,187,..,1751,3545
SSC20824,155,366,104,248,285,733,394,978,165,282,651,1072,802,1399,0,0,1616,2743,0,0,0,0,0,0,3,8,3,8,6,7,2173,4103,448,..,2617,4103
SSC20825,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,0,..,9,24
SSC20826,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67,9,..,30,67
SSC20827,328,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,330,762,78,..,411,762
SSC20828,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,38,..,49,21
SSC20829,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,23,0,..,10,23
SSC20830,874,2285,6,10,0,0,6,10,7,14,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,43,46,928,2351,100,..,1025,2351
SSC20831,34,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,106,3,..,41,106
SSC20832,4498,11318,665,995,18,30,679,1019,42,68,0,0,0,0,0,0,42,68,7,3,15,22,0,0,4,8,26,39,15,48,5258,12496,738,..,6000,12496
SSC20833,175,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,181,476,19,..,199,476
SSC20834,136,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136,375,10,..,146,375
SSC20835,61,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,173,19,..,82,173
SSC20836,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,16,..,52,95
SSC20837,364,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,363,1114,25,..,382,1114
SSC20838,364,778,17,21,0,0,17,21,10,12,0,0,0,0,0,0,10,12,0,0,0,0,0,0,3,5,6,12,0,0,404,820,129,..,534,820
SSC20839,35,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,97,3,..,39,97
SSC20840,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,65,5,..,34,65
SSC20841,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,73,11,..,43,73
SSC20842,1174,3248,149,323,146,360,299,685,591,1181,77,131,12,22,0,0,681,1325,0,0,0,5,0,0,3,8,4,12,4,16,2164,5289,195,..,2361,5289
SSC20843,69,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,74,181,32,..,108,181
SSC20844,346,679,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,13,24,11,14,3,3,0,3,31,46,16,25,394,757,231,..,623,757
SSC20845,82,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,208,12,..,95,208
SSC20846,141,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,10,0,3,146,325,26,..,165,325
SSC20847,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,6,..,23,33
SSC20848,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,51,3,..,26,51
SSC20849,23,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,4,..,36,71
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20851,56,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,161,10,..,66,161
SSC20852,56,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,53,134,3,..,60,134
SSC20853,934,2643,36,55,3,0,33,59,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,9,3,9,0,4,973,2713,106,..,1085,2713
SSC20854,74,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,214,11,..,92,214
SSC20855,88,159,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,164,20,..,104,164
SSC20856,314,671,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,16,19,0,3,0,0,4,15,21,35,0,0,344,711,53,..,398,711
SSC20857,226,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,530,45,..,277,530
SSC20858,1691,5103,526,1060,298,730,824,1796,1035,1897,327,519,103,169,11,14,1471,2602,0,0,0,0,0,0,46,84,49,83,13,27,4041,9605,385,..,4428,9605
SSC20859,5446,15883,161,244,185,410,351,656,384,694,17,22,0,0,0,0,398,717,0,6,0,0,0,0,0,9,7,14,9,26,6220,17301,445,..,6664,17301
SSC20860,2075,6508,15,44,21,56,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,7,2115,6619,94,..,2210,6619
SSC20861,944,2782,625,1567,380,907,1000,2474,1990,3520,2836,4620,251,440,5,11,5078,8592,0,0,0,0,0,0,3,3,3,3,31,58,7054,13908,1036,..,8089,13908
SSC20862,1911,5305,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,6,0,0,0,0,3,11,3,10,1923,5331,164,..,2091,5331
SSC20863,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,16,..,36,27
SSC20864,115,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,336,11,..,125,336
SSC20865,6882,20733,498,1453,333,1076,836,2524,0,7,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,4,7,6,7,16,7726,23296,517,..,8244,23296
SSC20866,187,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,186,502,16,..,206,502
SSC20867,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,..,7,20
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20869,55,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,107,14,..,73,107
SSC20870,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,9,..,17,26
SSC20871,216,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,220,603,38,..,256,603
SSC20872,7846,24957,1311,3362,781,2329,2089,5692,27,60,146,215,0,7,0,0,177,283,0,0,0,4,0,0,0,0,0,9,13,27,10117,30960,665,..,10784,30960
SSC20873,1446,4001,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,12,10,9,3,6,0,0,5,7,17,22,3,5,1472,4044,70,..,1545,4044
SSC20874,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67,5,..,30,67
SSC20875,76,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,78,164,25,..,102,164
SSC20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20877,96,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,100,211,27,..,127,211
SSC20878,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,..,6,7
SSC20879,3869,11595,386,787,1102,2389,1485,3175,1435,2679,355,611,615,984,0,0,2406,4273,0,0,0,3,0,0,10,25,9,25,25,50,7795,19114,850,..,8643,19114
SSC20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20881,400,1137,86,187,84,214,174,399,340,626,140,247,158,289,0,0,640,1158,0,0,0,0,0,0,0,0,0,0,3,16,1219,2716,109,..,1331,2716
SSC20882,366,1019,95,175,64,181,158,351,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,0,0,532,1377,55,..,592,1377
SSC20883,465,1350,181,410,3,11,185,419,81,99,0,0,0,0,0,0,84,102,0,0,0,0,0,0,7,10,7,10,0,7,736,1889,55,..,800,1889
SSC20884,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,9,..,32,59
SSC20885,226,499,8,17,15,26,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,256,551,33,..,287,551
SSC20886,1248,2732,92,112,0,3,90,114,49,63,0,0,0,0,0,0,49,63,7,14,0,0,0,0,0,4,9,17,3,13,1406,2943,226,..,1633,2943
SSC20887,86,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,188,26,..,112,188
SSC20888,52,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,103,32,..,78,103
SSC20889,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,..,5,10
SSC20890,72,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,5,0,0,76,175,4,..,82,175
SSC20891,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,127,14,..,65,127
SSC20892,34,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,102,3,..,37,102
SSC20893,770,2400,51,110,0,0,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,2513,37,..,861,2513
SSC20894,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,3,..,12,39
SSC20895,1143,3272,271,616,301,647,568,1263,656,1034,78,127,83,142,0,0,817,1308,0,0,0,0,0,0,5,18,5,18,8,19,2550,5880,244,..,2788,5880
SSC20896,105,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,241,377,..,475,241
SSC20897,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,..,4,21
SSC20898,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,8,..,35,80
SSC20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20900,3,8,3,10,0,0,3,10,30,65,10,23,12,36,0,0,50,129,0,0,0,0,0,0,0,0,0,0,0,5,51,146,37,..,91,146
SSC20901,71,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,150,11,..,80,150
SSC20902,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,17,..,41,59
SSC20903,3856,11386,300,757,272,790,577,1548,54,144,0,0,0,0,0,3,53,149,0,0,0,0,0,0,11,26,11,26,12,49,4511,13161,392,..,4906,13161
SSC20904,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,11,29,4,..,17,29
SSC20905,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,8,20,3,..,11,20
SSC20906,40,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,86,7,..,50,86
SSC20907,56,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,146,9,..,72,146
SSC20908,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,22,..,36,35
SSC20909,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,..,11,9
SSC20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20911,8629,23226,530,947,239,587,772,1529,115,146,70,109,0,3,0,0,180,258,0,0,0,0,0,0,7,20,7,20,24,50,9621,25091,707,..,10327,25091
SSC20912,514,1380,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,516,1385,33,..,550,1385
SSC20913,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,7,24
SSC20914,178,454,0,0,5,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,469,124,..,315,469
SSC20915,301,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,4,8,3,4,308,747,127,..,438,747
SSC20916,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,..,12,16
SSC20917,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,..,11,22
SSC20918,584,1413,438,943,748,1826,1182,2774,495,889,440,760,1362,2942,0,7,2302,4593,0,0,0,0,0,0,23,52,23,52,28,43,4129,8875,472,..,4600,8875
SSC20919,768,1923,1759,4090,773,2051,2530,6143,755,1350,493,812,481,820,0,0,1727,2984,0,0,0,0,0,0,31,71,31,71,28,50,5085,11179,561,..,5641,11179
SSC20920,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,32,86,0,..,36,86
SSC20921,38,83,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,3,..,39,86
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20923,666,1791,493,1042,218,542,712,1579,201,344,565,867,846,2191,0,3,1609,3406,0,0,0,0,0,0,30,51,30,51,13,25,3027,6852,291,..,3311,6852
SSC20924,333,737,0,0,0,0,0,0,3,6,0,0,0,3,0,0,9,13,0,0,0,0,0,0,5,10,5,10,3,0,345,757,564,..,915,757
SSC20925,1169,2874,269,487,59,130,325,618,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,7,5,1505,3501,203,..,1708,3501
SSC20926,252,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,0,0,7,10,0,0,254,592,77,..,330,592
SSC20927,59,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,174,5,..,63,174
SSC20928,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SSC20929,2220,5839,349,771,725,1805,1078,2579,1174,2575,634,1233,1233,2183,14,22,3056,6009,0,0,0,0,0,0,46,111,46,111,43,65,6441,14611,659,..,7102,14611
SSC20930,43,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,111,6,..,50,111
SSC20931,2900,8041,729,1383,224,625,955,2004,45,70,25,50,0,0,0,0,69,118,0,0,0,0,0,0,0,4,0,4,8,19,3939,10181,301,..,4240,10181
SSC20932,87,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,241,26,..,115,241
SSC20933,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,91,178,46,..,134,178
SSC20934,692,1474,31,37,0,0,31,37,38,39,0,0,0,0,0,0,40,39,13,15,0,0,0,0,0,0,13,15,3,3,776,1568,203,..,985,1568
SSC20935,64,143,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,147,42,..,104,147
SSC20936,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,3,..,34,58
SSC20937,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,6,..,15,19
SSC20938,38,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,123,0,..,41,123
SSC20939,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,..,12,20
SSC20940,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,12,..,31,59
SSC20941,10684,26531,2284,3711,570,1117,2858,4832,754,1180,54,76,63,90,5,5,875,1345,3,3,5,8,0,0,16,48,24,57,32,75,14476,32836,1499,..,15971,32836
SSC20942,1978,4803,102,133,49,109,146,247,7,15,0,0,0,0,3,5,13,21,0,7,0,0,0,0,3,10,5,19,4,10,2151,5094,186,..,2340,5094
SSC20943,5565,15468,683,996,173,376,855,1375,40,51,8,9,0,0,0,0,46,64,13,15,27,34,0,0,0,0,37,50,10,28,6522,16984,557,..,7077,16984
SSC20944,36,91,0,0,0,3,0,3,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,46,95,39,..,82,95
SSC20945,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,8,11,0,0,55,89,46,..,103,89
SSC20946,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,4,12
SSC20947,154,385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,7,0,3,155,397,17,..,168,397
SSC20948,78,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,185,36,..,112,185
SSC20949,58,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,58,163,12,..,71,163
SSC20950,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,..,13,3
SSC20951,19,53,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,0,..,25,57
SSC20952,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,4,..,20,35
SSC20953,55,118,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,10,12,22,27,0,0,0,0,31,36,3,4,93,176,6,..,100,176
SSC20954,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,..,14,3
SSC20955,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,3,..,23,46
SSC20956,36,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,7,..,43,90
SSC20957,56,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,66,157,9,..,69,157
SSC20958,157,447,43,75,43,122,85,195,179,253,0,0,10,24,0,0,192,282,0,0,0,0,0,0,0,0,0,0,0,0,432,924,69,..,497,924
SSC20959,555,1601,3,3,0,4,0,4,13,26,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,3,9,577,1637,56,..,635,1637
SSC20960,77,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,183,7,..,83,183
SSC20961,43,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,119,11,..,52,119
SSC20962,77,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,227,15,..,100,227
SSC20963,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SSC20964,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,29,4,..,10,29
SSC20965,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,6,..,23,37
SSC20966,1169,2797,206,351,307,598,513,949,102,171,89,135,186,307,0,0,383,623,0,0,0,0,0,0,7,16,9,18,5,16,2078,4400,505,..,2584,4400
SSC20967,2127,5164,134,214,113,228,249,438,484,747,21,23,0,0,0,5,500,777,0,0,0,0,0,0,8,17,8,17,16,25,2902,6423,384,..,3286,6423
SSC20968,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,..,9,21
SSC20969,77,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,0,5,78,180,43,..,124,180
SSC20970,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,..,12,5
SSC20971,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,4,..,19,26
SSC20972,731,2160,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,741,2185,76,..,820,2185
SSC20973,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,15,..,42,44
