SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC20669,6,23,20,26,3,87,0,3,28,40,84,10,173,0,0,0,0,10,0,21,0,0,3,8,27,0,34,0,0,0,4,21,4,32,22,22,104,174,552,52,915
SSC20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20672,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20673,3,3,0,0,0,9,3,0,3,9,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,20,9,26,3,68
SSC20674,0,0,0,0,0,6,0,0,6,8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,4,14,10,19,0,60
SSC20675,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,3,33
SSC20676,0,4,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,24
SSC20677,160,441,132,101,19,1017,128,110,488,296,373,37,1439,10,8,41,21,48,4,128,16,10,60,85,219,11,405,19,8,56,50,147,46,331,721,485,2468,1578,3058,303,8621
SSC20678,29,127,22,36,3,250,22,24,103,51,60,15,273,0,0,9,7,8,0,21,6,3,19,19,42,3,92,7,0,7,8,31,7,68,140,92,578,339,624,65,1835
SSC20679,49,149,39,42,10,350,37,26,134,104,107,12,421,0,3,6,11,17,0,39,12,3,10,29,86,6,140,6,4,23,15,33,8,91,204,161,816,549,979,81,2792
SSC20680,24,77,16,19,3,168,12,21,80,54,70,11,253,0,0,12,4,9,0,22,8,0,6,14,47,0,77,3,0,10,10,18,9,54,98,81,438,290,577,62,1540
SSC20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC20682,0,8,0,0,0,9,0,3,6,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,7,22,6,32,7,67
SSC20683,0,4,0,0,0,9,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,3,0,0,12,13,33,9,72
SSC20684,0,3,0,0,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,12,0,22
SSC20685,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,13
SSC20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,11
SSC20687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13
SSC20688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5
SSC20691,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,21,0,44
SSC20692,6,17,6,5,3,41,8,5,31,17,31,0,98,0,0,3,0,0,0,3,0,0,0,4,16,0,17,0,0,6,3,16,0,24,30,20,117,86,229,16,496
SSC20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,26
SSC20695,0,5,5,0,0,7,0,0,3,5,0,0,13,0,0,0,0,0,0,6,0,0,0,0,7,0,5,0,0,0,0,3,0,3,0,0,14,15,42,3,75
SSC20696,0,7,3,3,0,19,0,0,6,7,4,0,16,0,0,0,3,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,24,13,60,5,121
SSC20697,6,40,19,17,7,92,7,0,34,56,46,9,149,0,0,3,0,3,0,7,0,0,4,8,21,3,40,3,0,15,7,26,13,68,57,24,205,187,348,84,904
SSC20698,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,11,7,22,3,49
SSC20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20701,3,4,3,3,0,18,0,3,4,5,18,0,31,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,7,0,8,3,6,22,25,104,15,167
SSC20702,33,100,59,35,11,301,80,34,356,260,302,44,1063,11,0,10,10,11,0,46,12,0,39,62,130,16,267,31,5,87,86,159,112,477,604,135,1672,1360,1897,438,6112
SSC20703,47,152,77,63,12,423,61,47,300,205,264,46,921,3,0,14,19,30,0,63,7,6,31,53,155,11,265,15,3,68,59,122,54,313,400,174,1506,1166,1901,295,5447
SSC20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,19,0,29
SSC20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20706,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,19
SSC20707,42,141,44,55,3,328,16,19,90,82,116,7,333,0,0,3,12,15,4,34,0,0,9,13,64,0,95,3,0,7,14,43,3,72,104,92,488,438,1225,97,2441
SSC20708,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
SSC20709,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,3,0,26
SSC20710,8,7,3,3,0,20,3,3,9,4,11,7,30,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,4,0,10,13,10,32,32,103,15,209
SSC20711,0,6,0,5,0,16,0,0,5,5,3,0,16,0,0,0,0,0,0,4,0,0,0,3,3,0,5,0,0,0,0,4,0,4,3,0,29,24,75,3,138
SSC20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20713,0,0,0,0,0,6,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,9,35,4,54
SSC20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,18,6,28
SSC20715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,11,0,18
SSC20716,12,35,6,4,4,69,7,17,58,28,18,10,137,4,0,10,7,3,0,22,0,5,5,3,6,3,22,4,0,5,3,3,3,18,64,45,222,134,216,48,723
SSC20717,0,3,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,14,3,20,5,47
SSC20718,3,0,0,0,0,5,3,3,3,7,5,3,22,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,3,9,10,22,24,37,5,105
SSC20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SSC20720,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,13,29,0,56
SSC20721,0,0,3,0,0,3,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,28,3,52
SSC20722,10,38,4,0,0,88,34,11,65,14,6,3,133,0,0,3,3,0,0,16,0,0,4,0,4,0,12,6,0,10,7,3,3,26,160,35,344,97,58,17,707
SSC20723,19,118,53,50,14,293,62,31,249,124,182,41,693,0,3,25,13,24,0,63,4,0,32,37,97,12,181,13,3,53,50,92,49,255,338,98,1314,798,1495,244,4287
SSC20724,11,78,30,29,0,165,13,42,95,70,113,9,333,0,0,7,6,12,0,18,3,0,4,12,55,0,75,0,0,3,3,27,3,34,47,69,342,283,886,50,1682
SSC20725,22,63,18,28,9,153,12,13,85,54,102,18,295,0,0,4,6,8,0,20,3,0,8,22,53,4,86,0,0,27,15,45,27,113,84,53,539,366,815,119,1969
SSC20726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC20727,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4
SSC20729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SSC20730,0,4,0,3,0,8,0,0,6,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,8,0,3,30,31,65,3,132
SSC20731,9,21,0,11,0,52,0,9,36,24,40,8,119,0,0,0,0,0,0,4,0,0,0,6,16,0,21,0,0,0,0,10,5,16,9,17,103,87,347,29,594
SSC20732,0,4,0,0,0,4,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,12,12,0,52
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC20735,0,7,0,3,0,10,0,3,9,7,14,0,34,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,3,0,0,0,0,5,8,22,24,67,8,136
SSC20736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,13
SSC20737,15,69,16,12,0,150,23,17,170,74,78,13,372,6,0,16,13,5,3,41,3,0,13,15,55,4,95,12,0,31,15,37,17,111,212,67,960,442,711,114,2509
SSC20738,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,0,19
SSC20739,0,3,3,0,0,10,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,3,0,21,15,40,3,84
SSC20740,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,11,25,3,44
SSC20741,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20742,3,11,6,7,3,34,3,3,9,12,11,0,39,0,0,0,0,3,3,8,0,0,0,3,24,3,27,0,0,3,4,6,3,17,10,12,52,84,228,34,424
SSC20743,0,4,4,0,0,11,0,4,4,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,7,19,54,7,99
SSC20744,0,3,0,0,0,6,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,6,18,12,18,3,65
SSC20745,0,0,3,0,0,4,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,5,8,6,25,7,55
SSC20746,92,275,82,61,16,615,70,66,239,152,149,19,703,0,5,22,15,28,3,65,11,11,21,34,137,4,220,5,8,30,21,73,17,149,311,272,1265,821,1614,132,4417
SSC20747,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,0,27
SSC20748,13,37,11,9,6,87,3,11,28,23,31,6,104,0,0,3,4,3,3,17,0,0,3,8,37,5,51,0,0,3,3,31,0,36,29,29,179,162,437,66,896
SSC20749,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,26
SSC20750,3,21,3,8,0,42,7,0,20,33,34,3,88,0,0,0,0,0,0,0,0,0,0,3,9,0,15,0,0,0,3,3,0,11,14,11,61,79,179,20,366
SSC20751,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,25,0,48
SSC20752,54,191,58,48,6,421,45,26,150,107,75,25,419,0,0,15,6,22,4,61,6,3,16,33,107,3,177,9,3,24,30,43,20,123,222,160,961,691,1103,146,3279
SSC20753,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,3,34
SSC20754,0,6,0,3,0,13,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,20,18,18,0,67
SSC20755,0,0,0,0,0,0,0,4,0,3,4,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,23,0,42
SSC20756,0,3,3,0,0,9,3,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,7,0,9,0,0,5,0,0,0,9,6,0,30,28,43,6,115
SSC20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12
SSC20758,0,0,3,0,0,3,0,4,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,15,0,42
SSC20759,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,18
SSC20760,22,97,27,16,8,265,63,28,155,37,19,10,309,16,0,40,16,18,4,90,13,3,30,16,30,0,97,21,8,74,19,27,16,167,970,199,2363,588,499,174,4797
SSC20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20762,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,18
SSC20763,0,7,4,4,0,19,0,0,4,11,9,0,25,0,0,0,0,0,0,5,0,0,0,3,10,0,13,0,0,0,0,6,4,8,4,4,24,31,93,9,171
SSC20764,12,27,9,8,0,52,3,0,14,13,21,3,62,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,3,8,11,64,46,165,26,320
SSC20765,83,276,67,50,3,661,180,64,462,143,113,43,1000,4,6,35,14,22,5,89,31,4,68,51,96,7,258,46,5,112,41,49,50,297,1138,333,2806,998,1110,253,6634
SSC20766,95,383,94,68,12,890,257,87,608,229,172,50,1401,17,4,58,24,23,4,133,33,4,89,71,151,15,359,66,16,158,53,58,38,381,1485,421,3841,1388,1588,308,9021
SSC20767,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,22,3,36
SSC20768,52,216,39,36,8,462,75,66,300,106,67,19,636,0,7,24,17,17,0,59,10,3,34,27,85,7,165,19,6,65,32,47,23,188,521,245,1717,649,838,131,4101
SSC20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20770,0,0,0,0,0,0,0,0,3,7,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,7,3,3,9,19,55,5,98
SSC20771,0,5,6,4,0,22,0,0,4,3,5,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,3,0,4,5,0,18,15,40,4,98
SSC20772,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,13
SSC20773,131,367,137,125,12,861,64,71,356,259,316,39,1106,0,4,25,27,26,0,82,7,7,36,61,251,8,360,9,3,29,36,134,34,245,350,290,1684,1484,3169,240,7210
SSC20774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,10
SSC20777,14,24,17,14,3,81,14,4,77,68,103,16,288,0,0,0,0,9,0,15,0,0,10,10,53,3,82,5,0,18,34,43,31,129,97,36,346,355,708,119,1667
SSC20778,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,20
SSC20779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,7
SSC20780,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,3,27
SSC20781,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,10
SSC20782,23,87,13,31,10,175,17,24,73,62,75,14,260,0,0,8,3,3,0,15,3,0,11,11,56,3,88,0,0,9,14,48,4,76,57,65,364,278,734,82,1585
SSC20783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20784,66,165,72,68,6,426,14,35,142,106,195,23,513,0,0,9,7,11,3,33,7,4,13,23,132,4,188,4,4,11,16,72,17,123,105,145,572,537,1744,146,3244
SSC20785,4,3,0,0,0,12,0,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,5,10,9,36,0,63
SSC20786,0,4,0,3,0,5,3,0,4,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,17,12,45,10,92
SSC20787,0,5,3,3,0,11,0,3,3,0,4,0,17,0,0,0,5,0,0,5,0,0,0,0,3,0,6,0,0,0,0,4,0,3,3,6,19,17,56,10,112
SSC20788,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,13
SSC20789,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,26,7,53
SSC20790,9,15,0,3,0,39,8,9,17,5,0,0,33,0,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,7,0,0,0,7,18,18,80,29,34,7,194
SSC20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11
SSC20792,0,3,0,0,0,7,3,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,26,17,25,3,74
SSC20793,0,3,0,0,0,3,0,0,6,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,19,14,20,7,55
SSC20794,0,3,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,9,30,8,49
SSC20795,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9
SSC20796,23,53,22,20,0,136,12,27,68,42,62,3,217,0,4,8,0,3,0,13,0,0,4,11,51,0,66,0,0,9,4,24,9,46,58,64,280,198,544,45,1186
SSC20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC20798,0,3,0,0,0,3,0,3,3,4,7,3,14,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,5,17,18,53,12,107
SSC20799,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,0,22
SSC20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC20801,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,17
SSC20802,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,17
SSC20803,5,11,12,4,0,35,0,3,10,3,4,3,26,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,3,0,11,18,18,59,42,79,16,231
SSC20804,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC20806,0,3,0,0,0,6,0,0,5,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,3,12,7,37,3,74
SSC20807,3,4,4,4,3,16,0,0,5,3,10,0,19,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,4,3,3,4,22,18,59,14,111
SSC20808,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,17
SSC20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20810,9,6,6,3,0,29,0,0,9,7,12,3,23,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,4,0,4,14,13,25,25,65,3,147
SSC20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,0,23
SSC20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SSC20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20814,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,16,0,33
SSC20815,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12
SSC20816,10,14,7,6,0,45,0,7,22,9,15,0,54,0,0,0,0,6,0,3,0,0,0,0,5,0,6,0,0,0,0,8,0,10,9,16,69,46,132,15,286
SSC20817,21,57,21,23,4,131,12,15,72,79,128,15,317,0,0,6,3,6,0,18,3,0,3,9,42,3,65,0,0,5,4,20,7,39,41,45,231,217,736,64,1342
SSC20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20819,27,80,12,16,0,187,83,21,136,16,11,10,276,4,0,18,4,3,0,26,7,4,11,8,14,3,41,12,3,16,7,4,0,49,294,111,714,163,180,46,1508
SSC20820,0,0,3,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,12,11,0,30
