SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC22462,55,233,80,50,19,512,48,30,202,118,114,30,540,5,3,28,13,22,3,81,0,0,20,36,147,11,212,10,7,50,43,97,35,247,275,157,1543,931,1713,279,4901
SSC22463,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,15
SSC22464,19,51,19,12,0,129,7,13,40,33,40,6,129,4,0,7,5,4,0,14,3,0,8,3,15,0,35,3,0,5,5,4,4,30,66,50,203,161,295,20,802
SSC22465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11
SSC22466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4
SSC22467,10,35,10,5,0,63,3,10,27,16,36,11,102,0,0,0,0,7,0,7,0,0,0,4,28,0,28,0,0,0,0,10,3,20,18,40,114,96,294,35,586
SSC22468,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,3,24
SSC22469,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,12
SSC22470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,22
SSC22471,80,228,53,37,14,542,139,66,377,111,96,42,829,8,4,24,9,20,3,63,24,7,42,22,105,4,201,33,0,95,44,31,24,224,836,286,2283,778,996,237,5411
SSC22472,62,220,54,39,6,492,99,68,280,75,75,30,629,9,0,32,20,19,5,80,15,9,38,20,72,9,164,24,6,75,23,31,12,166,632,245,1794,702,838,165,4372
SSC22473,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,19
SSC22474,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,23,3,38
SSC22475,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9
SSC22476,14,27,11,13,3,64,4,5,29,25,41,5,106,0,0,0,0,3,0,0,0,0,3,0,20,0,30,0,0,0,0,7,8,21,17,28,97,76,274,44,532
SSC22477,5,3,0,0,0,8,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,5,6,4,24
SSC22478,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8
SSC22479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22481,4,3,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,13,14,4,37
SSC22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC22483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC22484,27,62,24,30,0,165,14,19,73,50,65,6,225,0,0,6,6,11,0,29,3,3,13,16,37,4,70,0,0,12,10,32,15,70,76,77,352,292,630,60,1485
SSC22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22486,0,0,0,0,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,33,3,54
SSC22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13
SSC22488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,0,25
SSC22489,11,29,11,12,3,63,15,3,18,14,4,3,55,0,0,0,0,0,0,3,0,0,3,0,10,0,11,0,0,6,3,4,0,15,26,28,116,78,116,8,381
SSC22490,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,13,0,26
SSC22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3
SSC22492,28,108,43,57,13,301,60,22,202,136,192,27,642,3,0,11,14,9,3,42,3,0,22,34,135,15,209,14,0,47,41,104,66,278,356,109,1141,781,1497,290,4170
SSC22493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22494,8,20,10,4,3,51,4,10,28,20,38,4,102,0,0,3,0,7,0,7,0,0,0,3,8,0,17,0,0,5,0,3,8,13,23,15,111,80,196,23,448
SSC22495,0,0,0,0,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,15,0,39
SSC22496,219,475,80,46,15,1166,263,125,549,147,111,9,1206,21,28,125,34,30,4,240,28,11,76,36,92,14,252,29,11,102,57,54,31,284,1295,653,3430,1068,1173,188,7814
SSC22497,7,9,3,5,0,14,0,0,4,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,11,42,8,93
SSC22498,0,8,3,0,0,16,0,0,7,4,5,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,3,6,0,24,20,54,12,122
SSC22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC22500,0,3,0,0,0,5,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,16,3,31
SSC22501,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,8,10,28,5,53
SSC22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22503,9,25,9,5,0,42,0,3,11,13,10,4,48,0,0,0,0,0,0,4,0,0,4,4,9,0,18,0,0,0,0,7,3,5,11,8,64,52,151,27,311
SSC22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
SSC22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,25
SSC22506,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,17
SSC22507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10
SSC22508,0,0,0,0,0,3,3,3,3,4,6,3,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,53,6,78
SSC22509,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,20
SSC22510,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,20
SSC22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22512,0,3,0,0,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,7,3,22,3,38
SSC22513,3,12,0,4,0,17,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,3,0,4,3,4,34,19,60,5,124
SSC22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22515,3,14,8,8,3,37,3,0,18,22,25,5,67,0,0,0,0,4,0,4,0,0,3,3,14,0,18,0,0,0,4,5,3,12,6,11,67,78,270,41,470
SSC22516,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22517,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,5,23
SSC22518,0,3,0,0,0,9,0,0,6,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,21,15,37,3,78
SSC22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC22520,0,5,0,0,0,12,3,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,5,4,24,16,41,3,84
SSC22521,8,10,0,5,0,23,6,4,17,15,7,0,49,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,9,0,8,15,12,57,41,122,14,258
SSC22522,3,0,3,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,20,3,37
SSC22523,3,0,0,0,0,10,4,0,3,5,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,3,16,11,54,9,100
SSC22524,0,13,8,0,0,22,3,0,5,4,6,0,22,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,7,3,9,8,6,38,46,117,16,223
SSC22525,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,21,3,44
SSC22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,20
SSC22528,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,6,0,27
SSC22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22530,6,11,9,4,0,34,0,4,11,11,17,5,49,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,9,0,7,7,11,42,48,158,15,279
SSC22531,0,5,0,3,0,9,4,3,3,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,3,0,0,5,9,3,26,20,94,9,157
SSC22532,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,4,10,0,26
SSC22533,7,19,12,11,0,44,3,0,8,14,22,0,46,0,0,3,0,0,0,6,0,0,0,0,11,0,12,0,0,4,3,17,0,20,10,7,62,71,266,19,423
SSC22534,39,154,34,15,6,382,196,50,410,82,25,33,800,16,4,68,17,10,5,120,9,5,30,25,47,0,112,52,9,113,37,17,34,258,978,251,2610,640,486,186,5142
SSC22535,4,4,0,0,0,7,0,7,0,7,5,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,4,0,4,4,12,15,9,48,7,99
SSC22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22537,7,33,9,9,0,69,7,5,26,20,36,6,99,0,0,3,5,9,0,15,0,0,5,4,29,0,42,0,0,0,4,15,4,23,12,18,122,121,344,40,661
SSC22538,90,329,84,46,22,692,71,68,315,137,93,27,710,4,3,13,12,20,4,61,4,3,24,33,93,3,159,8,6,42,26,46,27,151,375,266,1542,835,1416,165,4603
SSC22539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC22540,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,7,13,50,3,76
SSC22541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,14
SSC22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,14
SSC22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC22547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22549,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,22
SSC22550,0,0,0,0,0,3,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,24,0,39
SSC22551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
SSC22552,26,55,16,15,4,130,9,18,67,37,58,7,191,0,0,3,3,13,0,18,3,0,6,12,31,4,54,3,0,4,3,26,8,44,50,55,212,178,554,57,1113
SSC22553,0,6,3,3,0,12,3,4,9,4,4,0,21,0,0,0,0,7,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,21,19,66,4,121
SSC22554,3,8,0,3,0,14,3,4,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,4,0,3,7,5,16,12,44,0,87
SSC22555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,25
SSC22556,110,329,89,91,19,729,134,101,516,270,348,58,1423,0,4,17,14,27,4,60,6,4,19,42,235,7,310,4,3,22,8,108,43,189,331,301,1584,1169,3423,318,7128
SSC22557,7,35,4,8,0,66,17,6,41,18,18,6,108,0,0,0,0,0,0,0,0,0,0,7,18,0,26,0,0,3,0,7,0,15,31,22,151,98,287,19,607
SSC22558,3,6,0,3,0,17,3,11,14,4,7,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,8,11,13,34,34,89,9,189
SSC22559,9,48,3,0,0,124,36,9,82,7,7,4,144,3,0,22,3,0,3,26,4,3,8,3,5,0,19,7,4,15,9,4,9,42,272,60,529,101,103,23,1094
SSC22560,0,0,0,0,0,6,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,9,11,29,4,53
SSC22561,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,3,12,3,25
SSC22562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8
SSC22563,0,3,0,0,0,5,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,4,0,27
SSC22564,3,16,4,0,3,39,9,0,12,11,18,4,55,0,0,4,0,7,0,18,0,0,0,0,4,0,7,0,0,4,3,8,5,25,35,20,90,56,120,25,346
SSC22565,3,4,0,0,0,8,0,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,20,5,17,0,53
SSC22566,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,3,0,3,0,3,3,14,27,0,54
SSC22567,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,22,0,33
SSC22568,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,20
SSC22569,46,119,58,37,3,380,112,53,396,212,178,26,976,20,0,38,24,23,5,108,14,0,42,48,74,5,186,57,3,81,57,80,55,331,1358,231,2220,1243,1296,282,6630
SSC22570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22571,0,3,0,3,3,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4,8,9,3,22,23,47,13,122
SSC22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22573,23,80,22,28,6,177,11,21,67,51,70,11,229,3,0,6,14,6,0,35,3,0,9,12,51,0,79,8,0,14,8,53,13,97,101,65,446,363,794,95,1882
SSC22574,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,15,9,34,10,66
SSC22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22576,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SSC22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22580,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,19,3,28
SSC22581,13,34,23,15,4,106,5,7,48,55,56,11,185,0,0,0,6,13,0,17,0,0,4,15,50,0,75,0,0,11,11,24,3,46,33,36,189,239,586,51,1131
SSC22582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22583,3,13,0,3,0,20,3,7,10,12,22,3,56,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,0,7,6,9,44,51,151,15,278
SSC22584,3,9,7,0,0,27,0,4,8,3,8,0,30,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,3,0,4,14,11,46,35,78,9,189
SSC22585,0,9,0,3,0,16,0,0,3,3,4,0,16,0,0,0,0,0,0,7,0,0,0,0,9,0,11,0,0,0,0,0,0,3,3,4,22,10,73,9,121
SSC22586,0,5,0,3,0,13,0,0,3,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,0,10,0,0,4,0,4,0,14,8,3,28,23,66,8,132
SSC22587,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,4,3,21,4,36
SSC22588,0,0,0,3,0,9,0,0,0,4,6,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,10,9,44,6,76
SSC22589,0,0,0,3,0,9,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,3,16,3,39,3,67
SSC22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5
SSC22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,11
SSC22594,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,14
SSC22595,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,24,3,38
SSC22596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22598,0,3,0,3,0,7,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,18,15,55,3,93
SSC22599,0,4,0,0,3,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,5,43
SSC22600,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,18
SSC22601,24,52,24,22,3,160,13,18,69,43,47,12,203,0,3,9,3,6,3,26,0,0,6,9,42,0,57,4,0,6,8,26,3,55,95,60,298,237,468,40,1196
SSC22602,0,7,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,13,0,31
SSC22603,0,3,0,3,0,9,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,15,3,38
SSC22604,0,0,3,3,0,8,4,0,5,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,21,15,54,3,97
SSC22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,16
SSC22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC22607,63,162,36,36,5,384,26,34,129,101,86,8,378,0,3,9,16,13,0,39,3,0,11,19,64,3,103,3,4,21,8,43,4,91,193,152,707,472,904,73,2505
SSC22608,3,0,0,3,0,5,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,26,3,43
SSC22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,14
SSC22610,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,14
SSC22611,0,4,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,4,13,12,29,3,53
SSC22612,3,8,0,3,0,22,0,0,15,7,9,0,38,0,0,12,9,6,0,22,0,0,3,0,3,0,3,0,0,0,0,8,0,13,7,11,69,47,99,8,246
SSC22613,3,7,0,0,0,15,0,4,7,3,6,0,27,0,0,0,4,0,0,5,0,0,0,0,11,0,11,0,0,0,3,5,0,12,7,6,32,28,64,10,149
