SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC20292,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20293,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20296,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,7
SSC20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20298,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,8,13,0,25
SSC20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20302,3,7,0,0,0,7,11,7,22,357,305,29,692,19,25,50,742,411,7,1156
SSC20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20305,0,0,0,0,0,0,0,0,0,32,19,6,57,3,3,3,62,21,0,86
SSC20306,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4
SSC20307,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,4,0,12
SSC20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20312,0,3,0,0,0,3,0,4,5,109,80,10,203,11,5,14,215,198,4,412
SSC20313,0,0,0,0,0,0,3,0,3,135,112,11,269,16,9,25,288,193,4,484
SSC20314,0,0,0,0,0,0,0,5,4,118,83,3,206,14,3,14,227,113,4,340
SSC20315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20320,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,4,0,7
SSC20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20322,3,3,0,0,0,8,3,0,14,84,94,14,197,27,29,56,250,293,5,550
SSC20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20324,0,0,0,0,0,0,0,0,0,14,16,3,32,0,0,3,35,30,0,69
SSC20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20328,0,0,0,0,0,0,4,0,3,7,15,4,25,0,0,3,28,21,0,51
SSC20329,0,0,0,0,0,0,0,0,0,70,44,0,112,3,6,10,119,51,0,171
SSC20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20333,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,7,0,13
SSC20334,0,0,0,0,0,0,0,0,0,23,29,3,54,0,0,0,57,21,0,75
SSC20335,3,10,0,0,0,10,6,0,15,253,172,26,447,9,13,22,466,264,0,732
SSC20336,0,3,0,0,0,3,0,5,7,185,133,18,329,11,12,24,351,151,3,506
SSC20337,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,9
SSC20338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC20341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20343,0,3,0,0,0,3,3,0,13,60,55,12,122,3,5,12,131,100,0,237
SSC20344,0,4,0,0,0,3,11,14,34,79,82,16,179,19,20,45,224,462,17,706
SSC20345,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20349,0,0,0,0,0,3,3,3,11,128,92,13,230,15,14,34,263,194,3,465
SSC20350,0,0,0,0,0,0,0,0,0,30,27,4,59,0,4,4,59,52,0,112
SSC20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20352,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20353,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,0,8
SSC20354,0,0,0,0,0,0,0,4,3,28,49,5,79,0,9,9,85,59,6,151
SSC20355,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC20356,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20359,0,0,0,0,0,0,4,3,8,172,123,5,300,11,9,26,324,287,3,609
SSC20360,0,0,0,0,0,0,3,0,8,104,64,11,176,3,9,10,186,119,3,311
SSC20361,0,0,0,0,0,0,3,3,9,131,98,6,235,8,14,20,259,203,4,461
SSC20362,0,3,0,0,0,3,0,0,3,7,14,0,20,3,0,3,24,13,0,32
SSC20363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20364,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,9,4,0,13
SSC20365,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC20367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,10
SSC20374,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,3,4
SSC20375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20379,0,0,0,0,0,0,0,0,0,12,5,0,20,0,0,0,18,10,0,30
SSC20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20384,0,0,0,0,0,0,0,3,7,106,70,10,184,11,4,14,202,184,4,388
SSC20385,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,9,0,12
SSC20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20388,0,0,0,0,0,0,0,0,0,12,5,0,15,0,0,0,15,3,0,23
SSC20389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20390,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,7
SSC20391,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,9
SSC20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20393,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,0,7
SSC20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
SSC20397,0,5,0,0,0,5,5,0,14,257,216,33,507,11,16,24,536,392,7,930
SSC20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20402,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
SSC20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20404,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20407,0,0,0,0,0,0,3,0,3,42,28,3,78,0,0,0,75,38,0,110
SSC20408,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,6,3,0,9
SSC20409,0,0,0,0,0,0,0,0,3,18,21,3,44,0,0,3,47,25,0,70
SSC20410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20416,0,0,0,0,0,0,0,0,0,4,10,0,13,0,0,0,13,9,0,27
SSC20417,0,0,0,0,0,0,0,0,3,54,43,9,103,9,8,18,120,70,0,186
SSC20418,0,0,0,0,0,0,0,3,9,77,59,0,132,7,7,12,148,86,3,236
SSC20419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20420,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20424,0,0,0,0,0,0,10,0,11,150,113,8,263,7,13,18,286,216,4,502
SSC20425,0,0,0,0,0,0,4,3,7,99,77,12,190,5,5,16,204,181,3,384
SSC20426,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,3,0,10
SSC20427,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20429,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,8,0,14
SSC20430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC20432,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,6
SSC20433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20434,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
SSC20435,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,8,0,14
SSC20436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20439,0,3,0,0,0,3,3,0,5,114,99,6,215,14,18,30,248,167,7,419
SSC20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20442,0,3,0,0,0,3,4,3,14,45,78,9,137,12,6,18,151,161,8,319
SSC20443,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,7
SSC20444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20445,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,3,8,7,0,15
SSC20446,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20451,3,5,0,0,0,5,3,3,13,218,178,11,401,9,17,29,434,228,8,666
SSC20452,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,4,0,5
SSC20453,0,0,0,0,0,0,6,0,9,28,23,3,56,3,3,5,60,151,7,216
SSC20454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20455,0,0,0,0,0,0,0,0,0,22,26,3,48,0,6,5,55,33,0,86
SSC20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20458,0,3,0,0,0,3,3,0,6,34,46,7,80,0,4,4,89,66,3,152
SSC20459,0,0,0,0,0,0,0,0,0,37,31,3,72,4,4,14,83,53,0,140
SSC20460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20461,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20462,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,8,4,0,9
SSC20463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20464,0,0,0,0,0,0,0,0,3,4,5,0,11,0,0,0,11,8,0,21
SSC20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20466,0,0,0,0,0,0,0,0,3,74,49,7,131,4,4,12,139,67,3,206
SSC20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC20469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20471,0,0,0,0,0,0,0,0,3,3,10,0,14,3,0,3,14,15,3,35
SSC20472,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,9,0,0,11
SSC20473,0,0,0,0,0,0,0,0,0,14,36,0,46,0,0,3,53,23,0,77
SSC20474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20475,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9
SSC20476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20477,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,5,0,9
SSC20478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20482,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,3,0,7
SSC20483,0,0,0,0,0,0,0,0,0,7,9,0,12,0,0,0,10,3,0,20
SSC20484,0,0,0,0,0,0,0,0,0,7,6,0,13,0,0,0,12,5,0,14
SSC20485,0,0,0,0,0,0,0,0,3,8,4,0,14,3,0,3,15,14,3,29
SSC20486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20489,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,17,29,0,44
SSC20490,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3
SSC20491,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,11,3,0,9
SSC20492,0,3,0,0,3,3,13,4,25,66,54,4,126,16,20,36,162,237,7,405
SSC20493,0,3,0,0,0,3,0,0,3,60,41,8,100,3,7,8,116,51,0,164
SSC20494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20495,0,7,0,0,0,7,3,0,8,151,104,22,275,13,9,24,297,176,4,471
SSC20496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20497,0,6,0,0,3,8,3,6,17,357,223,32,617,23,27,54,671,266,10,947
SSC20498,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SSC20499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20500,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20504,0,0,0,0,0,0,0,3,4,73,45,9,125,6,6,13,142,83,5,230
SSC20505,3,13,4,3,4,19,9,7,32,398,303,46,747,30,33,62,803,393,10,1208
SSC20506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20507,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20510,0,0,0,0,0,0,0,0,0,14,7,3,22,0,0,0,25,35,0,57
SSC20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20513,0,0,0,0,0,0,5,0,3,78,110,5,188,10,8,15,199,132,6,339
SSC20514,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4
SSC20515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20518,0,0,0,0,0,0,0,0,0,51,36,0,91,0,3,7,100,53,0,149
SSC20519,0,0,0,0,0,0,0,0,0,16,10,0,24,0,0,0,25,10,0,37
SSC20520,0,0,0,0,0,3,7,0,8,130,98,7,232,14,6,14,250,114,0,367
SSC20521,3,6,0,0,0,6,3,0,4,129,92,6,234,12,3,14,241,115,0,361
SSC20522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20523,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,12,3,0,12
SSC20524,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20525,0,3,0,0,0,3,3,3,9,97,85,3,185,11,7,18,197,161,3,369
SSC20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20529,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20531,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20532,0,0,0,0,0,0,3,0,3,3,9,0,14,4,0,3,17,13,0,33
SSC20533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20534,0,0,0,0,0,0,3,3,5,107,96,10,211,9,7,13,229,151,4,377
SSC20535,0,0,0,0,0,0,0,0,4,89,61,9,153,3,7,8,165,84,0,248
SSC20536,0,4,0,0,0,4,7,3,14,345,228,16,594,11,11,26,621,330,9,962
SSC20537,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20544,0,0,0,0,0,0,0,0,0,4,9,0,15,3,3,9,15,18,0,33
SSC20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20546,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC20547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20548,0,0,0,0,0,0,3,0,4,16,17,4,35,0,0,3,37,16,0,53
SSC20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20553,0,0,0,0,0,0,3,0,5,123,114,12,252,5,4,8,261,124,0,387
SSC20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20555,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC20556,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,0,8
SSC20557,0,0,0,0,0,0,0,0,0,6,10,0,17,0,0,0,18,17,0,38
SSC20558,0,0,0,0,0,0,7,3,8,65,61,3,122,7,13,18,142,134,3,284
SSC20559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20561,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,10
SSC20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20563,0,0,0,0,0,0,3,3,4,85,67,6,163,4,5,12,174,163,3,336
SSC20564,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,10,0,14
SSC20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20566,0,0,0,0,0,0,9,3,13,88,80,6,172,8,13,23,198,215,9,420
SSC20567,0,5,0,0,0,5,4,7,9,106,72,12,183,7,10,18,202,279,11,496
SSC20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20569,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,7
SSC20570,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,9
SSC20571,0,0,0,0,0,0,3,0,4,58,43,3,109,3,5,3,114,70,0,183
SSC20572,0,0,0,0,0,0,7,3,8,98,106,11,216,10,5,16,233,125,3,366
SSC20573,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,8,3,0,14
SSC20574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20577,0,0,3,0,3,3,0,4,3,8,16,3,28,7,3,10,38,53,4,91
SSC20578,0,0,0,0,0,0,0,0,3,25,17,0,44,0,0,4,45,25,0,74
SSC20579,0,3,0,0,0,0,0,6,7,100,65,10,171,18,13,27,194,74,3,270
SSC20580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20583,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,0,0,8
SSC20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20587,0,0,0,0,0,0,3,0,3,8,22,3,30,3,4,8,40,20,3,60
SSC20588,0,3,0,0,0,3,3,3,9,69,48,15,132,7,3,11,143,112,6,254
SSC20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
