SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC20468,44,57,101,3,0,5,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,6,4,8,6,11,14,54,72,125
SSC20469,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC20470,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SSC20471,302,333,634,29,24,51,3,0,6,31,34,64,6,3,7,0,0,0,3,3,3,0,0,0,0,3,5,0,0,0,0,0,0,42,38,82,3,7,7,0,0,0,73,73,143,52,50,107,432,450,883
SSC20472,168,167,338,4,10,11,0,0,0,27,22,54,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,28,32,60,3,0,3,0,0,0,36,35,78,19,11,30,226,218,448
SSC20473,629,635,1264,65,70,135,3,0,3,64,67,128,3,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,68,76,141,8,3,9,0,0,0,145,151,292,47,46,92,822,834,1655
SSC20474,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,33
SSC20475,38,24,60,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,4,8,41,32,71
SSC20476,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20477,95,95,194,7,3,10,0,0,0,11,4,17,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,8,24,0,0,0,0,0,0,14,10,29,13,4,17,125,113,241
SSC20478,31,21,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,5,4,3,3,34,30,64
SSC20479,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,9,20
SSC20480,30,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,5,3,7,4,4,12,35,37,70
SSC20481,37,48,77,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,5,4,12,42,49,96
SSC20482,350,308,650,11,4,15,0,0,0,25,28,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,30,55,0,0,0,0,0,0,38,33,70,17,11,27,400,352,752
SSC20483,268,271,535,9,9,25,0,0,0,33,33,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,65,0,4,4,0,0,0,47,45,90,17,15,26,327,331,658
SSC20484,170,137,305,0,0,0,0,0,0,11,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,31,0,0,0,0,0,0,11,20,31,23,17,36,201,170,377
SSC20485,348,286,634,3,3,6,6,3,8,23,25,46,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,0,0,0,0,0,0,31,29,64,0,4,4,0,4,3,35,37,73,55,46,99,445,368,815
SSC20486,16,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,20,35
SSC20487,9,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,12,22
SSC20488,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,19
SSC20489,466,464,927,14,11,32,3,7,5,48,30,76,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,36,91,0,3,3,0,0,0,68,55,125,23,34,60,560,552,1109
SSC20490,56,57,115,0,3,3,0,3,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,4,11,15,0,6,6,62,71,131
SSC20491,135,134,274,0,0,3,0,0,0,7,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,19,0,0,0,3,4,4,13,19,27,8,14,21,159,164,328
SSC20492,4246,4885,9132,435,577,1017,90,112,203,1069,1283,2353,46,63,108,22,27,46,66,72,137,15,23,37,8,17,25,24,36,58,0,0,0,1342,1632,2970,1444,1829,3271,25,27,57,3247,4065,7312,981,1013,1992,8468,9961,18429
SSC20493,2068,2227,4295,53,70,124,17,22,42,406,479,884,18,12,35,4,6,13,6,8,18,0,3,3,5,9,14,3,7,10,0,0,0,462,553,1017,104,137,246,9,14,25,637,774,1405,254,274,534,2960,3280,6234
SSC20494,31,40,68,0,0,0,4,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,5,8,15,0,0,0,38,46,79
SSC20495,5987,6494,12482,211,239,453,29,37,68,961,995,1954,30,29,60,6,8,12,12,8,25,12,8,17,0,0,0,4,7,10,0,0,0,1058,1083,2144,358,445,809,20,20,41,1651,1785,3437,611,624,1234,8250,8899,17151
SSC20496,62,73,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,67,74,143
SSC20497,9436,9700,19134,269,281,543,55,60,113,851,888,1741,23,32,54,24,16,44,11,11,20,13,6,23,4,3,3,10,18,26,0,0,0,995,1032,2027,199,248,447,7,15,24,1469,1570,3039,851,818,1671,11751,12089,23841
SSC20498,64,40,103,6,3,7,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,8,3,10,8,7,12,81,52,129
SSC20499,39,35,76,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,11,6,17,52,48,98
SSC20500,37,28,66,0,3,3,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,6,13,16,19,32,58,58,112
SSC20501,15,12,31,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,3,7,0,4,4,24,18,44
SSC20502,16,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,42
SSC20503,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SSC20504,1366,1538,2905,44,54,95,3,3,4,243,245,487,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,260,512,24,24,42,3,3,12,318,338,656,172,189,360,1858,2058,3919
SSC20505,7989,8268,16257,231,236,462,24,17,45,774,849,1629,24,16,38,3,5,11,6,7,20,5,3,8,3,0,6,0,0,0,0,0,0,848,913,1758,54,86,145,21,15,40,1155,1253,2404,880,860,1736,10017,10379,20398
SSC20506,31,18,49,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,6,3,5,36,27,67
SSC20507,96,91,186,4,3,8,0,0,0,3,11,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,8,16,18,9,3,15,117,112,225
SSC20508,9,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,14,29
SSC20509,103,118,213,0,0,0,0,0,0,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,0,0,0,0,0,0,11,9,21,16,15,26,127,138,261
SSC20510,654,691,1344,47,46,95,0,0,0,16,17,34,0,0,0,4,13,15,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,27,31,60,3,4,3,9,3,11,79,85,165,74,67,141,802,850,1653
SSC20511,37,31,65,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,4,8,0,3,3,42,38,78
SSC20512,57,46,96,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,15,12,26,66,60,124
SSC20513,2389,2787,5175,120,131,252,5,11,15,196,228,422,6,7,19,11,9,26,5,0,7,3,3,7,6,3,12,0,0,0,0,0,0,238,262,501,20,21,39,3,4,7,380,421,802,324,387,714,3098,3597,6694
SSC20514,108,122,231,0,0,0,0,0,0,12,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,21,0,0,0,0,0,0,16,14,28,14,16,34,140,154,294
SSC20515,40,37,77,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,9,7,14,0,0,3,52,41,94
SSC20516,7,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25
SSC20517,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,6,18
SSC20518,2024,2278,4303,66,66,133,12,15,29,244,248,496,7,5,10,0,0,3,3,7,9,3,0,4,0,0,0,0,0,3,0,0,0,278,274,556,61,97,159,10,6,16,421,450,864,187,188,373,2631,2911,5544
SSC20519,487,501,988,13,15,31,0,3,6,105,104,213,0,0,0,0,0,0,5,0,5,3,0,4,0,0,0,0,0,0,0,0,0,115,113,226,75,151,219,0,0,0,199,278,477,53,64,116,732,846,1580
SSC20520,5480,5912,11389,214,220,435,28,33,64,670,709,1383,16,29,47,8,8,21,16,14,32,6,3,12,7,7,11,0,0,0,0,0,0,754,804,1552,214,211,426,16,13,29,1195,1242,2440,609,662,1269,7286,7815,15107
SSC20521,4532,4892,9421,120,125,245,19,8,32,461,494,948,8,8,16,5,3,8,8,12,23,3,0,6,0,0,0,4,7,10,0,0,0,511,530,1040,97,103,204,15,15,32,743,779,1523,420,376,799,5694,6050,11750
SSC20522,24,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,41
SSC20523,145,142,284,7,3,7,0,0,0,3,3,6,0,0,3,3,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,9,17,0,0,0,0,0,0,18,9,28,9,5,14,172,158,332
SSC20524,105,110,221,3,0,5,0,0,0,11,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,12,11,25,7,5,8,126,122,249
SSC20525,3065,3191,6258,85,76,157,8,15,29,497,461,956,10,6,20,0,4,9,13,11,19,4,0,5,9,7,13,0,3,3,0,0,0,546,504,1050,167,183,351,7,3,14,806,765,1574,339,355,692,4207,4310,8516
SSC20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20528,18,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,23,15,38
SSC20529,16,16,32,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,15,19,37
SSC20530,117,99,220,0,0,0,0,0,0,12,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,16,7,20,47,69,112,177,182,360
SSC20531,35,37,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,73
SSC20532,429,426,853,19,25,43,0,0,0,25,21,49,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,49,3,3,8,0,0,0,54,53,101,47,39,81,521,514,1036
SSC20533,21,13,36,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,21,21,43
SSC20534,2729,3202,5929,77,91,168,8,3,13,348,411,762,3,10,10,0,0,4,3,0,7,0,3,3,0,0,0,0,0,0,0,0,0,371,432,805,31,37,70,12,11,26,485,581,1066,304,359,658,3514,4140,7655
SSC20535,2207,2303,4512,13,11,23,0,3,3,176,182,358,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,190,364,16,12,26,0,5,5,204,213,422,160,175,336,2574,2694,5271
SSC20536,8366,9178,17541,189,202,391,35,27,62,1021,1060,2079,21,29,54,9,10,20,18,10,28,0,4,5,0,0,0,0,4,5,0,0,0,1106,1150,2251,139,191,326,15,17,30,1447,1555,2999,703,784,1482,10515,11514,22027
SSC20537,27,23,52,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,27,35,60
SSC20538,28,17,43,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,3,4,4,3,9,31,23,58
SSC20539,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20540,97,78,171,3,4,4,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,10,7,17,25,18,43,126,101,232
SSC20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20542,55,52,101,0,0,0,0,0,0,9,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,0,0,0,0,0,0,14,12,19,21,12,33,86,72,160
SSC20543,39,27,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,0,11,48,33,80
SSC20544,210,271,481,14,6,20,0,0,0,9,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29,0,0,0,0,3,3,25,29,57,728,42,770,969,342,1308
SSC20545,20,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,9,28,22,45
SSC20546,50,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,50,49,101
SSC20547,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20548,635,658,1294,15,13,32,18,18,39,25,29,57,3,6,9,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,53,58,109,0,0,0,0,0,0,76,72,146,72,83,147,778,811,1591
SSC20549,25,25,53,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,3,30,29,58
SSC20550,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC20551,15,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,17,32
SSC20552,47,42,84,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,9,8,16,3,0,10,57,50,108
SSC20553,4028,4083,8115,38,46,88,0,8,6,427,436,864,7,18,20,3,0,3,6,4,15,0,0,0,3,0,6,0,0,0,0,0,0,455,464,914,31,43,75,8,0,8,536,551,1084,283,278,559,4846,4917,9765
SSC20554,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SSC20555,27,25,55,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,10,0,0,0,36,28,62
SSC20556,159,142,298,0,3,5,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,0,0,0,0,0,0,14,6,20,22,20,41,194,164,353
SSC20557,421,399,817,16,20,33,0,0,0,24,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,61,7,5,5,0,0,0,47,51,93,34,29,67,497,480,975
SSC20558,1730,1777,3507,92,126,215,16,7,23,144,158,304,7,6,14,0,3,3,7,8,11,5,3,7,3,8,11,0,0,0,0,0,0,173,191,368,20,21,38,0,4,9,288,344,629,299,303,600,2315,2418,4735
SSC20559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20560,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,9,18
SSC20561,50,61,105,3,0,3,0,0,0,6,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,0,0,0,14,14,28,8,3,10,68,73,141
SSC20562,17,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,12,24
SSC20563,3061,3172,6236,38,50,83,9,11,17,226,218,444,3,5,11,3,0,4,3,5,6,0,3,3,3,3,7,3,3,6,0,0,0,252,243,496,70,61,127,8,4,13,365,349,715,235,226,459,3665,3748,7412
SSC20564,132,116,250,0,0,3,0,0,0,15,13,24,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32,0,0,0,0,0,0,21,18,35,18,17,38,169,157,320
SSC20565,28,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,30,34,60
SSC20566,5351,5235,10592,706,702,1410,66,60,129,1173,1126,2298,44,46,97,28,22,52,30,31,57,29,31,60,5,6,17,25,20,42,0,0,0,1402,1345,2746,1502,1602,3109,28,18,49,3637,3672,7311,658,633,1292,9654,9544,19198
SSC20567,4757,4637,9392,164,141,303,33,26,61,633,478,1112,12,9,21,14,6,18,9,7,25,5,8,14,0,0,0,3,0,3,0,0,0,708,540,1249,348,361,703,9,16,23,1232,1052,2286,421,387,807,6411,6076,12484
SSC20568,36,21,54,0,0,0,0,0,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,19,0,0,0,0,0,0,13,11,19,0,0,0,44,26,72
SSC20569,144,147,295,0,0,0,0,0,0,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,0,0,0,0,0,0,10,10,19,16,21,35,177,174,349
SSC20570,115,88,199,0,4,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,13,13,11,7,17,122,104,234
SSC20571,2210,2363,4575,42,52,98,32,24,58,320,338,658,9,8,18,3,3,6,11,4,13,0,0,0,0,3,6,0,0,3,0,0,0,379,387,772,74,83,159,10,7,19,505,534,1037,313,322,631,3031,3221,6250
SSC20572,2914,3074,5990,135,156,296,3,8,11,243,284,529,11,3,20,0,0,0,11,9,22,3,0,4,3,4,10,0,0,0,0,0,0,275,319,595,4,3,11,7,8,14,425,485,915,256,311,567,3596,3872,7465
SSC20573,147,139,287,3,8,5,0,0,0,3,13,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,22,0,0,0,0,0,0,9,20,30,8,6,15,165,168,330
SSC20574,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16
SSC20575,82,69,158,0,0,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,5,12,11,13,25,104,87,192
SSC20576,19,14,40,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,3,6,12,0,0,0,28,22,52
SSC20577,684,701,1389,27,21,45,0,8,7,57,62,124,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,68,69,137,3,3,6,0,3,3,96,98,189,64,82,144,843,874,1717
SSC20578,697,699,1402,26,24,45,0,3,7,197,220,415,5,4,9,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,201,224,429,19,14,35,3,4,8,245,268,512,76,85,157,1023,1047,2073
SSC20579,2446,2519,4966,130,136,270,14,20,31,938,1015,1951,12,8,21,10,12,16,0,3,4,0,3,3,0,3,3,0,4,3,0,0,0,980,1061,2042,89,105,196,5,6,11,1208,1303,2512,237,246,486,3893,4073,7966
SSC20580,45,41,88,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,3,0,0,0,9,5,13,3,0,6,57,48,106
SSC20581,15,13,30,4,0,6,0,0,0,0,3,8,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,8,7,18,5,4,10,34,26,58
SSC20582,22,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,24,25,49
