SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC20971,..,5,5,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,10,5,11
SSC20972,..,108,108,222,13,235,140,3,147,144,0,144,78,0,78,30,0,30,623,120,741
SSC20973,..,10,10,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,13,27
SSC20974,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20975,..,7,7,17,0,17,6,0,6,0,0,0,0,0,0,0,0,0,22,7,27
SSC20976,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
SSC20977,..,10,10,8,0,8,3,0,3,3,0,3,3,0,3,0,0,0,17,8,26
SSC20978,..,9,9,7,0,9,7,0,7,3,0,3,4,0,4,3,0,3,21,15,35
SSC20979,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
SSC20980,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20981,..,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,4,14
SSC20982,..,23,23,45,0,45,20,0,20,26,0,26,10,0,10,5,0,5,105,28,135
SSC20983,..,0,0,16,0,21,4,0,4,9,0,9,4,0,4,3,0,3,43,0,45
SSC20984,..,6,6,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,13,6,14
SSC20985,..,8,8,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,8,19
SSC20986,..,6,6,8,0,8,3,0,3,0,0,0,3,0,3,0,0,0,17,6,21
SSC20987,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SSC20988,..,12,12,12,0,12,0,0,0,3,0,3,0,0,0,0,0,0,17,12,21
SSC20989,..,3,3,3,0,8,3,0,3,3,0,3,0,0,0,3,0,3,18,6,18
SSC20990,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20991,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC20992,..,59,59,86,4,88,25,0,25,24,0,24,17,0,17,8,0,8,154,66,221
SSC20993,..,10,10,16,3,20,10,0,10,7,0,7,3,0,3,0,0,0,38,10,48
SSC20994,..,518,518,924,26,953,475,7,477,649,0,647,287,0,287,85,0,85,2411,550,2959
SSC20995,..,28,28,88,0,95,48,0,48,48,0,48,27,0,27,10,0,10,226,29,253
SSC20996,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
SSC20997,..,592,592,955,52,1002,511,8,524,480,0,481,202,0,208,114,0,112,2264,652,2920
SSC20998,..,19,19,49,8,55,27,0,27,27,0,27,19,0,19,4,0,4,121,28,146
SSC20999,..,10,10,16,0,16,6,0,6,7,0,7,9,0,9,3,0,3,43,10,57
SSC21000,..,3,3,10,0,10,3,0,3,0,0,0,3,0,3,0,0,0,17,3,19
SSC21001,..,12,12,21,0,21,3,0,3,4,0,4,3,0,3,0,0,0,29,10,47
SSC21002,..,640,640,595,110,711,362,59,421,220,22,238,59,9,70,26,7,29,1253,847,2097
SSC21003,..,2189,2189,2544,275,2820,1319,75,1399,1826,34,1859,724,10,733,155,4,161,6570,2591,9166
SSC21004,..,7,7,15,0,15,5,0,5,10,0,10,0,0,0,0,0,0,28,7,41
SSC21005,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SSC21006,..,2297,2297,3704,205,3909,2484,110,2596,3004,73,3080,1086,34,1124,456,24,479,10738,2752,13486
SSC21007,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21008,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8
SSC21009,..,8,8,5,0,5,3,0,3,5,0,5,0,0,0,0,0,0,18,8,21
SSC21010,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SSC21011,..,14,14,21,3,26,4,0,4,7,0,7,4,0,4,3,0,3,41,13,56
SSC21012,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC21013,..,39,39,72,6,76,15,0,15,14,0,14,7,0,8,7,0,7,110,41,152
SSC21014,..,0,0,4,0,4,0,0,0,6,0,6,0,0,0,5,0,5,16,0,18
SSC21015,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21016,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21017,..,6,6,16,0,14,6,0,6,7,0,7,0,0,0,3,0,3,36,7,44
SSC21018,..,59,59,129,4,131,61,0,61,75,0,75,35,0,35,9,0,9,309,62,368
SSC21019,..,12,12,23,0,29,6,0,6,15,0,15,3,0,3,0,0,0,52,13,65
SSC21020,..,9,9,16,0,16,5,0,5,5,0,5,7,0,7,0,0,0,34,12,39
SSC21021,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC21022,..,4,4,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,13,4,24
SSC21023,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SSC21024,..,3,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,3,11
SSC21025,..,0,0,14,0,11,3,0,3,5,0,5,6,0,6,0,0,0,20,0,25
SSC21026,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6
SSC21027,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SSC21028,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC21029,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC21030,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,10
SSC21031,..,58,58,54,0,58,25,0,24,12,0,12,5,0,5,3,0,3,107,63,162
SSC21032,..,22,22,43,3,49,14,0,14,8,0,9,5,0,5,3,0,3,79,33,106
SSC21033,..,3,3,0,0,0,5,0,5,4,0,4,3,0,3,0,0,0,16,3,17
SSC21034,..,14,14,22,0,22,8,0,8,6,0,6,4,0,4,0,0,0,37,12,48
SSC21035,..,4,4,9,0,9,3,0,3,0,0,0,3,0,3,0,0,0,19,4,21
SSC21036,..,17,17,18,0,18,11,0,11,3,0,3,0,0,0,0,0,0,32,18,46
SSC21037,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SSC21038,..,66,66,135,6,138,54,0,54,54,0,54,26,0,26,6,0,6,280,73,350
SSC21039,..,3,3,13,0,9,0,0,0,7,0,7,0,0,0,0,0,0,17,4,26
SSC21040,..,2039,2039,2126,231,2361,1299,80,1379,1119,35,1155,493,28,524,353,26,371,5393,2441,7835
SSC21041,..,33,33,34,0,34,8,0,8,11,0,11,4,0,4,0,0,0,59,33,93
SSC21042,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC21043,..,5,5,30,0,30,15,0,15,16,0,18,7,0,7,3,0,3,73,10,78
SSC21044,..,4,4,17,0,17,3,0,3,4,0,4,5,0,5,0,0,0,29,4,39
SSC21045,..,0,0,4,0,4,3,0,3,3,0,3,3,0,3,0,0,0,6,0,9
SSC21046,..,13,13,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22,16,36
SSC21047,..,59,59,60,6,61,10,0,10,5,0,5,7,0,7,0,0,0,75,65,145
SSC21048,..,12,12,24,3,28,15,0,15,12,0,12,5,0,5,4,0,4,56,17,72
SSC21049,..,324,324,293,47,339,109,15,127,99,3,100,23,0,22,8,0,8,529,391,926
SSC21050,..,7,7,18,0,21,0,0,0,9,0,9,0,0,0,0,0,0,32,10,42
SSC21051,..,1099,1099,1116,121,1237,471,34,502,411,3,414,152,0,152,61,0,61,2213,1250,3461
SSC21052,..,11,11,28,3,31,13,0,13,13,0,13,3,0,3,5,0,5,57,17,76
SSC21053,..,8,8,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,16
SSC21054,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21055,..,3,3,15,0,15,0,0,0,0,0,0,3,0,3,0,0,0,16,3,24
SSC21056,..,4,4,13,0,13,3,0,3,4,0,4,0,0,0,0,0,0,21,4,30
SSC21057,..,5,5,19,3,20,4,0,6,10,0,10,3,0,3,0,0,0,40,10,45
SSC21058,..,13,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18
SSC21059,..,12,12,28,0,28,6,0,6,3,0,3,3,0,3,3,0,3,44,12,53
SSC21060,..,5,5,13,0,11,5,0,5,3,0,3,3,0,3,0,0,0,20,8,27
SSC21061,..,19,19,51,4,55,15,0,15,11,0,11,14,0,14,0,0,0,91,20,111
SSC21062,..,44,44,71,7,74,35,0,35,34,0,34,26,0,26,8,0,8,170,53,220
SSC21063,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7
SSC21064,..,14,14,24,0,24,14,0,14,13,0,13,3,0,3,0,0,0,56,14,68
SSC21065,..,12,12,29,0,29,16,0,16,13,0,13,6,0,6,0,0,0,69,12,81
SSC21066,..,67,67,154,12,162,61,0,61,69,0,69,25,0,25,17,0,17,318,77,398
SSC21067,..,31,31,41,0,42,19,0,19,15,0,15,9,0,9,3,0,3,87,28,117
SSC21068,..,47,47,53,0,51,17,0,17,11,0,11,7,0,7,0,0,0,86,46,130
SSC21069,..,8,8,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,9,8,15
SSC21070,..,45,45,54,3,55,9,0,9,4,0,4,3,0,3,0,0,0,71,42,111
SSC21071,..,3,3,13,0,13,3,0,3,5,0,5,0,0,0,0,0,0,21,3,27
SSC21072,..,202,202,277,10,291,171,0,174,214,0,214,68,0,68,28,0,25,753,213,968
SSC21073,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21074,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,8
SSC21075,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,4,12
SSC21076,..,3,3,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,11,3,14
SSC21077,..,37,37,74,0,78,38,0,38,44,0,44,18,0,18,11,0,11,189,38,223
SSC21078,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21079,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SSC21080,..,13,13,45,0,45,11,0,11,6,0,6,7,0,7,4,0,4,75,13,89
SSC21081,..,127,127,136,13,150,45,0,47,18,0,18,18,0,18,6,0,6,222,142,363
SSC21082,..,9,9,10,0,10,3,0,3,8,0,8,4,0,4,0,0,0,23,9,37
SSC21083,..,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10
SSC21084,..,19,19,39,3,39,18,0,18,23,0,23,10,0,10,4,0,4,99,25,123
SSC21085,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21086,..,9,9,17,3,19,3,0,3,0,0,0,0,0,0,0,0,0,20,10,30
SSC21087,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5
SSC21088,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC21089,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21090,..,42,42,68,0,69,21,0,21,18,0,18,7,0,7,7,0,7,119,42,164
SSC21091,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC21092,..,5,5,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,16,5,17
SSC21093,..,34,34,76,3,80,32,0,32,30,0,30,22,0,22,9,0,9,170,38,210
SSC21094,..,8,8,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,15,8,25
SSC21095,..,3,3,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,14,3,21
SSC21096,..,1514,1514,2313,113,2427,1320,20,1339,1466,7,1471,527,6,530,145,0,151,5773,1662,7431
SSC21097,..,337,337,1070,25,1102,897,4,903,1230,3,1236,586,0,582,292,0,289,4075,381,4458
SSC21098,..,11,11,8,0,9,0,0,0,0,0,0,4,0,4,0,0,0,9,8,18
SSC21099,..,5,5,9,0,9,3,0,3,8,0,8,6,0,6,0,0,0,24,5,30
SSC21100,..,7,7,13,0,16,3,0,3,4,0,4,3,0,3,0,0,0,21,10,35
SSC21101,..,3,3,23,0,24,5,0,5,8,0,8,0,0,0,3,0,3,40,9,50
SSC21102,..,10,10,32,4,31,9,0,9,6,0,6,4,0,4,0,0,0,50,16,59
SSC21103,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21104,..,0,0,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7
SSC21105,..,3,3,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,18,3,20
SSC21106,..,1422,1422,1799,104,1900,821,40,865,788,27,811,290,10,298,107,0,114,3799,1599,5400
SSC21107,..,37,37,109,0,110,45,0,45,65,0,65,29,0,29,8,0,8,253,33,289
SSC21108,..,37,37,51,5,61,22,0,22,11,0,11,10,0,10,0,0,0,97,38,135
SSC21109,..,61,61,80,3,84,22,0,22,25,0,25,11,0,11,3,0,3,145,65,206
SSC21110,..,15,15,32,0,32,14,0,14,18,0,18,7,0,7,0,0,0,65,15,77
SSC21111,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21113,..,13,13,35,3,39,20,0,20,31,0,31,12,0,12,6,0,6,105,15,113
SSC21114,..,3,3,4,3,4,3,0,3,0,0,0,4,0,4,0,0,0,11,5,17
SSC21115,..,59,59,149,6,153,46,0,48,82,0,82,31,0,31,15,0,15,324,69,394
SSC21116,..,593,593,627,30,659,336,7,343,280,4,285,123,0,126,97,3,103,1472,640,2112
SSC21117,..,603,603,891,65,952,582,11,593,638,6,641,290,7,292,276,4,278,2681,684,3360
SSC21118,..,9,9,13,0,18,4,0,4,3,0,3,5,0,5,0,0,0,31,4,40
SSC21119,..,43,43,58,10,67,23,3,23,12,0,12,5,0,5,0,0,0,101,52,152
SSC21120,..,23,23,24,3,23,3,0,3,7,0,7,3,0,3,0,0,0,37,25,58
SSC21121,..,1359,1359,1387,86,1474,501,21,523,421,0,422,176,0,176,79,0,79,2568,1467,4035
SSC21122,..,745,745,744,84,823,354,21,368,326,3,331,139,0,139,42,0,42,1600,854,2452
SSC21123,..,1084,1084,1281,80,1363,677,7,688,1053,3,1057,405,0,409,80,0,80,3509,1174,4684
SSC21124,..,599,599,533,56,580,266,10,280,276,0,279,109,0,108,26,0,23,1209,671,1880
SSC21125,..,1180,1180,1625,154,1777,1392,32,1424,1623,16,1636,779,5,788,675,7,676,6087,1389,7481
SSC21126,..,13,13,20,0,19,3,0,3,11,0,11,0,0,0,0,0,0,37,19,51
SSC21127,..,8,8,9,3,15,4,0,4,9,0,9,0,0,0,0,0,0,22,11,34
SSC21128,..,6,6,3,0,7,12,0,12,3,0,3,3,0,3,0,0,0,18,5,22
SSC21129,..,70,70,125,5,131,53,0,53,44,0,44,25,0,25,9,0,9,254,81,331
SSC21130,..,16,16,43,4,48,14,0,14,17,0,17,0,0,0,3,0,3,77,17,96
SSC21131,..,34,34,74,4,72,48,0,48,57,0,57,33,0,33,17,0,17,226,41,261
SSC21132,..,6,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15
SSC21133,..,30,30,52,8,62,19,0,19,20,0,19,4,0,4,0,0,0,91,37,125
SSC21134,..,29,29,33,0,33,4,0,4,11,0,11,5,0,5,3,0,3,57,29,83
SSC21135,..,14,14,26,0,30,11,0,12,11,0,11,4,0,4,0,0,0,52,17,64
SSC21136,..,1221,1221,1161,103,1263,541,5,546,469,0,465,181,0,181,98,0,98,2449,1327,3776
SSC21137,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9
SSC21138,..,6,6,12,0,12,6,0,6,3,0,3,0,0,0,0,0,0,16,6,25
SSC21139,..,61,61,131,3,132,66,0,66,86,0,86,51,0,51,10,0,10,350,63,412
SSC21140,..,4,4,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,7,4,13
SSC21141,..,23,23,39,3,47,18,0,18,16,0,16,9,0,9,7,0,6,86,24,115
SSC21142,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21143,..,3376,3376,2751,679,3432,1074,216,1292,981,69,1054,403,24,424,114,10,123,5325,4375,9706
SSC21144,..,1674,1674,1675,350,2018,698,117,813,763,40,802,306,4,309,78,9,82,3513,2186,5702
SSC21145,..,6,6,10,0,10,4,0,4,5,0,5,0,0,0,0,0,0,13,6,17
SSC21146,..,8,8,36,3,35,9,0,9,8,0,8,9,0,9,0,0,0,58,14,73
SSC21147,..,55,55,181,5,183,90,0,92,107,0,107,31,0,31,18,0,18,428,55,486
SSC21148,..,14,14,38,0,39,13,0,13,23,0,23,4,0,4,0,0,0,79,11,97
SSC21149,..,759,759,906,59,970,424,9,434,365,0,365,168,0,168,60,0,60,1931,830,2760
SSC21150,..,11,11,23,0,28,10,0,10,5,0,5,3,0,3,3,0,3,46,7,55
SSC21151,..,394,394,485,37,522,128,3,127,90,0,90,29,0,29,19,0,19,753,434,1187
SSC21152,..,35,35,87,3,88,31,0,32,57,0,57,30,0,30,13,0,13,224,42,265
SSC21153,..,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC21154,..,148,148,250,25,275,158,3,162,233,0,232,75,0,75,34,0,34,751,175,930
SSC21155,..,18,18,36,0,35,10,0,10,18,0,18,4,0,4,0,0,0,68,16,80
SSC21156,..,668,668,1039,74,1109,548,17,561,671,6,677,275,0,278,80,0,80,2610,768,3377
SSC21157,..,14,14,24,0,25,6,0,6,3,0,3,3,0,3,0,0,0,38,14,53
SSC21158,..,735,735,711,83,792,368,15,385,363,8,375,132,4,134,24,0,24,1603,840,2445
SSC21159,..,723,723,680,95,775,376,25,397,304,23,319,96,4,102,51,3,53,1503,865,2370
SSC21160,..,635,635,501,90,597,276,38,317,205,7,213,101,4,104,105,0,108,1198,776,1970
SSC21161,..,7,7,6,0,11,0,0,0,3,0,3,3,0,3,0,0,0,12,5,21
SSC21162,..,9,9,13,0,13,0,0,0,4,0,4,0,0,0,0,0,0,17,9,30
SSC21163,..,64,64,84,6,90,23,3,25,28,0,33,15,0,15,3,0,3,159,75,231
SSC21164,..,46,46,58,13,72,15,0,16,14,0,14,3,0,3,0,0,0,92,55,151
SSC21165,..,612,612,445,45,490,177,8,184,161,0,166,68,0,68,18,0,18,870,672,1541
SSC21166,..,15,15,47,3,47,17,0,17,16,0,16,8,0,8,5,0,5,97,15,113
SSC21167,..,11,11,19,0,19,7,0,7,10,0,10,3,0,3,0,0,0,46,11,59
SSC21168,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4
SSC21169,..,8,8,14,0,18,5,0,5,6,0,6,4,0,4,4,0,4,36,7,44
SSC21170,..,259,259,243,15,263,84,0,83,88,0,88,63,0,63,12,0,12,490,277,759
SSC21171,..,4,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,13,4,18
SSC21172,..,253,253,251,13,269,76,0,75,65,0,65,34,0,34,12,0,12,446,270,714
SSC21173,..,4,4,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,7,4,14
SSC21174,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13
SSC21175,..,7,7,11,0,9,6,0,6,5,0,5,9,0,9,0,0,0,27,13,35
SSC21176,..,1160,1160,1201,105,1314,625,17,639,690,0,691,224,3,227,45,0,45,2790,1292,4075
SSC21177,..,8,8,27,0,27,5,0,5,5,0,5,0,0,0,0,0,0,40,8,45
SSC21178,..,1484,1484,2160,116,2276,945,55,997,1208,44,1248,505,30,527,170,35,201,4978,1764,6738
SSC21179,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC21180,..,7,7,26,0,26,10,0,10,6,0,6,3,0,3,3,0,3,47,7,61
SSC21181,..,5,5,17,0,12,9,0,9,6,0,6,0,0,0,0,0,0,28,6,39
SSC21182,..,11,11,38,3,44,20,0,20,15,0,15,9,0,9,3,0,3,93,13,103
SSC21183,..,16,16,29,0,29,6,0,6,15,0,15,6,0,6,3,0,3,52,16,69
SSC21184,..,567,567,1120,44,1166,918,5,927,1495,3,1499,611,0,611,274,0,274,4415,623,5038
SSC21185,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,6
SSC21186,..,0,0,40,0,40,22,0,22,13,0,13,3,0,3,4,0,4,80,0,85
SSC21187,..,35,35,78,3,80,31,0,31,30,0,30,24,0,24,8,0,8,175,38,213
SSC21188,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SSC21189,..,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11
SSC21190,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,8
SSC21191,..,10,10,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,17,10,22
SSC21192,..,102,102,126,0,126,24,0,21,25,0,25,13,0,13,7,0,7,194,108,300
SSC21193,..,17,17,46,3,52,33,0,33,81,0,81,30,0,30,14,0,14,209,18,225
SSC21194,..,2136,2136,3328,234,3561,2507,47,2554,2405,18,2420,1063,7,1073,703,5,712,10007,2454,12461
SSC21195,..,7,7,5,0,6,4,0,4,5,0,5,0,0,0,0,0,0,10,4,15
SSC21196,..,7,7,17,0,13,3,0,3,4,0,4,4,0,4,0,0,0,27,4,31
SSC21197,..,2024,2024,1970,124,2090,703,30,734,679,11,687,294,0,294,95,0,95,3739,2193,5932
SSC21198,..,8,8,3,0,4,4,0,5,3,0,4,0,0,0,0,0,0,13,12,27
SSC21199,..,11,11,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,11,11,20
SSC21200,..,4,4,9,0,9,0,0,0,10,0,10,0,0,0,0,0,0,20,4,19
SSC21201,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21202,..,11,11,3,0,3,0,0,3,4,0,4,3,0,3,0,0,0,15,13,23
SSC21203,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21204,..,9,9,10,0,15,3,0,3,0,0,0,0,0,0,0,0,0,15,11,28
SSC21205,..,656,656,725,105,827,497,47,537,502,20,518,154,7,168,53,8,64,1928,836,2767
SSC21206,..,21,21,27,3,30,16,0,16,22,0,22,8,0,8,5,0,5,78,22,95
SSC21207,..,5,5,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,3,14
SSC21208,..,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13
SSC21209,..,147,147,171,26,196,118,11,124,110,7,117,48,3,52,19,0,22,457,201,658
SSC21210,..,132,132,260,18,276,125,3,132,138,0,138,83,0,83,24,0,24,635,157,794
SSC21211,..,0,0,3,0,3,0,0,0,4,0,4,4,0,4,0,0,0,13,0,13
SSC21212,..,5,5,31,0,31,14,0,14,16,0,16,7,0,7,3,0,3,69,5,73
SSC21213,..,3,3,29,0,29,6,0,6,11,0,11,0,0,0,0,0,0,39,3,51
SSC21214,..,197,197,324,16,337,209,0,209,256,0,257,108,0,108,41,0,41,945,216,1155
SSC21215,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11
SSC21216,..,7,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13
SSC21217,..,5,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12
SSC21218,..,11,11,12,0,12,0,0,0,4,0,4,3,0,3,3,0,3,21,11,31
SSC21219,..,12,12,34,0,34,17,0,17,16,0,16,12,0,12,4,0,8,86,15,95
SSC21220,..,150,150,193,15,211,36,0,36,52,0,52,22,0,22,8,0,8,307,159,468
SSC21221,..,26,26,46,0,51,8,0,8,18,0,18,9,0,9,3,0,3,91,24,119
SSC21222,..,131,131,118,9,122,32,0,32,30,0,30,20,0,20,4,0,4,198,139,338
SSC21223,..,3,3,6,0,6,3,0,3,5,0,5,0,0,0,0,0,0,16,3,17
SSC21224,..,45,45,85,4,87,34,0,31,31,0,31,14,0,14,11,0,11,174,51,224
SSC21225,..,83,83,161,11,170,74,0,74,105,0,105,43,0,43,19,0,19,404,91,495
SSC21226,..,668,668,853,44,894,208,8,215,219,0,225,113,0,113,28,0,28,1424,717,2138
SSC21227,..,29,29,101,3,98,38,0,38,46,0,46,31,0,31,16,0,16,230,31,260
SSC21228,..,119,119,235,4,244,100,0,105,95,0,95,59,0,59,19,0,19,510,128,634
SSC21229,..,10,10,22,3,29,13,0,13,16,0,16,3,0,3,3,0,3,59,17,77
SSC21230,..,15,15,11,0,11,3,0,3,13,0,13,3,0,3,0,0,0,29,15,46
SSC21231,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC21232,..,180,180,144,15,160,59,0,60,37,5,42,14,0,14,8,0,8,263,201,467
SSC21233,..,20,20,48,3,54,19,0,19,18,0,18,10,0,10,0,0,0,98,22,119
SSC21234,..,12,12,24,3,27,7,0,7,3,0,3,3,0,3,3,0,3,38,14,49
SSC21235,..,11,11,11,0,7,4,0,4,7,0,7,0,0,0,0,0,0,16,10,25
SSC21236,..,406,406,617,26,646,254,3,258,286,0,284,178,0,176,72,0,71,1405,437,1841
SSC21237,..,1229,1229,1307,130,1440,702,43,741,825,20,841,266,0,269,72,0,67,3169,1423,4590
SSC21238,..,244,244,388,18,402,204,0,210,285,0,286,127,0,127,28,0,28,1029,261,1292
SSC21239,..,188,188,180,20,203,111,5,120,103,8,112,53,3,62,31,0,27,480,228,711
SSC21240,..,15,15,18,0,18,10,0,10,9,0,9,4,0,4,0,0,0,44,15,56
SSC21241,..,71,71,118,21,137,68,3,76,47,0,47,38,0,43,14,0,14,287,95,381
SSC21242,..,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8
SSC21243,..,10,10,15,0,11,0,0,0,3,0,3,3,0,3,0,0,0,23,8,34
SSC21244,..,36,36,63,0,63,5,0,5,11,0,11,3,0,3,0,0,0,85,36,120
SSC21245,..,224,224,360,44,408,187,15,209,268,3,272,115,3,118,22,0,22,952,296,1248
SSC21246,..,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
SSC21247,..,16,16,27,0,26,7,0,7,14,0,14,3,0,3,3,0,3,53,13,71
SSC21248,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,4,11
SSC21249,..,9,9,16,0,16,0,0,0,4,0,4,6,0,6,0,0,0,26,9,37
