SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC20618,0,0,0,0,0,0,0,0
SSC20619,5,0,0,0,0,0,0,5
SSC20620,329,15,5,10,0,0,0,366
SSC20621,12,0,0,0,0,0,0,16
SSC20622,14,3,0,0,0,0,0,22
SSC20623,33,0,0,0,0,0,0,31
SSC20624,8,0,0,0,0,0,0,10
SSC20625,4,0,0,0,0,0,0,4
SSC20626,3,0,0,0,0,0,0,3
SSC20627,43,0,3,0,0,0,0,45
SSC20628,3,0,0,0,0,0,0,7
SSC20629,28,3,3,0,0,0,0,40
SSC20630,4,0,0,0,0,0,0,4
SSC20631,0,0,0,0,0,0,0,3
SSC20632,13,3,0,3,0,0,0,22
SSC20633,7,0,0,0,0,0,0,7
SSC20634,10,0,0,0,0,0,0,9
SSC20635,49,5,3,3,0,0,0,57
SSC20636,1138,128,104,14,5,3,14,1413
SSC20637,3,0,0,0,0,0,0,3
SSC20638,4,0,0,0,0,0,0,4
SSC20639,7,3,0,0,0,0,0,9
SSC20640,31,3,0,0,0,0,0,34
SSC20641,14,3,0,0,0,0,0,14
SSC20642,32,0,0,0,0,0,0,37
SSC20643,0,0,0,0,0,0,0,0
SSC20644,90,5,6,3,0,0,0,104
SSC20645,14,0,0,0,0,0,0,16
SSC20646,8,3,0,0,0,0,0,12
SSC20647,3,0,0,0,0,0,0,3
SSC20648,3,0,0,0,0,0,0,8
SSC20649,0,0,0,0,0,0,0,0
SSC20650,73,7,4,0,0,0,0,82
SSC20651,0,0,0,0,0,0,0,0
SSC20652,3,0,0,0,0,0,0,3
SSC20653,287,18,21,4,0,0,0,332
SSC20654,5,0,0,0,0,0,0,5
SSC20655,42,0,0,0,0,0,0,50
SSC20656,9,0,0,0,0,0,0,10
SSC20657,7096,362,217,117,7,10,22,7836
SSC20658,2048,191,127,39,4,0,15,2423
SSC20659,2191,128,123,29,5,3,7,2478
SSC20660,2696,201,129,40,3,0,7,3072
SSC20661,202,16,6,6,0,0,0,236
SSC20662,1970,143,94,30,3,0,10,2245
SSC20663,0,0,0,0,0,0,0,0
SSC20664,10,0,0,0,0,0,0,10
SSC20665,118,8,0,0,0,0,0,129
SSC20666,13,0,0,0,0,0,0,14
SSC20667,250,23,19,5,0,0,0,298
SSC20668,3,0,0,0,0,0,0,3
SSC20669,299,25,20,10,0,0,3,361
SSC20670,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0
SSC20672,0,0,0,0,0,0,0,3
SSC20673,28,0,0,0,0,0,0,29
SSC20674,16,0,0,0,0,0,0,14
SSC20675,7,0,0,0,0,0,0,9
SSC20676,12,0,0,0,0,0,0,12
SSC20677,2693,212,120,28,3,3,7,3069
SSC20678,752,53,26,4,0,0,0,834
SSC20679,1009,67,30,3,0,0,3,1107
SSC20680,554,42,14,3,0,0,3,612
SSC20681,0,0,0,0,0,0,0,0
SSC20682,35,0,0,0,0,0,0,36
SSC20683,24,0,0,0,0,0,0,20
SSC20684,7,0,0,0,0,0,0,7
SSC20685,4,0,0,0,0,0,0,4
SSC20686,9,3,0,0,0,0,0,11
SSC20687,0,3,0,0,0,0,0,5
SSC20688,0,0,0,0,0,0,0,0
SSC20689,0,0,0,0,0,0,0,0
SSC20690,3,0,0,0,0,0,0,3
SSC20691,21,0,0,0,0,0,0,21
SSC20692,161,6,20,0,0,0,0,184
SSC20693,3,0,0,0,0,0,0,3
SSC20694,8,0,0,0,0,0,0,8
SSC20695,29,5,0,0,0,0,0,31
SSC20696,53,0,3,0,0,0,0,56
SSC20697,758,21,22,20,0,0,0,824
SSC20698,21,4,0,0,0,0,0,18
SSC20699,0,0,0,0,0,0,0,0
SSC20700,0,0,0,0,0,0,0,0
SSC20701,54,3,5,0,0,0,0,66
SSC20702,3069,116,51,63,7,3,13,3327
SSC20703,2616,149,70,41,3,3,11,2890
SSC20704,0,0,0,0,0,0,0,0
SSC20705,0,0,0,0,0,0,0,0
SSC20706,3,0,0,0,0,0,0,3
SSC20707,978,86,67,15,0,0,8,1150
SSC20708,3,0,0,0,0,0,0,3
SSC20709,8,3,0,0,0,0,0,13
SSC20710,88,4,9,0,0,0,0,103
SSC20711,51,6,0,0,0,0,0,57
SSC20712,0,0,0,0,0,0,0,0
SSC20713,19,4,0,0,0,0,0,21
SSC20714,3,0,0,0,0,0,0,8
SSC20715,0,0,0,0,0,0,0,0
SSC20716,168,9,8,0,0,0,0,188
SSC20717,11,0,0,0,0,0,0,13
SSC20718,23,0,0,0,0,0,0,28
SSC20719,0,0,0,0,0,0,0,0
SSC20720,17,3,0,0,0,0,0,22
SSC20721,22,3,0,0,0,0,0,26
SSC20722,250,7,3,3,0,0,0,260
SSC20723,2011,128,81,62,5,3,13,2292
SSC20724,542,60,49,9,0,0,8,667
SSC20725,1080,66,19,17,0,0,8,1192
SSC20726,0,0,0,0,0,0,0,0
SSC20727,3,0,0,0,0,0,0,3
SSC20728,0,0,0,0,0,0,0,4
SSC20729,3,0,0,0,0,0,0,3
SSC20730,55,0,5,3,0,0,0,64
SSC20731,216,9,7,0,0,0,3,240
SSC20732,6,3,0,0,0,0,0,17
SSC20733,0,0,0,0,0,0,0,0
SSC20734,0,0,0,0,0,0,0,0
SSC20735,47,3,3,0,0,0,0,60
SSC20736,5,0,0,0,0,0,0,5
SSC20737,1241,39,38,24,0,3,4,1351
SSC20738,4,0,0,0,0,0,0,4
SSC20739,38,0,3,0,0,0,0,41
SSC20740,15,0,0,0,0,0,0,15
SSC20741,0,0,0,0,0,0,0,0
SSC20742,168,10,13,3,0,3,0,201
SSC20743,39,3,4,0,0,0,0,46
SSC20744,19,0,3,0,0,0,0,18
SSC20745,24,0,0,0,0,0,0,27
SSC20746,1691,108,56,15,0,0,3,1873
SSC20747,11,0,0,0,0,0,0,10
SSC20748,299,27,7,6,0,0,0,339
SSC20749,7,0,0,0,0,0,0,7
SSC20750,110,15,7,0,0,0,3,139
SSC20751,13,0,0,0,0,0,0,17
SSC20752,1350,91,44,7,0,0,3,1495
SSC20753,7,3,0,0,0,0,0,7
SSC20754,10,0,0,0,0,0,0,13
SSC20755,18,0,0,0,0,0,0,17
SSC20756,37,3,4,3,0,0,0,45
SSC20757,3,0,0,0,0,0,0,3
SSC20758,14,0,0,0,0,0,0,19
SSC20759,9,0,0,0,0,0,0,9
SSC20760,606,27,8,4,0,0,0,645
SSC20761,3,0,0,0,0,0,0,3
SSC20762,3,0,0,0,0,0,0,9
SSC20763,62,7,3,0,0,0,0,79
SSC20764,102,4,10,0,0,0,0,120
SSC20765,2382,124,31,21,0,3,3,2565
SSC20766,3930,145,64,45,4,0,3,4197
SSC20767,18,0,0,0,0,0,0,21
SSC20768,1625,67,30,16,0,0,5,1751
SSC20769,0,0,0,0,0,0,0,0
SSC20770,25,0,0,0,0,0,0,31
SSC20771,38,3,3,0,0,0,0,40
SSC20772,0,0,0,0,0,0,0,0
SSC20773,2999,203,135,20,0,0,7,3369
SSC20774,8,0,0,0,0,0,0,8
SSC20775,0,0,0,0,0,0,0,0
SSC20776,11,0,0,0,0,0,0,13
SSC20777,820,70,28,16,4,3,5,951
SSC20778,5,0,0,0,0,0,0,3
SSC20779,0,0,0,0,0,0,0,0
SSC20780,11,0,0,0,0,0,0,11
SSC20781,4,0,0,0,0,0,0,4
SSC20782,450,45,17,3,0,0,3,524
SSC20783,0,0,0,0,0,0,0,0
SSC20784,1123,108,71,10,0,0,9,1319
SSC20785,19,0,3,0,0,0,0,21
SSC20786,36,3,0,0,0,0,0,40
SSC20787,37,3,0,0,0,0,0,42
SSC20788,4,0,0,0,0,0,0,8
SSC20789,18,6,5,0,0,0,0,28
SSC20790,60,3,0,0,0,0,0,64
SSC20791,6,0,0,0,0,0,0,6
SSC20792,26,3,3,0,0,0,0,29
SSC20793,19,3,0,0,0,0,0,23
SSC20794,17,0,0,0,0,0,0,15
SSC20795,0,0,0,0,0,0,0,0
SSC20796,432,40,9,4,0,0,9,494
SSC20797,3,0,0,0,0,0,0,3
SSC20798,37,5,4,0,0,0,0,42
SSC20799,8,3,0,0,0,0,0,11
SSC20800,5,0,0,0,0,0,0,5
SSC20801,5,0,0,0,0,0,0,5
SSC20802,7,0,0,0,0,0,0,7
SSC20803,66,4,0,0,0,0,0,71
SSC20804,0,0,0,0,0,0,0,0
SSC20805,3,0,0,0,0,0,0,3
SSC20806,35,0,0,0,0,0,0,35
SSC20807,39,10,3,0,0,0,0,53
SSC20808,4,0,0,0,0,0,0,7
SSC20809,0,0,0,0,0,0,0,0
SSC20810,53,3,3,0,0,0,0,61
SSC20811,7,0,0,0,0,0,0,7
SSC20812,0,0,0,0,0,0,0,4
SSC20813,0,0,0,0,0,0,0,0
SSC20814,10,0,0,0,0,0,0,11
SSC20815,4,0,0,0,0,0,0,4
SSC20816,69,10,3,3,0,0,0,84
SSC20817,421,38,29,4,0,0,6,495
SSC20818,0,0,0,0,0,0,0,0
SSC20819,546,22,11,7,0,0,3,582
SSC20820,3,0,0,0,0,0,0,5
SSC20821,74,5,5,0,3,0,3,92
SSC20822,138,11,4,0,0,0,3,155
SSC20823,389,25,9,3,0,0,3,430
SSC20824,249,13,0,0,0,0,0,262
SSC20825,7,0,0,0,0,0,0,7
SSC20826,6,0,0,0,0,0,0,10
SSC20827,56,3,8,0,0,0,0,70
SSC20828,5,0,0,0,0,0,0,5
SSC20829,4,0,0,0,0,0,0,3
SSC20830,260,21,17,3,0,0,0,296
SSC20831,15,0,0,0,0,0,0,15
SSC20832,1179,119,64,5,0,0,10,1378
SSC20833,52,4,3,0,0,0,0,60
SSC20834,57,3,0,0,0,0,0,59
SSC20835,22,0,0,0,0,0,0,28
SSC20836,14,0,0,0,0,0,0,14
SSC20837,172,6,10,0,0,0,0,185
SSC20838,64,7,4,0,0,0,0,74
SSC20839,13,0,0,0,0,0,0,11
SSC20840,7,0,0,0,0,0,0,9
SSC20841,10,0,0,0,0,0,0,10
SSC20842,634,59,16,4,0,0,0,708
SSC20843,21,0,0,0,0,0,0,18
SSC20844,46,8,3,0,0,0,0,55
SSC20845,13,3,0,0,0,0,0,18
SSC20846,31,8,0,0,0,0,0,36
SSC20847,7,0,0,0,0,0,0,7
SSC20848,6,0,0,0,0,0,0,6
SSC20849,5,0,3,0,0,0,0,7
SSC20850,0,0,0,0,0,0,0,0
SSC20851,18,3,4,0,0,0,0,22
SSC20852,16,0,0,0,0,0,0,17
SSC20853,340,28,15,3,0,0,0,393
SSC20854,27,0,0,0,0,0,0,28
SSC20855,14,0,0,0,0,0,0,11
SSC20856,58,5,0,0,0,0,0,65
SSC20857,44,3,3,0,0,0,0,52
SSC20858,1146,54,12,7,0,0,0,1219
SSC20859,2592,161,44,15,0,0,5,2814
SSC20860,1109,54,29,7,0,0,0,1195
SSC20861,1183,73,19,7,0,0,0,1288
SSC20862,696,56,30,3,0,0,7,783
SSC20863,0,0,0,0,0,0,0,0
SSC20864,49,0,0,0,0,0,0,52
SSC20865,3297,157,76,52,5,0,10,3599
SSC20866,61,5,3,0,0,0,0,73
SSC20867,3,0,0,0,0,0,0,3
SSC20868,0,0,0,0,0,0,0,0
SSC20869,9,0,0,0,0,0,0,9
SSC20870,3,0,0,0,0,0,0,3
SSC20871,75,3,4,0,0,0,0,87
SSC20872,4377,189,120,90,5,0,15,4797
SSC20873,453,51,29,3,0,0,0,547
SSC20874,9,0,0,0,0,0,0,9
SSC20875,13,3,0,0,0,0,0,20
SSC20876,0,0,0,0,0,0,0,0
SSC20877,13,0,0,0,0,0,0,16
SSC20878,0,0,0,0,0,0,0,0
SSC20879,2500,98,35,9,0,0,3,2643
SSC20880,0,0,0,0,0,0,0,0
SSC20881,293,13,5,0,0,0,0,312
SSC20882,176,15,5,0,0,0,0,190
SSC20883,166,16,7,3,0,0,0,199
SSC20884,8,0,0,0,0,0,0,9
SSC20885,44,0,0,0,0,0,0,42
SSC20886,217,18,9,0,0,0,0,247
SSC20887,14,3,0,0,0,0,0,17
SSC20888,8,0,0,0,0,0,0,12
SSC20889,0,0,0,0,0,0,0,0
SSC20890,15,0,0,0,0,0,0,21
SSC20891,15,0,0,0,0,0,0,18
SSC20892,18,0,0,0,0,0,0,16
SSC20893,408,26,21,0,0,0,0,454
SSC20894,5,0,0,0,0,0,0,5
SSC20895,649,31,13,0,0,0,0,694
SSC20896,28,0,0,0,0,0,0,26
SSC20897,3,0,0,0,0,0,0,3
SSC20898,7,0,0,0,0,0,0,11
SSC20899,0,0,0,0,0,0,0,0
SSC20900,14,0,0,0,0,0,0,17
SSC20901,15,0,0,0,0,0,0,17
SSC20902,8,0,0,0,0,0,0,6
SSC20903,1655,48,37,27,0,0,0,1765
SSC20904,4,0,0,0,0,0,0,3
SSC20905,0,0,0,0,0,0,0,0
SSC20906,10,0,0,0,0,0,0,16
SSC20907,8,5,0,0,0,0,0,12
SSC20908,8,0,0,0,0,0,0,8
SSC20909,0,0,0,0,0,0,0,0
SSC20910,0,0,0,0,0,0,0,0
SSC20911,3039,245,123,25,7,3,6,3448
SSC20912,180,13,10,0,0,0,0,205
SSC20913,5,0,0,0,0,0,0,5
SSC20914,54,9,0,0,0,0,0,58
SSC20915,86,0,4,0,0,0,0,86
SSC20916,3,0,0,0,0,0,0,3
SSC20917,0,0,0,0,0,0,0,0
SSC20918,494,33,11,0,0,0,0,546
SSC20919,914,65,13,6,0,0,0,998
SSC20920,8,3,0,0,0,0,0,14
SSC20921,9,0,0,0,0,0,0,12
SSC20922,0,0,0,0,0,0,0,0
SSC20923,542,17,17,5,0,0,4,589
SSC20924,75,5,0,0,0,0,0,81
SSC20925,260,18,13,0,0,0,4,294
SSC20926,49,7,3,0,0,0,0,62
SSC20927,21,3,4,0,0,0,0,29
SSC20928,0,0,0,0,0,0,0,0
SSC20929,1104,57,16,15,0,0,5,1201
SSC20930,11,3,0,0,0,0,0,14
SSC20931,1278,75,14,17,0,0,0,1388
SSC20932,31,0,3,0,0,0,0,32
SSC20933,15,0,0,0,0,0,0,15
SSC20934,122,10,5,0,0,0,0,144
SSC20935,14,0,0,0,0,0,0,13
SSC20936,7,0,0,0,0,0,0,7
SSC20937,4,0,0,0,0,0,0,4
SSC20938,12,0,0,0,0,0,0,12
SSC20939,0,0,0,0,0,0,0,3
SSC20940,5,0,0,0,0,0,0,7
SSC20941,2740,310,178,30,7,5,22,3283
SSC20942,330,41,33,16,0,0,3,431
SSC20943,2151,194,81,18,3,0,3,2448
SSC20944,14,0,0,0,0,0,0,14
SSC20945,9,3,0,0,0,0,0,9
SSC20946,0,0,0,0,0,0,0,0
SSC20947,51,4,0,0,0,0,0,59
SSC20948,17,3,0,0,0,0,0,24
SSC20949,16,0,3,0,0,0,0,23
SSC20950,0,0,0,0,0,0,0,0
SSC20951,4,0,0,0,0,0,0,6
SSC20952,3,0,0,0,0,0,0,6
SSC20953,12,5,0,0,0,0,0,16
SSC20954,0,0,0,0,0,0,0,0
SSC20955,9,0,0,0,0,0,0,9
SSC20956,9,0,0,0,0,0,0,10
SSC20957,17,3,3,0,0,0,0,18
SSC20958,94,3,3,0,0,0,0,102
SSC20959,214,13,6,3,0,0,0,233
SSC20960,25,0,0,0,0,0,0,25
SSC20961,15,0,3,0,0,0,0,17
SSC20962,35,0,0,0,0,0,0,34
SSC20963,0,0,0,0,0,0,0,0
SSC20964,3,0,0,0,0,0,0,3
SSC20965,7,0,0,0,0,0,0,7
SSC20966,378,22,4,3,0,0,0,413
SSC20967,657,29,16,0,0,0,4,705
SSC20968,0,0,0,0,0,0,0,0
SSC20969,22,0,0,0,0,0,0,26
SSC20970,0,0,0,0,0,0,0,0
SSC20971,0,0,0,0,0,0,0,0
SSC20972,292,26,16,3,0,0,0,334
SSC20973,3,0,0,0,0,0,0,3
SSC20974,0,0,0,0,0,0,0,0
SSC20975,3,3,0,0,0,0,0,9
SSC20976,4,0,0,0,0,0,0,4
SSC20977,9,0,0,0,0,0,0,7
SSC20978,8,4,0,0,0,0,0,14
SSC20979,0,0,0,0,0,0,0,0
SSC20980,0,0,0,0,0,0,0,0
SSC20981,7,0,0,0,0,0,0,7
SSC20982,48,6,0,0,0,0,0,55
SSC20983,19,0,0,0,0,0,0,19
SSC20984,3,0,0,0,0,0,0,3
SSC20985,4,0,0,0,0,0,0,3
SSC20986,8,0,0,0,0,0,0,8
SSC20987,0,0,0,0,0,0,0,0
SSC20988,3,0,0,0,0,0,0,3
SSC20989,11,0,0,0,0,0,0,11
SSC20990,0,0,0,0,0,0,0,0
SSC20991,0,0,0,0,0,0,0,0
SSC20992,50,6,4,0,0,0,0,59
SSC20993,10,0,0,0,0,0,0,11
SSC20994,1193,60,37,3,0,0,3,1293
SSC20995,112,12,0,3,0,0,0,123
SSC20996,3,0,0,0,0,0,0,3
SSC20997,945,45,28,13,0,0,4,1037
SSC20998,54,3,3,0,0,0,0,61
SSC20999,20,3,0,0,0,0,0,25
SSC21000,4,0,0,0,0,0,0,4
SSC21001,8,0,0,0,0,0,0,8
SSC21002,502,20,4,0,0,0,0,531
SSC21003,3361,123,41,23,0,0,0,3556
SSC21004,14,0,0,0,0,0,0,16
SSC21005,0,0,0,0,0,0,0,0
SSC21006,5538,206,71,82,9,0,8,5913
SSC21007,0,0,0,0,0,0,0,0
SSC21008,0,0,0,0,0,0,0,0
SSC21009,7,0,0,0,0,0,0,5
SSC21010,0,0,0,0,0,0,0,0
SSC21011,11,3,3,0,0,0,0,21
SSC21012,0,0,0,0,0,0,0,0
SSC21013,37,0,3,0,0,0,0,38
SSC21014,4,0,0,0,0,0,0,4
SSC21015,0,0,0,0,0,0,0,0
SSC21016,0,0,0,0,0,0,0,0
SSC21017,19,0,0,0,0,0,0,17
SSC21018,144,8,12,0,0,0,0,162
SSC21019,21,5,0,0,0,0,0,25
SSC21020,16,0,0,0,0,0,0,18
SSC21021,0,0,0,0,0,0,0,0
SSC21022,3,0,0,0,0,0,0,5
SSC21023,0,0,0,0,0,0,0,0
SSC21024,5,0,0,0,0,0,0,5
SSC21025,11,0,0,0,0,0,0,11
SSC21026,3,0,0,0,0,0,0,4
SSC21027,3,0,0,0,0,0,0,3
SSC21028,0,0,0,0,0,0,0,0
SSC21029,0,0,0,0,0,0,0,0
SSC21030,3,0,0,0,0,0,0,3
SSC21031,35,7,0,0,0,0,0,43
SSC21032,24,0,3,0,0,0,0,26
SSC21033,4,0,0,0,0,0,0,8
SSC21034,14,0,0,0,0,0,0,14
SSC21035,8,0,0,0,0,0,0,8
SSC21036,9,0,0,0,0,0,0,9
SSC21037,3,0,0,0,0,0,0,3
SSC21038,107,10,6,3,0,0,0,127
SSC21039,4,0,0,0,0,0,0,6
SSC21040,2318,99,57,21,5,0,4,2503
SSC21041,18,3,0,0,0,0,0,18
SSC21042,0,0,0,0,0,0,0,0
SSC21043,35,3,0,0,0,0,0,38
SSC21044,9,0,0,0,0,0,0,15
SSC21045,8,0,0,0,0,0,0,8
SSC21046,3,0,0,0,0,0,0,3
SSC21047,8,0,0,0,0,0,0,12
SSC21048,20,0,0,0,0,0,0,23
SSC21049,149,5,9,4,0,0,5,167
SSC21050,11,0,0,0,0,0,0,11
SSC21051,712,61,46,0,3,0,4,824
SSC21052,27,0,0,0,0,0,0,26
SSC21053,3,0,0,0,0,0,0,3
SSC21054,0,0,0,0,0,0,0,0
SSC21055,8,0,0,0,0,0,0,8
SSC21056,7,0,0,0,0,0,0,7
SSC21057,11,0,0,0,0,0,0,13
SSC21058,0,0,0,0,0,0,0,0
SSC21059,12,0,0,0,0,0,0,16
SSC21060,7,0,0,0,0,0,0,8
SSC21061,28,0,0,0,0,0,0,29
SSC21062,68,13,7,0,0,0,0,88
SSC21063,4,0,0,0,0,0,0,4
SSC21064,19,4,0,0,0,0,0,27
SSC21065,30,3,0,0,0,0,0,31
SSC21066,117,10,5,4,0,0,0,143
SSC21067,42,0,0,0,0,0,0,40
SSC21068,26,0,0,0,0,0,0,24
SSC21069,3,0,0,0,0,0,0,3
SSC21070,9,0,0,0,0,0,0,17
SSC21071,11,0,0,0,0,0,0,11
SSC21072,377,11,14,0,0,0,0,409
SSC21073,0,0,0,0,0,0,0,0
SSC21074,3,0,0,0,0,0,0,3
SSC21075,3,0,0,0,0,0,0,3
SSC21076,10,0,0,0,0,0,0,11
SSC21077,84,0,0,0,0,0,0,86
SSC21078,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0
SSC21080,27,0,0,0,0,0,0,26
SSC21081,52,8,4,0,0,0,3,69
SSC21082,6,0,3,0,0,0,0,10
SSC21083,0,0,0,0,0,0,0,0
SSC21084,51,3,0,0,0,0,0,59
SSC21085,0,0,0,0,0,0,0,0
SSC21086,0,0,0,0,0,0,0,3
SSC21087,3,0,0,0,0,0,0,3
SSC21088,5,0,0,0,0,0,0,5
SSC21089,0,0,0,0,0,0,0,0
SSC21090,35,9,0,0,0,0,0,44
SSC21091,3,0,0,0,0,0,0,3
SSC21092,3,0,0,0,0,0,0,3
SSC21093,71,0,3,0,0,0,0,83
SSC21094,3,3,0,0,0,0,0,9
SSC21095,3,0,0,0,0,0,0,6
SSC21096,2718,149,76,10,4,0,0,2961
SSC21097,2478,92,57,19,0,0,6,2657
SSC21098,4,0,0,0,0,0,0,4
SSC21099,13,0,0,0,0,0,0,13
SSC21100,7,0,0,0,0,0,0,7
SSC21101,13,0,0,0,0,0,0,18
SSC21102,13,0,0,0,0,0,0,13
SSC21103,0,0,0,0,0,0,0,0
SSC21104,4,0,0,0,0,0,0,4
SSC21105,5,0,0,0,0,0,0,5
SSC21106,1365,101,55,13,5,0,4,1556
SSC21107,117,12,4,0,0,0,0,132
SSC21108,24,0,3,0,0,0,0,26
SSC21109,50,5,3,0,0,0,0,55
SSC21110,28,0,0,0,0,0,0,27
SSC21111,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,0,0,0
SSC21113,60,0,0,0,0,0,0,69
SSC21114,5,0,0,0,0,0,0,6
SSC21115,145,13,8,0,0,0,0,158
SSC21116,615,31,13,9,0,0,0,663
SSC21117,1296,89,47,31,3,0,8,1466
SSC21118,12,0,0,0,0,0,0,18
SSC21119,34,0,0,0,0,0,0,34
SSC21120,13,3,0,0,0,0,0,12
SSC21121,853,55,39,8,0,0,7,966
SSC21122,632,32,17,4,0,0,3,691
SSC21123,1854,100,29,6,0,0,0,1991
SSC21124,506,32,16,0,0,0,3,550
SSC21125,3233,178,105,92,7,7,12,3641
SSC21126,14,3,0,0,0,0,0,13
SSC21127,6,0,0,0,0,0,0,12
SSC21128,12,0,0,0,0,0,0,12
SSC21129,91,9,7,0,0,0,0,105
SSC21130,30,0,0,0,0,0,0,29
SSC21131,122,9,0,3,0,0,3,131
SSC21132,0,0,0,0,0,0,0,0
SSC21133,33,3,3,0,0,0,0,38
SSC21134,14,0,0,0,0,0,0,19
SSC21135,16,4,0,0,0,0,0,24
SSC21136,713,108,66,18,0,0,3,913
SSC21137,0,0,0,0,0,0,0,3
SSC21138,4,0,0,0,0,0,0,7
SSC21139,178,12,4,0,0,0,3,197
SSC21140,4,0,0,0,0,0,0,4
SSC21141,41,3,0,0,0,0,0,42
SSC21142,0,0,0,0,0,0,0,0
SSC21143,2023,103,30,10,0,0,0,2167
SSC21144,1474,53,17,7,0,0,3,1564
SSC21145,3,0,0,0,0,0,0,3
SSC21146,14,3,0,0,0,0,0,20
SSC21147,194,15,5,4,0,0,0,216
SSC21148,41,3,0,0,0,0,0,39
SSC21149,677,76,41,4,0,0,3,803
SSC21150,13,0,0,0,0,0,0,15
SSC21151,160,24,12,3,0,0,0,199
SSC21152,111,5,9,0,0,0,0,131
SSC21153,0,0,0,0,0,0,0,0
SSC21154,367,26,20,3,0,0,0,420
SSC21155,25,0,0,0,0,0,0,21
SSC21156,1244,71,26,11,0,0,0,1367
SSC21157,7,0,0,0,0,0,0,12
SSC21158,720,28,14,4,0,0,0,760
SSC21159,544,36,12,0,0,0,0,606
SSC21160,409,24,22,11,0,0,9,466
SSC21161,4,0,0,0,0,0,0,4
SSC21162,3,0,0,0,0,0,0,3
SSC21163,49,0,0,0,0,0,0,55
SSC21164,19,0,0,0,0,0,0,17
SSC21165,298,19,6,0,0,0,0,330
SSC21166,38,0,5,0,0,0,0,45
SSC21167,19,0,3,0,0,0,0,18
SSC21168,0,0,0,0,0,0,0,6
SSC21169,15,0,0,0,0,0,0,16
SSC21170,167,12,12,0,0,0,0,196
SSC21171,6,0,0,0,0,0,0,6
SSC21172,120,14,14,0,0,0,3,148
SSC21173,3,0,0,0,0,0,0,3
SSC21174,0,0,0,0,0,0,0,0
SSC21175,9,3,3,0,0,0,0,15
SSC21176,1246,55,27,9,0,0,0,1342
SSC21177,5,0,0,0,0,0,0,6
SSC21178,2263,128,62,12,0,0,3,2472
SSC21179,3,0,0,0,0,0,0,3
SSC21180,18,0,0,0,0,0,0,19
SSC21181,11,3,0,0,0,0,0,10
SSC21182,36,4,4,0,0,0,0,40
SSC21183,18,0,0,0,0,0,0,23
SSC21184,2623,126,79,22,0,0,3,2850
SSC21185,5,0,0,0,0,0,0,5
SSC21186,31,4,6,0,0,0,0,42
SSC21187,74,9,0,0,0,0,0,85
SSC21188,0,0,0,0,0,0,0,0
SSC21189,0,0,0,0,0,0,0,4
SSC21190,4,0,0,0,0,0,0,7
SSC21191,3,0,0,0,0,0,0,3
SSC21192,45,3,3,0,0,0,0,50
SSC21193,127,9,6,0,0,0,0,140
SSC21194,4773,302,185,70,9,5,22,5365
SSC21195,9,0,0,0,0,0,0,9
SSC21196,16,0,0,0,0,0,0,16
SSC21197,1156,100,99,7,3,0,14,1379
SSC21198,0,0,0,0,0,0,0,0
SSC21199,7,0,0,0,0,0,0,7
SSC21200,13,0,0,0,0,0,0,13
SSC21201,0,0,0,0,0,0,0,0
SSC21202,7,0,0,0,0,0,0,8
SSC21203,0,0,0,0,0,0,0,0
SSC21204,3,0,0,0,0,0,0,3
SSC21205,917,32,12,6,0,0,0,974
SSC21206,34,0,0,0,0,0,0,34
SSC21207,8,0,0,0,0,0,0,8
SSC21208,3,0,0,0,0,0,0,3
SSC21209,215,7,0,3,0,0,3,224
SSC21210,250,30,19,5,0,0,0,309
SSC21211,6,0,0,0,0,0,0,6
SSC21212,29,0,0,0,0,0,0,36
SSC21213,11,0,0,0,0,0,0,14
SSC21214,474,35,11,6,0,0,0,525
SSC21215,0,0,0,0,0,0,0,0
SSC21216,0,0,0,0,0,0,0,0
SSC21217,0,0,0,0,0,0,0,3
SSC21218,11,0,0,0,0,0,0,12
SSC21219,37,8,0,0,0,0,0,49
SSC21220,88,5,0,0,3,0,0,95
SSC21221,44,0,0,0,0,0,0,45
SSC21222,53,6,3,0,0,0,0,61
SSC21223,3,0,0,0,0,0,0,3
SSC21224,58,3,0,0,0,0,0,63
SSC21225,204,12,7,0,0,0,0,224
SSC21226,416,17,21,7,0,0,0,454
SSC21227,113,7,0,0,0,0,0,118
SSC21228,222,12,10,0,0,0,0,239
SSC21229,29,0,0,0,0,0,0,32
SSC21230,13,0,0,0,0,0,0,13
SSC21231,3,0,0,0,0,0,0,3
SSC21232,84,7,3,0,0,0,0,89
SSC21233,40,4,0,0,0,0,0,41
SSC21234,9,0,3,0,0,0,0,14
SSC21235,9,0,0,0,0,0,0,9
SSC21236,599,40,18,12,0,0,5,680
SSC21237,1524,63,19,8,0,0,3,1621
SSC21238,546,29,3,3,0,0,0,582
SSC21239,197,12,6,4,0,0,0,225
SSC21240,19,3,0,0,0,0,0,22
SSC21241,81,15,22,0,0,0,0,119
