SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC20724,10,8,4,16,49,53,42,53,3,238,14,25,45,70,86,83,39,45,6,399,13,17,14,33,120,132,66,68,8,472,16,85,63,72,74,45,18,19,3,390,26,43,39,51,106,47,30,22,3,366,14,110,54,37,55,45,27,19,4,366,5,13,16,20,39,42,29,43,3,211,8,80,46,50,71,43,37,27,11,371,3,7,3,3,11,6,5,4,16,54,108,389,290,343,609,498,290,300,53,2874
SSC20725,6,13,7,19,58,65,37,46,0,248,8,22,42,44,93,102,39,35,10,392,13,22,23,33,136,121,54,56,14,471,8,79,54,70,65,43,16,21,15,367,20,38,36,64,176,113,27,23,10,512,17,131,54,61,78,39,12,13,11,404,6,23,26,46,160,126,54,56,19,518,13,99,70,68,161,104,31,25,15,585,3,10,6,0,18,12,7,4,32,80,87,437,317,400,948,727,272,273,126,3587
SSC20726,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SSC20727,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,3,3,15
SSC20728,0,0,0,3,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,19
SSC20729,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,11
SSC20730,0,12,9,11,0,8,8,64,0,106,0,0,6,0,0,0,5,0,0,17,0,0,0,0,3,10,0,5,0,24,0,0,3,3,7,0,0,3,0,19,0,3,3,0,0,3,0,0,0,8,0,3,3,3,3,0,0,0,0,9,0,0,0,3,0,3,0,3,0,11,3,6,0,3,3,0,7,9,0,30,0,0,0,0,0,0,0,0,0,3,3,26,22,23,15,30,22,84,3,227
SSC20731,3,6,4,3,23,17,7,25,0,89,12,3,21,20,24,24,11,7,3,126,6,9,5,12,37,60,28,17,0,176,4,15,23,28,12,11,4,3,0,107,7,12,28,11,34,14,8,6,0,114,7,42,19,19,11,12,3,9,0,131,3,3,3,3,10,16,14,15,0,72,8,29,11,15,32,15,33,5,0,142,0,0,0,0,0,9,0,0,3,14,45,125,106,107,179,170,107,98,14,963
SSC20732,0,0,0,0,3,6,0,3,0,16,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,11,9,3,6,16,3,14,0,68
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11
SSC20735,0,4,0,0,3,4,0,5,0,20,3,3,12,3,7,10,0,0,0,35,4,4,0,0,11,11,0,4,3,34,0,7,3,7,3,0,4,3,4,31,3,0,5,3,5,3,0,0,0,16,3,3,0,6,0,0,3,0,0,12,0,0,4,3,3,6,3,0,0,20,0,4,11,0,8,5,0,0,0,33,0,0,0,0,0,0,0,0,0,8,11,27,30,25,33,39,12,21,8,204
SSC20736,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,7,0,24
SSC20737,16,16,13,16,70,103,44,73,3,342,29,31,61,77,175,191,58,71,18,712,4,30,25,41,126,117,49,66,8,466,13,54,64,61,70,38,13,22,7,352,22,45,58,62,214,148,35,33,7,629,13,87,44,43,62,35,13,15,6,324,12,25,27,40,146,86,52,55,15,458,8,68,55,40,101,84,30,30,12,421,3,7,0,0,15,10,4,3,43,94,121,349,337,384,977,820,304,364,122,3786
SSC20738,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,3,0,29
SSC20739,0,9,0,9,3,9,0,28,0,55,0,3,6,3,3,0,0,0,0,13,0,3,0,3,3,9,3,0,0,21,0,4,3,0,0,0,0,0,0,7,0,4,0,0,3,3,0,3,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,0,13,0,0,0,3,0,6,3,0,3,25,0,0,0,0,0,0,0,0,0,0,3,20,10,19,14,27,14,39,4,148
SSC20740,0,0,0,4,3,3,0,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,10,7,5,9,10,3,25,4,83
SSC20741,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11
SSC20742,5,6,5,7,11,14,13,37,5,114,6,3,5,3,9,9,3,13,0,64,3,18,3,9,25,25,22,41,0,146,3,13,6,9,9,3,3,3,0,45,10,18,16,15,29,26,8,8,0,126,0,13,3,13,3,14,0,3,0,61,0,3,12,5,17,23,0,7,4,70,0,15,9,10,15,28,13,4,0,93,0,0,0,0,4,4,0,0,4,15,24,90,64,72,129,148,59,124,22,738
SSC20743,3,0,0,0,0,7,8,13,0,31,0,3,3,4,3,3,3,3,0,24,0,0,0,0,0,3,0,5,0,13,0,3,4,3,3,0,0,0,0,14,0,5,10,3,3,4,0,0,0,19,0,3,3,3,3,0,0,3,0,15,0,6,0,0,0,3,5,3,0,15,0,3,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,23,18,17,18,27,17,30,0,158
SSC20744,0,3,0,0,0,0,0,4,0,7,3,3,0,3,3,6,3,4,0,23,0,0,0,3,3,9,0,3,0,12,0,3,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,3,3,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,14,14,11,12,16,6,17,0,89
SSC20745,0,3,3,0,4,4,0,17,4,28,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,4,3,0,4,0,5,0,0,3,3,0,3,0,17,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,16,6,6,6,18,10,29,3,97
SSC20746,13,17,37,50,138,191,134,300,9,882,69,98,160,174,220,298,194,222,8,1450,19,57,44,76,187,365,116,176,15,1053,45,162,123,133,97,93,41,38,8,731,30,132,166,166,215,198,66,69,6,1055,7,244,102,82,60,77,38,64,8,678,10,17,14,21,41,37,18,33,3,200,13,126,45,36,56,69,12,36,4,393,0,17,7,3,12,16,7,15,17,88,202,869,693,736,1024,1348,631,952,78,6536
SSC20747,0,0,0,0,0,3,0,5,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,12,7,3,3,4,11,0,43
SSC20748,4,7,5,12,29,39,17,40,3,161,11,16,16,19,41,59,16,26,3,203,11,7,12,22,56,54,29,33,9,228,3,25,32,33,24,21,16,4,0,156,12,25,19,35,74,47,29,11,3,250,5,25,22,24,31,15,5,6,3,133,6,3,9,13,32,25,14,21,0,124,3,28,14,13,25,24,3,9,4,128,3,4,3,0,4,0,0,7,14,34,53,142,144,162,306,280,130,163,44,1420
SSC20749,0,0,0,0,3,3,5,16,0,26,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,3,3,3,4,4,23,0,47
SSC20750,9,6,0,8,18,20,7,42,0,103,9,0,18,19,17,13,7,12,3,95,0,3,3,5,19,22,12,5,0,71,7,16,9,19,8,12,3,3,0,72,0,9,8,7,13,18,0,0,0,55,3,12,9,4,8,5,0,0,0,39,6,5,3,8,21,19,8,15,0,78,0,11,8,10,20,15,4,3,3,77,0,0,0,0,0,3,0,0,6,13,26,60,62,74,114,117,50,88,14,607
SSC20751,3,0,0,3,0,4,3,22,0,43,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,3,0,13,0,0,0,0,0,0,0,3,0,3,8,5,5,4,8,9,7,29,3,87
SSC20752,14,20,34,46,96,138,111,235,3,697,38,81,131,99,184,252,111,148,10,1050,18,32,34,60,161,219,101,120,13,767,15,92,75,83,52,51,21,17,3,423,13,114,128,139,196,140,68,64,7,862,11,227,90,67,87,83,36,58,16,664,0,21,20,20,61,46,29,39,4,250,17,96,38,37,72,43,21,31,4,367,3,11,3,5,13,11,0,11,22,72,143,698,558,548,918,987,504,719,74,5146
SSC20753,0,0,0,3,0,3,3,12,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,5,5,6,3,7,9,0,49
SSC20754,0,3,3,3,0,0,0,6,0,23,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,6,0,4,0,3,4,0,3,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,4,0,3,21,0,0,0,0,0,0,0,0,0,0,4,9,4,15,10,17,10,18,3,95
SSC20755,0,0,0,4,0,3,3,18,0,29,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,7,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,4,8,11,11,4,22,0,70
SSC20756,3,4,4,4,5,12,3,19,0,49,3,0,5,6,3,3,0,12,0,32,0,0,3,0,6,5,0,5,0,27,0,4,5,0,0,0,0,0,0,11,0,0,3,0,3,3,0,0,0,12,0,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,7,0,3,4,3,3,3,5,4,0,23,0,0,0,0,0,0,0,0,0,3,9,16,30,24,18,30,11,39,3,173
SSC20757,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,15
SSC20758,0,0,0,0,0,6,0,6,0,18,0,0,0,3,3,0,0,3,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,4,4,0,0,0,0,8,0,0,3,0,3,3,0,0,0,13,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,6,11,7,14,3,19,0,70
SSC20759,0,3,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,9,3,0,0,27
SSC20760,38,35,48,54,153,339,129,335,11,1141,73,93,97,121,375,1066,237,301,22,2388,9,25,47,37,68,96,36,48,9,372,14,87,101,53,57,68,27,43,4,436,27,35,46,57,172,187,68,79,6,684,24,68,67,53,79,82,31,59,9,467,6,8,9,11,13,17,5,7,0,74,0,30,90,19,11,34,4,17,3,215,3,12,10,8,11,32,8,11,26,119,196,396,514,410,939,1917,541,894,86,5898
SSC20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7
SSC20762,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,8,0,7,0,27
SSC20763,3,4,3,3,0,8,4,11,0,35,0,5,3,11,4,6,3,0,0,31,0,3,5,5,7,11,7,12,0,52,3,6,4,0,0,0,0,3,0,25,4,9,3,9,5,10,0,3,0,42,0,6,6,0,4,0,0,0,0,25,0,0,0,3,6,4,0,4,0,21,0,5,4,5,5,6,0,0,0,36,0,0,0,0,0,0,0,0,0,6,10,34,30,45,47,54,16,35,5,275
SSC20764,4,3,5,4,8,13,13,43,0,98,3,6,12,16,12,16,11,13,0,81,7,5,3,4,12,24,8,9,0,68,0,15,9,18,4,0,0,3,3,61,3,7,13,5,5,7,0,3,0,50,4,12,7,10,7,5,4,3,0,50,0,0,0,3,8,10,10,16,0,46,9,24,6,11,14,15,4,5,3,91,0,0,0,0,0,0,0,0,3,3,27,73,59,71,80,87,54,85,12,550
SSC20765,28,72,89,101,231,351,187,312,15,1380,73,235,217,229,548,667,271,330,25,2597,18,62,93,96,233,241,72,110,28,944,17,202,164,142,145,74,31,44,15,840,36,168,160,158,305,231,95,63,17,1237,31,274,168,132,141,137,53,82,21,1039,3,23,30,34,45,43,24,40,7,251,16,135,116,71,87,84,26,28,7,580,10,14,14,13,26,23,7,16,62,187,233,1181,1053,975,1770,1857,770,1026,194,9062
SSC20766,37,82,83,154,287,482,210,506,13,1860,96,299,310,391,707,995,361,453,33,3630,21,100,119,126,335,325,112,164,15,1314,37,318,244,190,167,102,49,54,15,1177,61,231,286,266,457,348,116,101,21,1882,45,427,206,141,201,171,77,136,24,1416,5,39,33,42,67,83,42,36,5,357,15,219,115,104,116,88,32,42,11,737,8,16,7,7,30,42,5,10,82,205,321,1719,1411,1422,2365,2631,997,1501,224,12588
SSC20767,0,0,0,0,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,15,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,3,3,3,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,6,4,9,8,5,10,6,12,0,75
SSC20768,21,50,37,63,134,216,131,329,11,982,61,162,183,174,268,368,156,289,14,1676,14,38,36,54,101,153,56,86,11,548,20,143,99,78,58,41,23,26,7,484,23,122,144,128,166,139,59,64,4,854,21,214,98,75,68,78,34,51,6,647,5,6,17,17,25,33,11,26,0,143,10,94,41,45,34,35,15,22,4,295,0,4,7,12,15,11,3,5,30,87,177,833,653,631,860,1081,483,901,87,5708
SSC20769,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10
SSC20770,0,3,0,8,5,3,0,5,0,27,0,0,5,3,0,0,0,4,0,12,0,0,0,0,6,5,0,9,0,23,0,0,3,3,0,3,0,0,0,14,0,0,4,0,4,0,0,3,0,18,0,5,3,0,0,3,0,3,0,11,0,0,3,0,3,0,0,3,0,10,0,4,0,3,5,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,6,17,15,22,25,19,5,32,3,138
SSC20771,3,0,0,3,6,4,4,9,0,29,3,3,4,7,8,7,7,3,0,34,0,0,0,3,3,8,4,3,0,22,0,3,0,3,0,4,0,0,0,13,0,9,6,0,3,0,0,0,0,17,0,3,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,11,3,8,3,3,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,12,17,12,20,26,22,13,24,4,150
SSC20772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,22
SSC20773,38,30,39,70,210,315,198,398,14,1311,92,125,185,201,353,401,209,264,17,1851,42,86,81,110,379,564,274,296,24,1848,81,230,198,192,223,162,78,71,15,1251,67,187,258,243,392,289,114,109,16,1676,43,307,160,132,135,146,62,104,17,1102,23,21,29,32,122,126,90,127,14,573,30,172,88,76,146,149,58,65,10,790,3,19,9,7,27,23,9,16,62,181,416,1175,1046,1065,1979,2162,1089,1452,182,10571
SSC20774,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,3,15
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,0,0,0,3,0,10,0,12,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,8,0,11,0,41
SSC20777,6,5,3,14,45,29,16,24,5,155,3,21,27,26,69,59,13,15,0,226,14,39,33,68,182,169,77,54,27,665,11,54,59,68,79,26,22,24,9,358,8,19,30,27,91,53,21,19,3,270,5,71,35,31,44,25,13,11,10,246,14,16,17,58,165,94,50,34,8,454,15,101,60,85,193,102,39,35,17,654,4,9,3,3,8,4,3,3,41,75,78,340,279,385,864,571,255,215,125,3100
SSC20778,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,8,0,30
SSC20779,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,4,4,3,20
SSC20780,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,8,4,5,3,6,9,0,44
SSC20781,3,0,0,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,22
SSC20782,7,14,20,22,38,57,33,91,4,292,22,39,38,78,54,71,32,58,3,408,9,21,31,56,108,129,44,56,15,463,20,61,48,56,46,29,18,12,8,289,13,43,44,62,52,35,19,20,3,293,9,85,49,32,34,28,17,19,0,281,4,7,14,11,17,29,19,26,0,122,13,63,19,47,33,37,16,25,3,267,3,11,0,4,6,4,0,6,5,42,99,354,260,368,387,421,192,320,50,2451
SSC20783,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC20784,8,26,22,39,88,119,75,161,9,549,37,68,103,104,111,143,76,117,11,762,21,54,35,65,178,237,126,150,18,887,29,113,101,118,71,52,41,27,3,561,28,103,66,77,124,82,48,19,3,551,24,121,55,51,78,60,19,41,11,458,5,26,23,46,77,86,62,95,7,430,27,148,78,80,141,92,58,58,9,706,9,9,8,3,8,14,5,8,35,89,197,670,487,583,870,884,509,685,101,4993
SSC20785,0,0,0,3,0,4,3,4,0,12,0,0,0,0,3,4,3,0,0,19,0,0,0,0,0,5,0,0,0,15,0,3,0,4,3,0,0,0,0,12,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,13,11,7,6,23,9,14,0,86
