SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2142406,0,0,0,0,0,0,5,4,9,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,41,50,112,5,16,38,28,43,50,61,84,112,449
2142407,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,36,28,44,42,23,9,5,211
2142408,0,0,0,0,0,3,7,3,0,12,0,0,0,0,0,0,3,3,0,7,0,0,0,4,3,3,0,0,0,9,14,35,41,57,69,82,67,20,4,381
2142409,0,0,0,0,0,4,8,3,3,24,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,4,0,0,0,15,12,44,39,52,59,96,35,19,3,361
2142410,0,0,0,0,3,0,6,11,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,14,27,54,58,74,87,49,27,12,404
2142411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142412,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,13,45,39,61,48,47,16,7,281
2142413,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,4,0,19,14,53,99,69,75,67,41,20,5,445
2142414,0,0,0,0,0,8,4,9,4,25,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,4,0,13,6,33,45,66,60,45,39,38,3,330
2142415,0,0,0,0,3,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,11,12,46,63,55,87,82,42,19,8,414
2142416,0,0,0,5,3,4,9,9,4,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,8,24,35,77,90,89,58,67,38,8,485
2142417,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,11,0,0,3,28,21,34,90,76,81,102,32,12,7,449
2142418,0,0,0,0,3,9,16,7,6,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,11,11,51,65,54,86,91,53,27,11,460
2142419,0,0,0,0,0,4,6,7,0,18,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,9,15,49,64,59,50,52,15,4,310
2142420,0,0,0,0,0,4,9,8,0,20,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,0,13,18,38,25,37,51,70,56,29,6,334
2142421,0,0,0,0,0,5,4,7,9,22,0,0,0,0,0,0,0,3,0,8,3,0,4,4,6,3,5,5,7,31,13,23,28,43,55,63,60,43,59,387
2142422,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,3,3,5,0,22,14,43,35,46,76,86,52,23,0,371
2142423,0,0,0,0,0,3,11,15,3,32,0,0,0,0,0,0,4,3,0,9,3,0,4,0,3,0,3,0,0,16,9,21,57,78,62,58,61,41,11,399
2142424,0,0,0,0,0,0,3,5,0,15,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,13,8,20,37,29,38,22,21,15,3,186
2142425,0,0,0,0,0,0,10,9,3,20,0,0,0,0,0,3,0,3,0,4,0,0,0,3,0,3,3,0,0,9,15,38,48,57,80,85,53,18,4,401
2142426,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,0,0,14,20,21,28,61,72,68,70,18,10,366
2142427,0,0,0,0,0,0,3,0,0,10,0,0,0,4,0,4,0,3,0,12,0,0,0,0,3,0,0,4,0,10,13,28,46,82,59,44,48,27,3,350
2142428,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,25,19,29,33,55,39,12,0,216
2142429,0,0,0,0,0,5,0,6,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,12,8,23,26,26,65,65,32,21,14,278
2142430,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,4,6,12,35,20,30,42,30,9,10,185
2142431,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,12,23,20,22,45,34,24,17,4,210
2142432,0,0,0,0,0,0,3,8,10,25,0,0,0,0,0,0,3,3,0,5,3,0,0,0,5,8,0,3,0,19,12,26,55,71,65,56,67,39,14,409
2142433,0,0,0,0,0,5,10,3,0,16,0,0,0,0,6,0,0,0,0,6,0,0,0,3,4,0,3,0,0,9,3,21,31,52,50,34,41,15,0,241
2142434,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,6,28,38,27,55,50,36,11,0,262
2142501,0,0,0,3,0,5,8,13,3,27,0,0,0,0,3,0,0,0,0,9,0,4,3,3,3,6,0,3,3,35,4,30,62,96,68,38,54,47,15,411
2142502,0,0,0,0,0,0,3,8,4,18,0,0,0,0,0,0,3,4,0,7,3,0,3,6,6,3,3,11,3,32,13,20,84,73,53,54,40,34,21,387
2142503,0,0,0,0,0,0,5,9,10,27,0,0,0,3,0,0,0,7,0,9,0,0,0,5,4,4,8,3,0,28,14,23,68,68,57,43,64,61,17,412
2142504,0,0,0,0,0,0,3,10,4,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,12,16,8,34,62,43,32,35,47,7,291
2142505,0,0,0,0,0,3,5,17,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14,5,13,98,65,66,54,43,62,14,417
2142506,0,0,0,0,0,0,12,7,3,22,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,7,0,12,9,17,51,72,54,35,32,32,9,307
2142507,0,0,0,0,3,0,6,4,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,5,7,23,55,34,31,28,19,0,208
2142508,0,0,0,0,0,3,4,6,3,17,0,0,0,0,0,0,0,4,0,4,0,0,6,4,0,0,3,3,0,17,4,17,36,43,45,25,34,29,4,240
2142509,0,0,0,0,3,3,4,10,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,7,4,3,5,3,0,24,10,26,27,46,56,30,28,29,4,255
2142510,0,0,0,0,0,3,5,14,13,36,0,0,0,0,0,0,3,0,0,5,0,0,7,0,8,11,4,13,8,45,15,36,115,87,83,80,69,71,30,585
2142511,0,0,0,0,0,0,5,4,3,17,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,7,3,0,0,25,6,29,38,53,43,50,35,10,7,270
2142512,0,0,0,0,0,0,3,12,8,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,10,3,0,18,7,23,56,60,58,37,59,44,12,359
2142513,0,0,0,0,0,0,0,10,23,38,0,0,0,0,0,3,0,0,3,5,0,0,0,6,0,4,0,11,8,34,0,17,53,44,34,34,32,67,109,396
2142514,0,0,0,5,0,4,5,6,5,17,0,0,0,4,0,3,0,0,0,9,8,0,0,5,7,3,0,3,0,27,19,28,53,60,76,66,39,38,23,398
2142515,0,0,0,0,0,0,5,6,6,20,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,11,0,23,41,40,37,32,23,29,16,242
2142516,0,0,0,0,0,3,3,7,0,16,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,14,6,36,65,46,48,44,36,28,0,321
2142517,0,0,0,4,0,4,6,5,0,23,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,0,4,3,0,13,11,27,37,35,55,40,46,32,10,294
2142518,0,0,0,0,0,3,3,3,5,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,0,0,19,10,11,58,48,43,35,43,16,14,273
2142519,0,0,0,0,0,0,9,7,4,22,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,6,0,22,0,27,53,45,51,41,42,19,15,301
2142520,0,0,0,0,3,3,0,4,3,15,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,3,3,3,0,19,10,26,68,70,61,41,25,26,13,344
2142521,0,0,0,0,0,4,4,5,7,16,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,7,4,19,55,60,36,37,26,35,20,294
2142522,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,3,10,3,13,47,28,37,24,20,19,9,208
2142523,0,0,0,0,0,3,5,10,0,27,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,5,0,0,0,17,16,33,44,75,71,48,63,28,10,382
2142524,0,0,0,0,0,5,10,4,0,18,0,0,3,0,3,0,0,0,0,12,3,0,0,3,0,0,3,3,0,16,9,24,50,60,46,41,53,26,9,312
2142525,0,0,0,0,0,3,3,8,0,22,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,3,0,3,0,15,8,22,77,88,53,65,39,20,6,379
2142526,0,0,0,0,0,4,6,3,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,0,21,9,25,39,39,63,40,36,25,5,281
2142527,0,0,0,0,3,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,4,7,22,41,36,23,17,21,3,173
2142528,0,0,0,0,0,3,7,14,3,26,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,13,11,24,60,66,54,55,57,41,5,379
2142529,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,16,45,44,28,26,28,13,3,212
2142530,0,0,0,0,0,5,5,3,0,17,0,0,0,0,0,0,0,0,3,3,0,0,3,7,7,4,7,4,3,33,13,21,45,91,71,61,29,28,20,378
2142531,0,0,0,0,0,0,5,5,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,0,17,4,5,44,35,24,29,46,32,3,218
2142532,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,12,27,73,94,52,34,57,11,3,366
2142533,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,3,0,9,9,18,57,63,51,25,31,19,4,283
2142534,0,0,0,0,0,4,5,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,18,4,20,25,30,41,24,27,20,20,220
2142535,0,0,0,0,0,0,4,8,0,13,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,3,0,7,12,16,61,43,37,22,16,20,3,234
2142601,0,0,0,0,0,3,3,8,13,28,0,0,0,0,0,0,5,3,0,6,0,0,0,3,3,0,0,4,3,19,10,37,40,140,119,53,34,35,30,505
2142602,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4,0,0,19,7,17,17,61,96,34,30,21,3,296
2142603,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,3,3,0,0,16,8,30,53,67,73,44,23,11,16,321
2142604,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,4,20,11,31,53,99,93,61,31,26,14,417
2142605,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,13,12,20,36,47,68,37,11,13,3,239
2142606,0,0,0,0,0,3,11,18,3,37,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,4,8,4,0,29,9,26,66,92,92,71,51,53,16,477
2142607,0,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,8,4,0,19,3,15,43,58,39,33,26,15,9,247
2142608,0,0,0,0,0,0,3,10,0,11,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,14,3,3,0,29,12,24,34,71,50,67,29,12,9,321
2142609,0,0,0,0,0,4,3,6,10,15,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,6,0,7,0,24,13,41,63,110,71,67,31,30,15,447
2142610,0,0,0,0,0,0,4,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,15,16,22,48,49,66,31,35,20,13,289
2142611,0,0,0,0,4,0,5,3,5,15,0,0,0,0,0,0,3,5,0,5,0,0,3,0,0,0,0,0,0,6,3,9,35,48,44,40,27,16,7,240
2142612,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,5,3,0,3,31,6,22,93,55,60,48,32,11,7,329
2142613,0,0,0,0,0,0,3,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,0,26,9,32,57,84,69,55,34,21,12,369
2142614,0,0,0,0,0,0,7,13,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,4,0,22,10,33,46,64,71,55,26,51,18,373
2142615,0,0,0,0,0,3,3,3,5,20,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,3,3,3,0,23,16,21,29,97,110,57,40,22,13,404
2142616,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,3,0,4,0,0,3,5,5,0,0,0,0,12,4,11,49,62,43,37,18,20,9,250
2142617,0,0,0,0,0,0,4,11,4,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,3,5,23,11,16,16,59,65,32,36,28,7,286
2142618,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,3,0,0,3,0,0,3,6,0,0,0,5,0,14,11,20,41,98,81,49,28,22,13,363
2142619,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,3,0,3,0,3,0,3,6,5,0,0,4,18,6,37,43,64,63,34,11,16,8,277
2142620,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,0,3,0,15,3,20,36,65,58,52,30,12,8,282
2142621,0,0,0,0,0,3,3,4,14,21,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,4,0,10,33,13,28,32,60,91,38,35,19,29,354
2142622,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6,5,0,6,3,25,7,19,36,48,68,35,20,13,14,254
2142623,0,0,0,0,0,3,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,3,0,3,23,9,30,38,56,58,69,30,21,12,326
2142624,0,0,0,0,3,0,5,7,4,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,7,3,29,6,22,76,81,87,37,30,15,12,373
2142625,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,12,10,11,42,61,46,35,18,11,4,239
2142626,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,4,20,28,27,31,24,12,8,6,160
2142627,0,0,0,0,0,0,4,5,3,17,0,0,3,0,0,0,0,3,3,9,0,0,0,3,3,0,4,0,0,10,7,29,61,89,63,49,39,28,16,385
2142628,0,0,0,0,0,0,5,7,4,23,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,3,3,4,24,9,22,74,71,65,30,33,39,14,361
2142629,0,0,0,0,0,0,3,16,7,28,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,4,0,21,13,27,59,59,57,66,34,30,12,358
2142630,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,18,0,21,29,47,55,45,23,19,13,255
2142631,0,0,0,0,5,0,4,8,4,26,0,0,0,0,0,5,3,3,0,8,0,3,0,10,3,0,5,0,0,25,9,18,15,50,48,35,22,17,11,222
2142632,0,0,0,3,0,0,8,4,4,17,0,0,0,0,0,0,0,0,0,4,5,0,0,4,7,0,3,0,0,23,14,21,47,87,75,43,40,15,19,374
2142633,0,0,0,0,0,0,8,6,6,16,0,0,0,0,0,0,4,3,0,8,0,0,0,3,0,0,3,3,0,12,4,12,55,77,59,34,37,21,21,326
2142634,0,0,0,0,0,0,5,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,22,28,51,63,44,29,14,12,261
2142701,0,0,0,0,0,4,9,15,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,4,24,47,50,48,40,47,32,13,303
2142702,0,0,0,0,0,3,3,3,3,16,0,0,0,0,0,0,0,4,0,4,0,3,5,3,0,0,7,4,0,22,3,17,69,44,48,39,39,29,8,287
2142703,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,3,4,0,8,0,0,0,6,3,7,5,0,3,24,4,39,70,98,69,61,39,25,14,416
2142704,0,0,0,0,0,5,7,18,6,36,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,0,3,0,0,13,10,20,39,74,60,46,42,49,16,355
2142705,0,0,0,0,0,5,5,7,3,17,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,0,0,20,15,25,65,62,72,40,37,21,10,343
2142706,0,0,0,0,0,3,0,3,18,32,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,7,3,3,16,8,21,31,48,55,48,31,36,77,356
2142707,0,0,0,0,0,0,11,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,15,10,36,63,79,103,82,47,29,25,461
2142708,0,0,0,0,0,0,3,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,59,30,48,29,27,28,12,257
2142709,0,0,0,0,0,0,0,6,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,17,16,36,81,97,112,90,51,38,21,540
2142710,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,0,0,15,21,27,58,92,106,58,40,26,14,433
2142711,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,3,16,9,18,63,52,50,50,36,10,8,294
2142712,0,0,0,0,0,3,8,7,7,26,0,0,0,0,0,0,0,4,0,5,4,0,0,6,3,5,6,9,4,41,9,27,45,93,108,69,59,59,20,484
2142713,0,0,0,0,0,3,0,10,3,16,0,0,0,0,0,3,0,0,3,10,0,3,0,5,4,3,0,0,0,14,12,16,44,58,55,32,24,20,12,277
2142714,0,0,0,0,0,6,3,11,5,30,0,0,0,0,0,0,0,0,0,3,3,3,3,10,3,3,4,3,3,30,9,28,71,79,60,78,49,42,18,436
2142715,0,0,0,0,0,0,10,9,3,17,0,0,0,0,0,0,0,0,3,7,0,3,0,0,3,0,8,6,3,21,11,20,60,78,76,53,35,32,14,370
2142716,0,0,0,0,0,0,8,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,15,13,17,46,65,62,43,27,8,10,283
2142717,0,0,0,0,0,5,7,0,5,20,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,7,3,4,0,35,20,26,58,117,86,65,48,25,15,462
2142718,0,0,0,0,0,0,3,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,15,10,26,59,88,63,46,33,26,13,367
2142719,0,0,0,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,9,0,23,9,27,46,88,58,39,46,44,17,375
2142720,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,4,0,0,15,6,9,31,50,58,23,19,12,12,225
2142721,0,0,0,0,0,5,8,9,3,33,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,3,0,19,9,20,42,71,63,51,51,45,13,366
2142722,0,0,0,0,0,0,3,6,5,13,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,6,3,21,18,33,68,83,72,63,29,32,12,411
2142723,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,3,23,4,23,37,56,46,57,31,21,8,284
2142724,0,0,0,0,3,0,12,14,3,28,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,8,7,8,4,26,7,41,82,99,98,96,41,40,17,526
2142725,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,3,6,0,31,8,23,54,100,62,62,44,17,7,373
2142726,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,3,3,0,0,4,6,3,3,0,0,0,21,9,21,52,71,65,52,35,15,13,331
2142727,0,0,0,0,0,3,4,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,14,11,7,12,33,34,28,21,25,3,175
2142728,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,14,10,18,35,64,60,53,34,17,10,309
2142801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
2142802,0,0,3,4,7,13,8,8,5,37,0,0,0,0,0,0,0,3,3,11,3,3,22,14,11,9,7,3,0,70,9,41,197,106,77,59,29,25,12,555
2142803,0,0,0,0,3,5,15,12,3,46,0,0,0,0,0,3,3,0,0,10,0,0,0,6,3,4,6,4,5,29,13,42,101,81,61,43,49,33,14,429
2142804,0,0,0,0,3,3,11,22,6,44,0,0,0,0,0,3,5,6,6,25,4,4,7,11,9,4,10,4,0,50,12,32,105,129,79,47,38,40,12,496
2142805,0,0,3,3,0,4,3,3,0,21,0,0,0,0,0,0,4,0,0,8,3,0,10,0,7,3,3,3,4,44,10,21,44,24,32,41,22,14,10,214
2142806,0,0,4,3,4,0,13,25,13,63,0,0,0,0,4,0,0,0,3,12,3,7,8,5,4,8,3,6,0,41,16,48,105,68,54,67,41,44,18,470
2142807,0,0,0,0,3,0,4,9,3,26,0,0,0,3,0,0,0,0,0,11,0,8,17,12,8,4,4,0,0,49,16,34,110,74,61,56,30,18,4,399
2142808,0,0,0,0,3,8,11,5,4,26,0,0,0,3,0,3,7,3,0,16,4,6,31,8,11,7,7,3,0,80,12,69,180,121,116,76,30,21,5,631
2142809,0,0,0,0,6,8,8,9,4,41,0,0,0,0,0,4,0,0,0,11,0,0,4,15,7,3,3,4,4,32,14,28,108,126,61,47,39,18,14,449
2142810,0,0,0,0,3,8,12,7,6,37,0,0,0,0,0,0,0,4,0,7,0,0,7,5,3,6,3,0,0,21,6,31,81,94,59,53,34,19,9,380
2142811,0,0,0,0,0,6,3,5,4,10,0,0,0,0,0,3,0,3,0,7,3,3,5,3,0,0,0,5,0,19,6,43,74,68,32,44,7,10,7,291
2142812,0,0,0,0,0,3,0,10,3,17,0,0,0,3,0,0,4,4,0,10,0,0,5,5,8,3,6,3,0,30,13,36,69,51,74,37,29,18,3,327
2142813,0,0,0,0,0,0,3,8,5,15,0,0,0,0,0,4,0,0,0,7,0,0,5,3,5,4,7,38,50,110,3,17,39,58,40,28,19,46,59,300
2142814,0,0,3,0,3,4,14,15,5,42,0,0,0,0,3,0,3,7,0,17,0,3,11,5,3,6,4,0,5,34,9,40,100,79,89,57,36,24,9,451
2142815,0,0,3,0,7,3,13,26,0,57,0,0,0,0,3,0,9,5,0,20,0,0,18,11,7,3,3,8,0,54,13,28,150,99,90,56,55,53,7,551
2142816,0,0,0,0,5,3,10,14,0,34,0,0,0,0,0,0,3,3,0,8,0,3,0,6,3,5,6,0,0,19,8,33,74,76,59,47,36,19,3,352
2142817,0,0,0,3,0,3,7,3,0,20,0,0,0,0,0,0,0,0,3,10,4,0,9,9,6,9,3,3,0,48,6,32,107,104,58,50,35,17,9,416
2142818,0,0,0,0,0,4,3,7,3,22,0,0,3,0,0,0,3,4,0,11,4,4,7,8,8,0,3,3,0,44,11,59,142,91,70,28,25,20,5,444
2142819,0,0,0,0,3,3,12,11,3,31,0,0,3,0,0,0,0,0,0,9,3,0,3,5,8,0,8,0,0,26,13,56,147,124,69,58,49,17,7,537
2142820,0,0,0,0,4,7,16,3,9,42,0,0,0,0,4,3,0,4,0,13,3,4,4,4,3,7,5,0,3,39,8,45,91,62,57,52,42,15,17,392
2142821,0,0,0,0,0,7,9,14,0,37,0,0,0,0,0,0,0,8,4,13,4,4,10,13,9,8,5,0,0,53,17,53,82,97,65,53,37,24,8,435
2142822,0,0,0,0,0,0,6,12,3,24,0,0,0,0,0,3,0,3,3,8,3,3,6,3,9,3,9,4,4,44,8,20,60,65,64,55,42,22,19,356
2142823,0,0,0,0,0,0,14,5,0,27,0,0,0,0,0,0,0,3,0,4,0,0,9,9,0,3,11,4,0,30,8,51,97,80,58,44,31,19,5,398
2142824,0,3,0,0,0,6,6,8,3,31,0,0,0,0,0,0,3,3,0,10,4,0,6,10,3,7,4,3,0,37,11,26,55,61,40,46,25,18,3,287
2142825,0,0,0,0,3,0,9,5,8,30,0,0,0,0,0,0,3,0,3,5,0,0,0,5,3,0,0,6,4,25,0,35,53,39,47,32,33,21,19,270
2142826,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,3,7,10,7,8,12,4,3,0,52,15,37,92,62,56,36,16,8,0,321
2142827,0,0,0,0,3,6,7,17,3,34,0,0,0,0,0,0,3,0,0,6,0,0,8,12,6,0,0,0,0,28,14,65,87,115,106,54,39,21,4,502
2142828,0,0,0,0,14,5,8,3,0,37,0,0,0,0,6,6,0,0,0,18,3,7,6,6,3,3,3,3,0,35,15,40,80,43,56,34,20,11,3,293
2142829,0,0,0,0,0,3,5,10,0,27,0,0,0,0,0,0,0,0,0,4,0,3,8,3,5,0,5,4,3,29,5,17,66,58,56,34,22,18,6,291
2142830,0,0,0,5,0,0,9,6,5,25,0,0,0,0,0,0,0,0,0,8,3,3,0,7,5,0,0,3,0,23,15,29,61,70,48,48,18,26,4,317
2142831,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,5,0,6,21,12,4,0,0,0,0,54,8,105,404,183,57,29,13,3,3,807
2142832,0,0,0,0,0,4,9,11,3,24,0,0,0,0,0,0,0,0,0,3,3,3,24,17,11,10,3,9,4,85,13,83,268,154,98,64,23,25,9,738
