SA1_7DIGITCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
2110720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,3,0,3,8,0,0,6,0,0,5,0,0,8,3,3,5,0,0,5,3,3,4,0,0,8,3,0,0,0,0,6,0,0,0,0,0,3,16,10,28,0,0,51
2110721,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,10,0,0,3,0,0,3,0,4,3,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,0,0,39
2110722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,3,3,0,0,0,3,4,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,22
2110723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,20,0,4,0,0,29
2110724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,0,0,3,3,0,0,0,0,9,3,0,3,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,33
2110725,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,46,0,3,0,0,43
2110726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,7,0,3,0,0,0,3,10,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,41,3,3,0,0,45
2110727,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,3,3,3,6,0,0,12,3,0,9,0,0,9,4,0,4,0,0,8,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,3,0,3,0,0,3,10,11,29,0,0,52
2110728,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,29,0,3,0,0,30
2110729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,3,0,3,0,0,7,3,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,18,5,3,0,0,33
2110730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12
2110731,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,4,3,3,3,0,0,6,7,3,0,0,0,10,5,0,0,0,0,6,5,0,3,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,25,10,13,0,0,55
2110801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,9,7,0,0,0,8,4,0,0,0,0,9,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,0,41
2110802,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,0,0,0,0,4,0,5,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,0,0,29
2110803,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,9,0,0,0,13,5,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,9,3,0,0,0,0,3,40,16,0,0,0,57
2110804,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,6,0,0,0,0,4,4,3,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,3,27,12,0,0,0,37
2110805,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,10,5,3,0,0,0,7,6,0,0,0,0,6,9,0,0,0,0,7,3,5,0,0,0,9,4,3,0,0,0,5,6,0,0,0,0,3,6,0,0,0,0,3,46,16,0,0,0,66
2110806,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,7,10,0,0,0,0,10,6,3,0,0,0,7,8,0,0,0,0,12,5,0,0,0,0,8,0,0,0,0,0,0,42,8,0,0,0,56
2110807,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,3,0,0,11,0,3,12,0,0,12,4,10,6,0,0,18,3,3,0,0,0,11,0,3,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,3,14,31,29,0,0,77
2110808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,34,5,0,0,0,38
2110809,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,8,3,4,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,20,11,0,0,0,33
2110810,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,44
2110811,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,3,3,0,0,0,0,10,6,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,30,12,0,0,0,37
2110812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,31,3,0,0,0,38
2110813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,8,3,0,0,0,0,3,9,3,0,0,0,10,7,0,0,0,0,4,4,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,44,8,0,0,0,52
2110814,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,7,7,3,0,0,0,13,9,3,0,0,0,13,8,0,0,0,0,8,3,0,0,0,0,3,50,9,0,0,0,59
2110815,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,4,3,0,0,0,8,5,0,0,0,0,7,5,4,0,0,0,11,3,0,0,0,0,7,5,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,44,13,3,0,0,64
2110816,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,10,0,0,0,0,0,3,6,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,37,7,0,0,0,39
2110817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,21
2110818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,6,4,0,0,0,0,3,3,0,0,0,0,6,7,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,25,4,0,0,0,34
2110819,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,6,4,0,3,0,0,10,3,0,3,0,0,9,11,3,0,0,0,16,6,6,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,5,48,18,8,0,0,70
2110820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,3,0,0,0,11,3,6,0,0,0,5,9,4,0,0,0,15,9,3,0,0,0,12,3,0,0,0,0,3,3,3,0,0,0,3,40,14,0,0,3,54
2110821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,3,0,0,6,5,0,3,0,0,7,0,0,0,0,0,7,3,3,0,0,0,9,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,11,7,0,0,45
2110822,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,13,0,0,0,14,0,11,0,0,0,17,3,16,3,0,0,20,6,5,3,0,0,16,0,6,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,20,66,10,0,0,92
2110823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,4,0,0,0,18,8,8,0,0,0,15,6,6,0,0,0,11,8,6,0,0,0,14,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,36,0,0,0,70
2110824,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,4,10,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,67,0,0,0,0,66
2110825,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,14,4,0,0,0,15,6,0,0,0,0,8,3,0,0,0,0,6,3,0,0,0,0,6,3,4,0,0,0,8,48,18,6,0,0,67
2110826,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,10,7,0,0,0,0,9,10,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,39,5,0,0,0,48
2110827,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,7,5,3,0,0,0,8,9,4,0,0,0,11,7,6,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,39,22,0,0,0,54
2110828,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,7,5,0,0,0,0,8,5,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,57,3,0,0,0,61
2110829,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,6,3,0,0,0,12,3,3,0,0,0,11,10,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,41,15,0,0,0,56
2110830,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,45
2110831,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,3,15,3,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,11,6,0,0,0,0,7,3,0,0,0,0,3,59,4,0,0,0,60
2110832,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,5,0,0,0,3,7,3,0,0,0,11,4,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,5,0,0,0,0,0,0,40,12,0,0,0,53
2110833,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,10,3,9,0,0,0,9,3,3,0,0,0,5,3,11,0,0,0,14,4,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,27,32,4,0,0,64
2110834,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,4,0,0,0,10,3,3,0,0,0,4,8,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,39
2110835,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,4,0,0,0,0,3,10,0,0,0,0,11,3,3,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,48
2110836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,4,0,0,0,8,7,5,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,31,9,0,0,0,37
2110837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,25,3,0,0,0,33
2110838,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,5,0,0,0,0,9,13,5,0,0,0,16,12,0,0,0,0,18,11,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,3,78,13,0,0,0,94
2110839,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,27,3,0,0,0,36
2110840,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,20,5,0,0,0,20
2110841,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,22,11,0,0,0,38
2110842,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,13,9,0,5,0,0,8,10,3,4,0,0,13,0,5,0,0,0,5,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,30,13,14,0,0,54
2110843,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,4,3,0,0,0,8,9,3,0,0,0,10,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,37,14,0,0,0,46
2110844,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,12,0,0,0,0,17,7,0,0,0,0,4,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,53,3,0,0,0,58
2110845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,3,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,9,7,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,37,5,0,0,0,45
2110846,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,4,0,3,0,0,4,7,0,0,0,0,13,3,0,0,0,0,6,7,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,4,37,3,3,0,0,52
2110847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,8,3,0,0,0,0,4,36,0,0,0,0,44
2110848,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,21
2110849,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
2110850,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,7,0,0,0,0,13,17,0,0,0,0,17,6,0,0,0,0,13,13,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,63,3,0,0,0,70
2110851,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,3,0,0,0,40
2110852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14
2110853,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,5,4,6,0,0,14,6,8,8,0,0,21,5,11,4,0,0,17,3,6,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,17,47,22,0,0,87
2110854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,6,5,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29
2110855,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,31,6,0,0,0,36
2110856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,15,4,0,0,0,22
2110857,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,21
2110858,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,11,0,0,0,0,11,14,0,0,0,0,14,17,0,0,0,0,17,3,0,0,0,0,3,3,0,0,0,0,4,72,0,0,0,0,71
2110859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,3,3,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,29
2110860,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,13,0,8,18,0,0,24,0,6,17,0,0,17,0,3,8,0,0,12,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29,52,0,0,83
2110901,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,6,4,0,0,0,0,8,15,0,0,0,0,17,3,4,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,48,8,3,0,0,63
2110902,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,7,8,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,44,3,0,0,0,51
2110903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,7,9,4,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,34,0,3,0,0,39
2110904,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,6,46,0,0,0,0,52
2110905,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,3,3,0,0,0,4,6,0,0,0,0,8,5,0,0,0,0,8,9,0,0,0,0,9,0,3,0,0,0,5,0,0,0,0,0,0,38,5,3,0,0,50
2110906,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,10,6,0,0,0,0,6,10,0,0,0,0,10,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,63,0,0,0,0,65
2110907,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,6,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,51,4,0,0,0,55
