SA1_7DIGITCODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2135715,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,11,0,9,6,5,0,3,0,8,0,34,0,5,4,3,3,0,3,5,3,25,3,0,5,4,6,3,5,3,0,35,0,4,5,0,6,0,0,10,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,24,16,19,7,18,21,5,128
2135716,0,0,4,0,0,7,0,3,0,10,0,0,4,7,0,7,3,4,0,18,0,5,7,3,7,9,4,3,0,38,3,7,14,3,7,3,3,6,0,38,0,4,3,3,7,3,6,7,0,32,0,4,3,0,3,3,0,8,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,32,20,25,22,17,30,0,169
2135717,0,0,0,4,0,8,0,10,0,21,4,4,4,3,3,8,0,4,0,32,0,3,11,7,5,6,4,3,0,35,9,11,14,5,9,4,7,6,0,70,14,12,9,8,17,7,11,6,0,84,7,4,6,8,19,3,3,0,0,53,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,42,35,54,42,25,34,4,309
2135718,0,0,3,0,0,13,0,0,0,15,0,0,10,0,0,3,0,0,0,17,8,3,17,11,6,3,3,3,0,53,12,8,10,11,7,4,8,6,0,67,3,3,7,6,12,3,5,4,0,58,0,3,3,0,9,7,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,49,25,42,39,32,22,3,249
2135719,0,0,3,0,5,6,0,7,0,23,0,5,8,10,6,9,0,0,0,36,5,19,11,3,3,3,0,0,0,45,6,4,5,3,9,3,6,0,0,38,9,10,13,0,16,6,4,7,0,67,10,9,9,0,13,10,3,0,0,57,0,4,0,0,4,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,49,16,50,39,15,17,0,280
2135720,0,0,0,0,0,8,0,7,0,19,0,0,3,10,9,9,6,4,0,41,13,14,15,16,13,3,11,14,3,104,14,13,15,15,29,5,21,16,0,128,3,3,6,10,9,8,14,8,0,63,5,3,5,7,4,4,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,43,60,66,33,65,58,3,391
2135722,0,0,4,0,0,3,0,0,0,9,0,0,12,0,0,0,0,0,0,13,4,3,3,3,9,4,4,4,0,34,0,0,4,3,4,0,6,8,0,27,7,3,6,7,8,4,4,7,0,41,0,3,3,4,10,11,4,6,0,46,0,0,3,0,3,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,30,20,32,28,29,23,7,183
2135723,0,0,4,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,7,3,4,7,6,3,4,0,0,0,32,0,0,6,0,0,0,6,4,0,19,0,9,3,3,0,0,3,3,0,24,4,3,3,4,15,0,4,8,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,26,19,31,15,14,17,0,140
2135724,0,0,3,0,0,7,0,7,0,16,3,3,9,0,3,3,0,0,0,27,3,0,3,5,7,3,6,0,0,35,7,3,11,4,5,4,5,0,0,46,7,10,11,4,11,3,4,9,0,58,9,4,7,6,15,3,7,3,0,53,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,44,26,46,30,30,21,3,245
2135725,0,0,4,5,3,5,0,3,0,15,3,4,8,0,0,5,0,0,0,20,3,0,4,3,3,4,6,3,0,26,4,4,14,0,7,4,0,0,0,43,10,5,4,5,5,3,6,5,3,48,0,0,0,7,3,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,32,21,21,21,11,13,3,170
2135727,0,0,0,3,0,9,0,0,0,7,3,0,5,3,3,0,3,5,0,31,6,14,21,23,13,17,14,9,5,115,3,12,6,5,5,0,9,5,3,63,0,3,3,3,4,5,7,11,0,33,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,45,39,32,25,31,29,9,264
2135728,0,0,4,0,0,3,0,3,0,8,3,4,3,0,3,3,0,7,0,25,9,15,24,21,16,13,7,14,0,123,9,14,13,13,8,11,9,4,0,83,0,6,3,0,4,7,13,3,0,44,3,0,3,7,8,0,3,4,0,22,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,43,42,44,31,36,31,5,312
2135729,3,0,3,3,0,3,0,3,0,8,3,0,3,8,0,4,0,5,0,18,7,13,17,13,20,3,3,0,0,74,5,25,8,5,14,5,8,9,3,85,5,3,3,9,16,3,4,8,0,59,3,4,4,0,5,0,4,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,39,35,57,21,30,21,9,280
2135730,0,0,4,0,0,11,0,3,0,21,0,0,12,0,3,4,3,9,0,33,20,14,26,17,15,10,13,3,3,113,16,15,11,11,21,10,18,3,4,107,9,4,9,5,14,6,3,11,0,54,4,3,3,4,11,0,9,4,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,62,39,60,32,41,39,11,364
2135731,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,4,3,3,0,18,3,9,8,5,14,8,5,11,0,61,3,15,4,7,10,0,13,6,0,56,0,0,3,10,3,4,3,0,0,27,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,17,24,29,22,20,25,3,172
2135732,0,0,0,3,0,4,0,6,0,16,0,0,8,3,3,3,0,3,0,19,9,8,13,13,19,7,7,5,0,79,8,12,7,8,11,4,6,7,3,65,6,3,3,6,7,6,4,10,0,48,3,0,3,0,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,32,31,38,34,19,36,5,249
2135733,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,4,0,5,3,3,0,0,0,0,13,3,0,0,0,5,0,0,0,0,11,3,8,0,3,3,0,3,0,0,19,3,4,3,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,8,8,7,5,9,4,4,70
2135734,0,0,4,0,0,3,0,3,0,13,0,7,5,4,8,6,0,5,0,35,12,25,16,20,13,6,19,12,5,127,3,18,10,8,15,10,23,10,3,102,0,7,4,5,6,0,3,3,0,33,0,3,4,0,3,0,5,3,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,53,43,43,31,50,35,12,329
2135735,0,0,0,0,3,4,0,4,0,13,0,0,7,3,3,3,6,3,4,32,8,7,16,17,12,8,15,9,3,91,7,8,6,8,13,6,7,10,0,60,0,0,3,7,0,0,3,3,0,21,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,33,40,31,25,31,26,8,222
2135736,0,0,6,5,3,25,0,9,0,50,0,4,9,12,6,17,4,5,0,58,34,109,65,52,77,19,22,20,3,400,97,117,72,56,91,36,32,24,3,516,43,47,31,18,52,14,16,16,3,242,22,14,12,11,23,7,17,8,0,109,0,4,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,299,198,152,252,120,91,82,12,1391
2135801,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,15,3,0,3,0,3,3,3,0,0,16,0,0,3,3,4,0,7,3,0,25,3,0,6,5,3,3,3,4,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,13,11,11,13,15,0,101
2135802,0,0,3,0,0,0,0,3,0,11,0,0,3,0,0,0,3,0,0,10,7,8,3,4,3,4,5,13,0,44,0,8,10,3,3,0,3,4,0,35,3,4,8,5,6,3,4,8,0,39,3,0,3,5,10,4,4,6,0,28,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,27,17,24,15,26,27,6,183
2135803,0,0,3,0,0,3,0,0,0,8,0,0,0,3,0,3,0,0,0,11,0,0,10,3,3,0,9,5,0,28,7,3,6,11,5,3,0,3,3,45,3,3,4,0,7,0,0,7,0,24,0,3,4,3,3,3,3,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,24,22,20,17,12,13,6,143
2135804,3,0,3,0,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,14,0,3,0,3,7,0,4,0,0,20,0,0,4,0,0,0,0,3,0,13,0,3,0,3,3,0,3,0,0,17,0,0,0,0,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,17,18,14,12,7,0,91
2135805,0,0,3,3,0,6,5,3,0,19,0,4,7,6,0,3,3,3,0,26,9,5,13,4,5,5,0,3,0,50,7,8,7,5,6,6,3,3,0,52,7,7,7,10,18,4,22,8,3,76,0,7,8,5,8,0,7,8,0,47,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,45,40,45,24,35,30,3,280
2135806,0,0,4,0,0,12,0,4,0,20,0,3,5,4,0,0,0,0,0,25,0,3,10,5,5,4,0,3,0,28,11,10,9,14,3,8,6,0,0,58,7,5,10,8,16,7,0,11,0,68,5,0,5,6,8,0,0,8,0,35,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,27,49,34,41,34,10,29,3,256
2135809,0,0,3,3,0,10,0,0,0,27,3,0,15,3,8,5,3,0,0,35,0,13,15,6,5,4,5,3,0,51,5,10,3,8,16,3,9,5,4,62,13,7,12,4,13,16,6,9,6,92,10,10,4,4,9,3,7,3,0,57,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,55,34,46,47,29,29,16,327
2135810,0,0,0,3,0,7,0,3,0,20,3,0,4,3,0,4,0,0,0,20,0,0,4,3,0,0,3,3,0,22,6,7,6,11,7,11,4,7,0,60,7,4,3,7,5,3,7,7,0,39,0,0,7,6,13,0,6,3,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,27,30,34,27,27,28,5,194
2135812,0,0,0,0,0,6,0,0,0,5,4,3,0,5,3,3,0,5,0,25,12,10,13,13,10,3,10,6,4,74,9,6,6,15,5,5,6,3,3,61,0,0,4,10,10,3,8,0,0,36,3,0,0,4,4,3,3,4,3,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,25,43,25,19,33,24,8,233
2135813,0,0,0,3,0,6,0,0,0,4,0,0,4,0,0,4,0,0,0,13,0,0,9,3,7,3,8,0,0,23,0,3,8,0,3,0,8,3,0,22,0,3,4,6,5,3,0,7,0,22,0,0,0,3,6,4,0,0,0,28,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,19,24,23,9,13,0,120
2135814,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,4,3,7,0,0,4,0,0,0,17,0,3,3,0,0,4,3,0,3,15,0,0,0,0,0,0,4,5,0,14,0,7,0,0,6,0,3,5,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,8,10,12,8,15,4,83
2135816,0,0,0,3,0,3,0,0,0,8,0,0,3,3,3,0,0,0,0,7,3,0,9,3,13,8,6,0,0,39,7,0,3,3,7,3,4,0,0,31,3,0,0,0,0,3,3,0,0,15,7,3,3,3,5,3,8,3,0,29,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,19,16,31,19,19,6,3,135
2135817,0,0,3,0,0,3,0,4,0,13,3,0,10,4,4,0,3,4,0,34,8,6,14,3,8,4,6,10,0,62,9,19,8,4,20,3,9,5,0,76,9,5,4,9,7,9,10,4,0,63,3,0,3,6,10,0,0,0,0,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,47,36,45,28,35,27,0,274
2135818,0,0,0,0,0,3,0,4,0,12,0,3,4,4,0,3,3,0,0,18,0,3,8,5,0,3,3,0,0,32,0,5,3,3,8,3,3,3,0,32,0,3,4,3,7,3,11,3,0,36,3,3,4,0,3,0,8,7,0,34,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,29,20,20,15,27,15,0,163
2135819,0,0,0,0,0,4,0,6,0,7,0,0,0,0,0,0,0,0,0,7,3,3,9,8,3,3,3,5,0,36,4,3,7,5,5,0,4,4,0,36,4,3,0,3,0,6,4,3,0,18,3,3,0,3,10,3,8,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,16,18,17,17,16,3,135
2135821,0,0,0,4,0,0,0,0,0,7,0,0,3,3,0,0,3,4,0,17,4,3,4,3,3,3,6,7,0,33,0,3,3,0,7,8,4,4,0,33,7,3,4,3,3,0,7,5,0,26,0,0,0,4,5,0,3,3,0,22,0,0,0,3,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,23,20,20,14,25,23,0,150
2135822,0,0,3,0,0,9,0,5,0,21,3,3,13,4,4,8,3,7,0,45,15,17,21,11,18,13,9,7,0,108,8,9,14,5,9,6,11,10,3,78,0,3,11,12,10,4,11,11,3,62,6,4,3,12,8,0,4,7,0,44,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,44,61,48,51,38,34,39,6,360
2135823,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,3,0,16,0,0,3,0,4,0,4,0,0,17,5,0,0,5,4,0,3,3,0,17,0,7,3,4,3,3,3,0,0,24,0,0,0,0,6,4,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,15,20,13,16,12,3,106
2135824,0,0,0,0,0,3,0,0,0,4,0,0,6,7,0,3,3,3,0,22,3,0,3,3,0,0,3,3,0,23,0,3,3,3,7,0,3,3,0,25,3,3,0,3,0,8,9,0,0,27,7,0,0,4,4,6,9,3,0,30,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,20,16,17,27,15,3,138
2135825,0,0,0,0,0,10,0,0,0,8,0,0,4,0,0,3,0,3,3,20,0,8,3,4,9,3,4,0,0,36,0,6,9,3,0,0,4,3,0,29,3,3,3,9,10,0,7,4,0,34,3,4,3,6,5,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,20,17,24,18,19,18,6,155
2135826,0,0,3,4,0,5,0,5,0,21,0,3,10,14,3,3,3,3,0,35,9,11,16,7,3,0,0,7,3,57,10,9,9,11,0,8,7,3,0,62,9,11,11,11,14,3,13,3,0,72,3,6,5,7,15,4,11,8,3,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,46,49,34,30,35,35,12,314
2135827,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,3,0,4,0,8,0,0,0,3,0,0,3,3,0,14,0,0,0,0,0,0,7,6,0,18,0,0,3,0,5,5,0,3,0,19,0,0,3,7,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,18,6,11,16,17,3,81
2135828,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,3,0,0,7,0,3,3,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,4,9,3,10,3,3,52
2135829,0,0,5,0,0,6,0,8,0,18,0,0,3,3,0,6,3,0,0,16,0,3,4,0,3,0,3,0,0,20,0,7,10,8,7,0,4,0,0,38,4,3,13,3,7,0,3,5,0,39,0,0,9,0,3,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,36,20,24,15,17,17,3,149
2135830,0,0,0,0,0,7,0,6,0,12,3,0,0,3,4,6,0,3,0,20,3,26,13,0,8,6,12,4,3,78,3,3,7,11,18,9,5,3,0,66,0,0,5,0,11,6,3,3,0,30,0,4,0,0,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,29,23,42,35,29,18,5,224
2135831,0,0,0,3,0,11,0,10,0,18,3,3,15,8,5,8,10,4,0,58,25,26,19,19,22,15,23,18,4,170,9,13,9,10,23,3,15,0,0,84,3,4,6,14,0,6,12,8,4,57,0,3,4,4,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,58,57,57,43,62,43,13,413
2135832,0,0,3,0,0,3,0,0,0,10,3,0,3,5,3,4,3,5,0,23,9,6,11,7,14,12,11,3,0,70,5,4,13,12,5,4,13,3,3,53,5,4,3,3,7,0,3,0,0,25,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,37,24,25,18,26,17,0,191
2135833,0,0,3,3,0,7,0,5,0,13,0,0,3,0,3,3,3,0,0,12,4,6,7,3,8,3,0,3,0,42,6,12,13,13,8,0,7,8,0,65,6,3,4,6,6,7,4,11,0,45,0,3,0,3,3,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,29,24,30,25,21,31,0,207
2135834,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,10,3,6,10,5,11,3,3,3,0,39,0,3,14,0,16,0,9,4,3,47,3,3,4,3,3,0,3,0,0,24,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,32,10,25,9,12,10,5,131
2135835,0,0,0,0,0,6,0,0,0,6,0,0,5,0,0,5,0,0,0,9,0,6,6,8,6,4,5,4,0,32,11,6,9,7,12,3,4,3,0,57,3,10,6,4,4,0,6,3,0,27,3,5,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,22,20,20,17,10,15,0,149
2135836,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,8,0,3,6,0,0,10,3,0,0,19,3,4,3,0,6,0,3,0,0,23,0,4,0,3,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,6,19,14,12,4,0,85
2135837,0,0,0,0,0,0,0,3,0,7,4,3,6,5,8,6,4,0,0,42,3,22,8,6,16,3,9,3,0,71,3,8,3,4,6,8,8,3,0,46,0,0,0,3,3,0,4,4,0,15,0,0,3,0,5,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,29,29,29,15,26,20,0,193
2135838,0,0,0,3,0,9,0,3,0,12,0,0,6,5,3,7,0,0,0,25,10,8,8,0,13,0,3,3,0,50,9,12,10,5,7,6,12,10,0,69,5,3,10,9,3,0,13,3,3,50,3,0,4,4,4,4,4,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,39,30,34,23,29,26,0,240
2135839,0,0,3,3,0,3,0,0,0,12,0,5,3,4,0,4,0,0,0,21,3,4,7,0,10,0,3,0,0,27,9,7,4,6,7,3,15,7,0,61,5,9,3,11,7,0,4,0,0,34,4,3,3,3,6,0,4,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,21,32,33,16,25,11,0,187
2135840,0,0,0,0,0,7,0,3,0,17,0,3,12,8,5,0,3,3,0,36,13,18,18,16,16,14,9,6,4,120,11,13,13,3,17,12,16,3,3,88,8,10,10,14,12,10,15,6,3,77,8,3,3,5,8,3,3,4,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,63,45,60,49,51,33,9,392
2135841,0,0,11,3,0,14,0,5,0,38,7,3,16,18,16,10,4,7,0,93,33,68,86,44,68,38,47,36,8,426,26,37,21,29,47,8,45,26,4,246,9,10,15,18,15,13,24,10,3,108,4,3,4,4,12,5,11,13,0,62,3,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,80,118,159,127,168,90,135,106,18,991
2135901,0,0,3,0,0,8,0,0,0,12,0,0,3,3,0,3,3,0,0,17,3,8,3,3,3,0,3,4,0,30,3,4,3,3,4,3,4,0,0,30,0,0,3,3,8,3,8,0,0,31,3,3,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,17,16,20,23,22,7,5,137
2135903,0,0,3,0,0,3,0,0,0,4,0,0,5,4,0,4,0,4,0,25,3,3,3,3,8,0,7,3,0,35,0,0,3,7,3,6,10,11,7,38,3,0,11,6,11,0,5,3,0,46,0,0,4,0,0,0,10,3,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,26,25,23,19,32,31,8,173
2135904,0,0,0,0,0,6,0,0,0,6,0,0,3,6,3,3,0,3,0,17,0,0,3,9,6,0,11,6,0,42,0,0,6,3,0,4,13,3,0,32,0,3,4,8,3,3,10,12,0,43,3,0,0,4,4,3,15,7,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24,20,17,20,47,34,0,174
2135905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135906,0,0,8,0,0,7,0,0,0,14,0,3,10,0,0,0,0,0,0,17,0,0,3,0,3,0,3,0,0,9,3,3,3,0,5,3,0,4,0,25,7,0,7,0,8,0,0,5,0,25,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,26,8,14,12,10,5,7,97
2135907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
