SA1_7DIGITCODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2114502,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,4,0,0,0,15,8,45,4,3,5,6,0,4,0,80,23,36,5,3,10,3,0,3,6,91,9,28,3,3,10,5,0,0,0,54,12,12,3,3,7,0,0,6,0,44,0,4,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,134,22,18,34,19,3,17,12,301
2114503,0,0,0,3,0,0,0,0,0,3,0,5,3,8,0,0,0,0,0,16,5,81,11,15,11,14,0,6,3,139,18,41,3,4,7,3,0,0,0,90,11,34,3,4,7,0,0,0,0,62,8,17,0,0,5,6,0,0,0,34,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,178,19,35,34,22,0,10,8,349
2114504,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,3,0,0,0,11,11,25,6,0,5,0,0,3,0,45,13,24,3,0,5,0,0,0,0,45,5,24,6,4,5,0,0,0,0,48,6,12,0,0,5,0,0,0,0,29,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,96,13,6,24,11,0,3,5,195
2114505,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,6,3,0,0,18,16,31,8,3,16,7,0,3,0,89,12,28,3,5,9,3,0,0,4,64,11,19,3,0,10,3,4,0,3,50,9,19,0,3,7,0,0,0,3,40,0,9,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,111,18,10,40,25,7,9,9,289
2114506,0,0,0,3,0,0,0,0,0,3,0,3,3,4,4,0,0,4,0,19,7,50,9,6,12,3,0,0,4,91,18,36,0,0,8,3,0,0,3,67,18,23,9,4,5,0,0,0,0,59,10,32,0,0,4,0,0,0,0,46,0,12,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,156,18,25,29,8,0,7,8,301
2114507,0,0,0,3,0,0,0,0,0,4,0,3,6,3,0,0,0,0,0,15,4,20,3,3,3,3,0,0,0,34,11,20,3,0,3,4,0,0,0,40,5,22,0,3,0,4,0,0,0,39,6,24,0,0,4,0,0,0,0,32,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,91,11,14,9,14,3,5,7,175
2114508,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,7,3,30,3,3,4,3,0,3,3,56,3,24,0,4,0,3,0,0,0,47,10,27,4,0,3,0,0,0,0,44,6,13,0,7,3,3,0,0,0,28,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,101,13,18,13,17,4,4,3,199
2114509,0,0,0,4,0,4,0,4,0,14,0,3,3,3,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,13,0,7,0,44
2114510,0,0,0,3,0,4,0,4,0,7,4,4,4,14,0,3,0,3,0,28,14,61,9,13,18,10,3,0,0,134,23,42,4,3,9,3,0,3,0,89,21,41,9,8,17,3,0,0,0,102,7,30,0,0,9,0,3,0,0,51,4,15,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,198,31,42,46,27,6,12,3,435
2114511,0,0,0,5,0,3,0,0,0,11,0,4,4,3,0,3,0,4,0,19,4,13,10,9,5,0,0,0,0,41,3,17,4,0,0,0,0,0,0,30,15,33,3,4,10,3,3,0,0,62,7,13,3,3,6,3,0,4,0,37,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,86,18,21,24,15,4,6,0,208
2114512,0,0,0,6,0,0,0,0,0,14,0,3,7,3,0,4,0,3,0,16,3,5,3,0,0,3,0,0,0,24,15,15,0,0,0,0,0,0,0,29,10,25,0,0,3,3,0,3,0,51,6,24,0,0,3,3,0,0,0,41,4,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,88,11,17,7,15,3,11,5,191
2114513,0,0,0,3,0,5,0,0,0,9,0,7,0,9,3,0,0,7,0,28,7,25,3,8,12,0,0,0,0,56,7,28,7,4,8,3,0,3,0,63,4,18,3,0,3,0,0,0,0,35,3,15,3,0,3,0,0,0,0,32,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,96,17,19,30,13,4,10,0,219
2114514,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,0,0,0,20,19,44,5,9,9,3,0,4,3,99,20,33,7,3,8,0,0,0,0,74,11,23,3,3,4,3,0,0,0,50,3,18,0,0,3,0,3,0,0,34,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,127,20,14,31,14,5,10,5,287
2114515,0,0,0,0,0,3,0,0,0,3,0,3,0,5,5,3,0,0,0,15,0,42,5,4,6,4,0,3,0,65,3,27,0,0,7,0,0,0,0,36,13,20,6,3,4,0,0,0,0,51,3,18,3,6,3,0,0,0,0,38,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,119,17,15,33,11,3,3,3,229
2114516,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,3,0,3,0,16,7,30,3,8,9,3,0,0,5,55,4,10,5,3,3,3,3,0,0,34,4,9,0,5,3,0,0,0,0,25,4,9,0,0,4,0,0,3,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56,5,18,18,11,3,6,5,148
2114517,0,0,0,0,0,0,0,3,0,0,0,11,4,11,5,8,0,0,0,37,30,126,16,17,21,11,0,4,6,234,30,86,8,0,12,12,0,0,6,158,17,26,3,3,8,0,0,0,0,60,15,38,3,0,3,3,0,0,0,63,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,293,34,28,52,29,0,13,16,564
2114518,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,9,8,27,0,3,3,0,0,4,0,49,15,25,0,0,0,3,0,0,3,49,8,19,3,3,8,0,0,0,0,45,0,18,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,89,7,9,16,14,3,7,3,178
2114519,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,14,9,19,3,0,6,4,0,3,0,45,10,28,3,3,3,0,3,0,0,42,0,26,8,5,12,0,0,0,0,52,3,9,3,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,84,20,16,25,4,4,0,3,176
2114520,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,5,9,26,6,4,8,3,0,0,0,64,3,18,0,0,5,0,0,0,0,30,4,13,3,0,3,0,0,3,0,23,3,9,0,3,5,0,0,3,0,15,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,9,15,21,4,0,6,0,146
2114521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,24,8,5,4,0,0,3,3,50,8,30,3,3,4,3,0,0,0,51,10,8,3,3,0,0,0,0,0,22,0,10,0,3,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,78,12,13,16,3,0,4,4,153
2114601,0,0,0,7,0,6,0,0,0,17,0,5,4,3,3,7,0,4,0,31,3,13,0,0,9,3,0,0,0,23,13,11,0,0,6,0,0,0,0,27,17,27,3,5,4,4,0,0,0,56,6,24,0,0,12,0,0,0,0,49,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,79,7,23,30,21,0,4,0,205
2114602,0,0,0,0,3,9,0,0,0,12,0,5,0,5,0,0,0,0,0,14,3,8,4,0,3,0,0,0,0,24,8,14,0,0,3,0,0,0,0,28,15,14,4,3,0,6,0,0,0,39,9,17,3,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,7,12,15,18,0,4,3,143
2114603,0,0,0,4,0,0,0,0,0,10,0,4,0,3,5,3,0,0,0,21,4,10,4,0,4,0,0,0,0,18,10,26,0,0,5,3,0,0,0,49,13,28,4,4,5,3,0,0,0,57,8,15,4,3,3,3,3,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,89,13,15,25,10,3,3,0,210
2114604,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,5,3,7,0,3,0,0,0,0,0,15,22,19,4,0,5,3,0,0,0,54,12,12,8,3,3,3,0,0,0,42,4,6,4,3,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,15,13,18,14,0,5,3,151
2114605,0,0,0,0,0,4,0,0,0,8,0,4,0,6,0,0,0,0,0,10,6,10,0,0,3,0,0,0,0,23,11,16,0,0,3,0,0,0,0,34,6,17,3,0,6,0,0,0,0,34,8,10,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,54,3,11,16,8,0,3,0,131
2114606,0,0,0,7,0,8,0,0,0,13,4,3,0,4,5,3,0,4,0,24,3,15,7,0,3,0,0,4,0,46,16,40,3,5,15,3,0,0,0,81,24,40,7,7,14,8,0,0,0,93,13,29,0,0,3,3,4,0,0,55,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,133,21,24,41,25,4,7,5,316
2114607,0,0,0,6,0,6,0,0,0,11,0,0,0,3,3,5,0,4,0,19,3,16,0,0,5,3,0,0,0,31,4,19,3,3,3,0,0,0,0,43,16,18,7,4,3,0,0,0,0,52,3,7,0,3,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,15,21,18,20,3,9,0,183
2114608,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,3,3,3,4,0,0,0,0,18,9,17,3,0,3,3,0,0,0,31,14,8,0,0,7,0,0,0,0,35,0,4,0,3,3,0,0,0,0,9,3,4,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,6,11,20,9,3,6,0,117
2114609,0,4,5,3,0,3,0,5,0,18,0,5,3,4,3,0,0,4,0,24,0,10,3,3,5,5,0,0,0,34,17,31,6,5,8,6,0,0,0,69,24,31,4,6,14,3,0,0,0,91,11,14,3,3,6,3,0,0,0,43,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,102,21,24,44,23,3,15,4,292
2114610,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,4,4,25,5,4,3,0,0,9,0,55,8,18,3,0,7,0,0,3,0,45,4,10,7,0,4,0,3,0,0,35,3,13,4,3,4,0,3,0,0,25,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,30,16,21,3,7,10,5,184
2114611,0,0,0,0,0,3,0,0,0,7,0,3,4,7,3,0,3,3,0,25,8,14,7,3,3,0,0,3,0,47,9,38,6,0,16,3,0,3,0,80,8,15,6,3,9,8,0,0,0,47,0,9,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,21,13,30,20,3,17,0,227
2114612,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,9,0,0,0,19,0,14,3,3,5,0,0,0,0,25,5,17,0,0,4,0,0,0,3,31,20,16,4,0,3,3,0,0,0,48,5,21,3,0,3,4,0,0,0,34,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,62,14,17,25,15,0,5,3,176
2114613,0,0,0,3,0,7,0,0,0,5,0,3,0,0,0,3,0,3,4,11,0,8,0,0,3,0,0,0,0,12,5,21,0,0,6,3,0,0,4,33,6,26,0,0,0,0,0,0,0,41,5,11,4,0,3,0,0,0,0,21,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,5,8,9,17,3,7,4,142
2114614,0,0,0,5,3,10,0,5,0,27,0,10,0,4,3,4,0,3,0,29,3,14,3,3,6,3,0,3,0,35,15,40,0,3,8,0,0,0,0,62,24,42,6,3,7,4,0,0,3,91,20,15,0,0,13,0,0,0,0,55,4,8,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,125,13,24,40,30,8,11,8,323
2114615,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,3,0,0,0,14,4,29,0,3,6,5,0,4,0,54,3,22,3,0,3,0,0,0,0,35,8,6,3,3,5,0,3,0,0,27,7,9,0,0,3,3,0,0,0,22,4,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,13,10,23,7,4,6,0,166
2114616,0,0,0,0,0,0,0,4,0,6,3,3,0,3,0,0,0,0,0,13,8,12,0,3,0,3,0,0,0,24,5,9,0,0,0,4,0,3,0,24,6,13,0,3,3,3,4,0,0,24,4,8,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,3,9,14,13,4,10,0,126
2114617,0,0,0,6,0,0,0,0,0,9,0,0,0,3,3,0,0,3,0,15,3,5,0,0,3,0,0,0,0,18,8,15,0,0,0,4,0,0,0,37,12,20,0,3,4,0,0,0,0,40,9,11,4,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,4,8,14,9,3,4,3,144
2114618,0,0,0,4,0,0,0,3,0,7,0,0,0,0,3,8,0,0,0,14,3,14,0,0,0,4,0,0,0,27,8,20,3,0,3,0,0,0,0,39,9,19,0,0,8,3,0,0,0,48,3,14,4,3,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,72,12,7,22,17,0,10,0,167
2114619,0,0,0,3,0,0,0,0,0,3,0,3,0,3,6,3,0,3,0,19,9,31,5,3,9,8,0,3,3,72,22,23,3,3,8,3,3,0,0,65,11,17,0,3,3,0,0,3,3,54,3,13,3,6,5,5,0,5,3,37,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,86,20,28,29,22,8,16,8,264
2114701,0,0,0,3,0,3,0,0,0,5,0,10,0,3,0,3,0,0,0,19,3,18,11,0,3,3,0,0,0,41,5,12,3,0,7,0,0,3,0,37,12,16,0,3,9,0,0,0,0,45,16,17,3,0,6,0,0,0,0,51,6,9,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,79,17,16,27,11,0,10,5,217
2114702,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,7,0,0,0,24,6,18,0,0,3,7,0,0,0,35,3,8,0,0,3,3,0,0,0,23,5,11,0,0,3,3,0,0,0,28,9,15,0,0,3,0,0,0,0,34,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,3,5,13,24,0,3,0,144
2114703,0,0,0,3,3,0,0,0,0,6,0,3,0,3,3,3,3,0,0,11,4,5,0,0,0,0,0,0,0,10,5,6,0,0,3,3,0,0,0,19,9,11,0,4,3,0,0,0,0,29,4,18,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,4,14,15,4,3,0,0,111
2114704,0,0,0,8,3,3,0,0,0,9,0,4,0,3,3,0,0,0,3,15,0,7,0,0,0,5,0,0,0,18,13,10,0,0,3,0,0,0,0,23,12,20,0,0,4,0,0,0,0,37,8,19,0,0,10,3,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,63,7,10,24,10,3,4,3,157
2114705,0,0,0,6,0,7,0,0,0,10,0,8,3,4,3,6,0,3,0,24,3,20,3,0,4,3,0,0,0,40,3,18,4,0,10,0,0,0,0,39,16,21,0,4,3,0,0,0,0,49,9,19,4,3,0,0,0,0,0,44,0,3,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,84,14,17,24,20,3,3,4,216
2114706,0,0,0,6,0,5,0,0,0,15,0,9,0,4,3,10,0,0,0,30,7,8,4,0,3,0,0,0,0,30,14,23,3,0,5,5,0,4,0,56,18,23,5,0,9,11,3,0,0,79,5,16,3,8,5,7,0,0,0,47,9,8,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,85,19,20,40,34,5,4,4,268
2114707,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,3,0,0,0,10,3,4,0,0,0,3,0,0,0,9,9,10,0,0,5,4,0,0,0,21,7,9,3,0,9,4,3,3,0,35,11,15,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,40,7,5,20,15,3,9,0,127
2114708,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,10,3,11,0,4,3,8,0,0,0,26,6,8,5,3,5,0,0,0,3,29,6,11,0,0,10,0,0,6,0,38,3,5,0,0,5,3,0,0,0,15,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,10,10,24,11,0,7,4,138
2114709,0,0,0,0,0,0,0,0,0,3,0,8,3,5,3,7,0,0,3,32,5,21,4,14,10,4,0,0,0,60,10,20,3,3,6,6,0,0,0,49,9,18,0,5,4,6,0,0,0,51,3,12,3,4,5,6,0,0,0,39,0,15,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,86,17,37,34,24,4,6,4,249
2114710,0,0,0,3,0,3,0,0,0,12,6,9,7,3,7,4,0,4,0,33,7,39,6,8,5,7,3,3,0,87,18,21,3,3,9,3,0,6,3,69,25,35,0,6,5,3,0,0,0,78,6,17,6,5,7,10,0,0,0,59,8,4,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,125,22,30,52,28,8,17,5,355
2114711,0,0,0,5,3,3,0,7,0,15,0,7,0,3,7,4,0,3,0,31,3,25,3,5,8,6,0,0,0,56,8,15,4,0,7,4,0,0,0,37,16,34,7,0,3,3,0,0,4,66,11,26,0,0,3,4,0,3,4,46,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,107,18,23,33,29,4,14,11,270
2114712,0,0,0,4,0,8,0,0,0,14,0,3,0,3,0,3,0,0,0,13,5,8,4,0,3,0,0,0,0,23,4,7,0,0,3,9,0,0,0,25,15,15,4,3,5,3,0,3,0,45,5,6,0,0,3,5,0,0,0,22,0,7,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,47,13,8,22,29,0,5,3,161
2114713,0,0,0,0,0,3,0,0,0,10,0,11,0,3,0,3,0,0,0,22,4,17,5,3,0,3,0,0,0,33,10,14,0,3,3,3,3,0,0,34,24,30,10,5,8,3,5,3,3,88,13,16,4,0,7,4,0,0,0,55,4,8,0,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,98,23,14,31,20,7,8,4,262
2114714,0,0,0,0,0,6,0,0,0,13,5,5,7,0,3,6,3,3,0,30,10,27,3,3,8,5,0,0,0,53,8,21,3,4,4,5,0,0,0,52,24,26,3,3,14,4,0,4,3,85,13,17,7,3,9,4,3,3,3,51,0,0,3,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,97,27,13,40,31,9,18,7,294
2114715,0,0,0,4,0,4,0,0,0,7,0,8,3,4,0,9,0,3,0,23,3,7,4,0,3,3,0,0,0,24,6,9,4,0,0,0,0,3,0,27,15,9,4,9,4,0,0,0,0,49,3,14,0,3,3,0,0,0,0,25,0,8,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,58,11,18,12,17,5,5,0,170
2114716,0,0,0,0,0,4,0,0,0,9,0,4,0,3,3,4,0,0,0,18,4,17,5,0,3,5,0,3,3,32,7,22,11,3,5,0,0,0,0,46,9,13,3,7,10,3,0,0,0,52,7,12,7,3,0,0,3,0,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,19,16,25,18,3,6,3,184
2114717,0,0,0,4,3,7,0,0,0,12,0,8,0,7,0,15,0,0,0,32,3,6,6,4,3,3,0,3,0,35,8,14,0,5,7,3,0,3,3,50,15,27,3,3,4,3,0,0,0,53,9,13,0,3,10,0,0,0,0,30,3,6,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,72,11,28,26,27,3,4,4,220
2114718,0,0,0,3,0,3,0,0,0,5,0,4,0,3,5,8,0,0,0,15,0,6,6,0,0,3,0,4,0,18,6,18,0,0,5,0,0,0,0,31,6,23,0,3,5,5,0,0,0,48,10,4,0,0,4,3,0,3,0,17,3,7,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,53,5,13,15,23,0,7,7,160
2114719,0,0,0,0,3,8,0,0,0,13,0,8,0,5,3,9,3,3,0,35,3,12,7,3,6,4,0,0,0,37,12,25,0,3,10,0,0,0,3,50,12,23,3,4,17,0,3,0,0,68,12,13,0,0,13,3,0,4,0,42,3,8,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,89,17,19,53,26,3,11,6,264
2114720,0,0,0,3,0,5,0,3,0,17,0,5,3,5,3,5,3,6,0,32,4,7,4,4,0,4,0,0,0,28,7,21,0,0,3,0,0,4,0,38,14,26,3,0,11,4,0,0,0,64,14,33,6,3,5,0,0,0,0,56,0,5,0,0,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,105,17,25,24,24,7,10,5,255
2114721,0,0,0,0,0,3,0,0,0,17,0,6,3,5,3,4,0,0,0,27,0,16,0,0,0,5,0,0,0,29,12,14,0,3,3,0,0,0,0,39,15,24,4,6,10,3,0,0,0,58,4,17,0,0,3,0,0,0,0,30,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,86,7,18,23,18,3,3,3,200
2114722,0,0,0,3,0,3,0,3,0,6,0,6,3,3,3,8,0,0,0,21,0,10,3,3,4,3,0,0,0,27,10,11,0,0,7,0,0,0,3,29,17,23,0,5,12,0,0,0,0,68,8,11,0,0,0,0,0,0,0,22,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,67,8,13,28,17,3,3,3,186
2114723,0,0,0,0,0,3,0,0,0,6,0,8,0,3,3,0,0,0,0,19,0,18,0,3,3,0,0,0,0,24,6,23,0,0,3,0,0,0,3,38,16,12,0,5,11,3,0,0,0,45,13,15,0,3,5,0,0,0,0,28,3,8,0,0,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,79,8,10,27,10,0,8,3,182
