SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
2131207,0,3,3,3,0,13,0,0,6,5,6,0,16,0,0,3,0,0,0,3,0,0,0,0,3,0,7,0,0,0,3,3,3,12,6,0,38,28,44,8,118
2131208,0,0,0,0,0,3,0,0,4,7,12,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,22,17,29,0,80
2131209,0,0,0,0,0,3,3,0,3,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,19,12,31,0,64
2131210,0,0,0,0,0,4,0,0,12,6,5,0,19,0,0,0,0,3,0,3,0,0,0,4,3,0,7,0,0,0,0,3,3,6,7,4,33,26,39,7,116
2131211,0,0,0,0,0,3,0,0,4,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,0,8,3,0,19,21,32,3,83
2131212,0,3,3,0,0,13,0,0,3,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,24,18,50,11,105
2131213,0,0,4,0,0,7,3,0,0,5,9,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,5,11,9,4,22,25,46,10,121
2131214,0,7,5,4,0,15,0,0,10,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,5,5,38,26,51,9,125
2131215,0,3,0,0,0,5,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,15,17,26,5,61
2131216,5,0,0,0,0,4,0,0,8,10,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,7,4,9,22,24,28,4,99
2131217,0,3,0,3,0,8,0,0,4,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,14,30,4,64
2131218,0,0,0,3,0,8,0,0,8,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,9,3,21,10,33,3,82
2131219,0,3,3,0,0,6,0,0,4,4,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,3,0,5,27,21,33,7,89
2131220,3,3,0,0,0,10,0,0,5,7,7,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,5,3,7,24,21,25,9,86
2131221,0,0,0,0,0,4,0,0,3,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,3,5,3,25,14,32,4,86
2131222,0,0,0,0,0,4,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,4,31,18,29,4,84
2131223,0,4,0,0,0,10,0,0,12,5,6,0,29,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,0,9,8,0,41,33,33,9,125
2131224,0,0,4,0,0,7,3,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,3,0,3,0,10,6,5,20,25,24,9,82
2131225,0,0,0,0,0,4,3,0,7,3,7,3,21,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,3,22,27,26,9,103
2131226,0,3,0,0,0,4,0,0,15,4,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,9,4,0,32,27,32,0,104
2131227,0,3,3,0,0,5,0,0,12,3,3,3,26,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,3,4,9,0,17,8,5,43,34,47,8,145
2131228,0,0,0,0,0,4,0,0,7,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,4,5,0,20,18,26,3,82
2131229,0,0,3,3,0,11,3,0,5,11,14,4,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,3,10,17,4,25,36,52,15,151
2131230,0,0,0,3,0,8,0,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,3,3,23,18,17,0,66
2131231,0,0,0,0,0,4,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,4,9,0,26,19,17,9,80
2131232,0,3,0,0,0,7,0,0,4,8,4,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,3,0,4,10,6,0,20,31,21,7,84
2131233,3,7,3,5,0,26,0,0,9,3,11,0,22,0,0,0,0,3,0,3,0,0,0,0,4,3,8,0,0,4,3,6,0,11,23,6,39,33,75,6,188
2131234,0,0,3,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,14,13,18,0,49
2131235,0,3,0,0,0,4,0,3,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,6,5,3,16,13,23,4,72
2131236,3,7,0,0,0,10,0,0,8,4,8,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,8,4,45,14,61,6,138
2131237,3,0,3,0,0,9,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,4,3,11,4,3,25,33,39,10,114
2131238,0,0,0,0,0,10,3,0,4,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,25,3,29,19,31,3,104
2131239,0,3,0,0,0,7,3,0,10,8,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,20,15,24,6,79
2131240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131241,0,0,0,0,0,8,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,4,4,12,13,36,3,73
2131242,5,10,7,0,0,26,5,0,12,8,11,4,31,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,4,0,9,13,4,37,31,60,8,151
2131243,0,3,3,0,0,6,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,21,24,21,7,85
2131244,0,7,0,0,0,4,3,0,7,6,3,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,9,6,4,42,23,36,10,112
2131245,0,3,0,0,0,9,3,0,9,4,8,0,16,0,0,0,0,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,3,12,3,34,24,35,3,103
2131246,0,3,3,0,0,10,0,0,12,8,3,0,20,0,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,3,0,6,14,4,60,33,46,8,159
2131247,3,6,8,0,0,20,0,0,3,3,4,0,18,0,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,0,0,3,0,9,6,10,35,30,53,5,143
2131248,0,7,0,0,0,14,0,0,9,0,3,0,14,0,0,0,0,0,0,0,3,0,0,3,3,0,9,0,0,3,0,0,0,7,5,0,39,15,32,4,98
2131249,0,8,0,0,0,13,0,0,6,0,8,0,17,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,3,28,20,52,12,119
2131250,0,0,3,0,0,3,0,3,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,10,5,3,25,16,32,3,91
2131251,0,4,0,0,0,10,0,3,7,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,4,14,3,34,36,34,6,124
2131252,0,6,3,3,0,13,3,0,12,4,0,0,20,0,0,0,0,0,0,3,0,0,3,0,5,0,6,0,0,3,0,0,0,4,13,5,46,30,38,0,127
2131253,0,3,0,0,0,4,0,0,11,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,17,24,3,69
2131254,3,0,0,4,0,9,0,0,4,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,4,3,12,14,29,5,71
2131255,4,0,0,0,0,6,0,0,4,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,19,15,26,4,81
2131301,3,0,0,0,0,10,0,0,4,7,4,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,21,22,37,3,90
2131302,3,18,0,4,0,20,4,0,4,0,3,0,17,0,0,0,0,0,0,4,0,0,0,0,5,0,13,0,0,0,3,4,0,5,9,3,48,27,43,5,130
2131303,0,9,0,0,0,11,3,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,47,15,36,4,118
2131304,0,3,0,0,0,10,4,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,4,0,18,12,27,6,78
2131305,0,3,4,0,0,11,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,31,23,34,3,90
2131306,0,12,3,3,0,11,4,0,7,5,4,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,0,4,4,0,30,23,45,5,108
2131307,6,7,5,5,0,21,3,0,4,3,4,0,21,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,3,8,11,40,32,43,11,144
2131308,3,7,0,0,0,14,0,0,3,7,6,0,17,0,0,0,0,3,0,5,0,0,0,3,0,0,4,5,0,0,0,4,3,7,9,8,43,28,40,10,135
2131309,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,17
2131310,4,12,4,8,0,32,3,3,5,10,3,0,28,0,0,0,0,0,0,4,0,0,3,3,4,0,15,0,0,0,0,3,3,10,22,22,49,40,66,15,219
2131311,0,16,0,0,0,18,0,0,6,3,3,0,12,0,0,0,0,0,3,3,0,0,3,3,3,0,8,0,0,0,0,0,0,9,14,5,53,33,44,7,157
2131312,3,7,5,0,0,17,6,5,9,4,4,0,26,0,0,0,0,0,0,4,0,0,3,3,5,0,16,0,0,0,3,3,0,5,20,7,65,45,68,7,210
2131313,4,13,0,4,0,23,3,0,7,4,8,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,0,3,3,13,12,6,60,27,61,6,172
2131314,3,10,4,0,0,18,0,0,9,0,0,3,12,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,38,21,38,10,121
2131315,0,4,5,0,0,12,0,0,4,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,4,0,22,20,34,7,91
2131316,0,8,4,0,0,17,0,0,4,3,3,0,15,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,4,41,36,22,3,117
2131317,4,10,0,0,0,18,0,3,5,4,0,3,18,0,0,0,0,4,4,6,0,0,0,3,7,0,9,0,0,0,0,0,0,0,8,11,34,25,32,7,125
2131318,0,14,7,3,0,27,4,7,7,5,0,0,25,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,0,0,0,5,0,4,9,11,64,46,59,11,202
2131319,0,5,3,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,3,5,0,10,9,5,28,24,33,4,103
2131320,10,6,3,3,0,28,0,0,17,9,6,0,26,0,0,0,0,0,0,8,0,0,0,0,11,0,12,0,0,0,0,3,0,3,17,16,33,44,69,6,174
2131321,0,0,0,3,0,9,0,0,5,3,5,0,15,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,4,0,0,5,6,4,22,27,45,3,116
2131322,3,7,0,0,0,15,3,0,0,9,7,0,24,0,0,0,0,3,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,3,13,11,33,32,51,7,136
2131323,5,12,3,3,0,23,0,0,6,3,6,3,24,0,0,0,0,3,0,3,0,0,0,0,10,0,8,0,0,3,0,5,3,12,7,11,52,25,73,13,170
2131324,3,7,3,3,0,17,0,0,3,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,10,4,33,22,27,4,100
2131325,0,7,0,0,0,5,4,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,4,3,3,3,33,12,24,4,83
2131326,3,4,4,3,0,20,0,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,3,5,31,34,31,0,104
2131401,3,5,4,4,0,22,3,0,9,0,3,0,16,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,3,0,0,5,10,7,48,24,43,3,137
2131404,0,4,0,0,0,10,9,5,12,5,6,3,32,0,0,0,0,3,0,3,0,0,0,0,10,0,16,0,0,3,0,7,0,17,26,4,81,41,65,10,227
2131405,0,8,0,0,0,18,9,0,24,3,4,0,45,0,0,0,0,0,0,3,0,0,3,3,6,0,13,3,0,5,3,3,4,24,53,10,149,66,70,11,360
2131406,0,3,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,13,12,21,0,53
2131407,0,0,0,0,0,3,0,0,9,5,4,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,5,6,8,44,13,38,3,107
2131408,0,11,0,0,0,15,3,3,9,7,3,0,20,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,7,0,0,0,10,23,6,109,47,58,9,250
2131409,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,3,0,11,12,25,4,57
2131410,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,21,4,42,9,79
2131411,0,7,0,0,0,8,0,0,7,0,3,0,17,0,0,3,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,3,0,3,3,3,46,24,42,5,120
2131412,0,6,0,0,0,6,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,20,9,19,0,51
2131413,0,3,0,0,0,7,0,3,3,4,3,0,14,0,0,0,0,0,0,6,3,0,3,0,0,0,7,0,0,0,0,0,3,3,9,3,35,16,38,4,107
2131414,0,4,3,0,0,13,0,0,9,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,9,4,22,17,19,3,73
2131415,4,0,0,0,0,5,0,3,6,9,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,9,10,7,25,31,34,8,104
2131416,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,10,0,40
2131417,0,0,0,0,0,6,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,28,17,20,0,71
2131418,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,0,26,23,18,6,72
2131419,0,0,0,3,0,5,0,0,12,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,3,0,6,12,0,45,24,39,12,135
2131420,0,0,0,0,0,3,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,17,21,31,4,73
2131421,0,0,0,0,0,4,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,12,22,5,55
2131422,0,0,3,0,0,5,0,0,3,8,10,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,4,4,7,0,27,24,46,6,109
2131423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131425,0,0,0,0,0,8,0,0,5,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,3,0,3,0,7,9,3,27,17,29,6,86
2131426,3,4,0,0,0,11,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,9,39,13,41,3,112
2131427,0,0,0,0,0,4,3,0,9,6,9,0,30,0,0,0,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,4,3,8,9,3,35,29,39,11,119
2131428,0,0,3,0,0,12,0,0,5,3,7,0,16,0,0,0,0,3,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,3,13,3,36,28,51,8,132
2131429,0,0,0,0,0,7,0,0,0,4,3,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,7,0,7,6,0,16,20,26,12,82
2131430,0,0,0,0,0,3,0,0,3,0,5,3,10,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,5,12,0,13,11,18,8,58
2131431,0,3,0,0,0,4,0,0,3,3,5,0,12,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,3,0,0,0,3,4,3,20,12,21,3,69
2131432,0,0,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,7,0,21,16,28,6,70
2131433,0,7,0,0,3,10,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,3,4,0,0,6,12,0,25,27,43,9,114
2131434,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,5,0,11,0,0,0,0,3,0,3,11,0,19,9,21,3,65
2131435,0,6,0,3,0,6,0,0,7,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,5,30,16,34,3,94
2131436,0,3,4,0,0,8,0,0,5,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,7,3,25,20,30,4,99
2131437,0,4,0,0,0,3,3,3,3,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,11,10,3,20,17,42,5,107
2131438,0,7,3,5,0,14,3,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,3,6,0,32,19,31,8,94
2131439,0,0,3,4,0,3,0,0,4,4,4,0,13,0,0,0,3,3,0,3,0,0,0,3,4,0,4,0,0,0,0,4,0,6,6,0,29,22,31,0,97
2131440,0,3,3,0,0,10,0,0,7,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,7,4,24,21,38,11,112
2131441,0,6,0,0,0,9,0,0,4,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,6,0,21,13,27,6,69
2131442,0,0,0,0,0,5,0,0,3,4,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,3,0,12,15,3,37,13,36,8,109
2131443,0,10,0,0,0,9,3,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,4,0,7,4,3,44,20,32,8,111
2131444,0,0,0,0,0,3,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,10,11,0,36,15,37,3,105
2131445,0,3,0,0,0,4,4,0,13,4,7,0,26,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,5,0,10,12,0,33,11,42,3,103
2131446,0,0,3,4,0,5,0,0,8,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,3,0,3,3,12,4,5,36,20,47,7,115
2131447,7,3,0,0,0,19,0,7,11,8,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,4,10,34,12,76,45,33,11,210
2131448,4,9,4,0,0,16,0,0,12,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,3,0,0,5,12,6,51,40,47,3,162
2131449,0,6,4,0,0,14,11,0,18,4,5,0,32,0,0,0,0,0,0,3,0,0,3,3,7,0,12,3,0,4,0,3,0,18,35,7,107,34,53,12,243
2131450,0,3,0,0,0,5,0,0,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,11,5,45,17,24,6,102
2131451,0,5,0,0,0,14,8,0,17,8,4,0,39,0,0,3,0,0,0,3,0,0,0,0,4,0,7,5,0,0,0,0,0,6,41,8,76,47,52,9,238
2131452,0,3,0,0,0,10,7,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,4,0,0,0,3,23,7,47,15,10,4,106
2131453,0,5,3,0,0,12,3,7,26,11,4,0,49,0,0,3,0,3,0,5,0,0,0,5,4,0,10,0,0,3,3,0,0,13,41,14,108,55,43,9,273
2131454,0,8,5,0,0,23,5,0,17,10,3,4,40,0,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,3,3,4,0,11,59,5,96,46,42,10,261
2131455,0,0,0,0,0,3,3,0,4,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,7,9,4,36,16,16,0,79
2131456,7,10,0,0,0,24,9,0,9,6,3,4,29,0,0,0,0,0,0,0,0,0,6,7,4,0,11,0,0,3,5,8,0,15,35,10,97,58,52,8,262
2131457,9,7,0,0,0,14,3,0,14,5,4,0,28,0,0,3,0,0,0,3,0,0,0,0,9,0,12,0,0,3,3,0,0,7,32,10,88,34,52,3,220
2131458,0,4,0,0,0,15,5,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,8,0,3,0,15,28,6,71,37,35,5,173
2131459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2131460,6,9,3,0,0,29,9,0,20,9,6,3,48,0,0,0,0,0,0,3,3,0,0,0,4,0,13,0,0,4,5,0,3,8,42,8,145,59,44,13,311
2131461,0,4,0,0,0,10,3,7,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,3,9,12,36,23,14,4,87
2131601,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,15,12,20,0,58
2131602,0,4,0,0,0,6,0,0,4,7,8,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,9,0,20,9,22,5,70
2131603,0,12,0,0,0,20,0,3,7,3,6,0,21,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,0,7,21,3,54,26,45,5,157
2131604,0,4,0,0,0,11,0,0,7,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,7,5,0,25,24,34,3,95
2131605,0,0,0,0,0,5,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,4,24,14,28,3,89
2131606,0,0,0,0,0,3,0,0,4,0,5,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,0,22,16,22,7,72
2131607,0,5,3,3,0,11,3,3,9,8,10,3,31,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,3,9,4,35,31,52,6,144
2131608,0,7,0,4,0,20,0,0,6,5,8,0,22,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,6,0,9,13,5,40,26,54,9,145
2131609,0,6,0,0,0,11,0,0,4,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,26,35,37,3,107
2131610,0,7,6,3,0,26,0,3,6,8,6,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,0,3,0,10,19,6,56,36,51,4,178
2131611,0,4,0,0,0,7,0,0,4,0,4,3,17,0,0,0,0,0,0,3,0,0,0,4,4,0,9,0,0,4,0,3,0,6,3,3,35,19,56,9,122
2131612,0,6,0,3,0,15,0,0,0,7,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,13,3,30,32,35,3,114
2131613,3,3,0,0,0,11,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,3,4,4,15,12,5,34,21,47,9,130
2131614,3,6,0,4,0,12,0,0,5,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,9,7,4,42,15,40,7,112
2131615,3,4,0,0,0,14,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,4,10,8,3,26,9,18,0,66
2131616,0,0,0,0,0,9,0,5,7,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,4,3,6,22,10,30,7,82
2131617,0,5,3,5,0,14,0,0,7,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6,15,3,44,19,37,3,120
2131618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131701,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,3,0,18,14,14,3,48
2131702,0,0,0,0,0,0,0,0,8,4,8,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,7,5,0,32,12,16,5,70
2131703,0,3,0,0,0,9,0,0,3,3,5,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,10,3,0,11,13,4,41,29,22,7,114
2131704,0,0,0,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,29,11,18,3,72
