SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2143104,0,4,4,7,4,11,0,0,0,29,0,0,4,5,3,4,0,0,0,20,0,3,3,3,0,0,0,0,0,12,0,0,3,5,0,0,0,0,0,6,0,0,7,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,4,0,5,0,35,26,49,87,69,47,77,69,29,4,458
2143105,0,0,5,5,3,4,3,0,0,23,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,23,19,22,29,43,21,37,22,6,4,194
2143106,0,0,3,0,0,0,0,0,0,11,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,16,11,20,36,30,39,32,14,3,0,190
2143107,0,0,0,0,0,0,3,5,3,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,54,63,145,0,0,0,3,0,7,72,224,166,467
2143108,0,0,12,7,12,3,3,0,0,40,0,0,3,6,11,6,0,0,0,26,0,0,3,7,3,3,0,0,0,17,0,0,3,0,5,0,0,0,0,12,0,0,0,3,7,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,7,6,10,4,6,9,3,0,0,46,46,56,71,75,99,84,40,10,5,481
2143109,0,3,8,7,3,3,3,0,0,31,0,0,7,3,3,0,0,0,0,11,0,0,10,3,4,3,0,0,0,15,0,0,0,8,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,5,0,3,0,3,0,0,17,22,36,85,57,58,73,38,21,3,387
2143110,0,10,13,6,12,3,0,0,0,40,0,0,4,10,4,3,0,0,0,27,0,0,4,0,0,4,0,0,0,14,0,0,7,0,9,7,0,0,0,19,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,3,0,23,44,37,65,60,87,70,18,15,0,398
2143111,0,0,11,3,6,8,0,0,0,21,0,0,0,4,5,5,0,0,0,19,0,0,3,0,3,7,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,5,3,0,0,29,19,27,51,44,42,70,19,11,0,283
2143112,0,3,9,7,8,3,0,0,0,24,0,0,7,5,0,0,0,0,0,15,0,0,0,8,5,0,0,0,0,12,0,0,0,3,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,16,21,21,58,61,60,25,3,4,0,256
2143113,0,3,5,7,4,6,0,0,0,27,0,0,5,3,7,5,0,0,0,16,0,0,3,4,3,6,0,0,0,16,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,14,24,14,66,44,67,67,24,8,0,314
2143114,0,3,18,23,8,6,0,0,0,61,0,0,12,10,12,3,0,0,0,36,0,3,7,8,3,0,0,0,0,23,0,0,0,5,3,3,0,0,0,14,0,0,3,8,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,8,0,13,9,3,5,3,3,0,42,55,58,153,141,97,59,22,7,3,606
2143115,0,3,13,12,16,8,0,0,0,53,0,4,11,0,6,5,0,0,0,29,0,0,3,8,6,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,0,3,4,0,0,0,0,18,34,49,88,69,75,57,15,16,3,407
2143116,0,0,12,11,0,7,0,0,0,26,0,0,9,3,3,0,0,0,0,14,0,0,4,0,5,5,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,13,16,27,54,43,40,66,19,7,5,279
2143117,0,3,11,5,3,3,0,0,0,22,0,0,0,6,4,4,0,0,0,20,0,0,0,3,3,6,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,30,60,35,47,61,23,11,0,278
2143118,0,0,8,10,8,6,0,0,0,33,0,0,3,10,10,5,3,0,0,33,0,0,0,9,4,3,0,0,0,17,0,0,0,0,7,3,0,0,0,10,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,0,8,0,0,26,45,39,55,58,77,52,34,8,3,378
2143119,0,0,8,0,7,3,0,0,0,19,0,0,3,6,3,6,0,0,0,18,0,0,3,3,4,3,0,0,0,7,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,4,4,3,4,3,0,0,0,0,19,29,42,45,38,51,55,26,4,0,290
2143120,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,0,0,5,9,13,32,16,22,35,17,7,0,148
2143121,0,0,20,10,15,10,0,0,0,52,0,0,3,3,3,8,0,0,0,17,0,0,9,7,7,0,0,0,0,14,0,0,5,3,4,0,0,0,0,19,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,0,3,0,0,27,44,53,84,80,93,59,32,9,0,453
2143122,0,0,12,8,6,8,0,0,0,33,0,0,0,3,7,3,0,0,0,16,0,0,3,3,4,3,0,0,0,10,0,0,0,8,3,0,0,0,0,10,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,14,25,29,54,78,71,36,15,8,0,325
2143123,0,3,6,16,4,3,0,0,0,35,0,0,12,3,0,0,0,0,0,16,0,0,3,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,0,0,0,0,19,17,31,70,64,59,16,6,3,0,269
2143124,0,0,0,11,6,12,4,0,0,38,0,0,8,3,3,0,0,0,0,15,0,0,3,3,7,3,0,3,0,22,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,3,4,9,11,10,0,3,4,51,44,44,46,57,71,96,42,50,30,481
2143125,0,3,0,7,17,6,0,0,0,27,0,0,3,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,8,10,10,5,0,0,0,46,29,28,43,55,83,27,16,9,3,297
2143126,0,3,10,7,5,0,0,0,0,24,0,0,0,7,0,0,0,0,0,13,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,0,12,22,29,69,62,35,9,7,3,0,243
2143127,0,0,14,12,9,3,0,0,0,36,0,0,7,12,10,3,3,0,0,34,0,0,5,4,3,0,0,0,0,15,0,0,3,4,0,4,0,0,0,10,0,0,0,7,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,7,0,0,30,45,45,67,84,72,56,35,5,0,411
2143128,0,0,4,9,7,3,0,0,0,21,0,0,5,3,6,3,0,0,0,16,0,0,0,3,4,0,0,0,0,9,0,0,0,4,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,15,17,18,25,48,40,19,22,4,0,196
2143129,0,0,12,12,4,0,0,0,0,29,0,0,9,9,4,3,0,0,0,25,0,0,3,8,3,0,0,0,0,12,0,0,0,0,7,0,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,18,18,64,67,47,17,12,3,0,256
2143130,0,0,3,0,0,5,0,0,0,8,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,5,13,30,16,21,35,27,4,0,153
2143131,0,3,3,5,4,8,0,0,0,30,0,0,6,0,3,0,0,0,0,12,0,0,4,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,3,3,5,3,7,0,0,30,20,10,36,40,45,36,30,9,3,234
2143132,0,4,6,4,3,3,0,0,0,18,0,0,6,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,13,15,19,48,25,27,38,10,6,0,180
2143133,0,0,19,4,0,0,0,0,0,29,0,0,11,3,3,0,0,0,0,17,0,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,16,6,3,3,5,0,0,34,18,27,125,64,29,16,15,0,0,299
2143201,0,3,13,5,11,3,0,0,0,34,0,0,5,3,7,0,0,0,0,18,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,6,4,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,12,13,39,68,61,47,31,15,5,0,284
2143202,0,0,0,8,3,8,0,0,0,16,0,0,4,0,3,3,0,0,0,12,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,19,31,35,24,22,13,5,0,163
2143203,0,0,4,3,3,3,0,3,0,19,0,0,4,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,7,5,7,7,0,0,30,8,7,51,29,29,44,21,8,3,212
2143204,0,3,6,0,9,3,0,0,0,22,0,0,3,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,0,4,0,0,30,14,24,41,32,33,24,18,8,0,191
2143205,0,0,4,3,5,3,0,0,0,17,0,0,3,3,3,4,0,0,0,8,0,0,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14,14,14,28,36,35,24,17,3,0,179
2143206,0,0,7,4,3,10,0,0,0,20,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,0,6,3,13,0,0,30,12,26,70,39,44,34,32,15,4,277
2143207,0,0,10,8,3,4,3,0,0,23,0,0,3,3,0,0,0,0,0,12,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,16,23,63,37,39,64,47,14,0,309
2143208,0,3,6,10,12,6,3,0,0,35,0,0,8,3,4,0,0,0,0,16,0,0,3,3,0,4,0,0,0,13,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,6,6,3,4,6,0,0,40,25,46,91,73,53,69,77,9,5,450
2143209,0,7,13,11,16,3,0,0,0,38,0,0,6,3,3,3,0,0,0,14,0,0,0,3,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,3,6,9,3,3,3,3,0,0,24,31,57,83,52,88,66,37,12,0,421
2143210,0,0,8,6,6,3,0,0,0,22,0,0,0,4,4,0,0,0,0,10,0,0,0,3,6,3,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,27,35,21,75,55,49,60,41,17,3,364
2143211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
2143212,0,0,10,3,3,3,0,0,0,24,0,0,5,5,3,5,0,0,0,20,0,0,0,3,4,4,0,0,0,9,0,0,0,0,5,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,10,10,7,16,3,4,3,51,36,42,89,54,59,78,41,16,7,424
2143213,0,3,8,6,3,3,0,0,0,20,0,0,3,5,6,0,0,0,0,17,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,8,4,3,6,4,49,20,37,74,66,47,46,37,34,17,379
2143214,0,0,19,11,8,7,7,0,0,54,0,0,5,8,4,10,3,0,0,31,0,0,3,6,0,6,0,0,0,18,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,23,23,30,94,66,54,76,79,17,3,444
2143215,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
2143216,0,3,6,13,4,6,0,0,0,31,0,0,3,0,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,9,7,3,3,8,9,50,33,31,88,72,54,47,37,24,45,427
2143217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,20,0,0,15,10,0,3,0,3,0,33
2143218,0,4,3,3,0,3,0,0,0,14,0,0,3,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,11,18,37,44,31,13,3,3,0,162
2143219,0,3,18,3,11,6,0,0,0,49,0,5,3,4,3,4,0,0,0,19,0,0,0,0,3,3,3,0,0,17,0,0,0,0,8,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,3,8,0,0,18,28,40,52,43,87,59,37,24,6,380
2143220,0,0,10,11,4,3,0,0,0,31,0,0,5,6,0,3,0,0,0,17,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,13,3,3,0,36,8,27,96,90,39,53,37,9,9,369
2143221,0,0,4,5,3,0,0,0,0,14,0,0,4,3,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,4,7,5,0,0,0,36,17,22,57,27,38,39,10,4,0,210
2143222,0,0,12,5,7,0,0,0,0,22,0,0,4,3,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,13,26,25,83,56,37,40,33,8,0,308
2143223,0,0,4,7,0,5,5,0,0,26,0,0,3,3,0,3,0,0,0,13,0,0,3,3,0,3,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,0,14,15,21,40,41,37,45,70,8,3,272
2143224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143225,0,0,7,3,13,7,0,0,0,31,0,5,7,0,5,0,0,0,0,12,0,0,0,3,4,0,0,0,0,8,0,0,4,3,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,0,0,15,26,22,58,54,58,37,23,6,0,292
2143226,0,5,8,3,4,0,0,0,0,21,0,0,4,3,5,0,0,0,0,7,0,0,5,5,7,3,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,6,0,16,16,32,51,38,61,33,29,17,3,277
2143301,0,0,13,17,10,8,0,0,0,49,0,0,6,14,4,0,0,0,0,25,0,0,8,6,5,0,0,0,0,19,0,0,3,3,3,0,0,0,0,11,0,0,5,4,3,3,0,0,0,19,0,0,3,3,0,0,0,0,0,7,0,0,3,9,0,4,3,0,0,23,35,34,94,115,64,50,15,7,0,418
2143302,0,0,8,7,7,3,0,0,0,20,0,4,4,0,0,0,0,0,0,11,0,0,5,5,3,0,0,0,0,13,0,0,6,3,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,3,3,4,0,0,0,0,11,19,31,83,46,46,25,12,4,0,262
2143303,0,0,6,9,4,4,0,0,0,26,0,3,4,3,0,0,0,0,0,13,0,0,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,10,18,11,7,8,11,9,3,70,35,46,113,90,67,54,57,18,9,488
2143304,0,3,19,7,6,3,0,0,0,40,0,0,18,3,7,4,0,0,0,30,0,0,3,3,8,0,0,0,0,11,0,0,3,3,3,0,0,0,0,7,0,0,5,7,4,0,0,0,0,11,0,0,0,0,4,0,0,0,0,7,0,4,15,0,0,3,0,0,0,25,21,34,123,82,48,40,13,9,0,365
2143305,0,0,19,21,7,0,0,0,0,54,0,3,15,18,3,3,0,0,0,43,0,0,16,7,5,0,0,0,0,25,0,0,8,10,0,3,0,0,0,17,0,0,4,6,5,0,0,0,0,20,0,0,3,0,3,0,0,0,0,5,3,0,3,3,0,3,4,0,0,28,39,32,163,124,58,41,17,8,0,486
2143306,0,4,11,7,7,0,0,0,0,27,0,0,3,9,0,0,0,0,0,17,0,0,3,8,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,7,0,0,0,7,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,3,0,4,3,0,0,0,0,0,14,20,30,64,73,56,28,14,4,0,298
2143307,0,0,26,18,7,4,0,0,0,54,0,0,15,19,8,8,0,0,0,45,0,0,6,17,3,3,0,0,0,27,0,0,4,8,0,0,0,0,0,20,0,0,4,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,0,0,0,0,33,22,22,201,169,45,34,17,6,4,529
2143308,0,3,7,17,4,0,0,0,0,32,0,0,4,19,7,3,0,0,0,29,0,3,5,11,7,0,0,0,0,28,0,0,0,9,0,3,0,0,0,9,0,0,3,11,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,10,6,3,0,0,0,0,17,25,30,98,121,60,22,8,3,0,372
2143309,0,0,9,3,8,0,0,0,0,19,0,0,9,7,3,0,0,0,0,19,0,0,0,7,8,0,0,0,0,10,0,0,3,3,0,0,0,0,0,13,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,9,4,7,0,0,0,19,32,23,71,62,56,41,13,10,0,306
2143310,0,0,9,6,5,3,0,0,0,19,0,0,4,9,3,3,0,0,0,23,0,3,6,3,4,0,0,0,0,19,0,0,3,6,3,0,0,0,0,12,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,18,17,24,72,72,51,33,5,3,0,272
2143311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2143312,0,0,8,6,5,0,0,0,0,18,0,0,4,9,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,3,0,0,24,32,27,76,81,38,11,14,0,0,277
2143313,0,0,3,15,4,5,0,0,0,26,0,0,0,3,3,3,0,0,0,18,0,0,4,9,3,3,0,0,0,16,0,0,3,7,4,0,0,0,0,8,0,0,4,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,8,16,11,45,74,40,22,7,3,0,209
2143314,0,0,15,13,5,0,0,0,0,25,0,0,9,10,9,3,0,0,0,24,0,0,0,5,0,3,0,0,0,16,0,0,0,6,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,4,4,3,0,6,3,0,0,0,20,20,32,70,75,49,20,12,9,0,294
2143315,0,0,33,27,9,9,0,0,0,76,0,0,14,22,13,0,0,0,0,50,0,0,12,5,9,0,0,0,0,28,0,0,12,9,3,3,0,0,0,27,0,3,3,7,5,0,0,0,0,14,0,0,4,0,0,0,0,0,0,3,3,4,8,4,3,0,3,0,0,28,70,72,207,178,121,47,25,13,3,741
2143316,0,0,9,12,0,0,0,0,0,23,0,0,7,9,8,0,0,0,0,24,0,0,7,4,3,0,0,0,0,13,0,0,3,3,0,0,0,0,0,11,0,0,5,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,0,12,23,34,110,81,45,29,13,0,0,343
2143317,0,0,10,6,5,3,0,0,0,23,0,0,4,6,4,0,0,0,0,17,0,0,9,0,0,4,0,0,0,10,0,0,4,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,6,5,3,0,0,0,0,10,3,15,69,54,29,15,3,0,0,190
2143318,0,4,3,7,4,0,0,0,0,21,0,0,0,10,0,0,0,0,0,15,0,0,0,9,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,10,3,38,58,17,9,12,3,0,155
2143319,0,5,40,20,5,0,0,0,0,80,0,0,23,20,4,7,0,0,0,50,0,3,20,10,3,3,0,0,0,39,0,0,8,9,4,0,0,0,0,21,0,0,12,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,12,51,18,14,3,0,0,0,104,43,74,377,195,69,44,9,4,0,819
2143320,0,0,10,11,5,0,0,0,0,31,0,0,7,3,0,0,0,0,0,13,0,0,3,7,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,6,6,23,41,68,25,17,8,3,0,198
2143321,0,0,22,15,4,3,0,0,0,48,0,0,18,15,8,0,0,0,0,50,0,0,15,19,3,0,0,0,0,30,0,0,7,4,3,0,0,0,0,16,0,0,0,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,7,4,4,16,6,3,0,0,0,38,38,20,161,157,57,30,11,5,0,479
