SA1_7DIGITCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2109327,0,0,0,0,3,0,0,5,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,13,12,12,5,7,0,0,46,0,0,0,0,0,0,0,0,18,17,15,6,12,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,14,14,17,13,5,13,0,0,69
2109328,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,16,3,0,9,0,0,43,0,0,0,0,0,0,0,0,11,18,4,0,9,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,12,16,18,7,3,11,0,0,60
2109329,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,3,4,6,3,0,24,0,0,0,0,0,0,0,0,10,5,3,3,9,3,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,10,10,16,5,7,10,3,0,45
2109330,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,3,0,0,0,0,0,3,20,17,12,9,11,0,0,69,0,0,0,0,0,0,0,0,25,27,13,9,9,0,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,14,30,29,15,7,16,4,0,102
2109331,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,13,10,5,11,0,0,49,0,0,0,0,0,0,0,0,15,15,13,10,9,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,11,3,3,4,0,0,0,18,19,21,12,14,10,0,0,76
2109332,4,3,0,0,0,0,0,8,0,8,4,0,0,0,0,13,0,0,0,0,0,0,0,4,22,21,17,5,8,0,0,74,0,0,0,0,0,0,0,4,30,31,20,13,14,0,0,103,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,8,3,0,23,0,0,0,0,0,0,0,0,13,3,3,7,8,3,0,37,39,38,27,13,20,4,0,140
2109333,3,0,0,0,0,0,0,7,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,13,9,4,7,3,0,48,0,0,0,0,0,0,0,0,26,21,5,9,13,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,8,5,0,0,27,0,0,0,0,0,0,0,5,4,12,3,11,3,0,0,32,25,29,12,12,18,4,0,105
2109334,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,6,11,3,4,6,0,0,37,0,0,0,0,0,0,0,0,9,12,3,7,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,12,4,7,12,3,0,50
2109335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,11,12,3,3,8,0,0,38,0,0,0,0,0,0,0,0,13,14,5,9,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,14,16,21,10,9,5,0,0,62
2109336,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,3,14,15,17,0,4,0,0,51,0,0,0,0,0,0,0,0,15,24,19,3,5,0,0,61,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,4,3,6,3,4,0,0,13,21,30,23,3,8,0,0,83
2109337,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,13,8,11,7,0,0,38,0,0,0,0,0,0,0,0,6,13,9,11,6,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,9,11,6,3,0,51
2109338,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,7,14,8,3,9,0,0,50,0,0,0,0,0,0,0,0,16,18,11,8,9,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,12,16,22,16,12,13,3,0,75
2109340,0,3,4,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,5,6,0,0,43,0,0,0,0,0,0,0,0,12,16,9,6,7,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,3,0,23,0,0,0,0,0,0,0,0,8,5,3,3,4,3,0,30,19,17,15,12,12,4,0,86
2109341,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,3,4,4,0,0,46,0,0,0,0,0,0,0,0,21,19,3,6,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,7,9,3,0,41,0,0,0,0,0,0,0,0,5,16,9,7,8,3,0,40,27,28,13,10,13,3,0,92
2109342,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,0,4,0,0,0,0,9,10,19,9,3,5,4,3,49,0,0,0,0,0,0,0,0,15,22,15,0,6,4,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,5,3,3,0,0,33,0,3,0,0,0,0,0,3,3,17,10,3,5,0,0,36,21,37,19,3,13,4,3,102
2109343,8,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,21,12,12,20,6,0,94,0,0,0,0,0,0,0,0,34,20,12,12,22,6,0,111,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,17,6,6,7,0,0,49,0,0,0,0,0,0,0,0,21,15,7,6,7,0,0,53,53,39,27,14,24,6,0,165
2109344,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,27,21,19,13,4,0,98,0,0,0,0,0,0,0,0,18,28,23,19,18,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,14,19,27,25,18,22,4,0,118
2109345,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,13,0,5,4,0,3,3,0,11,0,0,0,0,0,0,0,0,9,9,7,3,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,13,7,4,4,3,0,32
2109346,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,9,3,3,4,0,0,34,0,0,0,0,0,0,0,0,16,10,3,3,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,0,0,0,17,0,0,0,0,0,0,0,0,3,8,3,4,0,0,0,19,14,12,6,6,12,3,0,56
2109347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,6,3,0,4,0,36,0,0,0,0,0,0,0,0,9,16,6,3,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,19,6,7,4,3,0,40
2109348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,5,0,4,4,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,4,10,3,3,3,0,0,25
2109349,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,4,6,15,3,0,3,0,0,25,0,0,0,0,0,0,0,0,4,16,5,6,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,6,20,5,6,3,0,0,46
2109351,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,16
2109352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,7,6,0,3,3,0,0,15,0,0,0,0,0,0,0,0,8,11,0,5,3,0,0,23,10,8,3,3,0,0,0,32
2109353,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,17,25,14,6,9,0,0,67,0,0,0,0,0,0,0,0,19,30,14,9,9,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,9,19,33,14,11,6,0,0,84
2109354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,5,3,0,0,0,19
2109355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,9,8,11,0,0,33,0,0,0,0,0,0,0,4,12,6,8,8,11,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,3,0,0,17,0,0,0,0,0,0,0,0,3,8,0,3,7,0,0,23,15,11,6,11,13,4,0,64
2109356,0,0,3,0,0,0,0,5,5,0,0,0,3,0,0,9,3,6,0,0,0,0,0,7,37,45,25,7,13,3,0,125,0,0,0,0,0,0,0,0,50,48,29,7,18,6,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,3,3,0,0,0,24,0,0,0,0,0,0,0,3,9,11,10,4,4,0,0,32,53,57,33,12,18,3,0,185
2109357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,3,0,0,28,3,0,0,0,0,0,0,3,10,4,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,3,4,9,4,3,3,0,0,22,0,0,0,0,0,0,0,0,9,10,3,5,3,4,0,30,16,19,10,5,3,4,0,63
2109358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,14,22,10,11,10,5,0,70,0,0,0,0,0,0,0,0,20,20,12,11,16,5,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,19,0,0,0,0,0,0,0,0,3,4,4,8,3,0,0,24,22,30,19,17,15,8,0,106
2109401,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,10,4,3,3,4,0,0,28,0,0,0,0,0,0,0,0,10,9,3,3,7,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,4,3,0,0,5,0,0,20,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,22,17,15,7,3,8,3,0,59
2109402,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,9,6,3,3,0,0,48,0,0,0,0,0,0,0,0,30,14,6,3,3,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,4,5,4,3,0,25,0,0,0,0,0,0,0,3,9,8,3,5,4,3,0,33,35,20,12,7,4,5,0,85
2109403,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,12,4,3,0,0,0,31,0,0,0,0,0,0,0,3,17,16,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,3,5,0,0,34,0,0,0,0,0,0,0,0,8,8,5,3,5,0,0,34,25,25,5,8,10,0,0,72
2109404,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,14,3,0,9,0,0,39,0,0,0,0,0,0,0,0,10,20,3,3,12,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,20,3,3,12,0,0,50
2109405,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,25,22,10,6,7,0,0,75,0,0,0,0,0,0,0,0,27,24,12,6,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,12,34,24,15,9,9,0,0,90
2109406,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,4,12,11,0,0,4,0,0,28,0,0,0,0,0,0,0,0,7,20,4,0,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,16,17,3,4,8,0,0,47
2109407,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,13,18,14,11,16,3,3,79,0,0,0,0,0,0,0,3,14,23,16,9,24,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,4,5,4,3,0,0,18,17,25,23,18,25,3,4,111
2109408,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,3,3,0,0,0,5,24,18,5,3,6,0,0,55,0,0,0,0,0,0,0,0,24,16,7,7,11,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,24,16,8,10,14,0,0,78
2109409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,7,7,3,7,0,0,38,0,0,0,0,0,0,0,0,8,7,7,3,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,8,13,10,3,7,3,0,44
2109410,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,14,29,19,3,15,3,4,90,0,0,0,0,0,0,0,0,19,33,19,3,13,5,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,6,0,5,3,0,41,0,0,3,0,0,0,0,3,10,18,8,0,5,3,0,48,32,55,25,6,22,11,4,150
2109411,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,9,3,8,10,0,0,41,0,0,3,0,0,0,0,6,18,14,8,8,9,0,0,56,0,0,0,0,3,3,0,6,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,23,24,10,5,3,0,0,60,0,0,0,0,0,0,0,0,23,26,10,5,10,3,0,74,44,35,18,8,14,4,0,131
2109412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109413,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,5,36,46,25,15,26,7,0,155,0,0,0,0,0,0,0,0,32,50,25,17,29,12,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,47,28,22,30,12,0,177
2109414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,20,31,11,5,16,0,0,87,0,0,0,0,0,0,0,0,20,37,11,4,13,4,0,97,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,17,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,21,27,40,13,12,23,0,0,120
2109415,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,4,10,24,4,0,5,0,0,46,0,0,0,0,0,0,0,0,9,26,13,4,13,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,26,9,6,11,0,0,70
2109416,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,13,18,8,10,5,3,0,53,0,0,0,0,0,0,0,0,13,19,9,11,5,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,11,13,21,15,9,8,3,0,70
2109417,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,11,8,16,7,11,5,3,4,59,0,0,0,0,0,0,0,3,15,22,7,11,12,7,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,13,26,9,10,11,7,5,85
2109418,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,4,12,10,5,0,8,3,0,41,0,0,0,0,0,0,0,0,20,12,5,3,11,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,17,0,0,0,0,0,0,0,4,7,9,4,3,6,0,0,27,18,20,13,5,14,7,0,78
2109419,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,17,5,3,8,5,0,51,0,0,0,0,0,0,0,0,9,22,8,9,8,5,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,17,9,9,15,5,3,63
2109420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,3,12,21,7,3,12,3,0,50,0,0,0,0,0,0,0,0,10,20,13,7,12,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,17,19,20,13,3,16,8,3,78
2109421,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,5,8,7,5,7,3,3,0,31,0,0,0,0,0,0,0,0,10,13,8,7,6,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,21,13,14,11,3,7,10,0,62
2109422,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,3,7,3,4,3,4,0,0,23,0,0,0,0,0,0,0,0,7,6,7,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,8,3,0,27,0,0,0,0,0,0,0,0,5,12,0,0,13,3,0,27,9,16,9,8,18,3,3,62
2109423,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,8,6,6,5,12,3,3,35,0,0,0,0,0,0,0,0,11,17,8,5,11,3,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,0,0,23,0,0,0,0,0,0,0,0,7,3,4,5,3,0,0,24,13,19,10,7,12,9,3,78
2109424,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,3,3,10,7,0,43,0,0,0,0,0,0,0,0,15,9,5,4,10,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,4,4,10,7,0,48
2109425,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,8,5,0,6,0,0,24,0,5,0,0,0,0,0,5,17,17,5,3,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,5,9,7,6,0,0,30,0,0,0,0,0,0,0,0,10,10,9,9,8,0,0,34,25,21,10,8,7,0,0,74
2109426,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,7,3,3,0,0,42,0,0,0,0,0,0,0,0,16,17,7,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,0,15,0,0,0,0,0,0,0,0,3,8,0,3,3,0,0,15,23,20,7,6,6,0,0,57
2109427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,20,3,0,3,0,0,37,0,0,0,0,0,0,0,0,9,22,11,3,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,9,18,18,8,3,3,3,0,55
2109428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,4,12,12,8,4,6,3,0,44,0,0,0,0,0,0,0,0,15,16,8,3,9,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,15,18,7,4,9,4,0,65
