CED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED229,48171,25260,30326,30740,27095,20477,13249,5494,2020,202842,31,24,23,8,15,15,9,12,5,140,22,52,42,35,25,46,38,9,3,277,556,777,781,485,409,406,331,185,105,4033,10,69,79,24,28,38,20,3,0,275,3,11,16,8,14,10,19,3,0,93,9,9,6,13,22,24,8,3,3,98,3,4,5,0,9,16,9,5,0,51,4,12,10,0,5,0,3,0,0,33,3,3,3,4,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,605,940,952,579,520,540,425,212,117,4880,632,967,966,591,532,549,441,217,119,5017,48809,26224,31291,31332,27629,21030,13691,5715,2142,207860
CED230,32891,17962,19407,19044,20527,19699,16275,8610,3604,158018,19,43,28,17,22,21,32,25,13,213,10,12,18,7,21,15,30,8,0,131,593,905,843,440,529,540,477,234,152,4711,21,17,24,23,33,33,23,6,3,176,10,3,8,14,9,7,11,8,0,60,17,3,11,9,9,12,8,0,0,78,0,3,3,3,11,9,3,0,0,32,0,7,4,4,0,7,0,0,0,15,0,0,3,0,0,7,7,0,0,16,0,0,0,0,0,0,0,0,0,0,653,949,917,502,609,625,553,258,159,5226,672,992,945,517,629,651,586,282,164,5437,33565,18951,20352,19560,21153,20352,16859,8893,3771,163455
CED231,18800,45466,61362,26804,17805,13728,8909,4516,2106,199501,29,84,71,22,17,14,9,8,4,248,105,405,964,1125,1309,983,397,81,13,5390,866,2262,2852,1695,1458,1370,1008,543,217,12270,104,253,464,456,685,513,235,45,4,2757,63,173,227,276,353,302,143,35,7,1577,49,174,268,303,363,307,177,36,4,1680,53,187,83,147,182,253,139,30,3,1066,27,35,30,29,23,29,11,0,0,174,9,45,98,88,103,73,35,0,0,460,0,6,0,0,0,0,0,0,0,11,1271,3545,4989,4114,4480,3824,2136,771,253,25387,1297,3627,5058,4138,4497,3832,2146,776,259,25634,20099,49088,66422,30944,22298,17564,11054,5298,2367,225134
CED232,18705,17978,39707,24924,18587,14876,10445,4902,2748,152883,6,19,28,11,5,14,13,3,4,106,68,135,429,552,635,393,149,37,6,2411,470,813,1320,903,833,763,537,314,249,6200,34,90,183,211,310,230,98,25,3,1184,17,23,80,87,121,130,59,8,0,531,23,67,83,131,200,159,72,32,0,756,5,26,29,42,56,67,36,10,0,277,4,13,8,7,7,10,13,0,0,57,3,6,35,28,35,19,14,0,0,138,0,0,0,0,0,0,0,0,0,0,620,1183,2164,1956,2203,1762,973,433,262,11555,633,1203,2191,1970,2206,1779,989,435,261,11663,19336,19182,41898,26895,20796,16652,11432,5341,3015,164544
CED233,22408,17440,14377,16115,19623,16650,13104,8832,3804,132352,4,11,10,6,4,9,10,12,5,71,7,9,15,16,16,24,15,7,3,102,274,350,495,253,236,256,229,208,123,2421,9,17,17,8,8,19,15,3,3,105,0,5,3,5,3,0,6,0,0,29,6,0,6,11,3,8,3,3,0,44,0,0,3,0,3,3,3,0,0,16,0,0,4,0,4,0,0,0,0,5,0,4,3,0,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,299,389,544,289,273,315,272,224,137,2746,306,398,549,299,273,320,283,242,141,2818,22716,17839,14929,16411,19898,16971,13386,9073,3946,135171
CED234,26041,15162,14227,15327,18470,18723,15106,9036,3952,136058,42,35,37,36,28,28,20,26,14,267,33,74,48,55,62,95,65,25,7,478,554,819,756,526,573,661,599,360,145,4998,16,13,18,16,31,48,51,13,0,198,8,13,17,34,26,21,17,11,0,149,4,8,14,3,16,24,14,6,0,94,0,0,3,8,3,24,5,6,0,53,4,6,3,0,10,3,0,0,0,30,0,3,6,3,0,4,11,3,0,25,0,0,0,0,0,0,0,0,0,0,620,941,858,660,725,875,773,418,153,6028,662,975,901,692,752,901,787,446,168,6297,26707,16142,15128,16022,19220,19626,15898,9488,4117,142351
CED235,32085,21826,25553,22573,21550,18040,12324,6715,2291,162956,23,32,24,9,17,13,18,9,0,152,12,16,13,25,16,10,5,5,5,103,473,541,737,480,364,345,294,236,99,3575,4,14,19,12,3,16,5,3,0,77,0,7,0,3,3,6,7,0,0,20,3,6,3,6,8,5,0,0,0,28,0,3,0,0,8,3,3,0,0,15,0,0,3,0,3,0,0,0,0,5,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,496,588,784,524,400,386,315,250,99,3832,514,615,803,531,414,403,331,256,102,3990,32602,22442,26359,23109,21967,18444,12658,6969,2393,166946
CED236,22679,13635,12073,14017,17700,18368,14659,8239,3660,125026,41,30,18,19,23,30,20,20,12,215,14,13,31,21,39,50,39,7,5,227,424,783,735,481,556,604,458,215,156,4411,11,20,24,19,32,34,13,4,3,155,31,45,50,40,63,70,46,11,3,359,7,9,17,16,7,16,8,3,0,91,0,3,9,3,5,18,13,6,0,62,0,7,13,4,7,5,0,0,0,36,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,486,877,877,585,710,805,592,252,162,5353,530,913,895,605,735,834,607,268,180,5575,23209,14547,12970,14617,18433,19203,15269,8506,3832,130593
CED237,26729,20067,35058,25788,19470,14055,9588,8393,4190,163342,19,19,33,19,20,12,25,18,5,163,10,27,34,30,27,46,26,7,5,212,372,558,798,428,439,375,264,251,143,3626,4,21,21,15,15,27,15,7,0,134,5,13,22,9,7,13,11,0,0,91,8,13,18,0,11,22,20,5,0,96,0,11,5,0,10,18,9,3,0,53,0,3,6,5,0,0,3,0,0,20,5,3,11,0,3,0,11,0,0,34,0,0,0,0,0,0,0,0,0,0,406,639,913,491,513,499,367,274,145,4257,428,659,944,505,531,512,393,289,156,4422,27157,20730,36003,26297,20003,14563,9982,8687,4348,167763
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,4,3,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,0,9,53,74,74,49,5,3,0,274,0,0,0,3,3,3,0,0,0,18,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,62,85,87,58,14,3,0,328,0,16,62,85,87,58,14,3,0,328,0,16,66,94,91,63,14,3,3,349
