UCL_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL213013,0,0,0,0,0,0,0,0,0,7,0,0,8,23,12,7,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,4,3,40,0,0,3,0,0,0,0,0,0,3,0,0,5,11,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,5,0,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,11,0,3,0,14,7,9,8,3,4,63,34,78,98,202,130,171,134,97,32,987,587,1142,1153,2158,1388,1521,1116,672,329,10061
UCL213014,0,0,0,3,3,3,0,0,0,6,0,11,8,34,16,20,6,0,0,100,0,0,0,6,3,10,0,0,7,23,0,0,0,7,11,4,19,5,4,56,0,5,3,3,3,3,0,0,0,19,0,6,6,12,10,3,3,3,0,42,0,0,0,0,0,0,0,0,0,4,0,0,7,25,0,8,3,0,0,38,0,0,8,27,0,0,0,0,0,28,0,3,7,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,3,16,3,3,9,5,3,57,0,0,3,18,15,7,0,0,0,37,0,0,3,0,7,3,4,0,0,12,0,0,0,6,3,6,0,0,0,14,0,10,4,19,14,15,24,10,8,101,59,89,108,282,162,167,125,96,35,1117,892,1646,1565,3331,1712,1701,1345,866,445,13511
UCL213015,0,0,0,0,0,0,0,0,0,0,4,5,10,25,14,4,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,17,0,0,0,0,0,0,0,0,0,3,0,0,6,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,20,0,0,0,11,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,14,0,0,0,9,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,0,0,19,0,3,10,20,9,5,0,3,0,49,70,114,138,286,169,171,156,125,55,1285,747,1251,1329,2624,1256,1204,1019,782,380,10600
UCL213016,0,3,0,3,0,0,0,0,0,8,0,0,0,11,8,5,3,0,0,24,0,0,0,6,0,3,4,3,0,17,0,0,3,13,19,21,24,11,6,101,0,0,0,3,0,0,0,0,0,4,3,11,3,52,20,11,10,0,0,106,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,5,5,3,0,15,0,0,0,0,0,0,0,0,0,5,3,21,4,37,13,7,10,6,0,109,0,3,0,3,0,0,0,0,0,10,0,0,0,8,4,3,0,3,0,23,0,0,0,3,0,3,0,0,0,8,10,21,7,71,21,19,23,12,7,194,45,86,78,222,136,103,105,62,23,866,1290,2626,1612,4619,2353,1973,1530,680,261,16948
UCL213017,0,0,0,0,5,0,0,0,0,4,0,8,4,33,10,17,9,0,0,85,0,0,0,0,0,0,0,3,3,7,0,0,0,8,7,12,19,7,3,62,0,0,0,3,0,3,0,0,0,4,0,4,5,8,15,6,3,0,0,48,0,0,0,0,0,0,4,0,0,7,0,9,3,6,3,3,0,0,0,29,0,0,3,3,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,8,7,3,4,9,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,3,8,34,16,15,28,21,7,141,53,105,132,254,176,200,173,161,150,1401,1039,2298,2028,4092,2342,2388,2082,1435,852,18566
UCL213018,0,0,0,7,0,0,3,0,0,12,0,3,0,20,4,11,4,0,0,39,0,0,0,5,0,5,7,4,0,17,0,0,0,3,5,14,25,16,7,68,0,0,0,8,0,3,0,0,0,8,0,8,0,15,5,9,7,3,0,52,0,0,0,0,0,0,6,5,0,10,0,0,0,14,3,3,3,0,0,21,0,0,4,37,0,0,0,0,0,43,3,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,3,9,5,0,0,33,0,0,5,5,3,0,0,0,0,12,0,0,0,3,0,3,4,0,0,9,0,0,0,3,0,3,3,0,0,12,0,5,8,51,20,21,14,11,6,144,39,87,97,201,132,121,145,105,53,985,825,1762,1718,3165,1845,1817,1727,995,411,14276
UCL214001,0,0,0,3,4,0,0,0,0,4,0,8,0,27,12,10,3,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,9,6,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,4,0,0,13,33,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,4,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,3,9,5,4,44,16,43,48,104,59,65,53,55,21,458,340,761,805,1453,939,944,876,537,279,6925
UCL214002,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,7,3,0,0,32,0,0,0,0,0,0,0,3,4,6,0,0,0,3,3,10,3,4,4,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,6,13,6,8,18,15,9,66,41,65,81,156,101,121,120,83,52,831,459,991,992,1736,1163,1320,1297,876,470,9298
UCL214003,0,0,0,6,3,0,0,0,0,9,0,0,9,5,6,3,0,0,0,27,0,0,0,4,0,0,3,0,0,9,0,0,0,5,7,7,9,9,0,38,0,0,0,0,0,3,0,0,0,3,0,0,3,6,4,8,5,3,0,27,0,0,0,0,6,4,0,0,0,11,0,0,0,6,0,0,0,0,0,13,0,0,10,43,0,0,0,0,0,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,0,15,6,6,8,0,0,35,0,0,7,24,14,0,0,0,0,50,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,11,48,28,14,16,7,3,123,28,75,50,184,124,161,126,117,104,969,476,1043,883,2239,1405,1431,1271,795,376,9932
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,3,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,3,0,8,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,8,7,0,42,20,35,34,113,52,73,85,63,21,497,309,628,578,1133,634,644,730,526,191,5375
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,9,3,15,20,8,3,56,53,118,146,208,135,137,158,58,17,1024
UCL214006,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,3,0,0,0,5,11,14,28,4,3,74,0,3,7,6,3,0,0,0,0,15,0,6,9,19,13,3,5,0,0,49,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,8,9,6,3,0,0,40,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,6,0,5,3,13,0,0,0,0,0,0,0,0,0,5,0,7,6,20,9,5,17,9,4,83,36,53,45,128,79,58,75,50,51,573,800,1539,1137,2486,1388,1003,882,382,198,9822
UCL214007,0,0,3,3,0,0,0,0,0,5,0,0,3,8,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,10,10,4,33,0,0,0,4,0,0,0,0,0,4,0,0,7,13,9,9,3,0,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,3,6,10,3,12,6,4,0,47,22,34,53,124,86,104,124,83,36,678,496,968,1089,1790,1101,1206,1136,717,393,8888
UCL214008,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,15,0,0,0,3,3,0,3,3,0,17,0,7,3,5,13,6,16,11,0,57,0,0,0,5,0,3,0,0,0,3,0,4,0,9,7,3,6,3,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,8,4,21,16,13,8,20,6,100,29,47,38,142,100,101,104,53,27,637,505,1023,851,1910,1174,1207,999,574,236,8480
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,3,14,7,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,10,5,7,9,4,3,45,6,23,15,59,57,58,91,52,25,394,254,587,319,932,553,764,930,497,222,5067
UCL214010,0,0,0,0,0,0,0,0,0,3,0,4,3,13,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,11,4,0,23,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,13,14,4,9,15,5,62,22,57,61,120,86,78,75,48,9,553,424,1031,986,1600,924,723,672,433,149,6952
UCL214011,0,0,0,0,0,0,0,0,0,4,0,4,0,18,4,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,6,3,3,4,41,17,32,35,100,66,71,91,73,49,535,334,652,631,1198,680,781,799,534,293,5899
UCL214012,0,0,0,3,3,0,0,0,0,10,0,0,0,4,3,3,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,21,13,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,18,12,3,55,17,61,54,115,91,105,154,73,40,694,264,592,545,1006,735,961,1128,589,242,6071
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,7,5,0,0,26,23,37,31,83,42,55,60,50,20,404,349,644,525,1117,574,630,644,416,213,5119
UCL214014,0,0,0,0,0,0,0,0,0,0,0,3,0,17,4,3,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,13,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,14,4,4,6,11,4,43,19,36,41,103,96,89,129,102,53,669,366,805,794,1335,883,1012,1156,795,349,7496
UCL214015,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,3,3,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,4,3,17,21,3,0,54,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,6,0,0,19,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,27,8,0,65,19,34,29,87,70,139,156,81,35,647,256,563,466,946,831,1298,1531,695,298,6881
UCL214016,0,0,0,3,0,0,3,0,0,3,0,7,10,20,7,6,0,0,0,55,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,6,4,0,11,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,8,10,0,0,0,0,0,16,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,10,12,0,39,27,50,68,147,85,126,94,70,53,718,303,605,781,1219,761,881,682,412,198,5844
UCL214017,0,0,0,0,0,0,0,0,0,0,0,8,5,20,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,16,0,0,4,25,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,20,10,4,3,0,0,48,16,22,48,93,72,78,68,72,29,495,259,545,618,1161,722,788,713,471,245,5520
UCL214018,0,0,0,4,0,0,0,0,0,4,0,0,3,14,7,3,0,0,0,24,0,0,0,0,6,3,0,0,0,12,0,3,0,7,4,17,10,3,0,45,0,0,0,9,3,3,0,0,0,19,0,4,15,11,11,7,0,0,0,45,0,0,0,0,0,10,0,0,0,8,0,0,3,13,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,6,3,0,0,0,14,0,0,3,3,3,0,0,0,0,11,0,0,3,7,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,13,0,0,0,0,3,0,0,0,0,5,0,5,0,28,21,26,11,13,5,102,41,72,72,199,130,126,67,30,3,746,619,1344,1153,2299,1306,1017,544,191,43,8520
UCL214019,0,6,0,3,0,0,0,0,0,9,3,0,3,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,18,11,7,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,11,0,0,0,0,0,0,3,0,4,3,0,0,0,4,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,5,0,6,9,11,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,11,0,0,0,6,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,9,11,16,12,16,12,4,73,29,40,51,119,110,96,126,107,59,737,456,856,819,1494,1005,1102,1079,752,353,7917
UCL214020,0,0,0,0,0,0,0,0,0,3,0,4,6,19,3,0,0,0,0,29,0,0,0,0,0,0,0,3,0,3,0,0,0,4,8,15,21,7,0,53,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,9,0,29,33,72,77,143,101,120,143,91,58,844,446,908,702,1430,881,1073,1229,814,363,7848
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,0,17,3,12,8,12,17,21,15,10,3,96,29,122,107,166,178,246,159,89,24,1116
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,4,0,17,4,10,18,32,25,48,34,23,4,203,117,241,209,489,298,346,391,220,115,2425
UCL215003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,6,3,0,18,0,14,4,35,25,35,31,22,9,185,114,267,194,461,362,417,425,192,109,2538
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,0,0,17,3,8,19,33,24,35,16,8,3,157,58,130,121,305,165,248,189,101,37,1366
