UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL222065,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,7,0,6,0,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,10,7,7,3,0,0,47
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,5,3,3,0,0,34
UCL222067,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,22,3,3,0,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,14,20,9,3,3,10,6,0,68
UCL222068,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,10,3,0,18,4,0,3,4,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,34,27,16,10,7,5,3,3,109
UCL222069,0,3,3,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,10,12,6,22,3,0,3,3,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,29,31,9,13,11,5,3,0,119
UCL222070,0,0,0,3,4,0,0,0,0,10,3,3,0,5,3,0,0,0,0,17,13,0,27,5,3,0,4,5,0,66,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,32,51,34,24,23,7,4,7,0,174
UCL222071,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,3,0,12,3,0,0,7,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,19,7,9,3,7,8,0,70
UCL222072,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,10,3,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,10,7,3,3,3,0,0,56
UCL222073,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,4,0,9,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,3,6,6,6,3,3,3,3,0,39
UCL222074,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,5,8,0,11,6,8,3,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,13,10,5,8,4,15,0,73
UCL222075,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,7,3,11,3,3,0,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,15,6,3,3,6,9,0,61
UCL222076,0,5,0,3,0,0,0,0,0,10,3,3,0,5,3,0,0,0,0,14,3,3,28,3,4,3,5,5,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,20,46,34,13,9,4,5,11,0,132
UCL222077,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,9,36,25,5,8,0,4,6,3,92
UCL222078,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,3,0,13,5,3,5,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,12,13,22,15,11,11,7,3,4,3,86
UCL222079,3,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,3,3,0,9,5,0,13,3,4,9,6,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,9,13,17,8,16,9,14,7,4,92
UCL222080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,5,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,12,7,0,0,0,3,0,53
UCL222081,3,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,12,0,12,5,3,0,0,6,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,21,21,11,15,6,5,0,14,0,91
UCL222082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,11,9,4,3,5,8,0,39
UCL222083,3,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,3,0,30,6,3,3,6,4,3,62,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,11,13,37,13,16,3,12,11,4,114
UCL222084,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,11,0,7,6,0,4,7,10,0,42,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,14,9,18,3,3,9,16,0,88
UCL222085,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,3,0,7,0,22
UCL222086,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,12,4,7,11,0,0,9,6,0,50,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,26,7,22,7,3,9,9,0,100
UCL222087,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,9,5,5,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,6,9,16,6,6,3,3,0,53
UCL222088,0,4,3,0,0,0,0,0,0,15,3,5,0,0,0,0,0,3,0,14,4,3,10,4,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,54,16,19,13,6,4,8,0,143
UCL222089,0,0,0,5,3,0,0,0,0,13,0,3,0,3,3,0,0,0,0,8,8,3,21,3,3,7,4,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,21,28,22,16,8,5,10,0,124
UCL222090,3,3,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,5,4,6,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,13,8,8,0,3,0,0,63
UCL222091,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,4,0,3,3,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,3,7,5,0,5,3,0,49
UCL222092,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,3,0,11,5,0,6,3,0,0,8,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,9,6,6,0,8,7,4,73
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,8,0,15,3,4,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,20,8,7,3,3,0,0,61
UCL222094,0,3,0,3,4,0,0,0,0,11,4,4,0,0,0,3,0,0,0,15,3,3,24,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,21,57,36,8,11,3,0,4,10,151
UCL222095,0,3,0,3,0,0,0,0,0,7,3,0,0,7,0,0,0,0,0,10,0,0,15,3,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,14,14,12,3,3,3,9,0,66
UCL222096,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,0,9,3,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,14,12,13,6,3,0,9,0,70
UCL222097,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,9,0,0,16,4,4,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,13,11,3,0,8,0,67
UCL222098,0,3,0,0,4,0,0,0,0,12,3,6,3,3,0,0,0,0,0,10,7,7,19,9,6,0,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,14,38,23,22,23,4,3,10,0,134
UCL222099,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,4,0,19,10,4,0,3,6,0,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,21,16,5,3,5,12,0,84
UCL222100,3,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,10,3,3,26,13,5,0,3,4,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,24,30,21,8,8,4,5,4,118
UCL222101,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,7,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,7,6,3,6,0,42
UCL222102,3,0,0,0,0,0,0,0,0,8,3,3,0,6,0,0,0,0,0,10,0,0,7,3,0,4,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,11,7,5,3,0,10,0,58
UCL222103,0,0,0,0,3,0,0,0,0,5,0,4,0,0,7,0,0,0,0,13,4,0,19,0,5,0,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,14,13,21,3,15,3,4,9,3,79
UCL222104,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,7,8,4,16,9,0,3,4,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,14,28,13,18,8,8,8,13,6,107
UCL222105,3,3,3,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,10,8,0,12,4,5,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,22,18,13,4,5,5,0,94
UCL222106,0,0,0,0,0,0,0,0,0,9,0,3,0,7,3,0,0,0,0,10,6,0,25,0,6,0,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,28,30,10,15,4,6,9,0,123
UCL222107,0,3,0,0,0,0,0,0,0,4,0,5,0,4,4,0,0,0,0,12,6,5,35,7,8,3,0,10,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,25,40,18,16,7,8,18,3,138
UCL222108,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,0,20,11,3,0,5,12,0,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,17,13,4,4,3,15,0,87
UCL222109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,5,4,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,3,4,6,3,3,5,10,3,43
UCL222110,0,5,0,8,0,0,0,0,0,9,4,0,0,3,4,0,0,0,0,16,4,0,25,13,3,4,8,5,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,23,32,20,6,8,7,5,3,132
UCL222111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,11,0,7,0,4,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,13,17,12,6,0,4,6,0,75
UCL222112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,9,3,6,0,0,0,0,0,37
UCL222113,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,8,4,0,11,3,0,3,0,9,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,22,15,12,5,9,3,16,3,98
UCL222114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,15,5,0,4,4,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,6,19,5,3,3,10,7,0,58
UCL222115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,3,0,0,3,0,32
UCL222116,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,15,7,3,0,0,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,14,3,12,0,0,6,0,67
UCL222117,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,21,5,0,0,7,6,0,38,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,18,24,23,6,4,4,12,0,108
UCL222118,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,4,0,9,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,5,9,7,0,0,0,0,59
UCL222119,0,3,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,4,0,10,5,3,0,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,8,14,14,7,0,9,5,0,57
UCL222120,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,4,7,15,4,4,0,0,6,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,11,15,10,8,4,3,9,0,66
UCL222121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,3,3,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,11,4,3,3,7,8,0,51
UCL222122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,3,16,0,3,0,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,10,3,16,3,3,0,70
UCL231777,2997,2275,824,1294,1245,474,222,453,119,9902,2725,1923,1123,2557,1988,650,314,692,157,12120,10538,1695,17536,4680,3814,2189,4241,5250,742,50692,465,111,247,395,577,312,167,431,22,2729,883,235,395,724,679,368,275,459,48,4070,287,203,152,113,157,72,79,129,15,1206,1563,566,730,619,559,486,523,817,445,6306,27625,27359,22204,12778,12110,5499,6140,9206,1963,124885
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22
UCL299994,10,16,3,12,8,5,4,6,0,65,10,25,18,32,14,7,3,15,3,119,34,19,158,42,23,23,32,59,6,383,0,4,5,3,0,0,3,0,0,15,0,3,6,7,3,3,5,3,0,33,0,8,4,0,0,0,0,0,0,20,3,11,14,5,0,3,9,13,15,72,132,367,223,181,112,65,72,142,34,1337
