UCL_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL215059,32,0,9,0,6,0,0,22,0,64,0,0,0,0,0,0,0,0,0,3,9,4,15,3,8,3,4,31,0,80,0,3,3,0,0,0,0,3,0,8,10,0,47,0,4,0,10,10,0,79,5,0,3,0,0,3,3,3,0,16,7,3,7,0,3,40,0,17,0,76,19,0,13,11,0,3,0,7,0,61,0,4,6,0,8,0,16,3,0,44,0,0,3,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,7,0,0,0,0,15,4,0,0,0,0,0,7,16,0,29,3,10,0,18,7,0,3,0,0,47,3,29,0,6,3,0,0,0,0,48,10,22,4,33,8,0,0,5,0,83,3,0,0,3,3,0,0,0,0,13,0,0,4,0,0,0,0,0,0,10,0,0,4,0,4,3,0,6,6,26
UCL215060,10,0,0,0,0,0,0,20,3,34,0,0,0,0,0,0,0,0,0,0,15,7,17,3,10,3,9,29,0,84,0,3,3,0,3,0,3,0,0,9,3,3,18,0,3,0,11,6,0,35,3,3,0,0,3,0,4,3,0,19,7,0,0,0,9,35,0,16,0,69,10,0,0,9,0,6,0,4,0,22,0,0,0,0,3,3,7,0,0,16,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,0,0,0,0,16,0,0,5,0,0,3,0,8,0,21,0,3,0,0,0,0,0,5,0,10,3,40,3,6,10,0,0,3,0,60,6,28,3,36,4,0,0,3,0,83,0,3,0,0,0,0,0,0,0,9,0,0,16,4,0,0,0,3,0,27,3,0,6,0,5,4,6,8,11,37
UCL215061,36,3,12,0,3,0,3,59,0,117,0,0,0,0,0,0,0,0,0,0,9,0,13,0,3,3,3,48,0,86,0,0,0,0,0,0,3,0,0,3,4,0,20,0,0,0,7,3,0,30,0,0,0,0,0,3,3,0,0,10,5,0,5,0,3,32,5,11,0,64,8,0,3,7,0,0,0,3,0,18,4,0,0,0,7,0,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,6,0,3,0,0,3,0,17,3,7,0,7,8,0,6,10,0,42,7,29,0,5,4,0,0,0,0,50,12,41,9,53,25,3,0,22,0,171,0,0,3,0,0,0,0,0,0,4,0,0,17,0,3,0,0,0,0,28,3,0,0,0,4,0,7,9,6,30
UCL215062,19,3,0,0,4,0,8,41,0,75,0,0,0,0,0,0,0,0,0,3,18,4,29,3,9,10,21,81,3,173,3,3,7,0,3,0,12,0,0,33,17,3,59,0,13,5,9,16,0,122,4,0,0,0,3,13,7,3,0,33,22,3,13,0,8,92,7,23,0,180,27,0,7,21,3,9,0,14,0,83,7,0,7,0,8,7,46,3,0,83,0,0,4,0,6,0,0,0,0,13,4,3,0,0,16,0,0,0,0,23,0,0,0,0,4,12,0,0,0,17,0,13,7,0,12,0,0,3,0,34,0,0,0,3,7,0,0,14,0,30,3,4,7,18,14,0,0,4,0,49,12,61,7,23,8,0,0,5,0,120,0,70,3,79,24,0,0,22,0,208,0,0,0,10,0,0,0,0,0,10,4,7,29,8,10,3,0,6,3,60,5,3,15,3,0,4,0,4,10,58
UCL215063,17,0,0,0,3,0,16,25,0,67,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,4,6,11,0,31,0,0,0,0,0,0,0,3,0,6,3,0,23,0,0,3,3,5,0,38,4,0,0,0,3,3,0,0,0,10,7,0,5,0,3,46,3,5,0,71,5,0,6,17,0,0,0,7,0,46,0,0,0,0,5,3,10,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,14,0,0,0,3,0,0,0,9,0,13,0,0,0,10,7,0,0,0,0,22,0,20,0,16,12,0,0,4,0,55,3,27,8,41,8,0,0,15,3,103,0,0,0,3,0,0,0,3,0,10,0,0,19,3,5,0,0,4,0,27,3,0,0,3,4,4,3,6,4,28
UCL215064,33,0,3,0,4,0,5,4,0,51,0,0,3,0,0,0,7,3,0,10,7,0,5,0,3,0,3,0,0,20,0,0,3,0,0,0,0,0,0,4,0,0,6,0,3,0,3,5,0,20,4,0,0,0,3,0,0,0,0,11,3,3,5,0,0,19,0,3,0,37,8,0,5,3,0,0,0,7,0,25,0,0,5,0,4,0,20,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,4,3,3,0,11,3,0,21,3,20,0,3,3,0,0,0,0,30,0,17,3,34,7,0,0,10,0,81,0,0,0,0,0,0,0,0,0,4,0,3,8,4,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,10
UCL215065,3,0,0,0,3,0,0,6,0,13,0,0,3,0,0,0,0,0,0,6,9,3,21,0,3,3,3,26,0,69,3,3,0,0,3,0,3,0,0,15,12,0,50,0,4,3,9,12,0,88,4,0,3,0,4,7,0,0,0,21,19,6,3,3,10,68,4,17,0,128,23,0,14,32,4,4,0,21,0,95,3,5,3,0,5,0,23,3,0,50,3,3,0,0,0,0,3,0,0,10,3,4,0,0,9,0,0,0,0,15,0,0,0,0,3,7,0,0,0,19,0,14,5,0,11,3,0,0,0,35,0,3,0,0,0,0,0,13,0,17,8,8,3,19,15,0,0,0,0,57,13,63,0,27,6,0,0,0,3,107,7,60,8,66,20,0,0,11,0,173,3,0,0,3,0,0,0,0,0,7,3,3,17,0,3,0,0,5,0,33,9,0,16,3,3,3,3,6,8,54
UCL215066,9,4,0,0,0,0,6,6,0,34,0,0,0,0,0,0,0,0,0,3,17,11,13,3,5,5,4,3,0,60,0,0,0,0,0,0,0,0,0,3,26,0,62,0,13,0,5,16,0,129,5,3,0,0,3,5,0,0,0,22,31,7,4,0,9,58,6,6,0,111,39,0,22,26,9,5,0,19,6,128,6,8,4,4,10,3,4,8,0,47,4,16,3,0,3,0,0,0,0,25,11,21,0,0,4,0,0,0,4,41,4,8,0,0,8,11,0,0,3,40,8,67,9,0,20,0,0,0,3,110,7,5,10,4,4,0,0,10,0,38,13,22,3,28,17,0,3,3,0,90,13,111,3,8,15,0,3,0,0,155,3,111,5,33,22,0,0,8,0,188,6,15,0,3,8,0,0,0,0,36,0,8,12,6,5,0,0,3,0,40,12,9,3,3,0,5,3,3,10,48
UCL215067,36,0,0,0,3,0,0,15,0,57,3,0,0,0,0,0,0,0,0,5,19,11,15,0,4,3,20,13,3,83,3,0,3,0,0,0,3,0,0,13,22,0,54,0,7,3,12,12,0,107,0,6,0,0,0,7,0,0,0,19,21,3,11,0,3,42,3,7,0,91,52,0,30,38,11,4,0,24,0,164,7,3,0,0,3,0,16,4,0,27,3,7,0,0,0,0,0,0,0,12,0,9,0,0,16,0,0,0,3,22,3,0,0,0,4,7,0,0,0,14,5,21,8,0,11,0,0,0,0,47,0,3,3,3,3,0,0,13,0,26,12,25,0,27,21,4,0,3,3,90,10,88,3,13,5,0,0,3,0,119,14,96,3,48,24,0,0,14,0,191,0,8,4,9,3,0,0,0,0,22,0,3,14,5,3,0,0,3,0,30,5,3,7,0,0,6,3,4,10,40
UCL215068,26,4,7,0,3,0,11,34,0,93,0,0,0,0,0,0,7,0,0,5,13,4,19,0,6,3,10,37,5,101,0,0,0,0,0,0,3,0,0,3,4,0,35,0,0,3,9,8,0,58,0,0,3,0,6,3,5,6,0,29,7,0,3,4,5,94,7,9,0,122,13,0,9,13,0,26,0,27,0,82,0,0,0,3,6,4,32,0,0,47,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,5,0,0,8,0,0,0,0,25,9,5,0,5,5,0,3,42,0,75,5,3,3,14,9,0,4,7,3,42,5,44,0,9,3,0,0,0,0,66,3,27,9,42,14,0,0,5,0,109,0,0,0,3,0,0,0,0,0,4,0,7,20,3,3,3,0,3,0,37,3,4,5,0,6,7,10,18,8,61
UCL215069,4,0,4,0,0,3,0,5,0,20,0,0,0,0,0,0,0,0,0,7,21,12,30,0,11,10,8,13,0,110,0,4,6,0,0,0,8,0,0,26,16,5,119,0,17,0,19,24,0,195,16,4,6,0,11,3,3,0,0,45,22,3,10,0,9,82,5,13,0,148,4,3,9,28,0,9,0,12,0,73,15,18,15,7,44,4,27,3,0,140,4,10,0,0,3,0,0,0,0,18,5,15,0,0,27,7,0,0,0,60,0,0,0,0,3,10,0,0,0,16,12,58,7,0,33,0,0,3,0,107,4,3,9,0,7,0,3,8,0,39,24,17,11,46,35,0,0,4,0,136,14,86,3,38,14,0,0,0,0,155,5,65,8,78,35,0,0,7,0,197,5,7,3,7,6,0,0,3,0,35,10,4,41,9,6,0,0,8,0,73,11,12,9,3,3,6,3,6,9,60
UCL215070,39,4,8,0,4,0,34,89,5,196,0,0,0,0,0,0,0,0,0,0,5,4,6,0,11,0,12,21,0,62,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,4,3,0,22,3,0,0,0,3,4,0,0,0,5,6,0,6,0,3,35,0,8,3,56,10,0,0,3,3,3,3,4,0,28,3,0,0,0,3,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,3,0,0,3,0,3,26,0,36,0,3,0,12,0,0,0,3,0,18,0,34,4,17,4,0,0,0,0,54,3,25,0,23,7,0,0,9,0,70,3,0,0,0,0,0,3,3,0,8,0,0,9,0,3,0,0,0,0,14,3,0,3,0,0,0,5,19,28,62
UCL215071,35,0,10,0,3,4,7,11,0,82,0,0,6,0,0,0,7,0,0,20,12,0,20,0,8,7,36,47,0,128,0,3,3,0,5,0,9,0,3,21,12,0,44,0,6,0,16,18,0,105,3,3,3,0,6,11,4,0,0,27,15,0,10,0,5,58,0,9,0,101,20,0,7,19,0,5,0,12,0,67,6,0,3,0,3,4,26,0,0,44,0,3,3,0,0,3,0,0,0,10,3,3,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,3,7,4,0,10,0,0,3,0,31,3,0,5,3,3,0,0,10,0,26,0,3,0,19,6,0,0,5,0,42,4,51,5,9,8,0,0,0,0,76,3,42,4,62,19,0,0,10,0,139,0,0,0,0,0,0,0,0,0,0,0,6,14,4,3,0,0,4,0,36,5,0,8,3,3,0,3,7,12,44
UCL215072,3,0,8,0,5,3,3,4,0,30,0,0,0,0,0,0,4,0,0,4,21,12,51,3,5,12,13,26,0,135,0,0,5,0,0,0,5,0,0,20,20,4,110,0,9,0,36,31,7,231,5,12,5,0,11,4,3,6,0,46,19,4,10,0,12,103,3,13,0,161,19,0,15,28,0,10,0,29,0,98,26,18,12,4,61,6,67,11,0,209,6,3,8,0,0,0,0,0,0,23,8,7,0,0,22,5,0,0,3,43,3,0,0,0,10,15,3,9,0,35,14,33,19,0,27,5,0,3,0,93,7,3,8,3,8,3,0,31,0,62,19,19,4,48,31,0,0,4,0,128,7,83,5,34,17,0,3,4,0,154,8,51,9,74,22,0,0,9,0,170,3,7,6,3,4,3,0,4,0,29,4,7,57,8,4,0,3,4,0,84,6,5,10,0,9,5,12,6,14,67
UCL215073,11,0,9,0,0,0,6,12,0,37,0,0,3,0,0,0,5,0,0,13,0,3,7,0,3,4,10,5,0,33,0,3,3,0,0,0,3,0,0,10,5,0,25,0,0,0,8,6,0,52,4,0,3,0,0,3,3,0,0,12,12,0,6,0,0,29,3,0,0,62,10,0,5,11,0,3,0,5,0,35,0,0,0,0,0,3,15,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,15,0,3,0,0,0,0,21,0,3,0,4,4,0,0,10,0,18,0,9,6,19,6,0,0,0,0,36,0,14,0,4,5,0,0,0,0,27,0,19,0,28,5,0,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,0,0,0,26,3,0,11,0,0,0,0,6,5,26
UCL215074,14,9,3,0,3,0,10,22,0,56,0,0,0,0,0,0,0,0,0,0,26,17,34,3,20,13,14,72,0,197,0,0,0,0,0,0,0,0,0,0,3,0,35,0,0,0,8,15,0,64,9,0,0,0,0,3,0,0,0,14,12,4,10,0,7,37,0,3,0,73,26,0,17,24,0,6,0,16,0,88,12,0,10,0,4,0,31,0,0,57,0,3,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,13,3,0,10,0,0,4,0,32,4,0,3,3,3,0,3,13,0,31,0,9,3,14,13,0,3,0,0,47,4,29,0,12,8,0,0,0,0,49,7,38,3,40,11,0,0,6,0,95,0,0,0,3,5,0,0,6,0,12,0,4,18,4,3,5,0,3,0,42,0,5,5,7,0,0,0,9,4,30
UCL215075,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,15,4,6,0,3,4,4,0,0,36,3,3,0,0,4,0,0,0,0,14,5,3,29,0,5,0,5,16,0,64,3,3,0,0,0,3,0,0,0,13,3,3,3,0,3,27,0,3,0,35,15,3,11,19,4,0,0,14,0,59,0,0,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,4,0,0,0,3,3,0,0,0,12,3,15,3,0,8,0,0,0,0,21,0,0,3,3,0,0,0,8,0,12,4,3,4,5,4,0,0,0,0,20,3,24,0,7,0,0,0,0,0,41,3,27,0,29,7,0,0,3,0,71,3,3,3,6,4,0,0,0,0,24,0,0,9,3,0,0,0,0,0,19,0,0,0,3,3,3,0,0,3,10
UCL215076,5,3,3,0,3,3,0,8,0,28,0,0,0,0,0,0,0,0,0,3,10,0,21,0,13,6,20,6,0,84,0,0,3,0,0,0,5,0,0,7,10,3,107,0,20,4,20,25,0,198,3,9,3,0,7,9,3,8,0,48,16,4,9,0,8,45,5,18,0,102,7,0,3,14,0,0,0,10,0,41,3,0,4,0,5,0,15,0,0,28,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12,0,0,0,0,15,0,3,0,0,3,3,0,0,0,13,0,14,9,0,14,0,0,0,0,37,3,0,0,3,4,0,0,16,0,31,0,10,10,10,5,0,0,0,6,36,3,28,0,8,3,0,0,3,0,57,3,25,9,67,17,0,0,11,0,129,4,8,0,5,0,0,0,0,0,10,6,3,34,7,5,0,3,3,0,61,8,0,9,3,4,0,10,13,16,62
UCL215077,40,3,9,0,0,0,0,46,0,93,0,0,0,0,0,0,0,0,0,0,18,0,15,0,8,3,11,22,0,73,0,0,0,0,0,0,0,3,0,3,6,0,19,0,7,0,4,3,0,42,3,7,3,0,3,3,0,3,0,24,12,0,13,0,4,51,4,12,0,92,10,0,11,13,0,5,0,10,0,45,3,0,3,0,6,0,20,4,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,9,0,0,7,0,0,0,0,26,0,0,0,7,3,0,0,11,0,20,4,5,10,14,8,0,3,0,0,41,3,22,0,9,6,0,0,3,0,45,8,47,8,50,11,0,0,30,0,147,3,0,0,0,0,0,0,0,0,6,4,0,23,4,0,3,0,6,0,40,7,0,5,0,3,3,3,11,7,45
UCL215078,11,0,6,0,0,0,6,15,0,43,0,0,16,0,0,0,3,0,0,19,4,0,16,0,0,5,13,12,0,48,5,0,0,0,6,0,5,0,0,17,12,0,49,0,12,4,6,13,0,97,7,0,0,0,3,0,7,0,0,15,19,0,10,0,3,51,0,7,0,84,11,0,4,12,0,0,0,16,0,43,6,0,0,0,4,0,17,0,0,31,3,0,0,0,3,0,0,0,0,5,3,0,0,0,5,0,0,0,0,10,0,0,0,0,3,4,0,0,0,7,0,4,3,0,13,0,0,3,3,26,0,0,5,0,8,0,0,14,0,25,4,8,13,17,11,0,4,6,0,61,8,19,0,15,6,0,0,3,0,54,0,31,5,47,11,0,0,10,3,103,0,0,0,3,0,0,0,0,0,12,0,0,19,4,4,0,0,4,0,33,3,0,14,0,0,3,4,4,4,34
UCL215079,34,7,6,0,7,0,6,29,0,96,0,0,0,0,0,0,0,0,0,0,37,16,57,0,16,6,28,122,0,282,23,35,15,0,21,0,13,7,3,112,11,6,61,0,9,0,13,13,4,117,10,0,3,0,3,4,7,10,0,34,17,9,14,0,16,97,3,4,0,155,13,0,7,18,4,9,0,10,0,57,0,0,3,0,15,0,40,3,0,62,0,4,4,0,4,3,0,0,0,10,3,3,0,3,8,0,0,0,0,21,0,0,0,0,0,3,0,0,0,12,4,24,6,0,28,0,0,0,0,63,3,5,6,4,3,0,3,29,0,49,15,27,7,20,15,0,0,3,3,89,5,70,3,20,5,0,0,0,0,113,5,60,9,78,34,0,0,12,4,197,3,0,3,7,0,0,0,7,0,20,3,12,35,12,11,0,0,8,0,73,11,5,8,0,4,4,6,16,18,69
UCL215080,25,0,5,0,3,4,8,30,0,83,0,0,0,0,0,0,0,0,0,0,3,0,16,0,10,3,12,8,0,59,0,0,3,0,0,0,0,0,0,3,3,0,31,0,6,0,9,11,0,61,0,0,0,0,3,3,0,0,0,9,11,3,6,0,8,52,3,12,0,97,9,0,3,16,0,10,0,5,0,45,3,0,7,0,8,3,37,0,0,56,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,21,0,0,0,3,3,0,7,16,0,28,3,3,7,18,0,0,8,3,0,36,7,34,0,11,7,0,0,3,0,58,6,31,4,53,16,0,0,13,0,121,0,0,0,0,0,0,0,3,0,3,0,6,18,0,3,0,0,0,0,30,3,0,6,0,0,0,0,9,13,33
UCL215081,7,0,3,0,3,0,4,15,0,36,0,0,0,0,0,0,0,0,0,0,7,7,20,0,4,4,11,60,0,122,3,0,0,0,3,0,4,0,0,13,3,0,13,0,0,0,9,6,0,28,0,0,0,0,0,0,0,4,0,10,9,0,5,0,0,48,0,14,0,76,9,0,4,0,0,7,0,11,0,31,0,0,5,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,0,0,0,14,0,15,3,10,6,0,0,0,0,34,0,13,0,30,3,0,0,12,0,62,0,0,0,0,0,0,0,3,0,8,0,4,18,0,3,0,0,0,0,24,3,0,7,0,0,0,3,3,3,19
UCL215082,5,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,9,0,14,0,5,7,3,13,0,49,3,3,0,0,0,0,3,0,0,10,6,0,50,0,11,0,13,17,0,100,6,3,3,0,9,0,3,0,0,27,6,0,0,0,7,28,7,5,0,46,4,0,3,5,0,9,0,0,0,18,3,0,0,0,7,0,23,0,0,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,11,0,7,3,0,4,0,0,0,0,18,0,0,7,3,5,0,0,12,0,18,3,4,0,5,7,0,0,0,0,28,0,27,0,9,0,0,0,0,0,37,0,9,6,19,3,0,0,0,0,37,0,0,3,0,0,0,0,3,0,5,4,0,3,0,3,0,0,0,0,10,5,0,6,0,7,0,3,0,7,30
UCL215083,19,0,4,0,0,0,9,18,0,46,0,0,8,0,0,0,11,0,0,17,7,10,37,0,5,6,12,13,6,97,6,7,30,0,6,0,7,9,3,73,14,3,78,0,8,3,23,24,0,165,10,0,3,0,4,6,3,0,0,26,31,4,18,0,4,79,3,12,0,139,10,0,8,26,3,17,0,29,0,93,9,3,0,0,10,0,25,0,0,50,0,8,6,0,0,5,0,3,0,18,3,6,0,0,21,0,0,0,0,34,0,0,0,0,7,7,0,3,0,11,9,25,17,0,28,3,0,3,0,78,0,0,3,0,0,0,0,16,0,26,6,21,3,31,29,0,5,13,3,111,14,84,0,29,14,0,0,0,3,138,15,78,7,72,28,0,3,13,0,221,0,4,5,0,3,0,0,0,0,16,3,4,24,10,7,0,0,8,0,55,4,11,13,0,6,5,3,8,10,62
UCL215084,0,0,4,0,0,0,0,4,0,11,3,0,0,0,0,0,3,0,0,9,11,8,41,0,10,3,8,5,0,85,0,3,0,0,0,0,0,0,0,10,13,0,80,0,14,0,23,20,0,146,6,4,3,0,8,7,6,0,0,34,9,4,6,0,10,32,4,3,0,66,7,0,0,11,0,12,0,7,0,44,11,0,3,0,8,0,28,0,0,58,0,3,4,0,0,0,0,0,0,7,0,3,0,0,6,0,0,0,0,12,3,0,0,0,4,3,0,0,0,10,0,8,6,0,5,0,0,0,0,26,0,3,10,0,6,0,0,6,0,36,7,12,3,16,5,0,0,4,0,45,4,26,0,12,7,0,0,5,0,63,0,20,4,28,12,0,0,3,0,74,0,0,0,3,0,0,0,0,0,7,7,0,20,3,3,0,0,0,0,31,5,3,13,0,3,0,4,7,6,44
UCL215085,9,0,0,0,3,0,0,12,0,26,0,0,0,0,0,0,0,0,0,4,6,0,17,4,5,3,13,5,3,57,0,0,3,0,0,0,0,0,0,3,6,0,42,0,0,0,3,9,3,66,3,0,0,0,0,4,3,3,0,16,10,0,3,0,0,35,0,4,0,66,16,0,13,12,4,3,0,12,0,64,4,0,0,0,4,3,24,3,0,35,0,3,3,0,3,3,0,0,0,16,0,3,0,0,3,0,0,0,0,5,4,0,0,0,0,6,0,3,0,8,3,14,3,0,8,0,0,0,0,28,0,4,3,0,4,0,0,7,0,25,4,5,3,8,7,0,0,6,0,32,11,61,0,13,11,0,0,0,0,91,6,38,6,44,3,0,3,5,0,101,3,11,0,4,0,0,0,3,0,20,3,6,8,0,3,0,0,5,0,28,7,3,12,0,8,0,11,4,10,50
