UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL221010,88,0,0,0,0,93,100,0,0,0,0,100,19,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,4,234,0,0,0,0,238
UCL221011,79,0,0,4,0,84,78,0,0,0,3,86,13,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,19,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,44,0,0,0,0,0,0,13,0,0,0,0,13,209,11,0,5,3,225
UCL221012,61,0,0,0,0,61,91,0,0,0,0,91,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,166
UCL221013,50,0,0,0,0,50,86,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,4,0,149
UCL221014,55,0,0,0,0,55,127,0,0,0,0,127,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,5,208,0,0,0,0,208
UCL221015,143,3,0,4,0,154,86,3,0,0,0,88,72,4,0,0,0,79,0,0,0,0,0,0,14,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,89,9,0,0,0,98,3,0,0,0,0,3,12,0,0,0,0,9,329,14,0,8,0,352
UCL221016,51,0,0,0,0,51,115,0,0,0,0,112,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,179,0,0,0,0,181
UCL221017,133,0,0,6,0,144,125,0,0,0,0,122,21,0,0,0,0,21,0,10,0,0,0,8,18,3,0,0,0,21,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,40,8,3,3,0,54,0,0,0,0,0,0,9,0,0,0,0,9,304,14,6,7,0,328
UCL221018,243,0,0,0,0,240,112,0,0,0,0,112,28,3,4,0,0,34,5,4,0,0,0,8,20,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,58,5,3,0,0,70,0,0,0,0,0,0,10,0,0,0,0,14,418,14,3,3,0,438
UCL221019,265,0,0,8,0,272,200,0,0,0,0,203,29,0,0,0,0,32,9,0,0,0,0,8,27,0,0,4,0,34,0,0,4,0,0,4,4,0,0,9,0,13,6,0,0,0,0,3,74,0,11,13,0,94,4,0,0,0,0,4,23,0,3,0,0,24,566,0,9,17,0,601
UCL221020,189,3,0,0,0,189,100,3,0,3,0,99,22,0,0,0,0,22,5,0,0,0,0,3,13,0,0,0,0,16,3,0,0,0,3,5,3,0,0,0,0,5,7,0,0,0,5,7,46,0,0,0,12,61,3,0,0,0,4,7,15,0,0,0,6,20,351,7,0,3,21,377
UCL221021,126,0,0,0,0,125,96,0,0,0,0,96,38,0,0,0,0,38,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,61,0,0,0,0,61,0,0,0,0,0,0,4,0,0,0,0,4,289,0,0,0,0,289
UCL221022,162,0,0,0,0,166,96,0,0,0,0,103,67,0,0,0,0,67,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,97,0,0,0,0,97,0,0,0,0,0,0,9,0,0,0,0,13,376,0,4,0,0,374
UCL221023,79,0,0,0,4,84,51,0,0,0,4,51,4,0,0,0,0,4,0,8,0,0,0,7,15,0,0,0,0,19,0,3,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,5,32,9,0,0,0,46,0,0,0,0,0,3,4,0,0,0,3,4,163,9,0,4,10,193
UCL221024,137,0,0,8,0,146,74,0,0,4,0,86,14,0,0,0,0,21,5,0,15,0,0,20,19,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,0,24,3,0,67,4,0,0,0,0,6,17,0,3,3,0,16,267,4,22,25,3,325
UCL221025,167,0,0,0,0,168,99,0,0,0,0,95,36,0,0,0,0,36,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,327,0,0,3,0,331
UCL221026,150,0,0,0,0,154,147,0,0,0,0,152,11,0,0,3,0,14,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,40,0,0,0,0,0,0,11,0,0,0,0,11,355,0,0,4,0,359
UCL221027,140,3,3,3,0,146,80,0,0,0,0,82,16,0,3,0,0,19,0,8,3,0,0,6,24,3,0,0,0,25,0,6,0,0,0,4,6,0,0,0,0,7,4,3,0,0,0,8,54,15,4,0,0,72,0,0,0,0,0,0,4,3,0,0,0,11,278,17,10,6,0,310
UCL221028,109,0,0,0,4,109,65,0,0,0,0,65,37,0,0,0,0,37,6,0,0,0,0,6,29,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,7,78,3,0,0,0,83,0,0,0,0,0,0,23,7,0,11,0,38,273,12,0,12,3,292
UCL221029,131,0,0,10,0,145,91,0,0,6,0,92,11,0,0,0,0,15,7,0,0,0,0,7,24,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,3,0,47,0,0,0,0,0,0,13,0,0,8,0,20,279,0,3,21,0,300
UCL221030,146,0,0,0,0,152,47,0,0,3,0,55,19,0,3,0,0,18,0,0,0,0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,230,0,3,3,0,238
UCL221031,89,0,0,0,0,89,115,0,0,0,0,115,13,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,228,0,0,0,0,228
UCL221032,152,0,3,38,0,189,123,0,0,0,0,123,71,0,0,0,0,70,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,0,0,90,0,0,6,0,99,0,0,0,0,0,3,16,0,0,3,0,16,384,0,3,43,0,437
UCL221033,73,0,0,0,0,73,116,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,208,0,0,0,0,208
UCL221034,69,0,0,0,0,72,86,0,0,0,3,92,13,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,186,0,0,3,3,189
UCL221035,125,0,0,0,0,125,49,0,0,0,0,49,18,0,0,0,0,18,3,0,0,0,0,6,15,0,0,0,0,11,0,0,0,0,0,0,9,0,3,0,0,7,0,0,0,0,0,0,40,0,7,0,0,43,0,0,0,0,0,0,11,0,0,0,0,7,222,0,4,0,0,229
UCL221036,60,0,0,0,0,60,150,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,225,0,0,0,0,225
UCL221037,135,0,0,3,0,140,79,0,0,3,0,79,8,0,0,0,0,8,0,0,3,0,0,3,33,0,0,0,0,33,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,41,0,3,4,0,52,0,0,0,0,0,0,16,0,4,0,0,21,269,0,6,14,4,293
UCL221038,90,0,0,0,0,90,136,0,0,0,0,135,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,238,5,0,0,0,248
UCL221039,140,0,0,0,0,143,59,0,0,0,0,62,8,0,3,0,0,9,0,0,0,0,0,0,24,0,4,0,0,24,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,44,0,3,0,0,45,0,0,0,0,0,0,5,0,0,0,0,5,251,0,3,5,0,263
UCL221040,113,0,0,0,0,114,230,0,0,0,0,232,20,0,4,0,0,31,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,39,4,0,0,0,0,4,8,0,0,0,0,15,390,0,3,3,0,403
UCL221041,74,0,0,0,0,73,162,0,0,0,0,167,8,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,16,3,0,0,0,0,3,11,0,0,0,0,11,268,0,0,3,0,268
UCL221042,118,0,0,0,0,118,104,0,0,0,0,106,22,0,0,0,0,21,11,0,0,0,0,11,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,48,0,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,3,280,0,0,0,0,280
UCL221043,98,0,0,0,0,97,59,0,0,0,3,67,38,0,0,0,0,39,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,60,3,0,0,0,0,3,13,0,0,0,0,13,234,0,0,0,3,238
UCL221044,56,0,3,0,0,58,112,0,0,0,0,115,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,189,0,3,0,0,193
UCL221045,233,0,4,3,0,241,92,0,0,0,0,92,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,43,0,0,0,0,43,0,0,0,0,0,0,17,0,0,0,0,17,387,0,4,3,0,395
UCL221046,240,9,0,4,0,249,105,0,0,0,0,110,19,3,0,0,0,19,0,3,0,0,0,4,23,9,0,0,0,36,4,0,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,61,13,0,0,0,71,3,0,0,0,0,3,12,0,0,0,0,13,412,25,0,7,0,445
UCL221047,75,0,0,0,0,75,126,0,0,4,0,130,16,0,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,35,0,0,0,0,0,3,10,0,0,0,0,10,238,0,0,5,0,250
UCL221048,43,0,0,9,0,55,179,0,0,0,0,181,38,0,0,0,0,38,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,53,0,0,0,0,0,0,9,0,0,0,0,9,286,0,0,15,0,295
UCL221049,51,0,0,0,0,51,95,0,0,0,0,95,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,169,0,0,3,0,168
UCL221050,251,0,0,0,0,256,129,0,0,0,0,131,64,3,0,4,0,72,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,86,3,0,4,3,93,0,0,0,0,0,0,7,0,0,0,3,9,476,7,3,5,10,495
UCL221051,70,0,0,0,0,72,122,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,200,0,0,4,0,206
UCL221052,123,0,0,0,0,123,90,0,0,0,0,90,19,3,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,20,0,5,0,0,0,5,4,0,0,0,0,6,4,0,0,0,0,0,40,13,0,0,0,60,0,3,0,0,0,3,6,0,0,0,0,12,263,16,0,0,0,284
UCL221053,145,0,0,0,0,149,89,0,0,3,0,89,34,0,4,0,0,38,3,0,0,0,0,3,17,0,0,0,0,18,0,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,55,0,4,0,0,63,0,0,0,0,0,0,14,0,0,0,0,16,300,3,4,6,3,318
UCL221054,63,3,0,0,0,66,77,3,0,0,0,77,11,10,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,10,0,0,0,37,0,0,0,0,0,0,5,0,0,0,0,4,165,19,3,0,0,186
UCL221055,113,0,0,0,0,115,137,0,0,0,0,138,11,3,0,0,0,16,4,0,0,0,0,4,11,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,4,0,0,34,3,0,0,0,0,3,10,0,0,0,0,14,293,9,3,0,0,304
UCL221056,158,0,0,0,0,158,71,0,0,0,0,71,15,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,249,0,0,0,0,249
UCL221057,110,0,0,0,0,114,99,0,0,0,0,102,14,0,0,0,0,14,0,3,0,0,0,5,19,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,3,0,35,0,0,0,0,0,0,8,0,0,0,0,6,253,5,0,3,0,261
UCL221058,59,0,0,0,0,63,151,0,0,0,0,151,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,12,0,0,0,0,12,242,0,0,0,0,240
UCL221059,83,3,0,0,0,85,76,3,0,0,0,85,28,0,0,0,0,31,0,0,0,0,0,0,13,3,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,48,4,0,0,0,51,3,0,0,0,0,3,12,0,0,0,0,18,222,13,0,0,4,242
UCL221060,159,3,0,0,0,168,54,0,0,0,0,54,9,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,7,244,3,0,3,0,253
UCL221061,66,0,0,28,0,91,95,0,0,0,0,102,23,3,0,0,3,24,0,0,0,0,0,0,21,0,0,4,0,25,0,0,0,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0,41,3,0,66,3,110,0,0,0,0,0,0,6,0,0,3,0,11,214,3,0,101,3,320
UCL221062,192,3,0,8,0,201,107,0,0,0,0,108,36,0,3,0,0,36,3,3,0,0,0,6,20,7,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,12,3,0,0,0,0,3,61,6,3,10,0,86,0,0,0,0,0,0,24,0,0,0,0,21,387,9,3,16,3,420
UCL221063,116,0,0,0,0,120,58,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,4,27,0,0,0,0,29,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,41,0,3,0,0,42,0,0,0,0,0,0,10,0,0,0,0,12,224,4,3,3,0,236
UCL221064,46,0,0,0,0,46,151,0,0,0,0,153,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,8,222,0,0,0,0,220
UCL221065,70,0,0,0,0,77,107,0,0,0,0,108,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,15,0,0,0,0,0,0,6,0,0,0,0,6,199,0,0,0,0,201
UCL221066,67,0,0,0,3,70,78,0,0,0,0,81,10,7,0,0,0,15,0,0,0,0,0,0,19,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,7,3,3,0,45,0,0,0,0,0,0,6,0,0,0,0,6,189,7,6,3,3,200
UCL221067,107,0,0,0,0,104,112,0,0,0,0,112,42,0,0,0,0,42,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68,0,0,0,0,0,0,8,0,0,0,0,8,292,0,0,0,0,293
UCL221068,153,3,0,7,0,159,107,0,0,0,0,109,39,6,0,0,0,43,0,5,0,0,0,6,26,3,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,76,9,0,0,0,83,0,0,0,0,0,0,10,4,0,0,0,15,353,17,0,5,0,373
UCL221069,160,0,0,0,0,155,339,0,0,0,0,343,12,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,3,0,0,0,0,3,15,0,0,0,0,15,545,0,3,0,0,545
UCL221070,152,0,0,0,3,159,87,0,0,0,0,89,35,0,0,0,0,31,0,0,3,0,0,3,19,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,65,0,4,0,0,70,0,0,0,0,0,0,12,0,0,0,0,12,320,0,4,0,3,327
UCL221071,49,0,0,0,0,55,90,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,152
UCL221072,126,3,0,0,3,131,97,0,0,3,0,98,20,0,0,3,0,25,0,0,0,0,0,0,16,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,0,3,5,0,48,0,0,0,5,0,5,6,0,0,0,0,10,264,5,4,17,5,298
UCL221073,124,0,0,0,0,126,74,0,0,0,0,72,17,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,44,0,0,0,0,44,4,0,0,0,0,4,3,0,0,0,0,3,249,0,0,0,0,250
UCL221074,163,0,0,0,0,164,84,0,0,0,0,89,34,0,0,0,0,33,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,64,3,0,0,0,0,3,15,0,0,0,0,11,330,0,0,3,4,336
UCL221075,120,0,0,4,0,122,73,0,0,0,0,73,24,0,0,0,0,24,0,9,0,0,0,9,25,0,0,0,0,22,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,47,9,0,4,0,60,6,0,0,0,0,6,7,0,0,0,0,4,251,6,0,8,3,269
UCL221076,55,0,0,0,0,57,103,0,0,0,0,103,12,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,8,194,0,3,0,0,200
UCL221077,136,0,0,14,3,151,69,0,0,0,0,69,20,0,0,0,0,23,7,0,5,0,0,11,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,0,10,0,0,45,6,0,0,0,0,6,12,0,0,0,0,14,257,0,12,14,9,289
UCL221078,87,10,0,43,0,135,54,4,0,4,0,65,20,8,0,0,0,30,0,0,0,0,0,0,13,5,0,3,0,16,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,31,9,0,14,0,57,0,0,0,0,0,3,0,0,0,6,0,6,177,23,0,57,0,261
UCL221079,84,0,0,0,0,84,147,0,0,0,0,147,24,0,7,0,0,30,34,3,0,0,0,37,12,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,3,8,0,0,89,0,0,0,0,0,0,8,0,0,0,0,8,317,3,10,0,0,329
UCL221080,137,0,0,3,0,142,49,0,0,0,0,54,8,0,0,0,0,5,0,0,5,0,0,6,25,0,0,0,0,23,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,34,4,4,0,0,48,0,0,0,0,0,0,4,0,3,0,0,11,238,3,3,9,0,251
UCL221081,126,0,0,9,0,136,125,0,0,4,0,132,36,0,0,0,0,37,0,0,0,0,0,0,32,3,0,0,0,41,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,69,20,0,0,0,88,4,4,0,0,0,6,14,0,0,0,0,10,334,24,0,11,0,371
UCL221082,91,0,3,0,0,96,79,0,0,0,0,77,15,3,0,0,0,16,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,4,0,0,44,0,0,0,0,0,0,6,0,0,0,0,11,214,6,12,0,0,232
UCL222001,51,0,0,0,0,54,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,86
UCL222002,52,0,0,0,0,52,71,0,0,0,3,68,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,3,136
UCL222003,26,0,0,0,0,26,44,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,92,0,0,0,0,91
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,36,0,0,0,0,38,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,89,0,0,0,0,88
UCL222006,58,0,0,0,0,58,62,0,0,0,0,62,7,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,134,0,0,0,0,135
UCL222007,28,0,0,0,0,28,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,80,0,0,0,0,80
UCL222008,44,0,0,0,0,44,44,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,3,0,0,0,0,3,113,0,0,0,0,111
UCL222009,61,0,0,3,3,70,39,0,0,0,0,38,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,3,0,17,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,3,0,22,0,0,0,0,0,0,7,0,0,0,0,7,133,0,0,7,3,141
UCL222010,40,0,0,0,0,40,49,0,0,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,102
UCL222011,39,0,0,0,0,39,55,0,0,0,0,58,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,107,0,0,0,0,105
