UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL215009,0,3,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,9,3,0,3,0,0,14,6,4,0,0,3,0,0,20,0,0,0,0,0,0,0,0,11,11,3,0,9,0,0,39
UCL215010,0,4,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,11,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,11,3,0,37,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,3,9,11,3,0,42
UCL215011,4,6,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,3,0,21,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,9,5,0,3,3,0,30,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,16,11,5,3,3,0,44
UCL215012,12,15,9,10,9,3,0,51,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,21,14,10,16,3,0,92,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,6,0,0,3,0,0,0,6,21,24,14,14,19,5,0,103,9,4,4,3,3,0,0,18,0,0,0,0,0,0,0,0,32,27,19,15,23,5,0,120
UCL215013,7,6,0,0,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,3,5,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,9,3,11,0,5,45,16,7,4,4,3,0,0,37,0,0,0,0,0,0,0,0,28,16,12,3,14,0,5,84
UCL215014,0,0,3,0,3,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,3,3,3,4,3,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,6,3,4,7,3,0,27,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,8,3,3,9,3,0,36
UCL215015,3,17,10,8,11,3,0,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,23,20,13,16,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,20,13,16,3,0,71,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,6,26,21,12,14,3,0,88
UCL215016,10,18,12,5,14,0,0,64,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,32,23,15,32,3,3,124,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,7,4,3,0,3,0,0,0,11,22,32,21,19,32,3,3,139,25,26,9,7,6,3,0,80,0,0,0,0,0,0,0,0,48,60,28,26,41,3,3,219
UCL215017,3,12,8,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,5,8,3,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,11,7,11,8,3,3,46,6,3,3,3,3,4,0,19,0,0,0,0,0,0,0,0,9,12,12,11,11,4,3,67
UCL215018,9,17,7,6,11,6,0,61,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,11,24,14,16,19,9,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,24,14,17,16,9,0,92,16,18,5,4,3,0,0,51,0,0,0,0,0,0,0,0,27,46,23,17,17,9,3,146
UCL215019,3,9,7,10,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,14,14,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,8,14,14,3,0,57,4,8,4,7,5,0,0,32,0,0,0,0,0,0,0,0,9,19,16,20,20,3,0,84
UCL215020,0,4,0,3,0,0,0,9,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,9,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,5,3,10,11,7,4,0,0,29,7,3,6,7,0,0,0,27,0,0,0,0,0,0,0,4,15,10,12,10,4,3,0,60
UCL215021,3,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,6,3,3,10,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,9,0,0,30,3,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,9,11,3,3,13,0,0,49
UCL215022,15,26,17,7,11,4,0,77,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,37,18,17,34,11,0,135,0,4,0,3,3,0,0,13,4,4,7,0,6,0,0,17,3,6,4,3,4,0,0,29,20,44,24,22,36,15,0,164,58,49,18,11,22,3,5,171,0,0,0,0,0,0,0,0,83,94,50,33,56,17,4,340
UCL215023,4,8,4,8,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,7,3,0,0,29,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,10,7,7,3,0,0,34,6,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,12,15,12,9,4,0,0,53
UCL215024,8,8,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,3,3,10,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,10,4,10,0,0,36,11,8,4,3,0,0,0,29,0,0,0,0,0,0,0,0,18,23,9,5,13,0,0,70
UCL215025,0,5,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,12,0,0,27,11,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,12,6,3,12,0,0,44
UCL215026,8,25,21,16,13,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,39,30,28,26,5,0,143,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,9,0,4,4,0,0,0,0,16,16,42,39,26,25,5,0,158,20,25,17,5,15,0,0,81,0,0,0,0,0,0,0,0,38,71,55,35,40,8,0,237
UCL215027,6,15,9,8,10,0,0,38,0,3,3,0,0,0,0,6,0,0,0,4,0,0,0,6,6,16,11,10,11,0,3,61,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,8,3,4,3,0,0,0,0,7,9,25,13,10,15,0,3,71,14,6,7,5,3,0,0,48,0,0,0,0,0,0,0,0,25,30,19,15,18,0,3,116
UCL215028,8,16,18,8,16,0,0,63,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,18,21,10,23,0,0,89,0,3,0,0,0,0,0,7,0,4,3,0,0,0,0,5,0,4,3,0,0,0,0,8,8,26,21,11,25,0,0,99,19,15,12,8,3,0,0,56,0,0,0,0,0,0,0,0,28,41,31,15,27,0,3,151
UCL215029,12,4,9,5,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,14,3,9,4,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,11,14,3,11,4,4,61,10,15,13,3,3,0,0,41,0,0,0,0,0,0,0,0,30,27,23,7,11,3,4,104
UCL215030,0,3,4,4,3,0,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,8,10,5,0,3,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,4,4,3,8,6,5,0,3,35,10,7,8,3,7,0,0,36,0,0,0,0,0,0,0,0,13,13,15,13,13,0,3,69
UCL215031,3,10,3,3,3,0,0,24,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,10,6,0,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,11,0,0,30,8,8,6,0,3,0,0,23,0,0,0,0,0,0,0,0,12,20,13,0,8,0,0,50
UCL215032,9,10,10,4,12,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,21,25,5,18,0,3,84,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,5,0,4,3,0,0,0,0,7,10,21,34,10,18,0,3,94,21,9,3,8,11,0,0,55,0,0,0,0,0,0,0,0,33,36,37,16,29,0,3,147
UCL215033,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,9,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,3,3,9,3,0,37,7,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,16,17,4,3,12,3,0,48
UCL215034,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,6,0,9,3,11,4,0,29,4,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,5,9,5,11,4,0,39
UCL215035,0,7,3,7,4,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,32,7,3,4,6,0,0,0,18,0,0,0,0,0,0,0,0,5,9,9,11,11,0,0,52
UCL215036,6,16,7,3,5,0,0,24,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,17,9,13,4,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,9,9,4,0,0,46,8,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,8,22,10,17,12,0,0,66
UCL215037,0,5,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,3,0,0,25,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,12,10,5,5,0,0,31,18,17,9,3,3,0,0,45,0,0,0,0,0,0,0,0,21,28,16,5,7,3,0,77
UCL215038,6,3,7,6,3,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,13,5,5,3,0,39,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,13,7,9,10,8,9,3,0,47,12,8,3,3,3,0,0,35,0,0,0,0,0,0,0,0,24,15,20,6,15,3,0,80
UCL215039,3,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,11,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,12,7,0,0,33,9,14,3,3,0,0,0,36,0,0,0,0,0,0,0,0,17,19,13,16,10,0,0,66
UCL215040,3,13,7,8,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,17,8,20,0,0,66,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,8,8,22,14,8,20,0,0,78,24,19,3,10,8,0,0,58,0,0,0,0,0,0,0,0,29,39,23,19,24,3,0,133
UCL215041,4,16,13,0,8,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,13,10,5,4,4,60,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,8,23,13,10,5,4,4,61,14,20,7,0,0,0,0,42,0,0,0,0,0,0,0,0,21,37,23,8,5,4,4,102
UCL215042,7,10,12,7,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,12,7,5,0,0,46,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,6,0,7,3,0,0,0,0,14,11,22,14,4,8,0,0,60,8,5,5,6,3,0,0,34,0,0,0,0,0,0,0,0,16,26,22,13,12,3,0,88
UCL215043,7,8,11,9,18,0,0,53,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,5,7,27,18,14,30,6,0,105,0,4,0,0,0,0,0,12,3,3,0,0,4,0,0,12,3,9,3,0,9,0,0,23,11,33,25,16,37,7,0,129,26,39,6,11,7,3,0,99,0,3,0,3,0,0,0,6,38,79,28,31,42,10,0,233
UCL215044,15,27,9,10,17,4,0,87,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,40,18,30,39,14,0,162,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,6,20,46,23,30,39,14,0,167,13,22,19,6,8,0,0,72,0,0,0,0,0,0,0,0,33,65,41,37,49,15,0,244
UCL215045,0,7,7,3,11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,11,0,0,43,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,3,9,14,4,12,3,3,51,9,10,7,3,0,0,0,31,0,0,0,0,0,0,0,0,13,22,22,10,16,5,3,81
UCL215046,3,3,5,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,9,9,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,9,7,9,6,0,39,11,3,3,0,0,0,0,25,0,0,0,0,0,0,0,0,15,12,9,6,11,6,0,62
UCL215047,7,5,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,3,9,3,0,48,0,3,0,0,0,0,0,8,0,6,3,0,0,0,0,12,0,10,3,3,0,0,0,15,12,19,21,3,12,3,0,65,13,18,11,3,3,4,0,43,0,0,0,0,0,0,0,0,22,36,27,9,13,3,0,114
UCL215048,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,25
UCL215049,0,10,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,3,7,3,0,45,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,21,11,3,7,3,0,47,3,10,3,0,4,0,0,22,0,0,0,0,0,0,0,6,8,26,13,8,10,7,0,76
UCL215050,8,29,14,14,10,3,0,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,32,21,21,21,9,3,116,0,3,0,0,4,0,0,11,0,4,3,3,0,0,0,14,0,6,3,3,5,0,0,27,16,40,25,21,24,6,3,141,33,37,11,10,6,0,0,100,0,0,0,0,0,0,0,0,46,74,41,36,30,10,3,242
UCL215051,3,7,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,4,3,0,0,22,6,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,8,9,6,4,0,0,38
UCL215052,3,29,11,3,16,0,0,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,40,15,11,23,4,3,106,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,8,5,44,23,14,23,4,3,112,7,9,10,4,8,0,0,37,0,0,0,0,0,0,0,4,16,50,28,21,29,7,3,149
UCL215053,11,11,0,3,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,10,3,9,3,0,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,8,13,23,7,5,14,3,0,63,21,16,10,5,15,0,0,67,0,0,0,0,0,0,0,0,35,38,19,13,27,3,0,127
UCL215054,7,16,3,3,7,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,7,20,3,0,64,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,10,7,20,8,12,23,3,0,72,15,7,9,5,3,0,0,44,0,0,0,0,0,0,0,3,24,32,20,12,23,0,0,119
UCL215055,4,12,3,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,4,12,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,16,6,4,18,3,0,54,4,8,5,0,0,0,0,19,0,0,0,0,0,0,0,0,16,26,11,9,15,3,0,76
UCL215056,9,4,12,7,4,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,11,10,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,11,10,3,0,0,51,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,16,10,10,3,0,0,57
UCL215057,3,12,8,0,8,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,7,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,7,7,15,0,0,50,0,0,5,3,5,4,0,17,0,0,0,0,0,0,0,0,5,17,14,9,14,3,0,67
UCL215058,3,19,10,10,10,3,0,53,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,8,20,15,14,19,3,3,78,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,27,15,14,24,3,3,81,21,22,8,7,3,3,0,57,5,0,0,0,0,0,0,5,30,44,17,21,23,4,3,148
UCL215059,3,7,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,6,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,6,11,0,0,40,11,10,4,3,5,0,0,31,0,0,0,0,0,0,0,0,16,15,13,9,15,3,0,74
UCL215060,4,13,6,11,10,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,12,10,17,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,18,12,10,17,3,0,66,6,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,13,23,11,11,17,3,0,81
UCL215061,0,6,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,0,0,25,6,4,5,8,0,0,0,30,0,0,0,0,0,0,0,0,8,10,6,12,7,0,0,47
UCL215062,8,26,15,6,13,5,0,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,34,19,11,22,7,0,102,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,15,0,3,6,0,3,0,0,15,12,39,19,16,29,7,0,121,30,27,14,8,9,0,0,97,0,0,3,0,0,0,0,3,47,70,36,22,40,6,0,226
UCL215063,3,13,9,8,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,15,5,0,0,46,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,12,0,3,0,3,3,0,0,13,4,15,14,14,9,0,0,62,19,21,9,7,4,0,0,57,0,0,0,0,0,0,0,4,23,41,24,22,16,0,0,121
UCL215064,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,4,10,0,3,3,0,0,22,5,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,10,10,3,3,6,0,0,35
UCL215065,4,16,7,6,9,0,0,37,3,0,0,0,0,0,0,3,4,0,0,0,3,0,0,4,7,17,16,13,11,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,17,13,11,3,0,60,19,10,10,0,4,0,0,41,0,0,0,0,0,0,0,0,22,24,27,8,16,3,0,107
UCL215066,0,14,10,8,12,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,17,19,3,0,80,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,4,3,0,0,0,0,7,3,26,22,17,23,3,3,89,3,5,4,8,0,0,0,22,0,0,0,0,0,0,0,0,4,33,22,19,20,3,3,109
UCL215067,4,11,4,10,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,13,17,11,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,13,17,11,3,0,67,5,7,4,5,3,0,0,30,0,0,0,0,0,0,0,0,14,25,15,17,11,6,0,95
UCL215068,9,20,0,4,5,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,5,12,18,0,0,65,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,10,23,8,15,15,4,0,78,41,47,27,16,16,0,0,152,0,0,0,0,0,0,0,3,52,71,34,33,33,4,0,229
UCL215069,7,12,13,7,7,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,17,7,14,0,3,79,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,24,17,7,17,0,3,78,4,9,0,3,3,3,0,25,0,0,0,0,0,0,0,0,10,30,17,15,20,7,3,106
UCL215070,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,18,5,6,11,3,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,9,18,12,6,7,3,0,54,27,33,13,5,6,0,0,80,0,0,3,0,0,0,0,4,31,52,24,15,18,3,3,140
UCL215071,4,14,9,4,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,20,11,12,18,0,0,63,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,4,17,13,12,19,0,0,67,11,17,6,10,6,3,0,60,0,0,0,0,0,0,0,0,17,42,21,17,27,4,0,130
UCL215072,11,18,13,5,8,6,0,56,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,31,15,8,14,10,4,98,0,3,0,0,6,0,0,8,0,0,0,0,3,0,0,3,0,3,0,0,10,0,0,9,15,32,15,10,26,10,4,112,25,17,8,4,7,3,0,54,0,0,0,0,0,0,0,0,34,49,23,14,31,15,4,170
UCL215073,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,17,9,10,3,4,0,0,0,21,0,0,0,0,0,0,0,0,15,12,4,4,10,3,0,41
UCL215074,0,13,9,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,29,18,10,17,0,0,71,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,8,6,33,18,7,20,0,0,83,8,10,7,3,5,0,0,31,0,0,0,0,0,0,0,0,14,37,23,9,21,4,0,110
UCL215075,5,3,6,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,8,0,0,29,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,6,3,6,0,0,32
