UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215043,0,0,3,5,0,3,0,0,12,0,0,5,0,3,0,0,0,7,11,50,30,39,37,35,19,7,224,12,28,15,17,17,12,10,0,117,8,9,9,13,4,3,0,0,47,0,7,3,3,3,3,0,3,26,0,4,13,4,5,9,4,0,39,0,13,13,13,13,8,3,3,58,7,3,3,3,3,3,4,0,24,0,4,0,0,4,0,0,0,9,7,11,4,6,8,3,0,0,46,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,15,25,21,17,23,19,23,16,5,149,76,146,120,128,119,107,55,23,783,0,3,4,0,5,0,0,0,14,0,0,0,3,3,0,0,0,5,0,0,0,4,4,0,3,3,17,0,0,3,0,0,0,0,0,3,0,4,4,3,3,0,0,0,14,7,32,7,27,21,24,9,0,125,9,13,17,11,23,13,8,3,95,7,19
UCL215044,0,3,9,4,5,6,0,0,24,0,9,7,6,0,0,0,0,23,17,28,38,51,37,49,31,13,268,9,23,15,21,23,10,13,3,115,3,12,10,4,10,4,10,3,59,3,8,7,8,3,6,5,0,40,0,7,13,12,16,14,3,3,72,9,21,17,22,16,19,3,3,111,10,14,16,28,15,9,6,3,90,0,3,27,7,3,7,0,0,46,5,13,19,4,7,5,0,6,57,0,0,0,0,0,0,0,0,5,0,3,8,3,0,0,3,0,21,36,27,33,36,26,31,29,11,235,91,165,224,203,166,167,101,44,1158,0,4,9,3,4,0,0,0,23,0,3,3,0,3,0,0,0,10,0,4,3,0,0,0,3,0,16,0,3,8,3,0,0,0,0,13,0,0,4,3,7,3,0,0,16,7,22,32,47,33,27,18,9,189,4,31,36,25,33,31,11,6,170,5,42
UCL215045,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,22,22,30,32,16,3,3,134,5,12,14,4,9,7,0,0,47,0,3,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,11,0,0,3,3,0,0,0,0,14,4,7,5,4,10,3,0,0,35,3,0,3,3,7,4,0,0,19,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,11,3,4,8,13,8,5,3,61,32,64,68,60,78,41,12,3,352,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,6,3,4,6,0,0,0,0,0,11,3,13,5,13,18,9,0,0,58,3,10,6,5,9,4,0,0,44,3,12
UCL215046,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,16,13,18,13,7,6,0,85,10,9,10,4,10,4,0,0,52,0,7,3,0,0,0,0,0,13,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,7,5,10,6,0,0,38,16,41,41,39,41,32,8,0,228,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,12,9,8,9,5,0,0,36,0,5,8,3,3,3,0,0,31,5,13
UCL215047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,29,19,19,14,10,3,0,101,11,9,12,9,4,0,3,0,42,0,12,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,3,0,0,4,3,0,3,0,0,15,0,7,3,0,4,0,3,0,16,3,3,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,14,9,13,4,10,0,61,31,79,58,47,44,24,20,0,298,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,3,7,9,3,0,0,40,6,4,4,4,7,0,0,0,26,11,23
UCL215048,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,11,9,14,3,3,47,0,6,8,6,13,5,0,0,40,0,0,0,0,3,4,0,0,10,0,0,7,0,0,3,0,0,13,0,3,0,3,3,10,0,0,21,0,8,6,6,6,13,3,0,43,0,0,7,4,8,7,0,0,23,0,0,0,0,3,0,3,0,6,0,12,5,9,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,3,14,7,8,0,50,8,44,37,43,63,65,27,6,296,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,13,16,3,4,47,0,4,5,9,18,13,4,0,51,0,11
UCL215049,0,0,3,8,14,0,4,0,31,0,4,8,3,0,4,0,0,14,9,17,32,39,52,47,18,3,214,6,9,24,16,11,13,3,0,80,0,9,11,7,11,8,4,0,40,3,9,9,12,8,4,0,0,40,0,0,5,12,12,14,4,0,55,0,4,29,22,24,19,7,0,110,0,0,13,22,9,6,0,0,48,3,3,8,6,0,3,0,0,22,4,3,3,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,6,17,7,18,18,20,17,10,0,102,38,61,157,173,163,133,58,4,790,0,4,9,5,3,0,0,0,29,0,0,0,4,0,0,0,0,7,0,0,0,6,4,0,3,0,10,0,0,0,4,5,3,0,0,8,0,0,0,3,0,0,0,0,11,3,23,25,26,25,18,4,0,119,4,9,26,26,45,29,3,0,150,3,7
UCL215050,0,0,3,0,0,0,0,0,4,0,4,0,3,3,0,0,0,15,27,63,54,59,55,46,32,6,343,8,41,17,17,26,10,7,3,128,3,10,11,7,3,3,0,0,37,0,5,3,11,8,4,6,0,35,0,5,11,6,7,13,3,0,39,0,9,10,5,11,3,3,0,44,3,9,8,3,9,4,5,0,44,0,3,0,0,0,3,0,0,10,3,13,10,6,8,6,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,14,33,23,18,29,28,27,29,9,179,82,186,154,148,152,121,86,21,943,0,10,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,8,5,5,0,5,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,12,9,4,0,0,0,0,27,15,34,17,28,32,17,15,3,152,6,17,25,22,21,18,11,0,123,3,38
UCL215051,0,0,4,4,4,10,0,0,16,0,0,0,0,0,0,0,0,4,0,11,8,16,23,26,8,3,103,3,3,3,3,13,7,8,0,37,0,0,3,3,3,0,0,0,14,0,0,0,3,4,3,0,0,16,0,0,7,3,13,12,3,0,27,0,0,3,9,7,13,4,0,33,0,0,3,5,11,13,4,4,34,0,0,3,4,4,0,0,3,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,0,3,8,10,8,3,3,41,14,11,38,55,96,89,30,18,348,0,0,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,0,7,0,4,9,14,17,9,8,0,71,0,0,5,11,22,13,4,3,60,5,5
UCL215052,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,10,12,21,28,32,42,40,18,11,203,20,28,31,29,16,11,11,3,150,3,11,15,5,11,11,3,0,57,3,0,9,10,5,3,0,0,26,0,3,3,8,6,5,3,0,33,3,14,16,14,12,7,0,5,63,7,8,6,5,6,3,3,0,35,0,3,3,3,0,0,0,0,13,7,11,19,9,7,4,4,0,62,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,18,25,25,20,21,20,17,3,142,70,130,156,140,133,113,55,28,820,0,0,3,0,4,4,0,0,14,0,0,0,0,3,0,0,0,10,0,3,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,19,10,20,27,26,24,15,20,0,142,7,20,20,15,25,24,6,3,114,15,24
UCL215053,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,23,9,17,22,19,7,3,108,4,11,5,8,8,6,3,0,45,3,4,5,8,0,3,3,0,30,0,3,0,3,3,3,0,0,14,0,0,4,3,0,0,0,0,8,4,9,0,3,6,0,3,0,25,0,4,0,10,5,0,0,0,19,0,0,0,0,0,0,0,0,8,0,3,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,22,10,17,18,23,16,9,123,36,79,41,67,71,55,34,8,402,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,5,9,3,8,12,4,9,3,48,4,10,4,3,3,5,4,0,30,9,17
UCL215054,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,12,3,14,15,23,18,14,3,0,88,0,17,8,4,10,3,0,0,43,7,4,6,6,3,0,0,0,27,3,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,5,0,0,6,0,0,4,0,0,18,0,4,4,3,3,0,0,0,13,4,0,0,0,3,0,0,0,15,3,3,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,7,8,9,7,3,4,62,26,58,57,63,56,40,9,0,309,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,9,8,3,3,0,43,3,4,7,3,4,0,0,0,24,6,15
UCL215055,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,22,16,37,21,15,6,3,135,3,10,7,7,0,9,5,5,51,0,6,8,3,3,0,4,0,20,0,0,0,3,5,3,0,0,14,0,4,0,4,5,5,4,0,19,3,3,11,9,4,8,0,0,36,0,3,3,3,7,4,0,0,22,0,3,0,0,3,3,0,0,13,3,3,0,4,4,0,0,0,9,0,0,0,0,0,3,0,0,3,0,4,3,0,3,0,0,0,8,7,7,9,8,14,14,11,7,80,33,66,63,85,72,62,28,12,422,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,12,0,9,10,11,19,11,6,0,70,5,7,20,14,18,10,0,0,73,5,10
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,15,10,8,7,3,67,4,9,4,0,7,9,0,0,32,5,3,0,0,0,3,4,0,16,0,0,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,10,0,0,0,3,3,4,3,0,13,0,3,3,0,3,3,3,0,9,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,4,8,8,4,10,11,3,47,26,29,34,33,36,38,28,7,227,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,5,3,10,5,3,0,35,3,4,5,3,11,9,3,0,32,0,9
UCL215057,0,3,0,3,4,8,0,0,15,0,0,0,0,0,0,0,0,7,7,6,13,30,31,41,19,4,148,0,3,15,10,18,6,4,0,51,0,4,9,0,9,3,0,0,23,0,0,6,3,8,0,7,0,20,0,3,12,3,4,11,0,0,41,0,6,3,6,9,3,5,0,34,0,0,0,6,5,11,0,0,27,0,3,0,0,0,0,0,0,6,0,9,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,6,9,15,9,15,6,0,64,9,45,85,84,101,100,48,10,472,3,4,3,0,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,8,5,10,9,17,15,13,9,0,80,0,8,21,13,23,36,9,0,105,0,5
UCL215058,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,5,11,26,25,26,32,26,18,6,173,3,16,10,9,17,6,8,0,72,0,8,4,9,7,7,0,0,32,0,8,0,5,5,3,0,0,28,0,4,0,0,7,6,0,0,19,0,3,6,10,7,7,0,3,41,3,3,4,5,3,0,0,0,18,3,3,3,0,0,0,0,0,11,4,6,15,7,3,6,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,11,18,22,19,21,12,129,40,88,85,86,108,85,53,26,578,0,3,0,0,0,4,0,0,12,0,0,5,0,0,0,0,0,6,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,17,6,24,19,23,26,13,10,0,113,3,5,9,5,13,9,7,4,49,9,16
UCL215059,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,15,21,16,26,34,5,3,126,8,16,5,8,10,8,0,3,49,0,3,11,3,3,3,3,0,30,0,0,3,0,0,0,0,0,7,0,0,0,3,3,3,3,0,17,0,3,0,3,3,3,0,0,25,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,12,0,11,21,9,9,0,69,20,54,60,52,79,64,29,10,366,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,11,17,16,6,7,7,4,62,7,11,12,0,13,7,4,0,48,0,10
UCL215060,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,13,10,14,15,9,3,3,76,3,4,3,3,8,3,3,0,30,0,8,9,9,0,0,3,0,25,0,0,4,0,0,3,0,0,6,0,0,0,3,3,5,4,0,22,0,6,4,3,3,0,0,0,27,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,3,4,8,7,8,18,9,71,22,49,44,46,45,38,35,11,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,10,15,7,10,19,4,0,73,4,10,3,12,14,13,4,0,51,6,7
UCL215061,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,7,21,18,20,19,13,7,0,102,4,4,3,6,6,6,5,0,35,5,5,14,4,6,3,0,0,35,3,4,0,4,0,3,0,0,18,0,0,0,3,6,0,0,0,16,5,4,0,0,7,0,0,0,24,0,5,4,0,4,0,0,0,10,0,3,0,0,0,0,0,0,5,0,4,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,3,10,12,14,4,65,37,62,49,48,64,37,39,7,330,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,10,15,15,13,12,4,79,0,3,6,4,6,6,9,0,38,5,16
UCL215062,0,0,0,4,0,5,0,0,9,0,3,4,0,3,0,0,0,10,16,40,33,45,34,43,16,9,235,10,14,13,12,15,7,11,0,74,5,4,8,8,15,3,7,0,49,3,3,3,3,0,3,0,0,14,0,4,3,8,6,8,3,0,40,0,9,15,12,3,9,3,0,50,3,6,5,8,5,6,0,0,32,0,0,0,0,3,0,0,0,8,5,10,10,9,3,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,16,17,32,40,30,12,171,65,106,115,113,119,126,67,23,746,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,3,3,4,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,10,35,20,19,26,30,16,6,153,9,9,16,19,18,20,11,4,98,5,36
UCL215063,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,3,10,6,8,15,7,37,14,5,111,0,8,6,4,10,13,3,3,41,0,9,7,4,5,5,0,0,31,0,0,4,0,3,0,3,0,14,0,5,0,3,9,3,0,0,16,0,3,3,3,0,7,3,3,20,0,0,3,5,3,4,0,0,16,0,0,0,0,4,4,0,0,4,0,4,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,7,3,19,9,26,21,5,112,34,41,42,57,51,111,47,15,402,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,4,9,3,5,16,7,6,3,60,0,7,11,7,6,14,8,3,53,4,8
UCL215064,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,17,16,5,8,7,3,68,0,4,0,3,4,7,0,0,22,3,4,7,3,9,3,0,0,25,0,0,0,5,3,0,0,0,11,5,0,0,3,3,0,0,0,11,0,0,0,0,4,0,0,0,11,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,17,14,14,5,68,20,29,37,37,45,40,25,3,238,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,5,8,15,13,0,3,43,0,9,3,6,7,3,3,0,35,0,4
UCL215065,0,0,0,3,0,4,0,0,6,4,3,0,0,3,3,0,0,12,7,13,25,36,59,101,50,14,305,10,13,20,19,22,31,14,10,127,0,5,0,7,3,7,4,3,28,0,3,4,8,11,6,3,0,37,0,0,5,3,15,25,4,0,52,3,6,7,11,13,31,14,6,87,0,6,12,8,12,13,5,0,55,0,0,0,3,5,3,3,0,18,0,6,4,5,4,4,5,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,14,9,11,24,23,49,42,15,176,40,65,91,123,180,281,141,44,954,0,3,3,0,0,5,0,0,8,0,0,4,3,0,0,0,0,5,0,0,0,3,3,3,4,0,15,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,11,3,19,16,24,39,39,14,0,150,3,11,17,10,38,50,15,0,138,6,13
UCL215066,0,0,5,4,6,17,9,0,53,0,3,4,4,5,0,0,0,11,5,7,17,22,39,63,29,14,196,3,17,16,27,30,14,12,3,127,0,3,4,10,13,3,8,0,39,0,4,5,11,8,11,10,5,65,0,4,7,8,17,39,11,3,90,0,3,14,24,41,53,20,4,162,0,3,9,12,29,29,15,0,95,3,7,7,4,8,13,3,0,47,0,7,4,3,4,3,0,0,19,3,0,0,0,0,0,0,0,4,0,0,3,3,4,3,4,0,13,14,10,11,22,26,31,25,13,151,35,69,107,146,238,285,148,49,1073,0,5,8,6,6,5,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,15,0,3,3,0,4,0,0,0,14,0,0,0,3,0,3,3,0,16,0,20,30,37,48,60,39,16,250,6,9,12,26,78,74,36,10,255,3,12
UCL215067,0,0,11,8,5,8,0,0,34,0,0,0,0,0,0,0,0,3,0,19,25,23,24,24,16,9,135,5,30,20,12,19,12,3,4,101,4,7,9,3,9,13,3,0,44,0,0,5,6,7,7,0,3,33,0,6,12,4,16,7,7,0,50,0,5,19,18,19,16,9,0,85,0,5,3,14,13,16,3,0,49,0,0,3,0,8,3,0,0,16,6,11,6,6,6,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,11,13,20,12,25,28,20,17,152,27,100,132,107,162,143,59,33,759,0,4,3,3,3,0,0,0,18,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,4,0,11,0,0,4,0,0,0,0,0,8,0,0,0,3,5,0,0,0,14,3,11,30,26,45,34,13,8,170,3,21,22,20,37,35,12,3,139,0,17
UCL215068,0,3,3,0,4,0,0,0,8,0,4,3,0,0,0,0,0,3,5,31,18,16,25,23,3,7,138,3,16,3,9,10,9,7,0,55,0,10,8,16,11,3,0,0,43,0,0,0,0,4,3,0,0,9,0,6,3,3,8,3,3,0,26,0,9,6,6,9,7,0,0,36,6,4,3,4,5,0,0,0,25,0,4,4,0,0,0,0,0,5,0,0,6,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,24,17,25,29,25,33,27,13,188,40,106,81,95,106,81,43,22,578,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,4,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,5,0,3,14,3,0,0,0,0,16,0,23,10,6,14,12,3,3,75,3,10,11,11,12,11,4,0,62,10,26
UCL215069,0,0,0,3,9,9,0,0,23,0,0,6,4,0,0,0,0,17,13,35,59,75,71,48,12,6,323,13,34,26,22,15,9,0,0,115,0,4,9,4,0,0,0,0,16,3,3,0,6,8,0,0,0,24,0,0,10,15,18,11,0,0,53,4,10,9,27,22,11,3,3,88,3,0,4,10,15,8,3,0,39,4,0,0,6,6,6,0,0,26,3,3,4,4,6,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,15,3,15,17,9,4,4,0,76,57,98,144,200,176,101,33,8,817,0,6,6,9,3,3,0,0,30,0,0,3,3,0,0,0,0,7,0,4,3,0,0,3,0,0,10,0,0,3,0,0,0,0,0,3,6,0,8,4,3,0,0,0,21,5,14,26,32,33,11,6,0,130,3,14,26,23,25,19,3,0,113,7,27
