UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL214009,0,3,7,5,7,13,0,3,32,0,3,0,3,0,0,0,0,6,3,37,41,45,64,93,46,20,354,8,36,33,28,29,32,10,0,179,0,12,12,14,11,9,3,3,57,0,6,8,12,11,14,3,0,57,0,16,21,19,26,28,10,3,110,0,15,16,18,32,41,13,3,134,0,9,15,9,16,19,4,0,73,0,7,5,4,6,3,0,0,31,5,12,15,9,10,4,3,0,55,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,0,0,20,22,10,21,32,33,30,36,10,198,43,164,194,202,247,278,134,45,1311,0,5,5,6,4,3,0,3,23,0,0,3,0,0,3,0,0,3,0,0,8,3,0,0,6,0,15,0,0,3,0,0,0,0,0,6,3,8,5,4,3,0,0,0,25,4,37,41,38,49,51,19,9,244,3,27,42,42,71,68,20,4,275,7,24
UCL214010,3,3,6,4,6,5,0,0,24,3,5,10,5,3,0,0,0,24,23,83,95,112,88,62,37,10,515,35,48,44,33,27,20,17,3,222,3,7,19,12,0,5,0,0,48,0,4,5,15,4,6,3,0,34,0,9,13,15,5,8,5,0,62,10,14,37,47,28,16,5,0,157,12,13,18,21,16,10,5,0,85,3,11,7,3,3,3,3,0,26,3,13,12,10,4,6,7,0,56,0,0,0,0,0,0,0,0,0,0,4,8,7,7,3,0,0,21,55,30,39,40,34,39,24,5,266,155,248,303,307,228,178,106,26,1547,3,3,12,9,11,0,0,0,35,0,0,3,3,0,0,0,0,6,0,0,11,9,3,4,3,3,35,0,0,3,3,0,0,0,0,9,3,9,8,3,0,0,0,0,26,17,56,50,38,40,32,20,7,262,6,40,51,38,33,17,8,3,198,20,57
UCL214011,0,3,5,3,0,4,0,0,14,4,5,0,0,0,0,0,0,15,29,80,57,76,68,58,27,14,401,8,28,27,23,23,11,10,4,125,0,9,13,11,8,6,0,7,69,3,6,3,4,14,4,0,0,44,3,15,11,3,8,14,3,0,63,8,26,20,16,23,10,3,0,116,4,3,3,12,3,5,3,0,45,8,4,0,0,3,0,0,0,20,5,12,14,9,15,5,5,0,56,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,14,34,22,28,30,30,45,46,33,266,110,217,197,193,202,175,105,57,1250,0,0,3,7,3,0,0,0,16,0,0,3,0,0,0,0,0,6,0,3,6,3,0,0,0,0,17,0,3,0,0,0,0,0,0,3,0,3,8,3,0,0,0,0,16,13,48,25,35,49,24,14,6,224,11,31,24,32,31,18,18,4,169,10,34
UCL214012,0,3,0,0,0,4,0,0,16,0,6,3,0,3,0,0,0,20,19,34,36,64,95,118,52,20,439,14,26,29,23,34,38,31,3,203,3,5,11,15,7,6,3,3,51,0,8,4,13,6,6,0,0,41,3,0,7,6,19,19,10,0,64,3,12,13,15,23,19,7,0,92,4,4,8,12,21,5,4,0,60,4,3,0,3,0,7,0,0,19,8,25,22,17,15,9,8,0,93,3,0,0,0,0,0,0,0,4,3,3,3,3,6,3,0,0,20,35,19,46,40,62,86,42,38,365,95,147,178,209,299,330,157,66,1485,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,7,3,29,0,3,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,13,9,22,27,30,60,35,18,4,199,12,23,11,25,51,32,3,3,158,7,30
UCL214013,3,0,0,3,3,3,0,0,12,4,6,4,3,0,0,0,0,22,12,54,58,43,52,49,14,10,296,13,40,29,21,26,19,8,3,153,6,14,18,14,6,4,4,3,65,0,7,8,3,4,5,4,0,30,0,5,10,10,13,21,10,0,69,7,10,12,12,18,18,0,0,92,3,9,6,14,7,3,3,0,50,0,3,0,0,5,0,0,0,10,3,10,12,11,8,9,5,0,57,0,0,0,0,0,3,0,0,4,0,4,3,0,3,4,3,0,22,31,26,19,26,23,30,24,6,188,88,186,192,172,169,161,74,26,1067,0,0,0,3,0,0,0,0,8,0,3,3,0,5,0,0,0,10,3,3,3,3,0,0,0,0,13,0,7,3,3,0,0,0,0,16,3,4,6,0,0,4,0,0,20,3,46,38,32,31,37,21,6,217,4,35,30,25,25,24,10,7,155,11,63
UCL214014,0,4,3,4,3,3,0,0,16,0,9,7,4,8,0,0,0,19,24,41,75,90,95,118,54,26,525,12,31,14,15,25,30,29,3,159,0,14,9,16,4,3,6,0,50,3,7,3,11,9,6,3,0,39,0,16,6,11,14,26,6,3,74,11,16,21,18,13,11,0,4,98,7,17,16,15,14,13,6,0,83,0,3,6,4,0,3,0,0,13,6,15,10,14,13,3,4,3,70,0,0,0,0,0,0,3,0,8,0,6,9,3,3,6,0,0,23,42,21,50,52,49,67,61,25,361,123,187,226,246,249,287,170,58,1554,0,6,5,5,0,0,0,0,9,0,0,8,3,0,0,0,0,13,0,4,8,5,3,6,3,0,24,0,3,0,0,0,0,0,0,3,0,7,6,3,0,0,0,0,15,17,30,30,41,52,40,18,8,238,7,31,18,16,34,40,10,0,165,13,42
UCL214015,3,5,3,13,11,10,6,0,49,3,0,4,3,11,4,0,0,25,8,26,41,77,136,163,62,32,558,18,25,23,42,43,42,26,10,228,3,4,11,12,10,8,4,3,54,0,4,10,4,13,10,4,3,52,0,5,9,8,29,37,13,0,104,4,7,23,31,60,48,19,6,189,4,4,12,13,25,20,7,3,91,3,4,0,5,6,10,3,0,42,4,12,9,19,4,19,7,0,63,0,0,0,0,0,0,0,3,4,0,4,4,3,7,3,3,3,29,20,22,37,46,64,97,60,28,365,71,129,181,275,422,466,214,92,1854,0,0,8,11,14,4,3,0,36,0,0,3,0,0,6,0,0,10,0,0,3,6,4,7,4,7,31,0,3,4,3,6,0,0,0,12,0,7,3,0,4,0,0,0,18,14,22,39,42,56,61,9,3,245,4,17,22,34,76,68,24,5,253,4,39
UCL214016,0,0,3,4,5,0,0,0,11,0,9,5,3,5,3,0,0,22,18,58,61,64,60,55,16,13,350,15,28,16,23,20,16,6,3,124,8,12,9,4,5,0,3,0,45,0,3,8,4,7,6,0,0,33,0,4,3,7,21,8,7,0,51,13,17,16,24,18,13,8,3,112,6,11,11,15,14,9,3,0,71,0,3,0,0,3,0,0,0,12,10,14,14,7,8,13,3,3,63,0,0,0,0,0,0,0,0,8,0,5,5,3,7,3,0,0,21,49,32,49,58,67,55,42,36,386,124,188,203,219,240,181,95,51,1305,0,0,3,0,5,0,0,0,10,0,0,3,7,0,0,0,0,14,0,4,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,3,0,3,4,7,4,0,0,0,16,17,27,27,34,35,20,10,9,178,7,12,12,22,22,21,5,3,108,12,46
UCL214017,0,4,3,0,0,11,0,0,20,0,0,3,0,4,0,0,0,10,19,37,56,64,50,76,25,4,335,19,13,12,13,22,23,13,3,121,4,13,10,10,16,9,5,0,65,0,9,8,11,11,6,0,4,39,0,4,10,9,10,16,4,3,52,12,14,8,12,16,6,0,3,70,7,19,13,27,15,5,3,0,83,0,5,0,0,3,0,0,0,15,9,18,8,7,7,10,4,0,56,0,0,0,0,0,0,0,0,5,0,3,0,4,0,3,4,0,15,44,31,19,36,44,45,36,15,264,111,171,159,189,196,199,94,33,1152,0,3,8,0,3,0,0,0,15,0,0,0,3,3,0,0,0,5,0,0,7,8,7,0,0,0,17,0,4,0,0,0,0,0,0,6,10,5,4,0,0,0,0,0,17,3,36,23,33,41,35,11,3,188,8,15,17,13,22,18,9,4,118,20,28
UCL214018,5,4,4,5,0,3,0,0,26,0,3,19,12,4,3,0,0,42,24,136,130,165,120,59,11,3,658,31,85,58,47,27,8,3,0,262,0,10,11,9,6,3,0,0,35,3,13,5,8,10,3,3,0,44,0,6,15,6,5,8,0,0,45,11,33,51,54,39,16,0,0,198,12,13,23,10,18,9,0,0,84,11,3,3,3,3,0,0,0,28,9,8,9,16,6,4,0,0,48,3,0,3,0,0,0,0,0,5,0,6,4,7,3,3,0,0,21,62,66,43,58,72,39,18,3,359,174,384,368,398,311,154,53,7,1846,3,6,4,5,0,3,0,0,22,0,6,3,3,4,0,0,0,22,3,0,16,6,0,5,0,0,35,0,4,4,4,0,0,0,0,11,4,8,5,3,3,0,0,0,24,17,60,43,73,37,19,10,0,246,12,41,45,32,26,13,0,0,172,21,83
UCL214019,0,0,4,0,0,9,0,0,19,0,12,6,3,3,0,0,0,28,24,64,53,69,75,86,52,18,449,16,43,35,43,74,32,23,10,275,3,14,11,11,3,5,0,0,59,3,18,14,13,10,7,4,0,61,3,6,7,9,16,18,10,3,67,12,25,13,25,17,12,6,0,109,8,5,8,15,19,12,9,0,81,0,3,3,6,3,5,3,0,25,9,22,15,13,14,7,5,0,81,0,0,0,3,3,0,0,0,13,0,5,3,4,0,8,0,0,25,54,43,18,64,56,62,67,28,391,127,255,188,278,301,267,176,64,1668,0,3,3,0,7,3,0,0,19,0,3,3,4,3,0,0,0,8,0,3,4,7,3,4,7,0,27,0,0,0,0,3,0,0,0,8,0,6,3,8,5,0,0,0,20,7,40,33,40,50,56,14,7,255,4,19,22,22,30,32,18,0,153,12,77
UCL214020,0,5,11,6,8,3,0,0,30,0,0,0,3,5,0,0,0,12,28,53,82,81,89,93,62,21,503,23,47,34,43,41,41,34,6,266,3,27,17,20,10,8,10,0,97,0,11,12,13,8,3,6,0,49,0,7,15,7,16,12,5,3,73,3,16,30,20,38,28,10,3,160,4,8,3,5,13,15,3,0,46,0,4,3,0,7,4,0,4,21,7,22,13,19,16,9,5,0,103,0,0,0,4,0,0,0,0,4,0,0,8,0,3,4,0,0,20,69,30,50,59,66,93,81,48,490,147,230,288,279,324,314,217,86,1883,3,4,15,11,7,0,0,0,37,0,3,0,0,3,4,0,0,11,3,0,6,3,6,4,5,3,31,0,0,3,3,0,0,0,0,4,0,3,7,0,3,0,0,0,25,12,47,42,44,52,54,35,12,299,6,33,37,27,30,44,13,3,187,14,33
UCL215001,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,4,3,0,7,5,20,17,8,0,60,3,7,15,11,18,6,4,0,64,0,0,3,3,3,0,4,0,13,0,4,3,7,10,3,0,0,23,0,0,0,3,13,4,7,0,24,0,7,5,11,13,9,4,0,54,3,0,3,4,9,6,0,3,27,0,3,0,3,8,3,0,0,17,0,0,0,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,10,6,3,4,41,22,28,43,58,98,65,34,9,351,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,9,0,3,3,5,3,0,0,0,14,3,5,4,12,15,7,3,0,55,0,0,5,15,25,13,15,0,73,3,3
UCL215002,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,5,13,16,21,35,36,10,4,145,0,22,20,11,17,10,10,6,88,4,11,16,11,5,6,6,0,51,0,4,3,0,3,3,3,0,19,0,4,10,3,7,14,3,0,40,0,9,4,9,3,4,0,4,30,3,3,6,8,6,3,3,0,31,0,0,0,0,0,0,0,0,3,3,6,4,3,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,19,6,12,15,23,24,12,7,132,46,73,92,82,113,110,51,25,584,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,4,0,0,0,0,9,0,9,19,20,17,20,8,3,101,3,18,16,11,14,20,9,0,92,9,20
UCL215003,0,9,4,8,6,5,0,0,30,0,0,0,4,3,0,0,0,6,0,17,15,20,40,36,17,9,152,4,15,21,32,19,19,10,3,118,3,5,10,12,10,5,0,0,46,3,6,4,3,9,6,0,0,36,0,6,9,11,15,19,5,0,74,0,4,12,9,28,28,9,3,106,6,9,3,15,15,18,6,0,60,0,0,6,0,0,0,0,0,16,3,11,4,9,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,5,13,12,9,15,22,9,7,94,33,88,99,130,168,158,65,28,773,0,10,3,0,5,4,3,0,19,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,8,0,9,8,0,0,0,0,0,20,3,15,27,22,30,23,17,3,142,0,11,14,22,36,40,13,0,136,3,14
UCL215004,0,3,0,3,6,3,0,0,14,0,0,3,0,0,0,0,0,5,3,4,12,12,12,27,9,0,85,3,4,18,9,15,14,0,0,63,0,3,4,4,4,0,0,0,19,3,0,3,0,0,3,0,0,12,0,0,0,0,9,4,0,0,18,0,0,8,0,6,3,6,0,26,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,8,13,8,4,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,8,10,11,15,14,11,3,81,32,51,67,47,78,75,24,4,373,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,10,0,5,8,5,12,12,8,0,46,3,9,6,8,18,14,4,3,64,0,9
UCL215005,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,0,4,15,28,26,31,43,24,8,3,167,12,11,14,7,15,6,8,0,73,0,7,6,3,0,0,0,0,21,0,6,3,3,3,0,0,0,18,0,0,6,3,5,4,0,0,18,0,7,7,4,4,12,3,0,37,0,3,3,0,6,3,6,0,26,3,3,4,3,3,0,0,0,13,0,0,7,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,16,8,9,13,15,17,15,6,102,52,74,89,88,101,64,40,11,522,0,0,3,0,0,0,0,0,12,0,3,3,0,0,0,0,0,6,0,0,3,4,4,3,0,0,21,0,0,0,0,0,0,0,0,4,0,3,6,0,4,0,0,0,11,0,15,15,19,10,13,7,0,84,0,11,10,8,16,13,0,3,61,0,19
UCL215006,0,0,0,6,5,3,3,3,19,0,0,3,7,7,3,0,0,10,6,15,30,27,34,29,18,5,165,3,21,23,18,17,7,3,0,95,7,3,14,9,3,3,4,0,37,0,5,0,7,5,6,8,0,34,0,6,9,6,15,17,0,0,57,0,3,12,13,11,18,13,0,71,0,9,3,4,15,4,9,0,47,0,4,5,3,4,3,0,0,18,0,3,0,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,7,17,16,11,11,3,89,29,75,106,118,132,112,64,21,662,0,3,3,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,4,4,0,0,0,0,16,5,12,13,31,23,19,13,0,123,4,18,20,19,37,27,9,0,127,5,25
UCL215007,0,0,3,3,0,0,0,0,9,0,8,4,3,0,3,0,0,24,21,73,112,85,50,41,18,3,397,24,62,38,21,14,13,0,0,167,0,7,21,8,3,6,0,0,53,3,9,12,5,3,0,3,0,35,0,13,12,8,12,9,3,0,61,4,20,41,20,8,8,3,0,108,10,17,22,11,8,6,3,0,68,6,5,3,0,0,0,0,0,14,4,6,16,9,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,37,20,20,21,12,17,9,8,150,105,234,305,209,130,99,38,13,1134,3,11,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,14,12,49,46,38,28,23,8,0,192,4,52,42,21,16,7,3,0,145,10,70
UCL215008,0,0,0,5,3,3,0,0,11,0,0,10,3,3,0,0,0,15,7,29,41,39,23,10,3,0,155,5,15,14,8,3,3,0,0,48,0,0,7,0,3,0,0,0,13,0,6,3,3,5,0,0,0,14,0,6,10,7,5,5,0,0,26,7,16,18,17,4,3,0,0,71,7,5,7,5,5,0,0,0,27,0,0,0,0,0,0,0,0,4,0,4,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,12,9,10,11,7,0,3,0,49,37,86,118,108,66,28,15,0,454,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,20,26,19,3,3,0,92,0,9,16,7,13,3,0,0,54,7,29
UCL215009,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,5,0,9,5,14,18,16,4,0,64,0,4,0,0,4,6,0,0,15,6,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,5,10,7,3,31,10,21,16,28,30,37,15,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,15,3,0,0,30,0,0,0,0,3,3,0,0,15,3,10
UCL215010,0,0,6,8,3,4,0,0,15,0,0,3,8,0,0,0,0,14,3,23,33,51,51,22,12,0,193,19,16,31,16,12,3,3,0,107,3,0,11,4,3,0,0,0,25,0,0,3,3,4,0,0,0,12,0,0,4,4,5,9,0,0,26,6,5,18,13,22,13,0,0,77,3,0,8,3,3,8,0,0,22,0,7,0,3,0,0,0,0,10,0,6,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,8,11,10,8,19,16,9,86,44,66,134,123,119,78,41,12,612,3,3,3,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,7,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,8,6,8,10,25,18,11,0,0,78,0,10,19,22,25,17,3,0,96,5,13
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,12,11,12,5,3,58,0,4,4,0,3,7,3,0,27,0,0,4,3,5,3,0,0,17,0,0,0,0,0,0,0,0,5,0,0,3,3,0,7,0,0,10,0,0,3,0,3,4,4,0,13,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,10,18,10,59,3,21,28,36,41,37,29,13,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,6,4,4,9,14,0,3,40,0,9,3,3,0,10,3,0,29,0,3
UCL215012,0,0,8,4,5,3,0,0,25,0,0,0,4,3,6,0,0,8,4,14,24,35,26,29,20,3,152,5,12,14,13,20,6,6,0,81,0,6,10,11,4,5,6,0,37,0,5,7,13,26,11,9,0,70,0,3,5,9,14,10,4,0,54,0,7,8,19,24,9,4,0,74,3,10,8,4,18,14,0,0,59,0,6,0,3,3,3,0,0,19,3,5,12,5,11,8,5,0,45,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,13,16,9,11,23,23,23,30,11,145,38,76,110,149,166,130,85,21,786,0,0,11,3,3,3,0,0,20,0,0,0,0,3,0,0,0,3,0,0,4,0,0,3,0,0,13,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,4,3,19,28,37,51,36,23,11,212,0,17,31,29,41,29,14,0,160,0,9
UCL215013,0,0,4,0,0,0,0,0,3,0,12,3,3,0,0,0,0,16,6,26,35,31,14,10,0,0,121,8,28,14,4,4,3,0,0,62,0,6,0,0,3,0,0,0,9,0,3,4,0,3,0,0,0,13,0,7,0,3,0,0,0,0,7,3,12,19,7,3,0,0,0,50,0,8,0,4,3,0,0,0,15,0,4,3,0,0,0,0,0,5,3,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,12,17,15,18,15,7,4,3,0,73,40,130,109,74,35,14,3,0,403,5,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,24,11,8,3,3,0,0,56,0,13,14,9,0,0,0,0,44,3,32
UCL215014,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,4,4,21,11,23,22,8,5,0,101,10,20,12,10,6,5,0,0,64,0,4,4,0,0,0,0,0,14,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,8,4,0,3,0,0,14,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,7,3,14,7,7,3,0,41,27,52,51,62,44,31,14,3,276,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,16,5,4,0,0,0,36,0,10,0,0,5,0,0,0,24,3,13
UCL215015,0,3,3,3,3,3,0,0,13,0,0,6,3,0,3,0,0,16,7,10,24,29,24,30,15,6,145,10,7,16,12,21,12,3,0,80,0,0,5,10,12,4,0,0,33,0,0,3,11,5,3,0,0,24,0,0,7,6,11,8,0,0,39,0,11,11,8,17,13,5,3,68,0,5,3,3,13,10,0,0,32,0,3,3,3,3,0,0,0,16,3,3,4,9,3,3,0,0,28,0,0,0,0,0,4,0,0,3,0,3,0,0,3,3,0,0,10,6,8,11,13,20,17,16,6,114,32,56,89,107,129,122,56,23,613,0,3,3,0,0,0,0,0,10,0,0,0,3,4,0,0,0,4,0,3,0,0,4,3,0,3,14,0,3,3,3,0,0,0,0,6,4,4,4,0,0,0,0,0,7,6,6,7,18,18,23,3,3,83,0,13,10,13,21,17,13,3,84,0,15
