UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL214006,758,1372,276,15,2414,388,23,2833,78,40,36,0,156,186,11,354,0,0,4,0,3,7,0,9,81,43,34,0,163,192,11,362,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,841,1416,309,17,2582,585,31,3202
UCL214007,1007,810,350,23,2187,1089,95,3373,15,0,5,0,28,106,0,132,0,4,0,0,4,0,0,6,15,3,5,0,29,107,3,140,9,3,3,0,18,71,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,18,71,6,96,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,4,3,14,0,7,5,0,11,5,3,20,6,0,0,0,11,9,0,17,1040,826,361,21,2256,1288,104,3648
UCL214008,803,888,363,15,2069,694,71,2832,61,23,42,0,126,156,7,284,4,3,8,0,10,8,0,20,65,26,46,0,139,163,7,308,0,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,13,4,0,0,0,4,3,0,6,13,0,0,0,13,28,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,23,27,0,47,5,0,0,0,3,3,0,10,889,919,414,15,2234,895,76,3212
UCL214009,676,394,166,15,1256,513,39,1809,24,4,6,0,39,87,0,127,11,5,4,0,19,18,4,38,32,13,7,0,53,109,7,166,9,0,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,719,411,180,17,1321,644,46,2020
UCL214010,518,795,260,24,1597,388,39,2028,65,3,21,0,85,119,4,206,3,4,3,0,14,6,0,19,64,11,26,0,98,126,4,225,5,0,4,0,14,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,14,31,0,44,0,0,0,0,0,4,0,7,3,3,0,0,4,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,0,10,17,0,31,0,6,0,0,8,3,0,9,594,813,294,24,1723,569,47,2342
UCL214011,610,543,242,17,1406,512,36,1959,9,3,5,0,20,28,0,50,0,0,0,0,0,0,0,0,9,3,5,0,20,26,0,46,45,19,16,3,78,195,6,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,45,20,16,3,86,197,6,291,0,0,4,0,4,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,11,0,17,0,3,0,0,4,4,0,9,664,564,270,17,1518,756,42,2321
UCL214012,734,453,225,11,1420,626,64,2106,14,4,9,0,23,69,3,98,3,0,0,0,3,6,0,14,20,4,8,0,28,76,8,114,12,3,6,0,26,45,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,26,45,4,66,6,0,0,0,8,32,0,45,0,0,0,0,3,15,0,25,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,9,4,0,0,18,54,3,78,14,3,5,0,21,12,0,33,784,468,250,15,1510,812,70,2400
UCL214013,524,485,195,7,1214,498,39,1751,19,3,7,0,29,42,3,78,0,0,0,0,3,3,0,4,21,3,7,0,31,50,3,84,38,6,8,4,55,91,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,8,4,55,91,3,151,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,5,0,0,0,0,0,4,0,4,579,498,212,14,1304,643,46,1991
UCL214014,810,541,401,19,1777,949,94,2821,48,10,26,0,83,200,8,293,0,0,0,0,0,0,0,0,48,10,26,0,83,203,8,292,3,0,0,0,7,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,34,0,45,7,0,0,0,7,16,0,22,3,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,12,0,16,9,3,0,0,14,31,0,48,0,0,4,0,7,5,0,13,875,554,432,22,1878,1229,108,3215
UCL214015,1030,449,214,20,1709,842,74,2628,20,0,12,0,38,74,3,114,17,9,7,3,33,23,3,59,35,6,23,3,68,103,3,178,25,9,14,0,42,65,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,14,0,42,65,4,110,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,4,6,0,0,12,6,0,17,1099,467,249,22,1837,1020,86,2940
UCL214016,517,444,352,23,1336,605,77,2024,4,0,0,0,3,23,0,27,0,0,0,0,0,0,0,3,4,0,0,0,8,26,0,34,20,6,23,4,50,154,9,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,23,4,50,154,9,215,0,0,0,0,0,8,0,9,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,7,0,0,0,7,12,0,23,4,3,0,0,7,0,0,8,555,454,375,24,1405,802,89,2290
UCL214017,620,444,219,27,1310,672,76,2053,3,0,0,0,4,39,3,49,0,0,0,0,0,0,0,0,3,0,0,0,4,39,3,49,24,5,9,0,34,105,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,0,34,106,3,147,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,0,0,0,3,12,0,9,4,0,3,0,13,5,3,16,662,453,227,25,1367,831,90,2289
UCL214018,610,1154,324,15,2099,348,41,2491,24,12,33,0,73,51,8,132,3,0,0,0,3,3,0,10,27,12,39,0,79,56,8,138,7,7,5,0,19,18,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,19,18,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,644,1175,365,20,2199,420,50,2672
UCL214019,807,652,401,25,1889,1014,81,2986,9,4,10,0,24,111,8,144,0,0,0,0,0,0,0,0,9,4,10,0,24,113,8,142,3,0,3,0,6,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,29,0,30,0,0,0,0,0,12,0,9,19,0,3,0,24,52,0,79,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,23,3,3,0,28,65,0,91,0,3,0,0,3,4,0,11,842,665,418,25,1951,1220,90,3262
UCL214020,923,624,268,13,1832,664,62,2557,12,3,8,0,28,53,4,78,4,3,0,0,12,6,0,19,18,9,8,0,33,58,6,100,42,10,19,0,68,110,9,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,10,19,0,68,108,9,191,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,7,0,0,4,21,4,3,0,23,35,3,61,1003,653,296,17,1965,874,74,2914
UCL215001,156,96,42,3,293,121,3,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,157,96,41,3,296,132,3,431
UCL215002,271,223,68,4,566,251,20,837,14,0,4,0,22,76,5,99,0,0,0,0,0,0,0,0,14,3,4,0,25,76,5,98,3,0,0,0,3,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,17,3,0,0,0,3,15,0,23,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,7,8,0,0,0,11,34,3,45,0,0,0,0,0,0,0,0,299,220,79,4,602,378,24,1000
UCL215003,314,238,69,4,623,265,17,908,0,0,3,0,6,9,0,15,4,0,0,0,3,3,0,9,6,3,3,0,10,12,3,27,5,0,0,0,11,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,26,0,37,3,0,0,0,3,0,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,11,0,0,0,0,0,3,0,3,330,247,68,4,645,308,20,984
UCL215004,129,93,45,5,265,147,17,433,9,3,0,0,11,21,0,33,7,0,0,0,12,4,0,17,17,8,4,0,19,24,0,50,5,3,3,0,10,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,10,13,0,27,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,4,0,0,4,10,0,16,0,0,0,0,3,0,0,3,151,103,50,5,312,196,18,526
UCL215005,218,239,86,10,553,213,19,781,0,0,3,0,5,10,0,17,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,17,10,3,10,0,16,31,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,16,31,0,49,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,226,245,95,10,574,259,27,863
UCL215006,284,262,77,5,629,192,8,833,0,3,0,0,6,0,0,4,3,0,0,0,3,0,0,3,3,3,0,0,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,271,78,5,637,194,6,842
UCL215007,418,731,147,11,1313,199,23,1538,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,426,731,147,11,1318,206,23,1552
UCL215008,158,270,52,3,478,57,4,547,0,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,267,51,3,484,65,4,556
UCL215009,133,64,32,3,231,122,3,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,4,7,0,7,0,0,0,0,0,0,0,0,134,66,32,3,237,136,3,373
UCL215010,152,347,41,5,550,66,4,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,152,351,46,5,555,69,9,632
UCL215011,129,78,37,0,252,193,14,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,0,3,135,78,39,0,253,222,16,482
UCL215012,340,244,128,9,726,289,25,1043,0,3,8,0,18,29,0,48,0,0,0,0,0,0,0,0,0,3,8,0,18,29,0,48,10,3,7,0,19,46,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,19,46,8,70,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,5,3,0,11,3,3,0,0,4,4,0,13,358,259,136,9,765,376,37,1176
UCL215013,123,290,57,8,474,50,4,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,290,57,8,479,50,4,529
UCL215014,117,167,43,3,332,81,8,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,167,43,3,334,81,8,423
UCL215015,294,183,64,4,545,212,20,782,8,4,3,0,14,37,0,53,0,0,0,0,0,0,0,3,8,5,3,0,19,36,0,53,7,3,7,0,21,36,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,21,36,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,4,312,190,80,4,590,300,23,912
UCL215016,331,413,205,13,966,292,41,1298,6,0,3,0,11,25,0,34,0,0,0,0,0,0,0,0,6,3,3,0,10,25,0,36,11,0,8,0,24,36,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,24,36,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,357,422,209,13,1001,357,41,1400
UCL215017,165,239,55,5,469,71,4,548,13,3,9,0,27,37,4,60,0,0,0,0,0,0,0,0,13,3,9,0,27,37,4,60,4,0,0,0,4,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,244,59,5,499,136,13,643
UCL215018,344,240,136,5,731,340,26,1100,9,0,3,0,8,58,5,73,0,0,0,0,0,4,0,5,9,0,0,0,13,57,6,79,3,0,0,0,7,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,357,246,144,5,757,420,31,1207
UCL215019,173,195,75,4,444,170,18,630,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,176,192,76,4,452,175,21,646
UCL215020,184,86,51,6,324,236,13,573,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,182,86,51,6,327,253,13,593
UCL215021,131,132,40,0,304,121,13,431,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,10,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,11,0,22,0,0,0,0,0,5,0,5,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,14,0,21,3,3,5,0,8,3,0,9,141,136,46,0,322,148,15,485
UCL215022,457,384,272,19,1135,384,71,1590,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,3,0,0,3,0,0,9,7,3,4,0,12,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,12,31,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,25,464,389,274,19,1154,439,77,1666
UCL215023,169,155,47,5,376,172,10,554,0,0,0,0,3,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,26,0,0,0,0,3,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,5,0,0,3,3,0,7,3,0,0,0,3,0,0,8,174,161,52,5,389,214,10,609
UCL215024,266,137,66,7,479,259,12,753,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,4,28,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,28,0,31,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,272,138,66,7,486,294,12,794
UCL215025,131,78,42,4,254,175,19,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,131,83,42,4,254,188,25,470
UCL215026,586,314,181,9,1092,469,47,1608,67,3,11,0,76,168,3,249,12,3,13,0,28,10,0,43,78,4,23,0,109,183,5,296,17,4,0,0,21,45,0,74,0,0,0,0,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,28,61,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,0,10,4,0,15,681,334,206,12,1231,721,55,2008
UCL215027,201,175,95,3,475,226,9,714,0,0,0,0,0,65,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,59,19,3,158,75,3,231,79,59,19,3,158,76,3,239,6,8,9,0,21,8,0,33,293,240,116,6,660,373,17,1051
UCL215028,401,253,162,3,819,516,47,1384,3,0,4,0,10,24,6,39,0,0,0,0,0,6,0,7,4,0,4,0,9,26,5,49,0,0,6,0,6,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,23,0,30,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,3,0,8,0,0,7,4,3,4,0,10,3,0,17,417,263,172,5,851,577,55,1488
UCL215029,195,253,108,9,565,185,28,778,3,3,0,0,6,0,0,9,0,0,0,0,4,0,0,4,3,3,3,0,10,0,0,8,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,200,259,110,9,577,185,29,792
