UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL215082,0,0,3,3,0,4,0,3,0,11,0,0,6,0,0,3,0,3,0,21,6,0,20,0,0,0,3,5,0,42,12,4,28,0,7,0,11,7,0,79,11,3,16,3,0,0,14,9,0,64,3,6,9,0,0,3,5,5,0,32,4,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,88,11,15,13,45,30,4,270,0,0,0,0,0,10,0,0,0,15,0,0,0,4,5,0,0,0,0,15,4,8,5,7,19,5,0,3,0,49,6,14,3,12,17,7,0,6,0,72,3,3,4,5,14,8,4,7,0,44,3,6,3,6,10,3,5,3,0,35,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,13,33,63,37,8,23,0,232
UCL215083,0,0,13,3,0,11,0,15,0,41,7,3,25,9,0,3,9,18,0,68,22,15,66,6,3,12,18,22,0,163,34,20,41,10,8,15,23,14,3,163,20,20,38,11,4,6,19,19,0,146,13,17,28,7,11,5,14,15,3,117,8,4,7,3,3,3,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,88,222,40,28,47,96,106,13,733,0,0,0,3,3,16,0,12,3,41,3,8,3,19,9,6,0,4,0,62,10,58,14,33,28,19,0,10,3,175,17,40,6,23,42,16,3,10,3,168,18,33,6,18,30,15,0,18,0,134,6,27,5,30,39,8,4,13,0,126,0,3,0,8,9,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,174,36,137,157,83,11,59,14,729
UCL215084,0,0,9,0,0,0,0,6,0,27,4,0,18,3,0,0,4,8,0,37,5,6,42,0,3,3,5,9,3,80,13,9,37,0,0,3,17,11,3,105,16,6,33,8,6,3,19,6,0,102,18,9,30,4,3,0,24,8,3,93,3,0,5,0,3,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,28,177,20,16,11,80,55,6,459,0,0,0,4,0,9,0,0,3,20,0,0,0,9,5,10,0,0,0,30,6,13,8,11,7,7,0,0,0,56,8,14,8,13,27,6,3,3,0,83,10,20,3,19,23,11,3,4,0,91,10,14,4,6,19,4,0,0,0,67,0,0,0,0,7,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,69,19,65,93,49,8,18,9,357
UCL215085,0,0,10,0,0,3,0,3,0,20,0,0,19,0,0,0,3,7,0,32,3,4,17,4,0,0,8,12,3,50,11,14,13,0,3,5,9,7,0,65,16,19,19,8,3,3,19,13,0,95,17,15,26,4,0,0,11,12,0,87,7,6,7,0,3,3,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,107,14,18,13,49,55,7,377,0,0,0,9,0,4,0,0,0,11,0,0,0,4,0,10,0,3,0,18,6,10,3,8,9,9,0,4,0,44,11,20,7,12,9,3,0,5,3,71,10,34,4,28,15,8,3,11,3,111,6,12,6,12,12,13,0,10,0,76,0,10,0,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,90,21,78,45,45,0,32,6,355
UCL215086,0,0,0,3,0,13,0,6,0,22,3,0,16,3,0,0,3,3,0,31,15,9,18,3,3,3,10,11,0,77,18,8,17,0,0,4,11,9,0,72,13,9,23,5,3,6,13,17,0,91,23,10,20,10,0,8,11,13,7,103,8,0,7,0,3,0,4,0,0,23,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,88,37,106,29,11,39,56,53,8,432,0,0,0,5,0,3,0,9,0,22,0,5,4,18,3,8,0,0,0,37,6,28,3,22,7,3,0,3,0,73,3,20,3,17,14,0,0,8,0,69,3,16,0,26,17,12,0,16,0,101,6,18,5,25,20,10,0,9,0,92,3,3,0,0,5,3,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,85,12,116,77,40,0,44,3,414
UCL215087,0,0,17,3,0,8,0,25,0,49,4,0,37,4,4,6,9,10,0,77,4,16,79,7,11,7,16,10,3,154,36,14,77,5,8,10,29,11,8,196,34,13,77,18,9,10,30,18,5,216,20,20,28,5,7,7,28,13,3,129,4,4,5,3,0,3,4,8,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,108,68,316,39,43,53,110,93,24,860,0,0,0,10,3,41,0,3,0,54,6,8,11,26,13,18,0,5,0,84,9,37,11,28,24,15,0,6,0,128,20,45,10,37,39,29,0,8,0,187,18,30,15,44,51,23,3,17,0,208,12,24,0,19,31,7,0,10,0,105,3,3,0,3,8,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,158,47,157,173,137,6,47,8,795
UCL215088,0,0,4,0,0,0,0,3,0,12,3,0,12,0,0,0,3,7,0,29,7,5,19,4,3,9,12,10,3,61,15,9,14,0,0,8,16,8,0,57,8,8,15,3,3,4,16,14,3,64,5,5,10,0,3,0,18,13,4,58,0,0,3,0,3,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,80,15,7,23,70,51,9,310,0,0,0,4,0,3,0,3,0,14,0,0,3,11,3,5,0,3,0,27,10,8,3,17,8,12,0,4,0,56,4,17,0,10,15,5,0,7,6,62,9,12,4,8,11,9,0,10,3,65,7,14,0,8,9,7,0,18,0,60,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,15,53,43,43,0,50,9,287
UCL215089,0,4,6,5,0,11,0,14,0,38,3,11,19,13,6,19,3,0,0,69,3,6,20,0,3,4,0,3,0,41,27,15,14,0,5,3,0,0,0,64,58,22,26,0,10,0,4,3,0,121,42,27,27,3,9,4,8,8,0,123,10,9,3,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,88,123,18,25,35,19,32,11,488,0,0,0,7,4,17,0,6,4,43,6,8,0,19,12,9,0,0,0,50,0,16,0,6,8,4,0,0,0,38,16,14,8,7,18,8,0,0,3,68,12,30,3,15,43,10,0,3,0,114,14,18,0,12,30,9,0,3,0,78,0,4,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,91,16,60,116,48,3,13,5,401
UCL215090,0,0,10,3,0,8,3,17,0,38,0,0,24,5,3,6,6,14,0,56,9,25,35,16,0,6,0,18,3,111,34,74,39,12,14,4,3,11,3,205,56,57,50,18,15,17,17,18,6,238,17,42,22,13,15,10,18,13,8,149,8,15,4,0,4,3,6,8,4,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,132,214,184,62,49,58,54,89,19,865,0,0,0,15,5,12,0,0,0,30,0,9,3,14,7,12,0,4,0,47,3,51,0,22,17,10,0,0,0,107,25,83,8,34,29,7,0,14,5,208,32,83,7,33,36,25,0,11,0,229,20,52,8,25,23,4,0,7,0,145,4,11,0,8,10,6,0,0,3,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,89,283,33,149,124,76,0,44,7,802
UCL215091,0,0,24,3,0,3,0,11,0,45,0,5,72,7,0,9,3,20,0,118,20,17,130,11,3,8,29,38,9,266,33,14,82,12,7,10,37,26,5,227,31,24,58,4,5,13,48,36,7,214,20,13,46,12,9,10,35,16,5,178,6,5,9,0,4,3,6,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111,83,430,46,33,55,160,161,21,1099,0,3,3,10,3,24,0,5,0,54,4,13,12,18,10,22,0,14,0,95,9,20,25,44,50,31,3,16,0,197,13,26,19,46,30,29,3,21,0,197,15,34,10,49,49,31,7,23,3,209,7,22,4,33,34,13,3,16,3,126,0,8,4,6,3,0,0,6,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,123,70,201,179,157,22,97,8,912
UCL215092,0,0,7,0,0,3,0,0,0,17,0,0,13,0,0,3,3,10,0,24,9,0,16,3,0,3,6,7,0,50,0,0,9,4,3,0,10,11,0,34,7,4,20,4,0,4,8,7,0,51,3,3,7,5,0,0,10,8,0,38,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,75,14,5,18,41,43,3,225,0,0,0,0,0,11,0,0,0,8,0,0,0,9,3,8,0,0,0,19,4,3,3,6,3,6,0,0,0,30,4,3,0,5,3,5,0,6,0,23,8,6,3,13,5,3,0,8,0,51,0,5,0,13,5,3,0,6,0,28,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,10,46,24,31,0,20,0,175
UCL215093,0,0,14,4,0,12,3,11,0,43,0,3,26,3,0,9,0,3,0,49,9,11,61,8,10,9,14,18,0,130,33,18,42,4,3,11,10,9,0,136,16,17,32,4,10,10,21,11,4,114,14,9,23,0,4,8,10,5,3,76,3,3,0,0,0,9,11,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,58,190,31,25,53,64,65,15,586,0,0,0,7,0,21,0,4,0,29,3,6,3,10,8,7,0,3,3,53,9,40,12,17,28,6,0,8,0,123,24,26,6,15,27,21,0,5,0,123,19,22,4,17,34,10,0,17,6,119,4,20,5,14,20,9,4,3,0,71,0,3,0,3,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,118,38,76,113,71,7,45,9,533
UCL215094,0,0,16,3,0,7,0,16,0,43,3,0,26,0,0,5,7,12,0,54,11,0,61,3,7,8,19,25,4,142,28,13,44,3,6,3,20,13,0,129,32,7,41,8,10,3,41,24,3,178,16,9,28,0,9,10,23,14,0,108,3,6,4,0,0,5,10,3,0,31,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,92,41,214,26,30,40,117,112,19,687,0,0,0,3,0,16,0,4,0,30,0,3,8,12,7,9,0,4,0,56,12,17,13,22,29,16,0,9,0,114,12,18,12,28,28,13,7,7,0,121,13,19,9,41,29,15,0,21,0,148,10,21,5,21,17,7,0,11,0,95,6,3,0,4,5,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,76,48,135,115,78,11,61,10,591
UCL215095,0,0,0,3,0,0,0,0,0,5,0,3,8,3,0,3,0,3,0,15,9,3,28,0,0,3,11,11,0,67,13,5,8,3,0,6,9,10,0,49,6,3,8,3,9,0,11,9,0,44,6,0,5,3,3,3,8,10,0,38,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,61,11,12,15,42,41,3,235,0,0,0,3,0,0,0,4,0,6,0,3,3,7,5,4,0,3,0,33,0,16,8,20,13,9,0,3,0,62,4,12,0,8,4,3,0,4,0,36,3,16,0,10,8,13,0,6,3,56,0,5,3,8,7,6,0,6,0,41,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,20,56,50,38,0,29,3,249
UCL215096,0,0,0,0,0,3,0,0,0,5,0,0,8,0,0,3,6,3,0,19,9,9,12,7,0,3,10,12,0,62,9,5,15,0,0,3,9,5,0,48,10,4,16,3,0,0,10,14,0,54,13,5,6,0,3,7,10,11,0,60,3,0,3,3,0,3,4,3,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,23,69,18,5,21,50,54,6,284,0,0,0,0,0,6,0,0,0,7,0,3,4,4,3,3,0,4,0,18,0,9,10,10,8,8,0,0,0,46,3,10,0,11,8,8,0,3,0,43,14,10,0,19,4,16,0,6,0,61,3,21,0,10,11,8,0,14,0,63,3,3,0,3,3,4,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,54,18,55,42,45,0,30,3,271
UCL215097,0,0,10,0,0,0,0,3,0,12,3,0,7,0,0,3,0,0,0,12,0,5,12,0,0,4,3,5,0,36,6,5,11,3,0,0,6,4,3,41,3,3,15,4,0,0,6,7,6,49,3,7,13,3,3,7,8,14,0,54,4,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,31,65,12,6,17,30,39,11,223,0,0,3,9,0,3,0,0,0,11,0,0,3,4,3,7,0,0,0,14,4,7,0,3,3,3,0,3,0,26,3,4,3,9,6,0,0,7,0,35,3,13,10,17,6,5,0,4,0,52,7,18,3,7,5,0,0,3,3,46,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,49,18,44,26,19,0,18,3,194
UCL221001,0,0,8,0,0,8,0,3,0,17,0,0,8,0,0,4,4,7,0,22,7,0,12,0,0,3,6,9,0,37,4,0,18,0,0,0,6,7,0,48,5,4,6,3,0,4,9,7,0,48,8,0,4,0,5,0,4,7,0,33,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,59,6,10,21,29,38,9,210,0,0,3,0,0,3,0,0,0,8,0,0,0,5,0,6,0,3,0,19,0,4,6,7,9,3,0,3,0,37,4,11,4,7,11,4,0,3,3,47,0,14,0,14,6,4,0,5,0,43,3,7,0,3,5,3,0,9,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,15,28,35,27,0,21,3,180
UCL221002,0,0,0,0,0,0,0,4,0,7,0,0,7,0,0,0,0,3,0,11,5,3,16,0,0,0,4,3,0,32,7,10,4,0,3,0,0,7,0,36,12,3,9,5,0,3,5,5,3,40,6,3,11,3,3,0,15,3,0,49,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,44,9,6,4,24,33,6,192,0,0,0,3,0,0,0,5,0,5,0,3,0,5,0,3,0,7,0,17,0,3,4,4,3,0,0,10,0,27,5,16,5,4,8,3,0,11,0,43,7,7,0,9,8,3,3,9,0,40,7,9,3,3,7,4,0,8,0,40,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,8,29,22,14,3,43,3,187
UCL221003,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,15,5,3,9,0,0,0,7,5,3,24,7,3,10,7,0,3,8,0,0,38,8,0,3,7,3,0,4,5,0,33,5,0,3,0,0,3,3,19,0,36,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,31,11,3,6,26,34,10,167,0,0,0,0,0,3,0,0,0,7,4,0,0,3,3,4,0,6,0,13,3,6,3,0,3,0,0,3,0,19,4,8,0,8,5,0,0,3,0,29,3,4,0,7,5,0,3,0,0,30,4,5,0,3,5,3,0,9,0,30,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,12,27,24,13,4,20,4,149
UCL221004,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,6,7,0,13,0,0,11,0,0,0,6,3,0,28,0,0,6,0,3,0,8,3,0,25,3,5,7,3,3,3,16,0,3,36,5,0,7,0,0,0,8,4,0,24,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,34,3,7,11,42,22,3,140,0,0,0,0,4,3,0,0,0,5,0,3,0,0,0,3,0,0,0,13,3,3,3,3,6,0,0,0,0,18,0,7,0,10,9,0,0,0,0,28,3,5,0,5,5,3,0,6,0,33,0,3,3,3,4,3,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,6,27,24,16,0,13,3,127
UCL221005,0,0,6,0,0,5,0,3,0,18,0,0,7,0,3,3,0,8,0,16,0,4,5,0,0,0,4,3,0,20,7,8,6,0,0,3,3,3,0,41,16,14,23,0,3,0,5,3,4,70,4,7,10,0,5,0,0,3,3,37,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,55,0,9,13,13,28,7,210,0,0,0,9,0,16,0,3,0,28,0,0,0,3,0,3,0,0,0,9,0,5,0,0,5,0,0,0,0,11,7,14,8,3,7,0,0,3,0,36,5,18,0,9,22,8,0,0,3,68,3,10,0,0,5,3,0,0,0,25,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,11,20,43,28,0,10,3,179
UCL221006,0,0,3,0,0,0,0,5,0,7,0,0,7,0,0,0,0,0,0,9,5,3,13,0,0,3,3,0,0,34,0,0,4,0,0,0,3,4,0,21,15,3,5,0,0,0,5,3,0,40,8,0,3,0,0,0,3,0,0,21,10,3,0,0,3,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,35,3,3,7,18,18,4,148,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,3,0,0,0,6,8,17,0,0,3,0,0,0,0,28,3,9,3,3,3,4,0,0,0,26,4,5,0,7,9,4,0,5,0,29,4,4,0,3,3,0,0,3,0,24,4,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,9,13,21,13,0,14,0,130
UCL221007,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,8,3,0,19,3,0,0,0,3,0,29,8,0,9,0,3,4,4,3,0,35,8,8,4,4,0,0,3,3,0,23,3,6,3,3,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,33,7,0,5,19,16,0,127,0,0,0,0,0,3,0,4,0,5,0,3,0,0,0,0,0,4,0,6,0,11,0,3,3,0,0,0,0,22,7,6,3,4,9,0,0,0,0,25,3,8,4,6,6,0,0,3,0,29,3,5,0,3,4,4,0,0,0,20,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,9,20,14,14,0,11,0,118
UCL221008,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,3,3,0,24,0,3,6,3,0,0,6,4,0,22,4,4,11,3,0,0,3,3,0,27,3,0,4,0,0,3,7,9,0,26,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,29,5,3,3,25,20,4,110,0,0,0,3,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,8,0,0,3,0,0,0,0,13,0,3,3,5,6,0,0,7,0,22,0,11,0,6,7,3,0,8,0,36,3,8,0,9,3,0,0,8,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,3,29,22,19,0,20,0,119
UCL221009,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,7,4,6,4,0,0,0,0,5,0,14,4,3,4,0,0,0,4,3,0,26,6,3,3,0,0,0,5,4,0,24,13,3,4,0,0,4,5,0,0,34,13,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,13,19,3,0,3,26,26,0,128,0,0,0,0,0,3,0,4,0,10,0,3,0,0,0,0,0,0,0,5,3,4,3,3,0,0,0,0,0,19,7,3,3,3,7,4,0,0,0,20,3,10,0,3,6,0,0,4,0,35,4,4,0,3,3,3,0,5,3,28,0,3,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,29,6,17,12,9,3,18,3,126
UCL221010,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,5,3,3,15,0,0,0,0,5,0,33,6,4,12,0,0,0,5,0,0,23,3,7,10,0,0,3,4,3,0,23,3,6,9,0,0,0,0,3,0,29,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,58,4,3,0,9,12,0,126,0,0,0,0,0,3,0,3,0,11,0,0,0,3,3,0,0,0,0,5,0,6,4,3,3,3,0,4,0,22,0,10,3,4,0,3,0,0,0,29,3,9,0,4,3,0,0,3,0,20,0,10,3,10,13,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,12,26,21,10,0,10,3,128
UCL221011,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,7,0,0,6,3,0,0,0,3,0,19,3,3,6,3,0,0,5,3,0,22,3,5,11,6,0,0,5,6,0,28,5,0,3,0,0,0,0,3,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,31,11,3,0,20,21,0,107,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,11,0,5,0,3,0,0,0,0,0,12,4,8,0,11,3,6,0,0,0,28,6,3,4,5,8,3,0,3,0,25,0,0,0,4,5,3,0,3,0,20,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,4,31,25,12,0,13,0,109
UCL221012,0,0,0,0,0,7,0,0,0,14,0,0,3,0,0,0,0,3,0,12,3,0,8,0,0,0,3,3,0,20,8,5,11,0,0,0,3,4,0,31,14,11,13,0,3,3,4,3,0,48,0,8,8,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,50,4,8,12,11,15,0,153,0,0,0,0,0,8,0,0,0,8,0,0,0,6,0,0,0,0,0,5,0,8,0,0,3,0,0,0,0,11,6,11,3,4,12,4,0,0,0,41,3,11,4,0,11,0,0,0,0,38,0,9,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,4,11,31,20,0,0,0,125
