UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL214008,12,88,12,55,9,12,4,7,0,195,14,78,4,24,15,0,0,7,0,144,38,29,7,12,97,26,0,16,8,228,31,47,7,97,34,10,0,12,0,242,7,26,5,13,9,9,0,0,0,69,10,6,33,35,7,11,0,5,0,110,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,12,8,10,3,4,9,3,0,9,5,44,130,308,100,256,197,82,10,72,12,1175,20,46,18,3,4,0,0,9,0,101,5,12,8,0,7,0,0,7,0,34,47,25,155,11,8,14,42,52,9,365,31,11,165,7,3,3,12,23,3,267,27,17,41,14,3,9,5,21,5,142,14,108,13,61,9,9,5,14,0,238,19,109,7,30,13,4,0,8,0,195,65,60,17,26,103,38,9,16,8,329,34,61,15,110,39,15,4,19,0,300,15,44,13,17,9,13,0,7,3,114
UCL214009,14,87,4,27,10,3,0,3,6,147,8,98,0,16,10,10,0,3,0,141,20,18,3,6,30,6,0,3,0,90,15,26,3,50,12,0,0,3,0,117,0,8,0,3,5,3,3,0,0,19,3,3,14,11,9,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,3,3,0,0,3,0,0,4,18,69,262,29,123,86,38,3,16,10,638,7,12,0,0,4,3,0,0,0,29,0,6,0,0,0,0,0,0,0,10,31,27,68,0,11,9,10,21,0,176,25,3,61,3,6,6,7,15,6,135,13,15,11,0,4,4,6,4,0,54,13,110,8,37,5,3,0,3,6,187,22,140,3,12,17,8,0,5,0,204,42,43,8,13,31,15,3,7,0,161,25,44,4,67,19,0,0,3,0,167,5,11,6,4,3,3,3,0,0,44
UCL214010,5,86,9,42,9,15,0,3,0,175,11,82,0,26,11,3,0,0,0,135,31,21,3,14,75,14,3,3,0,171,13,37,3,89,25,4,0,7,3,183,3,3,0,4,4,3,0,0,0,17,6,3,24,13,5,12,3,14,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,7,6,0,0,0,33,71,254,59,201,164,70,6,37,7,871,7,18,3,3,9,3,0,3,0,42,7,7,3,0,0,0,0,0,0,20,34,27,175,3,14,18,60,47,11,390,17,3,110,3,7,0,9,15,3,167,6,4,22,0,3,0,5,8,0,62,6,99,12,49,12,14,3,0,0,197,12,114,4,28,14,3,3,3,0,185,62,47,10,21,86,25,15,14,3,289,21,48,3,114,29,13,5,15,4,252,8,3,3,8,3,4,0,5,0,37
UCL214011,4,96,6,45,4,0,0,7,0,164,5,75,0,21,3,6,0,4,0,116,13,19,0,6,54,13,3,3,0,120,3,22,0,68,13,14,0,9,0,144,0,3,0,0,3,3,0,0,0,10,5,0,25,8,5,10,0,11,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,0,3,3,28,40,227,44,166,97,52,3,46,7,690,5,6,12,3,0,0,0,0,0,21,3,8,3,0,0,0,0,0,0,17,28,15,134,5,8,19,27,50,7,288,22,7,45,3,5,6,10,6,3,95,8,13,5,6,3,3,6,9,0,55,7,109,6,53,7,3,0,4,0,197,8,103,3,24,3,6,0,3,0,150,23,46,4,9,68,29,3,15,0,204,8,28,3,83,14,14,3,16,0,168,0,4,7,4,3,3,0,0,0,21
UCL214012,10,48,0,32,6,6,0,3,0,114,8,48,0,19,6,3,0,0,3,88,23,6,3,6,44,17,0,6,0,112,11,21,0,67,7,8,0,4,0,130,0,0,0,3,3,0,0,4,0,14,10,4,20,14,7,11,0,10,3,80,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,7,0,0,7,0,3,0,6,0,21,72,147,32,147,83,52,5,33,8,585,5,3,0,0,0,4,0,0,0,7,3,4,3,0,0,3,0,0,0,13,25,22,78,3,5,11,27,35,6,216,11,3,46,3,3,5,14,15,0,108,6,9,7,0,0,4,3,12,0,40,11,67,0,35,10,6,3,5,3,140,13,63,5,18,9,5,0,0,3,114,45,15,3,12,49,23,0,11,4,165,15,26,9,83,15,12,0,9,0,165,0,7,0,3,3,3,0,4,3,22
UCL214013,6,79,5,18,9,5,0,3,0,121,10,56,0,20,5,0,0,0,0,89,18,12,3,9,59,22,3,3,3,127,6,33,3,58,12,7,0,5,0,118,0,5,0,4,0,0,0,0,0,10,7,0,17,3,8,8,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,5,3,25,54,192,33,124,103,43,3,29,9,585,0,4,3,0,3,0,0,0,0,16,4,6,4,4,4,0,0,0,0,23,25,5,101,3,12,3,31,19,0,211,17,11,80,3,6,0,10,9,0,131,13,3,9,7,4,3,7,13,0,63,6,97,5,28,9,5,0,3,0,145,9,78,3,25,7,0,0,6,0,131,39,34,6,12,70,28,3,9,5,195,9,45,4,67,12,8,0,6,3,156,4,5,0,4,3,3,0,3,0,16
UCL214014,3,75,4,46,5,4,0,4,0,144,6,58,0,12,10,0,0,0,0,93,18,11,5,14,41,21,0,8,0,120,5,11,3,86,11,10,0,24,0,151,0,3,0,3,0,0,0,0,0,14,8,3,35,9,8,9,0,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,4,3,7,3,4,0,6,3,40,50,179,67,180,89,53,3,61,8,694,8,3,4,3,3,0,0,0,0,21,3,6,3,0,5,0,0,3,0,20,27,9,148,12,11,11,26,40,3,290,17,0,44,0,3,3,4,11,0,93,15,3,4,0,0,3,5,10,0,45,3,88,7,50,5,4,0,8,0,168,10,84,3,15,12,7,0,3,0,139,35,17,10,15,48,33,3,15,0,176,7,23,9,108,14,15,0,26,0,209,0,10,0,8,0,0,0,0,0,25
UCL214015,9,81,4,15,14,3,0,4,0,137,4,61,0,16,12,3,0,3,0,105,28,21,3,20,58,17,0,3,0,156,8,35,7,65,17,3,3,3,3,138,0,11,0,4,5,4,0,0,0,24,3,3,12,9,3,6,0,4,0,45,0,0,0,0,0,0,0,0,0,3,0,4,0,3,6,0,0,0,0,15,3,0,0,5,3,3,0,6,7,23,67,230,33,149,127,48,3,29,8,693,5,15,12,3,3,3,0,3,0,46,3,9,7,3,3,0,0,0,0,23,32,25,93,10,16,10,25,28,0,238,20,3,77,9,3,3,12,15,3,130,6,6,15,3,0,3,4,7,0,41,8,94,4,18,18,3,0,4,0,160,8,84,3,19,9,4,3,4,0,149,54,47,12,23,73,27,5,10,3,241,13,47,5,74,21,4,3,4,5,185,3,10,6,6,5,12,3,3,0,47
UCL214016,4,47,4,35,11,3,0,3,0,122,3,45,0,15,3,4,0,3,0,71,20,20,10,9,49,12,0,12,0,131,3,12,3,72,13,10,0,15,0,131,3,0,3,0,4,3,0,5,0,18,3,0,21,9,6,3,3,5,0,51,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,3,3,6,3,0,0,8,0,27,39,141,50,150,103,36,8,58,7,588,0,3,3,0,0,3,0,0,0,11,3,5,0,3,6,0,3,5,0,26,14,12,121,7,8,7,25,37,4,243,7,0,43,3,0,0,13,17,0,87,6,0,19,0,5,0,7,8,3,49,8,57,10,40,14,6,0,3,0,149,8,64,0,15,9,3,0,3,0,102,38,33,12,13,57,23,11,21,0,206,7,28,3,90,9,11,0,21,0,178,0,4,3,0,4,5,3,3,0,24
UCL214017,9,72,8,32,4,0,0,0,0,127,7,42,0,7,5,0,0,0,0,71,20,10,0,10,41,17,0,8,3,107,4,20,0,100,6,10,3,14,0,162,0,3,0,3,3,3,0,4,0,13,6,0,16,17,3,7,3,8,0,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,3,0,10,3,7,0,7,3,35,49,168,31,184,76,46,3,53,5,620,9,11,0,3,0,3,0,0,0,26,0,4,0,0,0,0,0,0,0,6,19,7,100,14,7,6,28,48,0,228,12,3,28,3,0,8,9,13,3,71,11,5,12,3,0,5,9,15,0,59,13,89,8,38,4,0,0,3,0,158,16,59,4,10,4,0,5,0,0,102,31,17,6,11,45,32,0,13,3,157,10,25,0,141,9,12,3,23,3,228,0,3,0,3,3,3,0,4,0,15
UCL214018,10,97,11,50,22,11,0,3,0,197,14,74,3,31,11,4,0,0,0,141,36,39,4,14,110,23,9,6,3,240,15,41,8,114,46,8,0,9,0,239,8,7,3,0,5,3,0,0,0,24,5,3,27,15,25,25,0,4,0,105,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,5,0,17,3,3,0,11,10,5,0,0,3,41,96,278,69,240,260,92,15,36,13,1098,3,15,3,6,3,3,4,3,0,36,6,16,12,3,4,0,3,0,0,49,59,36,273,11,26,20,74,40,12,546,22,4,157,0,7,9,20,24,3,240,9,3,14,0,4,3,7,10,4,47,11,109,8,58,27,11,3,3,0,232,14,91,3,40,9,4,3,4,0,174,89,66,13,20,137,35,30,13,8,407,24,49,9,137,54,10,6,9,4,306,3,9,7,3,10,7,0,0,0,39
UCL214019,4,77,11,40,17,3,0,3,0,155,3,50,4,20,3,0,0,0,0,83,20,11,5,13,73,31,3,11,3,164,3,18,0,99,16,13,0,10,0,161,0,6,0,3,0,6,0,0,0,17,4,3,27,22,9,21,0,11,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,3,10,0,9,0,3,10,40,39,173,52,221,131,91,6,42,9,759,0,5,0,6,3,4,0,0,0,16,4,6,3,0,0,4,3,3,0,26,27,8,114,12,7,8,22,32,4,248,28,5,100,0,3,8,8,21,3,175,7,3,14,3,4,5,9,17,0,59,5,100,14,46,16,3,7,5,3,193,5,63,8,20,7,0,3,0,0,117,40,18,10,18,75,52,5,19,3,235,7,22,7,123,25,17,0,14,0,213,0,15,3,3,5,6,0,3,0,34
UCL214020,9,95,5,40,6,3,0,6,0,170,8,72,0,32,4,3,0,3,0,121,20,23,3,14,65,21,0,7,3,153,13,23,3,78,14,12,3,11,0,141,0,7,0,0,3,0,0,0,0,15,8,4,27,25,12,11,0,13,3,108,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,6,5,8,0,12,4,37,69,238,55,204,118,56,3,67,5,816,5,12,13,7,8,0,3,3,0,50,0,0,0,0,3,0,0,0,0,7,42,14,138,9,13,14,37,29,3,303,41,0,98,0,4,0,13,18,5,178,14,14,28,3,6,4,8,16,0,94,11,124,9,52,10,3,3,6,0,206,17,100,3,29,5,3,3,4,0,162,49,48,5,22,75,35,3,15,4,252,12,27,0,89,14,8,3,9,0,174,3,7,8,4,3,3,0,3,0,29
UCL215001,6,28,0,3,0,3,0,0,0,36,9,21,0,0,0,3,0,0,0,35,8,3,0,4,4,0,0,0,3,24,8,8,3,4,4,4,0,0,0,33,4,4,3,0,4,0,0,0,0,15,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,30,76,13,21,22,16,0,4,3,180,3,3,0,3,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,5,5,7,10,0,0,0,0,3,0,28,10,3,25,0,0,0,0,5,0,47,0,11,4,0,3,0,0,0,0,18,6,44,0,3,0,3,0,0,0,50,6,29,0,0,0,3,0,3,0,44,11,10,10,4,5,8,0,0,4,53,7,14,5,6,3,8,0,0,0,53,3,7,0,3,4,0,0,0,0,21
UCL215002,3,36,0,11,3,3,0,0,0,59,4,25,0,13,7,0,0,0,0,51,13,8,3,0,32,8,0,0,0,67,3,12,3,24,8,3,0,3,0,53,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,33,86,10,56,60,20,0,12,5,284,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,12,8,33,0,5,4,13,11,0,85,11,0,34,0,0,6,3,3,0,58,10,4,14,4,3,4,4,6,3,50,3,45,0,13,3,3,0,0,0,70,11,40,0,14,7,0,0,0,0,76,20,9,4,4,38,8,0,4,0,82,12,19,3,36,4,3,0,8,0,78,0,0,0,3,0,0,0,0,0,8
UCL215003,4,54,6,8,14,4,0,0,3,92,4,52,0,5,7,0,0,0,0,75,12,9,0,10,31,9,0,3,0,79,9,31,0,30,5,4,0,3,0,76,5,13,0,3,0,4,0,0,0,27,0,0,7,3,3,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,3,0,12,48,175,26,68,66,29,0,17,4,428,5,17,7,3,0,3,0,0,0,36,3,0,4,0,0,0,0,0,0,5,11,12,35,4,4,0,10,8,3,87,15,12,48,0,0,0,3,3,0,85,10,13,13,3,6,3,3,0,0,45,4,68,9,12,17,4,0,3,3,119,16,80,3,10,6,3,0,0,0,118,29,22,0,11,38,15,3,3,3,133,15,36,3,36,8,4,0,6,0,118,8,21,3,3,0,4,0,3,0,46
UCL215004,4,15,0,9,3,0,0,0,0,28,9,19,0,4,4,0,0,0,0,39,6,5,0,0,10,4,0,0,0,29,5,0,0,10,6,4,0,7,0,31,0,0,0,5,0,3,0,3,0,18,3,0,9,0,3,3,0,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,32,42,14,29,22,26,0,20,0,185,0,3,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,5,10,5,15,0,0,3,5,14,0,63,12,3,26,3,0,0,3,3,0,45,3,3,5,0,0,0,3,3,0,21,4,17,0,7,3,0,0,3,0,33,10,23,0,5,4,0,0,5,0,49,15,9,0,0,10,15,0,3,0,48,5,5,0,12,6,4,0,5,0,40,3,4,3,4,0,3,0,3,0,20
UCL215005,0,27,0,6,3,0,0,0,0,42,0,23,0,8,4,0,0,0,0,44,9,11,0,6,26,7,0,0,0,53,7,14,0,35,14,0,0,0,0,71,3,11,3,0,0,6,0,0,0,19,0,0,3,4,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,6,30,97,17,64,57,21,3,7,0,285,3,3,4,0,0,0,0,0,0,13,0,3,0,0,6,0,0,0,0,10,11,17,51,3,5,7,13,8,5,125,4,3,25,0,0,0,4,8,0,51,4,6,3,0,0,3,4,0,0,26,3,38,0,13,3,0,0,0,0,60,9,30,0,8,9,0,0,0,0,57,15,18,0,6,32,6,3,3,0,75,9,23,0,41,13,3,0,0,0,86,0,17,5,3,3,6,0,0,0,34
UCL215006,3,36,0,21,13,3,3,0,0,77,7,54,3,6,4,3,0,0,0,73,14,8,7,4,24,8,0,0,0,68,3,25,0,18,11,3,0,0,0,64,6,11,3,3,4,0,0,0,0,26,3,3,4,3,7,3,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,43,144,21,68,68,22,3,18,0,387,4,10,4,3,3,0,0,0,0,24,0,7,0,0,0,0,0,0,0,11,20,13,43,0,6,5,12,13,0,110,16,9,47,0,4,3,0,8,0,83,15,3,10,0,3,0,0,6,0,36,5,52,0,19,14,3,3,3,0,91,16,76,6,9,7,3,0,0,0,117,27,21,7,7,28,10,0,7,0,110,5,32,0,27,18,3,0,3,0,95,12,10,6,3,4,0,0,0,0,43
UCL215007,5,70,7,27,14,5,0,3,0,143,7,77,0,16,9,4,0,0,0,119,21,26,7,9,78,20,3,4,0,164,8,14,4,83,18,6,0,12,3,157,0,5,3,0,7,0,0,0,0,12,10,0,16,17,8,11,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,4,5,3,0,0,3,3,29,52,205,60,171,154,59,7,29,9,738,0,8,3,4,0,0,3,0,0,21,3,7,5,3,3,0,3,0,0,25,23,27,175,14,13,8,31,34,11,324,16,0,90,4,3,4,12,23,0,152,11,6,20,3,8,4,6,4,0,58,5,86,17,31,14,7,3,9,0,173,16,105,4,19,13,8,4,0,0,169,52,42,14,15,84,30,6,12,0,255,14,28,7,102,24,12,3,11,3,208,0,10,3,3,7,4,0,3,3,28
UCL215008,7,46,3,11,5,0,0,0,0,77,0,25,0,5,0,3,0,0,0,40,7,12,0,3,41,8,0,0,3,84,3,15,0,23,11,0,0,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,25,104,19,51,73,22,0,9,3,303,3,4,3,3,0,0,0,0,0,16,0,5,0,0,3,0,3,0,0,16,18,10,63,8,7,3,14,11,3,132,8,3,24,0,0,0,0,8,0,39,3,0,0,0,0,0,0,0,0,7,7,53,3,17,5,0,0,0,0,88,8,41,0,5,3,3,4,0,0,67,22,22,14,12,48,22,3,3,3,141,11,20,4,25,12,0,0,4,0,76,0,0,0,0,0,0,0,0,0,3
UCL215009,3,5,0,3,3,0,0,0,0,19,0,8,0,0,0,0,0,0,0,6,0,0,0,3,12,3,0,0,0,20,0,4,0,9,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,25,15,14,0,6,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,4,0,0,5,4,0,41,3,0,3,0,0,0,0,0,0,14,0,3,5,0,0,0,0,0,0,10,3,5,0,3,3,0,0,0,0,20,0,8,0,0,0,0,0,0,0,6,3,0,0,3,12,3,0,0,0,25,0,4,0,9,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,3
UCL215010,4,34,3,11,3,3,0,0,0,61,7,45,0,5,6,3,0,0,0,62,24,16,0,8,27,6,0,0,0,77,4,20,0,21,12,7,0,0,0,61,0,3,0,0,0,3,0,0,0,12,3,0,9,3,10,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,45,129,19,52,62,22,0,4,3,340,10,12,0,0,3,3,0,0,0,30,7,8,4,0,0,0,0,0,0,14,32,13,68,0,3,0,14,13,3,152,14,6,68,0,3,0,5,5,3,99,7,0,12,3,0,0,0,0,0,26,3,39,3,13,3,3,0,0,0,66,9,59,0,13,6,4,0,0,0,80,47,31,3,9,29,15,0,6,0,141,15,18,0,23,19,7,0,0,0,77,0,8,0,0,0,3,0,0,0,16
UCL215011,0,9,0,8,0,0,0,0,0,14,0,10,0,0,4,0,0,0,0,19,4,0,0,5,8,0,0,0,0,14,0,3,0,7,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,20,3,29,20,7,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,17,0,0,3,4,3,3,36,0,0,4,0,0,0,3,0,0,15,6,0,3,0,0,0,0,3,0,14,0,9,0,12,0,0,0,0,0,23,4,9,0,0,3,0,0,0,0,27,5,0,0,4,8,0,0,0,0,17,0,3,0,14,4,3,0,3,0,29,0,0,0,0,0,0,3,0,0,8
UCL215012,9,82,3,26,7,3,0,3,0,136,7,63,0,11,6,3,0,0,0,93,18,12,0,9,18,9,0,3,0,66,14,33,0,39,4,3,0,4,0,102,4,10,3,0,4,0,0,0,0,26,0,0,16,5,0,4,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,0,3,0,18,60,211,27,92,55,26,4,22,6,498,6,11,0,3,0,0,0,3,0,28,0,0,0,3,3,3,0,0,0,8,9,12,47,4,3,6,10,7,0,102,5,7,28,4,0,0,3,4,3,49,5,10,8,0,3,3,6,3,0,41,16,112,5,36,7,8,0,6,0,188,19,79,4,18,7,3,3,4,3,129,41,18,3,8,27,10,3,3,0,116,21,51,3,52,11,6,0,4,0,143,4,11,3,3,4,5,0,0,0,37
UCL215013,0,24,0,12,3,0,0,0,0,38,4,18,0,9,3,3,0,0,0,32,5,6,0,8,25,5,0,0,0,54,3,8,3,21,14,0,0,0,0,60,0,0,0,0,0,0,0,0,0,7,0,0,3,7,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,23,67,9,65,59,19,3,3,3,241,3,3,0,3,0,0,0,0,0,10,0,6,3,0,4,0,0,0,0,16,18,7,54,3,9,4,12,9,0,113,3,3,39,0,4,3,0,4,0,57,0,0,3,0,0,0,0,0,0,6,0,24,0,16,0,4,0,0,0,51,4,21,0,9,3,3,0,0,0,40,18,15,5,11,32,11,6,3,4,100,11,16,3,26,14,3,0,0,0,71,3,7,3,0,4,0,0,0,0,14
