UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL215083,16,113,81,1344,22,1570,0,0,0,0,0,0,9,3,0,0,0,8,0,0,0,0,0,0,38,13,6,41,5,98,170,102,70,1015,15,1369,3,0,3,0,0,9,3,0,0,4,0,10,28,10,17,80,0,131,0,0,0,8,0,10,3,0,0,0,0,9,11,3,0,3,0,16,36,27,14,330,6,409,55,15,4,66,0,146,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,8,23,0,55,7,0,0,3,0,5,9,5,0,4,0,25,9,0,4,4,0,18,7,0,0,3,0,6,55,30,20,264,3,363,3,0,0,3,0,5,3,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,4,0,15,46,22,11,32,0,117,6,3,0,30,230,271,438,223,146,2388,273,3466
UCL215084,9,45,38,648,11,753,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,21,8,0,7,6,0,24,73,53,40,444,17,617,3,0,0,0,0,3,0,0,0,3,0,8,16,4,3,49,3,78,8,0,0,3,0,13,3,0,3,0,0,5,7,0,0,0,0,6,24,13,15,177,3,225,30,19,4,40,0,92,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,24,12,0,0,4,0,17,0,0,0,0,0,0,5,0,0,3,0,7,6,3,0,3,0,14,0,0,0,0,0,3,20,14,9,109,3,157,3,0,0,0,0,3,0,0,0,3,0,4,3,0,4,4,0,12,3,0,0,0,0,4,3,0,0,3,0,9,0,0,0,0,0,0,3,0,0,10,0,11,26,7,4,12,0,58,3,0,3,12,85,103,231,97,78,1127,115,1652
UCL215085,14,99,66,443,8,627,0,0,0,0,0,0,13,0,0,6,0,20,0,0,0,0,0,0,44,10,6,13,0,65,210,86,59,472,12,845,5,0,0,3,0,5,3,3,0,3,0,10,49,14,3,53,3,115,3,7,0,6,0,13,4,7,0,0,0,11,7,0,0,0,0,6,41,21,18,174,4,252,15,7,0,31,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,11,3,0,0,0,0,7,5,3,4,0,0,15,13,3,0,7,0,23,3,0,0,0,0,6,48,29,17,160,3,253,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,7,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,13,93,16,20,26,0,149,3,0,0,13,138,154,477,169,114,973,166,1898
UCL215086,12,42,20,876,27,975,0,0,0,0,0,3,14,0,0,11,0,23,0,0,0,0,0,0,18,5,0,6,0,22,69,42,31,731,44,915,3,0,0,0,0,3,3,0,0,6,0,12,7,9,7,181,5,211,13,0,0,3,0,17,0,0,0,3,0,3,21,0,0,0,0,21,12,3,0,184,10,209,7,4,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,0,14,15,3,195,6,229,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,12,29,5,4,10,0,47,3,0,0,20,221,237,198,74,47,1705,290,2316
UCL215087,13,104,84,1473,19,1703,0,0,0,8,0,8,3,0,3,10,0,19,4,0,0,0,0,7,22,11,3,21,0,53,233,103,80,1126,21,1564,12,0,7,0,0,19,6,0,0,8,0,10,26,14,6,94,3,149,17,3,0,14,0,37,6,3,0,0,0,8,14,4,0,4,0,18,41,19,30,351,8,452,89,32,12,103,7,238,0,0,0,0,0,0,4,0,0,0,0,11,24,3,0,15,0,39,20,7,5,8,0,50,17,0,0,0,0,17,8,7,4,6,0,34,20,10,0,10,0,39,4,0,0,0,0,3,58,17,17,272,8,370,3,0,3,0,0,8,3,3,0,0,0,7,6,0,0,4,0,14,3,0,0,3,0,10,3,0,0,0,0,3,0,3,0,0,0,3,5,0,0,14,0,26,57,23,12,43,3,137,12,0,0,18,213,240,621,224,172,2627,268,3917
UCL215088,5,64,39,543,21,668,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,5,3,12,0,41,94,58,33,489,9,674,14,0,4,4,0,16,0,0,0,0,0,3,10,17,10,32,0,70,6,3,0,3,0,12,0,0,0,0,0,0,7,0,0,0,0,8,8,13,10,135,3,165,5,3,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,5,3,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,22,20,10,143,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,28,8,7,9,0,49,8,0,0,14,130,152,198,113,70,1044,159,1586
UCL215089,9,80,47,533,12,679,0,0,0,0,0,0,13,0,0,4,0,15,4,0,0,3,0,8,25,15,3,13,0,55,132,72,49,463,10,719,0,0,0,0,0,0,0,0,0,4,0,7,23,11,5,37,0,68,15,5,3,4,0,27,0,0,0,0,0,0,4,0,3,0,0,7,30,11,3,141,0,183,39,17,3,28,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,22,12,12,115,0,164,0,0,0,0,0,0,7,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,9,0,17,44,15,5,35,3,101,0,0,0,7,52,56,301,139,80,995,75,1586
UCL215090,22,173,122,1157,17,1497,0,0,0,3,0,3,18,0,3,5,0,30,6,0,3,8,0,19,49,8,9,11,0,77,291,174,101,917,22,1513,18,0,0,0,0,22,10,3,0,22,0,36,43,28,17,93,3,182,4,3,0,3,0,13,9,3,0,3,0,22,14,0,0,0,0,13,68,52,12,427,8,574,57,13,8,62,3,144,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,12,0,16,3,59,5,3,0,0,0,6,10,4,4,3,0,27,23,0,4,11,0,36,5,0,0,4,0,13,72,34,34,328,7,471,0,3,0,0,0,4,10,0,5,0,0,14,3,0,0,3,0,14,8,0,0,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,17,4,0,9,0,29,89,30,33,52,0,213,0,0,4,23,295,324,692,324,208,2205,347,3775
UCL215091,18,214,151,1509,24,1917,0,0,0,3,0,3,15,6,3,7,0,31,7,0,0,0,0,5,66,24,15,73,0,184,334,196,145,1084,33,1787,10,0,7,0,0,16,4,0,3,6,0,20,55,21,23,112,0,210,8,0,0,11,0,27,7,0,0,5,0,8,5,11,3,0,0,19,67,42,21,286,5,418,19,31,3,57,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,10,0,21,8,4,0,3,0,18,15,16,3,3,0,42,6,3,0,3,0,9,3,0,0,0,0,3,54,43,37,318,8,458,0,4,0,0,0,6,5,0,0,0,0,10,3,0,0,6,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,5,0,19,78,21,28,38,0,155,8,3,3,41,140,197,654,380,258,2589,197,4074
UCL215092,10,32,23,398,11,478,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,20,4,0,16,0,42,57,41,24,331,11,462,9,0,4,0,0,11,0,0,0,0,0,0,8,3,3,44,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,9,9,74,3,108,4,3,0,22,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,13,0,34,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,10,0,0,0,3,0,3,10,10,3,80,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,3,0,0,3,0,10,13,0,8,0,3,32,3,0,0,16,88,107,142,69,54,721,119,1099
UCL215093,11,80,67,829,8,999,0,0,0,5,0,5,3,0,0,0,0,10,0,0,0,0,0,0,34,8,6,27,0,73,204,69,78,647,11,1006,3,0,0,0,0,3,0,0,5,10,0,12,16,7,3,42,0,66,5,0,4,14,0,26,0,3,0,8,0,7,5,0,0,3,0,10,28,22,16,211,3,285,23,10,9,53,0,88,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,5,7,0,0,5,0,13,9,0,0,5,0,8,0,0,0,0,0,5,44,17,27,198,0,286,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,15,38,11,10,25,0,82,0,0,0,15,138,155,363,149,137,1485,160,2284
UCL215094,20,140,98,1039,38,1330,0,0,0,0,0,0,3,0,0,5,0,9,4,0,0,0,0,5,48,12,10,29,3,97,248,125,91,853,24,1340,9,0,6,0,0,13,3,0,0,7,0,14,45,11,14,59,0,136,3,3,0,8,0,10,0,0,0,0,0,3,9,5,0,4,0,10,47,18,13,234,3,317,24,6,3,31,0,68,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,6,0,14,0,0,0,0,0,8,11,4,3,3,0,21,16,0,0,0,0,18,3,0,0,0,0,0,54,26,24,228,6,338,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,0,5,9,0,14,50,22,10,39,0,117,16,4,0,31,148,203,506,225,171,1871,207,2980
UCL215095,4,45,25,450,9,537,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,7,0,11,0,32,69,20,29,339,5,460,3,0,3,0,0,5,0,0,0,0,0,0,8,3,4,15,3,37,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,4,7,113,0,127,10,7,0,22,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,4,0,6,4,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,4,17,15,9,80,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,10,20,0,3,13,0,46,4,0,3,11,63,84,162,67,52,770,85,1124
UCL215096,3,54,31,609,14,709,0,0,0,9,0,8,3,0,0,3,0,9,0,0,0,0,0,0,20,4,3,11,0,41,102,57,35,516,15,720,8,0,0,0,0,10,0,0,0,0,0,0,18,11,3,51,0,82,0,0,0,0,0,3,3,0,0,0,0,4,13,0,0,0,0,13,15,20,5,166,7,208,16,9,0,24,0,45,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,16,3,0,0,0,0,4,0,0,0,0,0,0,18,22,4,143,5,185,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,22,6,5,6,3,44,3,0,3,18,130,153,222,107,57,1181,164,1734
UCL215097,6,39,34,417,15,509,0,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,10,3,0,3,0,18,58,34,21,383,14,509,6,0,3,0,0,6,0,0,0,3,0,6,4,3,0,29,0,47,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,128,0,160,7,3,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,13,4,0,0,3,0,8,0,0,0,3,0,3,15,4,5,107,3,141,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,6,13,4,3,10,0,35,0,4,0,14,75,89,138,69,43,814,98,1170
UCL221001,0,19,20,336,3,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,14,20,13,14,227,4,277,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,20,0,28,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,112,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,76,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,13,29,44,40,30,25,591,40,727
UCL221002,3,28,16,310,4,365,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,10,38,28,19,259,11,353,9,0,0,0,0,9,0,0,0,0,0,3,3,3,0,22,0,28,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,5,0,9,0,83,3,94,4,3,3,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,4,5,17,3,87,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,3,3,8,0,31,0,3,3,11,68,84,102,54,32,582,81,843
UCL221003,0,16,21,337,19,390,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,6,0,7,7,0,23,47,11,15,358,3,439,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,33,3,34,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,67,3,84,7,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,10,4,5,111,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,17,3,4,3,3,25,0,0,0,16,69,90,91,31,34,724,95,972
UCL221004,0,10,12,234,3,250,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,21,14,12,156,0,200,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,39,0,44,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,5,0,3,0,11,0,0,0,12,37,51,52,18,22,400,39,530
UCL221005,6,34,16,253,3,310,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,24,9,3,6,18,0,38,31,33,17,181,7,261,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,24,0,3,0,6,0,7,3,0,0,0,0,4,0,0,0,0,0,0,12,4,4,63,0,88,25,0,6,30,0,58,3,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,6,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,10,3,0,0,0,0,3,6,11,7,56,0,82,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,9,0,17,3,3,3,13,28,48,134,53,44,495,39,764
UCL221006,0,3,15,235,3,258,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,9,16,5,12,207,8,256,3,0,3,0,0,3,0,0,3,0,0,3,4,0,3,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,3,3,4,135,0,146,6,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,80,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,8,0,6,10,0,24,0,0,0,10,55,63,61,10,28,516,68,686
UCL221007,0,25,14,173,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,12,27,6,17,168,5,225,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,15,0,22,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,5,0,90,0,108,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,62,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,3,3,8,0,21,0,0,0,9,28,34,61,35,25,376,39,540
UCL221008,0,11,8,214,14,250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,6,0,7,0,22,36,11,9,162,13,226,3,0,0,0,0,3,0,0,0,5,0,3,3,0,0,12,0,18,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,43,3,62,4,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,4,3,0,0,4,0,5,0,0,0,0,0,0,9,9,4,41,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,13,0,31,0,0,0,7,22,34,82,31,16,381,44,550
UCL221009,3,18,4,292,10,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,21,18,10,278,8,330,0,0,0,0,0,0,0,0,0,3,0,3,8,4,0,15,0,28,3,0,0,7,0,4,0,0,0,0,0,0,17,0,0,0,0,17,3,3,0,54,0,64,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,75,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,3,0,12,3,0,0,13,56,69,69,34,8,566,71,749
UCL221010,0,23,11,230,3,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,10,33,24,11,230,3,300,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,14,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,74,0,87,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,69,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,0,15,0,0,0,8,17,29,49,31,20,461,26,587
UCL221011,0,12,12,185,4,213,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,9,35,18,19,179,0,250,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,49,0,67,9,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,58,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,3,5,0,8,0,12,0,0,0,0,42,39,66,29,25,379,49,550
UCL221012,0,16,10,237,0,270,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,0,3,0,19,20,20,3,191,7,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,82,0,93,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,57,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,36,33,38,25,12,451,47,573
UCL221013,3,5,7,214,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,3,158,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,7,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,0,60,28,4,3,31,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,60,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,22,53,16,13,396,24,500
