UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL221021,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,4,5,0,0,11,0,0,0,7,3,11,3,0,23,8,11,7,21,20,21,4,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,11,7,20,25,23,11,3,107,0,0,0,0,0,0,0,0,0,4,3,3,3,7,14,3,0,35,12,19,17,30,41,53,16,0,185,0,0,0,0,4,0,3,0,6,0,0,0,0,0,5,0,0,3,0,6,0,3,4,3,0,0,15,0,0,5,3,9,13,0,0,38,0,3,3,6,7,9,0,0,33,0,3,3,0,0,0,0,0,10,0,0,4,0,3,3,0,0,10,0,9,11,12,8,14,0,0,52,0,0,0,0,0,0,0,0,3,7,6,3,3,5,12,0,3,36,4,18,23,27,30,40,7,3,161,0,0
UCL221022,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,3,7,7,3,0,19,3,9,9,18,26,22,18,4,98,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,10,3,7,9,20,28,29,18,4,117,0,0,0,0,0,0,0,0,6,0,4,3,3,14,8,4,3,44,3,23,18,25,48,46,26,12,194,0,0,3,0,0,0,0,0,7,0,3,0,0,0,3,0,0,11,0,7,0,0,7,5,3,0,22,0,4,8,13,6,5,4,0,37,0,9,6,9,11,6,0,0,47,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,7,5,15,11,8,12,11,0,0,58,0,0,0,0,0,0,0,0,3,3,3,8,3,7,10,8,9,49,8,29,29,22,33,36,18,9,187,0,0
UCL221023,0,0,0,0,8,4,0,0,9,0,0,3,0,0,0,0,0,8,0,4,3,4,0,0,0,0,16,0,3,0,7,6,0,0,0,15,3,10,8,13,5,6,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,11,5,9,0,3,53,0,0,0,0,0,0,0,0,0,5,5,3,4,3,3,3,0,37,8,16,20,31,25,20,3,5,130,0,0,3,0,3,0,0,0,12,0,0,3,6,0,0,0,0,10,0,7,9,10,3,0,0,3,35,0,0,9,7,8,5,3,0,27,0,5,3,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,26,0,0,0,3,0,0,0,0,7,3,3,5,3,6,5,3,4,32,7,19,34,30,31,14,10,6,149,0,0
UCL221024,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,4,3,0,16,0,3,6,9,19,15,10,0,69,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,3,6,7,25,14,10,0,70,0,0,0,0,0,0,0,0,0,3,0,3,9,11,9,10,0,48,8,8,8,30,34,34,24,5,144,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,4,0,3,3,3,3,0,20,0,0,0,3,4,3,3,0,16,4,3,7,11,6,3,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,8,6,10,7,3,0,0,40,0,0,0,0,0,0,0,0,0,0,3,9,4,5,13,3,3,44,8,12,14,23,30,26,14,0,127,0,0
UCL221025,0,0,5,0,3,0,0,0,6,0,0,0,0,3,0,0,0,10,0,4,4,3,13,0,3,0,22,0,0,0,4,4,5,3,0,26,3,6,7,18,33,31,10,4,108,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,5,3,4,8,18,34,33,10,4,121,0,0,0,0,0,0,0,0,0,3,0,0,5,9,11,4,8,39,3,14,19,33,69,54,18,11,222,0,0,4,0,0,0,0,0,7,0,3,0,0,4,0,0,0,10,3,3,13,12,9,9,5,0,50,0,3,3,3,9,4,4,3,35,5,9,3,12,8,10,3,0,50,3,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,6,15,4,15,12,9,3,0,64,0,0,0,0,0,0,0,0,3,3,0,0,8,10,13,5,4,44,12,22,23,41,47,40,16,8,207,0,0
UCL221026,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,3,13,4,5,3,0,36,0,3,5,6,4,5,0,0,22,9,15,14,31,27,13,3,0,114,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,4,9,16,22,31,27,16,8,0,128,3,0,0,0,0,0,0,0,7,4,3,6,6,9,10,0,0,44,17,25,36,60,54,41,12,3,245,0,0,0,3,0,0,0,0,9,4,3,0,0,0,0,0,0,10,3,3,6,10,11,11,0,0,45,4,6,9,5,10,6,3,0,43,9,4,11,12,14,0,3,0,46,3,0,3,0,0,0,0,0,8,0,3,0,3,0,3,0,0,15,12,3,14,15,19,3,3,0,69,0,0,0,0,0,0,0,0,0,8,3,0,5,8,8,8,0,45,26,19,32,47,51,31,14,3,223,0,0
UCL221027,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,4,3,0,0,12,0,0,3,0,9,0,0,0,16,7,10,7,8,15,11,4,3,60,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,10,10,13,12,10,3,3,72,0,0,0,0,0,0,0,0,3,3,0,0,3,6,14,11,4,43,15,19,16,17,30,26,15,12,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,3,3,4,5,0,0,30,0,0,3,4,6,3,8,4,29,4,7,4,9,8,0,4,0,39,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,8,11,7,12,9,4,8,4,3,59,0,0,0,0,0,0,0,0,0,0,0,3,8,3,16,16,22,58,9,23,17,26,20,36,24,25,180,0,0
UCL221028,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,3,3,0,0,4,0,0,11,0,9,0,0,3,0,0,0,13,3,10,6,28,18,24,11,5,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,7,28,18,31,11,3,116,0,0,0,0,0,0,0,0,0,7,3,3,10,12,12,4,6,54,18,24,15,44,35,51,17,10,204,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,14,4,0,4,0,0,0,24,0,0,3,3,4,4,3,3,23,9,6,5,5,3,10,0,0,43,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,10,14,5,6,10,5,9,3,3,59,0,0,0,0,0,0,0,0,4,3,3,4,4,19,18,10,6,68,14,26,18,20,33,26,18,11,175,0,0
UCL221029,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,3,3,4,0,0,9,0,0,0,0,0,8,0,0,11,3,11,6,12,13,9,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,17,13,11,3,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,9,4,36,7,13,16,22,25,30,20,4,134,0,0,3,3,0,0,0,0,5,0,0,3,3,0,0,0,0,9,0,4,8,6,5,0,4,0,24,3,3,3,3,5,3,4,0,26,4,3,3,3,4,0,0,0,23,0,3,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,6,4,6,3,7,6,3,0,0,40,0,0,0,0,0,0,0,0,0,3,0,5,4,3,3,9,4,36,15,15,25,26,21,14,14,7,139,0,0
UCL221030,0,0,0,0,4,6,9,0,22,0,0,0,0,7,0,0,0,7,0,0,12,4,13,19,9,0,46,0,0,0,3,6,10,4,0,30,3,6,5,10,13,7,4,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,3,6,5,10,20,8,9,0,51,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,10,0,29,8,4,21,20,53,48,32,3,194,0,0,3,3,3,10,0,0,18,0,0,0,3,4,3,0,0,10,0,5,14,13,17,21,9,0,72,0,0,3,5,4,13,5,0,39,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,3,0,7,9,6,0,0,24,0,0,0,0,6,3,0,0,4,3,0,4,0,6,6,0,0,31,3,4,23,29,53,64,14,6,204,0,0
UCL221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,3,0,0,3,3,0,0,0,14,3,15,17,26,23,5,3,0,101,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,10,22,21,30,23,6,3,0,110,0,0,0,0,0,0,0,0,0,7,0,4,4,7,0,0,0,18,12,28,30,40,33,11,3,0,160,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,6,12,13,9,6,0,0,0,38,4,3,0,4,3,0,3,0,17,0,10,11,6,6,0,0,0,32,0,4,0,6,0,0,0,0,7,3,0,3,3,0,0,0,0,17,5,14,14,16,7,6,0,0,55,0,0,0,0,0,0,0,0,0,5,3,4,3,0,3,0,0,18,16,32,28,35,14,13,4,0,140,0,0
UCL221032,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,18,0,0,3,0,5,3,0,0,13,10,13,11,20,23,19,12,0,114,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,13,10,22,28,26,12,0,125,0,0,3,0,0,3,0,0,9,3,4,6,3,14,17,5,3,56,13,18,29,33,49,54,25,3,226,0,0,0,3,0,0,0,0,7,0,3,0,0,0,3,0,0,5,0,3,3,3,9,9,3,0,28,0,7,7,5,3,8,0,0,33,10,13,8,13,12,4,3,0,60,0,3,0,0,0,0,0,0,7,3,3,4,3,4,5,0,0,18,12,14,7,16,15,15,3,0,85,0,0,0,0,0,0,3,0,7,0,7,5,3,11,18,6,0,53,15,34,24,27,34,54,17,0,210,0,0
UCL221033,0,0,3,0,3,5,0,0,8,0,0,0,0,0,0,0,0,3,0,3,4,0,3,3,0,0,16,0,5,9,8,7,6,0,0,34,3,9,19,15,22,9,0,0,73,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,12,21,17,18,9,0,0,80,0,0,0,0,0,0,0,0,0,4,0,3,5,3,7,0,0,26,11,14,37,33,33,30,4,0,159,0,0,3,3,3,0,0,0,11,0,3,3,0,3,3,0,0,10,3,3,9,6,7,3,0,0,30,4,5,8,4,3,4,0,0,39,3,5,3,4,0,3,0,0,22,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,5,3,12,3,3,0,0,35,0,0,0,0,0,0,0,0,4,6,0,0,4,7,3,0,0,23,13,23,26,31,24,23,3,0,144,0,0
UCL221034,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,3,6,3,4,3,0,0,20,0,3,9,3,6,0,0,0,19,10,13,10,9,11,11,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,12,11,11,7,0,77,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,21,11,18,24,19,33,19,11,0,140,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,7,4,5,4,3,0,32,3,3,11,4,3,6,3,0,34,0,3,3,4,11,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,8,5,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,3,0,24,6,13,27,27,27,17,12,0,130,0,0
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,4,0,0,0,0,0,8,4,7,3,10,14,8,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,7,3,10,12,12,7,0,50,0,0,0,0,0,0,0,0,0,4,3,0,4,6,0,3,5,31,11,14,11,18,18,13,10,6,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,4,6,0,0,0,27,0,4,0,3,6,6,0,0,26,5,6,3,5,3,0,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,5,3,8,7,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,11,22,62,10,18,14,21,30,21,15,27,150,0,0
UCL221036,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,0,18,0,4,6,8,4,0,0,0,16,7,12,28,22,13,8,4,0,104,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,12,28,29,15,7,4,0,111,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,11,18,24,46,39,24,11,4,0,162,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,0,7,0,6,13,6,0,0,0,0,29,3,10,13,3,3,0,0,0,33,6,6,5,14,3,0,0,0,39,0,3,0,3,0,0,0,0,8,0,0,3,3,0,0,0,0,8,6,8,13,20,5,0,0,0,54,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,10,9,32,41,36,10,10,3,3,132,0,3
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,3,3,0,0,0,12,8,13,7,11,12,6,11,3,63,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,8,8,10,8,13,15,5,11,3,71,0,0,0,0,0,0,0,0,0,3,3,9,13,9,14,4,0,54,9,13,17,30,30,23,13,5,150,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,9,3,0,11,0,3,0,30,10,3,7,5,6,4,0,0,35,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,10,4,5,9,9,7,3,0,47,0,0,0,0,0,0,0,0,0,3,3,3,5,6,11,6,3,48,13,16,19,18,30,21,13,3,145,0,0
UCL221038,0,0,0,3,0,0,0,0,5,0,0,4,0,0,3,0,0,9,0,6,11,5,0,9,0,0,28,0,3,3,5,5,0,0,0,20,0,13,21,22,16,14,3,0,96,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,16,21,29,20,10,3,0,107,0,0,0,0,0,0,0,0,0,3,3,4,3,3,8,0,0,30,5,22,44,49,36,33,9,0,199,0,0,0,0,3,0,0,0,9,0,3,4,4,0,0,0,0,16,0,15,7,10,6,4,4,0,44,0,3,9,9,3,3,0,0,42,0,7,6,11,5,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,3,14,5,9,11,3,0,0,45,0,0,0,0,0,0,0,0,0,8,0,5,0,3,3,0,0,26,9,38,41,36,32,14,8,0,172,0,5
UCL221039,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,4,3,0,0,3,0,0,10,0,0,0,3,8,0,0,0,10,10,17,9,8,16,10,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,8,16,10,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,13,25,9,19,23,18,8,0,106,0,4,0,5,0,0,0,0,9,0,3,0,0,0,0,0,0,6,0,9,7,9,3,3,8,0,31,0,3,3,4,8,3,3,0,27,5,3,6,12,3,4,0,0,32,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,6,9,4,10,13,9,3,0,0,48,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,3,3,13,8,28,15,31,16,17,7,5,131,0,6
UCL221040,0,0,3,0,0,3,0,0,8,0,0,0,3,0,0,0,0,4,0,3,9,4,10,0,0,0,20,5,4,12,10,20,3,0,0,50,7,28,30,47,26,17,3,0,164,0,4,0,5,0,0,0,0,13,0,0,0,0,0,3,0,0,10,9,30,30,56,30,15,4,0,183,0,3,0,0,0,0,0,0,3,12,6,12,10,10,10,0,0,60,26,49,63,86,65,32,3,4,327,0,3,4,0,4,0,0,0,6,0,3,0,0,5,0,0,0,6,0,10,13,14,10,7,0,0,44,0,10,16,21,8,3,0,0,64,11,16,23,10,13,6,3,0,76,0,0,0,0,0,0,0,0,3,0,0,0,4,3,7,0,0,13,11,16,24,15,14,10,3,0,95,0,0,0,0,0,4,0,0,4,9,3,13,8,16,13,0,0,62,28,39,70,62,49,34,6,0,287,0,3
UCL221041,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,6,3,3,0,0,19,7,0,3,11,9,0,0,0,24,9,23,34,28,24,6,7,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,39,28,24,11,7,0,131,0,0,0,0,0,0,0,0,6,6,0,3,3,12,6,0,0,30,20,27,48,44,40,20,7,0,215,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,13,0,13,13,7,3,4,0,0,37,0,7,15,7,5,4,0,0,45,3,12,20,6,7,3,0,0,48,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,4,10,21,13,10,3,0,0,61,0,0,0,0,0,0,0,0,5,0,4,9,10,3,8,0,0,37,12,46,63,34,27,14,3,0,193,0,0
UCL221042,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,0,13,0,4,0,8,5,3,0,0,17,0,20,12,8,20,19,4,0,90,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,23,15,13,27,21,4,0,98,0,0,0,0,0,0,0,0,0,8,8,14,11,10,8,5,3,67,12,35,32,32,37,35,13,3,201,0,3,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,6,3,9,7,6,7,4,0,0,33,0,3,3,9,10,3,0,0,30,3,9,8,6,10,0,0,0,28,0,4,0,3,0,0,0,0,10,0,3,3,0,3,0,0,0,13,3,11,13,10,14,0,3,0,48,0,0,0,0,0,0,0,0,8,5,3,6,8,16,10,4,4,69,16,24,28,41,43,19,7,6,199,0,3
UCL221043,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,6,0,0,0,0,4,6,0,0,14,0,0,4,0,3,10,0,0,18,6,5,10,13,15,17,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,5,10,13,15,24,7,0,88,0,0,0,0,0,0,0,0,4,0,0,5,5,8,4,0,3,25,6,5,22,24,27,51,17,4,157,0,0,0,0,3,0,0,0,3,0,0,0,4,7,0,0,0,10,0,6,10,5,12,5,0,0,35,0,0,3,0,11,9,0,0,26,3,4,9,8,8,4,6,0,40,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,13,4,7,9,8,9,12,8,0,49,0,0,0,0,0,0,0,0,3,0,3,3,9,4,3,3,0,33,5,17,28,25,45,28,11,0,164,0,0
UCL221044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,13,0,3,3,4,3,0,0,0,13,3,19,21,10,17,10,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,19,18,16,17,10,3,0,83,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,0,16,7,23,30,22,22,11,5,0,130,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,3,5,3,3,3,0,0,0,18,0,9,7,4,5,0,0,0,31,0,10,7,7,3,3,0,0,33,0,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0,0,5,0,9,4,17,4,3,0,0,41,0,0,0,0,0,0,0,0,4,4,4,0,3,3,0,3,0,15,7,27,19,32,19,4,3,0,116,0,4
UCL221045,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,14,0,0,3,3,12,14,0,0,28,4,4,10,24,29,33,22,0,125,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,4,0,5,4,4,10,24,34,37,29,0,134,0,0,0,0,0,0,0,0,0,0,3,0,7,10,23,10,3,57,3,9,10,30,65,78,42,7,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,17,0,3,3,0,8,8,0,0,24,0,4,3,7,11,10,0,0,37,0,0,3,0,0,0,0,0,3,0,0,0,4,0,6,0,0,15,0,4,5,13,13,16,6,0,53,0,0,0,3,0,0,0,0,0,3,0,8,0,13,14,19,7,66,5,6,17,18,31,51,23,7,162,0,0
UCL221046,0,0,5,0,3,7,4,0,18,0,0,0,0,3,3,0,0,11,0,3,5,10,10,17,3,0,45,0,0,0,3,9,14,6,3,31,3,5,7,16,34,25,13,3,110,0,0,0,0,4,3,0,0,4,0,0,0,0,0,4,0,0,13,3,9,10,19,42,30,21,3,135,0,0,0,3,0,3,0,0,9,6,3,3,3,10,13,8,4,52,6,11,24,41,68,79,40,12,294,0,0,0,3,4,3,0,0,12,0,0,6,0,4,3,0,0,16,0,5,7,8,16,13,5,0,64,0,0,3,7,9,18,4,0,46,0,7,12,14,9,3,0,0,45,0,0,0,0,4,0,0,0,8,0,0,0,0,8,5,0,0,13,4,7,15,14,21,14,0,0,65,0,0,0,0,0,0,0,0,5,3,0,3,6,5,13,8,3,46,4,12,29,44,66,65,21,9,257,0,0
