UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL214008,0,9,12,11,10,10,11,0,58,0,4,10,9,14,6,0,0,52,6,44,69,53,40,41,15,3,271,10,38,40,55,46,40,13,3,242,65,171,134,196,182,113,70,9,941,10,9,3,4,4,3,4,3,32,0,0,9,8,14,7,5,0,46,77,184,148,204,196,122,75,16,1022,0,3,0,3,3,3,0,3,20,34,29,38,59,43,63,36,14,315,127,311,322,390,358,287,149,38,1978,0,8,15,25,12,5,3,0,78,0,15,24,19,15,14,8,0,90,15,98,122,78,75,43,19,4,447,23,84,94,70,85,49,15,11,433,47,104,86,84,74,37,11,6,457,7,5,8,11,14,6,7,0,60,3,14,15,13,20,14,0,0,85,57,126,112,114,104,52,18,10,602,0,0,3,0,4,10,3,0,21,22,31,42,49,60,76,53,20,361,123,352,417,360,358,248,117,56,2032,0,15
UCL214009,0,6,6,11,15,19,3,0,57,0,3,7,6,16,7,0,0,46,3,40,42,30,53,42,14,0,225,3,18,32,21,27,48,23,3,177,16,87,90,84,95,103,47,15,546,0,0,0,0,0,0,0,0,5,0,0,5,5,4,12,0,0,36,16,87,95,94,106,119,50,20,586,0,0,3,3,0,3,0,0,16,16,12,17,33,33,38,40,18,207,43,164,194,202,247,278,134,45,1311,0,17,14,13,16,8,5,0,78,0,7,15,19,22,17,3,0,88,9,50,82,48,61,65,19,6,337,8,30,44,37,52,60,27,8,270,12,31,43,39,34,31,13,0,212,0,3,8,4,3,5,0,0,30,0,3,9,9,13,17,6,0,56,16,44,64,45,51,51,23,8,301,0,0,0,3,0,10,6,4,25,15,18,16,28,30,77,58,32,265,52,168,237,203,235,276,137,54,1351,0,24
UCL214010,0,3,14,16,7,3,3,0,48,0,5,8,11,3,4,0,0,31,10,20,31,21,25,16,14,3,139,7,29,40,49,28,16,9,0,176,74,158,156,163,114,83,42,14,803,5,3,9,8,3,3,0,0,29,0,0,9,6,11,9,3,0,44,85,165,171,172,128,95,50,17,875,0,3,0,3,0,0,3,0,9,57,27,37,37,35,42,32,3,269,155,248,303,307,228,178,106,26,1547,0,11,17,13,11,6,0,0,56,0,16,18,17,14,3,3,0,66,21,81,85,47,30,15,13,3,295,25,57,70,61,34,29,9,7,288,47,81,88,57,52,30,10,3,362,7,10,10,8,5,4,0,0,44,9,13,15,17,13,17,6,5,91,63,105,108,79,65,45,10,8,494,0,0,0,0,3,4,0,0,13,52,36,39,51,33,61,55,17,339,163,304,338,276,192,167,96,36,1554,0,15
UCL214011,0,0,3,0,5,6,0,0,19,0,3,3,3,5,3,0,0,19,5,34,30,17,15,17,9,3,118,3,22,17,16,35,18,6,3,121,57,121,98,113,105,75,30,15,619,3,3,6,3,0,3,0,0,18,4,13,11,7,7,3,0,3,44,71,135,112,118,113,85,33,14,679,0,3,0,0,0,3,0,0,13,34,19,29,30,28,50,55,30,275,110,217,197,193,202,175,105,57,1250,0,10,6,4,4,3,0,0,26,0,11,9,14,10,3,3,0,50,15,62,58,31,36,13,7,3,216,9,34,35,57,48,21,17,10,230,47,78,53,54,51,26,6,4,320,8,17,12,7,6,3,0,0,55,4,4,13,9,3,8,0,3,45,61,100,77,70,66,37,7,3,426,0,3,0,3,4,0,3,0,16,34,25,36,31,43,90,78,49,391,119,246,219,208,209,167,120,61,1354,0,11
UCL214012,0,3,3,3,9,5,0,0,23,0,0,3,4,4,0,3,0,16,0,13,16,17,23,19,6,0,95,0,17,18,18,36,43,18,4,152,46,85,84,116,145,154,80,21,735,3,8,3,4,5,3,0,0,24,6,6,8,5,10,13,8,0,60,58,95,97,124,162,170,91,24,821,0,3,0,0,0,0,0,0,10,36,22,44,41,64,89,35,36,371,95,147,178,209,299,330,157,66,1485,0,7,4,3,8,4,0,0,27,0,12,4,7,10,9,0,0,39,14,28,28,36,50,35,8,3,201,5,36,27,44,65,38,10,6,230,32,45,60,53,76,29,19,0,317,4,11,4,8,8,11,0,0,47,3,7,13,10,15,13,3,3,66,43,59,72,76,101,55,22,3,433,7,3,0,0,3,3,5,0,17,27,25,33,48,62,92,81,63,437,92,165,185,212,288,237,126,73,1387,0,6
UCL214013,0,3,9,3,10,3,0,0,28,0,3,5,5,0,3,0,0,20,4,19,25,19,20,20,7,0,121,3,10,18,16,17,27,7,4,110,36,124,107,89,87,68,23,9,555,5,3,5,0,4,0,0,0,18,3,0,3,3,3,6,3,0,19,48,123,112,94,94,75,24,14,595,0,0,0,0,0,0,4,0,9,25,21,20,29,24,35,23,6,189,88,186,192,172,169,161,74,26,1067,0,4,7,10,7,7,0,0,38,0,8,13,8,15,0,3,0,56,4,66,51,37,24,27,26,3,230,4,51,40,37,41,22,16,6,219,35,66,44,40,33,28,11,3,258,3,11,8,3,5,3,0,0,33,5,13,10,6,5,11,0,0,49,46,89,62,53,52,45,12,3,344,0,0,0,0,0,3,0,0,12,25,20,18,27,25,64,43,28,254,83,239,193,169,164,170,97,44,1151,0,10
UCL214014,0,9,0,6,3,9,0,0,23,0,3,5,7,5,6,3,0,22,9,26,16,14,17,23,3,7,111,10,14,20,11,21,25,16,3,113,57,107,117,134,140,152,81,28,822,3,10,4,7,7,3,0,0,38,3,8,12,12,12,3,3,0,45,63,119,133,155,159,160,88,31,905,0,3,3,0,0,0,3,0,10,45,22,44,49,45,67,64,22,366,123,187,226,246,249,287,170,58,1554,0,7,4,7,5,4,0,0,25,4,3,3,4,6,8,0,0,34,19,49,45,31,33,28,20,8,223,6,39,37,45,45,50,3,5,235,48,90,70,86,67,28,5,5,399,3,10,11,18,4,0,0,0,56,5,10,18,5,17,8,7,0,69,52,110,100,110,86,39,10,5,521,0,0,0,3,3,6,4,0,14,37,30,31,47,58,100,100,53,453,122,229,217,248,239,235,136,75,1510,0,15
UCL214015,0,0,9,14,9,19,3,3,63,0,3,4,3,20,7,0,0,42,11,21,30,36,68,60,19,4,237,10,10,24,32,59,65,22,13,231,26,62,75,133,194,204,88,35,834,3,3,0,3,3,3,0,0,19,0,3,4,4,10,8,6,0,39,33,74,85,149,215,213,100,34,898,3,0,4,3,3,7,5,3,28,23,21,29,40,50,96,63,39,360,71,129,181,275,422,466,214,92,1854,0,3,15,14,27,14,3,0,79,3,3,3,21,25,14,3,0,72,13,36,70,51,67,74,17,3,332,13,24,42,57,91,65,24,11,336,25,36,42,67,72,44,9,6,296,4,12,0,7,6,14,5,0,47,3,10,12,10,26,17,6,3,92,33,59,54,89,109,80,13,6,440,0,0,4,6,7,5,5,3,41,26,20,25,34,88,133,74,51,446,77,146,216,267,415,386,149,72,1739,0,3
UCL214016,0,0,4,0,7,0,0,0,12,0,0,0,3,10,3,0,0,21,9,18,20,16,19,19,5,0,104,4,18,15,38,26,19,8,0,131,49,96,102,101,96,86,25,17,570,9,9,7,0,0,0,0,0,27,9,6,11,6,9,4,3,5,40,62,108,114,105,106,84,32,17,632,0,5,0,8,4,4,4,0,25,51,33,48,58,66,52,48,30,377,124,188,203,219,240,181,95,51,1305,0,5,6,6,6,3,0,0,25,0,4,3,8,6,3,0,0,28,7,40,36,35,20,17,4,0,171,21,41,44,39,36,18,6,6,219,39,60,55,59,50,16,3,0,294,11,10,11,9,10,4,0,0,51,3,7,9,10,12,3,0,0,48,53,80,76,78,72,23,8,3,395,0,3,3,0,3,3,4,0,22,41,33,51,41,62,67,70,51,413,132,208,223,210,207,139,99,57,1268,0,7
UCL214017,0,4,7,3,7,3,3,0,22,0,0,4,6,4,4,0,0,13,3,21,19,16,18,13,4,3,97,3,18,20,23,25,29,4,0,124,52,87,76,100,92,96,41,11,554,7,3,9,5,0,0,0,0,29,0,3,3,4,7,6,0,0,29,66,93,88,112,98,104,41,11,613,0,9,3,0,3,3,0,0,23,44,28,20,31,41,41,42,17,269,111,171,159,189,196,199,94,33,1152,0,8,6,3,3,3,0,0,26,0,3,10,11,7,4,0,0,27,10,50,41,27,32,26,5,3,200,11,36,44,49,29,26,15,5,204,40,44,58,58,43,21,4,3,273,4,9,8,7,4,8,0,0,45,0,11,9,9,14,9,0,0,56,47,60,77,78,64,27,8,4,368,0,6,3,0,6,7,3,0,21,38,27,27,40,48,64,69,30,349,110,182,207,208,196,149,94,46,1193,0,15
UCL214018,0,10,15,12,10,8,0,0,55,0,3,8,8,5,0,0,0,31,16,33,40,26,23,22,8,0,164,14,35,48,51,35,18,0,0,198,74,230,203,222,153,65,18,3,962,10,8,3,3,3,0,0,0,28,8,6,12,8,5,0,0,0,42,92,238,212,241,163,68,19,3,1033,0,0,4,3,0,3,0,0,11,60,60,39,55,66,38,23,3,346,174,384,368,398,311,154,53,7,1846,0,12,16,4,9,0,0,0,42,3,22,28,24,12,3,0,0,82,18,85,95,48,35,22,3,0,308,25,81,102,83,43,19,7,0,363,79,130,89,95,48,15,3,5,457,11,19,11,11,8,3,0,0,66,14,16,23,17,20,4,4,0,95,104,163,116,121,73,24,6,5,614,0,3,5,3,3,3,0,0,19,62,46,72,53,54,44,24,4,364,219,413,429,331,224,117,36,6,1782,0,26
UCL214019,0,7,5,3,3,3,3,0,22,0,6,0,9,5,7,0,0,29,0,29,25,17,24,21,6,0,129,4,23,17,34,17,28,13,7,149,56,133,114,145,162,126,73,26,840,10,13,0,8,7,0,0,0,28,3,3,4,10,10,14,6,0,47,67,154,120,159,180,137,78,31,924,4,0,0,0,3,0,0,0,15,53,46,16,61,64,64,72,28,406,127,255,188,278,301,267,176,64,1668,0,7,8,3,5,4,0,0,34,0,9,12,12,6,3,3,0,53,6,56,55,31,34,41,21,3,248,21,46,46,48,58,46,15,3,278,40,100,72,91,69,39,6,6,422,9,12,12,12,17,3,3,0,63,3,15,6,16,18,14,6,0,72,51,119,95,125,98,50,10,6,558,0,7,0,3,3,9,5,0,26,41,37,32,64,74,95,111,73,522,113,289,248,292,277,254,163,82,1715,0,15
UCL214020,0,7,6,8,0,10,3,0,32,0,0,4,4,9,3,0,0,24,6,25,40,28,28,23,8,4,163,4,19,32,21,50,36,17,3,179,65,136,138,152,156,131,99,23,908,4,3,3,0,4,0,0,0,21,0,3,15,4,9,14,5,3,48,71,151,151,164,165,145,101,30,977,0,0,3,3,4,8,4,3,23,68,30,46,55,72,90,75,46,481,147,230,288,279,324,314,217,86,1883,0,4,12,5,5,5,0,3,43,0,8,5,14,11,9,0,0,55,14,74,75,40,34,37,19,9,290,16,30,49,51,60,41,20,0,267,51,92,95,75,63,37,12,4,413,8,4,8,13,16,5,0,3,59,3,8,4,10,14,18,4,3,66,58,102,108,95,88,60,14,7,542,3,0,0,3,3,7,4,3,23,30,50,34,55,80,112,98,71,520,116,271,288,267,287,274,158,90,1739,0,10
UCL215001,0,3,0,0,3,9,0,0,13,0,0,0,3,6,0,0,0,10,0,3,11,18,31,16,11,0,91,3,6,3,8,10,17,7,3,57,4,7,21,22,29,18,9,0,112,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,11,7,11,21,23,38,20,11,0,126,0,0,0,0,0,0,0,0,0,7,0,4,9,5,10,3,0,45,22,28,43,58,98,65,34,9,351,0,4,4,12,16,7,0,0,37,0,3,6,9,3,4,0,0,17,4,6,18,34,36,15,7,0,117,3,6,4,12,23,17,8,0,70,0,6,3,10,12,0,0,0,27,3,0,0,0,0,0,0,0,4,0,0,0,3,3,7,0,0,12,3,6,3,15,13,6,3,0,47,0,0,0,0,0,0,0,0,3,3,4,5,11,12,12,8,0,52,15,23,42,79,95,55,34,8,351,0,6
UCL215002,0,0,3,0,3,0,0,0,7,0,0,3,3,6,4,3,0,19,0,9,21,12,15,8,3,0,61,0,13,11,8,21,15,5,3,75,20,41,43,44,57,42,18,8,280,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,15,16,45,44,48,54,49,18,8,300,0,0,0,0,0,3,0,0,3,22,6,8,18,26,24,20,8,129,46,73,92,82,113,110,51,25,584,0,7,9,3,3,3,0,0,26,0,7,8,5,8,0,0,0,22,0,23,32,17,13,12,7,0,104,4,17,18,19,20,19,13,8,108,14,21,26,28,17,7,3,0,117,0,5,3,3,3,3,0,0,18,0,0,3,0,6,3,5,0,25,14,27,33,29,21,18,9,0,157,0,0,0,0,0,3,0,0,8,11,7,5,14,25,28,27,17,131,25,81,102,89,93,85,50,23,559,0,6
UCL215003,0,4,9,8,12,14,3,0,53,0,3,7,3,7,5,0,0,22,6,27,25,30,40,54,13,3,198,3,11,18,14,23,25,15,3,110,16,34,27,58,60,37,20,4,258,0,0,0,0,0,0,0,0,10,0,0,0,0,3,8,3,0,20,16,36,29,59,68,41,22,6,285,0,0,4,0,0,3,3,0,9,5,13,12,14,14,23,12,11,101,33,88,99,130,168,158,65,28,773,0,6,15,11,12,13,0,0,57,0,5,13,15,13,7,3,0,60,6,34,54,57,37,38,13,3,250,4,19,11,25,36,30,13,3,147,9,12,14,12,13,13,3,0,78,0,5,0,0,3,3,0,0,17,0,0,4,3,4,5,3,0,24,9,18,20,20,21,19,4,5,119,0,0,0,0,0,3,0,0,7,13,7,5,11,17,26,14,9,112,36,97,117,139,142,141,54,24,743,0,14
UCL215004,0,3,3,0,0,0,0,0,6,0,0,3,0,7,3,0,0,10,0,11,8,12,9,7,3,0,50,3,3,16,0,12,7,3,0,40,9,22,36,25,33,39,7,0,167,4,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,12,7,20,34,27,37,37,7,0,175,0,0,0,0,0,3,0,0,5,14,8,10,11,19,13,11,3,85,32,51,67,47,78,75,24,4,373,0,6,0,0,3,0,0,0,13,0,8,0,5,7,3,0,0,24,3,17,19,12,12,5,11,6,82,6,13,10,12,15,14,3,3,77,3,18,15,10,11,3,0,0,66,0,3,0,3,0,0,0,0,5,0,3,0,3,0,0,0,0,8,7,24,13,16,14,4,0,0,78,0,0,0,0,0,0,0,0,3,8,7,10,14,16,12,6,7,79,29,75,49,63,69,50,22,14,365,0,9
UCL215005,0,0,5,0,0,0,0,0,13,0,3,5,0,10,3,0,0,22,3,12,15,7,10,11,0,0,60,0,6,17,13,12,10,4,0,68,26,42,33,44,47,24,10,6,236,3,0,3,0,0,0,0,0,11,0,0,3,3,3,0,3,0,14,30,41,41,48,53,24,12,4,258,0,0,0,0,0,0,0,0,0,16,10,8,12,17,17,19,11,101,52,74,89,88,101,64,40,11,522,0,3,8,4,3,5,0,0,24,0,5,8,3,5,5,0,0,28,3,21,36,17,14,13,4,7,117,6,17,22,19,9,14,3,0,92,9,32,37,22,13,7,0,0,116,0,0,3,5,0,3,0,0,16,0,7,7,6,4,0,3,0,22,7,37,39,31,25,13,3,3,160,0,0,0,0,0,5,3,3,7,8,10,8,21,24,20,16,16,120,30,95,122,104,80,65,30,23,549,0,3
UCL215006,0,3,0,9,7,6,10,0,38,0,3,5,6,11,7,0,0,29,0,11,27,26,31,23,13,0,131,7,9,21,16,18,26,19,3,107,13,41,45,51,44,34,15,6,245,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,4,0,15,13,41,44,52,47,37,16,9,262,0,3,0,0,3,0,3,0,7,13,4,11,9,14,15,6,7,85,29,75,106,118,132,112,64,21,662,0,4,14,5,8,6,0,0,37,0,3,11,10,18,10,3,0,52,10,34,30,40,40,22,20,3,196,8,14,20,18,38,15,15,0,135,10,18,16,20,13,16,3,0,98,0,0,0,0,3,0,0,0,11,0,0,5,0,5,3,4,0,17,10,23,21,23,23,19,8,0,124,0,0,4,3,0,0,3,0,13,12,11,9,18,11,19,17,7,110,38,88,107,125,138,96,58,11,670,0,8
UCL215007,0,3,9,4,3,0,0,0,19,0,3,12,5,3,3,0,0,23,8,35,28,17,18,6,3,0,116,10,33,46,37,20,18,3,0,157,45,135,176,124,72,52,14,4,617,3,3,3,3,0,0,0,0,14,0,7,5,3,3,4,0,0,28,47,146,184,129,73,52,17,4,657,3,0,0,0,0,0,3,0,10,37,21,20,19,17,21,16,4,147,105,234,305,209,130,99,38,13,1134,0,6,12,9,8,0,0,0,30,0,14,18,10,3,4,0,0,50,14,86,85,31,23,13,4,0,240,8,60,57,44,28,10,11,3,217,36,93,88,63,24,10,0,0,317,3,5,13,3,0,3,0,0,31,9,10,10,16,3,5,9,0,53,47,116,106,72,33,15,9,0,399,0,0,0,3,4,3,0,0,13,28,7,27,16,28,21,8,7,151,96,282,301,183,122,72,29,9,1100,0,11
UCL215008,0,3,3,4,6,0,0,0,17,0,0,7,7,3,0,0,0,9,0,10,19,8,12,6,0,0,61,0,8,12,28,13,6,0,0,72,14,53,55,51,28,16,4,0,220,9,0,3,0,0,0,0,0,12,0,3,3,0,0,0,0,0,5,24,55,64,49,28,14,3,0,241,0,0,0,0,0,0,0,0,0,8,4,6,8,6,0,3,0,46,37,86,118,108,66,28,15,0,454,0,4,4,14,0,0,0,0,19,0,0,6,12,8,0,0,0,26,5,24,47,14,21,4,0,0,114,0,24,22,22,12,7,3,0,99,12,29,20,28,15,0,0,0,99,3,0,7,3,0,0,0,0,10,0,5,3,0,0,3,0,0,12,13,32,25,30,15,3,0,0,128,0,0,0,0,0,3,0,0,3,5,3,6,9,7,3,0,0,43,31,94,124,97,65,23,4,3,433,0,6
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,8,0,9,10,15,17,25,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,11,10,15,21,21,10,0,96,0,0,0,0,0,4,0,0,3,3,6,6,4,5,8,3,3,34,10,21,16,28,30,37,15,3,149,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,3,3,8,4,0,0,24,0,7,4,0,6,6,3,0,31,7,9,5,10,15,3,0,0,44,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,7,11,12,14,15,4,0,0,60,0,0,0,0,0,0,0,0,3,7,0,4,3,4,12,3,0,34,13,32,20,22,34,22,9,3,157,0,0
UCL215010,0,0,11,3,12,4,3,0,29,4,0,3,6,6,3,0,0,19,5,12,22,19,22,16,3,0,102,0,6,14,14,20,13,3,0,69,20,41,78,53,56,21,11,0,281,3,0,0,0,0,0,0,0,3,0,0,3,3,0,8,3,0,15,26,44,79,62,58,27,12,0,298,0,0,0,0,0,0,0,0,6,11,3,10,12,12,14,17,9,93,44,66,134,123,119,78,41,12,612,0,3,4,5,4,0,0,0,23,0,4,7,10,8,5,0,0,34,15,17,44,37,21,12,3,0,147,5,17,28,24,15,12,3,0,105,5,8,24,22,16,4,0,0,78,0,0,0,5,3,0,0,0,13,0,0,3,7,4,3,0,0,23,10,8,29,38,25,9,0,0,110,0,0,3,0,0,0,0,0,4,9,0,5,12,5,15,19,14,79,39,55,119,115,86,49,26,10,507,0,3
UCL215011,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,3,0,5,5,3,0,22,0,0,6,4,0,3,3,0,17,3,13,13,19,17,22,9,3,96,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,13,16,19,19,22,8,3,108,0,0,0,0,0,4,0,0,7,0,3,3,7,7,7,17,10,59,3,21,28,36,41,37,29,13,214,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,6,4,7,3,3,4,13,0,0,32,4,8,3,10,13,4,4,0,46,0,12,4,12,12,3,3,0,43,0,0,3,0,0,0,0,0,4,0,0,3,4,0,0,0,0,8,0,10,9,11,12,7,3,0,55,0,0,0,0,0,0,0,0,0,3,5,3,5,8,26,19,21,93,10,36,21,34,39,51,29,22,237,0,0
UCL215012,0,0,4,13,13,12,4,0,46,0,3,9,10,4,3,0,0,31,4,11,34,19,34,24,9,0,137,0,15,14,17,25,18,12,3,105,12,41,44,60,61,37,22,3,278,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,13,19,47,47,61,61,40,26,3,305,0,0,0,3,0,0,3,4,10,17,6,11,21,22,27,28,14,148,38,76,110,149,166,130,85,21,786,0,8,16,8,15,10,0,0,60,0,9,17,16,20,11,0,0,74,7,23,74,43,44,35,13,3,236,7,20,25,27,50,44,21,7,193,6,11,27,20,25,19,4,0,115,0,0,0,4,5,6,0,0,18,0,3,3,5,5,4,0,0,25,6,14,34,34,36,23,11,4,158,0,0,0,0,0,0,0,0,9,19,11,19,15,24,35,34,30,180,35,89,174,146,190,154,79,43,906,0,10
UCL215013,0,3,4,0,0,0,0,0,12,0,0,3,0,3,0,0,0,10,0,14,14,6,0,0,0,0,36,3,19,14,6,10,0,0,0,57,21,69,43,34,16,8,0,0,190,0,3,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,13,19,75,52,42,14,8,0,0,208,0,0,0,0,0,0,0,0,5,13,16,15,13,8,6,3,0,76,40,130,109,74,35,14,3,0,403,0,4,8,0,0,0,0,0,10,0,3,4,0,0,0,0,0,11,6,37,21,12,0,0,0,0,80,3,38,21,14,7,3,0,0,88,13,35,18,5,11,3,0,0,85,3,4,4,0,0,0,0,0,17,0,4,5,5,0,0,0,0,16,13,46,27,9,8,3,0,0,118,0,0,0,0,0,0,0,0,4,4,12,14,9,5,6,0,0,57,27,144,102,49,23,10,0,0,368,0,10
