UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215085,15,38,26,41,73,76,38,63,13,377,0,0,3,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,6,3,8,12,9,7,4,0,3,4,48,4,8,3,10,4,4,0,8,0,32,0,3,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,14,0,3,3,0,0,0,0,0,0,10,0,3,0,4,3,4,0,3,0,13,0,13,4,18,11,7,6,6,3,62,4,20,10,18,13,8,0,3,0,75,0,3,0,0,0,4,0,0,0,15,0,0,3,0,3,0,0,0,0,12
UCL215086,9,34,27,33,82,96,61,75,12,432,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,14,6,9,9,7,0,0,0,50,0,10,5,0,0,0,0,4,0,21,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,12,0,3,0,4,0,0,0,0,0,6,3,0,0,3,3,3,0,0,0,11,0,5,14,4,5,3,6,8,0,49,20,23,40,32,26,34,6,11,0,186,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,18
UCL215087,24,51,35,62,150,233,111,168,27,860,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,0,8,6,4,4,0,42,0,0,0,0,5,0,0,0,0,7,0,4,7,4,7,4,0,0,0,23,0,3,4,3,4,5,0,0,0,16,3,39,28,24,20,10,0,6,5,128,0,20,7,8,3,3,0,3,0,48,0,3,8,0,3,7,0,0,0,19,0,3,0,3,0,0,0,0,0,8,0,0,5,3,5,3,0,0,0,18,0,4,0,0,7,3,0,0,0,13,0,3,0,15,10,4,4,3,0,37,0,9,6,0,0,0,0,0,3,15,4,4,13,14,6,12,6,7,3,57,4,14,18,28,26,14,10,11,0,123,11,13,34,50,30,16,8,9,3,169,0,3,0,0,0,3,0,0,0,9,5,4,0,0,10,3,3,0,0,34
UCL215088,19,23,26,29,55,54,37,68,6,310,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,7,3,11,7,3,4,0,45,0,9,8,5,0,0,3,4,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,16,0,5,3,0,3,0,0,0,0,13,0,4,3,0,0,0,0,0,0,12,0,4,9,0,4,3,6,3,0,29,12,8,18,13,6,8,4,6,0,83,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8
UCL215089,10,50,32,41,47,123,60,129,4,488,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,9,8,0,4,4,0,0,27,0,6,4,0,0,0,0,0,0,15,3,18,7,7,0,3,0,3,0,44,0,9,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,4,3,0,0,3,0,0,14,0,3,0,3,0,3,0,0,0,10,0,7,3,4,0,5,0,0,0,23,0,3,6,3,3,3,0,0,0,21,0,3,3,3,0,4,0,3,0,22,3,13,4,5,7,3,3,9,0,53,3,12,16,22,6,8,0,5,0,71,0,3,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,14
UCL215090,25,65,57,66,138,207,114,176,17,865,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,8,5,4,0,4,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,20,12,8,7,10,5,11,0,77,4,24,9,5,0,5,0,5,0,54,0,0,3,0,3,8,0,0,0,10,0,3,0,3,3,3,4,0,0,14,0,4,0,3,3,3,0,6,0,25,0,4,0,3,3,0,0,0,0,16,3,8,11,8,8,9,4,7,0,59,0,4,4,0,0,3,0,0,0,20,3,10,10,6,5,13,8,3,0,66,9,29,27,16,34,11,5,18,0,145,13,28,44,49,25,19,3,14,3,204,0,3,3,0,0,0,0,0,0,9,0,5,3,8,3,4,4,3,0,28
UCL215091,33,57,49,57,237,297,133,205,30,1099,0,3,3,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,6,7,6,12,16,3,0,0,60,0,0,0,0,0,3,0,0,0,4,0,6,6,3,10,10,3,3,0,36,0,3,3,3,5,0,0,3,0,20,11,32,33,26,24,7,7,6,3,149,0,20,12,8,6,3,7,3,3,63,0,3,3,4,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,4,0,0,4,3,3,4,0,0,0,14,0,3,0,0,3,5,0,0,0,19,0,4,3,6,12,5,3,3,0,35,0,17,4,3,3,0,5,0,0,30,0,3,6,5,5,9,0,0,0,32,12,20,23,22,18,0,3,9,0,104,11,24,29,66,33,19,7,7,3,196,0,6,3,4,0,0,0,0,0,15,0,9,4,0,13,3,3,0,0,43
UCL215092,9,21,14,17,57,47,26,29,7,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,12,3,4,4,0,3,0,0,30,0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,4,4,4,3,0,0,0,0,18,3,3,7,0,0,0,0,3,0,16,0,0,0,5,0,0,3,3,0,20,3,8,13,11,3,8,0,3,0,45,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8
UCL215093,20,52,30,25,95,167,71,105,16,586,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,4,7,5,9,0,8,0,38,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,26,10,7,15,9,5,4,0,77,0,15,12,5,11,0,0,0,0,46,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,3,0,0,15,0,5,6,3,6,5,0,0,0,34,0,3,6,3,3,7,0,0,0,18,6,4,3,5,6,3,4,0,0,28,3,11,6,14,12,12,4,6,0,67,9,12,21,17,10,7,4,3,0,92,0,4,0,3,0,0,0,0,0,8,3,3,8,0,5,3,0,0,0,22
UCL215094,25,54,43,45,122,160,90,131,21,687,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,6,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,12,0,0,0,0,3,4,0,0,0,12,0,23,9,24,6,3,0,0,0,71,4,12,11,10,4,4,3,3,0,44,0,0,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,4,0,0,11,0,3,0,0,0,6,0,4,0,21,3,5,3,12,3,0,0,3,0,26,0,3,3,0,6,3,0,0,0,19,0,3,7,0,6,3,0,4,0,23,5,5,15,24,7,11,6,8,3,84,16,16,23,41,18,6,7,3,4,127,0,10,0,6,0,0,0,0,0,20,0,5,5,0,9,5,4,0,0,27
UCL215095,11,11,12,13,45,58,27,48,8,235,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,7,6,3,3,4,4,0,29,0,7,7,0,0,0,4,3,3,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,3,0,0,0,23,0,6,4,3,10,4,0,6,0,31,3,6,12,16,8,4,0,5,0,58,0,0,0,6,0,0,0,0,0,6,0,7,3,3,3,0,3,0,0,11
UCL215096,12,19,21,42,52,47,34,48,3,284,0,3,4,3,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,9,8,4,3,0,0,0,39,0,8,5,5,0,0,3,0,0,31,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,12,0,3,0,4,0,0,0,0,0,10,0,0,3,0,5,3,0,0,0,7,5,3,3,10,4,4,4,4,0,42,3,4,17,20,6,4,3,3,0,69,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11
UCL215097,4,13,20,18,33,57,29,37,11,223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,9,0,0,0,0,0,18,0,5,3,8,3,0,0,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,3,3,0,0,3,0,0,0,18,3,4,8,8,3,3,3,3,0,33,3,5,8,9,4,10,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5
UCL221001,10,11,12,15,40,47,21,49,3,210,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,9,4,6,5,0,0,0,0,26,0,9,0,4,0,4,0,3,0,18,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,5,3,5,4,0,4,0,18,7,0,7,14,7,3,0,5,3,50,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,8
UCL221002,13,14,11,13,28,42,20,45,7,192,4,0,0,9,3,0,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,0,0,0,0,25,0,9,0,0,0,0,0,3,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,10,0,4,0,3,9,0,3,3,0,23,3,6,8,3,3,4,0,0,0,28,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL221003,8,14,9,13,25,40,14,38,8,167,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,3,0,0,0,0,20,0,6,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,14,0,4,13,8,4,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL221004,6,8,9,12,29,36,13,22,6,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,19,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,3,3,0,9,0,0,0,0,0,15,0,3,3,12,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,9
UCL221005,10,14,13,13,31,41,20,52,9,210,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,16,7,10,0,3,0,3,0,41,0,12,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,0,0,3,0,18,3,4,13,13,3,8,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8
UCL221006,3,13,6,5,18,31,15,45,3,148,0,3,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,0,5,3,0,23,4,3,8,13,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221007,4,5,10,7,18,34,17,29,3,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,5,0,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,0,0,0,0,13,3,3,4,5,4,0,0,4,0,25,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5
UCL221008,6,3,6,10,24,17,19,28,4,110,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,14,0,4,0,0,4,0,3,3,0,18,4,0,8,12,11,0,0,0,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL221009,6,14,5,11,21,32,16,22,9,128,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,4,0,0,0,15,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,3,4,3,0,17,5,0,3,12,3,11,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6
UCL221010,8,3,9,13,31,35,8,20,0,126,0,8,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,15,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,3,0,12,0,8,3,3,3,3,3,0,0,26,0,0,8,11,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5
UCL221011,8,4,4,6,14,21,15,23,7,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,6,0,0,3,0,0,0,0,15,0,3,5,12,5,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221012,4,14,6,12,16,34,23,43,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,13,4,3,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,3,3,6,4,0,0,4,0,20,0,3,6,13,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
UCL221013,7,12,0,6,10,22,13,45,4,130,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,0,3,3,5,3,0,0,0,11,0,3,4,3,5,0,0,0,0,15,0,0,11,7,5,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221014,3,9,3,7,36,33,24,31,7,161,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,9,3,4,4,0,0,4,0,18,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,5,0,3,0,0,0,4,0,0,0,13,0,0,0,7,3,0,0,0,0,10,0,8,3,7,6,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
UCL221015,10,22,15,21,21,37,22,19,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,3,0,0,0,20,0,6,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,0,3,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,3,0,3,6,0,3,3,0,0,18,3,7,13,5,6,5,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7
