UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215029,21,37,27,33,147,154,58,93,15,582,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,3,0,0,0,10,0,0,0,3,3,0,4,0,0,12,3,14,11,14,9,7,3,3,0,73,0,9,6,3,9,3,0,3,0,29,0,3,8,7,7,8,3,0,0,34,0,0,0,0,3,0,0,0,0,8,0,0,4,0,5,4,5,0,0,19,0,0,0,0,0,0,3,0,0,11,0,3,3,3,12,4,3,4,0,28,0,3,4,3,8,3,0,3,0,22,3,7,3,5,6,5,3,3,0,42,3,9,10,14,11,7,3,3,3,67,8,3,15,23,20,11,3,6,0,89,0,4,0,0,0,3,0,0,0,11,0,4,3,5,6,0,0,0,0,25
UCL215030,11,14,10,21,54,56,25,40,10,246,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,5,3,3,0,0,24,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,5,3,7,0,3,4,0,31,7,9,13,20,12,8,3,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL215031,10,23,15,19,43,60,37,57,4,275,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,8,5,3,4,3,7,0,0,31,0,3,3,4,0,3,0,5,0,25,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,3,0,4,0,0,0,11,0,3,0,3,0,0,0,0,0,4,3,7,3,9,10,3,3,0,0,40,0,8,13,20,4,6,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
UCL215032,27,64,30,42,112,114,65,99,18,563,0,4,4,4,13,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,9,7,15,10,0,6,0,0,59,3,22,13,9,5,0,3,5,0,58,0,3,0,0,3,0,0,9,0,16,0,0,3,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,8,7,4,0,0,0,0,28,0,9,0,3,3,0,0,0,0,20,3,0,8,7,8,4,3,5,0,32,0,4,16,9,7,5,7,12,0,65,10,9,26,33,13,12,3,7,3,121,0,0,3,0,0,4,3,0,0,8,0,0,0,4,8,3,0,0,0,20
UCL215033,23,20,20,28,146,218,112,161,10,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,22,0,0,0,0,0,3,0,0,0,11,0,0,0,3,5,3,0,3,0,16,3,3,0,3,6,0,7,0,0,18,4,25,11,10,18,8,3,5,0,75,0,17,4,5,4,5,0,0,0,41,3,0,0,3,8,5,3,0,0,26,0,0,0,0,0,4,0,0,0,7,3,3,4,3,10,11,3,0,0,42,0,0,0,0,4,3,0,0,0,8,0,3,7,3,4,6,3,3,0,33,0,3,3,3,0,3,0,4,0,17,4,3,10,3,9,13,3,8,3,57,14,9,13,16,29,12,10,22,0,123,9,8,23,26,16,18,7,0,0,107,0,0,0,0,0,0,3,0,0,7,0,4,4,3,0,0,3,0,0,17
UCL215034,8,28,14,13,22,38,16,39,6,191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,8,4,0,0,0,38,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,10,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,3,7,5,3,0,0,3,0,0,21,3,8,6,10,9,4,0,3,0,43,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,11
UCL215035,7,15,18,17,50,74,51,66,5,314,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,10,6,9,3,0,0,0,0,29,0,4,0,3,3,0,0,0,4,17,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,4,6,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,15,3,0,11,11,3,3,0,6,0,42,3,11,11,8,13,9,0,0,3,54,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,3,0,0,22
UCL215036,15,14,14,22,56,72,34,63,10,302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,5,3,3,4,8,0,0,0,24,0,8,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,19,0,0,4,0,3,0,0,0,0,9,0,0,3,0,3,4,0,0,0,8,4,5,3,3,6,4,3,6,3,31,3,8,7,16,5,4,0,0,4,56,0,0,3,0,0,0,0,0,0,5,0,3,3,0,0,0,3,0,0,9
UCL215037,13,19,25,22,44,57,14,61,13,269,0,3,0,0,0,0,0,3,0,5,0,3,0,0,0,3,0,0,0,7,0,0,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,7,3,10,0,3,6,0,41,0,12,4,0,0,6,0,3,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,7,0,0,0,0,9,3,0,0,0,17,3,0,5,0,6,5,0,0,0,24,6,6,10,14,3,3,0,3,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9
UCL215038,9,26,11,11,53,80,54,55,4,299,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,8,8,10,3,3,3,0,46,0,6,6,0,3,0,3,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,3,0,0,10,0,3,0,0,3,0,0,0,0,6,0,0,4,0,0,7,0,0,0,17,0,0,3,3,4,0,3,4,0,19,9,5,8,18,10,7,5,3,0,67,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,0,0,0,0,14
UCL215039,14,18,9,22,57,51,32,44,8,256,0,3,3,0,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,11,4,9,8,0,3,0,0,38,0,4,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,4,0,7,6,0,3,0,0,21,0,3,3,5,7,0,0,0,0,19,0,5,13,16,11,7,4,0,0,56,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4
UCL215040,27,57,42,45,145,153,85,156,11,727,0,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,0,29,0,0,0,0,0,3,0,0,0,3,0,4,0,3,3,3,0,0,0,15,0,0,0,0,0,0,5,0,0,9,3,27,17,14,19,10,12,3,0,113,0,27,7,3,5,3,3,9,0,55,0,3,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,9,5,4,3,0,0,5,0,27,0,4,3,0,0,0,0,0,0,11,3,11,13,8,15,7,3,0,0,56,5,11,12,11,10,12,8,13,0,81,11,25,40,48,9,14,10,8,3,174,0,0,0,4,0,0,0,0,0,6,0,4,3,3,0,0,0,0,0,23
UCL215041,16,29,28,27,102,149,63,117,10,552,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,5,5,6,3,3,6,0,37,0,0,0,0,3,0,0,0,0,0,3,3,3,0,7,0,0,0,0,14,0,0,3,0,4,4,0,0,0,11,3,21,6,5,9,3,3,3,0,62,0,15,7,7,6,0,0,0,0,35,0,3,5,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,3,0,0,7,0,0,0,3,4,8,0,0,0,16,0,5,0,9,5,3,0,0,0,25,0,3,0,0,8,0,0,0,0,10,0,3,10,13,15,3,7,8,0,61,9,5,17,26,13,9,3,3,3,96,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,3,0,0,12
UCL215042,17,38,18,21,67,83,48,77,15,390,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,11,13,9,3,3,0,0,52,4,11,3,11,3,0,4,0,0,36,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,12,0,5,0,0,0,0,0,0,0,13,0,0,4,3,3,3,0,0,0,19,0,13,12,5,0,5,9,3,0,47,7,10,22,21,11,10,0,3,0,91,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,3,0,0,11
UCL215043,26,56,47,49,109,145,89,149,23,697,0,8,3,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,16,7,3,6,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,20,0,0,3,3,3,3,0,0,0,14,6,33,17,23,16,14,8,7,3,114,3,22,14,8,5,4,3,3,0,69,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,3,0,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,4,3,3,0,36,0,3,4,3,0,0,0,0,0,15,7,0,6,4,6,7,0,0,0,29,5,12,8,18,8,4,5,11,0,68,14,29,39,43,21,7,0,11,0,174,0,0,0,3,4,3,0,0,0,15,0,5,0,3,6,4,0,0,0,24
UCL215044,31,81,72,96,155,234,115,201,23,1009,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,12,12,6,19,6,4,0,3,65,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,0,19,0,0,0,0,0,7,3,0,0,14,4,22,22,24,19,11,7,14,3,127,5,23,10,14,10,6,3,0,3,82,0,0,0,0,7,3,0,0,0,23,0,3,4,0,0,6,0,3,0,20,0,0,4,0,9,7,3,0,0,27,0,0,4,3,0,3,3,0,0,14,3,3,12,13,11,9,3,7,0,58,0,10,4,8,3,3,3,0,3,40,4,3,11,10,18,10,6,5,0,75,5,22,21,23,12,19,5,21,0,127,13,36,31,51,33,17,10,11,0,209,0,3,0,0,0,3,0,0,0,11,0,7,4,4,9,4,0,4,0,33
UCL215045,17,20,16,19,63,89,51,61,10,343,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,11,9,11,3,0,0,3,0,37,0,9,3,4,0,0,3,3,0,17,0,0,3,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,5,4,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,3,0,0,0,14,0,3,0,3,3,0,0,0,0,9,0,3,0,3,9,0,0,3,0,22,3,8,5,8,9,3,4,4,0,55,5,7,14,8,14,11,3,3,3,66,0,0,0,3,0,0,3,0,0,9,0,0,0,5,3,0,0,0,0,14
UCL215046,5,14,11,18,50,67,44,63,6,281,0,3,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,7,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,4,0,0,0,29,0,7,0,7,3,0,0,3,0,13,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,12,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,3,0,3,0,0,0,0,0,13,0,0,10,8,5,3,3,0,0,24,0,11,8,7,14,8,0,0,0,54,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8
UCL215047,6,16,14,19,80,63,46,76,6,331,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,7,0,10,8,6,7,3,3,0,3,43,0,3,8,4,0,0,0,0,0,20,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,10,0,3,3,0,0,0,0,15,0,0,3,0,3,0,0,0,0,3,3,5,3,12,3,0,3,0,0,34,7,3,17,14,9,3,0,3,0,61,0,3,0,0,0,0,0,0,0,6,0,9,4,3,3,3,0,0,0,17
UCL215048,12,22,19,27,42,52,26,46,0,241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,0,0,3,3,0,39,0,11,6,12,11,9,3,13,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,5,4,6,0,0,0,0,0,10,0,4,3,3,0,8,0,4,0,21,0,5,11,8,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,5
UCL215049,29,71,45,40,96,156,79,170,15,708,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,7,5,4,0,25,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,18,5,4,4,3,0,10,0,43,0,9,8,0,0,3,0,3,0,32,0,0,6,5,0,3,0,0,0,18,0,0,0,0,0,3,3,4,0,17,3,3,3,4,3,6,0,3,0,28,0,3,0,0,0,0,0,0,0,6,3,8,9,3,9,4,3,5,0,50,0,4,3,3,5,7,0,3,0,28,11,8,5,5,8,10,3,8,0,49,5,20,17,17,18,15,11,21,0,122,8,9,29,29,14,11,5,3,0,104,0,3,3,0,0,0,0,0,0,11,0,4,3,4,3,3,0,3,0,19
UCL215050,50,76,46,59,157,187,125,169,18,890,6,8,7,9,6,4,0,4,0,45,0,0,0,0,0,0,0,4,0,4,3,4,3,6,8,3,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,3,0,3,4,6,0,0,0,18,0,0,0,0,0,3,0,0,0,9,3,32,18,16,11,4,0,3,6,94,7,24,15,15,11,3,3,7,0,77,0,4,0,3,3,3,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,5,3,5,3,8,4,5,4,0,40,0,12,3,7,4,0,0,0,0,29,4,4,5,7,4,3,3,0,0,39,7,23,23,13,17,7,11,14,0,126,18,22,43,47,28,20,11,10,3,201,0,3,0,3,4,0,0,0,0,9,3,14,5,10,3,6,3,6,0,46
UCL215051,7,25,26,26,44,44,15,46,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,6,3,5,3,3,0,4,0,27,0,5,0,6,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,3,0,19,0,0,3,4,0,0,0,0,0,10,0,3,0,3,4,0,0,0,0,16,0,0,8,3,0,3,8,9,0,33,3,9,22,15,3,5,0,6,0,66,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9
UCL215052,24,70,46,51,107,175,94,185,15,787,3,3,0,3,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,3,0,24,0,3,0,3,0,0,0,3,0,12,6,28,13,33,15,4,11,13,0,131,3,33,15,18,12,10,13,14,3,120,0,0,6,0,3,3,0,0,0,18,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,3,7,0,5,3,4,0,0,15,0,8,3,3,11,6,0,3,0,30,0,3,6,5,3,3,0,3,0,27,3,8,4,9,7,6,3,0,0,44,3,16,24,8,20,16,8,12,0,110,3,11,17,43,20,14,13,3,0,125,0,0,3,6,0,0,3,0,0,13,3,13,10,9,4,0,0,0,0,37
UCL215053,12,30,18,23,70,66,50,58,14,348,0,0,0,3,4,5,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,17,11,7,7,3,7,0,0,59,3,11,3,13,3,0,0,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,6,0,3,0,0,0,13,0,0,3,0,6,4,0,0,0,18,0,8,9,3,7,0,0,3,0,32,3,4,12,24,33,6,0,5,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,7
UCL215054,5,21,22,21,86,87,41,30,13,331,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,4,0,3,0,32,0,7,7,5,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,14,0,4,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,7,3,3,4,3,3,0,0,0,0,27,5,11,21,21,10,3,5,3,0,85,4,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,12
UCL215055,20,30,34,32,54,56,47,73,8,353,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,11,3,3,3,3,4,0,0,33,0,8,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,3,0,7,0,4,4,0,0,15,0,0,0,4,0,0,0,0,0,10,0,0,4,3,6,0,0,0,0,19,0,3,9,10,14,5,8,4,0,51,7,15,19,27,14,3,3,9,0,87,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,12
UCL215056,3,11,14,21,36,60,16,43,6,202,0,5,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,7,5,0,0,0,0,23,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,11,0,3,3,0,0,0,0,0,0,6,3,0,4,4,0,3,0,0,0,17,0,7,0,4,3,0,3,0,0,19,0,3,12,22,4,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
