UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL221042,0,8,28,26,24,34,4,0,0,129,5,0,0,3,4,3,8,0,0,21,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,7,32,30,28,42,7,0,0,157,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,7,7,32,25,33,39,7,0,0,166,10,0,3,7,8,17,42,24,0,103,10,0,3,13,7,10,3,3,4,50,25,7,42,46,45,62,52,30,3,323,0,3,7,11,20,15,3,0,0,59,6,0,14,16,15,23,6,0,0,83,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,3,20,22,39,40,8,0,0,147,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,5,0,0,0,10
UCL221043,0,8,10,17,21,13,0,0,0,62,3,0,3,3,6,5,6,0,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,11,6,23,25,19,3,0,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,6,8,6,25,26,21,3,0,0,101,8,0,3,0,5,12,50,26,3,109,0,0,0,5,4,0,3,0,0,17,11,13,9,24,40,38,60,21,4,224,0,3,5,10,15,14,0,0,0,42,3,3,8,16,13,14,3,0,0,63,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,18,26,29,31,4,0,0,115,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,13
UCL221044,0,5,23,28,29,32,0,0,0,124,0,4,0,5,3,3,3,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,26,38,31,37,3,0,0,150,0,4,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,0,0,0,13,6,13,25,44,34,37,3,0,0,159,15,0,5,4,0,5,11,14,0,60,0,0,3,0,3,0,3,0,0,15,20,18,33,50,35,39,21,14,0,232,0,5,7,4,15,8,0,0,0,41,3,3,9,11,26,13,0,0,0,70,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,26,20,40,25,3,0,0,127,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
UCL221045,0,3,6,3,11,20,0,0,0,47,0,0,0,3,6,10,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,8,8,21,33,3,3,0,77,0,3,3,3,5,5,0,0,0,20,0,0,0,0,4,3,0,0,0,6,0,3,3,3,10,10,0,0,0,27,0,3,7,12,27,42,3,3,0,101,7,0,0,3,21,62,113,51,13,270,0,0,0,0,7,3,9,6,0,33,7,5,17,16,52,103,125,59,12,401,0,0,0,0,6,3,0,0,0,9,0,0,0,4,14,14,8,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,4,21,25,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL221046,0,0,10,12,26,23,3,3,0,82,0,0,4,8,16,28,13,0,0,68,0,0,5,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,18,25,50,55,16,4,0,171,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,3,0,3,4,0,4,0,0,0,20,5,6,23,28,47,61,21,4,0,193,16,0,3,5,6,31,97,50,14,226,0,4,3,0,3,4,8,6,4,30,26,5,28,31,62,98,123,56,20,449,0,0,4,6,9,14,5,0,0,47,6,0,5,20,31,28,9,0,0,106,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,3,0,18,30,49,46,19,0,0,169,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,7,0,0,0,17
UCL221047,3,12,20,18,24,23,9,0,0,112,8,4,3,8,14,10,9,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,20,22,27,38,40,13,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,8,21,23,29,38,36,16,0,0,174,11,5,0,3,5,4,22,12,3,73,5,3,0,3,3,3,6,7,0,28,28,28,25,39,47,51,37,15,5,276,4,3,7,12,16,16,0,0,0,54,8,6,12,19,29,15,8,0,0,92,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,7,19,30,47,31,10,0,0,157,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11
UCL221048,0,17,95,48,15,11,0,0,0,188,3,4,7,0,7,3,4,0,0,30,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,4,25,97,60,23,19,4,3,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,25,104,60,23,19,4,3,0,236,11,4,0,5,6,9,21,6,0,56,0,0,14,3,0,4,4,0,0,28,20,29,120,61,26,28,26,8,0,322,0,16,43,25,17,5,0,0,0,103,3,5,38,28,6,8,3,0,0,89,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,23,87,52,20,12,3,0,0,204,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,13,4,0,3,3,0,4,0,0,0,15
UCL221049,15,12,19,16,40,21,0,0,0,125,7,0,0,6,4,4,5,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,13,20,24,49,25,5,0,0,158,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,24,15,24,24,49,25,5,0,0,160,14,3,3,0,0,3,18,8,3,57,0,0,3,3,0,0,0,0,0,14,39,18,25,30,53,35,26,6,5,235,0,3,14,9,16,6,0,0,0,49,5,8,11,16,25,12,0,0,0,80,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,15,23,29,41,22,3,0,0,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
UCL221050,5,9,19,28,32,39,4,0,0,137,3,7,3,8,13,23,16,3,0,75,0,0,0,0,0,6,7,0,0,14,0,0,0,0,0,0,0,0,0,0,8,13,25,34,49,72,24,6,0,226,0,5,3,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,13,12,16,26,33,55,73,24,6,0,237,6,0,3,9,11,26,129,54,12,255,0,0,3,3,6,9,6,4,3,36,19,12,29,45,69,113,163,61,12,524,0,3,17,22,25,26,0,0,0,95,4,5,10,25,28,28,16,3,0,110,0,0,3,3,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,5,5,8,26,48,59,56,18,3,0,225,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,16
UCL221051,9,3,17,43,39,24,0,0,0,137,9,10,7,7,6,13,0,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,19,13,27,50,45,37,7,0,0,206,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,19,13,27,51,47,37,7,0,0,210,15,3,0,0,0,10,12,7,0,46,3,3,0,0,3,0,0,0,0,9,33,23,24,57,47,48,15,11,0,257,0,3,7,12,16,13,0,0,0,47,5,8,11,38,27,14,0,0,0,100,0,3,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,13,19,53,40,27,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL221052,0,6,10,18,20,28,4,0,3,88,3,0,3,10,3,4,3,0,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,15,28,30,34,3,0,3,130,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,5,12,13,33,28,33,3,0,3,135,6,3,4,6,9,24,29,24,14,123,0,0,0,0,5,8,11,6,3,33,15,10,19,36,41,63,49,35,23,289,0,3,10,14,20,3,0,0,0,47,3,0,6,17,18,22,0,0,0,65,4,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,11,3,17,33,35,25,0,0,0,128,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9
UCL221053,0,10,19,23,26,23,5,0,0,114,4,3,0,3,4,6,7,3,0,30,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,8,11,22,23,39,39,11,3,0,153,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,3,0,0,3,8,0,0,0,11,8,16,22,23,37,46,11,3,0,168,16,3,3,0,11,27,34,24,3,125,3,4,3,0,0,6,5,0,3,24,23,22,33,29,48,73,54,30,6,315,0,4,4,5,11,4,0,0,0,31,0,3,11,12,21,18,5,0,0,79,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,9,18,21,36,30,9,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4
UCL221054,3,15,18,19,35,29,3,0,0,121,3,8,3,3,3,8,0,0,0,30,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,3,10,22,25,22,38,37,9,0,0,162,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,10,22,25,22,43,41,9,0,0,169,8,0,0,4,0,8,12,7,3,42,0,5,0,0,3,3,0,0,0,7,18,27,27,21,42,53,18,7,3,214,0,9,11,4,13,15,0,0,0,57,10,10,6,18,17,18,4,0,0,81,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,24,20,19,38,28,3,0,0,148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,4,0,0,0,4,0,0,0,0,9
UCL221055,3,15,21,36,34,25,7,0,0,144,5,3,0,4,5,15,9,3,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,16,28,37,40,43,16,3,0,184,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,6,16,25,40,43,43,13,3,0,193,20,0,5,0,11,14,36,31,3,125,0,0,0,3,0,8,4,5,0,25,28,21,33,43,53,66,60,40,9,337,0,3,14,12,9,13,0,0,0,56,13,3,4,19,25,19,3,0,0,84,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,13,11,21,39,34,32,8,0,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7
UCL221056,0,9,14,11,23,16,0,0,0,67,3,0,0,0,3,5,4,0,0,24,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,11,15,17,28,23,8,0,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,15,17,27,27,8,0,0,107,8,0,0,5,6,26,78,38,4,150,0,0,0,5,4,3,0,0,0,18,12,15,15,27,39,50,79,41,4,273,0,0,6,13,14,7,0,0,0,36,0,0,5,6,16,11,9,0,0,51,0,0,3,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,19,33,24,7,0,0,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5
UCL221057,0,3,16,17,16,16,0,0,0,76,4,3,0,0,7,15,7,3,0,41,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,7,19,26,32,35,6,3,0,124,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,7,19,26,32,36,6,3,0,127,9,3,0,4,7,26,29,18,0,96,0,0,0,0,6,0,4,0,0,11,12,12,21,26,40,63,45,22,3,238,0,4,4,0,15,17,3,0,0,46,4,8,10,9,10,9,4,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,12,16,23,26,4,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5
UCL221058,0,7,26,44,35,21,0,0,0,132,3,0,3,3,0,9,3,0,0,17,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,25,54,38,27,3,0,0,157,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,15,5,10,25,53,42,27,3,0,0,164,7,3,0,3,3,9,20,10,0,68,0,0,0,4,8,3,3,0,0,15,17,12,29,64,50,36,33,10,0,247,0,3,8,13,10,18,0,0,0,60,7,9,10,19,20,13,0,0,0,71,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,12,12,18,38,36,28,0,0,0,141,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,3,0,3,3,0,0,0,0,0,8
UCL221059,3,10,24,20,21,15,4,0,0,91,5,0,0,6,6,10,4,0,0,39,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,8,12,25,29,27,24,6,0,0,140,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,12,25,29,29,28,11,0,0,143,3,0,0,4,0,14,25,14,0,70,0,0,0,0,3,5,3,3,0,17,14,9,27,33,36,41,43,22,0,235,0,7,16,15,21,12,0,0,0,67,7,5,10,25,20,21,3,0,0,84,0,0,0,0,3,0,0,0,0,6,0,3,3,0,0,0,0,0,0,3,7,15,30,33,42,36,4,0,0,166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL221060,0,0,3,3,9,13,4,0,0,29,4,0,0,5,0,6,10,0,0,26,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,3,11,9,21,18,0,0,63,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,3,12,11,21,18,0,0,70,3,0,4,0,5,31,68,40,7,166,0,3,0,3,3,0,3,6,0,25,7,7,7,21,23,52,88,49,7,256,0,0,0,4,7,14,0,0,0,28,3,0,0,12,5,16,6,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,18,15,25,8,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL221061,3,11,27,36,31,24,3,0,0,142,0,7,6,3,7,4,3,0,0,37,0,3,0,3,0,0,0,0,0,4,0,3,3,3,3,3,0,0,0,11,8,25,39,41,45,36,5,0,0,196,0,3,4,9,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,4,9,5,9,0,0,0,20,5,23,43,49,51,40,5,0,0,219,7,7,10,6,9,22,25,12,0,101,0,0,18,11,13,14,14,3,0,76,16,34,69,67,70,76,47,11,3,395,0,5,14,10,15,10,0,0,0,60,4,4,12,16,21,14,4,0,0,73,0,0,0,3,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,8,18,33,29,38,22,3,0,0,152,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,3,0,4,5,3,0,0,0,16
UCL221062,0,9,31,8,23,29,10,0,0,112,4,0,3,0,13,14,4,0,0,37,0,0,0,0,0,5,0,0,0,10,0,0,0,3,3,0,0,0,0,8,6,12,33,14,36,38,12,3,0,158,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,33,14,41,43,13,3,0,168,7,3,0,12,20,28,73,50,7,208,3,3,3,3,3,9,10,9,0,38,22,19,39,24,69,78,90,62,9,415,0,4,11,8,11,17,0,0,0,46,7,7,6,13,28,19,4,0,0,74,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,6,12,15,21,39,35,4,0,0,134,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8
UCL221063,0,3,22,17,20,17,3,0,0,75,3,0,3,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,24,18,27,16,7,0,3,101,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,4,25,15,24,24,7,0,3,113,3,0,0,8,4,22,30,16,12,93,0,0,0,0,7,9,6,3,5,33,7,8,25,24,41,51,38,18,17,235,0,4,4,6,14,6,0,0,0,39,3,0,9,9,7,8,3,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,17,19,23,19,3,0,0,84,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,8
UCL221064,3,11,34,34,30,25,0,0,0,137,4,8,0,8,12,3,3,0,0,35,0,4,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,11,23,33,54,35,33,3,0,0,189,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,10,23,33,54,42,28,3,0,0,197,8,0,3,4,5,3,13,4,0,41,0,4,0,0,0,0,0,0,0,13,17,24,36,58,41,39,19,4,3,244,0,4,13,15,26,4,0,0,0,61,4,10,12,16,20,9,0,0,0,75,0,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,16,27,39,46,20,0,0,0,156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9
UCL221065,3,6,28,26,19,16,6,0,0,102,3,0,8,6,3,9,3,0,0,30,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,6,39,30,20,31,4,0,0,140,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,6,42,31,20,35,4,0,0,147,6,0,6,4,8,15,17,7,0,74,0,0,0,0,0,3,3,0,0,14,18,7,50,33,29,53,32,10,0,234,0,3,15,3,11,5,0,0,0,38,3,7,12,11,13,11,0,0,0,70,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,10,26,23,25,21,5,0,0,113,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9
UCL221066,6,7,17,26,26,22,0,0,0,104,3,4,3,0,0,0,6,0,0,13,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,14,18,29,28,27,4,0,0,124,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,12,10,19,26,30,27,4,0,0,135,8,4,0,4,3,11,20,7,5,68,0,0,0,0,0,6,0,0,0,9,22,16,25,34,38,42,26,8,5,218,0,5,6,14,9,9,0,0,0,40,8,3,8,6,7,6,0,0,0,48,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,9,7,17,22,20,19,3,0,0,103,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,11
UCL221067,3,7,24,26,29,18,3,0,0,106,3,0,7,19,5,10,5,0,0,48,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,9,7,34,44,41,31,11,0,0,173,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,9,6,34,44,46,36,11,0,0,186,8,0,0,3,8,10,40,9,8,91,0,3,8,3,0,3,7,0,0,23,17,11,43,56,51,48,56,15,9,306,0,3,8,14,18,12,0,0,0,49,4,3,14,25,22,23,3,0,0,91,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,6,4,24,40,41,39,3,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL221068,5,14,27,27,36,19,4,0,0,125,9,6,4,7,7,10,3,0,0,41,3,0,0,0,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,10,16,30,35,53,35,10,0,0,193,0,0,4,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,0,0,0,13,15,16,31,40,59,35,9,0,0,207,17,3,4,11,3,27,52,30,16,156,0,0,0,4,0,0,4,3,0,18,28,22,37,49,57,62,71,36,18,376,0,3,10,14,27,10,0,0,0,62,8,0,18,17,17,16,8,3,0,80,3,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,8,6,30,26,47,32,7,3,0,169,0,4,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,0,0,0,0,14
