UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215031,4,20,23,44,43,52,13,0,0,199,14,3,3,9,3,11,5,0,0,59,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,5,0,0,0,4,17,25,28,55,54,68,28,3,0,275,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,14,21,21,34,56,54,68,24,3,0,286,21,3,3,10,7,22,63,52,28,208,3,0,3,5,3,13,15,13,13,72,45,28,38,65,68,102,104,73,43,568,0,4,12,14,25,13,0,0,0,73,6,3,14,37,27,31,8,0,0,132,0,0,0,3,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,8,10,10,36,48,53,51,5,0,0,222,0,0,0,0,3,0,0,0,0,9,3,0,0,3,3,0,0,0,0,9,3,0,0,3,4,0,0,0,0,10
UCL215032,12,17,81,87,77,85,22,0,0,385,19,16,12,17,16,28,28,10,0,141,0,0,9,4,3,8,8,0,0,27,0,3,3,3,0,3,0,0,0,18,29,40,101,108,104,122,48,7,0,563,4,3,8,0,10,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,3,8,0,12,9,0,0,0,34,31,39,106,115,114,132,52,7,0,595,38,7,8,9,36,62,146,119,37,461,3,4,7,5,7,16,16,21,18,97,75,50,126,130,157,207,212,146,59,1156,5,19,39,52,44,41,0,3,0,212,17,22,47,51,54,68,23,0,3,276,3,0,5,4,3,4,3,0,0,27,3,0,0,0,0,0,0,0,0,7,23,42,94,103,111,114,30,4,0,524,0,0,0,0,3,0,0,0,0,12,0,0,0,9,0,5,0,0,0,12,3,3,3,6,4,8,0,0,0,28
UCL215033,4,19,182,260,119,46,0,0,0,642,14,10,13,13,3,17,6,0,0,74,3,0,7,4,3,3,0,0,0,23,0,0,3,4,0,0,0,0,0,10,23,32,204,279,130,66,9,0,0,741,0,0,0,3,5,3,0,0,0,15,4,0,0,0,0,0,3,0,0,6,4,0,0,3,5,3,3,0,0,24,26,30,199,285,138,73,11,0,0,764,21,0,3,8,0,10,37,3,0,85,0,0,8,10,9,0,0,0,0,26,46,33,216,301,148,85,43,3,4,875,3,16,110,115,74,25,0,0,0,336,26,13,69,106,29,17,6,0,0,260,0,3,22,11,6,6,0,0,0,41,0,0,0,0,3,0,0,0,0,6,32,30,199,234,112,40,5,0,0,648,0,5,0,3,0,3,0,0,0,10,6,0,0,9,0,3,0,0,0,17,3,6,0,14,0,4,0,0,0,33
UCL215034,4,11,18,28,29,23,3,0,0,116,6,10,5,7,13,11,13,3,0,58,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,6,0,0,0,6,12,16,21,34,43,37,19,5,0,191,0,0,0,0,3,4,0,0,0,7,3,0,0,0,0,0,0,0,0,5,3,0,0,0,3,4,0,0,0,10,11,18,21,36,45,45,19,5,3,206,14,6,3,7,11,35,67,60,42,241,0,0,3,0,8,6,7,7,0,32,28,23,29,43,66,83,98,66,43,471,0,9,4,17,10,15,3,0,0,60,6,6,13,19,20,31,3,0,0,107,0,0,7,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,10,17,25,37,35,46,9,0,0,181,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,4,0,0,0,14
UCL215035,6,20,48,66,57,32,10,0,0,246,10,3,3,7,8,7,12,0,0,56,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,12,26,54,73,76,45,21,0,0,314,0,0,0,0,0,5,0,0,0,7,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,0,10,18,29,55,75,75,49,21,0,0,325,24,4,0,3,3,11,46,22,4,126,0,0,4,5,3,10,4,0,0,31,47,30,63,84,78,71,73,25,4,485,4,9,23,9,22,15,0,0,0,80,16,10,22,43,35,21,6,0,0,158,0,0,10,0,0,3,0,0,0,16,3,6,3,3,0,3,0,0,0,15,18,19,58,61,62,38,7,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,10
UCL215036,9,14,39,66,64,34,0,0,0,225,11,8,5,8,3,11,0,3,0,54,0,3,3,3,0,5,3,0,0,15,0,0,0,0,0,4,0,0,0,10,16,24,45,75,70,54,6,3,0,302,3,0,4,0,3,4,0,0,0,18,3,0,0,0,0,0,0,0,0,3,3,0,4,0,3,4,0,0,0,17,21,28,53,77,71,57,6,3,0,320,29,3,0,3,8,8,29,19,0,109,3,3,3,9,7,0,0,0,0,26,58,36,52,86,89,65,36,19,0,450,0,3,10,28,30,12,3,0,0,84,18,3,21,31,34,25,7,0,0,131,0,0,3,8,3,3,0,0,0,19,0,0,4,0,3,0,0,0,0,11,15,10,39,64,71,39,12,0,0,247,0,0,0,3,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,8,5,3,0,3,4,0,0,0,0,14
UCL215037,3,8,39,22,56,35,4,0,0,173,0,3,6,13,9,21,10,6,0,65,0,0,0,4,0,3,3,0,0,13,0,0,6,3,0,0,0,0,0,13,3,15,44,38,67,68,15,6,0,269,0,0,3,3,3,4,0,0,0,16,3,0,0,0,0,0,0,0,0,7,3,4,3,3,3,5,0,0,0,25,7,21,51,43,69,71,19,6,0,287,16,3,11,15,28,55,117,77,35,354,3,3,7,3,11,20,14,14,3,70,26,27,63,64,106,147,145,96,39,711,0,11,21,21,24,20,0,0,0,97,7,15,9,19,23,32,10,0,0,116,0,0,4,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,3,8,25,30,39,54,66,8,0,0,231,4,0,3,8,0,3,0,0,0,18,3,0,0,0,0,0,0,0,0,3,3,0,3,7,3,3,0,0,0,24
UCL215038,6,37,47,58,47,35,4,0,0,236,6,4,4,4,9,8,13,4,0,48,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,16,43,52,66,62,42,15,4,0,299,0,5,8,0,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,7,0,0,0,23,14,48,60,64,66,55,15,4,0,323,19,4,4,10,13,29,73,45,12,224,0,7,3,4,3,9,4,3,0,33,35,59,65,83,80,93,96,54,20,579,0,16,21,25,31,15,3,0,0,103,9,21,27,29,26,23,4,0,0,135,0,0,3,3,3,3,0,0,0,16,0,0,0,0,0,4,0,0,0,8,9,30,46,52,58,47,9,0,0,262,0,0,0,3,3,0,0,0,0,3,6,0,3,0,0,0,0,0,0,12,6,3,7,3,3,0,0,0,0,19
UCL215039,3,12,23,37,46,47,9,0,0,189,9,6,10,3,4,10,11,0,0,54,0,0,3,3,6,3,0,0,0,14,0,0,0,0,3,0,0,0,0,8,12,19,33,43,59,64,19,0,0,256,0,0,6,6,5,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,4,0,6,6,5,0,0,0,0,18,17,22,43,50,62,63,19,0,0,275,13,4,9,12,17,29,60,34,15,187,3,3,7,3,10,17,10,0,4,50,31,30,52,59,87,111,98,38,16,514,0,6,14,9,31,26,4,0,0,86,10,7,20,23,34,24,9,0,0,123,0,0,0,0,7,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,15,13,34,33,68,50,11,0,0,225,0,0,7,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,8,4,0,0,0,0,17
UCL215040,9,51,105,108,125,112,24,3,0,538,18,14,14,13,24,41,19,3,0,142,5,0,7,3,4,6,3,3,0,27,0,3,0,3,5,3,0,0,0,11,28,72,123,119,160,164,44,14,3,727,0,6,7,11,11,4,0,0,0,46,6,0,5,4,3,3,0,0,0,18,3,6,14,8,13,8,0,0,0,55,31,79,136,128,174,166,44,14,3,783,61,5,13,17,20,67,153,143,51,529,4,10,10,20,12,11,26,22,11,125,99,89,162,167,207,246,222,174,72,1433,6,29,40,40,74,48,10,0,0,244,35,16,60,61,94,83,20,3,0,380,0,3,8,9,5,6,0,0,0,34,0,0,0,0,0,3,0,3,0,11,42,50,110,106,169,140,34,4,0,662,0,3,3,3,9,4,0,0,0,22,6,0,7,0,3,0,0,0,0,19,11,3,11,6,10,6,0,0,0,43
UCL215041,18,40,101,112,103,62,11,0,0,436,14,9,13,12,10,19,10,0,0,87,0,0,3,0,10,3,0,0,0,16,4,0,0,3,0,0,0,0,0,10,28,44,125,133,119,78,22,0,3,552,0,7,3,0,3,5,0,0,0,19,6,0,0,0,0,0,0,0,0,9,8,5,7,0,4,4,0,0,0,28,32,48,127,134,124,83,22,0,3,581,33,9,8,12,14,30,63,31,17,211,3,3,9,8,7,7,6,5,4,56,71,55,145,152,143,121,88,41,24,839,0,23,51,42,56,17,4,0,0,198,27,16,56,56,48,27,5,0,0,237,0,0,5,6,7,7,0,0,0,28,0,0,4,0,3,0,0,0,0,14,28,44,114,109,115,56,7,0,0,470,0,0,0,0,0,0,0,0,0,11,4,0,3,3,0,3,0,0,0,18,6,3,6,6,0,7,0,0,0,23
UCL215042,4,20,72,68,62,44,5,0,0,281,21,9,9,14,12,10,6,3,0,83,0,0,0,4,8,6,0,0,0,17,0,4,0,3,3,0,0,0,0,15,27,34,82,90,78,63,14,3,0,390,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,4,4,0,4,0,0,0,0,0,15,27,33,86,91,82,65,14,3,0,408,19,10,3,8,7,26,64,28,5,161,0,8,6,5,10,3,3,3,0,45,52,55,91,108,95,90,82,33,11,609,3,10,27,21,29,20,3,0,0,109,12,9,43,50,48,33,10,0,0,205,3,3,3,0,3,3,0,0,0,21,3,0,0,0,0,3,0,0,0,8,21,27,73,75,75,59,9,0,0,339,0,0,0,0,0,0,0,0,0,7,3,0,3,0,3,3,0,0,0,12,3,0,3,3,4,6,0,0,0,23
UCL215043,21,47,118,108,107,80,14,0,0,498,26,6,20,18,27,35,16,9,0,145,0,0,6,5,8,4,3,0,0,26,6,3,0,5,4,9,0,0,0,23,49,49,142,130,147,128,37,7,0,697,11,3,13,9,7,7,0,0,0,46,4,0,4,0,0,3,0,0,0,12,10,5,14,11,7,9,0,0,0,59,62,58,159,139,158,135,35,7,0,755,58,10,23,14,30,67,163,100,56,525,3,0,21,10,17,12,13,9,3,90,122,71,199,164,206,212,212,125,59,1367,12,20,49,42,57,46,6,0,0,235,35,30,61,71,88,70,23,0,0,381,0,6,12,0,5,5,0,0,0,43,3,0,0,0,3,3,0,0,0,21,53,65,125,126,160,127,29,0,0,677,0,3,3,4,7,3,0,0,0,26,0,0,7,3,3,8,0,0,0,26,3,6,12,8,13,7,3,0,0,57
UCL215044,13,57,140,185,172,111,15,4,0,706,22,23,43,44,33,46,26,3,0,251,3,0,0,5,6,6,5,0,0,31,0,7,4,3,4,0,0,0,0,23,46,86,188,239,216,166,53,13,3,1009,3,5,8,12,3,5,0,0,0,36,3,0,0,0,4,7,0,0,0,18,7,8,6,13,9,13,0,0,0,53,47,91,196,252,220,181,57,13,3,1060,66,18,22,23,47,74,195,148,79,677,6,12,13,32,24,14,24,22,5,169,126,130,239,313,296,263,274,180,89,1902,7,30,82,87,114,69,14,0,0,398,31,37,74,123,121,96,20,3,0,515,0,3,10,21,7,9,3,0,0,50,0,0,5,0,11,4,0,0,0,23,40,77,169,225,250,181,37,0,3,982,0,0,3,3,6,3,0,0,0,20,4,0,8,0,5,9,3,4,0,36,9,4,9,3,11,9,3,4,0,50
UCL215045,3,18,63,64,65,49,8,0,0,261,14,3,3,5,13,13,9,0,0,55,0,0,0,3,0,5,0,0,0,17,0,0,0,3,0,3,0,0,0,10,12,16,65,72,72,70,17,0,3,343,0,0,5,0,3,3,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,7,0,5,3,0,0,0,21,14,21,75,75,75,80,17,4,3,364,22,0,8,4,9,30,53,17,8,148,0,0,3,4,7,11,8,7,0,36,39,23,81,89,91,113,80,27,7,554,0,9,29,25,32,33,4,0,0,133,10,10,32,37,36,44,3,0,0,165,0,0,3,3,0,3,0,0,0,18,3,0,4,0,0,3,0,0,0,10,16,18,66,64,67,82,9,0,0,323,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,3,6,4,0,0,0,15
UCL215046,12,13,49,58,47,33,13,0,0,222,11,3,4,9,8,10,4,0,0,45,0,0,0,3,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,19,16,59,67,57,43,13,3,0,281,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,59,65,59,47,13,3,0,286,17,5,3,10,5,20,39,22,4,136,0,0,5,3,0,9,5,0,0,19,40,24,62,76,72,75,60,29,5,439,0,10,29,21,17,19,5,0,0,98,17,12,31,18,31,16,4,0,0,126,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,16,22,55,40,48,42,4,0,0,230,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,3,0,0,4,0,0,0,0,0,13
UCL215047,7,28,100,60,41,35,3,0,0,266,3,8,6,6,14,5,0,0,0,49,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,10,35,110,72,59,42,3,0,0,331,3,4,3,0,8,6,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,8,3,0,8,6,0,0,0,25,12,44,108,72,63,48,3,0,0,359,30,4,3,13,10,21,51,28,3,156,0,3,7,6,3,5,7,6,0,35,44,44,122,90,81,76,59,35,3,552,3,13,33,20,24,10,0,0,0,103,13,16,47,20,33,30,0,0,0,156,0,0,4,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,3,15,25,83,40,53,44,0,0,0,270,3,3,4,3,0,0,0,0,0,20,3,3,3,0,0,3,0,0,0,13,5,5,9,4,0,7,0,0,0,27
UCL215048,3,7,29,31,29,44,16,0,0,160,0,4,12,10,14,18,13,0,0,65,0,0,0,3,3,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,4,9,47,39,48,62,28,3,0,241,0,0,0,0,0,3,0,0,0,6,3,3,0,0,0,0,0,0,0,6,3,3,3,0,0,3,0,0,0,13,7,12,49,39,48,60,28,4,0,254,9,0,3,3,0,16,50,31,10,131,0,5,8,4,4,13,3,8,0,42,18,22,58,52,58,88,85,40,8,422,3,4,22,9,21,17,3,0,0,76,0,8,20,18,18,40,15,3,0,122,0,0,0,0,0,5,4,0,0,13,0,0,0,3,0,0,0,0,0,5,7,10,44,30,40,64,22,3,0,211,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,7
UCL215049,3,13,52,142,157,117,21,0,0,504,29,12,11,16,33,27,34,7,0,164,0,3,3,6,3,9,3,0,0,29,0,0,0,4,3,3,0,0,0,15,38,29,62,167,193,149,63,10,0,708,4,3,4,4,3,6,0,0,0,22,3,3,3,0,3,0,0,0,0,16,4,4,5,3,6,9,0,0,0,40,44,39,69,170,197,155,65,10,0,743,50,3,9,8,8,40,114,52,13,296,4,0,4,12,9,14,9,3,0,66,89,45,80,192,220,212,187,66,8,1103,0,15,35,71,83,49,12,0,0,267,17,13,32,65,82,65,19,0,0,287,0,0,3,12,4,12,3,0,0,34,0,0,0,0,6,3,0,0,0,13,21,25,71,149,169,129,32,3,0,602,0,0,0,0,0,3,0,0,0,7,8,7,5,3,3,6,0,0,0,29,8,5,5,3,4,5,0,0,0,31
UCL215050,10,65,152,140,135,115,18,3,0,646,36,26,23,16,27,30,23,3,0,174,5,0,12,5,8,9,7,0,0,50,0,3,0,3,4,0,0,0,0,18,55,86,186,168,170,161,48,13,0,890,4,7,11,7,12,9,0,0,0,56,0,0,0,3,3,0,0,0,0,9,4,6,11,6,18,9,0,0,0,63,60,96,204,175,188,174,48,13,0,950,68,12,24,31,39,67,175,135,48,592,12,8,17,13,20,19,17,15,7,117,137,125,239,219,242,261,241,154,55,1668,10,34,64,61,69,53,12,0,0,305,34,39,84,98,98,68,31,0,0,444,0,3,19,4,6,17,3,0,0,54,4,0,0,0,3,0,0,0,0,14,45,73,170,162,183,139,48,0,0,824,0,6,0,0,8,3,0,0,0,17,8,3,4,4,4,8,0,0,0,28,7,5,3,9,10,7,0,0,0,45
UCL215051,3,9,16,34,43,38,3,0,0,147,3,4,3,4,11,27,14,0,0,75,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,15,17,41,60,69,18,0,0,228,0,3,0,4,3,5,0,0,0,17,0,0,0,0,0,0,3,0,0,4,0,3,0,4,3,6,3,0,0,19,4,19,24,44,60,76,19,0,0,246,11,0,3,10,15,54,90,48,34,261,0,0,0,0,4,6,8,3,0,24,20,20,27,54,78,138,121,50,34,535,3,9,6,19,36,28,5,0,0,99,5,3,13,17,48,35,9,3,0,136,0,0,0,0,3,8,3,0,0,8,0,0,0,0,0,0,0,0,0,4,11,12,21,37,85,66,17,3,0,252,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,12
UCL215052,18,51,112,126,125,101,23,3,3,565,32,14,27,22,34,27,20,4,0,174,0,3,0,3,3,6,6,0,0,24,3,3,3,5,3,3,0,0,0,15,55,64,142,156,165,140,46,7,4,787,0,0,4,9,3,8,0,0,0,26,4,0,0,3,0,0,0,0,0,4,3,0,5,10,9,8,0,0,0,28,63,70,146,168,167,147,46,7,4,817,16,7,8,14,16,45,128,90,43,360,0,6,16,19,22,13,14,7,0,102,81,85,164,199,206,206,189,105,47,1281,10,46,60,59,77,72,4,0,0,328,44,14,62,91,89,76,24,0,0,405,3,0,7,4,4,4,3,0,0,31,0,0,9,3,3,3,0,0,0,16,52,63,132,159,171,162,32,0,0,775,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,9,0,0,4,0,5,3,0,0,0,16
UCL215053,3,28,63,39,72,35,10,3,0,249,11,3,10,12,15,16,14,0,0,77,0,0,4,0,3,4,0,0,0,12,0,0,3,0,4,4,0,0,0,14,15,34,83,46,91,63,17,3,0,348,0,3,5,8,7,9,0,0,0,37,5,3,0,0,0,3,0,0,0,11,12,6,5,5,7,8,0,0,0,51,23,38,91,52,99,75,19,3,0,401,35,15,19,24,19,48,76,61,30,322,4,3,14,6,5,15,20,11,6,87,59,51,120,91,125,141,120,76,34,810,0,24,23,14,40,34,8,0,0,150,12,15,34,21,39,33,9,0,0,165,5,4,7,3,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,19,48,60,35,84,75,14,3,0,338,3,3,7,4,3,0,0,0,0,20,8,0,0,0,0,0,0,0,0,10,7,0,4,3,3,0,0,0,0,26
UCL215054,10,22,52,54,62,40,4,0,0,241,3,5,9,4,12,19,0,3,0,70,0,0,0,0,3,3,0,0,0,5,0,0,0,8,0,3,0,0,0,13,15,31,67,68,77,63,6,3,0,331,6,4,3,8,8,3,0,0,0,29,0,3,4,3,0,0,0,0,0,15,7,6,6,8,5,3,0,0,0,38,16,38,73,74,81,71,5,3,0,370,24,18,11,18,27,34,55,22,3,204,0,4,10,12,4,10,7,0,3,48,40,61,94,102,116,113,65,27,10,620,0,11,14,14,30,15,3,0,0,95,14,11,31,18,36,40,3,0,0,155,0,0,7,6,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,10,15,24,51,41,68,63,5,0,0,267,0,6,0,4,9,0,0,0,0,20,5,3,4,4,0,0,0,0,0,13,5,8,4,7,11,4,0,0,0,28
UCL215055,0,21,52,54,68,28,3,0,0,225,17,0,12,15,16,21,14,0,0,96,0,3,0,0,3,4,0,0,0,20,0,0,0,3,0,0,0,0,0,8,21,27,72,71,91,56,17,0,0,353,3,11,0,4,0,3,0,0,0,18,0,0,0,0,0,3,0,0,0,3,3,8,0,4,0,3,0,0,0,17,25,38,67,67,91,64,17,3,0,371,31,9,11,9,13,20,70,48,24,221,3,3,9,6,5,7,10,4,4,55,56,43,87,80,114,94,93,58,26,652,0,12,28,19,25,25,0,0,0,112,13,12,29,36,52,41,7,0,0,184,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,17,28,59,58,83,69,5,0,0,310,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0,0,12,4,3,4,3,4,4,0,0,0,20
UCL215056,3,15,24,35,31,28,7,0,0,152,3,3,3,4,5,14,6,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,6,20,35,39,40,44,12,0,0,202,0,0,3,0,7,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,3,0,3,3,7,6,0,0,0,14,12,25,31,45,39,48,12,0,0,217,12,3,5,11,10,20,63,43,18,183,0,3,0,6,0,5,5,9,4,34,24,26,39,54,56,74,78,52,21,430,0,6,7,13,20,16,0,0,0,60,3,11,17,22,26,23,9,0,0,106,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,15,26,34,43,39,14,0,0,181,0,0,3,0,4,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,12
UCL215057,7,11,32,61,62,50,18,0,0,239,10,8,15,12,12,25,6,3,0,86,0,0,0,0,3,3,5,0,0,15,0,0,4,0,0,3,0,0,0,5,9,15,46,82,86,80,30,3,0,347,0,3,0,0,0,4,0,0,0,14,6,0,0,0,0,3,0,0,0,9,7,3,0,0,3,9,3,0,0,24,13,16,47,80,88,84,36,3,0,366,14,0,6,15,12,51,96,54,15,266,0,0,7,11,8,6,12,0,0,47,32,17,56,106,104,138,145,63,18,675,0,6,24,36,39,25,3,0,0,142,17,5,16,50,44,43,9,0,0,189,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,7,22,14,46,84,85,76,20,0,0,345,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,4,0,0,0,9,3,0,3,0,0,7,0,0,0,16
