UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL215057,3,3,0,3,0,0,0,12,3,9,5,0,3,0,0,20,5,7,4,3,3,0,0,26,47,65,37,15,21,3,0,182,0,0,0,0,0,0,0,0,58,86,45,23,31,5,0,244,0,0,3,3,3,0,0,8,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,3,5,12,10,6,14,0,0,44,0,3,0,0,0,0,0,4,5,17,14,9,14,3,0,67,64,101,57,31,45,11,0,306
UCL215058,8,0,3,3,3,3,0,22,5,8,8,4,10,0,0,38,4,0,4,0,3,0,0,8,96,94,34,27,57,15,3,328,0,0,0,0,0,0,0,0,115,108,49,33,69,17,3,397,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,18,33,18,20,20,4,0,120,7,3,3,0,0,0,0,14,30,44,17,21,23,4,3,148,147,159,63,58,99,20,9,547
UCL215059,5,10,0,0,0,0,0,17,3,0,0,0,3,0,0,10,3,3,3,3,0,0,0,18,55,50,22,20,22,3,3,171,0,0,0,0,0,0,0,0,60,63,28,23,26,5,3,206,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,3,0,0,6,10,12,13,9,13,3,0,54,7,0,0,0,0,0,0,8,16,15,13,9,15,3,0,74,77,84,47,25,43,10,3,278
UCL215060,0,0,0,0,3,0,0,7,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,46,58,48,15,38,3,0,200,0,0,0,0,0,0,0,0,55,56,47,18,39,3,0,212,0,0,0,0,3,0,0,3,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,0,15,18,13,12,17,4,0,64,0,0,0,0,0,0,0,0,13,23,11,11,17,3,0,81,64,82,58,31,53,9,0,295
UCL215061,18,15,9,3,6,0,0,50,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,49,41,41,21,35,3,3,199,0,0,0,0,0,0,0,0,72,58,47,30,42,4,3,255,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,6,7,5,0,0,41,0,0,0,0,0,0,0,0,8,10,6,12,7,0,0,47,75,73,56,37,53,3,3,306
UCL215062,9,12,9,0,4,0,0,37,0,0,0,0,4,0,0,14,6,3,4,0,0,0,0,21,105,118,62,42,62,20,7,419,0,3,0,0,0,0,0,3,120,135,79,46,73,20,10,481,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,9,0,4,4,0,3,0,0,10,41,59,31,23,30,5,0,183,3,3,8,3,0,0,0,15,47,70,36,22,40,6,0,226,165,206,114,71,113,25,6,704
UCL215063,0,0,0,0,0,0,0,6,4,3,3,3,3,0,0,15,0,4,0,0,0,0,0,7,53,68,31,15,27,6,0,203,0,3,0,0,0,0,0,0,59,74,33,18,34,6,0,234,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,18,38,19,20,14,0,0,108,0,0,0,0,0,0,0,0,23,41,24,22,16,0,0,121,82,119,53,44,44,6,0,356
UCL215064,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,24,12,20,7,0,130,0,0,0,0,0,0,0,0,37,44,24,10,20,7,0,135,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,4,7,0,3,0,0,20,0,0,0,0,0,0,0,0,10,10,3,3,6,0,0,35,39,48,33,15,28,6,0,171
UCL215065,6,0,0,0,4,3,0,21,6,3,3,5,0,0,0,13,5,10,6,4,3,0,0,21,63,75,31,30,34,11,0,247,0,0,0,0,0,0,0,0,79,89,41,33,43,10,0,300,0,3,3,0,0,0,0,4,0,3,0,0,5,0,0,15,0,0,0,0,0,0,0,0,21,19,20,7,14,0,0,82,3,0,0,0,0,0,0,3,22,24,27,8,16,3,0,107,108,108,66,45,55,11,3,408
UCL215066,10,11,3,0,3,0,0,23,14,12,10,3,6,3,0,48,15,13,3,7,3,0,0,33,58,96,63,41,61,31,11,360,0,0,0,3,0,0,0,3,95,122,79,54,74,37,8,465,0,0,0,0,3,3,0,3,4,5,10,0,3,0,0,14,0,4,5,0,0,0,0,12,3,25,14,20,18,0,3,71,0,3,0,0,0,0,0,4,4,33,22,19,20,3,3,109,94,158,103,73,94,42,13,579
UCL215067,8,3,6,0,0,0,0,15,7,9,8,5,3,0,0,35,10,5,8,0,0,0,0,31,121,115,56,25,33,9,3,371,0,0,0,0,0,0,0,0,146,140,80,38,39,9,3,452,3,0,3,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,17,24,11,15,11,3,0,81,0,0,0,0,0,0,0,3,14,25,15,17,11,6,0,95,165,165,93,52,55,11,3,547
UCL215068,3,0,4,3,3,0,0,18,0,3,7,3,3,0,0,18,12,3,0,0,7,0,0,22,102,106,42,30,43,14,0,338,0,0,0,0,0,0,0,3,116,115,59,42,58,14,0,392,3,3,0,4,3,0,0,19,0,0,3,0,0,0,0,8,0,0,4,5,0,0,0,8,48,54,24,21,26,4,0,185,0,3,0,0,0,0,0,5,52,71,34,33,33,4,0,229,166,185,95,70,92,19,0,626
UCL215069,3,12,3,7,6,0,3,34,13,15,18,0,3,3,5,54,15,12,7,5,6,7,0,54,120,162,113,51,90,33,14,585,0,0,0,0,0,0,0,0,147,198,141,64,107,47,22,730,0,4,0,0,0,0,0,8,0,3,3,3,3,0,0,10,0,3,0,3,3,0,0,9,7,16,13,8,12,7,0,69,0,0,0,0,0,0,0,4,10,30,17,15,20,7,3,106,161,227,157,79,135,50,29,834
UCL215070,28,39,26,15,23,0,0,135,16,8,3,3,0,0,0,33,15,6,3,0,0,0,0,26,44,36,12,4,12,3,0,117,0,3,3,0,3,0,0,12,109,97,45,24,41,7,0,322,3,13,8,6,7,0,0,38,4,6,3,3,5,0,0,22,0,3,0,0,0,0,0,6,12,24,16,7,8,0,0,62,3,4,0,0,0,0,0,14,31,52,24,15,18,3,3,140,141,149,67,41,59,6,3,465
UCL215071,3,0,3,0,0,0,0,6,0,0,0,4,0,0,0,7,5,0,0,0,0,0,0,15,106,80,44,40,53,11,3,338,0,0,0,3,0,0,0,3,114,89,44,47,63,11,3,366,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,16,39,21,17,20,4,0,122,0,0,0,0,0,0,0,0,17,42,21,17,27,4,0,130,134,129,67,64,81,15,3,497
UCL215072,10,8,8,3,3,0,0,32,10,18,8,5,3,4,3,57,17,18,3,3,5,3,0,41,181,158,114,74,106,28,11,676,0,4,0,3,0,0,0,5,217,201,138,90,119,34,14,814,0,0,3,0,0,0,0,6,0,3,5,0,0,0,0,11,3,0,3,0,4,0,0,13,33,40,11,11,23,13,0,129,0,0,3,0,0,0,0,4,34,49,23,14,31,15,4,170,253,250,159,105,145,52,13,982
UCL215073,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,8,0,0,0,0,0,0,0,5,57,48,25,16,20,3,0,165,0,0,0,0,0,0,0,0,61,52,23,16,20,3,0,186,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3,7,0,0,41,0,0,0,0,0,0,0,0,15,12,4,4,10,3,0,41,71,65,26,27,34,5,0,226
UCL215074,3,3,8,0,0,0,0,14,0,0,0,0,0,0,0,4,0,4,4,0,0,0,3,10,76,83,45,32,33,3,0,271,0,0,0,0,0,0,0,0,82,88,52,31,38,3,3,304,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,14,35,19,9,17,3,0,107,0,0,0,0,0,0,0,0,14,37,23,9,21,4,0,110,96,129,80,42,59,5,3,418
UCL215075,4,0,0,0,0,0,0,8,3,6,0,0,3,0,0,14,0,0,0,0,0,0,0,3,27,49,22,7,15,4,0,128,0,0,0,0,0,0,0,0,40,53,32,9,22,3,0,154,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,3,6,5,4,5,0,0,25,0,0,0,0,0,0,0,0,9,4,6,3,6,0,0,32,44,60,39,17,29,3,0,185
UCL215076,3,0,0,0,0,0,0,11,10,9,3,3,3,4,0,31,3,7,4,4,5,0,0,32,97,106,55,31,48,26,3,366,0,0,0,0,0,0,0,0,123,126,67,34,51,32,8,440,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,17,10,8,15,5,0,64,0,0,0,0,0,0,0,0,9,18,14,8,16,9,0,72,126,149,83,42,66,40,8,511
UCL215077,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,10,68,51,41,16,41,0,4,232,0,0,0,0,0,0,0,0,72,56,46,17,44,0,4,247,0,0,0,0,3,0,0,3,0,8,4,3,0,0,0,14,0,0,0,0,0,0,0,0,16,22,14,12,14,3,0,79,0,0,0,0,0,0,0,0,16,26,20,19,20,3,0,98,88,87,66,38,64,10,4,343
UCL215078,5,4,0,0,0,0,0,13,3,0,0,0,0,0,0,4,9,5,3,0,0,0,0,16,102,81,52,24,46,3,3,310,0,3,0,0,0,0,0,3,112,95,51,27,49,3,3,342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,13,28,20,5,7,5,0,75,0,0,0,0,0,0,0,0,13,30,20,5,8,5,0,90,127,126,70,35,61,14,3,434
UCL215079,13,11,8,3,11,0,0,47,8,5,5,0,10,0,0,31,6,3,4,3,3,0,0,24,185,161,85,54,59,21,7,565,0,3,0,0,0,0,0,4,216,182,104,67,80,20,5,673,0,3,0,0,0,0,0,10,3,0,0,0,3,0,0,11,3,0,0,0,0,0,0,3,31,56,29,22,23,7,0,161,0,3,0,0,0,0,0,3,37,59,28,19,31,9,0,189,249,242,131,83,105,33,10,859
UCL215080,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,10,68,86,39,29,47,9,0,277,0,0,0,0,0,0,0,0,75,90,48,25,46,6,0,298,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,32,15,19,11,4,0,105,0,0,0,0,0,0,0,3,25,36,21,19,16,4,0,115,100,123,65,43,59,11,3,414
UCL215081,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,7,3,6,3,0,0,0,0,8,63,47,37,18,26,3,0,195,0,0,0,0,0,0,0,0,68,55,41,21,23,6,0,219,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,20,8,3,6,3,0,53,0,4,0,0,0,0,0,6,11,30,13,4,6,3,0,64,83,90,53,31,33,10,0,285
UCL215082,3,3,0,0,0,0,0,3,5,0,3,3,3,0,0,14,5,9,7,0,5,0,0,25,68,63,29,22,13,6,3,210,0,0,3,0,0,0,0,3,83,79,41,31,25,4,3,259,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,0,0,4,12,13,6,0,7,0,0,38,0,0,0,0,0,0,0,0,14,14,8,3,3,0,0,43,90,89,50,36,31,5,3,307
UCL215083,3,6,5,3,10,0,0,28,4,10,8,3,6,0,0,31,5,9,0,3,3,0,0,24,153,167,80,41,62,21,8,532,0,0,0,0,0,0,0,7,170,193,88,56,76,24,9,612,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,3,0,0,0,0,0,3,36,52,31,22,27,8,0,177,0,0,0,0,0,0,0,3,40,53,35,20,33,8,0,199,208,254,124,75,111,27,9,809
UCL215084,4,0,0,0,3,3,0,14,4,6,3,0,5,0,0,17,3,6,0,0,3,0,0,18,84,113,49,22,40,6,7,330,0,0,0,0,0,0,0,0,95,121,56,30,53,16,6,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,11,4,6,0,0,39,0,0,0,0,0,0,0,0,5,11,11,4,8,3,0,39,105,128,62,37,59,17,6,412
UCL215085,0,4,3,3,0,0,0,18,12,11,0,8,4,0,0,33,5,8,4,0,9,0,0,21,39,45,21,13,18,5,3,149,0,0,0,0,0,0,0,0,61,68,32,23,31,7,3,220,0,3,0,3,4,0,0,10,4,0,5,3,4,0,0,15,0,3,3,0,0,0,0,13,14,13,12,5,18,8,3,73,0,0,0,0,3,0,0,3,16,22,18,17,26,8,4,111,77,95,49,41,57,14,6,331
UCL215086,6,6,3,3,3,0,0,18,0,9,0,0,0,0,0,7,0,3,3,0,0,0,0,8,59,87,34,23,38,9,0,253,0,0,0,0,0,0,0,0,63,102,40,28,46,9,0,289,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,15,0,0,3,3,0,0,0,11,22,23,20,8,20,4,0,101,0,0,3,0,0,0,0,6,30,31,26,12,24,5,0,134,93,131,69,42,74,11,0,420
UCL215087,3,12,4,12,14,0,0,48,6,5,5,5,6,0,0,28,3,8,8,3,12,0,3,43,143,179,104,69,88,31,12,613,0,0,0,0,0,0,0,4,157,207,119,83,117,36,18,734,0,0,3,0,0,0,0,12,5,6,3,0,3,0,0,23,0,0,3,3,4,0,0,10,18,39,34,15,37,17,3,166,3,0,0,0,0,0,0,7,29,58,44,19,42,15,4,215,183,265,165,103,159,54,18,953
UCL215088,4,3,3,0,0,0,0,5,3,6,6,0,3,0,0,18,6,3,0,0,0,0,0,11,58,40,29,14,24,0,0,163,0,0,0,0,0,0,0,0,67,50,40,14,26,0,0,201,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,3,0,22,9,12,5,8,3,0,59,0,0,0,0,0,0,0,0,22,13,15,5,13,5,3,80,89,68,54,22,40,5,0,278
UCL215089,3,3,4,4,4,3,3,25,3,5,5,3,8,4,3,39,0,3,0,3,5,0,3,20,49,62,39,29,57,39,15,289,0,0,0,0,0,0,0,4,55,74,53,43,76,51,23,371,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,7,5,8,6,0,37,0,0,0,0,0,0,0,0,0,11,8,7,11,8,0,48,55,85,64,50,86,59,30,417
UCL215090,12,15,3,3,7,0,3,41,22,45,21,3,5,0,0,94,21,25,8,7,6,5,0,77,144,155,87,42,65,24,7,526,0,3,0,0,0,0,0,3,194,238,120,60,82,35,11,744,0,0,0,0,4,0,0,7,0,8,6,0,5,3,0,26,0,4,0,0,0,0,0,10,17,24,25,18,29,9,4,120,4,0,0,0,0,0,0,3,20,29,32,16,39,14,8,162,216,267,151,79,122,48,13,903
UCL215091,3,9,10,3,8,4,0,34,15,9,7,0,7,0,3,55,4,14,6,9,5,4,3,34,232,163,102,72,64,28,6,664,0,0,0,0,0,0,0,0,253,193,125,82,82,36,13,784,0,0,0,0,0,0,0,0,4,11,8,3,7,0,3,36,0,7,10,4,3,0,0,22,34,55,34,23,21,14,4,176,3,3,0,0,0,0,0,5,38,73,52,28,27,15,8,239,294,269,176,109,115,48,15,1020
UCL215092,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,9,43,32,22,14,26,4,0,137,0,0,0,0,0,0,0,0,43,40,22,15,27,5,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,12,12,7,0,8,0,0,49,3,0,0,0,0,0,0,3,18,18,7,0,7,4,3,60,66,58,31,13,35,7,5,217
UCL215093,0,0,0,0,3,4,0,10,12,15,5,3,0,0,0,39,7,6,3,3,3,0,0,18,108,122,66,38,48,13,4,394,0,0,0,0,0,0,0,0,125,144,73,41,54,23,6,461,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,3,0,8,0,0,12,11,23,14,13,25,5,0,99,0,3,0,0,0,0,0,4,18,28,19,15,27,6,0,121,135,178,98,61,81,27,8,581
UCL215094,3,10,5,3,6,0,0,22,8,15,5,3,5,3,0,49,13,11,0,5,9,3,3,38,123,107,74,56,63,9,0,425,0,0,0,0,0,0,0,3,152,135,88,65,83,16,4,538,0,0,0,0,0,0,0,3,3,8,3,3,3,0,0,14,0,0,0,0,0,0,0,4,26,32,19,14,22,9,0,113,0,0,0,0,0,0,0,0,27,37,20,17,29,10,0,138,176,173,106,84,107,28,4,680
UCL215095,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,7,0,0,3,0,3,0,0,8,62,44,21,8,11,3,5,159,0,0,0,0,0,0,0,0,68,51,27,11,15,4,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,9,9,0,0,48,0,0,0,0,0,0,0,0,12,10,12,9,4,0,0,48,84,58,37,16,17,5,7,226
UCL215096,5,0,0,0,0,0,0,11,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,7,54,40,32,14,23,3,0,166,0,0,0,0,0,0,0,0,57,50,34,21,20,8,0,191,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,27,20,9,7,18,8,0,95,0,0,0,0,0,0,0,6,25,31,12,9,22,8,0,112,85,75,51,32,48,14,3,295
UCL215097,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,3,0,0,0,0,0,5,35,36,20,13,12,6,0,130,3,0,0,0,0,0,0,7,42,45,26,13,16,6,0,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,27,6,9,9,3,0,64,0,0,0,0,0,0,0,0,5,34,9,5,8,3,0,71,50,77,35,22,27,7,3,219
UCL221001,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,4,0,0,0,0,0,6,38,42,20,18,19,4,0,142,0,0,0,0,0,0,0,0,38,49,23,18,20,10,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,6,0,3,3,0,36,0,0,0,0,0,0,0,0,3,17,3,0,3,3,0,37,44,63,24,20,26,10,0,185
UCL221002,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,11,4,0,0,0,0,0,0,4,24,33,22,14,24,3,0,118,0,0,0,0,0,0,0,0,39,38,20,16,24,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,18,0,0,0,0,0,0,0,0,4,8,3,3,4,0,0,24,43,51,22,17,23,3,0,167
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,43,44,27,15,10,0,0,132,0,0,0,0,0,0,0,0,42,49,29,16,10,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,9,11,5,8,0,0,34,0,0,0,0,0,0,0,0,5,9,11,5,6,0,0,43,51,57,38,15,18,3,0,179
UCL221004,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11,37,24,12,8,11,0,0,97,0,0,0,0,0,0,0,0,35,31,15,10,12,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,18,0,0,0,0,0,0,0,0,6,5,0,0,5,0,0,24,43,34,18,13,19,4,0,127
UCL221005,0,0,3,0,0,0,0,9,0,0,4,3,0,5,3,16,0,3,3,0,0,0,0,9,32,44,35,28,38,19,6,201,0,0,0,0,0,0,0,0,32,57,48,30,40,22,10,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12,35,59,48,30,38,28,10,250
UCL221006,0,4,4,0,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,29,36,15,10,20,0,0,109,0,0,0,0,0,0,0,0,32,38,16,10,19,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,3,3,0,18,0,0,0,0,0,0,0,0,3,4,4,4,5,3,0,21,39,47,23,15,25,5,0,149
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,6,35,27,13,9,10,0,3,86,0,0,0,0,0,0,0,0,42,27,17,9,13,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,22,43,32,22,10,17,0,0,131
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,20,31,11,5,16,0,0,87,0,0,0,0,0,0,0,0,20,37,11,4,13,4,0,97,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,17,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,21,27,40,13,12,23,0,0,120
UCL221009,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,24,15,10,15,3,0,96,0,0,0,0,0,0,0,0,32,31,15,10,15,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,20,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,20,39,33,25,17,14,4,0,121
UCL221010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,32,34,6,12,12,0,0,96,0,0,0,0,0,0,0,0,36,34,8,16,12,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,3,3,10,0,0,40,0,0,0,0,0,0,0,0,17,11,9,3,9,0,0,44,48,43,18,20,18,4,0,145
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,27,16,12,4,17,0,0,81,0,0,0,0,0,0,0,0,24,23,12,5,17,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,4,7,0,6,0,0,19,0,0,0,0,0,0,0,0,0,12,6,0,10,0,0,26,32,33,20,4,26,3,3,119
UCL221012,0,0,0,0,3,0,0,3,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,41,22,27,23,5,0,141,0,0,0,0,0,0,0,0,28,45,26,30,26,5,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,14,28,45,30,33,28,3,0,168
UCL221013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,20,40,26,12,16,3,0,118,0,0,0,0,0,0,0,0,20,42,29,16,16,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,26,45,29,17,16,4,0,140
UCL221014,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,17,0,0,0,0,0,0,0,4,24,39,20,9,3,7,0,93,0,0,0,0,0,0,0,0,29,42,17,7,8,5,0,114,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,15,0,0,0,0,0,0,0,0,7,0,0,3,8,0,0,21,34,48,20,10,15,8,3,137
UCL221015,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,0,3,3,0,0,10,17,29,11,11,11,3,0,75,0,0,0,0,0,0,0,0,25,29,12,11,18,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,15,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,20,30,37,13,17,21,3,0,118
UCL221016,0,0,3,0,3,0,0,6,5,3,0,0,0,0,0,11,0,0,3,4,0,0,0,7,29,42,25,23,15,0,0,138,0,0,0,0,0,0,0,0,37,45,33,28,19,3,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,3,3,0,26,0,0,0,0,0,0,0,0,7,4,8,0,3,3,0,26,40,52,38,28,21,5,0,188
