UCL_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL221003,0,0,0,3,0,0,0,0,0,0,0,3,0,4,8,15,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,26,0,16,3,4,3,13,4,81
UCL221004,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,4,14,0,0,0,3,4,62
UCL221005,0,0,0,20,4,0,0,8,0,4,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,59,4,20,0,7,5,4,5,130
UCL221006,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,30,4,9,3,0,0,4,8,68
UCL221007,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,24,4,8,0,9,0,0,0,59
UCL221008,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,16,3,5,3,3,0,9,0,57
UCL221009,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,13,5,7,0,6,0,3,0,58
UCL221010,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,26,0,14,0,0,0,3,9,67
UCL221011,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,19,0,15,3,4,0,5,8,62
UCL221012,0,0,0,11,3,0,0,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,43,9,10,0,4,0,4,3,91
UCL221013,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,33,5,6,0,3,0,3,6,78
UCL221014,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,28,3,10,0,4,5,3,0,74
UCL221015,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,13,5,8,0,7,3,6,8,64
UCL221016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,26,4,18,0,3,0,3,0,79
UCL221017,0,0,0,4,0,0,0,3,0,3,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,40,0,19,0,6,4,8,3,102
UCL221018,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,17,3,18,0,3,4,7,5,69
UCL221019,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,32,4,13,0,11,0,18,3,103
UCL221020,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,21,0,9,0,3,0,11,3,61
UCL221021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,14,0,11,3,0,0,7,0,47
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,3,0,4,0,13,3,34
UCL221023,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,6,0,3,4,0,8,48
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,7,0,3,0,9,8,39
UCL221025,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,11,0,3,4,3,0,11,5,57
UCL221026,0,0,0,0,0,0,0,3,0,0,0,5,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,0,12,0,16,0,6,9,78
UCL221027,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,11,0,0,0,7,4,43
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,3,6,0,0,0,8,3,36
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,3,14,0,0,0,9,7,53
UCL221030,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,17,0,8,0,7,0,4,0,55
UCL221031,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,38,0,15,0,3,0,9,7,97
UCL221032,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,22,0,14,0,5,0,11,0,69
UCL221033,0,0,0,9,0,0,0,6,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,30,3,14,0,0,0,6,0,83
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,9,0,8,0,7,0,62
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,3,0,0,0,3,3,29
UCL221036,0,0,0,18,4,0,0,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,56,3,33,0,3,3,4,3,140
UCL221037,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,20,0,7,0,3,0,6,3,58
UCL221038,0,0,0,8,3,0,0,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,24,6,3,42,4,12,0,3,0,4,4,102
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,3,8,0,4,0,3,3,49
UCL221040,0,0,0,0,3,0,0,3,0,6,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,3,23,7,0,49,0,28,4,8,0,11,6,143
UCL221041,0,0,0,6,0,0,0,6,0,3,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,21,3,4,37,3,27,3,7,0,10,13,126
UCL221042,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,28,7,8,0,5,3,3,4,81
UCL221043,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,5,0,3,0,3,5,48
UCL221044,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,10,0,0,0,0,0,0,0,4,0,0,0,3,11,0,0,28,5,27,0,8,0,4,6,87
UCL221045,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,7,3,24
UCL221046,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,14,0,9,0,11,0,8,8,58
UCL221047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,26,0,5,0,9,0,0,3,66
UCL221048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,43,4,27,3,0,3,4,9,138
UCL221049,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,35,4,15,0,4,0,3,3,88
UCL221050,0,0,0,7,5,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,19,4,6,0,10,0,11,3,78
UCL221051,0,0,0,8,0,0,0,3,0,3,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,62,5,17,0,8,3,3,5,117
UCL221052,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,23,3,3,0,6,0,9,0,56
UCL221053,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,23,3,19,3,3,0,8,4,71
UCL221054,0,0,0,6,3,0,0,0,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,24,4,16,0,7,0,0,3,75
UCL221055,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,33,8,18,3,6,0,7,4,89
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,3,14,0,4,0,6,3,49
UCL221057,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,20,0,12,0,0,0,7,4,49
UCL221058,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,29,3,19,3,0,0,10,3,96
UCL221059,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,27,8,8,0,3,0,4,0,68
UCL221060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,3,0,0,3,20
UCL221061,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,21,0,16,0,4,3,8,0,69
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,8,3,12,0,8,0,9,3,59
UCL221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15,0,6,0,0,0,0,0,40
UCL221064,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,29,3,22,4,5,3,3,9,98
UCL221065,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,25,4,14,0,6,0,8,0,71
UCL221066,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,16,0,9,0,3,3,3,4,52
UCL221067,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,25,4,19,3,5,0,3,3,82
UCL221068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,3,24,3,3,0,5,3,74
UCL221069,0,0,0,18,0,0,3,6,0,0,0,0,0,7,8,29,0,0,0,3,0,0,0,0,0,0,0,3,42,16,7,89,9,47,3,10,3,15,12,248
UCL221070,0,0,0,9,0,0,0,3,0,4,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,29,3,9,0,4,3,6,3,80
UCL221071,0,0,0,14,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,30,3,14,0,3,0,3,3,86
UCL221072,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,4,10,0,22,3,9,0,6,0,6,0,60
UCL221073,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,24,0,3,0,4,0,3,3,48
UCL221074,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,11,5,6,0,0,0,7,6,40
UCL221075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,3,0,4,0,3,3,49
UCL221076,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,0,9,0,3,3,5,0,52
UCL221077,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,7,0,0,0,10,3,39
UCL221078,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,15,3,9,3,3,0,14,3,58
UCL221079,0,0,0,15,0,0,0,4,0,3,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,41,3,22,3,3,3,9,14,124
UCL221080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,3,5,0,0,0,8,3,38
UCL221081,0,0,0,7,3,0,0,3,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,43,3,9,3,0,0,3,13,108
UCL221082,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,24,3,9,0,3,0,8,3,65
UCL222001,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,7,0,0,0,0,0,41
UCL222002,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,23,0,6,0,3,0,0,3,51
UCL222003,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,3,3,0,3,0,4,0,37
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,3,0,0,0,0,0,18
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,12,3,5,0,0,0,0,0,38
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,0,3,3,24
UCL222008,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,3,0,0,0,0,0,24
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,9,3,31
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,8,0,0,0,3,3,49
UCL222011,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,3,4,0,0,0,0,4,54
UCL222012,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,4,3,0,0,0,0,0,35
UCL222013,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,9,0,0,0,0,0,24
UCL222014,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,17,0,12,0,3,0,0,0,38
UCL222015,0,0,0,6,5,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,11,0,11,0,3,0,4,3,64
UCL222016,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,4,15,0,0,0,0,3,56
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,3,9,0,7,0,5,4,49
UCL222018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,13,0,3,4,8,3,61
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,3,20
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,6,0,23
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
UCL222022,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,25,0,3,0,3,0,3,3,47
UCL222023,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,4,0,0,0,0,0,31
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,3,0,26
UCL222025,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,29,0,5,0,0,0,4,4,64
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,17
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,16
UCL222028,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,9,0,8,0,3,0,46
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,7,0,0,0,3,3,34
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,7,0,21
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,8,0,0,0,0,3,36
UCL222032,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,13,3,10,0,3,0,4,6,51
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,15
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,17
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,3,0,4,0,3,3,25
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,3,0,0,0,0,0,29
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,4,25
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,3,3,3,0,26
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,6,0,22
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,16
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,4,0,0,0,0,0,24
UCL222042,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,3,4,0,3,0,0,0,31
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,3,6,0,0,0,0,6,51
UCL222044,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,6,0,3,0,0,0,35
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,5,0,4,0,0,0,27
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,19
UCL222047,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,5,10,0,0,0,3,8,52
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,3,0,0,0,5,0,29
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,3,0,21
UCL222050,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,3,5,0,0,0,3,4,35
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,5,0,0,0,3,0,26
UCL222052,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,15
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,16
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,8,0,0,0,4,0,24
UCL222055,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,3,4,0,3,0,8,5,38
UCL222056,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,3,0,0,0,23
UCL222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,15,0,3,0,4,0,48
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,14,0,10,0,3,0,0,3,45
UCL222059,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,3,10,0,4,0,10,0,46
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,3,7,0,0,0,0,0,26
UCL222061,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,0,5,0,19
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
UCL222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,0,0,0,0,0,20
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,0,20
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,6,0,0,0,0,0,22
UCL222067,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,5,0,4,0,0,0,36
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,5,0,4,0,0,3,27
UCL222069,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,9,0,5,0,4,0,4,0,36
UCL222070,0,0,0,14,3,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,30,3,5,0,3,0,0,6,72
UCL222071,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,4,0,4,0,0,3,39
UCL222072,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,5,26
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,3,0,24
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,10,0,0,0,7,3,29
UCL222075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,0,0,0,0,24
