UCL_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL222112,0,0,0,17,21,34,0,0,0,0,0,0,0,0,0,8,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,26,16,46,0,0,0,0,0,0,56,55,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,53,0,0,0,0,0,0,25,24,53,9,13,21,94,92,185
UCL222113,0,0,0,20,4,27,0,0,0,0,0,6,0,0,0,11,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,29,0,0,0,0,0,0,48,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,90,183,0,0,0,0,0,0,91,93,182,23,17,39,162,151,317
UCL222114,0,0,0,21,31,50,0,0,0,0,0,0,0,0,0,27,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,53,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,64,0,0,0,0,0,0,37,29,64,5,9,17,95,94,193
UCL222115,0,0,0,23,22,40,0,0,0,0,0,3,0,0,0,19,20,40,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,3,0,0,0,0,3,3,7,8,11,0,0,3,0,0,0,50,62,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,95,0,0,0,0,0,0,59,39,95,31,28,55,139,131,264
UCL222116,0,0,0,26,32,59,0,0,0,3,0,3,0,0,0,17,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,3,0,6,0,9,7,0,0,0,59,65,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,41,100,0,0,0,0,0,0,58,41,100,16,18,35,140,125,258
UCL222117,3,3,10,19,22,36,0,0,0,3,8,12,0,0,0,26,28,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,3,0,0,0,3,4,4,6,10,14,0,0,0,56,80,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,85,93,182,3,0,3,0,0,0,91,93,179,18,26,48,170,201,373
UCL222118,0,0,0,20,27,49,0,0,0,0,0,0,0,0,0,20,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,4,5,11,3,4,10,0,0,0,60,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,84,0,0,0,0,0,0,43,37,83,8,8,14,109,102,211
UCL222119,0,0,0,9,9,9,0,0,0,3,0,3,0,0,0,24,34,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,20,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,59,60,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,31,37,67,0,0,0,0,0,0,31,37,67,8,11,20,98,106,208
UCL222120,4,3,9,25,33,58,0,0,0,0,0,0,0,0,0,25,30,58,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,67,78,142,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,40,104,3,4,5,0,0,0,67,42,116,5,3,12,149,134,274
UCL222121,0,4,4,10,19,30,0,0,0,0,7,3,0,0,3,24,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,22,0,0,0,0,3,3,11,8,17,6,3,4,0,0,0,66,74,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,85,0,0,0,0,0,0,44,37,83,10,9,16,113,124,240
UCL222122,0,0,0,6,12,19,0,0,0,0,3,3,0,0,0,22,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,6,3,8,0,4,4,0,0,0,40,45,88,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,0,4,31,38,74,3,0,7,0,0,0,34,44,77,3,8,9,86,101,187
UCL231777,1098,1474,2574,27793,29793,57587,14,10,27,2357,2544,4899,69,73,142,45368,44657,90022,401,471,873,1727,1470,3199,489,572,1059,229,242,470,1847,1942,3795,56,43,95,540,533,1074,1342,1469,2809,6976,6564,13540,356,418,772,419,498,915,13908,14789,28704,4573,4759,9335,148,178,323,108616,111018,219635,481,432,912,687,575,1265,99,123,227,23,19,38,371,278,650,423,650,1073,817,944,1763,74784,63933,138714,584,477,1058,276,373,646,75640,64779,140424,26422,20843,47258,213864,200186,414055
UCL279997,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,3,0,3,28,4,29
UCL299994,77,76,156,216,206,416,0,0,3,29,32,62,3,0,3,508,440,947,3,4,11,44,42,90,10,8,14,12,9,20,10,16,23,8,0,8,22,12,27,30,38,69,64,56,122,7,3,9,11,10,19,66,58,125,82,73,149,0,0,0,1125,999,2129,66,35,99,137,113,247,10,6,15,3,0,4,13,6,19,13,20,35,24,28,54,1410,1106,2512,23,17,46,9,18,34,1441,1142,2591,1451,838,2289,4331,3238,7565
