UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL215044,3,4,8,3,0,3,24,0,4,3,8,0,0,15,4,22,8,0,0,0,37,4,12,13,6,0,0,34,25,4,8,0,3,0,44,33,13,25,0,4,0,66,101,3,26,0,4,0,124,100,4,11,0,0,0,116,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,3,0,0,0,21,287,73,101,18,12,4,504
UCL215045,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,3,0,0,0,3,3,0,5,0,0,0,7,5,0,4,0,0,0,12,24,0,16,0,0,0,37,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,48,3,40,3,3,3,102
UCL215046,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,3,4,0,7,0,0,0,6,21,0,13,0,0,0,33,18,0,0,0,0,0,23,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,50,5,24,0,4,0,90
UCL215047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,5,0,0,0,9,27,0,12,0,0,0,35,54,0,13,0,0,0,59,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,89,0,34,0,0,0,124
UCL215048,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,0,0,0,0,0,8,3,0,3,0,0,0,12,8,0,11,0,0,0,18,28,0,12,0,0,0,39,11,0,3,0,0,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,64,0,39,0,4,3,113
UCL215049,0,0,0,0,0,4,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,5,0,0,3,0,4,0,7,4,0,0,0,0,0,3,12,0,7,0,0,0,18,18,0,3,0,0,0,26,5,0,3,0,0,0,8,3,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,3,25,0,16,4,102
UCL215050,0,8,5,0,3,10,27,0,4,0,0,0,0,3,18,42,6,0,3,0,67,33,19,13,9,0,0,69,52,3,20,0,0,0,71,87,0,25,0,0,0,118,51,0,3,0,0,0,60,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,11,250,78,80,11,10,15,440
UCL215051,0,3,0,0,3,4,12,0,0,0,0,0,0,0,0,6,3,5,0,0,18,3,0,3,4,0,0,9,4,0,7,0,3,0,16,17,0,8,0,0,0,26,14,0,8,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,40,8,26,9,3,3,99
UCL215052,0,4,6,0,3,9,21,0,3,0,0,0,0,3,4,35,5,0,3,0,42,7,10,14,0,3,3,37,17,5,14,0,0,0,34,45,0,4,0,0,0,51,106,0,24,0,3,0,131,35,0,9,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,0,3,0,18,225,54,85,0,18,17,389
UCL215053,0,0,0,0,0,3,6,0,0,0,6,0,0,12,11,12,8,0,5,0,36,24,9,20,0,5,0,64,14,0,21,0,3,0,36,21,3,7,0,0,0,29,3,0,3,0,0,0,7,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,77,27,62,8,16,5,201
UCL215054,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,9,4,6,3,0,0,0,11,31,0,16,0,0,0,45,40,0,6,0,0,0,50,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,83,6,37,0,3,3,133
UCL215055,0,0,0,0,0,0,3,0,11,0,0,0,0,15,0,3,4,0,0,0,9,0,0,5,0,0,0,8,8,0,4,0,0,0,15,30,0,12,0,0,0,38,15,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,19,31,0,3,0,100
UCL215056,0,0,3,0,0,3,7,0,0,0,0,0,0,0,3,0,4,0,0,0,10,16,0,15,0,5,0,40,15,0,9,0,0,0,22,6,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,42,7,3,4,97
UCL215057,0,0,3,0,0,3,3,0,0,4,0,0,0,4,5,5,6,0,0,0,17,21,0,16,0,0,0,37,13,0,12,0,0,0,25,25,0,13,0,0,0,36,11,0,4,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,80,5,62,0,6,3,151
UCL215058,0,0,11,0,5,9,22,0,3,0,0,0,0,3,4,15,9,0,0,0,31,27,11,13,3,0,0,64,20,0,13,0,0,0,39,57,3,10,0,0,0,65,28,0,10,0,0,0,37,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,9,152,35,64,3,6,14,277
UCL215059,0,0,3,0,0,0,16,0,0,0,0,0,0,0,3,9,5,0,0,0,16,18,0,8,0,0,0,31,14,3,7,0,0,0,22,32,0,10,0,0,0,44,26,0,3,0,0,0,27,11,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,115,18,43,3,6,3,186
UCL215060,0,0,3,0,0,3,13,0,0,0,0,0,0,0,7,15,10,0,0,0,34,17,0,20,0,4,0,42,10,0,7,0,3,0,25,8,0,4,0,3,0,12,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,42,22,52,0,12,7,137
UCL215061,0,0,8,0,0,9,11,3,0,0,0,3,0,12,26,0,6,5,6,0,44,38,0,13,0,3,0,57,15,0,8,0,3,0,27,6,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,3,39,5,17,6,169
UCL215062,0,0,12,0,0,3,19,0,0,0,0,0,0,3,24,24,11,3,6,0,64,92,0,30,0,8,3,140,57,3,26,0,5,0,84,53,0,16,0,0,0,66,22,0,3,0,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,8,254,34,103,3,18,9,415
UCL215063,4,0,3,0,4,4,16,0,12,0,0,0,0,17,10,13,7,0,0,0,42,37,25,16,0,3,0,83,10,0,16,0,0,0,28,10,0,5,0,0,0,16,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,84,53,55,3,12,6,215
UCL215064,0,4,0,3,3,3,10,0,8,0,0,0,0,10,6,0,4,0,8,0,24,19,0,10,0,0,0,23,0,0,3,0,3,0,3,0,0,3,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,29,3,15,3,89
UCL215065,3,0,9,0,3,3,16,0,0,0,0,0,0,0,3,3,0,0,0,0,9,20,0,12,0,0,0,35,31,0,18,0,0,0,49,51,0,13,0,3,0,69,61,0,12,0,0,0,74,31,0,0,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,12,215,11,68,0,6,9,316
UCL215066,0,0,14,0,0,16,31,0,0,0,0,0,0,3,3,6,4,0,0,0,12,4,3,11,0,3,0,20,3,0,3,0,0,0,12,21,0,9,0,0,0,32,59,0,15,0,0,0,79,67,0,13,0,0,0,81,12,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,167,7,82,4,9,16,282
UCL215067,0,0,9,0,3,5,15,0,3,0,0,0,0,3,3,20,3,0,0,0,33,8,5,9,0,4,0,30,4,0,8,0,0,0,14,35,0,18,0,0,0,52,47,0,13,0,0,0,66,49,0,12,0,0,0,59,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,160,36,79,0,14,5,283
UCL215068,0,0,3,0,3,7,13,0,0,0,4,0,0,8,7,14,12,3,0,0,36,51,13,22,3,4,0,90,26,0,19,0,0,0,46,44,3,15,0,0,0,60,37,0,5,0,3,0,45,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,172,34,87,13,6,10,325
UCL215069,0,0,5,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,25,0,15,0,3,0,38,32,0,6,0,0,0,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,35,0,4,3,104
UCL215070,0,3,3,3,7,3,22,0,5,0,0,8,0,11,3,30,5,4,16,0,63,18,34,10,17,9,0,85,18,10,19,0,5,0,46,19,10,17,0,0,3,45,11,3,4,0,3,0,19,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,11,65,92,69,27,45,6,306
UCL215071,0,0,8,0,3,7,21,0,4,0,9,0,0,14,12,16,4,0,0,0,44,26,19,18,0,0,0,62,14,0,8,0,0,0,23,28,0,12,0,0,0,41,10,0,3,0,0,0,12,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12,94,46,65,7,10,10,227
UCL215072,0,0,0,0,0,3,12,0,4,0,8,0,0,11,0,0,0,0,0,0,3,0,3,4,4,0,0,5,0,0,3,0,0,0,8,10,0,11,0,0,0,20,60,3,18,0,0,0,82,34,0,12,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,107,8,51,11,4,6,194
UCL215073,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,3,9,0,0,0,25,15,0,9,0,0,0,27,5,0,3,0,0,0,13,23,0,3,0,0,0,26,12,0,4,0,0,0,15,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,68,3,31,3,3,4,116
UCL215074,0,5,3,0,3,3,16,0,0,0,0,0,0,0,5,16,7,0,0,0,33,22,3,8,3,0,0,39,22,0,5,0,0,0,26,47,0,6,0,0,0,56,13,0,8,0,0,0,18,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,6,110,36,48,9,8,4,211
UCL215075,0,0,3,0,0,3,7,0,0,0,0,0,0,0,3,0,6,0,0,0,3,9,0,4,0,0,0,10,9,0,3,0,0,0,16,28,0,8,0,0,0,40,34,0,13,0,0,0,48,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,96,0,37,0,0,6,139
UCL215076,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,10,0,0,0,22,13,0,7,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0,64
UCL215077,0,3,5,0,4,7,21,0,3,0,6,0,0,13,6,20,28,12,8,0,71,26,4,37,3,0,0,77,11,0,10,0,0,0,21,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,45,34,93,21,13,7,212
UCL215078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,16,8,0,7,0,0,0,16,3,0,3,0,0,0,10,25,0,4,0,0,0,24,21,0,3,0,0,0,25,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,7,23,0,0,0,112
UCL215079,0,3,0,0,3,3,6,0,0,3,4,0,0,10,3,9,3,3,7,0,25,39,11,25,0,3,0,76,48,0,13,0,3,0,66,75,0,13,0,0,0,91,40,0,9,0,0,0,47,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,8,219,28,76,7,14,7,356
UCL215080,0,0,3,0,0,7,8,0,9,0,0,0,0,6,0,14,5,0,7,0,24,18,3,20,0,0,0,42,13,3,14,0,3,0,35,32,0,10,0,0,0,37,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,67,26,56,0,11,8,170
UCL215081,0,0,3,0,3,5,7,0,0,0,0,0,0,0,3,0,12,9,4,0,25,21,0,15,0,8,0,45,14,0,3,0,4,0,24,4,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,37,10,18,3,116
UCL215082,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,11,0,16,11,0,5,0,0,0,13,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,19,0,13,7,63
UCL215083,0,0,3,0,0,6,8,0,0,0,0,0,0,0,6,10,7,6,0,3,24,12,4,19,0,0,0,29,14,0,10,0,0,0,27,50,0,18,0,0,0,66,93,0,8,0,0,0,103,18,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,191,13,67,16,3,12,290
UCL215084,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,10,7,0,5,0,0,0,18,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,7,0,40
UCL215085,0,0,0,0,0,7,5,0,0,3,0,0,0,6,0,0,3,4,0,0,7,6,0,0,0,3,0,13,5,0,6,0,0,0,14,34,0,8,0,0,0,39,49,0,10,0,0,0,56,9,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,101,0,51,10,5,6,175
UCL215086,0,0,8,0,4,7,22,0,8,0,0,0,0,10,18,3,7,0,7,0,40,56,3,20,0,0,0,83,6,0,3,0,0,0,7,7,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14,96,18,52,0,16,7,195
UCL215087,0,3,3,0,0,3,10,0,3,0,0,0,0,3,0,19,0,0,0,0,19,6,8,13,0,0,0,25,10,0,3,0,0,0,21,25,0,14,0,0,0,36,71,0,12,0,0,0,86,52,0,11,0,0,0,61,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,175,38,58,0,3,8,278
UCL215088,0,0,7,0,0,0,3,0,0,0,0,0,0,0,3,8,3,0,0,0,16,3,3,13,0,0,0,18,6,0,10,0,0,0,19,18,3,18,0,0,0,41,30,0,6,0,0,0,36,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,26,55,0,3,3,149
UCL215089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,6,0,0,0,16
UCL215090,0,0,8,0,0,3,8,0,0,0,0,0,0,0,0,16,0,3,0,0,20,3,9,3,3,0,0,19,4,3,3,11,0,0,23,9,3,14,3,0,0,26,56,7,8,0,0,3,73,69,0,13,0,0,0,85,27,0,4,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,9,165,38,54,22,3,7,290
UCL215091,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,8,3,0,5,0,0,0,8,13,0,12,0,0,0,29,67,0,15,0,0,0,83,11,0,5,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,105,4,54,0,3,3,175
UCL215092,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,7,0,0,0,13,9,0,11,0,0,0,21,5,0,8,0,0,0,13,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,26,0,36,0,3,4,72
UCL215093,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,0,4,8,0,4,0,0,0,13,22,0,15,0,3,0,43,28,0,12,0,0,0,40,6,0,4,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,48,0,3,0,134
UCL215094,0,0,0,0,0,5,9,0,0,0,0,0,0,0,3,3,3,0,0,0,7,3,0,7,0,0,0,10,5,0,3,0,0,0,9,31,0,9,0,0,0,38,47,0,12,0,3,0,64,26,0,3,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,122,8,41,0,3,5,183
